,ts_code,name,industry,COL_DEEP_INDEX,COL_FALL_P_CHANGE,COL_CURRENT_PRICE,COL_INDAY_P_CHANGE,circ_mv
2705,600690.SH,青岛海尔,家用电器,0.0,-1.43,16.06,0.01,9792428.7796
3225,603158.SH,腾龙股份,汽车配件,2.0,-1.42,17.97,0.1,389897.2464
242,000690.SZ,宝新能源,火力发电,2.0,-1.31,8.06,0.04,1643590.6824
2140,600009.SH,上海机场,机场,0.0,-1.22,56.34,0.01,6160646.0207
322,000806.SZ,银河生物,生物制药,2.0,-1.05,6.69,0.12,467261.9134
1013,002553.SZ,南方轴承,汽车配件,2.0,-1.04,7.0,0.02,164005.9407
3414,603636.SH,南威软件,软件服务,2.0,-0.99,13.48,0.01,707227.7902
434,000969.SZ,安泰科技,钢加工,2.0,-0.91,6.73,0.02,609718.771
87,000418.SZ,小天鹅A,家用电器,0.0,-0.87,54.46,0.01,2392777.1446
670,002208.SZ,合肥城建,区域地产,2.0,-0.86,14.26,0.01,455282.9386
3039,601515.SH,东风股份,广告包装,1.0,-0.79,11.66,0.04,1296592.0
35,000043.SZ,中航善达,房产服务,2.0,-0.78,9.32,0.02,621475.9287
2619,600593.SH,大连圣亚,旅游服务,1.0,-0.76,33.39,0.07,430063.2
3173,603043.SH,广州酒家,食品,2.0,-0.71,32.06,0.05,402376.1601
535,002073.SZ,软控股份,软件服务,2.0,-0.6,6.78,0.02,555242.2692
3154,603022.SH,新通联,广告包装,0.0,-0.56,10.69,0.02,213800.0
3058,601615.SH,明阳智能,机械基件,2.0,-0.52,17.45,0.03,481445.5
2214,600100.SH,同方股份,电脑设备,2.0,-0.5,12.64,0.05,3746368.2741
3518,603860.SH,中公高科,公路,2.0,-0.43,28.16,0.01,68090.88
215,000656.SZ,金科股份,区域地产,0.0,-0.33,6.0,0.01,3158563.1544
2555,600519.SH,贵州茅台,白酒,1.0,-0.28,754.0,0.01,94717314.12
2323,600225.SH,天津松江,区域地产,1.0,-0.26,3.9,0.01,363790.259
531,002069.SZ,獐子岛,渔业,2.0,-0.22,5.64,0.08,388424.3714
