,ts_code,symbol,name,industry,COL_LASTPRICE,COL_FITNESS,concept
795,002781.SZ,002781,奇信股份,装修装饰,16.87,1119.88,"物联网, 雄安-智慧城市, 智能制造, 雄安新区, 机器人, 装修装饰, "
796,300545.SZ,300545,联得装备,专用机械,30.54,1119.74,"OLED, 华为产业链, 工业自动化, 智能制造, 强势人气股, "
797,603699.SH,603699,纽威股份,专用机械,12.97,1115.71,"核电, 回购, "
798,600292.SH,600292,远达环保,环境保护,7.01,1115.54,"电改, 国家队重仓, 央企改革, 核电, 雄安-园林环保, 大气治理, 环保, 雄安新区, 期货概念, 碳交易, "
799,600027.SH,600027,华电国际,火力发电,4.4,1114.71,"火电, 高股息, MSCI, 新进指数成份股, 电改, 央企改革, "
800,300100.SZ,300100,双林股份,汽车服务,10.28,1113.14,"汽车零部件, 无人驾驶, 定增破发, 独角兽, "
801,002519.SZ,002519,银河电子,通信设备,4.64,1113.04,"回购, 军工, 军民融合, 家电, 新能源汽车, 黑色家电, 充电桩, 广电, "
802,000059.SZ,000059,华锦股份,石油加工,7.65,1112.43,"油气改革, 石墨电极, 混改, 军工混改, 央企改革, 军工研究所, 破净股, 军工, 石油化工, 煤化工, 化肥, 油品升级, "
803,000831.SZ,000831,五矿稀土,小金属,12.49,1112.31,"央企改革, 业绩预增, 稀土磁材, "
804,603936.SH,603936,博敏电子,元器件,19.52,1110.89,"PCB板, 业绩预增, "
805,002465.SZ,002465,海格通信,通信设备,9.86,1109.9,"MSCI, 国家队重仓, 军工, 军民融合, 无人机, 物联网, 北斗导航, 人工智能, VR&AR, 国产芯片, 国产操作系统, "
806,002133.SZ,002133,广宇集团,全国地产,4.18,1109.4,"业绩预增, 环杭州湾大湾区, 房地产, "
807,002421.SZ,002421,达实智能,软件服务,4.57,1108.38,"阿里巴巴概念股, 物联网, 雄安-智慧城市, 雄安-公共服务, 雄安新区, 移动支付, 互联网医疗, 智慧城市, 股权转让, 腾讯概念股, 高铁轨交, "
808,000417.SZ,000417,合肥百货,百货,5.75,1106.59,"安徽国企改革, 新零售, 宝能系, "
809,600533.SH,600533,栖霞建设,区域地产,3.78,1105.5,"业绩预增, 雄安-金融, 房地产, 锂电池, 雄安新区, 互联网金融, 新能源汽车, 独角兽, "
810,300751.SZ,300751,迈为股份,专用机械,183.0,1105.48,"高价股, 高送转-预期, 光伏, "
811,002267.SZ,002267,陕天然气,供气供热,8.4,1105.07,"油气改革, 天然气, "
812,300026.SZ,300026,红日药业,中成药,3.56,1104.01,"回购, 医药, 中药, 化学药, 流感, 互联网医疗, 股权转让, 国资入股, "
813,603158.SH,603158,腾龙股份,汽车配件,18.39,1100.69,"蔚来汽车概念股, 回购, 汽车零部件, "
814,600390.SH,600390,五矿资本,多元金融,10.82,1100.02,"券商, 金改, 央企改革, 信托, 期货概念, "
815,002561.SZ,002561,徐家汇,百货,9.51,1099.51,"高股息, 新零售, 上海国企改革, "
816,000032.SZ,000032,深桑达A,元器件,9.66,1099.31,"央企改革, 军工研究所, 业绩预增, 军工, 无线充电, 无人商店, 智慧城市, 高铁轨交, 智慧安防, "
817,600139.SH,600139,西部资源,汽车整车,4.83,1099.17,"新能源整车, 汽车整车, 有色金属, 新能源汽车, 有色-铜, 股权转让, "
818,000553.SZ,000553,安道麦A,农药化肥,11.9,1096.5,"草甘膦, 新进指数成份股, 农药, 央企改革, 社保重仓, 业绩预增, "
819,600589.SH,600589,广东榕泰,塑料,5.58,1095.56,"大数据, 云计算, "
820,300721.SZ,300721,怡达股份,化工原料,21.34,1095.2,"环氧丙烷, 高送转-预期, 回购, "
821,300431.SZ,300431,暴风集团,互联网,9.94,1094.63,"家电, 创业板人气股, 直播/短视频, 大数据, 云计算, 人工智能, 区块链, 足球, VR&AR, 黑色家电, 手势识别, 体育产业, "
822,600133.SH,600133,东湖高新,园区开发,7.38,1093.01,"雄安-园林环保, 大气治理, 房地产, 环保, 雄安新区, 污水处理, 创投, "
823,002463.SZ,002463,沪电股份,元器件,12.37,1090.62,"PCB板, 业绩预增, 无人驾驶, "
824,601996.SH,601996,丰林集团,林业,3.72,1090.12,"雄安-建材, 土地流转, 林业, 雄安新区, 广西, 家具家居, "
825,000918.SZ,000918,嘉凯城,全国地产,7.63,1089.76,"恒大概念股, 环杭州湾大湾区, 房地产, 影视, "
826,600436.SH,600436,片仔癀,中成药,116.25,1086.12,"高价股, 白马股, MSCI, 大消费, 保健品, 食品, 医药, 中药, 化妆品, "
827,300118.SZ,300118,东方日升,半导体,10.48,1079.0,"回购, 光伏, 储能, "
828,600834.SH,600834,申通地铁,公共交通,8.22,1078.23,"上海国企改革, 移动支付, "
829,002826.SZ,002826,易明医药,中成药,11.79,1076.06,"医药, 中药, 化学药, 西藏, "
830,600851.SH,600851,海欣股份,纺织,8.88,1075.72,"参股券商, 纺织服装, 医药, 化学药, 举牌股, "
831,600882.SH,600882,妙可蓝多,乳制品,11.31,1072.84,"回购, 食品, 乳业（奶粉）, "
832,000623.SZ,000623,吉林敖东,中成药,18.86,1071.32,"MSCI, 新进指数成份股, 参股券商, 保健品, 食品, 医药, 中药, "
833,600500.SH,600500,中化国际,商贸代理,8.67,1070.02,"高股息, MSCI, 农药, 央企改革, 社保重仓, 锂电池, 新能源汽车, 橡胶, "
834,000662.SZ,000662,天夏智慧,软件服务,6.97,1069.75,"高质押率, 智慧城市, 广西, 智慧安防, "
835,002254.SZ,002254,泰和新材,化纤,12.16,1069.72,"军工, 军民融合, 石油化工, 山东国企改革, "
836,002833.SZ,002833,弘亚数控,专用机械,44.34,1069.6,"工业自动化, 智能制造, "
837,002325.SZ,002325,洪涛股份,装修装饰,3.77,1068.66,"教育, 智慧城市, 装修装饰, "
838,000636.SZ,000636,风华高科,元器件,15.16,1067.68,"5G, 被动元件, 华为产业链, 业绩预增, 稀土磁材, 锂电池, 新能源汽车, "
839,601969.SH,601969,海南矿业,普钢,5.59,1066.78,"油服, 铁矿石, 海南自由贸易港, 自贸区, 自由贸易港, 海南, "
840,600569.SH,600569,安阳钢铁,普钢,3.66,1066.3,"钢铁, 债转股-AMC, "
841,601388.SH,601388,怡球资源,铝,2.67,1064.36,"有色-铝, 有色金属, 低价股, "
842,300653.SZ,300653,正海生物,医疗保健,50.51,1063.17,"高送转-预期, 医疗器械, "
843,600287.SH,600287,江苏舜天,商贸代理,6.55,1062.73,"参股券商, 期货概念, "
844,600498.SH,600498,烽火通信,通信设备,31.95,1060.55,"5G, 光通信, MSCI, 央企改革, 社保重仓, 网络安全, 大数据, 云计算, "
845,300207.SZ,300207,欣旺达,元器件,14.15,1059.19,"华为产业链, 回购, 业绩预增, 锂电池, 小米概念股, 无线充电, 新能源汽车, 石墨烯, VR&AR, 苹果产业链, 国资入股, "
846,002025.SZ,002025,航天电器,元器件,26.2,1058.8,"央企改革, 军工研究所, 大飞机, 军工, 军民融合, 工业自动化, 北斗导航, 智能制造, "
847,603825.SH,603825,华扬联众,互联网,15.99,1056.32,"人工智能, 资产重组, 独角兽, "
848,002262.SZ,002262,恩华药业,化学制药,12.26,1055.7,"芬太尼概念, 医药, 创新药, 化学药, 互联网医疗, "
849,300334.SZ,300334,津膜科技,专用机械,8.73,1054.79,"雄安-园林环保, 定增破发, 环保, 雄安新区, 京津冀, 污水处理, 天津国企改革, 高校系, "
850,002291.SZ,002291,星期六,服饰,6.39,1053.06,"新零售, 纺织服装, 资产重组, 壳公司, "
851,600527.SH,600527,江南高纤,化纤,2.7,1051.08,"涤纶, 二胎, 低价股, "
852,000677.SZ,000677,恒天海龙,化纤,4.05,1047.52,"轮胎, 石墨烯, 粘胶短纤, 强势人气股, 工业大麻, "
853,000756.SZ,000756,新华制药,化学制药,8.57,1045.44,"阿里巴巴概念股, 新零售, 山东国企改革, 医药, 化学药, "
854,300752.SZ,300752,隆利科技,元器件,58.42,1043.69,"业绩预增, LED, "
855,300210.SZ,300210,森远股份,专用机械,4.77,1042.89,"雄安-建材, 3D打印, 智能制造, 雄安新区, 雄安-工程基建, "
856,600059.SH,600059,古越龙山,红黄药酒,8.55,1042.57,"国家队重仓, 社保重仓, 浙江国企改革, "
857,600220.SH,600220,江苏阳光,纺织,3.1,1040.82,"纺织服装, 科创板概念股, "
858,002342.SZ,002342,巨力索具,机械基件,4.35,1037.25,"军工, 军民融合, 雄安新区, 京津冀, 雄安-周边, "
859,300041.SZ,300041,回天新材,化工原料,8.43,1034.15,"回购, 石油化工, 光伏, 装配式建筑, 雄安-建材, 雄安-公共服务, 雄安新区, 股权转让, 高铁轨交, 国资入股, "
860,300062.SZ,300062,中能电气,电气设备,6.85,1034.07,"储能, 新能源汽车, 高铁轨交, 充电桩, "
861,600739.SH,600739,辽宁成大,商贸代理,14.59,1033.3,"MSCI, 油服, 医药商业, 参股券商, 页岩气, 医药, 疫苗, 举牌股, "
862,300621.SZ,300621,维业股份,装修装饰,11.3,1032.43,"物联网, 雄安-建材, 雄安新区, 住房租赁, 装修装饰, 雄安-设计, "
863,002361.SZ,002361,神剑股份,化工原料,4.8,1031.42,"大飞机, 回购, 军工, 军民融合, "
864,600475.SH,600475,华光股份,专用机械,10.91,1030.53,"固废处理, 信托, 债转股-AMC, 环保, 地热, "
865,300470.SZ,300470,日机密封,机械基件,28.59,1029.6,"社保重仓, 核电, "
866,600563.SH,600563,法拉电子,元器件,44.42,1028.2,"被动元件, "
867,603516.SH,603516,淳中科技,通信设备,26.07,1027.07,"智慧安防, "
868,002037.SZ,002037,久联发展,化工原料,9.56,1026.52,"央企改革, 业绩预增, 民爆, 资产重组, "
869,000158.SZ,000158,常山北明,纺织,6.35,1025.7,"华为产业链, 回购, 棉花, 纺织服装, 雄安-智慧城市, 网络安全, 雄安新区, 京津冀, 大数据, 云计算, 智慧城市, 国产软件, 腾讯概念股, "
870,601929.SH,601929,吉视传媒,影视音像,3.04,1023.82,"阿里巴巴概念股, 大数据, 低价股, 国产芯片, 广电, "
871,603199.SH,603199,九华旅游,旅游景点,23.11,1023.8,"安徽国企改革, 旅游, "
872,300201.SZ,300201,海伦哲,专用机械,5.28,1021.96,"军工, 军民融合, 工业自动化, 智能制造, 资产重组, 机器人, LED, "
873,603890.SH,603890,春秋电子,机械基件,14.78,1020.11,"人民币贬值受益, "
874,600958.SH,600958,东方证券,证券,11.77,1019.53,"MSCI, 券商, 金改, "
875,600064.SH,600064,南京高科,园区开发,11.83,1017.08,"房地产, 创投, "
876,002732.SZ,002732,燕塘乳业,乳制品,18.04,1016.78,"社保重仓, 食品, 农垦, 乳业（奶粉）, 冷链, "
877,002671.SZ,002671,龙泉股份,其他建材,5.56,1015.7,"核电, 雄安-建材, 地下管廊, 海绵城市, PPP, 雄安新区, 股权转让, "
878,600101.SH,600101,明星电力,水力发电,9.22,1015.62,"水电, 央企改革, 有色金属, 宝能系, 有色-钒, "
879,300633.SZ,300633,开立医疗,医疗保健,28.71,1014.61,"医疗器械, "
880,000099.SZ,000099,中信海直,空运,7.98,1013.34,"国家队重仓, 通用航空, 业绩预增, 无人机, "
881,002822.SZ,002822,中装建设,装修装饰,6.21,1011.24,"雄安-建材, 雄安新区, 装修装饰, "
882,600990.SH,600990,四创电子,通信设备,53.7,1011.01,"央企改革, 军工研究所, 大飞机, 通用航空, 航母, 军工, 军民融合, 北斗导航, 量子通信, 国产芯片, 智慧安防, "
883,600858.SH,600858,银座股份,百货,5.82,1010.01,"社保重仓, 新零售, 山东国企改革, "
884,002384.SZ,002384,东山精密,通信设备,20.0,1009.1,"5G, OLED, PCB板, 特斯拉, 华为产业链, 业绩预增, 股权转让, 苹果产业链, 资产重组, LED, "
885,002740.SZ,002740,爱迪尔,服饰,8.7,1008.48,"业绩预增, 供应链金融, 高质押率, 股权转让, 资产重组, "
886,002752.SZ,002752,昇兴股份,广告包装,7.53,1008.11,"包装印刷, "
887,000705.SZ,000705,浙江震元,医药商业,8.07,1006.65,"医药商业, 浙江国企改革, 医药, "
888,600576.SH,600576,祥源文化,影视音像,5.19,1006.44,"互联网金融, 电竞, 游戏, 手游, 动漫, "
889,000507.SZ,000507,珠海港,港口,7.7,1004.42,"一带一路, 港口, 粤港澳大湾区, "
890,600869.SH,600869,智慧能源,电气设备,5.5,1001.89,"碳纤维, 特高压, 特斯拉, 核电, 业绩预增, 无人机, 雄安-智慧城市, 工业自动化, 高质押率, 锂电池, 智能制造, 雄安新区, 互联网金融, 新能源汽车, 石墨烯, 智慧城市, 股权转让, 独角兽, "
891,600635.SH,600635,大众公用,供气供热,7.39,999.6,"天然气, 创投, "
892,002013.SZ,002013,中航机电,航空,7.78,996.55,"MSCI, 央企改革, 军工研究所, 大飞机, 航母, 军工, "
893,603187.SH,603187,海容冷链,机械基件,50.59,993.6,"冷链, "
894,300456.SZ,300456,耐威科技,元器件,28.93,992.48,"华为产业链, 军工, 军民融合, 物联网, 百度概念股, 无人驾驶, 北斗导航, 高送转, 半导体, 独角兽, 创投, "
895,600057.SH,600057,厦门象屿,仓储物流,5.28,992.14,"社保重仓, 福建自贸区, 乡村振兴, 业绩预增, 智慧物流, 土地流转, 智能制造, 快递物流, 自贸区, "
896,300213.SZ,300213,佳讯飞鸿,通信设备,8.06,991.2,"军工, 军民融合, 无人机, 物联网, 定增破发, 人工智能, 工业互联网, 股权转让, 高铁轨交, 国资入股, 智慧安防, 独角兽, "
897,600763.SH,600763,通策医疗,医疗保健,68.38,988.27,"健康中国, 二胎, 民营医院, 业绩预增, "
898,300718.SZ,300718,长盛轴承,机械基件,20.37,987.85,"特斯拉, "
899,601179.SH,601179,中国西电,电气设备,4.35,986.69,"特高压, 中字头, 央企改革, "
900,300731.SZ,300731,科创新源,橡胶,28.33,985.68,"高送转-预期, 华为产业链, 汽车零部件, 创投, "
901,002497.SZ,002497,雅化集团,化工原料,7.9,985.46,"军工, 军民融合, 锂电池, 新能源汽车, 民爆, "
902,600821.SH,600821,津劝业,百货,4.86,984.98,"自贸区, 天津国企改革, 天津自贸区, "
903,300251.SZ,300251,光线传媒,影视音像,8.24,984.52,"MSCI, 阿里巴巴概念股, 美团概念股, 业绩预增, 创业板人气股, VR&AR, 影视, 动漫, "
904,300562.SZ,300562,乐心医疗,医疗保健,13.06,983.26,"医疗器械, 区块链, "
905,600760.SH,600760,中航沈飞,航空,32.36,982.26,"MSCI, 新进指数成份股, 央企改革, 军工研究所, 航母, 军工, 资产重组, "
906,000790.SZ,000790,泰合健康,中成药,6.17,981.26,"医药, 中药, 眼科, "
907,600328.SH,600328,兰太实业,化工原料,9.1,979.05,"烧碱, PVC, 内蒙古, 央企改革, 资产重组, "
908,601599.SH,601599,鹿港文化,影视音像,3.93,976.42,"纺织服装, 独角兽, 影视, "
909,600200.SH,600200,江苏吴中,综合类,7.55,975.87,"回购, 染料, 医药, 创新药, "
910,603728.SH,603728,鸣志电器,电气设备,13.26,975.62,"谷歌概念股, 工业自动化, 智能制造, 智慧安防, 机器人, LED, "
911,300323.SZ,300323,华灿光电,半导体,7.67,974.99,"社保重仓, 物联网, 半导体, 国产芯片, LED, "
912,300710.SZ,300710,万隆光电,通信设备,33.15,974.61,"5G, 光通信, 阿里巴巴概念股, 高送转-预期, 物联网, 广电, 强势人气股, "
913,002670.SZ,002670,国盛金控,证券,13.04,972.07,"券商, 互联网金融, 区块链, "
914,002494.SZ,002494,华斯股份,服饰,6.35,969.26,"回购, 纺织服装, 特色小镇, 雄安新区, 互联网金融, 雄安-周边, "
915,603386.SH,603386,广东骏亚,元器件,17.35,967.92,"PCB板, 小米概念股, 资产重组, 年报季报, "
916,600571.SH,600571,信雅达,软件服务,12.14,965.82,"互联网金融, 移动支付, 国产软件, 独角兽, "
917,002344.SZ,002344,海宁皮城,商品城,5.51,963.92,"民营医院, 回购, 供应链金融, 浙江国企改革, 特色小镇, 环杭州湾大湾区, 房地产, 互联网金融, "
918,300160.SZ,300160,秀强股份,玻璃,4.31,962.38,"二胎, 教育, 玻璃, "
919,300413.SZ,300413,芒果超媒,影视音像,43.6,959.52,"MSCI, 新进指数成份股, 社保重仓, 湖南国企改革, 直播/短视频, 独角兽, 影视, "
920,002319.SZ,002319,乐通股份,染料涂料,13.1,956.72,"石墨烯, 资产重组, "
921,600616.SH,600616,金枫酒业,红黄药酒,6.07,956.22,"上海国企改革, 进口博览会, "
922,300298.SZ,300298,三诺生物,医疗保健,12.63,956.04,"民营医院, 社保重仓, 医疗器械, 互联网医疗, 体外诊断, "
923,002644.SZ,002644,佛慈制药,中成药,9.16,955.87,"医药, 中药, "
924,002079.SZ,002079,苏州固锝,半导体,7.15,955.52,"军工, 军民融合, 物联网, 半导体, 苹果产业链, 国产芯片, 共享经济, 资产重组, "
925,000798.SZ,000798,中水渔业,渔业,7.06,954.94,"央企改革, "
926,601788.SH,601788,光大证券,证券,12.97,953.78,"MSCI, 券商, 金改, "
927,601118.SH,601118,海南橡胶,橡胶,5.56,952.39,"赛马, 农垦, 土地流转, 海南自由贸易港, 自贸区, 农业种植, 自由贸易港, 资产重组, 海南, 橡胶, "
928,600066.SH,600066,宇通客车,汽车整车,15.35,951.87,"高股息, MSCI, 新能源整车, 汽车整车, 无人驾驶, 河南自贸区, 燃料电池, 新能源汽车, 自贸区, "
929,002639.SZ,002639,雪人股份,专用机械,15.47,950.89,"福建自贸区, 燃料电池, 冷链, 自贸区, 体育产业, "
930,002651.SZ,002651,利君股份,专用机械,5.72,950.28,"大飞机, 通用航空, 无人机, "
931,002349.SZ,002349,精华制药,中成药,7.13,949.52,"PD-1抑制剂, 回购, 医药, 中药, 化学药, 流感, "
932,600628.SH,600628,新世界,百货,7.69,949.04,"上海国企改革, "
933,000960.SZ,000960,锡业股份,小金属,12.35,948.99,"MSCI, 回购, 有色金属, 债转股-AMC, "
934,600361.SH,600361,华联综超,超市连锁,4.87,948.33,"赛马, 新零售, "
935,002423.SZ,002423,中原特钢,特种钢,11.1,947.5,"钢铁, 金改, 混改, 军工混改, 央企改革, 军工研究所, 军工, 河南自贸区, 自贸区, 资产重组, "
936,002060.SZ,002060,粤水电,建筑施工,3.73,945.23,"水电, 电改, 风电, 粤港澳大湾区, 大基建, 水利, PPP, "
937,600766.SH,600766,园城黄金,黄金,9.11,945.2,"资产重组, 壳公司, 黄金, "
938,002558.SZ,002558,巨人网络,互联网,19.69,941.59,"MSCI, 回购, 供应链金融, 高质押率, 互联网金融, 住房租赁, 电竞, 资产重组, 游戏, 手游, "
939,300203.SZ,300203,聚光科技,环境保护,27.12,941.32,"回购, 物联网, 智能仪表, 大气治理, 环保, 污水处理, 智慧城市, "
940,600818.SH,600818,中路股份,文教休闲,14.57,940.99,"共享经济, 资产重组, 化妆品, "
941,600297.SH,600297,广汇汽车,汽车服务,5.41,940.68,"MSCI, 大消费, 回购, 汽车销售, 恒大概念股, 定增破发, "
942,002884.SZ,002884,凌霄泵业,专用机械,28.59,940.05,"回购, 高送转, "
943,300655.SZ,300655,晶瑞股份,化工原料,16.18,939.87,"宁德时代概念股, 锂电池, 新能源汽车, 半导体, "
944,002138.SZ,002138,顺络电子,元器件,19.9,938.65,"5G, 被动元件, 华为产业链, 回购, 物联网, 小米概念股, 无线充电, 移动支付, 指纹识别, "
945,300495.SZ,300495,美尚生态,环境保护,14.28,937.36,"园林, 雄安-园林环保, 特色小镇, PPP, 雄安新区, "
946,300015.SZ,300015,爱尔眼科,医疗保健,34.15,937.0,"MSCI, 健康中国, 教育, 民营医院, 创业板人气股, 互联网医疗, 眼科, "
947,600633.SH,600633,浙数文化,互联网,10.0,936.99,"阿里巴巴概念股, 社保重仓, 回购, 浙江国企改革, 直播/短视频, 大数据, 云计算, 区块链, 电竞, 独角兽, 游戏, 手游, 体育产业, "
948,300218.SZ,300218,安利股份,塑料,7.88,935.02,"体育产业, "
949,002526.SZ,002526,山东矿机,工程机械,2.94,933.49,"业绩预增, 无人机, 工业自动化, 智能制造, 低价股, 游戏, 手游, "
950,600016.SH,600016,民生银行,银行,6.47,932.68,"银行, 安邦系, MSCI, 破净股, "
951,000513.SZ,000513,丽珠集团,中成药,33.3,932.57,"白马股, MSCI, PD-1抑制剂, 社保重仓, 医药, 创新药, 化学药, 基因测序, 精准医疗, "
952,300630.SZ,300630,普利制药,化学制药,73.74,932.49,"业绩预增, 医药, 化学药, 海南自由贸易港, 高送转, 自贸区, 自由贸易港, 海南, "
953,000709.SZ,000709,河钢股份,普钢,3.43,931.88,"MSCI, 钢铁, 大飞机, 回购, 有色金属, 业绩预增, 破净股, 雄安新区, 有色-钒, 京津冀, 雄安-周边, "
954,600810.SH,600810,神马股份,化纤,14.9,931.41,"业绩预增, 锦纶（尼龙）, 债转股-AMC, "
955,300148.SZ,300148,天舟文化,出版业,4.96,930.61,"教育, 独角兽, 游戏, 手游, 动漫, 创投, "
956,002084.SZ,002084,海鸥住工,家居用品,5.51,930.35,"回购, 定增破发, 家具家居, 独角兽, "
957,600618.SH,600618,氯碱化工,化工原料,9.66,930.23,"烧碱, 上海国企改革, "
958,300209.SZ,300209,天泽信息,软件服务,13.32,929.78,"5G, 社保重仓, 物联网, 无人驾驶, 高质押率, 国产软件, 资产重组, "
959,002801.SZ,002801,微光股份,电气设备,27.47,929.66,"业绩预增, "
960,000663.SZ,000663,永安林业,林业,7.71,929.28,"土地流转, 林业, 家具家居, "
961,603985.SH,603985,恒润股份,机械基件,24.25,928.38,"风电, "
962,600859.SH,600859,王府井,百货,18.39,928.21,"北京城市规划, 社保重仓, 新零售, 京东金融概念股, 独角兽, "
963,002286.SZ,002286,保龄宝,食品,7.28,927.67,"食品, 白糖, "
964,600392.SH,600392,盛和资源,小金属,11.39,927.4,"有色-锆, MSCI, 回购, 有色金属, 稀土磁材, 海南自由贸易港, 自贸区, 自由贸易港, 有色-钛, "
965,600177.SH,600177,雅戈尔,服饰,9.11,923.24,"高股息, MSCI, 业绩预增, 纺织服装, 债转股-AMC, 房地产, 互联网金融, 工业大麻, "
966,002673.SZ,002673,西部证券,证券,11.52,922.61,"MSCI, 券商, 股权转让, "
967,002528.SZ,002528,英飞拓,电脑设备,4.77,919.92,"谷歌概念股, 人工智能, 智慧城市, 股权转让, 腾讯概念股, 国资入股, 智慧安防, 人脸识别, "
968,300696.SZ,300696,爱乐达,航空,25.67,918.86,"军工, 军民融合, "
969,000735.SZ,000735,罗牛山,农业综合,12.85,918.47,"赛马, 教育, 转基因, 养猪, 业绩预增, 农垦, 土地流转, 海南自由贸易港, 冷链, 大数据, 自贸区, 自由贸易港, 体育产业, 海南, "
970,000639.SZ,000639,西王食品,食品,9.6,918.11,"阿里巴巴概念股, 新零售, 保健品, 食品, 高质押率, "
971,300626.SZ,300626,华瑞股份,电气设备,8.98,917.5,"兜底式增持, 工业自动化, 智能制造, "
972,002882.SZ,002882,金龙羽,电气设备,11.98,916.84,"业绩预增, 新能源汽车, 充电桩, "
973,600079.SH,600079,人福医药,化学制药,12.01,916.78,"MSCI, 民营医院, 社保重仓, 芬太尼概念, 参股券商, 养老产业, 定增破发, 医药, 化学药, 疫苗, 医疗器械, 体外诊断, "
974,002591.SZ,002591,恒大高新,化工原料,7.99,913.8,"PCB板, 回购, 定增破发, 腾讯概念股, 创投, "
975,300434.SZ,300434,金石东方,化学制药,10.28,913.0,"保健品, 食品, 地下管廊, 医药, 海绵城市, 化学药, PPP, 流感, "
976,002808.SZ,002808,恒久科技,元器件,18.83,912.25,"燃料电池, 3D打印, 智能制造, "
977,603165.SH,603165,荣晟环保,造纸,19.2,912.11,"造纸, "
978,002896.SZ,002896,中大力德,机械基件,33.32,910.73,"高送转-预期, 智慧物流, 智能制造, 机器人, "
979,601899.SH,601899,紫金矿业,黄金,3.47,907.61,"MSCI, 有色-锌, 社保重仓, 有色金属, 有色-铜, 黄金, "
980,603979.SH,603979,金诚信,建筑施工,9.51,907.05,"回购, 有色金属, 磷化工, 有色-铜, "
981,600908.SH,600908,无锡银行,银行,6.63,906.74,"银行, "
982,300223.SZ,300223,北京君正,半导体,26.68,906.46,"物联网, 半导体, 国产芯片, 资产重组, 手势识别, "
983,600613.SH,600613,神奇制药,中成药,7.76,905.5,"医药, 中药, 强势人气股, "
984,603729.SH,603729,龙韵股份,广告包装,21.24,904.96,"主题公园, 赛马, 强势人气股, "
985,002807.SZ,002807,江阴银行,银行,5.29,903.38,"银行, "
986,603319.SH,603319,湘油泵,汽车配件,18.61,902.07,"重卡, 汽车零部件, 股权转让, "
987,600230.SH,600230,沧州大化,农药化肥,24.24,901.62,"高送转-预期, 央企改革, 石油化工, 煤化工, 京津冀, 股权转让, "
988,601288.SH,601288,农业银行,银行,3.77,901.46,"银行, MSCI, 社保重仓, 破净股, "
989,002126.SZ,002126,银轮股份,汽车配件,8.84,901.21,"养老金持股, 超级高铁, 社保重仓, 回购, 汽车零部件, 量子通信, 独角兽, 科创板概念股, "
990,300603.SZ,300603,立昂技术,通信设备,28.61,899.74,"高送转-预期, 物联网, 新疆, 云计算, 人工智能, 智慧城市, 智慧安防, 资产重组, 独角兽, 人脸识别, "
991,603698.SH,603698,航天工程,专用机械,20.22,897.93,"国家队重仓, 央企改革, 军工研究所, 军工, 煤化工, "
992,300643.SZ,300643,万通智控,汽车配件,9.93,896.38,"汽车零部件, 人民币贬值受益, "
993,600650.SH,600650,锦江投资,公共交通,12.99,896.25,"汽车销售, 冷链, 上海国企改革, 自贸区, 自由贸易港, 共享经济, 上海自由贸易港, "
994,601866.SH,601866,中远海发,水运,3.32,896.13,"MSCI, 阿里巴巴概念股, 新进指数成份股, 航运, 央企改革, "
995,600662.SH,600662,强生控股,公共交通,5.56,894.63,"阿里巴巴概念股, 旅游, 汽车销售, 上海国企改革, 进口博览会, 共享经济, "
996,002490.SZ,002490,山东墨龙,化工机械,5.2,893.02,"油服, 海工装备, 业绩预增, 页岩气, 天然气, ST摘帽, "
997,601222.SH,601222,林洋能源,电器仪表,5.68,892.56,"蔚来汽车概念股, 物联网, 光伏, 智能仪表, "
998,603050.SH,603050,科林电气,电气设备,14.55,890.52,"特高压, 光伏, 雄安-智慧城市, 雄安新区, 京津冀, "
999,600455.SH,600455,博通股份,软件服务,29.43,888.59,"教育, "
1000,002765.SZ,002765,蓝黛传动,汽车配件,7.45,888.5,"军工, 军民融合, 汽车零部件, 资产重组, "
1001,603977.SH,603977,国泰集团,化工原料,8.35,887.75,"股权转让, 民爆, 高铁轨交, 资产重组, "
1002,300726.SZ,300726,宏达电子,元器件,20.56,887.54,"5G, 被动元件, 军工, 军民融合, 半导体, "
1003,603029.SH,603029,天鹅股份,农用机械,16.13,886.71,"乡村振兴, 农机, 山东国企改革, 网络安全, "
1004,000670.SZ,000670,ST盈方,元器件,4.32,884.58,"军工, 军民融合, 北斗导航, 半导体, VR&AR, 国产芯片, ST股, "
1005,000521.SZ,000521,长虹美菱,家用电器,4.21,884.38,"破净股, 小家电, 白色家电, 家电, 独角兽, "
1006,300616.SZ,300616,尚品宅配,家居用品,94.99,883.44,"工业自动化, 智能制造, 家具家居, "
1007,600721.SH,600721,百花村,生物制药,6.65,883.35,"新疆, 医药, 创新药, 新疆国企改革, 股权转让, "
1008,600098.SH,600098,广州发展,火力发电,6.54,883.1,"火电, 可燃冰, 天然气, "
1009,000428.SZ,000428,华天酒店,酒店餐饮,3.32,881.67,"湖南国企改革, "
1010,000809.SZ,000809,铁岭新城,区域地产,3.07,881.48,"破净股, ST摘帽, "
1011,002160.SZ,002160,常铝股份,铝,4.15,880.38,"有色-铝, 特斯拉, 有色金属, 破净股, 汽车零部件, 定增破发, "
1012,300499.SZ,300499,高澜股份,专用机械,16.5,879.46,"新能源汽车, 充电桩, "
1013,002825.SZ,002825,纳尔股份,化工原料,17.9,877.26,"业绩预增, 煤化工, "
