,ts_code,name,industry,COL_WEIGHT_RISE_EFFICIENCY,COL_CURRENT_PRICE,circ_mv
1010,002550.SZ,千红制药,生物制药,2.11,5.3,478987.4613
3582,603988.SH,中电电机,电气设备,2.11,13.9,326928.0
1438,300048.SZ,合康新能,电气设备,2.11,3.3,333471.53
1778,300392.SZ,腾信股份,互联网,2.11,9.2,237897.1374
1293,002845.SZ,同兴达,元器件,2.11,20.63,152267.9505
1796,300410.SZ,正业科技,电器仪表,2.11,24.1,450395.4552
1120,002660.SZ,茂硕电源,电气设备,2.11,8.07,170507.8399
2893,600894.SH,广日股份,运输设备,2.11,7.37,633780.8616
2313,600213.SH,亚星客车,汽车整车,2.11,7.62,167640.0
2542,600505.SH,西昌电力,水力发电,2.11,7.67,279623.2725
2685,600667.SH,太极实业,半导体,2.11,8.64,1029260.971
2106,300730.SZ,科创信息,软件服务,2.11,23.02,174368.4959
1379,002938.SZ,鹏鼎控股,元器件,2.1,27.5,635643.4755
2196,600080.SH,金花股份,中成药,2.1,7.92,241794.3306
582,002120.SZ,韵达股份,仓储物流,2.1,37.75,1179199.7927
2723,600710.SH,苏美达,工程机械,2.1,5.42,347033.928
1153,002693.SZ,双成药业,化学制药,2.1,5.29,213390.3058
1098,002638.SZ,勤上股份,半导体,2.1,3.27,320253.9514
697,002235.SZ,安妮股份,互联网,2.1,7.75,387752.3633
611,002149.SZ,西部材料,小金属,2.1,8.14,346226.169
27,000034.SZ,神州数码,综合类,2.1,16.69,675938.3908
3574,603976.SH,正川股份,医疗保健,2.09,19.42,74378.4796
2693,600678.SH,四川金顶,水泥,2.09,7.09,247433.91
2014,300634.SZ,彩讯股份,软件服务,2.09,31.82,127311.82
36,000045.SZ,深纺织A,纺织,2.09,8.01,366070.2958
681,002219.SZ,恒康医疗,中成药,2.09,4.19,781524.1653
298,000776.SZ,广发证券,证券,2.09,17.01,10068714.7803
1369,002927.SZ,泰永长征,电气设备,2.09,38.03,195382.928
968,002507.SZ,涪陵榨菜,食品,2.09,26.08,2033646.2392
1747,300359.SZ,全通教育,文教休闲,2.09,7.95,401264.0945
220,000663.SZ,永安林业,林业,2.09,7.42,165357.4387
3075,601718.SH,际华集团,服饰,2.09,4.91,2156290.0374
2846,600844.SH,丹化科技,化工原料,2.09,4.08,335674.0987
2039,300660.SZ,江苏雷利,电气设备,2.08,27.08,123176.088
970,002509.SZ,天广中茂,专用机械,2.08,3.13,662679.9911
633,002171.SZ,楚江新材,铜,2.08,6.9,726591.212
839,002378.SZ,章源钨业,小金属,2.08,7.18,662870.4522
2507,600460.SH,士兰微,半导体,2.08,15.94,2091426.2127
2276,600171.SH,上海贝岭,半导体,2.08,14.73,992518.8496
2701,600686.SH,金龙汽车,汽车整车,2.08,9.9,600671.1259
62,000151.SZ,中成股份,商贸代理,2.08,13.37,356369.2839
1348,002903.SZ,宇环数控,机床制造,2.08,21.0,138600.0
2729,600716.SH,凤凰股份,区域地产,2.08,4.51,410509.5794
2466,600392.SH,盛和资源,小金属,2.08,11.67,1673795.8348
2345,600249.SH,两面针,日用化工,2.08,5.32,292600.0
2343,600247.SH,*ST成城,商贸代理,2.08,5.9,198500.544
1884,300498.SZ,温氏股份,农业综合,2.07,45.32,16847882.3202
1434,300044.SZ,赛为智能,软件服务,2.07,9.25,491390.9829
2384,600297.SH,广汇汽车,汽车服务,2.07,5.06,4103812.6855
2284,600180.SH,瑞茂通,仓储物流,2.07,10.14,1030708.1485
10,000012.SZ,南玻A,玻璃,2.06,5.91,1049085.516
67,000158.SZ,常山北明,纺织,2.06,7.13,1158045.2226
1852,300466.SZ,赛摩电气,电器仪表,2.06,8.13,238661.3166
450,000989.SZ,九芝堂,中成药,2.06,13.5,1141807.1148
3027,601336.SH,新华保险,保险,2.06,50.52,10535639.5457
3040,601518.SH,吉林高速,路桥,2.06,3.16,383371.2
1636,300248.SZ,新开普,软件服务,2.06,9.68,306502.9743
521,002059.SZ,云南旅游,旅游景点,2.06,7.35,537132.5434
750,002289.SZ,宇顺电子,元器件,2.06,8.16,211617.5705
759,002298.SZ,中电兴发,软件服务,2.06,8.85,458900.8784
1546,300157.SZ,恒泰艾普,石油开采,2.06,5.82,357067.9771
1830,300444.SZ,双杰电气,电气设备,2.06,9.9,298768.7855
273,000728.SZ,国元证券,证券,2.05,10.15,2990342.25
1286,002837.SZ,英维克,专用机械,2.05,20.39,139603.7644
1549,300160.SZ,秀强股份,玻璃,2.05,4.8,284617.163
1934,300550.SZ,和仁科技,软件服务,2.05,64.91,189991.57
1833,300447.SZ,全信股份,电气设备,2.04,11.7,203692.3223
886,002425.SZ,凯撒文化,互联网,2.04,8.58,690159.4428
3155,603023.SH,威帝股份,汽车配件,2.04,6.13,220680.0
171,000592.SZ,平潭发展,林业,2.04,4.12,788542.0094
2866,600866.SH,星湖科技,食品,2.04,4.94,318824.3717
1203,002747.SZ,埃斯顿,机械基件,2.04,11.93,866559.62
842,002381.SZ,双箭股份,橡胶,2.04,9.38,311914.9034
616,002154.SZ,报喜鸟,服饰,2.04,4.08,451826.9018
1982,300601.SZ,康泰生物,生物制药,2.04,44.16,1105258.9795
1985,300604.SZ,长川科技,专用机械,2.04,42.0,280089.789
2140,600009.SH,上海机场,机场,2.04,56.87,6218600.2697
2382,600293.SH,三峡新材,玻璃,2.04,5.46,282147.6294
773,002312.SZ,三泰控股,电脑设备,2.04,4.26,432169.3725
2628,600602.SH,云赛智联,软件服务,2.04,8.15,842273.7069
333,000820.SZ,神雾节能,环境保护,2.03,6.26,180073.2319
3141,603008.SH,喜临门,家居用品,2.03,11.33,362061.48
893,002432.SZ,九安医疗,医疗保健,2.03,7.03,304262.5625
809,002348.SZ,高乐股份,文教休闲,2.03,4.11,305410.2074
825,002364.SZ,中恒电气,电气设备,2.03,12.26,631807.2605
1694,300306.SZ,远方信息,电器仪表,2.03,10.19,149661.5989
1857,300471.SZ,厚普股份,专用机械,2.03,8.22,224629.995
657,002195.SZ,二三四五,软件服务,2.02,5.42,2346394.9071
828,002367.SZ,康力电梯,运输设备,2.02,9.5,498032.7814
1657,300269.SZ,联建光电,半导体,2.02,6.72,236251.6793
2198,600082.SH,海泰发展,园区开发,2.02,5.5,348618.7111
2912,600959.SH,江苏有线,影视音像,2.02,5.98,2322948.8198
1841,300455.SZ,康拓红外,运输设备,2.02,8.4,420356.664
2185,600069.SH,银鸽投资,造纸,2.02,3.7,600818.5223
2748,600735.SH,新华锦,商贸代理,2.02,6.81,256050.7536
3343,603456.SH,九洲药业,化学制药,2.02,9.95,796948.8031
1482,300093.SZ,金刚玻璃,玻璃,2.02,7.79,167988.8183
1059,002599.SZ,盛通股份,广告包装,2.01,12.74,257697.197
1459,300070.SZ,碧水源,环境保护,2.01,10.02,2019532.8046
770,002309.SZ,中利集团,电气设备,2.01,9.54,669612.1364
69,000166.SZ,申万宏源,证券,2.01,5.7,12844616.0969
937,002476.SZ,宝莫股份,化工原料,2.01,6.15,360577.4766
1691,300303.SZ,聚飞光电,半导体,2.01,3.8,430239.8448
906,002445.SZ,ST中南,影视音像,2.01,2.3,300849.2184
2051,300672.SZ,国科微,半导体,2.01,54.53,354995.0332
2682,600664.SH,哈药股份,化学制药,2.01,4.81,1205845.3916
1907,300521.SZ,爱司凯,专用机械,2.01,12.51,92502.7843
636,002174.SZ,游族网络,互联网,2.01,25.08,1610792.2408
290,000758.SZ,中色股份,铅锌,2.01,4.96,976718.6646
607,002145.SZ,中核钛白,化工原料,2.01,4.83,483096.9342
2998,601179.SH,中国西电,电气设备,2.01,4.75,2434794.1172
2379,600290.SH,华仪电气,电气设备,2.0,6.33,481018.9225
1500,300111.SZ,向日葵,半导体,2.0,3.27,365337.3476
948,002487.SZ,大金重工,钢加工,2.0,4.8,259200.0
268,000722.SZ,湖南发展,水力发电,2.0,8.13,377360.6833
481,002019.SZ,亿帆医药,化学制药,2.0,13.62,1107638.2558
1890,300504.SZ,天邑股份,通信设备,2.0,32.43,216801.036
666,002204.SZ,大连重工,专用机械,2.0,3.87,747440.2024
2027,300648.SZ,星云股份,电器仪表,2.0,22.46,134852.8451
2841,600837.SH,海通证券,证券,1.99,14.15,11450365.6197
789,002328.SZ,新朋股份,汽车配件,1.99,7.69,250004.3685
426,000960.SZ,锡业股份,小金属,1.99,12.28,1726743.6949
2954,601009.SH,南京银行,银行,1.99,7.86,6667015.4283
816,002355.SZ,兴民智通,汽车配件,1.99,9.04,352702.6566
1150,002690.SZ,美亚光电,专用机械,1.99,27.59,903283.9969
2181,600064.SH,南京高科,园区开发,1.99,10.96,1354608.7492
2504,600456.SH,宝钛股份,小金属,1.99,21.49,924640.9893
1780,300394.SZ,天孚通信,通信设备,1.99,33.48,547890.6582
1659,300271.SZ,华宇软件,软件服务,1.99,22.09,1234919.0375
198,000626.SZ,远大控股,商贸代理,1.99,8.96,362517.12
914,002453.SZ,华软科技,化工原料,1.99,6.7,371662.2807
699,002237.SZ,恒邦股份,黄金,1.99,9.94,846564.95
2312,600212.SH,江泉实业,综合类,1.98,5.07,259430.487
2618,600592.SH,龙溪股份,机械基件,1.98,8.14,325236.6068
238,000685.SZ,中山公用,水务,1.98,8.72,1092816.4798
2277,600172.SH,黄河旋风,矿物制品,1.98,5.1,583717.1085
777,002316.SZ,亚联发展,软件服务,1.98,9.78,286958.5429
1137,002677.SZ,浙江美大,家用电器,1.98,12.5,357436.77
897,002436.SZ,兴森科技,元器件,1.98,6.1,731261.5139
744,002283.SZ,天润曲轴,汽车配件,1.98,4.62,472951.3903
2500,600448.SH,华纺股份,纺织,1.98,7.13,366979.2704
1771,300385.SZ,雪浪环境,环境保护,1.98,18.47,106979.0508
1551,300162.SZ,雷曼股份,元器件,1.98,6.56,150353.0339
771,002310.SZ,东方园林,建筑施工,1.98,8.6,1322417.6622
2481,600415.SH,小商品城,商品城,1.98,4.72,2569197.0911
508,002046.SZ,轴研科技,机械基件,1.97,8.51,336703.1258
3349,603496.SH,恒为科技,电脑设备,1.97,36.6,278403.8402
2514,600469.SH,风神股份,汽车配件,1.97,4.81,270520.7598
1624,300236.SZ,上海新阳,半导体,1.97,35.63,677748.7435
383,000901.SZ,航天科技,航空,1.97,15.18,860715.6241
3302,603330.SH,上海天洋,塑料,1.97,23.71,74742.2304
1442,300052.SZ,中青宝,互联网,1.97,12.75,331552.4752
2704,600689.SH,上海三毛,纺织,1.97,11.42,173817.1313
730,002269.SZ,美邦服饰,服饰,1.97,3.27,821587.5
1882,300496.SZ,中科创达,软件服务,1.97,39.0,931465.2087
1984,300603.SZ,立昂技术,通信设备,1.96,31.88,153917.7239
1472,300083.SZ,劲胜智能,元器件,1.96,4.3,536988.4552
2537,600499.SH,科达洁能,专用机械,1.96,6.1,860993.2364
2732,600719.SH,大连热电,供气供热,1.96,5.76,233049.3696
3412,603630.SH,拉芳家化,日用化工,1.96,18.57,150352.5417
1702,300314.SZ,戴维医疗,医疗保健,1.96,10.29,194613.3664
2222,600109.SH,国金证券,证券,1.96,10.27,3106017.0114
2743,600730.SH,中国高科,综合类,1.96,6.37,373699.8733
2141,600010.SH,包钢股份,普钢,1.96,1.95,6177056.2595
1614,300226.SZ,上海钢联,互联网,1.96,81.0,1229256.8505
866,002405.SZ,四维图新,软件服务,1.96,25.2,2626994.7598
1466,300077.SZ,国民技术,半导体,1.95,11.07,598822.4619
1394,300004.SZ,南风股份,电气设备,1.95,4.8,214003.9598
192,000617.SZ,中油资本,多元金融,1.95,13.65,392491.008
1813,300427.SZ,红相股份,电气设备,1.95,14.81,365049.7662
1462,300073.SZ,当升科技,矿物制品,1.95,31.12,1101099.9332
3059,601616.SH,广电电气,电气设备,1.95,5.05,472465.375
1478,300089.SZ,文化长城,陶瓷,1.95,6.81,188722.5792
2789,600779.SH,水井坊,白酒,1.95,40.86,1996197.722
1769,300383.SZ,光环新网,电信运营,1.95,20.16,2756434.0548
1168,002709.SZ,天赐材料,化工原料,1.95,34.03,1152676.5673
800,002339.SZ,积成电子,电气设备,1.95,10.12,334047.2091
3188,603079.SH,圣达生物,食品,1.94,21.15,77221.9494
1515,300126.SZ,锐奇股份,轻工机械,1.94,6.01,126617.7959
988,002528.SZ,英飞拓,电脑设备,1.94,5.09,439859.0556
527,002065.SZ,东华软件,软件服务,1.94,9.53,2675757.769
3362,603520.SH,司太立,化学制药,1.94,31.15,373800.0
460,001896.SZ,豫能控股,火力发电,1.94,3.97,369016.2136
1089,002629.SZ,仁智股份,石油开采,1.94,4.42,152313.3914
3113,601929.SH,吉视传媒,影视音像,1.94,3.16,983047.0038
2486,600421.SH,ST仰帆,机械基件,1.94,10.0,195600.0
2620,600594.SH,益佰制药,中成药,1.94,6.88,544846.0512
1414,300024.SZ,机器人,专用机械,1.93,20.07,3037865.6357
1526,300137.SZ,先河环保,环境保护,1.93,10.46,495693.6627
1435,300045.SZ,华力创通,电脑设备,1.93,11.45,466301.1034
1826,300440.SZ,运达科技,软件服务,1.93,8.71,388268.8343
863,002402.SZ,和而泰,元器件,1.93,9.97,720520.266
1738,300350.SZ,华鹏飞,仓储物流,1.93,7.69,240539.9141
266,000720.SZ,*ST新能,火力发电,1.93,4.88,421368.48
56,000089.SZ,深圳机场,机场,1.93,9.4,1927723.3385
1566,300177.SZ,中海达,通信设备,1.93,15.15,498535.4036
969,002508.SZ,老板电器,家用电器,1.93,26.95,2519557.6048
1688,300300.SZ,汉鼎宇佑,软件服务,1.93,14.08,787233.2991
149,000560.SZ,我爱我家,房产服务,1.93,5.72,976979.134
140,000550.SZ,江铃汽车,汽车整车,1.93,20.79,1077810.0656
1570,300181.SZ,佐力药业,中成药,1.93,7.12,332691.1634
1028,002568.SZ,百润股份,红黄药酒,1.93,13.8,514405.1651
676,002214.SZ,大立科技,电器仪表,1.93,8.7,310869.6189
942,002481.SZ,双塔食品,食品,1.93,4.11,455029.4642
2602,600575.SH,皖江物流,水运,1.93,2.88,900038.0471
1654,300266.SZ,兴源环境,环境保护,1.93,4.58,669596.0234
2401,600316.SH,洪都航空,航空,1.92,14.79,1060612.3632
1951,300568.SZ,星源材质,化工原料,1.92,33.13,426414.0037
2242,600130.SH,波导股份,通信设备,1.92,5.13,393984.0
2429,600351.SH,亚宝药业,中成药,1.92,8.27,636790.019
1661,300273.SZ,和佳股份,医疗保健,1.92,6.57,369330.01
564,002102.SZ,ST冠福,化学制药,1.92,2.08,414238.6117
1633,300245.SZ,天玑科技,软件服务,1.92,12.07,313372.7232
2397,600311.SH,荣华实业,黄金,1.92,4.06,270233.6
2815,600809.SH,山西汾酒,白酒,1.92,53.24,4609776.1682
1501,300112.SZ,万讯自控,电器仪表,1.92,9.56,178267.0217
61,000150.SZ,宜华健康,医疗保健,1.92,13.35,768569.2669
640,002178.SZ,延华智能,建筑施工,1.92,5.26,373453.4965
105,000506.SZ,中润资源,区域地产,1.92,3.65,338964.9008
3489,603799.SH,华友钴业,小金属,1.92,38.22,3133585.9158
709,002247.SZ,聚力文化,软件服务,1.92,5.61,305242.0528
751,002290.SZ,中科新材,家用电器,1.92,10.47,220204.1239
1768,300382.SZ,斯莱克,专用机械,1.92,6.93,391207.3129
2257,600150.SH,*ST船舶,船舶,1.92,17.13,2360715.4454
796,002335.SZ,科华恒盛,电气设备,1.91,21.3,479803.6914
2739,600726.SH,华电能源,火力发电,1.91,2.81,431243.7174
622,002160.SZ,常铝股份,铝,1.91,4.28,257672.8666
3403,603612.SH,索通发展,矿物制品,1.91,15.68,280455.8198
3369,603555.SH,贵人鸟,服饰,1.91,7.23,454479.3494
2962,601020.SH,华钰矿业,铅锌,1.91,11.09,315156.7734
1816,300430.SZ,诚益通,电器仪表,1.91,10.24,158358.6509
531,002069.SZ,獐子岛,渔业,1.91,5.13,353300.891
1224,002770.SZ,科迪乳业,乳制品,1.91,3.84,223915.3044
2681,600663.SH,陆家嘴,园区开发,1.91,17.85,4363523.892
704,002242.SZ,九阳股份,家用电器,1.91,20.47,1559729.1314
1941,300557.SZ,理工光科,电器仪表,1.91,30.55,103825.1893
874,002413.SZ,雷科防务,通信设备,1.91,8.01,797228.3705
2927,600978.SH,宜华生活,家居用品,1.91,4.95,734020.652
2470,600397.SH,*ST安煤,煤炭开采,1.91,2.72,269269.0879
835,002374.SZ,丽鹏股份,建筑施工,1.91,3.69,295671.085
1641,300253.SZ,卫宁健康,软件服务,1.9,15.7,2064785.1373
1562,300173.SZ,智慧松德,轻工机械,1.9,6.29,243653.3889
1537,300148.SZ,天舟文化,出版业,1.9,5.28,422816.9141
2608,600581.SH,八一钢铁,普钢,1.9,4.57,700534.3266
729,002268.SZ,卫士通,软件服务,1.9,32.9,2664577.8268
1850,300464.SZ,星徽精密,机械基件,1.9,9.72,192022.5424
2553,600517.SH,置信电气,电气设备,1.9,5.36,667063.9474
707,002245.SZ,澳洋顺昌,仓储物流,1.9,5.52,504751.5208
2465,600391.SH,航发科技,航空,1.9,17.05,562870.5707
3365,603533.SH,掌阅科技,互联网,1.9,23.77,387811.1987
1797,300411.SZ,金盾股份,专用机械,1.9,9.88,181403.308
1906,300520.SZ,科大国创,软件服务,1.89,23.0,263755.6211
2115,300740.SZ,御家汇,日用化工,1.89,19.39,279764.7583
1916,300531.SZ,优博讯,软件服务,1.89,22.69,276808.924
711,002249.SZ,大洋电机,电气设备,1.89,4.91,1126167.5005
861,002400.SZ,省广集团,广告包装,1.89,4.12,682725.8872
3421,603656.SH,泰禾光电,专用机械,1.89,18.86,119442.5074
2067,300688.SZ,创业黑马,综合类,1.89,47.59,173887.5067
411,000935.SZ,四川双马,水泥,1.89,19.77,1509321.5383
3067,601669.SH,中国电建,建筑施工,1.89,5.81,6474897.2947
2054,300675.SZ,建科院,建筑施工,1.89,27.48,221672.0916
1465,300076.SZ,GQY视讯,电脑设备,1.89,6.07,231796.7665
1802,300416.SZ,苏试试验,电器仪表,1.89,21.41,163989.895
437,000972.SZ,ST中基,食品,1.88,3.86,297715.4615
827,002366.SZ,台海核电,专用机械,1.88,14.6,714042.8044
2102,300725.SZ,药石科技,化工原料,1.88,88.09,579756.4157
2335,600237.SH,铜峰电子,元器件,1.88,4.9,276541.0869
2674,600654.SH,ST中安,软件服务,1.88,2.32,175170.0117
1444,300054.SZ,鼎龙股份,化工原料,1.88,9.79,669802.4369
2310,600210.SH,紫江企业,广告包装,1.88,4.99,756851.3428
2155,600027.SH,华电国际,火力发电,1.88,4.69,3281003.4919
59,000099.SZ,中信海直,空运,1.88,7.98,483644.1952
3218,603131.SH,上海沪工,专用机械,1.88,23.7,118500.0
1304,002857.SZ,三晖电气,电器仪表,1.88,15.25,75454.345
1037,002577.SZ,雷柏科技,电脑设备,1.88,13.81,388466.2406
2374,600284.SH,浦东建设,建筑施工,1.88,6.84,663655.104
813,002352.SZ,顺丰控股,仓储物流,1.88,36.31,4109016.0412
183,000607.SZ,华媒控股,广告包装,1.88,5.97,528261.4015
2702,600687.SH,刚泰控股,黄金,1.88,5.14,765199.6663
3297,603322.SH,超讯通信,通信设备,1.88,37.37,169506.3438
801,002340.SZ,格林美,小金属,1.88,5.28,1997796.4897
2551,600515.SH,海航基础,全国地产,1.87,5.93,983369.152
1030,002570.SZ,*ST因美,乳制品,1.87,6.73,688126.6845
686,002224.SZ,三力士,橡胶,1.87,7.62,359468.3641
2223,600110.SH,诺德股份,电气设备,1.87,5.49,631521.3413
1109,002649.SZ,博彦科技,软件服务,1.87,10.48,437132.6361
879,002418.SZ,康盛股份,机械基件,1.87,4.36,437573.2083
8,000010.SZ,美丽生态,建筑施工,1.87,3.96,206779.8538
329,000815.SZ,美利云,造纸,1.87,9.1,288288.0
3216,603128.SH,华贸物流,仓储物流,1.86,7.6,725651.4223
2758,600745.SH,闻泰科技,通信设备,1.86,30.28,1929642.6198
2535,600497.SH,驰宏锌锗,铅锌,1.86,5.36,2310105.4277
33,000040.SZ,东旭蓝天,新型电力,1.86,9.22,977608.9216
1663,300275.SZ,梅安森,软件服务,1.86,10.35,121712.8464
3029,601360.SH,三六零,互联网,1.86,28.59,1135544.6045
213,000652.SZ,泰达股份,批发业,1.86,4.32,636822.2955
1288,002839.SZ,张家港行,银行,1.86,7.09,608602.7158
2040,300661.SZ,圣邦股份,元器件,1.86,106.87,454634.8334
209,000638.SZ,万方发展,批发业,1.85,6.6,204204.0
214,000655.SZ,*ST金岭,普钢,1.85,4.88,290526.0322
2425,600345.SH,长江通信,通信设备,1.85,24.59,486882.0
1800,300414.SZ,中光防雷,元器件,1.85,21.11,332503.5319
3543,603900.SH,莱绅通灵,服饰,1.85,14.74,125464.61
830,002369.SZ,卓翼科技,通信设备,1.85,10.77,451939.7976
170,000591.SZ,太阳能,新型电力,1.85,4.37,890212.232
2876,600876.SH,洛阳玻璃,玻璃,1.85,13.73,359405.9194
490,002028.SZ,思源电气,电气设备,1.85,14.42,836644.6321
492,002030.SZ,达安基因,生物制药,1.85,13.55,1034963.9335
1532,300143.SZ,星普医科,医疗保健,1.85,11.5,487420.3114
2274,600169.SH,太原重工,工程机械,1.85,3.1,794826.05
2745,600732.SH,ST新梅,区域地产,1.85,5.74,256223.8879
548,002086.SZ,ST东海洋,渔业,1.84,4.9,233052.428
1899,300513.SZ,恒实科技,软件服务,1.84,29.45,181393.2109
415,000939.SZ,*ST凯迪,新型电力,1.84,1.37,416179.5694
946,002485.SZ,希努尔,服饰,1.84,8.42,458044.7794
1115,002655.SZ,共达电声,元器件,1.84,8.78,316077.805
173,000595.SZ,宝塔实业,机械基件,1.84,3.9,294172.3785
3364,603528.SH,多伦科技,软件服务,1.84,8.18,153448.62
2556,600520.SH,文一科技,机械基件,1.84,16.61,263152.23
2233,600120.SH,浙江东方,商贸代理,1.84,17.48,1162637.4879
1595,300207.SZ,欣旺达,元器件,1.84,12.99,1479756.0228
2290,600187.SH,国中水务,水务,1.84,3.54,515290.9767
983,002522.SZ,浙江众成,塑料,1.84,5.92,501910.8182
2270,600165.SH,新日恒力,钢加工,1.84,5.61,384219.7978
2352,600258.SH,首旅酒店,酒店餐饮,1.84,18.66,1165521.0359
1437,300047.SZ,天源迪科,软件服务,1.84,17.13,519986.5425
2891,600892.SH,大晟文化,影视音像,1.83,7.31,394424.4244
225,000669.SZ,金鸿控股,供气供热,1.83,6.8,455556.8282
500,002038.SZ,双鹭药业,生物制药,1.83,27.83,1577855.2683
1756,300369.SZ,绿盟科技,软件服务,1.83,13.62,973147.4065
1945,300561.SZ,汇金科技,软件服务,1.83,16.35,110536.4853
845,002384.SZ,东山精密,通信设备,1.83,17.52,2037600.9257
541,002079.SZ,苏州固锝,半导体,1.83,8.08,586936.1272
269,000723.SZ,美锦能源,焦炭加工,1.83,5.14,555758.1038
1894,300508.SZ,维宏股份,软件服务,1.83,28.94,68742.4062
2157,600029.SH,南方航空,空运,1.83,7.87,5526825.55
1897,300511.SZ,雪榕生物,种植业,1.83,8.89,180088.6914
2289,600186.SH,莲花健康,食品,1.83,2.44,259133.9319
1804,300418.SZ,昆仑万维,互联网,1.83,17.29,1077978.2382
1701,300313.SZ,天山生物,农业综合,1.83,7.5,136615.287
3108,601901.SH,方正证券,证券,1.83,7.67,6314021.77
1931,300547.SZ,川环科技,橡胶,1.82,25.65,160518.1976
647,002185.SZ,华天科技,半导体,1.82,6.48,1380524.4176
2715,600701.SH,*ST工新,综合类,1.82,2.69,208711.3254
1214,002759.SZ,天际股份,家用电器,1.82,9.45,177757.6828
1356,002912.SZ,中新赛克,软件服务,1.82,123.91,642101.62
2724,600711.SH,盛屯矿业,小金属,1.82,6.27,938651.7952
1927,300542.SZ,新晨科技,软件服务,1.82,17.65,99457.8736
3241,603186.SH,华正新材,元器件,1.82,31.54,232502.6705
3200,603100.SH,川仪股份,电器仪表,1.82,11.42,295349.9167
1291,002842.SZ,翔鹭钨业,小金属,1.82,20.38,146379.35
398,000920.SZ,南方汇通,环境保护,1.82,7.69,324435.5824
987,002527.SZ,新时达,电器仪表,1.82,7.45,313539.4298
691,002229.SZ,鸿博股份,广告包装,1.82,9.22,379589.173
340,000829.SZ,天音控股,其他商业,1.82,7.19,668586.4766
2907,600929.SH,湖南盐业,食品,1.82,11.03,165450.0
790,002329.SZ,皇氏集团,乳制品,1.82,4.52,234420.3631
3063,601633.SH,长城汽车,汽车整车,1.82,7.7,4641351.33
576,002114.SZ,罗平锌电,铅锌,1.81,8.54,276164.3782
1234,002780.SZ,三夫户外,其他商业,1.81,18.73,150939.6177
1,000002.SZ,万科A,全国地产,1.81,27.45,26668141.768
2033,300654.SZ,世纪天鸿,出版业,1.81,23.28,144542.61
367,000881.SZ,中广核技,综合类,1.81,9.7,298812.768
1033,002573.SZ,清新环境,环境保护,1.81,10.01,1079718.0644
17,000021.SZ,深科技,电脑设备,1.81,8.76,1287130.5081
321,000803.SZ,金宇车城,纺织,1.81,13.86,177035.0177
965,002504.SZ,弘高创意,装修装饰,1.81,4.84,200641.702
1477,300088.SZ,长信科技,元器件,1.81,6.58,1488202.9
2567,600532.SH,宏达矿业,普钢,1.81,5.67,292609.2632
3407,603618.SH,杭电股份,电气设备,1.81,6.89,473265.1368
2433,600355.SH,精伦电子,元器件,1.81,5.39,265236.0788
1619,300231.SZ,银信科技,软件服务,1.81,9.17,309961.1222
2494,600435.SH,北方导航,专用机械,1.81,10.8,1608465.6
3206,603110.SH,东方材料,染料涂料,1.81,13.4,72762.7236
689,002227.SZ,奥特迅,电气设备,1.81,14.04,308743.0932
191,000616.SZ,海航投资,全国地产,1.81,3.55,507726.1209
1772,300386.SZ,飞天诚信,软件服务,1.81,15.14,325042.0226
188,000612.SZ,焦作万方,铝,1.8,5.0,594726.1265
2460,600386.SH,北巴传媒,公共交通,1.8,5.14,414489.6
3479,603776.SH,永安行,公共交通,1.8,26.62,229296.5742
330,000816.SZ,*ST慧业,农用机械,1.8,2.26,301998.7087
1352,002908.SZ,德生科技,元器件,1.8,21.65,188429.6102
1730,300342.SZ,天银机电,元器件,1.8,9.9,394152.9649
2823,600818.SH,中路股份,文教休闲,1.8,14.54,345990.8011
1191,002734.SZ,利民股份,农药化肥,1.8,13.57,277842.6968
3275,603283.SH,赛腾股份,专用机械,1.8,21.85,87400.0
2151,600022.SH,山东钢铁,普钢,1.8,2.02,2211203.0224
745,002284.SZ,亚太股份,汽车配件,1.8,6.24,428063.8359
1597,300209.SZ,天泽信息,软件服务,1.8,15.65,412785.2889
2994,601166.SH,兴业银行,银行,1.8,17.97,34237049.1415
1318,002871.SZ,伟隆股份,机械基件,1.8,24.8,71672.0
1684,300296.SZ,利亚德,半导体,1.8,9.44,1708736.7751
2228,600115.SH,东方航空,空运,1.8,5.79,5679113.2099
1922,300537.SZ,广信材料,染料涂料,1.8,12.55,116926.898
1700,300312.SZ,邦讯技术,通信设备,1.8,9.65,184662.787
1668,300280.SZ,紫天科技,专用机械,1.8,33.94,434432.0
3468,603730.SH,岱美股份,汽车配件,1.8,28.91,235788.4075
2800,600792.SH,云煤能源,焦炭加工,1.79,3.79,375181.0444
3253,603214.SH,爱婴室,百货,1.79,41.95,104875.0
2224,600111.SH,北方稀土,小金属,1.79,11.3,4105364.58
917,002456.SZ,欧菲科技,元器件,1.79,15.8,4215271.0301
952,002491.SZ,通鼎互联,通信设备,1.79,11.9,1399195.762
443,000980.SZ,众泰汽车,汽车配件,1.79,5.55,691499.3157
342,000831.SZ,五矿稀土,小金属,1.79,11.94,1171181.4433
959,002498.SZ,汉缆股份,电气设备,1.79,3.45,1147430.5879
3471,603738.SH,泰晶科技,元器件,1.79,17.09,100430.5488
592,002130.SZ,沃尔核材,电气设备,1.79,4.75,449415.2436
511,002049.SZ,紫光国微,元器件,1.79,44.52,2691677.6329
533,002071.SZ,长城影视,影视音像,1.79,5.52,286171.2911
540,002078.SZ,太阳纸业,造纸,1.79,7.14,1821348.9403
