,ts_code,name,industry,COL_LASTPRICE,COL_LAST_PCT_CHG,concept,circ_mv
205,300740.SZ,御家汇,日用化工,13.47,-2.2496,"小米概念股, 高送转, 资产重组, 化妆品, ",19.43亿
206,300567.SZ,精测电子,电器仪表,70.46,-2.2746,"OLED, 业绩预增, 工业自动化, 智能制造, 高送转, 苹果产业链, ",58.96亿
207,300501.SZ,海顺新材,广告包装,19.65,-2.2874,"高送转, 包装印刷, ",19.82亿
208,300743.SZ,天地数码,电脑设备,36.94,-2.301,"高送转-预期, 高送转, ",13.45亿
209,002709.SZ,天赐材料,化工原料,25.44,-2.3041,"有机硅, 业绩预增, 石油化工, 定增破发, 锂电池, 新能源汽车, 高送转, ",86.17亿
210,300630.SZ,普利制药,化学制药,70.0,-2.439,"业绩预增, 医药, 化学药, 海南自由贸易港, 高送转, 自贸区, 自由贸易港, 海南, ",69.28亿
211,300451.SZ,创业慧康,软件服务,22.04,-2.521,"物联网, 大数据, 高送转, 互联网医疗, 国产软件, 腾讯概念股, 医疗信息化, 独角兽, ",77.46亿
212,002435.SZ,长江润发,化学制药,7.6,-2.5641,"民营医院, 回购, 医药, 化学药, 高送转, ",22.95亿
213,300623.SZ,捷捷微电,半导体,18.45,-2.5871,"高送转-填权, 半导体, 国产芯片, ",19.48亿
214,002952.SZ,亚世光电,元器件,51.92,-2.5891,"次新股, 高送转, ",7.91亿
215,300123.SZ,亚光科技,船舶,17.27,-2.5945,"5G, 回购, 业绩预增, 军工, 军民融合, 高送转, 半导体, 股权转让, 国产芯片, 智慧安防, ",53.05亿
216,600729.SH,重庆百货,百货,30.69,-2.6023,"高送转-预期, 重庆国企改革, 互联网金融, ",124.73亿
217,300446.SZ,乐凯新材,化工原料,24.68,-2.6046,"央企改革, 军工研究所, 军工, 京津冀, 高送转, ",29.22亿
218,300346.SZ,南大光电,元器件,8.47,-2.6437,"OLED, 回购, 业绩预增, 高送转, 半导体, LED, ",31.19亿
219,300640.SZ,德艺文创,文教休闲,14.26,-2.7285,"人民币贬值受益, 高送转, 家具家居, ",7.35亿
220,600332.SH,白云山,中成药,41.66,-2.8451,"MSCI, 阿里巴巴概念股, 高送转-预期, 业绩预增, 饮料, 保健品, 食品, 医药, 中药, 创新药, 化学药, 疫苗, 流感, ",446.25亿
221,002851.SZ,麦格米特,电气设备,29.51,-2.8637,"北汽新能源, 社保重仓, 业绩预增, 小家电, 工业自动化, 家电, 小米概念股, 智能制造, 新能源汽车, 高送转, 充电桩, ",50.12亿
222,300687.SZ,赛意信息,软件服务,21.66,-2.87,"华为产业链, 大数据, 高送转, 工业互联网, 国产软件, 创投, 透明工厂, ",13.57亿
223,300290.SZ,荣科科技,软件服务,10.5,-3.0471,"兜底式增持, 大数据, 云计算, 高送转, 互联网医疗, 智慧城市, 国产软件, 股权转让, 医疗信息化, 独角兽, ",33.8亿
224,603986.SH,兆易创新,半导体,79.87,-3.0704,"新进指数成份股, 高送转-预期, 社保重仓, 物联网, 人工智能, 指纹识别, 半导体, 国产芯片, 资产重组, ",165.65亿
225,002918.SZ,蒙娜丽莎,其他建材,23.39,-3.1069,"高送转, 装修装饰, ",18.62亿
226,002090.SZ,金智科技,软件服务,19.63,-3.2051,"社保重仓, 信托, 储能, 智能制造, 高送转, 智慧城市, 独角兽, 机器人, ",45.44亿
227,603086.SH,先达股份,农药化肥,33.33,-3.2511,"农药, 高送转-预期, 业绩预增, ",24.17亿
228,300700.SZ,岱勒新材,矿物制品,20.22,-3.2536,"高送转-预期, 光伏, ",8.96亿
229,300184.SZ,力源信息,元器件,6.34,-3.3537,"回购, 物联网, 北斗导航, 高送转, 半导体, 共享经济, 智慧安防, 独角兽, ",34.98亿
230,002937.SZ,兴瑞科技,元器件,17.91,-3.4501,"高送转-预期, 业绩预增, 汽车零部件, 高送转-填权, 智能制造, VR&AR, ",13.18亿
231,002328.SZ,新朋股份,汽车配件,8.93,-3.4595,"汽车零部件, 高送转, 独角兽, 蚂蚁金服概念股, ",
232,300453.SZ,三鑫医疗,医疗保健,8.1,-3.8005,"高送转-填权, 医疗器械, ",12.02亿
233,002559.SZ,亚威股份,机床制造,9.3,-3.8263,"回购, 工业自动化, 燃料电池, 智能制造, 高送转, 工业互联网, 机器人, ",29.52亿
234,300749.SZ,顶固集创,家居用品,17.91,-3.9678,"高送转-预期, 高送转, 家具家居, ",9.19亿
235,300703.SZ,创源文化,文教休闲,17.03,-4.0563,"二胎, 人民币贬值受益, 高送转, ",13.16亿
236,300459.SZ,金科文化,化工原料,8.19,-4.3224,"阿里巴巴概念股, 新进指数成份股, 回购, 业绩预增, 谷歌概念股, 定增破发, 高质押率, 大数据, 高送转, 人工智能, ",62.46亿
237,300423.SZ,鲁亿通,电气设备,14.68,-4.3648,"社保重仓, 业绩预增, 高送转-填权, LED, ",36.08亿
238,002208.SZ,合肥城建,区域地产,8.34,-4.7945,"金改, 安徽国企改革, 房地产, 住房租赁, 高送转, 独角兽, 蚂蚁金服概念股, ",42.6亿
239,300488.SZ,恒锋工具,机械基件,34.01,-10.0026,"高送转, ",10.45亿
