,ts_code,symbol,name,industry,COL_CHG,COL_PROBABILITY,COL_RECENT_HALF_PROBABILITY,COL_PROBABILITY_DIFFER,COL_CIRC_MV
326,002436.SZ,002436,兴森科技,元器件,16.2,0.63,1.71,1.08,151.53
327,603128.SH,603128,华贸物流,仓储物流,8.59,0.63,1.01,0.38,193.67
328,300056.SZ,300056,中创环保,环境保护,6.58,0.63,1.01,0.38,26.21
329,600255.SH,600255,鑫科材料,铜,12.56,0.63,1.64,1.01,39.64
330,600745.SH,600745,闻泰科技,通信设备,11.65,0.63,0.94,0.31,873.01
331,300080.SZ,300080,易成新能,电气设备,11.16,0.63,0.99,0.37,59.84
332,000630.SZ,000630,铜陵有色,铜,8.99,0.63,1.38,0.75,306.32
333,600406.SH,600406,国电南瑞,电气设备,7.01,0.63,1.38,0.75,1370.79
334,300957.SZ,300957,贝泰妮,日用化工,12.3,0.62,1.06,0.44,152.89
335,600977.SH,600977,中国电影,影视音像,7.1,0.62,0.93,0.31,244.95
336,603588.SH,603588,高能环境,环境保护,10.77,0.62,0.98,0.35,150.88
337,002121.SZ,002121,科陆电子,电器仪表,10.34,0.61,1.49,0.87,48.87
338,600409.SH,600409,三友化工,化工原料,12.23,0.61,1.01,0.39,217.79
339,300772.SZ,300772,运达股份,电气设备,9.61,0.61,1.12,0.52,29.69
340,600888.SH,600888,新疆众和,铝,7.92,0.61,1.47,0.86,72.06
341,603897.SH,603897,长城科技,电气设备,10.95,0.6,1.37,0.77,46.48
342,600293.SH,600293,三峡新材,互联网,14.18,0.6,1.96,1.37,37.36
343,002357.SZ,002357,富临运业,公路,7.66,0.59,1.3,0.7,16.74
344,601009.SH,601009,南京银行,银行,6.17,0.59,0.62,0.03,919.47
345,000655.SZ,000655,金岭矿业,普钢,9.31,0.59,1.23,0.64,63.58
346,603867.SH,603867,新化股份,化工原料,12.57,0.59,1.76,1.17,23.14
347,300930.SZ,300930,屹通新材,小金属,8.61,0.58,1.38,0.79,6.31
348,000691.SZ,000691,亚太实业,化工原料,3.96,0.58,0.58,0.01,15.25
349,000737.SZ,000737,南风化工,日用化工,9.53,0.58,0.89,0.31,49.83
350,600787.SH,600787,中储股份,仓储物流,7.2,0.58,0.7,0.11,120.09
351,000695.SZ,000695,滨海能源,广告包装,12.05,0.57,1.99,1.42,14.43
352,300535.SZ,300535,达威股份,化工原料,8.1,0.57,1.11,0.55,12.29
353,002879.SZ,002879,长缆科技,电气设备,6.46,0.57,1.24,0.67,20.52
354,605208.SH,605208,永茂泰,汽车配件,11.36,0.57,1.6,1.03,11.05
355,300648.SZ,300648,星云股份,电器仪表,12.99,0.57,1.4,0.83,26.68
356,600284.SH,600284,浦东建设,建筑工程,4.86,0.57,0.88,0.31,66.95
357,002723.SZ,002723,金莱特,家用电器,8.85,0.56,1.79,1.24,36.51
358,002842.SZ,002842,翔鹭钨业,小金属,6.29,0.56,0.73,0.17,20.07
359,000969.SZ,000969,安泰科技,钢加工,12.45,0.56,1.12,0.56,90.38
360,000795.SZ,000795,英洛华,矿物制品,7.93,0.56,1.27,0.71,60.08
361,600851.SH,600851,海欣股份,化学制药,10.22,0.56,0.75,0.18,70.06
362,002354.SZ,002354,天神娱乐,互联网,10.32,0.56,2.01,1.45,54.43
363,603133.SH,603133,碳元科技,元器件,7.72,0.55,0.78,0.23,22.47
364,002539.SZ,002539,云图控股,农药化肥,12.37,0.54,1.65,1.11,62.03
365,300072.SZ,300072,三聚环保,环境保护,11.15,0.54,2.16,1.62,136.46
366,300439.SZ,300439,美康生物,医疗保健,4.82,0.54,0.6,0.06,46.75
367,300796.SZ,300796,贝斯美,化工原料,7.95,0.54,1.11,0.56,11.93
368,300512.SZ,300512,中亚股份,专用机械,9.41,0.54,1.05,0.5,32.51
369,002182.SZ,002182,云海金属,小金属,13.8,0.54,1.92,1.38,69.23
370,000506.SZ,000506,中润资源,黄金,7.25,0.52,1.32,0.8,20.62
371,603320.SH,603320,迪贝电气,机械基件,5.64,0.52,0.85,0.34,15.34
372,603701.SH,603701,德宏股份,汽车配件,7.7,0.52,0.78,0.26,24.49
373,300027.SZ,300027,华谊兄弟,影视音像,6.52,0.52,1.2,0.68,84.4
374,000589.SZ,000589,贵州轮胎,汽车配件,7.84,0.51,1.47,0.96,46.92
375,002098.SZ,002098,浔兴股份,服饰,5.37,0.51,0.87,0.36,21.77
376,002380.SZ,002380,科远智慧,电气设备,7.42,0.51,1.55,1.03,19.88
377,002580.SZ,002580,圣阳股份,电气设备,13.33,0.51,1.51,1.0,23.4
