,ts_code,symbol,name,industry,COL_EIGEN_SLOPE_0,COL_EIGEN_SLOPE_1,COL_EIGEN_SLOPE_DIFF
2291,600185.SH,600185,格力地产,区域地产,1.74,1.46,0.28
2851,600846.SH,600846,同济科技,综合类,4.61,4.33,0.28
2736,600720.SH,600720,祁连山,水泥,2.48,2.21,0.27
279,000736.SZ,000736,中交地产,全国地产,1.64,1.37,0.27
1876,300489.SZ,300489,中飞股份,铝,3.22,2.95,0.27
1081,002621.SZ,002621,三垒股份,专用机械,2.32,2.06,0.26
1310,002863.SZ,002863,今飞凯达,汽车配件,1.55,1.29,0.26
1242,002789.SZ,002789,建艺集团,装修装饰,1.48,1.23,0.25
803,002342.SZ,002342,巨力索具,机械基件,4.31,4.07,0.24
2222,600106.SH,600106,重庆路桥,路桥,2.22,1.98,0.24
2929,600977.SH,600977,中国电影,影视音像,3.16,2.92,0.24
2864,600861.SH,600861,北京城乡,百货,3.15,2.92,0.23
3575,603969.SH,603969,银龙股份,其他建材,2.66,2.43,0.23
896,002435.SZ,002435,长江润发,化学制药,2.8,2.57,0.23
2652,600624.SH,600624,复旦复华,综合类,10.71,10.49,0.22
312,000793.SZ,000793,华闻传媒,出版业,5.83,5.62,0.21
3013,601225.SH,601225,陕西煤业,煤炭开采,1.37,1.16,0.21
2347,600248.SH,600248,延长化建,建筑施工,1.97,1.77,0.2
713,002251.SZ,002251,步步高,超市连锁,1.94,1.74,0.2
1127,002667.SZ,002667,鞍重股份,工程机械,1.62,1.42,0.2
3362,603517.SH,603517,绝味食品,食品,1.03,0.83,0.2
420,000952.SZ,000952,广济药业,化学制药,1.54,1.35,0.19
2372,600279.SH,600279,重庆港九,港口,2.0,1.81,0.19
208,000637.SZ,000637,茂化实华,石油加工,2.28,2.1,0.18
7,000009.SZ,000009,中国宝安,综合类,3.26,3.08,0.18
2655,600629.SH,600629,华建集团,建筑施工,1.87,1.69,0.18
1339,002893.SZ,002893,华通热力,供气供热,1.88,1.71,0.17
1099,002639.SZ,002639,雪人股份,专用机械,2.91,2.74,0.17
3473,603737.SH,603737,三棵树,染料涂料,1.75,1.59,0.16
1636,300247.SZ,300247,融捷健康,医疗保健,3.22,3.06,0.16
634,002172.SZ,002172,澳洋健康,化纤,1.8,1.65,0.15
502,002040.SZ,002040,南京港,港口,2.05,1.9,0.15
2165,600036.SH,600036,招商银行,银行,1.11,0.98,0.13
1983,300601.SZ,300601,康泰生物,生物制药,2.2,2.07,0.13
1674,300285.SZ,300285,国瓷材料,陶瓷,2.2,2.07,0.13
1017,002557.SZ,002557,洽洽食品,食品,2.99,2.87,0.12
1034,002574.SZ,002574,明牌珠宝,服饰,3.06,2.94,0.12
462,001979.SZ,001979,招商蛇口,全国地产,1.58,1.46,0.12
370,000885.SZ,000885,城发环境,公路,1.83,1.71,0.12
1106,002646.SZ,002646,青青稞酒,白酒,1.64,1.53,0.11
2182,600062.SH,600062,华润双鹤,化学制药,1.61,1.5,0.11
1367,002925.SZ,002925,盈趣科技,元器件,4.43,4.33,0.1
2331,600230.SH,600230,沧州大化,农药化肥,2.95,2.85,0.1
1632,300243.SZ,300243,瑞丰高材,化工原料,1.17,1.07,0.1
1472,300082.SZ,300082,奥克股份,化工原料,1.99,1.89,0.1
409,000932.SZ,000932,华菱钢铁,普钢,2.25,2.15,0.1
3241,603181.SH,603181,皇马科技,化工原料,2.22,2.12,0.1
901,002440.SZ,002440,闰土股份,染料涂料,3.11,3.01,0.1
3283,603298.SH,603298,杭叉集团,专用机械,1.16,1.07,0.09
2449,600370.SH,600370,三房巷,纺织,1.46,1.38,0.08
902,002441.SZ,002441,众业达,批发业,1.93,1.86,0.07
2747,600731.SH,600731,湖南海利,农药化肥,1.6,1.53,0.07
2186,600067.SH,600067,冠城大通,全国地产,2.43,2.36,0.07
137,000546.SZ,000546,金圆股份,水泥,1.9,1.84,0.06
2004,300623.SZ,300623,捷捷微电,半导体,2.9,2.84,0.06
3464,603721.SH,603721,中广天择,影视音像,3.97,3.92,0.05
3350,603486.SH,603486,科沃斯,家用电器,3.06,3.01,0.05
3046,601558.SH,601558,ST锐电,电气设备,2.41,2.38,0.03
992,002532.SZ,002532,新界泵业,农用机械,1.45,1.43,0.02
75,000402.SZ,000402,金融街,全国地产,1.87,1.85,0.02
403,000926.SZ,000926,福星股份,区域地产,1.19,1.18,0.01
643,002181.SZ,002181,粤传媒,出版业,4.29,4.29,0.0
457,000999.SZ,000999,华润三九,中成药,1.58,1.58,0.0
297,000768.SZ,000768,中航飞机,航空,2.99,2.99,0.0
2487,600419.SH,600419,天润乳业,乳制品,2.45,2.45,0.0
665,002203.SZ,002203,海亮股份,铜,0.96,0.96,0.0
1332,002886.SZ,002886,沃特股份,塑料,4.46,4.47,-0.01
2708,600690.SH,600690,青岛海尔,家用电器,1.82,1.83,-0.01
2232,600116.SH,600116,三峡水利,水力发电,3.99,4.0,-0.01
248,000698.SZ,000698,沈阳化工,化工原料,1.15,1.16,-0.01
3196,603086.SH,603086,先达股份,农药化肥,1.93,1.94,-0.01
3382,603578.SH,603578,三星新材,玻璃,2.6,2.61,-0.01
2627,600598.SH,600598,北大荒,种植业,1.39,1.41,-0.02
1934,300549.SZ,300549,优德精密,专用机械,1.83,1.85,-0.02
3265,603229.SH,603229,奥翔药业,化学制药,2.02,2.04,-0.02
2349,600250.SH,600250,南纺股份,商贸代理,5.03,5.05,-0.02
1650,300261.SZ,300261,雅本化学,农药化肥,1.99,2.01,-0.02
2694,600676.SH,600676,交运股份,公共交通,1.84,1.87,-0.03
653,002191.SZ,002191,劲嘉股份,广告包装,2.54,2.58,-0.04
994,002534.SZ,002534,杭锅股份,专用机械,2.54,2.58,-0.04
3358,603507.SH,603507,振江股份,钢加工,3.13,3.17,-0.04
1931,300546.SZ,300546,雄帝科技,元器件,2.66,2.7,-0.04
3333,603385.SH,603385,惠达卫浴,家居用品,1.61,1.65,-0.04
404,000927.SZ,000927,一汽夏利,汽车整车,1.27,1.32,-0.05
339,000828.SZ,000828,东莞控股,路桥,1.11,1.17,-0.06
2837,600829.SH,600829,人民同泰,医药商业,1.37,1.44,-0.07
2200,600081.SH,600081,东风科技,汽车配件,2.48,2.55,-0.07
725,002264.SZ,002264,新华都,超市连锁,2.29,2.36,-0.07
1013,002553.SZ,002553,南方轴承,汽车配件,1.5,1.58,-0.08
3360,603515.SH,603515,欧普照明,电气设备,1.44,1.52,-0.08
30,000037.SZ,000037,深南电A,火力发电,4.26,4.34,-0.08
3453,603703.SH,603703,盛洋科技,通信设备,3.14,3.22,-0.08
2493,600426.SH,600426,华鲁恒升,农药化肥,0.47,0.56,-0.09
1514,300124.SZ,300124,汇川技术,电器仪表,2.13,2.22,-0.09
2157,600026.SH,600026,中远海能,水运,2.0,2.09,-0.09
915,002454.SZ,002454,松芝股份,汽车配件,2.27,2.37,-0.1
2696,600678.SH,600678,四川金顶,水泥,1.63,1.73,-0.1
3384,603580.SH,603580,艾艾精工,化工原料,1.44,1.56,-0.12
695,002233.SZ,002233,塔牌集团,水泥,1.32,1.44,-0.12
2769,600754.SH,600754,锦江股份,酒店餐饮,2.29,2.42,-0.13
2533,600490.SH,600490,鹏欣资源,铜,2.34,2.47,-0.13
2444,600365.SH,600365,通葡股份,红黄药酒,1.87,2.0,-0.13
2786,600773.SH,600773,西藏城投,区域地产,2.48,2.61,-0.13
2120,300745.SZ,300745,欣锐科技,汽车配件,3.5,3.64,-0.14
138,000547.SZ,000547,航天发展,通信设备,2.87,3.01,-0.14
1823,300436.SZ,300436,广生堂,化学制药,1.12,1.26,-0.14
2546,600506.SH,600506,香梨股份,种植业,2.56,2.7,-0.14
2644,600616.SH,600616,金枫酒业,红黄药酒,1.71,1.85,-0.14
3318,603356.SH,603356,华菱精工,机械基件,1.27,1.42,-0.15
2978,601101.SH,601101,昊华能源,煤炭开采,1.34,1.49,-0.15
3432,603666.SH,603666,亿嘉和,专用机械,7.33,7.48,-0.15
77,000404.SZ,000404,长虹华意,专用机械,1.02,1.17,-0.15
936,002475.SZ,002475,立讯精密,元器件,3.46,3.61,-0.15
1789,300402.SZ,300402,宝色股份,专用机械,3.53,3.68,-0.15
2573,600536.SH,600536,中国软件,软件服务,6.77,6.93,-0.16
1175,002717.SZ,002717,岭南股份,环境保护,1.29,1.45,-0.16
1798,300411.SZ,300411,金盾股份,专用机械,2.89,3.06,-0.17
2607,600577.SH,600577,精达股份,电气设备,2.49,2.66,-0.17
2361,600266.SH,600266,北京城建,区域地产,1.46,1.64,-0.18
3230,603160.SH,603160,汇顶科技,元器件,2.9,3.08,-0.18
3122,601965.SH,601965,中国汽研,汽车服务,1.42,1.6,-0.18
2231,600115.SH,600115,东方航空,空运,2.1,2.28,-0.18
667,002205.SZ,002205,国统股份,其他建材,3.1,3.29,-0.19
1147,002687.SZ,002687,乔治白,服饰,2.8,2.99,-0.19
3051,601588.SH,601588,北辰实业,区域地产,1.3,1.49,-0.19
3214,603118.SH,603118,共进股份,通信设备,2.25,2.44,-0.19
951,002490.SZ,002490,山东墨龙,化工机械,2.77,2.97,-0.2
2715,600697.SH,600697,欧亚集团,百货,0.82,1.02,-0.2
2344,600243.SH,600243,青海华鼎,机床制造,3.23,3.44,-0.21
1190,002733.SZ,002733,雄韬股份,电气设备,2.92,3.13,-0.21
2838,600830.SH,600830,香溢融通,多元金融,2.1,2.31,-0.21
2571,600533.SH,600533,栖霞建设,区域地产,1.32,1.54,-0.22
1308,002861.SZ,002861,瀛通通讯,通信设备,3.91,4.13,-0.22
3567,603955.SH,603955,大千生态,环境保护,1.45,1.67,-0.22
1736,300347.SZ,300347,泰格医药,医疗保健,2.6,2.83,-0.23
5,000007.SZ,000007,全新好,酒店餐饮,4.31,4.54,-0.23
905,002444.SZ,002444,巨星科技,轻工机械,1.8,2.04,-0.24
3282,603297.SH,603297,永新光学,电器仪表,5.37,5.61,-0.24
513,002051.SZ,002051,中工国际,建筑施工,2.68,2.92,-0.24
2187,600068.SH,600068,葛洲坝,建筑施工,2.47,2.71,-0.24
3424,603656.SH,603656,泰禾光电,专用机械,2.1,2.34,-0.24
742,002281.SZ,002281,光迅科技,通信设备,2.69,2.93,-0.24
2680,600658.SH,600658,电子城,园区开发,4.12,4.37,-0.25
1921,300535.SZ,300535,达威股份,化工原料,0.94,1.19,-0.25
3505,603819.SH,603819,神力股份,电气设备,2.39,2.64,-0.25
3468,603727.SH,603727,博迈科,石油开采,1.31,1.57,-0.26
604,002142.SZ,002142,宁波银行,银行,2.03,2.29,-0.26
3454,603706.SH,603706,东方环宇,供气供热,1.92,2.18,-0.26
2811,600801.SH,600801,华新水泥,水泥,1.82,2.08,-0.26
11,000014.SZ,000014,沙河股份,全国地产,1.39,1.65,-0.26
2748,600732.SH,600732,ST新梅,区域地产,0.52,0.79,-0.27
2217,600100.SH,600100,同方股份,电脑设备,2.03,2.3,-0.27
3319,603357.SH,603357,设计总院,建筑施工,0.81,1.08,-0.27
383,000901.SZ,000901,航天科技,航空,3.84,4.11,-0.27
611,002149.SZ,002149,西部材料,小金属,4.29,4.57,-0.28
32,000039.SZ,000039,中集集团,轻工机械,1.85,2.13,-0.28
1131,002671.SZ,002671,龙泉股份,其他建材,4.88,5.17,-0.29
3408,603616.SH,603616,韩建河山,其他建材,1.65,1.94,-0.29
2384,600292.SH,600292,远达环保,环境保护,1.4,1.69,-0.29
3526,603871.SH,603871,嘉友国际,仓储物流,1.75,2.04,-0.29
2877,600874.SH,600874,创业环保,环境保护,2.21,2.5,-0.29
9,000011.SZ,000011,深物业A,区域地产,1.62,1.92,-0.3
3417,603636.SH,603636,南威软件,软件服务,2.98,3.28,-0.3
477,002015.SZ,002015,霞客环保,化纤,5.48,5.78,-0.3
2665,600641.SH,600641,万业企业,区域地产,1.99,2.29,-0.3
2285,600178.SH,600178,东安动力,汽车配件,0.86,1.16,-0.3
1137,002677.SZ,002677,浙江美大,家用电器,2.4,2.71,-0.31
481,002019.SZ,002019,亿帆医药,化学制药,4.48,4.79,-0.31
3100,601877.SH,601877,正泰电器,电气设备,1.75,2.06,-0.31
1194,002737.SZ,002737,葵花药业,中成药,2.79,3.1,-0.31
3242,603183.SH,603183,建研院,建筑施工,1.58,1.89,-0.31
1168,002709.SZ,002709,天赐材料,化工原料,3.46,3.78,-0.32
3065,601628.SH,601628,中国人寿,保险,1.55,1.87,-0.32
2482,600409.SH,600409,三友化工,化工原料,2.98,3.3,-0.32
1054,002594.SZ,002594,比亚迪,汽车整车,0.82,1.15,-0.33
2566,600528.SH,600528,中铁工业,建筑施工,1.14,1.47,-0.33
1838,300451.SZ,300451,创业慧康,软件服务,4.48,4.81,-0.33
1801,300414.SZ,300414,中光防雷,元器件,3.96,4.3,-0.34
883,002422.SZ,002422,科伦药业,化学制药,1.09,1.43,-0.34
2895,600893.SH,600893,航发动力,航空,1.91,2.25,-0.34
1960,300577.SZ,300577,开润股份,纺织,1.22,1.56,-0.34
1621,300232.SZ,300232,洲明科技,半导体,2.3,2.64,-0.34
547,002085.SZ,002085,万丰奥威,汽车配件,1.13,1.47,-0.34
76,000403.SZ,000403,振兴生化,生物制药,0.49,0.84,-0.35
3521,603860.SH,603860,中公高科,公路,1.41,1.76,-0.35
3198,603089.SH,603089,正裕工业,汽车配件,1.38,1.73,-0.35
1526,300136.SZ,300136,信维通信,通信设备,1.66,2.02,-0.36
3069,601668.SH,601668,中国建筑,建筑施工,1.63,1.99,-0.36
549,002087.SZ,002087,新野纺织,纺织,1.37,1.73,-0.36
374,000889.SZ,000889,中嘉博创,通信设备,2.42,2.79,-0.37
2082,300702.SZ,300702,天宇股份,化学制药,6.67,7.04,-0.37
2009,300628.SZ,300628,亿联网络,通信设备,1.93,2.31,-0.38
352,000852.SZ,000852,石化机械,化工机械,2.21,2.59,-0.38
2609,600579.SH,600579,天华院,化工机械,1.54,1.92,-0.38
194,000620.SZ,000620,新华联,全国地产,1.35,1.73,-0.38
3118,601939.SH,601939,建设银行,银行,1.07,1.45,-0.38
1042,002582.SZ,002582,好想你,食品,1.32,1.7,-0.38
3437,603677.SH,603677,奇精机械,机械基件,1.26,1.64,-0.38
1710,300321.SZ,300321,同大股份,塑料,1.17,1.55,-0.38
697,002235.SZ,002235,安妮股份,互联网,4.15,4.53,-0.38
1512,300122.SZ,300122,智飞生物,生物制药,2.11,2.5,-0.39
2109,300732.SZ,300732,设研院,建筑施工,1.9,2.29,-0.39
3152,603017.SH,603017,中衡设计,建筑施工,2.97,3.36,-0.39
500,002038.SZ,002038,双鹭药业,生物制药,2.0,2.39,-0.39
2404,600316.SH,600316,洪都航空,航空,2.92,3.32,-0.4
3246,603188.SH,603188,亚邦股份,染料涂料,1.8,2.2,-0.4
687,002225.SZ,002225,濮耐股份,其他建材,1.33,1.74,-0.41
2141,600007.SH,600007,中国国贸,园区开发,0.79,1.2,-0.41
3450,603699.SH,603699,纽威股份,专用机械,2.27,2.68,-0.41
203,000631.SZ,000631,顺发恒业,区域地产,1.05,1.46,-0.41
3165,603031.SH,603031,安德利,百货,1.33,1.74,-0.41
104,000505.SZ,000505,京粮控股,食品,1.16,1.58,-0.42
3094,601858.SH,601858,中国科传,出版业,4.05,4.47,-0.42
2216,600099.SH,600099,林海股份,摩托车,1.0,1.42,-0.42
3533,603882.SH,603882,金域医学,医疗保健,2.95,3.37,-0.42
3401,603606.SH,603606,东方电缆,电气设备,1.95,2.37,-0.42
135,000544.SZ,000544,中原环保,环境保护,1.26,1.69,-0.43
868,002407.SZ,002407,多氟多,化工原料,4.61,5.04,-0.43
3041,601500.SH,601500,通用股份,汽车配件,1.38,1.81,-0.43
563,002101.SZ,002101,广东鸿图,机械基件,1.01,1.44,-0.43
3080,601766.SH,601766,中国中车,运输设备,0.98,1.41,-0.43
3155,603020.SH,603020,爱普股份,食品,1.02,1.45,-0.43
253,000705.SZ,000705,浙江震元,医药商业,0.77,1.21,-0.44
1076,002616.SZ,002616,长青集团,环境保护,0.7,1.14,-0.44
1338,002892.SZ,002892,科力尔,电气设备,4.36,4.8,-0.44
2686,600665.SH,600665,天地源,全国地产,1.88,2.32,-0.44
2775,600760.SH,600760,中航沈飞,航空,1.56,2.0,-0.44
3327,603368.SH,603368,柳药股份,医药商业,1.34,1.79,-0.45
2283,600176.SH,600176,中国巨石,玻璃,1.08,1.53,-0.45
90,000421.SZ,000421,南京公用,供气供热,1.48,1.94,-0.46
612,002150.SZ,002150,通润装备,机械基件,1.25,1.71,-0.46
295,000766.SZ,000766,通化金马,中成药,2.42,2.89,-0.47
1394,300003.SZ,300003,乐普医疗,医疗保健,1.99,2.46,-0.47
1073,002613.SZ,002613,北玻股份,专用机械,1.11,1.58,-0.47
1587,300198.SZ,300198,纳川股份,塑料,2.59,3.06,-0.47
190,000615.SZ,000615,京汉股份,全国地产,1.42,1.89,-0.47
3091,601828.SH,601828,美凯龙,其他商业,1.59,2.06,-0.47
2555,600516.SH,600516,方大炭素,矿物制品,1.65,2.12,-0.47
3528,603877.SH,603877,太平鸟,服饰,2.1,2.58,-0.48
3252,603199.SH,603199,九华旅游,旅游景点,1.07,1.55,-0.48
3511,603829.SH,603829,洛凯股份,电气设备,5.32,5.8,-0.48
3364,603519.SH,603519,立霸股份,家用电器,3.69,4.18,-0.49
3255,603208.SH,603208,江山欧派,家居用品,3.14,3.63,-0.49
3564,603937.SH,603937,丽岛新材,铝,0.98,1.48,-0.5
895,002434.SZ,002434,万里扬,汽车配件,1.91,2.41,-0.5
2514,600466.SH,600466,蓝光发展,区域地产,2.37,2.87,-0.5
129,000537.SZ,000537,广宇发展,区域地产,2.19,2.7,-0.51
2431,600350.SH,600350,山东高速,路桥,1.59,2.1,-0.51
1065,002605.SZ,002605,姚记扑克,文教休闲,1.98,2.49,-0.51
3500,603811.SH,603811,诚意药业,化学制药,0.9,1.42,-0.52
1291,002842.SZ,002842,翔鹭钨业,小金属,1.33,1.85,-0.52
1036,002576.SZ,002576,通达动力,电气设备,2.05,2.57,-0.52
1485,300095.SZ,300095,华伍股份,机械基件,2.82,3.34,-0.52
2959,601011.SH,601011,宝泰隆,焦炭加工,2.19,2.72,-0.53
2766,600750.SH,600750,江中药业,中成药,0.47,1.0,-0.53
1432,300041.SZ,300041,回天新材,化工原料,0.73,1.26,-0.53
242,000690.SZ,000690,宝新能源,火力发电,1.49,2.03,-0.54
1958,300575.SZ,300575,中旗股份,农药化肥,1.46,2.0,-0.54
1118,002658.SZ,002658,雪迪龙,环境保护,1.31,1.85,-0.54
318,000800.SZ,000800,一汽轿车,汽车整车,0.63,1.17,-0.54
661,002199.SZ,002199,东晶电子,元器件,4.76,5.3,-0.54
630,002168.SZ,002168,惠程科技,电气设备,1.78,2.33,-0.55
1200,002743.SZ,002743,富煌钢构,钢加工,1.24,1.79,-0.55
3039,601390.SH,601390,中国中铁,建筑施工,1.5,2.06,-0.56
200,000628.SZ,000628,高新发展,园区开发,1.1,1.66,-0.56
3226,603156.SH,603156,养元饮品,软饮料,1.5,2.06,-0.56
2904,600908.SH,600908,无锡银行,银行,0.41,0.97,-0.56
1933,300548.SZ,300548,博创科技,元器件,1.86,2.42,-0.56
376,000892.SZ,000892,欢瑞世纪,影视音像,6.09,6.65,-0.56
1906,300519.SZ,300519,新光药业,中成药,1.71,2.28,-0.57
2639,600611.SH,600611,大众交通,公共交通,1.21,1.78,-0.57
3501,603813.SH,603813,原尚股份,仓储物流,1.58,2.15,-0.57
232,000678.SZ,000678,襄阳轴承,机械基件,3.27,3.85,-0.58
2239,600123.SH,600123,兰花科创,煤炭开采,1.38,1.96,-0.58
3216,603123.SH,603123,翠微股份,百货,0.76,1.35,-0.59
764,002303.SZ,002303,美盈森,造纸,1.71,2.3,-0.59
2167,600038.SH,600038,中直股份,航空,0.81,1.4,-0.59
979,002518.SZ,002518,科士达,电器仪表,1.82,2.41,-0.59
2211,600094.SH,600094,大名城,区域地产,4.11,4.71,-0.6
2654,600628.SH,600628,新世界,百货,1.05,1.65,-0.6
2504,600449.SH,600449,宁夏建材,水泥,1.89,2.49,-0.6
2301,600196.SH,600196,复星医药,化学制药,1.5,2.1,-0.6
2973,601086.SH,601086,国芳集团,百货,1.17,1.77,-0.6
1119,002659.SZ,002659,凯文教育,文教休闲,2.35,2.95,-0.6
175,000597.SZ,000597,东北制药,化学制药,2.31,2.91,-0.6
244,000692.SZ,000692,惠天热电,供气供热,1.45,2.06,-0.61
499,002037.SZ,002037,久联发展,化工原料,1.73,2.34,-0.61
1738,300349.SZ,300349,金卡智能,软件服务,3.82,4.43,-0.61
1129,002669.SZ,002669,康达新材,化工原料,1.88,2.49,-0.61
732,002271.SZ,002271,东方雨虹,其他建材,3.0,3.62,-0.62
2162,600031.SH,600031,三一重工,工程机械,2.23,2.85,-0.62
2765,600749.SH,600749,*ST藏旅,旅游景点,2.0,2.63,-0.63
3493,603800.SH,603800,道森股份,专用机械,2.31,2.94,-0.63
1446,300055.SZ,300055,万邦达,环境保护,1.8,2.43,-0.63
2980,601107.SH,601107,四川成渝,路桥,2.52,3.15,-0.63
792,002331.SZ,002331,皖通科技,软件服务,2.78,3.41,-0.63
2439,600359.SH,600359,新农开发,农业综合,1.67,2.31,-0.64
3409,603617.SH,603617,君禾股份,专用机械,1.91,2.55,-0.64
437,000972.SZ,000972,ST中基,食品,2.22,2.86,-0.64
2740,600724.SH,600724,宁波富达,区域地产,1.24,1.88,-0.64
2126,300751.SZ,300751,迈为股份,专用机械,3.04,3.69,-0.65
2931,600979.SH,600979,广安爱众,水力发电,2.63,3.28,-0.65
1301,002853.SZ,002853,皮阿诺,家居用品,2.33,2.98,-0.65
2817,600808.SH,600808,马钢股份,普钢,1.14,1.79,-0.65
620,002158.SZ,002158,汉钟精机,工程机械,3.1,3.76,-0.66
3370,603536.SH,603536,惠发股份,食品,1.22,1.88,-0.66
2579,600545.SH,600545,卓郎智能,纺织机械,2.12,2.78,-0.66
380,000898.SZ,000898,鞍钢股份,普钢,1.45,2.11,-0.66
3168,603035.SH,603035,常熟汽饰,汽车配件,0.68,1.34,-0.66
2192,600073.SH,600073,上海梅林,食品,4.26,4.93,-0.67
3566,603939.SH,603939,益丰药房,医药商业,1.46,2.13,-0.67
2622,600593.SH,600593,大连圣亚,旅游服务,2.1,2.77,-0.67
2932,600980.SH,600980,北矿科技,元器件,0.84,1.51,-0.67
3413,603628.SH,603628,清源股份,电气设备,1.88,2.56,-0.68
338,000826.SZ,000826,启迪桑德,环境保护,3.28,3.97,-0.69
960,002499.SZ,002499,科林环保,环境保护,1.69,2.38,-0.69
3336,603388.SH,603388,元成股份,建筑施工,1.13,1.83,-0.7
34,000042.SZ,000042,中洲控股,全国地产,0.84,1.54,-0.7
2727,600711.SH,600711,盛屯矿业,小金属,0.6,1.31,-0.71
3483,603777.SH,603777,来伊份,食品,1.62,2.33,-0.71
188,000612.SZ,000612,焦作万方,铝,2.38,3.09,-0.71
1643,300254.SZ,300254,仟源医药,化学制药,2.93,3.64,-0.71
1048,002588.SZ,002588,史丹利,农药化肥,1.79,2.51,-0.72
2296,600190.SH,600190,锦州港,港口,1.16,1.88,-0.72
450,000989.SZ,000989,九芝堂,中成药,3.12,3.84,-0.72
1804,300417.SZ,300417,南华仪器,电器仪表,0.48,1.2,-0.72
1647,300258.SZ,300258,精锻科技,汽车配件,0.49,1.22,-0.73
459,001872.SZ,001872,招商港口,港口,1.7,2.43,-0.73
1046,002586.SZ,002586,围海股份,建筑施工,1.64,2.37,-0.73
2033,300653.SZ,300653,正海生物,医疗保健,1.45,2.18,-0.73
3070,601669.SH,601669,中国电建,建筑施工,2.25,2.98,-0.73
2424,600338.SH,600338,西藏珠峰,铅锌,0.61,1.35,-0.74
2531,600488.SH,600488,天药股份,化学制药,0.94,1.68,-0.74
1088,002628.SZ,002628,成都路桥,建筑施工,2.67,3.41,-0.74
1375,002933.SZ,002933,新兴装备,航空,2.56,3.3,-0.74
501,002039.SZ,002039,黔源电力,水力发电,0.67,1.42,-0.75
2888,600886.SH,600886,国投电力,水力发电,1.47,2.22,-0.75
2451,600372.SH,600372,中航电子,航空,2.03,2.78,-0.75
2168,600039.SH,600039,四川路桥,建筑施工,2.06,2.82,-0.76
2779,600765.SH,600765,中航重机,机械基件,1.38,2.14,-0.76
2613,600583.SH,600583,海油工程,石油开采,1.33,2.09,-0.76
350,000850.SZ,000850,华茂股份,纺织,1.98,2.75,-0.77
2142,600008.SH,600008,首创股份,环境保护,2.19,2.96,-0.77
2152,600020.SH,600020,中原高速,路桥,1.86,2.63,-0.77
1372,002930.SZ,002930,宏川智慧,仓储物流,2.69,3.46,-0.77
2261,600151.SH,600151,航天机电,半导体,3.29,4.07,-0.78
2117,300741.SZ,300741,华宝股份,食品,5.45,6.23,-0.78
1826,300439.SZ,300439,美康生物,医疗保健,1.32,2.1,-0.78
2589,600557.SH,600557,康缘药业,中成药,0.78,1.56,-0.78
1534,300144.SZ,300144,宋城演艺,旅游景点,1.38,2.17,-0.79
2704,600686.SH,600686,金龙汽车,汽车整车,2.28,3.07,-0.79
743,002282.SZ,002282,博深工具,轻工机械,1.68,2.47,-0.79
1544,300154.SZ,300154,瑞凌股份,元器件,1.1,1.9,-0.8
2554,600515.SH,600515,海航基础,全国地产,1.48,2.28,-0.8
1340,002895.SZ,002895,川恒股份,化工原料,2.45,3.26,-0.81
3388,603587.SH,603587,地素时尚,服饰,1.45,2.26,-0.81
2934,600982.SH,600982,宁波热电,供气供热,1.72,2.53,-0.81
3293,603313.SH,603313,梦百合,家居用品,1.68,2.49,-0.81
880,002419.SZ,002419,天虹股份,百货,1.64,2.45,-0.81
1044,002584.SZ,002584,西陇科学,化工原料,2.14,2.96,-0.82
1795,300408.SZ,300408,三环集团,元器件,2.55,3.37,-0.82
300,000778.SZ,000778,新兴铸管,钢加工,1.21,2.04,-0.83
3244,603186.SH,603186,华正新材,元器件,3.24,4.08,-0.84
2420,600333.SH,600333,长春燃气,供气供热,1.74,2.58,-0.84
2692,600674.SH,600674,川投能源,水力发电,1.02,1.86,-0.84
496,002034.SZ,002034,旺能环境,环境保护,1.93,2.78,-0.85
622,002160.SZ,002160,常铝股份,铝,0.84,1.69,-0.85
176,000598.SZ,000598,兴蓉环境,水务,0.74,1.59,-0.85
2174,600054.SH,600054,黄山旅游,旅游景点,1.31,2.16,-0.85
1968,300585.SZ,300585,奥联电子,汽车配件,1.09,1.94,-0.85
1888,300501.SZ,300501,海顺新材,广告包装,3.43,4.28,-0.85
3509,603826.SH,603826,坤彩科技,染料涂料,1.73,2.58,-0.85
1213,002758.SZ,002758,华通医药,医药商业,1.74,2.6,-0.86
2023,300642.SZ,300642,透景生命,医疗保健,1.27,2.13,-0.86
2752,600736.SH,600736,苏州高新,园区开发,2.59,3.45,-0.86
2951,601002.SH,601002,晋亿实业,机械基件,0.79,1.65,-0.86
368,000882.SZ,000882,华联股份,百货,1.35,2.21,-0.86
1196,002739.SZ,002739,万达电影,影视音像,1.96,2.82,-0.86
524,002062.SZ,002062,宏润建设,建筑施工,1.77,2.64,-0.87
729,002268.SZ,002268,卫士通,软件服务,3.94,4.81,-0.87
2159,600028.SH,600028,中国石化,石油加工,1.01,1.88,-0.87
1329,002883.SZ,002883,中设股份,建筑施工,4.8,5.67,-0.87
2777,600763.SH,600763,通策医疗,医疗保健,2.21,3.09,-0.88
1366,002923.SZ,002923,润都股份,化学制药,1.2,2.08,-0.88
2506,600455.SH,600455,博通股份,软件服务,1.34,2.22,-0.88
2415,600328.SH,600328,兰太实业,化工原料,2.7,3.59,-0.89
1272,002822.SZ,002822,中装建设,装修装饰,1.55,2.44,-0.89
2024,300643.SZ,300643,万通智控,汽车配件,2.24,3.14,-0.9
1278,002828.SZ,002828,贝肯能源,石油开采,2.48,3.38,-0.9
