,ts_code,symbol,name,industry,COL_FITNESS
1142,002682.SZ,002682,龙洲股份,公路,16.51
26,000032.SZ,000032,深桑达A,元器件,16.5
687,002225.SZ,002225,濮耐股份,其他建材,16.49
952,002491.SZ,002491,通鼎互联,通信设备,16.47
373,000888.SZ,000888,峨眉山A,旅游景点,16.46
2874,600871.SH,600871,*ST油服,石油开采,16.46
2415,600328.SH,600328,兰太实业,化工原料,16.45
1400,300009.SZ,300009,安科生物,生物制药,16.45
189,000613.SZ,000613,大东海A,旅游服务,16.45
1643,300254.SZ,300254,仟源医药,化学制药,16.44
2525,600481.SH,600481,双良节能,环境保护,16.43
343,000833.SZ,000833,粤桂股份,造纸,16.39
990,002530.SZ,002530,金财互联,专用机械,16.36
3033,601366.SH,601366,利群股份,百货,16.35
3311,603337.SH,603337,杰克股份,纺织机械,16.33
3219,603128.SH,603128,华贸物流,仓储物流,16.28
3244,603186.SH,603186,华正新材,元器件,16.27
1625,300236.SZ,300236,上海新阳,半导体,16.26
2747,600731.SH,600731,湖南海利,农药化肥,16.26
2445,600366.SH,600366,宁波韵升,电器仪表,16.25
3566,603939.SH,603939,益丰药房,医药商业,16.22
502,002040.SZ,002040,南京港,港口,16.2
3304,603329.SH,603329,上海雅仕,仓储物流,16.2
1322,002876.SZ,002876,三利谱,元器件,16.2
326,000811.SZ,000811,冰轮环境,工程机械,16.19
2299,600193.SH,600193,*ST创兴,装修装饰,16.19
1063,002603.SZ,002603,以岭药业,中成药,16.18
2307,600202.SH,600202,*ST哈空,电气设备,16.18
456,000998.SZ,000998,隆平高科,种植业,16.17
1629,300240.SZ,300240,飞力达,仓储物流,16.16
2310,600207.SH,600207,安彩高科,元器件,16.16
937,002476.SZ,002476,宝莫股份,化工原料,16.16
536,002074.SZ,002074,国轩高科,电气设备,16.15
1983,300601.SZ,300601,康泰生物,生物制药,16.15
1336,002890.SZ,002890,弘宇股份,农用机械,16.13
3285,603300.SH,603300,华铁科技,钢加工,16.11
958,002497.SZ,002497,雅化集团,化工原料,16.1
2490,600422.SH,600422,昆药集团,中成药,16.08
2146,600012.SH,600012,皖通高速,路桥,16.06
2939,600987.SH,600987,航民股份,纺织,16.01
3502,603816.SH,603816,顾家家居,家居用品,16.0
2960,601012.SH,601012,隆基股份,半导体,16.0
2518,600470.SH,600470,六国化工,农药化肥,16.0
2832,600824.SH,600824,益民集团,百货,15.98
252,000703.SZ,000703,恒逸石化,化纤,15.98
1497,300107.SZ,300107,建新股份,化工原料,15.97
1119,002659.SZ,002659,凯文教育,文教休闲,15.97
2688,600667.SH,600667,太极实业,半导体,15.96
2783,600769.SH,600769,祥龙电业,建筑施工,15.96
3324,603365.SH,603365,水星家纺,纺织,15.91
2819,600810.SH,600810,神马股份,化纤,15.9
3154,603019.SH,603019,中科曙光,电脑设备,15.89
2086,300707.SZ,300707,威唐工业,专用机械,15.89
118,000524.SZ,000524,岭南控股,酒店餐饮,15.88
1566,300176.SZ,300176,派生科技,汽车配件,15.88
2042,300662.SZ,300662,科锐国际,综合类,15.87
2579,600545.SH,600545,卓郎智能,纺织机械,15.86
306,000786.SZ,000786,北新建材,其他建材,15.86
1089,002629.SZ,002629,仁智股份,石油开采,15.85
3519,603858.SH,603858,步长制药,中成药,15.85
2755,600739.SH,600739,辽宁成大,商贸代理,15.84
944,002483.SZ,002483,润邦股份,工程机械,15.83
1068,002608.SZ,002608,江苏国信,火力发电,15.82
2247,600132.SH,600132,重庆啤酒,啤酒,15.81
1942,300557.SZ,300557,理工光科,电器仪表,15.8
1936,300551.SZ,300551,古鳌科技,专用机械,15.79
250,000701.SZ,000701,厦门信达,综合类,15.76
2296,600190.SH,600190,锦州港,港口,15.76
3505,603819.SH,603819,神力股份,电气设备,15.75
2578,600543.SH,600543,莫高股份,红黄药酒,15.74
2696,600678.SH,600678,四川金顶,水泥,15.74
15,000019.SZ,000019,深粮控股,其他商业,15.74
2549,600509.SH,600509,天富能源,火力发电,15.7
1825,300438.SZ,300438,鹏辉能源,电气设备,15.7
2241,600126.SH,600126,杭钢股份,普钢,15.69
3409,603617.SH,603617,君禾股份,专用机械,15.67
1493,300103.SZ,300103,达刚路机,工程机械,15.66
2403,600315.SH,600315,上海家化,日用化工,15.65
1621,300232.SZ,300232,洲明科技,半导体,15.65
965,002504.SZ,002504,弘高创意,装修装饰,15.65
995,002535.SZ,002535,林州重机,工程机械,15.64
3294,603315.SH,603315,福鞍股份,机械基件,15.64
2919,600963.SH,600963,岳阳林纸,造纸,15.61
659,002197.SZ,002197,证通电子,电器仪表,15.6
489,002027.SZ,002027,分众传媒,影视音像,15.59
2024,300643.SZ,300643,万通智控,汽车配件,15.59
2103,300725.SZ,300725,药石科技,化工原料,15.58
90,000421.SZ,000421,南京公用,供气供热,15.58
1908,300521.SZ,300521,爱司凯,专用机械,15.57
2375,600282.SH,600282,南钢股份,普钢,15.57
3408,603616.SH,603616,韩建河山,其他建材,15.56
2290,600184.SH,600184,光电股份,专用机械,15.53
2134,300760.SZ,300760,迈瑞医疗,医疗保健,15.49
1838,300451.SZ,300451,创业慧康,软件服务,15.48
1145,002685.SZ,002685,华东重机,工程机械,15.46
237,000683.SZ,000683,远兴能源,化工原料,15.46
653,002191.SZ,002191,劲嘉股份,广告包装,15.46
1815,300428.SZ,300428,四通新材,铝,15.46
683,002221.SZ,002221,东华能源,石油贸易,15.45
1,000002.SZ,000002,万科A,全国地产,15.45
2536,600495.SH,600495,晋西车轴,运输设备,15.44
2510,600460.SH,600460,士兰微,半导体,15.44
2003,300622.SZ,300622,博士眼镜,其他商业,15.44
2674,600651.SH,600651,飞乐音响,电器仪表,15.43
418,000950.SZ,000950,重药控股,农药化肥,15.43
1599,300210.SZ,300210,森远股份,专用机械,15.43
1327,002881.SZ,002881,美格智能,通信设备,15.43
2164,600035.SH,600035,楚天高速,路桥,15.43
2776,600761.SH,600761,安徽合力,工程机械,15.42
3211,603113.SH,603113,金能科技,化工原料,15.4
3360,603515.SH,603515,欧普照明,电气设备,15.39
710,002248.SZ,002248,华东数控,机床制造,15.38
1943,300558.SZ,300558,贝达药业,化学制药,15.38
3553,603916.SH,603916,苏博特,化工原料,15.38
1485,300095.SZ,300095,华伍股份,机械基件,15.38
851,002390.SZ,002390,信邦制药,中成药,15.37
1374,002932.SZ,002932,明德生物,医疗保健,15.34
1644,300255.SZ,300255,常山药业,生物制药,15.33
2952,601003.SH,601003,柳钢股份,普钢,15.33
235,000681.SZ,000681,视觉中国,互联网,15.31
3030,601336.SH,601336,新华保险,保险,15.3
3012,601222.SH,601222,林洋能源,电器仪表,15.28
1303,002856.SZ,002856,美芝股份,装修装饰,15.28
2728,600712.SH,600712,南宁百货,百货,15.26
2684,600663.SH,600663,陆家嘴,园区开发,15.25
1791,300404.SZ,300404,博济医药,医疗保健,15.25
1008,002548.SZ,002548,金新农,饲料,15.25
1763,300376.SZ,300376,易事特,电气设备,15.23
2840,600833.SH,600833,第一医药,医药商业,15.22
979,002518.SZ,002518,科士达,电器仪表,15.21
2772,600757.SH,600757,长江传媒,出版业,15.21
3363,603518.SH,603518,维格娜丝,服饰,15.21
929,002468.SZ,002468,申通快递,仓储物流,15.2
3152,603017.SH,603017,中衡设计,建筑施工,15.19
3491,603798.SH,603798,康普顿,石油加工,15.19
3177,603045.SH,603045,福达合金,电气设备,15.07
3132,601992.SH,601992,金隅集团,水泥,15.05
3237,603177.SH,603177,德创环保,环境保护,15.05
333,000820.SZ,000820,神雾节能,环境保护,15.05
1707,300318.SZ,300318,博晖创新,医疗保健,15.05
87,000418.SZ,000418,小天鹅A,家用电器,15.02
3309,603335.SH,603335,迪生力,汽车配件,15.02
969,002508.SZ,002508,老板电器,家用电器,14.93
2378,600285.SH,600285,羚锐制药,中成药,14.93
1812,300425.SZ,300425,环能科技,环境保护,14.92
3512,603833.SH,603833,欧派家居,家居用品,14.91
1637,300248.SZ,300248,新开普,软件服务,14.9
2868,600865.SH,600865,百大集团,百货,14.9
388,000908.SZ,000908,景峰医药,化学制药,14.89
2566,600528.SH,600528,中铁工业,建筑施工,14.89
3106,601888.SH,601888,中国国旅,旅游服务,14.87
1906,300519.SZ,300519,新光药业,中成药,14.87
2841,600834.SH,600834,申通地铁,公共交通,14.86
3396,603600.SH,603600,永艺股份,家居用品,14.86
2636,600608.SH,600608,ST沪科,钢加工,14.85
2117,300741.SZ,300741,华宝股份,食品,14.85
335,000822.SZ,000822,山东海化,化工原料,14.82
2495,600429.SH,600429,三元股份,乳制品,14.8
2079,300699.SZ,300699,光威复材,化工原料,14.8
2889,600887.SH,600887,伊利股份,乳制品,14.79
1276,002826.SZ,002826,易明医药,中成药,14.79
1836,300449.SZ,300449,汉邦高科,电脑设备,14.78
1151,002691.SZ,002691,冀凯股份,专用机械,14.75
2794,600781.SH,600781,辅仁药业,中成药,14.75
1496,300106.SZ,300106,西部牧业,农业综合,14.73
1998,300617.SZ,300617,安靠智电,电气设备,14.72
899,002438.SZ,002438,江苏神通,机械基件,14.72
612,002150.SZ,002150,通润装备,机械基件,14.72
2109,300732.SZ,300732,设研院,建筑施工,14.71
553,002091.SZ,002091,江苏国泰,商贸代理,14.71
3381,603577.SH,603577,汇金通,钢加工,14.69
1972,300589.SZ,300589,江龙船艇,船舶,14.69
2909,600928.SH,600928,西安银行,银行,14.67
3305,603330.SH,603330,上海天洋,塑料,14.66
484,002022.SZ,002022,科华生物,医疗保健,14.66
3262,603226.SH,603226,菲林格尔,家居用品,14.66
2452,600373.SH,600373,中文传媒,出版业,14.66
2347,600248.SH,600248,延长化建,建筑施工,14.66
244,000692.SZ,000692,惠天热电,供气供热,14.64
2795,600782.SH,600782,新钢股份,普钢,14.62
3492,603799.SH,603799,华友钴业,小金属,14.62
893,002432.SZ,002432,九安医疗,医疗保健,14.61
3094,601858.SH,601858,中国科传,出版业,14.6
438,000973.SZ,000973,佛塑科技,塑料,14.6
3480,603768.SH,603768,常青股份,汽车配件,14.6
361,000869.SZ,000869,张裕A,红黄药酒,14.58
1205,002749.SZ,002749,国光股份,农药化肥,14.58
139,000548.SZ,000548,湖南投资,路桥,14.57
2639,600611.SH,600611,大众交通,公共交通,14.57
2714,600696.SH,600696,ST岩石,区域地产,14.55
2218,600101.SH,600101,明星电力,水力发电,14.53
125,000532.SZ,000532,华金资本,元器件,14.51
243,000691.SZ,000691,亚太实业,区域地产,14.5
3222,603133.SH,603133,碳元科技,元器件,14.48
695,002233.SZ,002233,塔牌集团,水泥,14.48
381,000899.SZ,000899,赣能股份,火力发电,14.47
563,002101.SZ,002101,广东鸿图,机械基件,14.47
2627,600598.SH,600598,北大荒,种植业,14.47
512,002050.SZ,002050,三花智控,机械基件,14.45
2815,600805.SH,600805,悦达投资,综合类,14.45
2663,600639.SH,600639,浦东金桥,园区开发,14.45
1447,300056.SZ,300056,三维丝,环境保护,14.44
342,000831.SZ,000831,五矿稀土,小金属,14.44
3051,601588.SH,601588,北辰实业,区域地产,14.43
2182,600062.SH,600062,华润双鹤,化学制药,14.38
624,002162.SZ,002162,悦心健康,医疗保健,14.38
604,002142.SZ,002142,宁波银行,银行,14.37
2762,600746.SH,600746,江苏索普,化工原料,14.36
3380,603569.SH,603569,长久物流,仓储物流,14.35
2272,600163.SH,600163,中闽能源,新型电力,14.34
1291,002842.SZ,002842,翔鹭钨业,小金属,14.34
110,000514.SZ,000514,渝开发,区域地产,14.33
1413,300022.SZ,300022,吉峰科技,农用机械,14.33
1552,300162.SZ,300162,雷曼股份,元器件,14.32
314,000796.SZ,000796,凯撒旅游,旅游服务,14.32
1406,300015.SZ,300015,爱尔眼科,医疗保健,14.31
787,002326.SZ,002326,永太科技,化工原料,14.3
2227,600111.SH,600111,北方稀土,小金属,14.28
1314,002867.SZ,002867,周大生,服饰,14.26
859,002398.SZ,002398,建研集团,其他建材,14.26
2607,600577.SH,600577,精达股份,电气设备,14.26
1132,002672.SZ,002672,东江环保,环境保护,14.25
587,002125.SZ,002125,湘潭电化,化工原料,14.25
1093,002633.SZ,002633,申科股份,机械基件,14.24
1412,300021.SZ,300021,大禹节水,农业综合,14.23
3468,603727.SH,603727,博迈科,石油开采,14.23
495,002033.SZ,002033,丽江旅游,旅游景点,14.22
809,002348.SZ,002348,高乐股份,文教休闲,14.22
257,000710.SZ,000710,贝瑞基因,医疗保健,14.22
2449,600370.SH,600370,三房巷,纺织,14.21
2421,600335.SH,600335,国机汽车,汽车配件,14.19
1103,002643.SZ,002643,万润股份,化工原料,14.19
1636,300247.SZ,300247,融捷健康,医疗保健,14.18
2463,600386.SH,600386,北巴传媒,公共交通,14.18
97,000430.SZ,000430,张家界,旅游景点,14.15
803,002342.SZ,002342,巨力索具,机械基件,14.15
509,002047.SZ,002047,宝鹰股份,装修装饰,14.15
3370,603536.SH,603536,惠发股份,食品,14.14
1410,300019.SZ,300019,硅宝科技,化工原料,14.13
157,000570.SZ,000570,苏常柴A,机械基件,14.12
2917,600961.SH,600961,株冶集团,铅锌,14.09
3001,601179.SH,601179,中国西电,电气设备,14.07
2316,600213.SH,600213,亚星客车,汽车整车,14.06
828,002367.SZ,002367,康力电梯,运输设备,14.05
2153,600021.SH,600021,上海电力,火力发电,14.04
2670,600647.SH,600647,同达创业,综合类,14.03
1394,300003.SZ,300003,乐普医疗,医疗保健,14.03
2864,600861.SH,600861,北京城乡,百货,14.03
1678,300289.SZ,300289,利德曼,生物制药,14.02
1122,002662.SZ,002662,京威股份,汽车配件,14.02
2240,600125.SH,600125,铁龙物流,铁路,14.01
2649,600621.SH,600621,华鑫股份,证券,14.0
3420,603639.SH,603639,海利尔,农药化肥,14.0
2345,600246.SH,600246,万通地产,区域地产,13.98
2833,600825.SH,600825,新华传媒,出版业,13.97
1365,002922.SZ,002922,伊戈尔,电气设备,13.96
1479,300089.SZ,300089,文化长城,陶瓷,13.95
137,000546.SZ,000546,金圆股份,水泥,13.94
590,002128.SZ,002128,露天煤业,煤炭开采,13.93
3216,603123.SH,603123,翠微股份,百货,13.92
1999,300618.SZ,300618,寒锐钴业,小金属,13.9
2959,601011.SH,601011,宝泰隆,焦炭加工,13.89
810,002349.SZ,002349,精华制药,中成药,13.89
1944,300559.SZ,300559,佳发教育,软件服务,13.88
1005,002545.SZ,002545,东方铁塔,钢加工,13.88
3087,601801.SH,601801,皖新传媒,出版业,13.88
2063,300683.SZ,300683,海特生物,生物制药,13.87
2551,600511.SH,600511,国药股份,医药商业,13.87
565,002103.SZ,002103,广博股份,文教休闲,13.87
211,000650.SZ,000650,仁和药业,中成药,13.87
1535,300145.SZ,300145,中金环境,专用机械,13.86
572,002110.SZ,002110,三钢闽光,普钢,13.86
233,000679.SZ,000679,大连友谊,百货,13.85
71,000333.SZ,000333,美的集团,家用电器,13.84
3176,603043.SH,603043,广州酒家,食品,13.84
765,002304.SZ,002304,洋河股份,白酒,13.84
1000,002540.SZ,002540,亚太科技,铝,13.84
1071,002611.SZ,002611,东方精工,轻工机械,13.83
2890,600888.SH,600888,新疆众和,铝,13.82
248,000698.SZ,000698,沈阳化工,化工原料,13.81
286,000753.SZ,000753,漳州发展,汽车服务,13.81
1851,300464.SZ,300464,星徽精密,机械基件,13.8
2032,300652.SZ,300652,雷迪克,汽车配件,13.79
1601,300212.SZ,300212,易华录,软件服务,13.77
1425,300034.SZ,300034,钢研高纳,小金属,13.76
1168,002709.SZ,002709,天赐材料,化工原料,13.76
2836,600828.SH,600828,茂业商业,百货,13.74
1507,300117.SZ,300117,嘉寓股份,装修装饰,13.72
2947,600998.SH,600998,九州通,医药商业,13.72
1081,002621.SZ,002621,三垒股份,专用机械,13.7
2857,600854.SH,600854,春兰股份,家用电器,13.7
2342,600241.SH,600241,时代万恒,商贸代理,13.69
2285,600178.SH,600178,东安动力,汽车配件,13.68
1933,300548.SZ,300548,博创科技,元器件,13.68
788,002327.SZ,002327,富安娜,纺织,13.67
2160,600029.SH,600029,南方航空,空运,13.67
2730,600714.SH,600714,金瑞矿业,煤炭开采,13.66
2740,600724.SH,600724,宁波富达,区域地产,13.66
2431,600350.SH,600350,山东高速,路桥,13.65
2478,600403.SH,600403,大有能源,煤炭开采,13.63
212,000651.SZ,000651,格力电器,家用电器,13.63
420,000952.SZ,000952,广济药业,化学制药,13.61
808,002347.SZ,002347,泰尔股份,机械基件,13.59
116,000521.SZ,000521,长虹美菱,家用电器,13.58
1660,300271.SZ,300271,华宇软件,软件服务,13.57
2165,600036.SH,600036,招商银行,银行,13.57
434,000969.SZ,000969,安泰科技,钢加工,13.57
3242,603183.SH,603183,建研院,建筑施工,13.56
239,000686.SZ,000686,东北证券,证券,13.56
3457,603709.SH,603709,中源家居,家居用品,13.56
3136,601999.SH,601999,出版传媒,出版业,13.56
2476,600400.SH,600400,红豆股份,服饰,13.56
3054,601599.SH,601599,鹿港文化,影视音像,13.54
556,002094.SZ,002094,青岛金王,日用化工,13.52
3531,603880.SH,603880,南卫股份,医疗保健,13.52
1405,300014.SZ,300014,亿纬锂能,电气设备,13.52
756,002295.SZ,002295,精艺股份,铜,13.5
269,000723.SZ,000723,美锦能源,焦炭加工,13.5
3362,603517.SH,603517,绝味食品,食品,13.49
1431,300040.SZ,300040,九洲电气,电气设备,13.49
2126,300751.SZ,300751,迈为股份,专用机械,13.47
2384,600292.SH,600292,远达环保,环境保护,13.47
1034,002574.SZ,002574,明牌珠宝,服饰,13.47
1876,300489.SZ,300489,中飞股份,铝,13.46
847,002386.SZ,002386,天原集团,化工原料,13.45
78,000407.SZ,000407,胜利股份,供气供热,13.45
2708,600690.SH,600690,青岛海尔,家用电器,13.44
3113,601918.SH,601918,新集能源,煤炭开采,13.44
1302,002855.SZ,002855,捷荣技术,塑料,13.42
2692,600674.SH,600674,川投能源,水力发电,13.39
3313,603339.SH,603339,四方科技,专用机械,13.39
2961,601015.SH,601015,陕西黑猫,焦炭加工,13.39
3588,603991.SH,603991,至正股份,塑料,13.38
3089,601811.SH,601811,新华文轩,出版业,13.35
2702,600684.SH,600684,珠江实业,全国地产,13.33
428,000962.SZ,000962,东方钽业,小金属,13.32
1262,002811.SZ,002811,亚泰国际,装修装饰,13.32
2600,600569.SH,600569,安阳钢铁,普钢,13.3
861,002400.SZ,002400,省广集团,广告包装,13.3
2244,600129.SH,600129,太极集团,中成药,13.29
798,002337.SZ,002337,赛象科技,化工机械,13.27
362,000875.SZ,000875,吉电股份,火力发电,13.26
3229,603159.SH,603159,上海亚虹,专用机械,13.26
356,000860.SZ,000860,顺鑫农业,白酒,13.25
984,002523.SZ,002523,天桥起重,工程机械,13.24
2792,600779.SH,600779,水井坊,白酒,13.23
371,000886.SZ,000886,海南高速,路桥,13.23
655,002193.SZ,002193,如意集团,纺织,13.22
2197,600078.SH,600078,澄星股份,化工原料,13.22
585,002123.SZ,002123,梦网集团,互联网,13.22
1964,300581.SZ,300581,晨曦航空,航空,13.21
3435,603669.SH,603669,灵康药业,化学制药,13.19
1069,002609.SZ,002609,捷顺科技,软件服务,13.18
1482,300092.SZ,300092,科新机电,专用机械,13.17
3483,603777.SH,603777,来伊份,食品,13.16
1777,300390.SZ,300390,天华超净,元器件,13.16
1903,300516.SZ,300516,久之洋,电器仪表,13.15
1177,002719.SZ,002719,麦趣尔,乳制品,13.13
309,000790.SZ,000790,泰合健康,中成药,13.11
2823,600815.SH,600815,厦工股份,工程机械,13.1
1052,002592.SZ,002592,八菱科技,汽车配件,13.1
530,002068.SZ,002068,黑猫股份,化工原料,13.09
3283,603298.SH,603298,杭叉集团,专用机械,13.09
3535,603885.SH,603885,吉祥航空,空运,13.09
982,002521.SZ,002521,齐峰新材,造纸,13.06
981,002520.SZ,002520,日发精机,机床制造,13.05
2669,600645.SH,600645,中源协和,生物制药,13.05
3384,603580.SH,603580,艾艾精工,化工原料,13.05
1555,300165.SZ,300165,天瑞仪器,电器仪表,13.04
1458,300068.SZ,300068,南都电源,电气设备,13.04
1091,002631.SZ,002631,德尔未来,家居用品,13.03
2318,600216.SH,600216,浙江医药,化学制药,13.01
1232,002778.SZ,002778,高科石化,石油加工,12.98
508,002046.SZ,002046,轴研科技,机械基件,12.98
56,000089.SZ,000089,深圳机场,机场,12.98
1543,300153.SZ,300153,科泰电源,电气设备,12.97
2937,600985.SH,600985,淮北矿业,煤炭开采,12.97
3155,603020.SH,603020,爱普股份,食品,12.96
3156,603021.SH,603021,山东华鹏,玻璃,12.96
1234,002780.SZ,002780,三夫户外,其他商业,12.96
2438,600358.SH,600358,国旅联合,旅游服务,12.96
2016,300635.SZ,300635,达安股份,建筑施工,12.96
1179,002722.SZ,002722,金轮股份,纺织机械,12.95
713,002251.SZ,002251,步步高,超市连锁,12.95
2613,600583.SH,600583,海油工程,石油开采,12.94
177,000599.SZ,000599,青岛双星,汽车配件,12.93
62,000151.SZ,000151,中成股份,商贸代理,12.91
494,002032.SZ,002032,苏泊尔,家用电器,12.91
1195,002738.SZ,002738,中矿资源,建筑施工,12.9
1172,002714.SZ,002714,牧原股份,农业综合,12.9
1038,002578.SZ,002578,闽发铝业,铝,12.9
2268,600159.SH,600159,大龙地产,区域地产,12.89
2679,600657.SH,600657,信达地产,全国地产,12.89
1011,002551.SZ,002551,尚荣医疗,医疗保健,12.88
2099,300721.SZ,300721,怡达股份,化工原料,12.88
1196,002739.SZ,002739,万达电影,影视音像,12.88
2065,300685.SZ,300685,艾德生物,生物制药,12.86
64,000155.SZ,000155,川能动力,农药化肥,12.86
1993,300611.SZ,300611,美力科技,机械基件,12.86
1967,300584.SZ,300584,海辰药业,化学制药,12.85
3500,603811.SH,603811,诚意药业,化学制药,12.84
499,002037.SZ,002037,久联发展,化工原料,12.84
2621,600592.SH,600592,龙溪股份,机械基件,12.84
3584,603987.SH,603987,康德莱,医疗保健,12.83
1929,300543.SZ,300543,朗科智能,电气设备,12.82
3383,603579.SH,603579,荣泰健康,医疗保健,12.81
2735,600719.SH,600719,大连热电,供气供热,12.81
491,002029.SZ,002029,七匹狼,服饰,12.81
1872,300485.SZ,300485,赛升药业,生物制药,12.81
3407,603615.SH,603615,茶花股份,家居用品,12.79
1199,002742.SZ,002742,三圣股份,其他建材,12.79
2804,600793.SH,600793,宜宾纸业,造纸,12.78
315,000797.SZ,000797,中国武夷,全国地产,12.78
2537,600496.SH,600496,精工钢构,钢加工,12.75
1334,002888.SZ,002888,惠威科技,元器件,12.75
1136,002676.SZ,002676,顺威股份,塑料,12.75
1572,300182.SZ,300182,捷成股份,软件服务,12.75
2956,601008.SH,601008,连云港,港口,12.74
2203,600084.SH,600084,中葡股份,红黄药酒,12.74
114,000519.SZ,000519,中兵红箭,矿物制品,12.74
2392,600302.SH,600302,标准股份,纺织机械,12.71
1057,002597.SZ,002597,金禾实业,化工原料,12.7
1218,002763.SZ,002763,汇洁股份,服饰,12.7
2577,600540.SH,600540,新赛股份,种植业,12.69
444,000981.SZ,000981,银亿股份,汽车配件,12.69
296,000767.SZ,000767,漳泽电力,火力发电,12.69
2716,600698.SH,600698,湖南天雁,汽车配件,12.66
3578,603977.SH,603977,国泰集团,化工原料,12.65
1454,300064.SZ,300064,豫金刚石,矿物制品,12.65
3351,603488.SH,603488,展鹏科技,电气设备,12.64
2745,600729.SH,600729,重庆百货,百货,12.63
3466,603725.SH,603725,天安新材,塑料,12.63
11,000014.SZ,000014,沙河股份,全国地产,12.62
432,000967.SZ,000967,盈峰环境,环境保护,12.61
1902,300515.SZ,300515,三德科技,电器仪表,12.59
1030,002570.SZ,002570,*ST因美,乳制品,12.59
2014,300633.SZ,300633,开立医疗,医疗保健,12.59
1824,300437.SZ,300437,清水源,化工原料,12.58
1187,002730.SZ,002730,电光科技,电气设备,12.58
690,002228.SZ,002228,合兴包装,广告包装,12.57
2422,600336.SH,600336,澳柯玛,家用电器,12.57
1576,300187.SZ,300187,永清环保,环境保护,12.57
2416,600329.SH,600329,中新药业,中成药,12.57
2420,600333.SH,600333,长春燃气,供气供热,12.55
350,000850.SZ,000850,华茂股份,纺织,12.55
1080,002620.SZ,002620,瑞和股份,装修装饰,12.55
1524,300134.SZ,300134,大富科技,通信设备,12.54
2912,600936.SH,600936,广西广电,影视音像,12.53
1472,300082.SZ,300082,奥克股份,化工原料,12.52
960,002499.SZ,002499,科林环保,环境保护,12.51
2739,600723.SH,600723,首商股份,百货,12.5
3576,603970.SH,603970,中农立华,其他商业,12.49
2187,600068.SH,600068,葛洲坝,建筑施工,12.48
2163,600033.SH,600033,福建高速,路桥,12.48
318,000800.SZ,000800,一汽轿车,汽车整车,12.48
755,002294.SZ,002294,信立泰,化学制药,12.48
2920,600965.SH,600965,福成股份,农业综合,12.46
2472,600396.SH,600396,金山股份,火力发电,12.45
1361,002918.SZ,002918,蒙娜丽莎,其他建材,12.44
2758,600742.SH,600742,一汽富维,汽车配件,12.43
578,002116.SZ,002116,中国海诚,建筑施工,12.42
2985,601117.SH,601117,中国化学,建筑施工,12.4
3184,603063.SH,603063,禾望电气,电气设备,12.4
20,000026.SZ,000026,飞亚达A,其他商业,12.4
2637,600609.SH,600609,金杯汽车,汽车配件,12.39
947,002486.SZ,002486,嘉麟杰,服饰,12.37
2239,600123.SH,600123,兰花科创,煤炭开采,12.37
2978,601101.SH,601101,昊华能源,煤炭开采,12.37
3170,603037.SH,603037,凯众股份,汽车配件,12.35
670,002208.SZ,002208,合肥城建,区域地产,12.33
2933,600981.SH,600981,汇鸿集团,商贸代理,12.32
586,002124.SZ,002124,天邦股份,饲料,12.32
3048,601567.SH,601567,三星医疗,电器仪表,12.32
1310,002863.SZ,002863,今飞凯达,汽车配件,12.31
528,002066.SZ,002066,瑞泰科技,其他建材,12.31
1073,002613.SZ,002613,北玻股份,专用机械,12.31
737,002276.SZ,002276,万马股份,电气设备,12.31
193,000619.SZ,000619,海螺型材,其他建材,12.31
104,000505.SZ,000505,京粮控股,食品,12.3
547,002085.SZ,002085,万丰奥威,汽车配件,12.3
2021,300640.SZ,300640,德艺文创,文教休闲,12.29
1675,300286.SZ,300286,安科瑞,电器仪表,12.28
135,000544.SZ,000544,中原环保,环境保护,12.27
25,000031.SZ,000031,中粮地产,全国地产,12.26
2743,600727.SH,600727,鲁北化工,农药化肥,12.25
2807,600796.SH,600796,钱江生化,农药化肥,12.23
1421,300030.SZ,300030,阳普医疗,医疗保健,12.22
3018,601233.SH,601233,桐昆股份,化纤,12.22
3395,603599.SH,603599,广信股份,农药化肥,12.22
2983,601113.SH,601113,华鼎股份,化纤,12.22
2121,300746.SZ,300746,汉嘉设计,建筑施工,12.21
726,002265.SZ,002265,西仪股份,汽车配件,12.21
2593,600561.SH,600561,江西长运,公共交通,12.2
2501,600444.SH,600444,国机通用,塑料,12.2
1304,002857.SZ,002857,三晖电气,电器仪表,12.19
797,002336.SZ,002336,人人乐,超市连锁,12.19
1087,002627.SZ,002627,宜昌交运,公共交通,12.18
3423,603655.SH,603655,朗博科技,汽车配件,12.18
1001,002541.SZ,002541,鸿路钢构,钢加工,12.17
1710,300321.SZ,300321,同大股份,塑料,12.16
761,002300.SZ,002300,太阳电缆,电气设备,12.16
2235,600119.SH,600119,长江投资,仓储物流,12.15
2312,600209.SH,600209,*ST罗顿,综合类,12.15
102,000503.SZ,000503,国新健康,医疗保健,12.14
748,002287.SZ,002287,奇正藏药,中成药,12.14
3452,603701.SH,603701,德宏股份,汽车配件,12.11
3318,603356.SH,603356,华菱精工,机械基件,12.11
972,002511.SZ,002511,中顺洁柔,造纸,12.11
1804,300417.SZ,300417,南华仪器,电器仪表,12.1
488,002026.SZ,002026,山东威达,机械基件,12.08
289,000757.SZ,000757,浩物股份,汽车配件,12.08
1104,002644.SZ,002644,佛慈制药,中成药,12.08
3477,603758.SH,603758,秦安股份,汽车配件,12.07
435,000970.SZ,000970,中科三环,元器件,12.06
