code,name,pe,p_change_01,p_change_12,past_average_turnover,stop_mark,sort_key
002649,博彦科技,27.73,2.861,-8.151,2.063,,-23.32
002322,理工环科,30.75,3.49,-6.66,1.227,,-23.243
000635,英 力 特,30.03,1.698,-13.646,1.067,,-23.171
002889,东方嘉盛,29.94,1.829,-12.65,3.76,,-23.137
300153,科泰电源,125.16,1.803,-12.715,0.683,,-22.925
300054,鼎龙股份,34.51,2.365,-9.622,1.173,,-22.756
000010,美丽生态,230.23,1.937,-11.728,1.797,,-22.717
600755,厦门国贸,8.66,3.123,-7.264,2.023,,-22.685
600993,马应龙,25.9,2.163,-10.381,1.183,,-22.454
002294,信立泰,30.83,3.978,-5.626,0.727,,-22.38
002637,赞宇科技,35.56,1.647,-13.558,1.123,,-22.33
600933,爱柯迪,26.66,1.45,-15.383,3.667,,-22.305
600730,中国高科,29.51,2.121,-10.461,1.137,,-22.188
002313,日海通讯,95.59,2.421,-9.153,1.573,,-22.159
600619,海立股份,35.54,3.45,-6.418,0.797,,-22.142
002474,榕基软件,154.85,1.82,-12.133,1.23,,-22.082
300587,天铁股份,37.35,3.453,-6.389,1.113,,-22.061
300242,明家联合,23.21,2.604,-8.428,0.903,,-21.947
002730,电光科技,72.76,2.773,-7.905,1.037,,-21.921
600756,浪潮软件,136.18,2.65,-8.235,2.133,,-21.823
600573,惠泉啤酒,181.0,1.562,-13.928,0.563,,-21.756
002642,荣之联,2253.21,3.826,-5.672,2.283,,-21.701
600530,交大昂立,34.89,1.44,-15.016,0.983,,-21.623
300375,鹏翎股份,26.61,3.111,-6.916,0.733,,-21.516
300719,安达维尔,387.32,1.69,-12.711,9.233,,-21.482
300621,维业股份,35.17,2.137,-10.037,3.247,,-21.449
600328,兰太实业,17.7,1.875,-11.436,1.92,,-21.442
000919,金陵药业,22.51,3.024,-7.068,0.73,,-21.374
600722,金牛化工,129.8,2.189,-9.76,0.663,,-21.365
300363,博腾股份,58.87,4.209,-5.064,0.713,,-21.314
300210,森远股份,38.13,2.794,-7.602,0.533,,-21.24
600664,哈药股份,33.58,2.479,-8.551,0.643,,-21.198
300608,思特奇,267.45,2.392,-8.82,1.0,,-21.097
600644,乐山电力,23.78,1.985,-10.621,1.61,,-21.083
002806,华锋股份,102.17,2.052,-10.223,3.717,,-20.978
300489,中飞股份,91.15,1.614,-12.935,2.097,,-20.877
002108,沧州明珠,19.1,2.173,-9.596,1.563,,-20.852
300599,雄塑科技,29.24,2.179,-9.553,1.38,,-20.816
002125,湘潭电化,71.21,2.43,-8.561,1.577,,-20.803
300006,莱美药业,59.36,2.568,-8.086,1.48,,-20.765
601599,鹿港文化,43.72,3.78,-5.461,1.037,,-20.643
600161,天坛生物,13.75,3.815,-5.327,0.703,,-20.323
600804,鹏博士,26.92,1.579,-12.773,1.3,,-20.169
600112,*ST天成,104.83,0.452,-44.531,1.47,,-20.128
601958,金钼股份,459.77,2.511,-7.844,0.527,,-19.696
000705,浙江震元,41.43,2.648,-7.425,1.097,,-19.661
300143,星普医科,59.49,1.33,-14.729,2.21,,-19.59
300396,迪瑞医疗,34.97,2.888,-6.778,1.12,,-19.575
600706,曲江文旅,30.29,3.161,-6.153,0.527,,-19.45
000627,天茂集团,35.69,3.574,-5.437,1.213,,-19.432
000861,海印股份,44.35,2.695,-7.197,0.763,,-19.396
000421,南京公用,26.17,1.673,-11.576,0.617,,-19.367
000877,天山股份,28.09,3.035,-6.38,2.4,,-19.363
002374,丽鹏股份,45.5,2.628,-7.352,0.797,,-19.321
002331,皖通科技,45.71,2.228,-8.619,1.34,,-19.203
600677,航天通信,631.89,3.691,-5.2,1.603,,-19.193
002759,天际股份,29.33,1.188,-16.108,2.067,,-19.136
300025,华星创业,79.2,2.075,-9.139,1.523,,-18.963
002272,川润股份,1519.42,2.037,-9.211,0.823,,-18.763
300619,金银河,52.5,1.727,-10.855,4.133,,-18.747
300506,名家汇,40.59,3.183,-5.873,2.18,,-18.694
002183,怡 亚 通,24.04,3.292,-5.675,0.72,,-18.682
000070,特发信息,26.16,2.466,-7.52,1.23,,-18.544
000710,贝瑞基因,81.44,2.735,-6.728,1.7,,-18.401
300339,润和软件,50.45,4.248,-4.282,1.443,,-18.19
600689,上海三毛,43.71,1.695,-10.711,2.213,,-18.155
600137,浪莎股份,78.88,2.832,-6.362,1.733,,-18.017
002434,万里扬,16.06,2.019,-8.883,0.83,,-17.935
000595,*ST宝实,106.26,1.152,-15.469,0.803,,-17.82
002360,同德化工,29.08,3.922,-4.52,0.857,,-17.727
300525,博思软件,180.8,4.077,-4.304,0.663,,-17.547
300005,探路者,42.3,2.182,-8.023,1.603,,-17.506
002871,伟隆股份,37.33,1.916,-9.031,2.543,,-17.303
600329,中新药业,23.03,3.018,-5.728,0.723,,-17.287
002762,金发拉比,42.6,2.252,-7.649,1.917,,-17.226
600973,宝胜股份,41.44,2.487,-6.913,0.557,,-17.193
002620,瑞和股份,25.25,2.421,-7.073,0.97,,-17.124
600298,安琪酵母,31.46,1.402,-12.161,0.74,,-17.05
600781,辅仁药业,671.51,1.636,-10.41,0.67,,-17.031
600547,山东黄金,44.12,0.902,-18.862,0.917,,-17.014
002809,红墙股份,47.92,1.928,-8.68,2.153,,-16.735
300508,维宏股份,41.18,2.645,-6.326,4.183,,-16.732
000760,斯太尔,43.63,0.989,-16.878,0.987,,-16.692
002400,省广股份,38.95,1.399,-11.898,1.12,,-16.645
000400,许继电气,30.27,3.25,-5.121,0.627,,-16.643
300164,通源石油,206.66,3.242,-5.133,1.69,,-16.641
600529,山东药玻,23.32,3.011,-5.515,0.707,,-16.606
300557,理工光科,53.79,2.177,-7.617,1.957,,-16.582
000597,东北制药,45.74,1.774,-9.322,0.73,,-16.537
002144,宏达高科,24.27,2.616,-6.231,0.763,,-16.3
600408,安泰集团,198.71,0.795,-20.489,0.647,,-16.289
600375,华菱星马,96.71,1.995,-8.158,0.703,,-16.275
300512,中亚股份,24.54,3.677,-4.413,1.603,,-16.227
601611,中国核建,37.4,1.899,-8.449,0.88,,-16.045
300304,云意电气,42.73,2.329,-6.83,1.097,,-15.907
000973,佛塑科技,61.02,1.353,-11.691,1.0,,-15.818
300262,巴安水务,19.86,1.648,-9.484,1.21,,-15.63
300652,雷迪克,30.65,1.855,-8.353,3.23,,-15.495
300211,亿通科技,396.74,2.787,-5.547,0.507,,-15.459
300215,电科院,50.84,1.129,-13.586,0.79,,-15.339
000777,中核科技,845.72,1.291,-11.84,0.627,,-15.285
300010,立思辰,106.0,1.147,-13.302,1.563,,-15.257
600235,民丰特纸,102.67,2.647,-5.731,1.333,,-15.17
600826,兰生股份,40.84,3.547,-4.239,0.54,,-15.036
300445,康斯特,54.19,1.831,-8.142,1.147,,-14.908
300079,数码科技,47.43,1.303,-11.362,1.623,,-14.805
002080,中材科技,23.11,2.375,-6.204,1.957,,-14.734
600336,澳柯玛,71.4,1.814,-8.016,0.553,,-14.541
600963,岳阳林纸,32.74,2.285,-6.344,1.083,,-14.496
002551,尚荣医疗,30.31,1.339,-10.795,1.33,,-14.455
600064,南京高科,14.99,2.11,-6.843,0.713,,-14.439
300432,富临精工,20.37,2.381,-5.966,1.01,,-14.205
000859,国风塑业,118.3,1.562,-9.047,0.51,,-14.131
600580,卧龙电气,11.81,2.963,-4.717,1.227,,-13.976
300448,浩云科技,225.32,1.288,-10.808,0.543,,-13.921
002802,洪汇新材,37.98,1.612,-8.636,1.77,,-13.921
300583,赛托生物,70.55,3.207,-4.304,1.363,,-13.803
002566,益盛药业,46.69,2.465,-5.527,1.147,,-13.624
600480,凌云股份,16.72,1.497,-9.045,1.01,,-13.54
002872,天圣制药,30.94,3.057,-4.414,1.767,,-13.494
300074,华平股份,210.19,1.892,-7.026,1.447,,-13.293
300693,盛弘股份,53.24,0.755,-17.568,6.387,,-13.264
600850,华东电脑,25.52,3.493,-3.791,0.887,,-13.242
300516,久之洋,132.69,1.747,-7.58,1.01,,-13.242
002117,东港股份,26.11,0.669,-19.763,0.627,,-13.221
300478,杭州高新,112.8,3.607,-3.656,4.133,,-13.187
002063,远光软件,39.31,0.652,-20.192,3.08,,-13.165
000712,锦龙股份,51.02,1.567,-8.199,0.737,,-12.848
002830,名雕股份,94.99,1.412,-9.07,5.017,,-12.807
600030,中信证券,21.42,1.636,-7.759,0.983,,-12.694
600690,青岛海尔,16.09,1.371,-9.216,0.56,,-12.635
002026,山东威达,22.14,2.939,-4.246,8.09,,-12.479
300135,宝利国际,74.08,1.762,-7.049,0.633,,-12.42
002535,林州重机,85.49,2.058,-6.02,1.093,,-12.389
300632,光莆股份,40.53,2.338,-5.222,3.907,,-12.209
002745,木林森,32.79,0.855,-14.183,0.56,,-12.126
002751,易尚展示,126.64,1.391,-8.603,2.11,,-11.967
002024,苏宁易购,137.32,2.078,-5.753,0.993,,-11.955
002152,广电运通,20.48,1.352,-8.769,0.96,,-11.856
300548,博创科技,44.83,2.125,-5.492,2.077,,-11.67
002526,山东矿机,74.36,1.899,-6.138,0.733,,-11.656
601858,中国科传,36.47,1.257,-9.187,1.643,,-11.548
002022,科华生物,28.4,3.147,-3.644,1.14,,-11.468
002388,新亚制程,49.33,2.075,-5.502,1.34,,-11.417
300467,迅游科技,141.21,1.164,-9.769,1.377,,-11.371
300084,海默科技,763.3,1.269,-8.933,1.18,,-11.336
002326,永太科技,42.24,0.651,-17.183,0.927,,-11.186
002755,东方新星,263.95,2.424,-4.543,0.903,,-11.012
300200,高盟新材,36.58,1.121,-9.757,0.757,,-10.938
002443,金洲管道,31.67,1.536,-7.102,0.907,,-10.909
300234,开尔新材,926.55,3.025,-3.595,2.29,,-10.875
300354,东华测试,841.51,0.99,-10.673,2.15,,-10.566
002882,金龙羽,28.81,0.662,-15.931,2.673,,-10.546
002763,汇洁股份,16.59,2.063,-5.103,1.023,,-10.527
300233,金城医药,30.83,2.665,-3.944,0.53,,-10.511
601008,连云港,647.37,1.84,-5.664,0.577,,-10.422
002746,仙坛股份,42.9,1.324,-7.652,0.723,,-10.131
600446,金证股份,346.12,2.024,-4.996,1.067,,-10.112
300228,富瑞特装,70.79,2.66,-3.8,2.66,,-10.108
000045,深纺织Ａ,102.29,1.231,-8.176,1.38,,-10.065
002169,智光电气,34.56,1.458,-6.816,0.567,,-9.938
002823,凯中精密,27.85,2.228,-4.459,1.707,,-9.935
002849,威星智能,46.71,0.843,-11.758,0.89,,-9.912
002648,卫星石化,19.12,0.816,-12.083,0.863,,-9.86
600736,苏州高新,18.27,2.059,-4.781,0.943,,-9.844
300137,先河环保,53.07,0.784,-12.351,3.73,,-9.683
000655,金岭矿业,25.38,0.729,-13.278,0.623,,-9.68
000419,通程控股,24.29,1.622,-5.96,0.633,,-9.667
300327,中颖电子,44.53,1.346,-7.151,1.22,,-9.625
002792,通宇通讯,39.25,0.695,-13.766,2.013,,-9.567
300530,达志科技,39.64,1.49,-6.39,0.663,,-9.521
002233,塔牌集团,18.84,1.69,-5.491,1.597,,-9.28
600576,祥源文化,41.63,0.918,-9.933,0.737,,-9.118
002040,南 京 港,44.71,1.108,-8.21,1.033,,-9.097
000652,泰达股份,22.52,2.942,-3.057,0.687,,-8.994
600718,东软集团,78.37,2.66,-3.321,0.637,,-8.834
300305,裕兴股份,29.75,1.282,-6.87,0.603,,-8.807
002149,西部材料,80.08,2.159,-4.067,0.993,,-8.781
300606,金太阳,39.19,0.533,-16.436,0.81,,-8.76
300665,飞鹿股份,92.31,1.011,-8.653,8.577,,-8.748
600838,上海九百,36.64,1.046,-8.189,1.68,,-8.566
600496,精工钢构,66.44,0.81,-10.439,0.743,,-8.456
300102,乾照光电,28.17,2.099,-4.008,2.297,,-8.413
300307,慈星股份,23.06,1.964,-4.235,0.717,,-8.318
002220,天宝食品,26.98,1.839,-4.446,0.51,,-8.176
600662,强生控股,85.98,1.02,-7.838,0.677,,-7.995
002775,文科园林,20.24,1.998,-3.891,1.587,,-7.774
002298,中电鑫龙,37.75,1.219,-6.352,0.67,,-7.743
300417,南华仪器,48.85,1.173,-6.571,1.84,,-7.708
000851,高鸿股份,88.92,1.348,-5.707,2.263,,-7.693
002886,沃特股份,64.68,0.672,-11.223,8.567,,-7.542
300617,安靠智电,42.09,1.126,-6.686,1.293,,-7.528
002214,大立科技,88.74,1.164,-6.438,1.97,,-7.494
002092,中泰化学,11.26,0.555,-13.282,0.673,,-7.372
300293,蓝英装备,97.94,1.079,-6.805,0.55,,-7.343
300472,新元科技,347.33,1.801,-4.041,0.787,,-7.278
600839,四川长虹,66.92,0.936,-7.76,0.677,,-7.263
600818,中路股份,131.38,0.337,-21.471,0.65,,-7.236
600814,杭州解百,32.38,0.65,-11.131,0.613,,-7.235
002822,中装建设,28.56,1.246,-5.767,0.997,,-7.186
600846,同济科技,41.53,0.668,-10.729,2.197,,-7.167
300528,幸福蓝海,48.64,1.177,-5.994,1.717,,-7.055
000917,电广传媒,80.77,2.438,-2.743,4.567,,-6.687
002494,华斯股份,145.14,0.497,-13.394,1.013,,-6.657
002462,嘉事堂,23.61,1.373,-4.811,0.96,,-6.606
002574,明牌珠宝,33.46,0.873,-7.399,0.577,,-6.459
600343,航天动力,518.24,0.864,-7.278,0.737,,-6.288
002031,巨轮智能,114.88,2.2,-2.856,0.77,,-6.283
601011,宝泰隆,63.14,0.519,-11.588,1.31,,-6.014
600361,华联综超,34.56,1.012,-5.933,1.243,,-6.004
002335,科华恒盛,16.85,0.722,-8.133,0.767,,-5.872
000833,贵糖股份,53.21,0.801,-7.191,0.793,,-5.76
300660,江苏雷利,25.01,0.854,-6.703,1.267,,-5.724
002697,红旗连锁,44.12,0.682,-8.317,2.233,,-5.672
002561,徐家汇,21.43,0.99,-5.522,0.6,,-5.467
000788,北大医药,119.1,0.655,-8.154,1.293,,-5.341
000401,冀东水泥,45.81,0.779,-6.739,2.083,,-5.25
300217,东方电热,43.99,1.379,-3.72,0.77,,-5.13
002369,卓翼科技,329.24,0.343,-14.376,4.593,,-4.931
600292,远达环保,48.17,0.393,-12.165,0.623,,-4.781
000099,中信海直,45.3,0.598,-7.894,0.583,,-4.721
002590,万安科技,43.68,0.444,-10.444,1.717,,-4.637
600676,交运股份,21.02,0.677,-6.837,0.51,,-4.629
300438,鹏辉能源,27.77,0.465,-9.662,1.34,,-4.493
000925,众合科技,117.17,0.259,-16.806,0.65,,-4.353
000514,渝 开 发,67.67,0.617,-6.926,0.64,,-4.273
002887,绿茵生态,32.05,1.247,-3.381,3.277,,-4.216
002672,东江环保,30.98,1.138,-3.56,1.07,,-4.051
300635,达安股份,41.41,0.432,-9.33,4.363,,-4.031
002087,新野纺织,14.04,0.355,-11.153,0.567,,-3.959
300679,电连技术,28.8,0.963,-4.102,2.28,,-3.95
600008,首创股份,43.66,0.612,-6.351,0.62,,-3.887
002302,西部建设,155.0,0.565,-6.635,1.15,,-3.749
002502,骅威文化,21.29,0.395,-9.26,1.177,,-3.658
300625,三雄极光,28.79,1.069,-3.317,1.57,,-3.546
300458,全志科技,1003.36,0.321,-10.757,4.52,,-3.453
300658,延江股份,31.82,0.421,-8.049,1.443,,-3.389
600487,亨通光电,24.33,0.611,-5.402,1.443,,-3.301
300208,恒顺众昇,21.71,0.26,-12.598,0.92,,-3.275
300708,聚灿光电,57.77,1.799,-1.804,12.63,,-3.245
000687,华讯方舟,112.73,1.18,-2.694,1.03,,-3.179
002166,莱茵生物,38.92,1.03,-3.044,1.113,,-3.135
002282,博深工具,85.95,0.235,-12.987,1.587,,-3.052
600633,浙数文化,8.95,0.493,-6.024,0.817,,-2.97
000548,湖南投资,17.21,1.266,-2.334,0.533,,-2.955
002300,太阳电缆,41.09,0.394,-7.46,0.707,,-2.939
600572,康恩贝,23.23,1.282,-2.265,0.547,,-2.904
000651,格力电器,15.23,0.615,-4.59,0.867,,-2.823
000818,方大化工,34.11,0.791,-3.548,0.857,,-2.806
600586,金晶科技,26.82,0.492,-5.478,0.517,,-2.695
002406,远东传动,24.44,1.003,-2.557,0.903,,-2.565
000826,启迪桑德,26.75,0.355,-7.004,0.507,,-2.486
600508,上海能源,10.79,0.972,-2.549,0.567,,-2.478
000669,金鸿控股,22.47,0.178,-13.63,0.56,,-2.426
600326,西藏天路,18.12,0.337,-7.028,1.023,,-2.368
300384,三联虹普,42.02,0.357,-6.505,0.77,,-2.322
300040,九洲电气,21.13,0.884,-2.573,1.227,,-2.275
600641,万业企业,4.85,0.33,-6.824,0.623,,-2.252
002778,高科石化,61.45,0.112,-19.121,1.263,,-2.142
000969,安泰科技,101.34,0.366,-5.089,0.593,,-1.863
300447,全信股份,31.55,0.659,-2.704,1.467,,-1.782
601777,力帆股份,37.87,0.153,-11.561,0.823,,-1.769
600985,雷鸣科化,38.35,0.67,-2.627,1.713,,-1.76
600881,亚泰集团,68.96,0.203,-8.481,0.53,,-1.722
002565,顺灏股份,78.43,0.17,-10.114,0.91,,-1.719
300475,聚隆科技,39.65,0.883,-1.927,1.377,,-1.702
002579,中京电子,304.07,0.117,-11.382,0.607,,-1.332
600438,通威股份,19.28,0.089,-14.354,0.563,,-1.278
000632,三木集团,1011.87,0.685,-1.855,0.683,,-1.271
300580,贝斯特,30.09,0.455,-2.515,1.87,,-1.144
300676,华大基因,168.49,0.121,-9.447,5.78,,-1.143
002148,北纬科技,31.83,0.143,-7.474,2.127,,-1.069
300177,中海达,85.69,0.399,-2.56,0.757,,-1.021
300549,优德精密,31.29,0.11,-9.251,1.033,,-1.018
002239,奥特佳,35.84,0.525,-1.81,0.577,,-0.95
600624,复旦复华,115.28,0.168,-5.154,1.11,,-0.866
002892,科力尔,42.45,0.06,-13.453,4.17,,-0.807
002444,巨星科技,24.22,0.487,-1.623,1.323,,-0.79
600770,综艺股份,202.13,0.248,-3.132,2.777,,-0.777
600210,紫江企业,8.26,0.419,-1.8,1.557,,-0.754
600055,万东医疗,92.59,0.144,-3.634,0.85,,-0.523
600448,华纺股份,130.33,0.042,-9.491,0.707,,-0.399
002832,比音勒芬,33.15,0.35,-0.962,0.51,,-0.337
600843,上工申贝,22.02,0.201,-1.349,0.543,,-0.271
601899,紫金矿业,35.65,0.216,-1.018,1.387,,-0.22
002808,苏州恒久,84.03,0.261,-0.784,0.57,,-0.205
002665,首航节能,110.36,0.14,-0.771,0.647,,-0.108
002288,超华科技,101.28,0.008,-8.82,1.673,,-0.071
000997,新 大 陆,25.63,0.056,-0.302,1.123,,-0.017
