,ts_code,name,industry,continuous_fall,average_p_change,accumulate_p_change,last_p_change,circ_mv
755,002294.SZ,信立泰,化学制药,2.0,-1.443,-2.866,1.844,2310649.344
1252,002800.SZ,天顺股份,仓储物流,3.0,-0.96,-2.865,0.454,62057.4339
2247,600138.SH,中青旅,旅游服务,3.0,-0.959,-2.861,1.262,1045224.96
1410,300022.SZ,吉峰科技,农用机械,1.0,-2.857,-2.857,1.471,141911.0285
1394,300006.SZ,莱美药业,化学制药,2.0,-1.436,-2.85,2.201,280624.1575
3101,601890.SH,亚星锚链,船舶,1.0,-2.85,-2.85,0.734,395272.8
2858,600860.SH,京城股份,专用机械,1.0,-2.846,-2.846,0.586,165830.0
2034,300657.SZ,弘信电子,元器件,1.0,-2.826,-2.826,3.034,250815.0683
14,000018.SZ,神州长城,装修装饰,2.0,-1.421,-2.823,1.245,242922.67
3265,603259.SH,药明康德,化学制药,2.0,-1.419,-2.822,3.608,888605.2856
3441,603693.SH,江苏新能,新型电力,1.0,-2.82,-2.821,0.198,179242.0
3430,603676.SH,卫信康,化学制药,2.0,-1.419,-2.821,1.759,77126.1754
213,000652.SZ,泰达股份,批发业,2.0,-1.417,-2.817,7.826,548374.7544
311,000792.SZ,盐湖股份,化工原料,1.0,-2.815,-2.815,1.524,1831433.3967
1731,300345.SZ,红宇新材,钢加工,1.0,-2.813,-2.813,1.579,142294.0156
2225,600114.SH,东睦股份,机械基件,1.0,-2.808,-2.807,1.788,469454.9055
2951,601009.SH,南京银行,银行,2.0,-1.41,-2.805,1.01,5937545.5468
1957,300577.SZ,开润股份,纺织,2.0,-1.411,-2.803,0.0,215722.0395
1932,300550.SZ,和仁科技,软件服务,2.0,-1.407,-2.802,1.281,148106.2
2887,600890.SH,中房股份,区域地产,2.0,-1.407,-2.795,0.654,445980.0923
3005,601218.SH,吉鑫科技,机械基件,2.0,-1.401,-2.788,0.717,278684.56
3384,603589.SH,口子窖,白酒,2.0,-1.393,-2.787,3.005,2673600.0
465,002003.SZ,伟星股份,服饰,2.0,-1.401,-2.785,0.409,463513.2077
1364,002921.SZ,联诚精密,汽车配件,2.0,-1.4,-2.78,0.997,119347.2
1477,300090.SZ,盛运环保,环境保护,1.0,-2.778,-2.778,0.952,242107.6949
3268,603268.SH,松发股份,陶瓷,2.0,-1.397,-2.778,0.224,222137.9832
3127,601996.SH,丰林集团,林业,1.0,-2.769,-2.769,1.899,304284.848
2854,600856.SH,中天能源,供气供热,1.0,-2.764,-2.764,2.067,530651.7125
1969,300589.SZ,江龙船艇,船舶,1.0,-2.762,-2.762,1.002,72573.5232
1493,300106.SZ,西部牧业,农业综合,1.0,-2.755,-2.755,0.333,127122.5147
1717,300331.SZ,苏大维格,元器件,1.0,-2.75,-2.75,2.611,188307.6708
2599,600573.SH,惠泉啤酒,啤酒,3.0,-0.922,-2.743,7.052,189750.0
1203,002747.SZ,埃斯顿,机械基件,2.0,-1.381,-2.743,4.122,697315.369
3424,603663.SH,三祥新材,矿物制品,2.0,-1.372,-2.737,3.355,93717.779
2205,600093.SH,易见股份,仓储物流,1.0,-2.737,-2.737,2.381,1061835.335
112,000517.SZ,荣安地产,区域地产,1.0,-2.734,-2.734,0.803,761971.9488
592,002130.SZ,沃尔核材,电气设备,1.0,-2.73,-2.729,6.378,394539.277
364,000877.SZ,天山股份,水泥,3.0,-0.909,-2.725,0.731,727838.068
1115,002655.SZ,共达电声,元器件,1.0,-2.721,-2.721,0.699,259200.0
3383,603588.SH,高能环境,环境保护,2.0,-1.366,-2.714,1.562,595483.1119
1531,300144.SZ,宋城演艺,旅游景点,2.0,-1.36,-2.704,1.102,2496545.497
2373,600285.SH,羚锐制药,中成药,2.0,-1.361,-2.703,0.379,421002.5166
437,000972.SZ,ST中基,食品,1.0,-2.703,-2.703,4.861,232927.6409
3454,603713.SH,密尔克卫,仓储物流,1.0,-2.693,-2.693,0.795,130484.76
2434,600359.SH,新农开发,农业综合,1.0,-2.691,-2.691,0.922,167102.6152
1911,300528.SZ,幸福蓝海,影视音像,3.0,-0.9,-2.678,1.077,140112.4362
1333,002887.SZ,绿茵生态,环境保护,2.0,-1.344,-2.674,2.272,103301.8624
2553,600519.SH,贵州茅台,白酒,3.0,-0.897,-2.669,0.8,91201216.4778
2227,600116.SH,三峡水利,水力发电,3.0,-0.894,-2.66,0.621,804334.4566
503,002041.SZ,登海种业,种植业,1.0,-2.658,-2.658,0.683,515578.6644
2430,600354.SH,敦煌种业,种植业,1.0,-2.657,-2.657,0.744,214287.6445
3156,603028.SH,赛福天,钢加工,2.0,-1.337,-2.657,0.496,93610.617
795,002334.SZ,英威腾,电气设备,2.0,-1.335,-2.652,2.14,303950.4174
3074,601766.SH,中国中车,运输设备,3.0,-0.891,-2.652,1.135,20419663.8331
2329,600233.SH,圆通速递,仓储物流,1.0,-2.65,-2.65,0.778,1015244.766
41,000055.SZ,方大集团,其他建材,2.0,-1.328,-2.64,6.102,424605.7239
1158,002698.SZ,博实股份,化工机械,2.0,-1.314,-2.634,6.377,599418.1346
1456,300069.SZ,金利华电,电气设备,1.0,-2.632,-2.632,3.632,113371.8208
2397,600313.SH,农发种业,种植业,1.0,-2.632,-2.632,1.544,268101.4391
3032,601388.SH,怡球资源,铝,1.0,-2.62,-2.62,4.933,473943.6
215,000656.SZ,金科股份,区域地产,3.0,-0.876,-2.619,0.336,3142770.3386
2755,600744.SH,华银电力,火力发电,2.0,-1.315,-2.614,2.685,253256.127
1074,002614.SZ,奥佳华,医疗保健,2.0,-1.308,-2.607,2.915,576504.6499
3472,603766.SH,隆鑫通用,摩托车,2.0,-1.311,-2.605,1.029,998770.6697
2567,600535.SH,天士力,中成药,2.0,-1.31,-2.603,1.677,2934572.4843
3047,601598.SH,中国外运,仓储物流,2.0,-1.31,-2.603,1.559,616346.5773
3389,603599.SH,广信股份,农药化肥,1.0,-2.592,-2.592,0.28,665420.5213
58,000096.SZ,广聚能源,石油贸易,1.0,-2.592,-2.592,1.638,507272.064
584,002122.SZ,*ST天马,机械基件,1.0,-2.591,-2.591,0.532,223823.3729
1725,300339.SZ,润和软件,软件服务,2.0,-1.302,-2.587,4.188,727907.6215
3109,601928.SH,凤凰传媒,出版业,2.0,-1.294,-2.574,0.377,2030830.2
367,000881.SZ,中广核技,综合类,2.0,-1.287,-2.573,2.013,249832.1184
838,002377.SZ,国创高新,石油加工,1.0,-2.57,-2.57,3.297,228354.1572
154,000566.SZ,海南海药,化学制药,2.0,-1.292,-2.568,0.988,676258.8372
1266,002816.SZ,和科达,专用机械,1.0,-2.567,-2.567,1.976,97513.8754
189,000613.SZ,大东海A,旅游服务,1.0,-2.564,-2.564,0.439,182498.5272
2560,600527.SH,江南高纤,化纤,1.0,-2.564,-2.564,2.193,280330.2418
1288,002839.SZ,张家港行,银行,2.0,-1.29,-2.564,7.566,558145.8288
1006,002546.SZ,新联电子,电气设备,2.0,-1.289,-2.564,1.914,332330.1172
2917,600969.SH,郴电国际,水力发电,3.0,-0.86,-2.56,2.009,244233.3194
29,000036.SZ,华联控股,全国地产,2.0,-1.269,-2.552,0.818,699987.5726
3162,603035.SH,常熟汽饰,汽车配件,2.0,-1.28,-2.548,0.475,218367.8972
3295,603323.SH,吴江银行,银行,2.0,-1.281,-2.546,5.08,439415.8365
2233,600122.SH,宏图高科,其他商业,1.0,-2.544,-2.545,2.35,454037.2732
32,000039.SZ,中集集团,轻工机械,2.0,-1.278,-2.542,1.897,1633854.9365
3518,603868.SH,飞科电器,家用电器,2.0,-1.275,-2.541,1.81,183904.8
1629,300243.SZ,瑞丰高材,化工原料,1.0,-2.54,-2.54,2.932,159428.1187
2119,300747.SZ,锐科激光,元器件,2.0,-1.277,-2.539,3.9,459456.0
2980,601118.SH,海南橡胶,橡胶,1.0,-2.529,-2.529,0.998,2165390.4653
3584,603996.SH,中新科技,家用电器,1.0,-2.518,-2.518,0.826,292946.4
3428,603668.SH,天马科技,饲料,2.0,-1.264,-2.515,0.614,152316.1679
2257,600152.SH,维科技术,电气设备,2.0,-1.263,-2.511,4.546,203510.1111
457,000999.SZ,华润三九,中成药,2.0,-1.262,-2.509,0.844,2338364.7861
3263,603239.SH,浙江仙通,汽车配件,3.0,-0.842,-2.507,1.429,96616.8
654,002192.SZ,融捷股份,专用机械,1.0,-2.503,-2.503,4.251,587028.5499
76,000403.SZ,振兴生化,生物制药,2.0,-1.257,-2.498,0.115,694525.7485
194,000620.SZ,新华联,全国地产,1.0,-2.494,-2.494,0.465,819366.0494
898,002437.SZ,誉衡药业,化学制药,1.0,-2.484,-2.485,1.592,691297.4019
2285,600184.SH,光电股份,专用机械,1.0,-2.482,-2.482,2.168,551496.7354
2407,600325.SH,华发股份,区域地产,2.0,-1.241,-2.479,0.706,1500353.1487
790,002329.SZ,皇氏集团,乳制品,1.0,-2.479,-2.479,3.107,189299.6295
497,002035.SZ,华帝股份,家用电器,2.0,-1.24,-2.464,0.389,808709.3833
1,000002.SZ,万科A,全国地产,1.0,-2.461,-2.461,0.074,26201813.606
3199,603103.SH,横店影视,影视音像,2.0,-1.233,-2.458,5.581,124338.0
2178,600063.SH,皖维高新,化纤,1.0,-2.456,-2.456,3.237,552731.7766
534,002072.SZ,凯瑞德,互联网,1.0,-2.447,-2.447,1.505,102669.5886
2412,600330.SH,天通股份,元器件,1.0,-2.442,-2.442,6.815,765362.4806
687,002225.SZ,濮耐股份,其他建材,1.0,-2.439,-2.439,2.292,347219.6633
109,000513.SZ,丽珠集团,中成药,2.0,-1.225,-2.439,1.528,1339929.1726
1132,002672.SZ,东江环保,环境保护,2.0,-1.224,-2.435,2.05,751694.4602
2895,600898.SH,国美通讯,通信设备,2.0,-1.21,-2.434,2.948,229291.6286
2440,600366.SH,宁波韵升,电器仪表,1.0,-2.431,-2.431,1.068,561816.5935
923,002462.SZ,嘉事堂,医药商业,2.0,-1.223,-2.431,1.508,385944.0101
2521,600482.SH,中国动力,电气设备,2.0,-1.215,-2.429,1.416,2105663.6761
163,000582.SZ,北部湾港,港口,2.0,-1.221,-2.427,0.916,202908.0746
2177,600062.SH,华润双鹤,化学制药,2.0,-1.219,-2.425,1.657,1010118.1377
2224,600113.SH,浙江东日,区域地产,2.0,-1.218,-2.424,2.353,249463.8
3570,603970.SH,中农立华,其他商业,1.0,-2.424,-2.424,0.51,125608.9262
2383,600298.SH,安琪酵母,食品,3.0,-0.814,-2.422,1.336,2187110.8227
2059,300682.SZ,朗新科技,软件服务,2.0,-1.215,-2.42,0.605,273085.5871
2909,600959.SH,江苏有线,影视音像,1.0,-2.418,-2.418,3.378,1782999.1777
1016,002556.SZ,辉隆股份,其他商业,1.0,-2.418,-2.418,0.708,397865.5383
2811,600807.SH,*ST天业,区域地产,2.0,-1.214,-2.415,0.495,319529.4964
1048,002588.SZ,史丹利,农药化肥,1.0,-2.412,-2.412,2.247,331989.825
1795,300411.SZ,金盾股份,专用机械,2.0,-1.206,-2.41,1.852,151475.4343
3020,601326.SH,秦港股份,港口,2.0,-1.21,-2.41,1.235,542264.2931
3450,603708.SH,家家悦,超市连锁,2.0,-1.208,-2.403,1.143,361033.0677
1806,300422.SZ,博世科,环境保护,2.0,-1.205,-2.397,2.358,275662.9808
2189,600075.SH,新疆天业,化工原料,1.0,-2.39,-2.39,1.02,412037.8406
3558,603937.SH,丽岛新材,铝,1.0,-2.389,-2.389,1.688,91409.2129
288,000756.SZ,新华制药,化学制药,3.0,-0.802,-2.388,0.917,263666.7502
2502,600456.SH,宝钛股份,小金属,2.0,-1.181,-2.387,1.141,800724.4677
981,002520.SZ,日发精机,机床制造,1.0,-2.384,-2.384,1.357,176259.6549
168,000589.SZ,黔轮胎A,汽车配件,2.0,-1.187,-2.381,1.355,290002.3137
428,000962.SZ,东方钽业,小金属,1.0,-2.378,-2.378,4.155,320484.1806
2050,300673.SZ,佩蒂股份,饲料,2.0,-1.193,-2.373,0.982,164514.24
1379,002938.SZ,鹏鼎控股,元器件,1.0,-2.373,-2.373,8.326,556361.3984
2904,600929.SH,湖南盐业,食品,1.0,-2.373,-2.373,0.926,130800.0
2398,600315.SH,上海家化,日用化工,2.0,-1.186,-2.359,0.38,1952661.773
1754,300369.SZ,绿盟科技,软件服务,1.0,-2.358,-2.358,3.31,825246.1487
3412,603637.SH,镇海股份,建筑施工,1.0,-2.357,-2.357,0.0,66262.3108
17,000021.SZ,深科技,电脑设备,2.0,-1.184,-2.355,4.113,1078486.065
2923,600977.SH,中国电影,影视音像,4.0,-0.584,-2.343,1.232,881965.0
371,000886.SZ,海南高速,路桥,1.0,-2.342,-2.342,1.919,411609.5029
1175,002717.SZ,岭南股份,环境保护,2.0,-1.176,-2.34,1.009,443402.2312
1623,300237.SZ,美晨生态,建筑施工,2.0,-1.175,-2.337,0.957,610085.1835
279,000736.SZ,中交地产,全国地产,1.0,-2.336,-2.336,0.837,375801.6672
3201,603106.SH,恒银金融,电脑设备,2.0,-1.174,-2.336,6.808,151336.35
892,002431.SZ,棕榈股份,建筑施工,2.0,-1.17,-2.331,1.671,564514.8304
1561,300174.SZ,元力股份,化工原料,1.0,-2.326,-2.326,0.411,270392.5625
354,000858.SZ,五粮液,白酒,2.0,-1.169,-2.325,0.661,26001030.7883
2867,600869.SH,智慧能源,电气设备,2.0,-1.164,-2.321,0.594,1127431.195
3394,603605.SH,珀莱雅,日用化工,2.0,-1.166,-2.319,0.642,292141.919
341,000830.SZ,鲁西化工,农药化肥,1.0,-2.317,-2.317,0.711,1865107.7516
2385,600300.SH,维维股份,软饮料,1.0,-2.31,-2.31,2.365,506616.0
1271,002821.SZ,凯莱英,生物制药,2.0,-1.161,-2.309,1.226,968715.4626
1116,002656.SZ,摩登大道,服饰,2.0,-1.161,-2.309,10.0,285384.9535
1218,002763.SZ,汇洁股份,服饰,2.0,-1.156,-2.307,0.236,154276.9349
879,002418.SZ,康盛股份,机械基件,1.0,-2.296,-2.296,1.306,389400.0111
867,002406.SZ,远东传动,汽车配件,2.0,-1.154,-2.295,1.678,251915.2775
2995,601179.SH,中国西电,电气设备,3.0,-0.768,-2.29,1.562,1999094.1173
1683,300297.SZ,蓝盾股份,软件服务,1.0,-2.29,-2.29,5.0,522498.0828
2208,600096.SH,云天化,农药化肥,1.0,-2.288,-2.288,0.836,796791.6202
2871,600873.SH,梅花生物,食品,2.0,-1.146,-2.287,1.277,1463077.2673
724,002263.SZ,*ST东南,塑料,3.0,-0.754,-2.273,1.744,328713.0175
781,002320.SZ,海峡股份,水运,1.0,-2.271,-2.271,0.563,797342.274
2589,600562.SH,国睿科技,通信设备,2.0,-1.141,-2.27,2.596,903489.1456
815,002354.SZ,天神娱乐,互联网,1.0,-2.268,-2.268,3.375,337392.8967
1823,300439.SZ,美康生物,医疗保健,2.0,-1.14,-2.267,2.387,300512.9405
1156,002696.SZ,百洋股份,渔业,1.0,-2.267,-2.267,2.706,167579.3703
1300,002852.SZ,道道全,食品,1.0,-2.26,-2.26,1.301,175813.1063
459,001872.SZ,招商港口,港口,1.0,-2.256,-2.256,0.592,790260.81
649,002187.SZ,广百股份,百货,2.0,-1.133,-2.255,1.153,300304.5921
2630,600606.SH,绿地控股,全国地产,5.0,-0.443,-2.249,0.92,8006645.5853
1160,002700.SZ,新疆浩源,供气供热,1.0,-2.245,-2.245,1.566,304676.3462
171,000592.SZ,平潭发展,林业,1.0,-2.241,-2.241,6.59,711984.5328
1356,002912.SZ,中新赛克,软件服务,2.0,-1.122,-2.235,2.328,501099.4
199,000627.SZ,天茂集团,保险,2.0,-1.106,-2.215,5.34,3216344.7527
843,002382.SZ,蓝帆医疗,医疗保健,2.0,-1.113,-2.213,3.018,729614.3573
701,002239.SZ,奥特佳,汽车配件,1.0,-2.212,-2.212,3.167,689869.6678
2686,600673.SH,东阳光科,铝,3.0,-0.743,-2.212,1.81,2213033.6313
1507,300120.SZ,经纬辉开,电气设备,1.0,-2.205,-2.205,1.194,177068.0137
2946,601003.SH,柳钢股份,普钢,2.0,-1.099,-2.198,2.809,1875964.6224
564,002102.SZ,ST冠福,化学制药,1.0,-2.186,-2.186,1.676,362458.7852
2335,600239.SH,云南城投,区域地产,1.0,-2.186,-2.186,0.838,579652.9741
2713,600701.SH,*ST工新,综合类,2.0,-1.086,-2.183,4.911,182331.4553
313,000795.SZ,英洛华,矿物制品,1.0,-2.179,-2.179,2.475,366957.8913
504,002042.SZ,华孚时尚,纺织,2.0,-1.094,-2.178,3.082,913664.4631
3120,601975.SH,ST长油,水运,2.0,-1.093,-2.174,0.444,429072.7423
2785,600777.SH,新潮能源,综合类,1.0,-2.174,-2.174,1.333,745130.419
1974,300595.SZ,欧普康视,医疗保健,2.0,-1.089,-2.171,0.641,562444.881
1482,300095.SZ,华伍股份,机械基件,1.0,-2.17,-2.17,2.403,133020.109
2424,600346.SH,恒力股份,化纤,3.0,-0.725,-2.162,1.14,1304570.6225
263,000717.SZ,韶钢松山,普钢,1.0,-2.162,-2.162,1.842,1337992.8098
641,002179.SZ,中航光电,元器件,2.0,-1.08,-2.153,2.994,3149447.7513
2375,600288.SH,大恒科技,软件服务,2.0,-1.078,-2.152,4.528,352934.4
1564,300177.SZ,中海达,通信设备,1.0,-2.149,-2.149,2.703,400144.588
1524,300137.SZ,先河环保,环境保护,1.0,-2.149,-2.149,2.081,418448.8567
2524,600486.SH,扬农化工,农药化肥,2.0,-1.074,-2.147,0.571,1420266.6908
2989,601162.SH,天风证券,证券,2.0,-1.072,-2.138,10.026,443408.0
260,000713.SZ,丰乐种业,种植业,1.0,-2.135,-2.135,0.364,164979.5343
1211,002756.SZ,永兴特钢,特种钢,4.0,-0.526,-2.132,0.613,273350.3195
2164,600048.SH,保利地产,全国地产,1.0,-2.131,-2.131,0.233,15175305.4501
3181,603069.SH,海汽集团,公路,1.0,-2.128,-2.128,1.159,121312.4
642,002180.SZ,纳思达,电脑设备,2.0,-1.058,-2.128,0.711,2542880.5788
1373,002931.SZ,锋龙股份,汽车配件,2.0,-1.067,-2.122,1.704,72948.26
3063,601668.SH,中国建筑,建筑施工,3.0,-0.709,-2.121,0.5,24808068.2515
1738,300352.SZ,北信源,软件服务,1.0,-2.119,-2.119,1.948,515069.2563
3493,603810.SH,丰山集团,农药化肥,1.0,-2.114,-2.114,0.381,79000.0
644,002182.SZ,云海金属,小金属,1.0,-2.11,-2.11,9.339,343167.8581
2094,300719.SZ,安达维尔,航空,1.0,-2.11,-2.11,1.5,89188.1734
680,002218.SZ,拓日新能,半导体,2.0,-1.051,-2.108,0.923,398755.2839
3582,603991.SH,至正股份,塑料,1.0,-2.102,-2.102,0.838,79117.9961
2041,300664.SZ,鹏鹞环保,环境保护,2.0,-1.055,-2.099,1.364,348953.176
2620,600596.SH,新安股份,农药化肥,1.0,-2.094,-2.094,2.224,811625.6364
62,000151.SZ,中成股份,商贸代理,1.0,-2.092,-2.092,1.692,304393.2103
2622,600598.SH,北大荒,种植业,1.0,-2.086,-2.086,0.785,1598134.2382
620,002158.SZ,汉钟精机,工程机械,2.0,-1.046,-2.083,0.672,475694.6566
2695,600682.SH,南京新百,百货,2.0,-1.045,-2.081,1.739,1055207.8788
1675,300289.SZ,利德曼,生物制药,2.0,-1.045,-2.08,1.133,297944.3888
607,002145.SZ,中核钛白,化工原料,1.0,-2.078,-2.078,2.387,517678.5018
1388,002948.SZ,青岛银行,银行,2.0,-1.043,-2.077,4.731,289527.0741
3241,603189.SH,网达软件,软件服务,1.0,-2.076,-2.076,3.18,128596.8
531,002069.SZ,獐子岛,渔业,1.0,-2.072,-2.072,1.058,263081.7551
8,000010.SZ,美丽生态,建筑施工,2.0,-1.041,-2.071,2.719,177538.2583
1047,002587.SZ,奥拓电子,元器件,2.0,-1.035,-2.06,3.059,215180.7038
3051,601606.SH,长城军工,专用机械,1.0,-2.058,-2.058,2.609,209568.0
1399,300011.SZ,鼎汉技术,运输设备,1.0,-2.054,-2.054,3.065,286347.0218
1032,002572.SZ,索菲亚,家居用品,2.0,-1.027,-2.049,1.486,1176648.7197
2983,601128.SH,常熟银行,银行,2.0,-1.024,-2.038,3.863,725010.612
3535,603895.SH,天永智能,专用机械,2.0,-1.023,-2.037,2.079,78837.7388
1550,300163.SZ,先锋新材,其他建材,1.0,-2.036,-2.036,0.26,127213.2831
146,000557.SZ,西部创业,铁路,1.0,-2.036,-2.036,0.779,227075.143
1412,300024.SZ,机器人,专用机械,2.0,-1.023,-2.035,4.424,2358243.478
1819,300435.SZ,中泰股份,机械基件,1.0,-2.035,-2.035,1.78,105794.1726
559,002097.SZ,山河智能,工程机械,2.0,-1.018,-2.031,2.073,538760.1747
2655,600636.SH,三爱富,化工原料,2.0,-1.02,-2.03,1.912,571632.2759
46,000061.SZ,农产品,农业综合,1.0,-2.03,-2.029,1.13,910217.7247
3212,603127.SH,昭衍新药,医疗保健,2.0,-1.019,-2.028,2.464,334187.0465
1695,300309.SZ,吉艾科技,多元金融,2.0,-1.016,-2.023,5.457,534052.8286
3315,603359.SH,东珠生态,建筑施工,2.0,-1.016,-2.023,2.941,251603.2106
1582,300196.SZ,长海股份,玻璃,2.0,-1.015,-2.02,0.103,253744.2174
2740,600729.SH,重庆百货,百货,2.0,-1.013,-2.018,0.824,1193674.5277
3360,603527.SH,众源新材,铜,1.0,-2.01,-2.011,1.338,122150.3903
1864,300480.SZ,光力科技,电器仪表,2.0,-1.009,-2.01,2.637,110933.6302
1619,300233.SZ,金城医药,化学制药,2.0,-1.006,-2.007,0.41,522260.4523
218,000661.SZ,长春高新,生物制药,2.0,-1.005,-2.003,10.0,3841788.6726
1598,300212.SZ,易华录,软件服务,1.0,-2.001,-2.001,3.134,920612.0609
2309,600211.SH,西藏药业,中成药,2.0,-1.003,-1.996,1.183,448414.12
725,002264.SZ,新华都,超市连锁,1.0,-1.99,-1.99,1.523,360988.179
1532,300145.SZ,中金环境,专用机械,2.0,-0.992,-1.983,2.601,525057.4445
2474,600405.SH,动力源,电气设备,1.0,-1.965,-1.965,1.603,280510.6521
2965,601068.SH,中铝国际,建筑施工,1.0,-1.964,-1.964,1.639,165115.9202
544,002082.SZ,万邦德,铝,1.0,-1.963,-1.963,0.751,191590.0
2272,600169.SH,太原重工,工程机械,2.0,-0.98,-1.961,2.8,658936.435
1433,300045.SZ,华力创通,电脑设备,1.0,-1.959,-1.959,1.554,372633.6329
2249,600141.SH,兴发集团,化工原料,1.0,-1.959,-1.959,1.142,758606.7536
963,002502.SZ,骅威文化,影视音像,1.0,-1.956,-1.956,2.244,254800.4237
3111,601933.SH,永辉超市,超市连锁,2.0,-0.977,-1.956,3.756,7043969.5233
2347,600255.SH,梦舟股份,铜,1.0,-1.951,-1.951,2.488,364536.2723
1525,300138.SZ,晨光生物,食品,2.0,-0.98,-1.951,0.995,244836.3845
2228,600117.SH,西宁特钢,特种钢,1.0,-1.95,-1.95,1.989,266097.7115
629,002167.SZ,东方锆业,小金属,1.0,-1.948,-1.948,2.649,384304.83
3045,601588.SH,北辰实业,区域地产,2.0,-0.977,-1.948,1.987,819280.0
2482,600419.SH,天润乳业,乳制品,1.0,-1.948,-1.948,0.133,313157.0
3541,603901.SH,永创智能,专用机械,2.0,-0.978,-1.947,1.844,132112.0
822,002361.SZ,神剑股份,化工原料,1.0,-1.942,-1.942,1.98,254190.7835
3568,603968.SH,醋化股份,化工原料,2.0,-0.97,-1.938,2.489,286272.0
3118,601968.SH,宝钢包装,广告包装,2.0,-0.972,-1.935,2.632,389999.9844
2716,600704.SH,物产中大,商贸代理,3.0,-0.646,-1.931,2.756,2248088.2217
129,000537.SZ,广宇发展,区域地产,1.0,-1.923,-1.923,1.307,314608.0059
2906,600936.SH,广西广电,影视音像,1.0,-1.923,-1.923,0.98,492745.1291
3324,603378.SH,亚士创能,染料涂料,2.0,-0.96,-1.923,2.031,100503.86
1124,002664.SZ,长鹰信质,汽车配件,1.0,-1.922,-1.921,4.735,449003.8441
1393,300005.SZ,探路者,服饰,1.0,-1.918,-1.918,2.793,243697.9683
871,002410.SZ,广联达,软件服务,2.0,-0.961,-1.917,3.755,2400405.6864
2899,600908.SH,无锡银行,银行,2.0,-0.959,-1.91,6.018,488898.8277
2797,600791.SH,京能置业,全国地产,1.0,-1.909,-1.909,1.703,189067.1249
922,002461.SZ,珠江啤酒,啤酒,2.0,-0.957,-1.908,0.973,706007.9152
3340,603456.SH,九洲药业,化学制药,2.0,-0.957,-1.905,0.555,580691.339
2685,600671.SH,天目药业,中成药,2.0,-0.955,-1.905,0.0,213132.6533
1991,300612.SZ,宣亚国际,广告包装,1.0,-1.899,-1.899,10.0,77300.3437
1465,300078.SZ,思创医惠,元器件,1.0,-1.897,-1.897,1.719,690639.828
2477,600409.SH,三友化工,化工原料,1.0,-1.893,-1.893,1.768,1289625.0925
289,000757.SZ,浩物股份,汽车配件,1.0,-1.89,-1.89,3.083,241616.486
1374,002932.SZ,明德生物,医疗保健,2.0,-0.946,-1.885,1.849,70613.5495
2488,600426.SH,华鲁恒升,农药化肥,1.0,-1.883,-1.883,1.402,2222330.7739
762,002301.SZ,齐心集团,文教休闲,2.0,-0.94,-1.88,0.564,571285.3319
1358,002915.SZ,中欣氟材,化工原料,1.0,-1.873,-1.873,1.227,75456.3275
1654,300268.SZ,佳沃股份,农业综合,1.0,-1.87,-1.87,1.067,130479.8334
3547,603916.SH,苏博特,化工原料,1.0,-1.868,-1.868,0.911,157190.05
1546,300159.SZ,新研股份,农用机械,1.0,-1.866,-1.866,4.373,573581.8851
1978,300599.SZ,雄塑科技,塑料,2.0,-0.935,-1.865,1.9,102023.482
3061,601636.SH,旗滨集团,玻璃,2.0,-0.936,-1.865,1.425,1114053.3099
2455,600382.SH,广东明珠,商贸代理,2.0,-0.933,-1.863,1.779,293218.5828
47,000062.SZ,深圳华强,批发业,2.0,-0.934,-1.862,2.898,1378470.9695
713,002251.SZ,步步高,超市连锁,2.0,-0.932,-1.861,0.592,682050.6296
1108,002648.SZ,卫星石化,化工原料,1.0,-1.859,-1.859,4.341,1370432.4298
998,002538.SZ,司尔特,农药化肥,1.0,-1.852,-1.852,2.076,377870.2321
980,002519.SZ,银河电子,通信设备,1.0,-1.852,-1.852,2.695,316819.7289
1064,002604.SZ,*ST龙力,食品,1.0,-1.852,-1.852,1.258,81800.1378
695,002233.SZ,塔牌集团,水泥,2.0,-0.925,-1.846,0.427,1365549.4915
2192,600078.SH,澄星股份,化工原料,1.0,-1.842,-1.842,4.558,258403.4158
2362,600273.SH,嘉化能源,化工原料,3.0,-0.616,-1.842,1.104,1294979.09
709,002247.SZ,聚力文化,软件服务,1.0,-1.839,-1.839,2.81,238861.4282
3248,603203.SH,快克股份,专用机械,2.0,-0.907,-1.833,2.033,132575.9645
609,002147.SZ,ST新光,区域地产,1.0,-1.832,-1.831,1.866,146597.4532
2572,600540.SH,新赛股份,种植业,1.0,-1.831,-1.831,3.496,209089.951
3474,603768.SH,常青股份,汽车配件,2.0,-0.916,-1.828,0.324,86884.875
1099,002639.SZ,雪人股份,专用机械,1.0,-1.827,-1.827,0.869,419674.6528
2456,600383.SH,金地集团,全国地产,1.0,-1.822,-1.821,1.02,4916381.5099
2894,600897.SH,厦门空港,机场,2.0,-0.914,-1.82,1.311,667392.21
3521,603876.SH,鼎胜新材,铝,1.0,-1.819,-1.819,0.708,120120.0
638,002176.SZ,江特电机,电气设备,1.0,-1.818,-1.818,0.741,798760.7809
1539,300152.SZ,科融环境,环境保护,1.0,-1.818,-1.818,0.926,155373.8375
3583,603993.SH,洛阳钼业,小金属,1.0,-1.81,-1.81,1.152,7755274.1639
737,002276.SZ,万马股份,电气设备,2.0,-0.909,-1.809,3.685,640065.2063
1589,300203.SZ,聚光科技,环境保护,2.0,-0.907,-1.808,2.507,1181988.7243
