,ts_code,name,industry,continuous_fall,average_p_change,accumulate_p_change,circ_mv
1424,300036.SZ,超图软件,软件服务,2.0,-0.505,-1.587,535667.8902
2688,600675.SH,中华企业,区域地产,1.0,-0.785,-1.568,1054888.5599
55,000088.SZ,盐田港,港口,1.0,-0.751,-1.56,1225528.2
2980,601118.SH,海南橡胶,橡胶,1.0,-0.766,-1.556,2165390.4653
1932,300550.SZ,和仁科技,软件服务,2.0,-0.511,-1.556,148106.2
1904,300520.SZ,科大国创,软件服务,2.0,-0.492,-1.55,203894.5627
3074,601766.SH,中国中车,运输设备,3.0,-0.385,-1.547,20419663.8331
3413,603638.SH,艾迪精密,专用机械,1.0,-0.773,-1.545,227495.7834
1974,300595.SZ,欧普康视,医疗保健,2.0,-0.512,-1.544,562444.881
163,000582.SZ,北部湾港,港口,2.0,-0.508,-1.533,202908.0746
1211,002756.SZ,永兴特钢,特种钢,4.0,-0.298,-1.532,273350.3195
2484,600421.SH,ST仰帆,机械基件,1.0,-0.766,-1.53,176235.6
279,000736.SZ,中交地产,全国地产,1.0,-0.75,-1.519,375801.6672
2870,600872.SH,中炬高新,食品,2.0,-0.488,-1.515,2485508.0453
3474,603768.SH,常青股份,汽车配件,2.0,-0.503,-1.51,86884.875
3414,603639.SH,海利尔,农药化肥,3.0,-0.369,-1.494,157537.1949
288,000756.SZ,新华制药,化学制药,3.0,-0.372,-1.493,263666.7502
2208,600096.SH,云天化,农药化肥,1.0,-0.726,-1.471,796791.6202
2904,600929.SH,湖南盐业,食品,1.0,-0.724,-1.469,130800.0
1144,002684.SZ,猛狮科技,电气设备,2.0,-0.473,-1.466,262137.6092
252,000703.SZ,恒逸石化,化纤,5.0,-0.235,-1.464,3060259.6857
3123,601989.SH,中国重工,船舶,1.0,-0.692,-1.461,8666705.9112
10,000012.SZ,南玻A,玻璃,2.0,-0.475,-1.458,839623.4333
642,002180.SZ,纳思达,电脑设备,2.0,-0.468,-1.431,2542880.5788
439,000975.SZ,银泰资源,铅锌,1.0,-0.705,-1.43,1355352.0886
1410,300022.SZ,吉峰科技,农用机械,1.0,-0.693,-1.429,141911.0285
695,002233.SZ,塔牌集团,水泥,2.0,-0.474,-1.426,1365549.4915
620,002158.SZ,汉钟精机,工程机械,2.0,-0.474,-1.425,475694.6566
2050,300673.SZ,佩蒂股份,饲料,2.0,-0.468,-1.415,164514.24
997,002537.SZ,海联金汇,汽车整车,2.0,-0.47,-1.411,1252294.5293
1150,002690.SZ,美亚光电,专用机械,2.0,-0.467,-1.405,735330.1403
1623,300237.SZ,美晨生态,建筑施工,2.0,-0.464,-1.402,610085.1835
453,000995.SZ,*ST皇台,白酒,1.0,-0.696,-1.395,75219.9108
1865,300481.SZ,濮阳惠成,化工原料,1.0,-0.697,-1.394,431877.9798
2189,600075.SH,新疆天业,化工原料,1.0,-0.685,-1.394,412037.8406
765,002304.SZ,洋河股份,白酒,2.0,-0.461,-1.391,13226758.9077
34,000042.SZ,中洲控股,全国地产,2.0,-0.461,-1.39,798434.5178
2440,600366.SH,宁波韵升,电器仪表,1.0,-0.682,-1.389,561816.5935
999,002539.SZ,云图控股,农药化肥,1.0,-0.654,-1.375,303985.9308
70,000301.SZ,东方盛虹,综合类,2.0,-0.457,-1.372,612772.9318
2335,600239.SH,云南城投,区域地产,1.0,-0.674,-1.366,579652.9741
3340,603456.SH,九洲药业,化学制药,2.0,-0.453,-1.361,580691.339
1175,002717.SZ,岭南股份,环境保护,2.0,-0.448,-1.355,443402.2312
2630,600606.SH,绿地控股,全国地产,5.0,-0.216,-1.349,8006645.5853
311,000792.SZ,盐湖股份,化工原料,1.0,-0.645,-1.333,1831433.3967
762,002301.SZ,齐心集团,文教休闲,2.0,-0.439,-1.327,571285.3319
1195,002738.SZ,中矿资源,建筑施工,1.0,-0.661,-1.321,282646.1321
3361,603528.SH,多伦科技,软件服务,1.0,-0.619,-1.318,126435.66
2622,600598.SH,北大荒,种植业,1.0,-0.65,-1.317,1598134.2382
2370,600282.SH,南钢股份,普钢,1.0,-0.651,-1.305,1671635.6963
3555,603929.SH,亚翔集成,装修装饰,2.0,-0.42,-1.303,160868.96
2541,600506.SH,香梨股份,种植业,1.0,-0.65,-1.302,156716.9923
396,000918.SZ,嘉凯城,全国地产,3.0,-0.309,-1.299,1234066.986
2711,600698.SH,湖南天雁,汽车配件,1.0,-0.617,-1.292,281577.4941
3450,603708.SH,家家悦,超市连锁,2.0,-0.424,-1.288,361033.0677
3582,603991.SH,至正股份,塑料,1.0,-0.632,-1.281,79117.9961
1479,300092.SZ,科新机电,专用机械,2.0,-0.414,-1.28,116158.9079
713,002251.SZ,步步高,超市连锁,2.0,-0.424,-1.279,682050.6296
1731,300345.SZ,红宇新材,钢加工,1.0,-0.617,-1.279,142294.0156
2502,600456.SH,宝钛股份,小金属,2.0,-0.407,-1.273,800724.4677
146,000557.SZ,西部创业,铁路,1.0,-0.628,-1.272,227075.143
1299,002851.SZ,麦格米特,电气设备,3.0,-0.31,-1.241,292426.2789
1184,002727.SZ,一心堂,医药商业,2.0,-0.399,-1.236,645634.7779
3354,603515.SH,欧普照明,电气设备,2.0,-0.411,-1.231,378231.576
2450,600377.SH,宁沪高速,路桥,2.0,-0.41,-1.227,3668849.9889
544,002082.SZ,万邦德,铝,1.0,-0.606,-1.227,191590.0
1194,002737.SZ,葵花药业,中成药,2.0,-0.396,-1.217,838731.9048
2740,600729.SH,重庆百货,百货,2.0,-0.401,-1.211,1193674.5277
2868,600870.SH,*ST厦华,家用电器,2.0,-0.403,-1.209,171086.2905
3020,601326.SH,秦港股份,港口,2.0,-0.395,-1.205,542264.2931
608,002146.SZ,荣盛发展,全国地产,1.0,-0.6,-1.205,3511988.4618
680,002218.SZ,拓日新能,半导体,2.0,-0.393,-1.205,398755.2839
2608,600583.SH,海油工程,石油开采,2.0,-0.389,-1.203,2542279.01
2687,600674.SH,川投能源,水力发电,3.0,-0.301,-1.202,3979534.9939
3383,603588.SH,高能环境,环境保护,2.0,-0.39,-1.194,595483.1119
2912,600962.SH,国投中鲁,软饮料,1.0,-0.557,-1.179,212868.76
538,002076.SZ,雪莱特,家用电器,2.0,-0.375,-1.17,150536.1629
1563,300176.SZ,鸿特科技,汽车配件,2.0,-0.383,-1.152,1441615.4657
72,000338.SZ,潍柴动力,汽车配件,2.0,-0.383,-1.145,4031647.1659
173,000595.SZ,宝塔实业,机械基件,1.0,-0.538,-1.14,261737.9881
2397,600313.SH,农发种业,种植业,1.0,-0.544,-1.128,268101.4391
1788,300404.SZ,博济医药,医疗保健,1.0,-0.523,-1.125,104446.5955
3521,603876.SH,鼎胜新材,铝,1.0,-0.555,-1.124,120120.0
2841,600839.SH,四川长虹,家用电器,3.0,-0.272,-1.124,1218172.7052
2383,600298.SH,安琪酵母,食品,3.0,-0.276,-1.118,2187110.8227
3263,603239.SH,浙江仙通,汽车配件,3.0,-0.274,-1.114,96616.8
1271,002821.SZ,凯莱英,生物制药,2.0,-0.365,-1.111,968715.4626
3430,603676.SH,卫信康,化学制药,2.0,-0.36,-1.111,77126.1754
2393,600309.SH,万华化学,化工原料,2.0,-0.363,-1.108,5339086.575
2706,600693.SH,东百集团,百货,2.0,-0.368,-1.105,481821.958
638,002176.SZ,江特电机,电气设备,1.0,-0.539,-1.091,798760.7809
271,000726.SZ,鲁泰A,纺织,3.0,-0.273,-1.089,560402.7423
3047,601598.SH,中国外运,仓储物流,2.0,-0.354,-1.085,616346.5773
175,000597.SZ,东北制药,化学制药,3.0,-0.271,-1.084,561426.6899
1070,002610.SZ,爱康科技,电气设备,1.0,-0.536,-1.081,772775.8369
755,002294.SZ,信立泰,化学制药,2.0,-0.347,-1.075,2310649.344
1885,300501.SZ,海顺新材,广告包装,1.0,-0.531,-1.072,105114.3166
2225,600114.SH,东睦股份,机械基件,1.0,-0.51,-1.07,469454.9055
3239,603187.SH,海容冷链,机械基件,1.0,-0.528,-1.063,89340.0
19,000025.SZ,特力A,汽车服务,1.0,-0.525,-1.06,758468.48
981,002520.SZ,日发精机,机床制造,1.0,-0.514,-1.06,176259.6549
2610,600585.SH,海螺水泥,水泥,2.0,-0.353,-1.055,13878967.9491
2297,600197.SH,伊力特,白酒,1.0,-0.519,-1.049,706923.0
2521,600482.SH,中国动力,电气设备,2.0,-0.338,-1.047,2105663.6761
12,000016.SZ,深康佳A,家用电器,2.0,-0.33,-1.044,605101.6597
2871,600873.SH,梅花生物,食品,2.0,-0.338,-1.039,1463077.2673
1507,300120.SZ,经纬辉开,电气设备,1.0,-0.506,-1.038,177068.0137
1189,002732.SZ,燕塘乳业,乳制品,1.0,-0.512,-1.033,253507.1384
1996,300618.SZ,寒锐钴业,小金属,1.0,-0.511,-1.027,823534.4
879,002418.SZ,康盛股份,机械基件,1.0,-0.495,-1.02,389400.0111
2914,600965.SH,福成股份,农业综合,1.0,-0.507,-1.02,874372.6199
1085,002625.SZ,光启技术,汽车配件,2.0,-0.323,-1.008,461182.9738
1964,300584.SZ,海辰药业,化学制药,2.0,-0.332,-1.003,112346.3947
1711,300325.SZ,德威新材,塑料,2.0,-0.319,-0.997,315523.3986
241,000688.SZ,国城矿业,铅锌,1.0,-0.499,-0.997,1355655.6328
58,000096.SZ,广聚能源,石油贸易,1.0,-0.477,-0.997,507272.064
3181,603069.SH,海汽集团,公路,1.0,-0.484,-0.993,121312.4
1300,002852.SZ,道道全,食品,1.0,-0.48,-0.989,175813.1063
534,002072.SZ,凯瑞德,互联网,1.0,-0.471,-0.979,102669.5886
1525,300138.SZ,晨光生物,食品,2.0,-0.322,-0.976,244836.3845
3547,603916.SH,苏博特,化工原料,1.0,-0.479,-0.975,157190.05
1675,300289.SZ,利德曼,生物制药,2.0,-0.319,-0.971,297944.3888
2567,600535.SH,天士力,中成药,2.0,-0.314,-0.97,2934572.4843
1161,002701.SZ,奥瑞金,广告包装,2.0,-0.322,-0.963,1209623.2086
2906,600936.SH,广西广电,影视音像,1.0,-0.471,-0.962,492745.1291
923,002462.SZ,嘉事堂,医药商业,2.0,-0.313,-0.96,385944.0101
2919,600971.SH,恒源煤电,煤炭开采,1.0,-0.471,-0.957,621002.5275
109,000513.SZ,丽珠集团,中成药,2.0,-0.308,-0.948,1339929.1726
1030,002570.SZ,*ST因美,乳制品,1.0,-0.467,-0.947,534755.2095
1061,002601.SZ,龙蟒佰利,化工原料,1.0,-0.469,-0.941,965165.7897
3198,603101.SH,汇嘉时代,百货,2.0,-0.311,-0.94,91008.0
2106,300732.SZ,设研院,建筑施工,1.0,-0.465,-0.938,293877.3158
898,002437.SZ,誉衡药业,化学制药,1.0,-0.446,-0.932,691297.4019
1375,002933.SZ,新兴装备,航空,1.0,-0.458,-0.931,131165.15
46,000061.SZ,农产品,农业综合,1.0,-0.45,-0.923,910217.7247
935,002474.SZ,榕基软件,软件服务,2.0,-0.287,-0.921,352982.5073
1539,300152.SZ,科融环境,环境保护,1.0,-0.446,-0.909,155373.8375
2404,600321.SH,*ST正源,其他建材,1.0,-0.382,-0.897,333831.55
2203,600090.SH,同济堂,医药商业,1.0,-0.441,-0.886,392807.6113
264,000718.SZ,苏宁环球,区域地产,1.0,-0.432,-0.872,780658.6257
2587,600560.SH,金自天正,电气设备,2.0,-0.276,-0.872,203293.7595
2028,300651.SZ,金陵体育,文教休闲,2.0,-0.29,-0.87,113409.024
2785,600777.SH,新潮能源,综合类,1.0,-0.42,-0.87,745130.419
3457,603718.SH,海利生物,生物制药,2.0,-0.29,-0.87,807576.0
1057,002597.SZ,金禾实业,化工原料,2.0,-0.286,-0.862,955736.7761
501,002039.SZ,黔源电力,水力发电,3.0,-0.215,-0.86,422327.4541
2575,600546.SH,山煤国际,煤炭开采,1.0,-0.424,-0.857,687912.2806
3110,601929.SH,吉视传媒,影视音像,1.0,-0.394,-0.855,721730.7117
1017,002557.SZ,洽洽食品,食品,2.0,-0.283,-0.855,1058616.0
3103,601899.SH,紫金矿业,黄金,1.0,-0.428,-0.855,5872752.5913
2823,600820.SH,隧道股份,建筑施工,3.0,-0.211,-0.853,2191434.9775
2249,600141.SH,兴发集团,化工原料,1.0,-0.409,-0.84,758606.7536
2309,600211.SH,西藏药业,中成药,2.0,-0.274,-0.837,448414.12
3499,603819.SH,神力股份,电气设备,2.0,-0.276,-0.828,94079.7
767,002306.SZ,*ST云网,酒店餐饮,1.0,-0.406,-0.826,285861.0625
2456,600383.SH,金地集团,全国地产,1.0,-0.401,-0.82,4916381.5099
2831,600828.SH,茂业商业,百货,1.0,-0.402,-0.808,318684.3538
2177,600062.SH,华润双鹤,化学制药,2.0,-0.26,-0.808,1010118.1377
3327,603385.SH,惠达卫浴,家居用品,2.0,-0.269,-0.806,259771.0231
3040,601558.SH,ST锐电,电气设备,2.0,-0.267,-0.806,701985.5999
2957,601018.SH,宁波港,港口,2.0,-0.265,-0.802,4748800.0
716,002254.SZ,泰和新材,化纤,1.0,-0.399,-0.802,679679.8314
1287,002838.SZ,道恩股份,塑料,4.0,-0.153,-0.796,150238.1752
1071,002611.SZ,东方精工,轻工机械,1.0,-0.39,-0.794,385382.4484
2365,600277.SH,亿利洁能,综合类,1.0,-0.395,-0.792,1673927.1832
2076,300699.SZ,光威复材,化工原料,2.0,-0.258,-0.786,956980.3297
451,000990.SZ,诚志股份,化工原料,2.0,-0.259,-0.786,489643.3057
3498,603818.SH,曲美家居,家居用品,1.0,-0.392,-0.784,367447.08
2457,600385.SH,山东金泰,黄金,1.0,-0.391,-0.783,144772.6474
3304,603336.SH,宏辉果蔬,农业综合,1.0,-0.389,-0.778,113803.3515
3064,601669.SH,中国电建,建筑施工,2.0,-0.256,-0.772,5728222.3916
2801,600795.SH,国电电力,火力发电,2.0,-0.255,-0.772,5050152.2462
2995,601179.SH,中国西电,电气设备,3.0,-0.186,-0.763,1999094.1173
2041,300664.SZ,鹏鹞环保,环境保护,2.0,-0.249,-0.763,348953.176
947,002486.SZ,嘉麟杰,服饰,2.0,-0.25,-0.76,321175.4
64,000155.SZ,川能动力,农药化肥,1.0,-0.37,-0.758,368319.6
2362,600273.SH,嘉化能源,化工原料,3.0,-0.186,-0.758,1294979.09
2854,600856.SH,中天能源,供气供热,1.0,-0.348,-0.754,530651.7125
370,000885.SZ,城发环境,公路,1.0,-0.367,-0.752,355118.5305
3368,603557.SH,起步股份,服饰,2.0,-0.249,-0.75,173808.5517
3041,601566.SH,九牧王,服饰,2.0,-0.245,-0.744,766565.9581
3558,603937.SH,丽岛新材,铝,1.0,-0.35,-0.741,91409.2129
2038,300661.SZ,圣邦股份,元器件,2.0,-0.22,-0.74,347942.201
3220,603156.SH,养元饮品,软饮料,2.0,-0.245,-0.738,2090072.7207
2896,600900.SH,长江电力,水力发电,5.0,-0.122,-0.735,18639625.1976
3533,603889.SH,新澳股份,纺织,1.0,-0.364,-0.731,374362.1657
1160,002700.SZ,新疆浩源,供气供热,1.0,-0.34,-0.714,304676.3462
1394,300006.SZ,莱美药业,化学制药,2.0,-0.224,-0.713,280624.1575
505,002043.SZ,兔宝宝,其他建材,1.0,-0.342,-0.703,391555.1468
3360,603527.SH,众源新材,铜,1.0,-0.336,-0.699,122150.3903
3538,603898.SH,好莱客,家居用品,2.0,-0.226,-0.698,538636.2225
2527,600489.SH,中金黄金,黄金,1.0,-0.345,-0.696,2954173.4338
32,000039.SZ,中集集团,轻工机械,2.0,-0.219,-0.693,1633854.9365
2979,601117.SH,中国化学,建筑施工,2.0,-0.224,-0.685,2861140.0
1773,300389.SZ,艾比森,半导体,2.0,-0.212,-0.685,285845.9005
220,000663.SZ,永安林业,林业,1.0,-0.339,-0.685,129255.1408
1688,300302.SZ,同有科技,软件服务,2.0,-0.195,-0.685,214582.8082
3583,603993.SH,洛阳钼业,小金属,1.0,-0.329,-0.679,7755274.1639
2621,600597.SH,光明乳业,乳制品,1.0,-0.331,-0.673,1083507.278
1358,002915.SZ,中欣氟材,化工原料,1.0,-0.323,-0.669,75456.3275
2518,600479.SH,千金药业,中成药,2.0,-0.213,-0.667,374145.3626
2576,600547.SH,山东黄金,黄金,1.0,-0.299,-0.66,4808821.839
867,002406.SZ,远东传动,汽车配件,2.0,-0.21,-0.656,251915.2775
82,000411.SZ,英特集团,医药商业,1.0,-0.326,-0.654,251871.105
2444,600370.SH,三房巷,纺织,1.0,-0.32,-0.649,243956.7344
2094,300719.SZ,安达维尔,航空,1.0,-0.305,-0.642,89188.1734
1266,002816.SZ,和科达,专用机械,1.0,-0.296,-0.642,97513.8754
546,002084.SZ,海鸥住工,家居用品,2.0,-0.208,-0.642,231032.483
129,000537.SZ,广宇发展,区域地产,1.0,-0.308,-0.641,314608.0059
178,000600.SZ,建投能源,火力发电,2.0,-0.21,-0.634,683457.667
256,000709.SZ,河钢股份,普钢,2.0,-0.21,-0.633,3333704.9882
2312,600215.SH,长春经开,园区开发,1.0,-0.307,-0.631,365980.8766
130,000538.SZ,云南白药,中成药,2.0,-0.206,-0.622,8656053.8782
1064,002604.SZ,*ST龙力,食品,1.0,-0.297,-0.617,81800.1378
367,000881.SZ,中广核技,综合类,2.0,-0.187,-0.613,249832.1184
1795,300411.SZ,金盾股份,专用机械,2.0,-0.187,-0.602,151475.4343
2917,600969.SH,郴电国际,水力发电,3.0,-0.143,-0.602,244233.3194
672,002210.SZ,飞马国际,仓储物流,1.0,-0.22,-0.595,544432.9766
1032,002572.SZ,索菲亚,家居用品,2.0,-0.189,-0.593,1176648.7197
1314,002867.SZ,周大生,服饰,1.0,-0.294,-0.593,492163.5883
31,000038.SZ,深大通,广告包装,2.0,-0.19,-0.591,242046.7046
3159,603031.SH,安德利,百货,1.0,-0.279,-0.58,67090.214
1580,300194.SZ,福安药业,化学制药,1.0,-0.247,-0.58,205127.6233
2299,600199.SH,金种子酒,白酒,3.0,-0.142,-0.574,289003.001
1719,300333.SZ,兆日科技,元器件,1.0,-0.246,-0.573,286886.0231
795,002334.SZ,英威腾,电气设备,2.0,-0.176,-0.568,303950.4174
724,002263.SZ,*ST东南,塑料,3.0,-0.13,-0.568,328713.0175
201,000629.SZ,攀钢钒钛,小金属,1.0,-0.273,-0.565,1678032.9368
3466,603733.SH,仙鹤股份,造纸,1.0,-0.273,-0.562,98766.0
1825,300441.SZ,鲍斯股份,机床制造,1.0,-0.276,-0.561,175739.7634
492,002030.SZ,达安基因,生物制药,2.0,-0.18,-0.561,811931.1153
564,002102.SZ,ST冠福,化学制药,1.0,-0.255,-0.546,362458.7852
330,000816.SZ,*ST慧业,农用机械,1.0,-0.261,-0.541,245875.0548
844,002383.SZ,合众思壮,通信设备,1.0,-0.228,-0.536,631952.6564
1960,300580.SZ,贝斯特,汽车配件,1.0,-0.256,-0.533,110992.6456
1171,002713.SZ,东易日盛,装修装饰,1.0,-0.258,-0.529,423298.863
2955,601015.SH,陕西黑猫,焦炭加工,1.0,-0.256,-0.524,638477.8946
2869,600871.SH,*ST油服,石油开采,3.0,-0.129,-0.518,2312190.911
2488,600426.SH,华鲁恒升,农药化肥,1.0,-0.24,-0.507,2222330.7739
2857,600859.SH,王府井,百货,2.0,-0.163,-0.507,618776.7006
1466,300079.SZ,数码科技,通信设备,3.0,-0.111,-0.498,483635.6864
2551,600517.SH,置信电气,电气设备,2.0,-0.164,-0.496,499053.4383
2258,600153.SH,建发股份,商贸代理,2.0,-0.16,-0.494,2282336.4267
677,002215.SZ,诺普信,农药化肥,1.0,-0.239,-0.489,442390.07
3190,603086.SH,先达股份,农药化肥,2.0,-0.149,-0.479,180921.7888
2545,600510.SH,黑牡丹,全国地产,2.0,-0.153,-0.475,657575.6757
2660,600641.SH,万业企业,区域地产,1.0,-0.231,-0.47,852915.9554
371,000886.SZ,海南高速,路桥,1.0,-0.212,-0.468,411609.5029
3061,601636.SH,旗滨集团,玻璃,2.0,-0.149,-0.466,1114053.3099
1333,002887.SZ,绿茵生态,环境保护,2.0,-0.139,-0.463,103301.8624
1373,002931.SZ,锋龙股份,汽车配件,2.0,-0.143,-0.455,72948.26
3027,601366.SH,利群股份,百货,1.0,-0.219,-0.455,312093.5116
2182,600068.SH,葛洲坝,建筑施工,2.0,-0.147,-0.453,3034548.3145
1944,300562.SZ,乐心医疗,医疗保健,2.0,-0.133,-0.451,93846.1872
2281,600179.SH,安通控股,仓储物流,1.0,-0.219,-0.451,445949.3033
2933,600987.SH,航民股份,纺织,2.0,-0.146,-0.447,566061.21
261,000715.SZ,中兴商业,百货,2.0,-0.142,-0.446,186638.948
2737,600726.SH,华电能源,火力发电,1.0,-0.21,-0.444,343767.2338
2686,600673.SH,东阳光科,铝,3.0,-0.104,-0.442,2213033.6313
2674,600657.SH,信达地产,全国地产,1.0,-0.215,-0.438,693538.5011
228,000672.SZ,上峰水泥,水泥,2.0,-0.142,-0.437,742008.7368
62,000151.SZ,中成股份,商贸代理,1.0,-0.2,-0.436,304393.2103
1433,300045.SZ,华力创通,电脑设备,1.0,-0.202,-0.435,372633.6329
1238,002785.SZ,万里石,其他建材,1.0,-0.208,-0.423,187350.1199
2205,600093.SH,易见股份,仓储物流,1.0,-0.178,-0.421,1061835.335
2982,601127.SH,小康股份,汽车配件,1.0,-0.204,-0.418,368416.561
2236,600126.SH,杭钢股份,普钢,2.0,-0.136,-0.417,576029.0885
2594,600568.SH,中珠医疗,区域地产,1.0,-0.17,-0.413,377152.5374
1231,002777.SZ,久远银海,软件服务,2.0,-0.129,-0.411,426720.0
2547,600512.SH,腾达建设,建筑施工,2.0,-0.132,-0.405,378200.2561
2474,600405.SH,动力源,电气设备,1.0,-0.181,-0.393,280510.6521
3479,603779.SH,威龙股份,红黄药酒,2.0,-0.123,-0.382,134502.992
2413,600331.SH,宏达股份,铅锌,1.0,-0.182,-0.382,530352.0
2695,600682.SH,南京新百,百货,2.0,-0.117,-0.378,1055207.8788
2283,600182.SH,S佳通,汽车配件,2.0,-0.124,-0.375,270980.0
315,000797.SZ,中国武夷,全国地产,2.0,-0.117,-0.375,691305.7928
992,002532.SZ,新界泵业,农用机械,1.0,-0.178,-0.368,204807.4175
2285,600184.SH,光电股份,专用机械,1.0,-0.157,-0.368,551496.7354
2263,600159.SH,大龙地产,区域地产,1.0,-0.174,-0.365,226590.8823
263,000717.SZ,韶钢松山,普钢,1.0,-0.16,-0.36,1337992.8098
3121,601985.SH,中国核电,新型电力,2.0,-0.117,-0.358,8669944.51
3164,603037.SH,凯众股份,汽车配件,2.0,-0.114,-0.357,120479.1419
954,002493.SZ,荣盛石化,化纤,2.0,-0.113,-0.357,5921297.91
2965,601068.SH,中铝国际,建筑施工,1.0,-0.162,-0.357,165115.9202
959,002498.SZ,汉缆股份,电气设备,1.0,-0.174,-0.356,931248.0134
2986,601139.SH,深圳燃气,供气供热,2.0,-0.112,-0.344,1655713.8861
2948,601006.SH,大秦铁路,铁路,1.0,-0.17,-0.343,12948975.3887
2766,600756.SH,浪潮软件,软件服务,2.0,-0.083,-0.321,604444.1743
2573,600543.SH,莫高股份,红黄药酒,2.0,-0.104,-0.314,203911.2
2158,600033.SH,福建高速,路桥,2.0,-0.103,-0.314,872719.2
1989,300610.SZ,晨化股份,化工原料,2.0,-0.098,-0.307,64713.7761
1819,300435.SZ,中泰股份,机械基件,1.0,-0.127,-0.291,105794.1726
3112,601939.SH,建设银行,银行,2.0,-0.095,-0.287,6667592.0362
3015,601288.SH,农业银行,银行,2.0,-0.09,-0.271,108212348.1567
1676,300290.SZ,荣科科技,软件服务,2.0,-0.066,-0.271,235741.9177
3572,603977.SH,国泰集团,化工原料,2.0,-0.083,-0.267,131260.192
3087,601857.SH,中国石油,石油开采,2.0,-0.086,-0.264,122575012.9082
15,000019.SZ,深深宝A,软饮料,2.0,-0.081,-0.261,317373.3873
2436,600361.SH,华联综超,超市连锁,2.0,-0.072,-0.251,264991.5514
3548,603917.SH,合力科技,汽车配件,1.0,-0.115,-0.251,95587.1732
3376,603578.SH,三星新材,玻璃,1.0,-0.11,-0.248,64055.2
1746,300360.SZ,炬华科技,电器仪表,2.0,-0.081,-0.247,267790.3203
425,000959.SZ,首钢股份,普钢,2.0,-0.081,-0.245,1207376.1052
2797,600791.SH,京能置业,全国地产,1.0,-0.103,-0.239,189067.1249
3093,601872.SH,招商轮船,水运,2.0,-0.065,-0.235,2006391.7688
208,000637.SZ,茂化实华,石油加工,1.0,-0.111,-0.233,156859.8459
736,002275.SZ,桂林三金,中成药,2.0,-0.071,-0.22,727012.1375
1048,002588.SZ,史丹利,农药化肥,1.0,-0.083,-0.219,331989.825
482,002020.SZ,京新药业,化学制药,2.0,-0.064,-0.216,542591.2864
399,000921.SZ,海信家电,家用电器,2.0,-0.066,-0.213,844304.8208
1738,300352.SZ,北信源,软件服务,1.0,-0.085,-0.212,515069.2563
1717,300331.SZ,苏大维格,元器件,1.0,-0.07,-0.212,188307.6708
1465,300078.SZ,思创医惠,元器件,1.0,-0.089,-0.211,690639.828
3065,601677.SH,明泰铝业,铝,1.0,-0.103,-0.206,557957.394
2451,600378.SH,天科股份,化工原料,2.0,-0.063,-0.203,292735.3926
1769,300385.SZ,雪浪环境,环境保护,2.0,-0.066,-0.2,86648.9767
2884,600887.SH,伊利股份,乳制品,1.0,-0.098,-0.196,15401475.1131
2280,600178.SH,东安动力,汽车配件,2.0,-0.062,-0.196,235660.8
466,002004.SZ,华邦健康,化学制药,2.0,-0.061,-0.193,872203.3347
2701,600688.SH,上海石化,石油加工,2.0,-0.061,-0.189,3862284.7145
652,002190.SZ,成飞集成,汽车配件,1.0,-0.09,-0.188,548849.5274
521,002059.SZ,云南旅游,旅游景点,2.0,-0.052,-0.178,410705.4277
3080,601800.SH,中国交建,建筑施工,2.0,-0.055,-0.176,13356606.6782
2332,600236.SH,桂冠电力,水力发电,2.0,-0.058,-0.174,3480372.968
3522,603877.SH,太平鸟,服饰,2.0,-0.056,-0.169,355274.9959
2953,601011.SH,宝泰隆,焦炭加工,1.0,-0.075,-0.164,970726.6596
3205,603113.SH,金能科技,化工原料,2.0,-0.045,-0.16,413172.2425
432,000967.SZ,盈峰环境,环境保护,2.0,-0.048,-0.158,723953.9831
2477,600409.SH,三友化工,化工原料,1.0,-0.062,-0.158,1289625.0925
2655,600636.SH,三爱富,化工原料,2.0,-0.042,-0.156,571632.2759
2234,600123.SH,兰花科创,煤炭开采,1.0,-0.069,-0.141,808819.2
3114,601952.SH,苏垦农发,种植业,1.0,-0.066,-0.141,289786.9304
3541,603901.SH,永创智能,专用机械,2.0,-0.038,-0.139,132112.0
2731,600720.SH,祁连山,水泥,1.0,-0.067,-0.138,559613.2973
2881,600884.SH,杉杉股份,综合类,1.0,-0.055,-0.134,1222714.1431
2224,600113.SH,浙江东日,区域地产,2.0,-0.027,-0.128,249463.8
1105,002645.SZ,华宏科技,专用机械,1.0,-0.051,-0.127,240081.3913
235,000681.SZ,视觉中国,互联网,2.0,-0.036,-0.119,779571.5208
461,001965.SZ,招商公路,路桥,1.0,-0.057,-0.117,472162.7673
2492,600435.SH,北方导航,专用机械,1.0,-0.047,-0.116,1285283.16
2455,600382.SH,广东明珠,商贸代理,2.0,-0.029,-0.116,293218.5828
3255,603225.SH,新凤鸣,化纤,2.0,-0.036,-0.114,208628.6478
1524,300137.SZ,先河环保,环境保护,1.0,-0.034,-0.113,418448.8567
3082,601808.SH,中海油服,石油开采,2.0,-0.03,-0.11,2688104.944
2175,600060.SH,海信电器,家用电器,1.0,-0.042,-0.109,1194643.3557
384,000902.SZ,新洋丰,农药化肥,1.0,-0.05,-0.105,1121286.425
1806,300422.SZ,博世科,环境保护,2.0,-0.017,-0.096,275662.9808
3335,603399.SH,吉翔股份,小金属,1.0,-0.046,-0.092,550726.9035
1374,002932.SZ,明德生物,医疗保健,2.0,-0.014,-0.071,70613.5495
