,ts_code,symbol,name,industry,COL_MA_5,COL_MA_10,COL_MA_20,COL_MA_5_SLOPE,COL_MA_10_SLOPE,COL_MA_20_SLOPE,COL_LASTPRICE,COL_MA_CLOSE_GAP,concept
164,600322.SH,600322,天房发展,区域地产,4.07,3.95,3.9,4.36,2.07,1.04,4.55,16.67,"雄安-地产, 破净股, 房地产, 雄安新区, 京津冀, 自贸区, 天津国企改革, 天津自贸区, "
165,603609.SH,603609,禾丰牧业,饲料,13.74,12.98,11.95,0.44,2.53,1.36,14.19,18.74,"饲料, 养猪, "
166,603906.SH,603906,龙蟠科技,化工原料,13.13,12.54,11.51,3.63,2.12,1.59,13.7,19.03,"社保重仓, 石油化工, "
167,600368.SH,600368,五洲交通,路桥,4.21,4.14,4.11,5.25,1.97,1.23,4.92,19.71,"高速公路, 一带一路, 东盟博览会, 广西, "
168,600769.SH,600769,祥龙电业,建筑施工,6.46,6.28,5.82,1.73,1.95,1.39,6.98,19.93,"电改, "
169,603226.SH,603226,菲林格尔,家居用品,25.5,23.81,22.1,2.33,2.32,1.47,26.79,21.22,"家具家居, "
170,300292.SZ,300292,吴通控股,软件服务,6.62,6.31,5.43,2.64,2.77,2.07,6.75,24.31,"5G, 光通信, 华为产业链, 物联网, 滴滴出行概念股, 独角兽, "
171,300404.SZ,300404,博济医药,医疗保健,21.01,19.86,17.87,2.64,2.9,2.17,22.59,26.41,"医药, 创新药, "
172,002234.SZ,002234,民和股份,农业综合,36.35,33.82,31.01,3.56,2.83,1.94,39.41,27.09,"养鸡, "
173,603519.SH,603519,立霸股份,家用电器,15.46,14.6,13.14,3.07,3.33,2.18,16.76,27.55,"白色家电, 家电, "
174,000815.SZ,000815,美利云,造纸,11.36,10.22,9.81,8.4,3.44,2.08,13.0,32.52,"大数据, 云计算, 造纸, 宁夏, "
175,002793.SZ,002793,东音股份,专用机械,15.09,14.05,13.54,7.4,3.31,1.88,18.02,33.09,
176,300405.SZ,300405,科隆股份,化工原料,11.82,10.79,10.31,8.54,4.15,2.38,14.18,37.54,"石油化工, "
177,300573.SZ,300573,兴齐眼药,化学制药,59.16,49.9,36.29,3.97,6.35,5.93,60.0,65.33,"医药, 化学药, 眼科, "
