,ts_code,name,industry,COL_WEIGHT_RISE_EFFICIENCY,COL_CURRENT_PRICE,circ_mv
2316,600217.SH,中再资环,环境保护,2.19,5.3,699022.7113
2429,600351.SH,亚宝药业,中成药,2.19,7.59,584430.0175
1443,300053.SZ,欧比特,半导体,2.19,11.38,567701.3759
2014,300634.SZ,彩讯股份,软件服务,2.19,28.67,114708.67
2682,600664.SH,哈药股份,化学制药,2.19,4.5,1128129.7842
1734,300346.SZ,南大光电,元器件,2.18,13.36,316566.2154
69,000166.SZ,申万宏源,证券,2.18,5.47,12326324.5701
1940,300556.SZ,丝路视觉,软件服务,2.18,21.93,137342.454
1726,300338.SZ,开元股份,电器仪表,2.18,10.02,188493.9484
1458,300069.SZ,金利华电,电气设备,2.18,12.98,119932.0485
886,002425.SZ,凯撒文化,互联网,2.18,8.36,672463.0469
1030,002570.SZ,*ST因美,乳制品,2.18,6.44,658474.866
688,002226.SZ,江南化工,化工原料,2.18,6.78,649722.9205
1288,002839.SZ,张家港行,银行,2.17,6.78,581992.4419
2440,600363.SH,联创光电,元器件,2.17,10.49,465207.1108
829,002368.SZ,太极股份,软件服务,2.17,31.11,1245835.7016
1936,300552.SZ,万集科技,软件服务,2.16,19.8,81681.9696
8,000010.SZ,美丽生态,建筑施工,2.16,3.7,193203.3988
809,002348.SZ,高乐股份,文教休闲,2.16,3.99,296493.1211
3132,601998.SH,中信银行,银行,2.16,6.34,20227874.0121
1672,300284.SZ,苏交科,建筑施工,2.16,12.35,672041.3322
972,002511.SZ,中顺洁柔,造纸,2.15,8.01,1007754.2297
220,000663.SZ,永安林业,林业,2.15,7.15,159340.3891
2850,600848.SH,上海临港,园区开发,2.15,28.54,2249027.8736
2421,600338.SH,西藏珠峰,铅锌,2.15,24.82,1620764.0268
3057,601611.SH,中国核建,建筑施工,2.15,8.58,825224.4
3358,603516.SH,淳中科技,通信设备,2.15,25.45,224663.8961
2800,600792.SH,云煤能源,焦炭加工,2.15,3.63,359342.2668
773,002312.SZ,三泰控股,电脑设备,2.15,3.91,396662.4991
783,002322.SZ,理工环科,软件服务,2.15,12.53,452123.2378
1703,300315.SZ,掌趣科技,互联网,2.15,4.11,1064434.882
842,002381.SZ,双箭股份,橡胶,2.15,8.5,282652.098
699,002237.SZ,恒邦股份,黄金,2.14,9.53,811646.275
449,000988.SZ,华工科技,电器仪表,2.14,16.06,1614439.8624
1393,300003.SZ,乐普医疗,医疗保健,2.14,25.06,3797299.4135
2196,600080.SH,金花股份,中成药,2.14,7.3,222865.9866
2585,600556.SH,ST慧球,软件服务,2.14,7.11,280698.3264
1691,300303.SZ,聚飞光电,半导体,2.13,3.4,384951.4401
2039,300660.SZ,江苏雷利,电气设备,2.13,23.84,108438.624
759,002298.SZ,中电兴发,软件服务,2.13,7.93,411195.9283
298,000776.SZ,广发证券,证券,2.13,16.27,9630687.2119
2086,300708.SZ,聚灿光电,半导体,2.13,12.05,137357.95
3460,603718.SH,海利生物,生物制药,2.12,13.0,837200.0
239,000686.SZ,东北证券,证券,2.12,9.4,2200025.7401
1653,300265.SZ,通光线缆,电气设备,2.12,9.43,317564.3735
1010,002550.SZ,千红制药,生物制药,2.12,4.85,438318.7146
1981,300600.SZ,瑞特股份,电气设备,2.12,23.89,157769.56
1428,300038.SZ,数知科技,通信设备,2.12,12.55,859643.6627
62,000151.SZ,中成股份,商贸代理,2.12,12.88,343308.6295
2276,600171.SH,上海贝岭,半导体,2.12,13.0,875950.1049
1348,002903.SZ,宇环数控,机床制造,2.11,19.51,128766.0
2365,600275.SH,ST昌鱼,农业综合,2.11,2.85,145018.6128
2336,600238.SH,*ST椰岛,红黄药酒,2.11,9.78,435211.5452
1805,300419.SZ,浩丰科技,软件服务,2.11,6.17,169394.2792
3343,603456.SH,九洲药业,化学制药,2.11,9.85,788939.2674
2717,600703.SH,三安光电,半导体,2.11,14.76,6019755.1937
3587,603996.SH,中新科技,家用电器,2.11,10.45,313656.75
758,002297.SZ,博云新材,矿物制品,2.11,8.15,324039.5273
3362,603520.SH,司太立,化学制药,2.1,30.12,361440.0
995,002535.SZ,林州重机,工程机械,2.1,5.1,301142.6713
839,002378.SZ,章源钨业,小金属,2.1,6.73,621325.6467
1386,002946.SZ,新乳业,乳制品,2.1,19.49,166388.2096
1500,300111.SZ,向日葵,半导体,2.1,2.93,327351.2013
3043,601558.SH,ST锐电,电气设备,2.1,1.45,827543.9999
692,002230.SZ,科大讯飞,软件服务,2.1,35.82,6527388.3336
582,002120.SZ,韵达股份,仓储物流,2.1,36.14,1128908.0929
1904,300518.SZ,盛讯达,软件服务,2.1,26.29,123003.5619
2140,600009.SH,上海机场,机场,2.09,57.26,6261245.8492
771,002310.SZ,东方园林,建筑施工,2.09,8.18,1257834.474
521,002059.SZ,云南旅游,旅游景点,2.09,6.62,483784.6853
2274,600169.SH,太原重工,工程机械,2.09,2.9,743546.95
198,000626.SZ,远大控股,商贸代理,2.09,8.16,330149.52
1156,002696.SZ,百洋股份,渔业,2.09,9.53,200380.3512
968,002507.SZ,涪陵榨菜,食品,2.09,26.47,2064057.3602
1629,300241.SZ,瑞丰光电,半导体,2.09,5.86,247743.4726
3365,603533.SH,掌阅科技,互联网,2.09,21.89,357138.7101
1459,300070.SZ,碧水源,环境保护,2.09,9.46,1906664.7037
1747,300359.SZ,全通教育,文教休闲,2.09,7.13,359875.8482
2401,600316.SH,洪都航空,航空,2.09,14.52,1041250.2714
1250,002798.SZ,帝欧家居,家居用品,2.09,19.48,306520.2097
327,000812.SZ,陕西金叶,广告包装,2.08,4.66,311871.8109
1797,300411.SZ,金盾股份,专用机械,2.08,9.19,168734.4535
2949,601003.SH,柳钢股份,普钢,2.08,7.85,2011792.662
365,000878.SZ,云南铜业,铜,2.08,10.24,1450385.3629
1444,300054.SZ,鼎龙股份,化工原料,2.08,9.21,630120.5764
744,002283.SZ,天润曲轴,汽车配件,2.08,4.39,449406.1912
2553,600517.SH,置信电气,电气设备,2.08,4.68,582436.4317
414,000938.SZ,紫光股份,软件服务,2.08,43.6,1257912.32
2343,600247.SH,*ST成城,商贸代理,2.08,5.63,189416.6208
1850,300464.SZ,星徽精密,机械基件,2.08,9.4,185700.8126
1153,002693.SZ,双成药业,化学制药,2.08,4.86,196044.78
105,000506.SZ,中润资源,区域地产,2.08,3.38,313890.7848
2214,600100.SH,同方股份,电脑设备,2.08,11.86,3515184.1559
928,002467.SZ,二六三,电信运营,2.08,6.6,422968.5412
2748,600735.SH,新华锦,商贸代理,2.08,6.38,239883.0848
1970,300588.SZ,熙菱信息,软件服务,2.08,14.61,114922.26
1526,300137.SZ,先河环保,环境保护,2.07,10.51,498063.1353
3325,603369.SH,今世缘,白酒,2.07,24.0,3010800.0
2732,600719.SH,大连热电,供气供热,2.07,5.23,211605.5908
765,002304.SZ,洋河股份,白酒,2.07,110.29,13720647.4787
171,000592.SZ,平潭发展,林业,2.07,3.83,733037.8388
188,000612.SZ,焦作万方,铝,2.07,4.82,573315.9859
1224,002770.SZ,科迪乳业,乳制品,2.07,3.63,211669.9362
191,000616.SZ,海航投资,全国地产,2.07,3.34,477691.618
2542,600505.SH,西昌电力,水力发电,2.07,6.86,250093.305
3403,603612.SH,索通发展,矿物制品,2.07,14.7,262927.3311
1813,300427.SZ,红相股份,电气设备,2.07,13.52,333252.7238
542,002080.SZ,中材科技,化纤,2.07,13.12,839680.0
2912,600959.SH,江苏有线,影视音像,2.07,5.38,2089877.0319
633,002171.SZ,楚江新材,铜,2.07,6.39,672886.6441
2702,600687.SH,刚泰控股,黄金,2.06,4.79,713094.6306
2745,600732.SH,ST新梅,区域地产,2.06,5.64,251760.0571
3094,601866.SH,中远海发,水运,2.06,3.0,2379637.5
1636,300248.SZ,新开普,软件服务,2.06,8.94,283071.9618
508,002046.SZ,轴研科技,机械基件,2.06,8.12,321272.5478
450,000989.SZ,九芝堂,中成药,2.06,12.67,1071607.1218
1032,002572.SZ,索菲亚,家居用品,2.06,20.74,1323374.1038
2051,300672.SZ,国科微,半导体,2.06,46.18,300635.8084
2962,601020.SH,华钰矿业,铅锌,2.06,10.76,305778.799
439,000975.SZ,银泰资源,铅锌,2.06,10.47,1286540.0152
496,002034.SZ,旺能环境,环境保护,2.06,17.45,380481.7963
1442,300052.SZ,中青宝,互联网,2.06,11.3,293846.5074
502,002040.SZ,南京港,港口,2.06,10.21,313190.4697
59,000099.SZ,中信海直,空运,2.06,7.75,469704.5755
2161,600035.SH,楚天高速,路桥,2.05,3.92,598467.6356
777,002316.SZ,亚联发展,软件服务,2.05,8.74,256443.524
2551,600515.SH,海航基础,全国地产,2.05,6.12,1014876.764
1934,300550.SZ,和仁科技,软件服务,2.05,56.7,165960.9
2535,600497.SH,驰宏锌锗,铅锌,2.05,5.22,2249766.8531
2198,600082.SH,海泰发展,园区开发,2.05,5.23,331504.7016
1286,002837.SZ,英维克,专用机械,2.05,19.03,130292.2823
706,002244.SZ,滨江集团,区域地产,2.05,4.4,1189277.7116
2115,300740.SZ,御家汇,日用化工,2.04,17.48,252206.7032
3491,603801.SH,志邦家居,家居用品,2.04,28.24,235028.1427
2003,300623.SZ,捷捷微电,半导体,2.04,34.82,245065.7715
3188,603079.SH,圣达生物,食品,2.04,21.4,78134.7384
616,002154.SZ,报喜鸟,服饰,2.04,3.88,429678.5243
1890,300504.SZ,天邑股份,通信设备,2.04,29.4,196544.88
1841,300455.SZ,康拓红外,运输设备,2.04,7.74,387328.6404
1674,300286.SZ,安科瑞,电器仪表,2.04,11.02,193366.492
2258,600151.SH,航天机电,半导体,2.04,5.53,767948.737
2449,600373.SH,中文传媒,出版业,2.04,15.4,2122027.6385
1214,002759.SZ,天际股份,家用电器,2.04,9.68,182084.0602
125,000532.SZ,华金资本,元器件,2.04,12.37,424889.0227
1465,300076.SZ,GQY视讯,电脑设备,2.04,5.46,208502.5281
1800,300414.SZ,中光防雷,元器件,2.04,18.53,291865.9614
268,000722.SZ,湖南发展,水力发电,2.04,7.75,359722.6686
1657,300269.SZ,联建光电,半导体,2.03,6.14,241191.6667
3412,603630.SH,拉芳家化,日用化工,2.03,16.6,134402.3797
825,002364.SZ,中恒电气,电气设备,2.03,11.08,570997.1
599,002137.SZ,麦达数字,互联网,2.03,7.9,288226.8461
1857,300471.SZ,厚普股份,专用机械,2.03,8.5,232281.625
2102,300725.SZ,药石科技,化工原料,2.03,94.16,619705.575
730,002269.SZ,美邦服饰,服饰,2.03,3.13,786412.5
3141,603008.SH,喜临门,家居用品,2.03,10.32,329785.92
2382,600293.SH,三峡新材,玻璃,2.03,4.9,253209.411
1220,002766.SZ,索菱股份,汽车配件,2.03,6.3,156959.3233
2384,600297.SH,广汇汽车,汽车服务,2.03,4.8,3892944.84
2270,600165.SH,新日恒力,钢加工,2.02,5.11,349975.609
3371,603557.SH,起步股份,服饰,2.02,10.74,235101.2399
2743,600730.SH,中国高科,综合类,2.02,6.53,383086.3693
1269,002819.SZ,东方中科,电器仪表,2.02,24.65,109236.8028
3448,603700.SH,宁波水表,电器仪表,2.02,30.43,118950.87
750,002289.SZ,宇顺电子,元器件,2.02,7.32,189833.4089
1632,300244.SZ,迪安诊断,医疗保健,2.02,21.3,889523.6456
942,002481.SZ,双塔食品,食品,2.02,3.89,430672.6559
2312,600212.SH,江泉实业,综合类,2.02,4.66,238450.9013
2701,600686.SH,金龙汽车,汽车整车,2.02,10.19,618266.5427
650,002188.SZ,*ST巴士,广告包装,2.01,3.93,86658.948
1941,300557.SZ,理工光科,电器仪表,2.01,29.95,101786.0693
3234,603177.SH,德创环保,环境保护,2.01,12.38,76446.5
2998,601179.SH,中国西电,电气设备,2.01,4.25,2178499.9996
697,002235.SZ,安妮股份,互联网,2.01,6.7,335218.1721
863,002402.SZ,和而泰,元器件,2.01,9.16,661982.5112
437,000972.SZ,ST中基,食品,2.01,3.61,278433.372
946,002485.SZ,希努尔,服饰,2.01,7.92,430844.9706
1478,300089.SZ,文化长城,陶瓷,2.01,6.89,190939.5846
533,002071.SZ,长城影视,影视音像,2.01,5.2,269581.651
600,002138.SZ,顺络电子,元器件,2.01,16.74,1170233.6884
1580,300192.SZ,科斯伍德,染料涂料,2.0,11.0,189598.8479
3369,603555.SH,贵人鸟,服饰,2.0,6.98,438764.2958
789,002328.SZ,新朋股份,汽车配件,2.0,7.53,244802.7171
2054,300675.SZ,建科院,建筑施工,2.0,26.0,209733.42
1771,300385.SZ,雪浪环境,环境保护,2.0,18.28,105878.5625
1434,300044.SZ,赛为智能,软件服务,2.0,8.29,440392.5674
481,002019.SZ,亿帆医药,化学制药,2.0,13.14,1068602.5464
3455,603711.SH,香飘飘,软饮料,2.0,26.35,121994.5976
1347,002902.SZ,铭普光磁,元器件,2.0,29.92,216246.8
1482,300093.SZ,金刚玻璃,玻璃,2.0,6.86,147933.6705
3297,603322.SH,超讯通信,通信设备,2.0,35.45,160797.4281
1899,300513.SZ,恒实科技,软件服务,2.0,25.98,160020.2248
1537,300148.SZ,天舟文化,出版业,2.0,4.85,388382.9609
1690,300302.SZ,同有科技,软件服务,2.0,9.87,243440.4962
1897,300511.SZ,雪榕生物,种植业,2.0,8.59,174011.4577
2224,600111.SH,北方稀土,小金属,2.0,11.29,4101731.514
2033,300654.SZ,世纪天鸿,出版业,1.99,24.68,153235.035
489,002027.SZ,分众传媒,影视音像,1.99,6.73,9878213.4284
874,002413.SZ,雷科防务,通信设备,1.99,7.13,709642.7318
1525,300136.SZ,信维通信,通信设备,1.99,29.9,2422051.4824
2954,601009.SH,南京银行,银行,1.99,7.64,6480406.8539
1780,300394.SZ,天孚通信,通信设备,1.99,31.62,517452.2883
681,002219.SZ,恒康医疗,中成药,1.99,4.23,788985.0165
1150,002690.SZ,美亚光电,专用机械,1.99,26.08,853847.2867
1816,300430.SZ,诚益通,电器仪表,1.99,9.95,153873.8844
2815,600809.SH,山西汾酒,白酒,1.99,53.18,4604581.0786
1654,300266.SZ,兴源环境,环境保护,1.99,4.1,599420.0209
2602,600575.SH,皖江物流,水运,1.99,2.72,850035.9334
2632,600606.SH,绿地控股,全国地产,1.99,7.23,8797575.6204
2620,600594.SH,益佰制药,中成药,1.99,6.45,510793.173
1601,300213.SZ,佳讯飞鸿,通信设备,1.99,8.81,339904.0
709,002247.SZ,聚力文化,软件服务,1.98,5.06,275316.3614
1730,300342.SZ,天银机电,元器件,1.98,9.09,361904.086
2050,300671.SZ,富满电子,半导体,1.98,20.55,161559.4208
3492,603803.SH,瑞斯康达,通信设备,1.98,12.67,278475.8964
2500,600448.SH,华纺股份,纺织,1.98,6.72,345876.6756
185,000609.SZ,中迪投资,区域地产,1.98,6.82,199145.8223
607,002145.SZ,中核钛白,化工原料,1.98,4.55,455091.3149
2106,300730.SZ,科创信息,软件服务,1.98,20.28,153613.9486
1213,002758.SZ,华通医药,医药商业,1.98,10.21,183005.6164
1137,002677.SZ,浙江美大,家用电器,1.98,12.38,354005.377
1440,300050.SZ,世纪鼎利,软件服务,1.98,6.74,248824.7905
192,000617.SZ,中油资本,多元金融,1.98,13.27,381564.5184
1325,002879.SZ,长缆科技,电气设备,1.97,16.64,210628.298
3302,603330.SH,上海天洋,塑料,1.97,22.82,71936.6384
2257,600150.SH,*ST船舶,船舶,1.97,17.64,2430999.4429
1882,300496.SZ,中科创达,软件服务,1.97,32.67,780281.2402
2820,600815.SH,厦工股份,工程机械,1.97,3.38,324131.8563
835,002374.SZ,丽鹏股份,建筑施工,1.97,3.29,263620.0188
2927,600978.SH,宜华生活,家居用品,1.96,4.81,713260.4719
1738,300350.SZ,华鹏飞,仓储物流,1.96,7.25,226776.9021
2190,600074.SH,*ST保千,电脑设备,1.96,1.22,125178.4821
1660,300272.SZ,开能健康,环境保护,1.96,8.48,226002.6644
2787,600777.SH,新潮能源,综合类,1.96,2.52,823565.2
376,000892.SZ,欢瑞世纪,影视音像,1.96,5.75,309451.3242
3108,601901.SH,方正证券,证券,1.96,7.25,5968273.5114
1077,002617.SZ,露笑科技,电气设备,1.96,5.32,556798.9491
1031,002571.SZ,德力股份,玻璃,1.95,5.65,143056.644
3418,603648.SH,畅联股份,仓储物流,1.95,12.98,354596.9934
3425,603660.SH,苏州科达,通信设备,1.95,25.52,606165.3133
498,002036.SZ,联创电子,元器件,1.95,13.3,525409.0121
1168,002709.SZ,天赐材料,化工原料,1.95,33.25,1126256.123
2186,600070.SH,浙江富润,纺织,1.95,8.84,354942.0075
460,001896.SZ,豫能控股,火力发电,1.95,3.78,351355.488
1379,002938.SZ,鹏鼎控股,元器件,1.95,27.05,625242.0368
1089,002629.SZ,仁智股份,石油开采,1.95,4.58,157826.9983
1462,300073.SZ,当升科技,矿物制品,1.95,31.11,1100746.1093
1769,300383.SZ,光环新网,电信运营,1.95,18.47,2525363.9381
676,002214.SZ,大立科技,电器仪表,1.95,8.45,301936.5838
443,000980.SZ,众泰汽车,汽车配件,1.95,5.23,651629.0849
1318,002871.SZ,伟隆股份,机械基件,1.95,24.28,70169.2
2980,601113.SH,华鼎股份,化纤,1.95,9.51,792230.55
1906,300520.SZ,科大国创,软件服务,1.95,20.31,232907.6811
2323,600225.SH,天津松江,区域地产,1.94,3.64,339537.5751
1329,002883.SZ,中设股份,建筑施工,1.94,29.2,90571.6256
1833,300447.SZ,全信股份,电气设备,1.94,10.93,190286.9302
1466,300077.SZ,国民技术,半导体,1.94,9.94,537696.0498
1633,300245.SZ,天玑科技,软件服务,1.94,11.1,288188.6684
622,002160.SZ,常铝股份,铝,1.94,4.1,246836.1573
2290,600187.SH,国中水务,水务,1.94,3.61,525480.3463
1369,002927.SZ,泰永长征,电气设备,1.94,36.93,189731.568
1866,300480.SZ,光力科技,电器仪表,1.93,12.96,136793.5154
1735,300347.SZ,泰格医药,医疗保健,1.93,60.3,2176353.7205
2674,600654.SH,ST中安,软件服务,1.93,2.11,159314.1055
1258,002807.SZ,江阴银行,银行,1.93,6.31,453289.1075
1467,300078.SZ,思创医惠,元器件,1.93,10.67,778154.9065
2876,600876.SH,洛阳玻璃,玻璃,1.93,12.75,333752.7656
1394,300004.SZ,南风股份,电气设备,1.93,4.49,200182.8708
1352,002908.SZ,德生科技,元器件,1.93,19.41,168933.8907
140,000550.SZ,江铃汽车,汽车整车,1.93,20.13,1043593.8731
969,002508.SZ,老板电器,家用电器,1.93,26.23,2452244.7486
10,000012.SZ,南玻A,玻璃,1.93,5.45,967430.8058
632,002170.SZ,芭田股份,农药化肥,1.93,4.19,274290.0815
551,002089.SZ,新海宜,通信设备,1.93,5.35,500969.3803
1414,300024.SZ,机器人,专用机械,1.92,19.75,2989429.3126
1951,300568.SZ,星源材质,化工原料,1.92,30.39,391147.6478
148,000559.SZ,万向钱潮,汽车配件,1.92,6.92,1905179.3668
914,002453.SZ,华软科技,化工原料,1.92,6.53,362232.0438
1661,300273.SZ,和佳股份,医疗保健,1.92,6.32,355276.3567
1059,002599.SZ,盛通股份,广告包装,1.92,12.19,246572.1218
704,002242.SZ,九阳股份,家用电器,1.91,20.61,1570396.5509
3479,603776.SH,永安行,公共交通,1.91,26.34,226884.7395
2363,600272.SH,开开实业,中成药,1.91,8.72,139520.0
2340,600242.SH,中昌数据,软件服务,1.91,13.11,398212.0233
1397,300007.SZ,汉威科技,电器仪表,1.91,12.33,279787.4157
2518,600477.SH,杭萧钢构,钢加工,1.91,4.66,834164.3019
2052,300673.SZ,佩蒂股份,饲料,1.91,48.7,185459.34
1930,300546.SZ,雄帝科技,元器件,1.91,31.87,204928.0838
2289,600186.SH,莲花健康,食品,1.91,2.2,233645.3484
987,002527.SZ,新时达,电器仪表,1.91,6.67,280712.4828
2593,600565.SH,迪马股份,全国地产,1.91,3.45,817227.818
2470,600397.SH,*ST安煤,煤炭开采,1.91,2.56,253429.7298
402,000925.SZ,众合科技,专用机械,1.91,8.48,387952.2349
872,002411.SZ,延安必康,化学制药,1.91,20.9,2499928.5788
2027,300648.SZ,星云股份,电器仪表,1.91,23.57,141517.4337
5,000007.SZ,全新好,酒店餐饮,1.91,7.06,218117.3191
2608,600581.SH,八一钢铁,普钢,1.9,4.53,694402.7351
1778,300392.SZ,腾信股份,互联网,1.9,9.44,244103.1497
214,000655.SZ,*ST金岭,普钢,1.9,4.67,278023.8874
3534,603887.SH,城地股份,建筑施工,1.9,18.55,153902.8946
959,002498.SZ,汉缆股份,电气设备,1.9,3.18,1057631.6723
2724,600711.SH,盛屯矿业,小金属,1.9,6.16,922184.2199
1285,002836.SZ,新宏泽,广告包装,1.9,13.55,76378.64
1084,002624.SZ,完美世界,影视音像,1.9,32.08,1563698.8969
1997,300617.SZ,安靠智电,电气设备,1.9,27.47,100828.635
800,002339.SZ,积成电子,电气设备,1.9,9.07,299388.1607
1304,002857.SZ,三晖电气,电器仪表,1.9,13.27,65657.6497
2482,600416.SH,湘电股份,电气设备,1.9,7.05,621416.3365
1566,300177.SZ,中海达,通信设备,1.9,13.45,442594.1372
2901,600908.SH,无锡银行,银行,1.89,6.62,540318.9047
2652,600629.SH,华建集团,建筑施工,1.89,13.09,488091.6825
2222,600109.SH,国金证券,证券,1.89,10.09,3051578.5438
3067,601669.SH,中国电建,建筑施工,1.89,5.68,6330020.0747
897,002436.SZ,兴森科技,元器件,1.89,5.55,665328.0987
2869,600869.SH,智慧能源,电气设备,1.89,5.56,1233960.1268
1532,300143.SZ,星普医科,医疗保健,1.89,10.25,434439.8427
1327,002881.SZ,美格智能,通信设备,1.89,22.26,100924.614
988,002528.SZ,英飞拓,电脑设备,1.89,4.72,407885.0181
2934,600985.SH,淮北矿业,煤炭开采,1.89,11.67,306751.4862
527,002065.SZ,东华软件,软件服务,1.89,8.65,2428678.3527
507,002045.SZ,国光电器,元器件,1.89,5.94,246917.3504
2514,600469.SH,风神股份,汽车配件,1.88,4.56,256460.4292
2681,600663.SH,陆家嘴,园区开发,1.88,17.37,4246185.4344
1456,300067.SZ,安诺其,染料涂料,1.88,6.23,314128.9086
1894,300508.SZ,维宏股份,软件服务,1.88,27.92,66319.557
2155,600027.SH,华电国际,火力发电,1.88,4.45,3113105.6586
642,002180.SZ,纳思达,电脑设备,1.88,29.8,2974012.6078
360,000868.SZ,安凯客车,汽车整车,1.88,4.03,280311.3059
1245,002792.SZ,通宇通讯,通信设备,1.88,33.25,235125.0375
2017,300637.SZ,扬帆新材,化工原料,1.88,32.35,209924.326
902,002441.SZ,众业达,批发业,1.88,8.34,327538.0318
686,002224.SZ,三力士,橡胶,1.88,6.83,322200.6466
1907,300521.SZ,爱司凯,专用机械,1.88,11.19,82742.2987
2893,600894.SH,广日股份,运输设备,1.88,7.09,609702.3486
3317,603358.SH,华达科技,汽车配件,1.87,13.82,190303.5614
1558,300169.SZ,天晟新材,塑料,1.87,5.53,142412.3348
2617,600590.SH,泰豪科技,电气设备,1.87,6.78,557450.2474
3095,601869.SH,长飞光纤,通信设备,1.87,47.69,361444.9422
1551,300162.SZ,雷曼股份,元器件,1.87,6.19,141872.7561
2618,600592.SH,龙溪股份,机械基件,1.87,7.94,317245.5354
2988,601138.SH,工业富联,通信设备,1.87,14.73,1646651.5384
1984,300603.SZ,立昂技术,通信设备,1.87,28.63,138226.6134
2513,600468.SH,百利电气,电气设备,1.86,6.3,511001.5163
799,002338.SZ,奥普光电,电器仪表,1.86,14.0,335969.97
2677,600658.SH,电子城,园区开发,1.86,6.55,732673.2045
2722,600708.SH,光明地产,全国地产,1.86,4.96,1103737.7744
1520,300131.SZ,英唐智控,元器件,1.86,5.95,473501.9835
266,000720.SZ,*ST新能,火力发电,1.86,4.71,406689.66
3489,603799.SH,华友钴业,小金属,1.86,39.1,3205735.4607
2739,600726.SH,华电能源,火力发电,1.86,2.57,394411.5138
795,002334.SZ,英威腾,电气设备,1.86,5.95,341937.6387
1291,002842.SZ,翔鹭钨业,小金属,1.86,20.23,145301.975
2562,600527.SH,江南高纤,化纤,1.86,2.55,306799.1917
2277,600172.SH,黄河旋风,矿物制品,1.86,4.44,508177.2474
2215,600101.SH,明星电力,水力发电,1.86,8.15,264205.8663
745,002284.SZ,亚太股份,汽车配件,1.86,5.66,388275.8511
2040,300661.SZ,圣邦股份,元器件,1.86,96.09,408775.7195
2232,600119.SH,长江投资,仓储物流,1.86,7.59,233316.6
2025,300645.SZ,正元智慧,软件服务,1.86,35.45,161010.706
1949,300566.SZ,激智科技,元器件,1.86,15.55,147076.9802
2425,600345.SH,长江通信,通信设备,1.85,24.59,486882.0
2716,600702.SH,舍得酒业,白酒,1.85,27.85,917710.415
3059,601616.SH,广电电气,电气设备,1.85,4.47,418202.025
592,002130.SZ,沃尔核材,电气设备,1.85,4.43,419138.8483
1275,002825.SZ,纳尔股份,化工原料,1.85,16.45,66852.6997
170,000591.SZ,太阳能,新型电力,1.85,4.05,825025.0662
906,002445.SZ,ST中南,影视音像,1.85,2.09,273380.3767
340,000829.SZ,天音控股,其他商业,1.85,6.45,599775.0729
2200,600084.SH,中葡股份,红黄药酒,1.85,3.38,379819.6685
314,000796.SZ,凯撒旅游,旅游服务,1.85,7.87,631585.3318
129,000537.SZ,广宇发展,区域地产,1.85,8.71,353578.804
1927,300542.SZ,新晨科技,软件服务,1.85,16.0,90160.112
3357,603515.SH,欧普照明,电气设备,1.85,32.86,418474.3969
1808,300422.SZ,博世科,环境保护,1.85,11.51,304499.1276
492,002030.SZ,达安基因,生物制药,1.85,12.49,953999.9652
963,002502.SZ,骅威文化,影视音像,1.85,4.39,302927.8844
3543,603900.SH,莱绅通灵,服饰,1.85,13.79,117378.3563
173,000595.SZ,宝塔实业,机械基件,1.84,3.54,267018.0051
1892,300506.SZ,名家汇,建筑施工,1.84,20.11,269415.134
1191,002734.SZ,利民股份,农药化肥,1.84,12.87,263510.3543
283,000750.SZ,国海证券,证券,1.84,5.5,2318546.2284
1896,300510.SZ,金冠股份,电气设备,1.84,12.52,266891.1737
1595,300207.SZ,欣旺达,元器件,1.84,12.49,1422798.5161
2799,600791.SH,京能置业,全国地产,1.84,4.64,209873.5549
433,000968.SZ,蓝焰控股,煤炭开采,1.84,12.4,637046.28
1663,300275.SZ,梅安森,软件服务,1.84,9.3,109365.1663
2891,600892.SH,大晟文化,影视音像,1.83,6.49,350179.8241
1109,002649.SZ,博彦科技,软件服务,1.83,9.59,400009.7309
1844,300458.SZ,全志科技,元器件,1.83,24.17,566161.8844
2888,600889.SH,南京化纤,化纤,1.83,5.57,171037.5906
2136,600004.SH,白云机场,机场,1.83,13.17,2725295.1169
3471,603738.SH,泰晶科技,元器件,1.83,15.24,89558.8978
3161,603030.SH,全筑股份,装修装饰,1.83,7.23,386067.2747
477,002015.SZ,霞客环保,化纤,1.83,6.68,267670.1551
3200,603100.SH,川仪股份,电器仪表,1.82,10.48,271039.153
1356,002912.SZ,中新赛克,软件服务,1.82,117.0,606294.0
2581,600550.SH,保变电气,电气设备,1.82,4.62,708988.465
1544,300155.SZ,安居宝,元器件,1.82,5.63,156231.6026
3137,603003.SH,龙宇燃油,石油贸易,1.82,8.41,350303.7501
2432,600354.SH,敦煌种业,种植业,1.82,4.74,250178.1859
149,000560.SZ,我爱我家,房产服务,1.82,6.04,1031635.3093
1931,300547.SZ,川环科技,橡胶,1.82,23.47,146875.7153
3527,603879.SH,永悦科技,化工原料,1.82,11.22,90882.0
952,002491.SZ,通鼎互联,通信设备,1.82,11.25,1322769.1028
801,002340.SZ,格林美,小金属,1.82,5.02,1899420.1474
983,002522.SZ,浙江众成,塑料,1.82,5.64,478171.793
1592,300204.SZ,舒泰神,生物制药,1.81,14.2,662714.4501
1804,300418.SZ,昆仑万维,互联网,1.81,15.51,967000.7214
536,002074.SZ,国轩高科,电气设备,1.81,18.41,1856721.7147
1236,002782.SZ,可立克,电气设备,1.81,16.01,682026.0
