code,name,outstanding,p_change_range0,p_change_range1,normalizing_std1,stop_mark
002436,兴森科技,11.99,2.71,8.285,0.037,
600237,铜峰电子,5.64,1.67,8.282,0.038,
002483,润邦股份,6.71,3.05,8.28,0.025,
002178,延华智能,7.1,4.6,8.271,0.051,
000531,穗恒运Ａ,6.85,1.19,8.248,0.03,
600330,天通股份,9.97,1.0,8.244,0.03,
002269,美邦服饰,25.13,-1.87,8.234,0.032,
002429,兆驰股份,39.73,1.44,8.216,0.034,
002803,吉宏股份,0.46,0.0,8.213,0.064,
002056,横店东磁,16.42,3.95,8.208,0.029,
600798,宁波海运,10.31,2.0,8.2,0.034,
600570,恒生电子,6.18,1.35,8.19,0.044,
002590,万安科技,4.34,4.23,8.181,0.027,
002393,力生制药,1.82,1.43,8.163,0.04,
000638,万方发展,3.09,-0.7,8.158,0.096,
601002,晋亿实业,7.93,2.28,8.147,0.037,
000753,漳州发展,8.84,-2.54,8.093,0.047,
600353,旭光股份,5.44,2.02,8.072,0.027,
002058,威 尔 泰,1.43,-3.33,8.064,0.112,
002623,亚玛顿,1.6,0.8,8.064,0.068,
000957,中通客车,5.93,0.0,8.062,0.033,
000502,绿景控股,1.83,-1.74,8.06,0.039,
002479,富春环保,7.95,0.4,8.059,0.038,
600255,梦舟股份,17.7,1.51,8.058,0.043,
600555,海航创新,9.74,9.96,8.046,0.046,
000949,新乡化纤,12.2,0.35,8.024,0.029,
600503,华丽家族,16.02,0.83,8.001,0.044,
002576,通达动力,1.45,-0.2,7.999,0.033,
002698,博实股份,5.44,0.3,7.97,0.024,
002196,方正电机,3.12,-2.06,7.923,0.037,
601339,百隆东方,15.0,1.68,7.915,0.037,
002363,隆基机械,3.86,-0.37,7.913,0.032,
600556,ST慧球,3.95,2.6,7.912,0.044,
002001,新 和 成,18.24,0.79,7.907,0.04,
000055,方大集团,6.78,0.23,7.905,0.038,
002750,龙津药业,3.97,0.33,7.892,0.054,
600090,同济堂,7.03,-0.5,7.885,0.034,
002344,海宁皮城,12.71,3.79,7.881,0.029,
002427,*ST尤夫,3.85,-5.01,7.857,0.064,
600095,哈高科,3.61,0.0,7.846,0.037,
600048,保利地产,117.7,4.46,7.845,0.032,
600372,中航电子,17.59,-0.66,7.839,0.04,
002626,金达威,6.0,-0.73,7.838,0.035,
002788,鹭燕医药,1.06,3.43,7.838,0.026,
002347,泰尔股份,3.19,-3.15,7.836,0.03,
600512,腾达建设,15.37,-0.42,7.814,0.048,
002511,中顺洁柔,12.57,4.01,7.808,0.027,
600610,*ST毅达,3.76,-0.6,7.794,0.057,
601198,东兴证券,27.58,2.64,7.734,0.037,
002901,大博医疗,0.4,0.17,7.731,0.027,
600228,ST昌九,2.41,-1.89,7.721,0.078,
002536,西泵股份,3.14,1.06,7.676,0.019,
601126,四方股份,8.13,0.19,7.658,0.034,
600288,大恒科技,4.37,5.31,7.647,0.029,
600373,中文传媒,13.78,4.59,7.641,0.031,
002641,永高股份,8.96,0.0,7.638,0.028,
002505,大康农业,54.85,0.0,7.633,0.034,
000659,珠海中富,12.86,-9.22,7.623,0.066,
002891,中宠股份,0.54,0.52,7.621,0.027,
000551,创元科技,4.0,1.22,7.617,0.036,
000901,航天科技,5.67,1.7,7.615,0.037,
600071,凤凰光学,2.37,1.86,7.609,0.044,
002018,*ST华信,22.78,0.0,7.608,0.047,
002604,*ST龙力,5.08,0.55,7.608,0.06,
600593,大连圣亚,1.29,-0.43,7.6,0.031,
000017,深中华A,3.03,1.51,7.579,0.041,
002613,北玻股份,6.3,1.36,7.574,0.028,
600608,ST沪科,3.18,0.23,7.563,0.033,
000988,华工科技,8.91,0.16,7.562,0.029,
600791,京能置业,4.52,1.27,7.541,0.039,
002282,博深工具,1.93,0.86,7.532,0.043,
002334,英威腾,5.78,1.07,7.526,0.04,
002476,宝莫股份,5.86,-0.4,7.512,0.027,
600250,南纺股份,2.59,-1.38,7.511,0.093,
002093,国脉科技,9.74,4.62,7.51,0.029,
002214,大立科技,3.57,2.14,7.508,0.028,
601599,鹿港文化,8.9,2.47,7.458,0.047,
002884,凌霄泵业,0.69,0.79,7.455,0.033,
000996,中国中期,3.45,1.66,7.452,0.038,
601377,兴业证券,66.97,3.79,7.445,0.047,
002725,跃岭股份,1.1,0.0,7.445,0.052,
002660,茂硕电源,2.11,3.15,7.422,0.069,
002740,爱迪尔,1.64,-0.34,7.415,0.038,
002870,香山股份,0.37,6.29,7.397,0.036,
002709,天赐材料,1.96,9.2,7.391,0.044,
000420,吉林化纤,16.63,1.5,7.388,0.032,
600234,ST山水,2.02,-1.23,7.381,0.028,
000158,常山北明,16.24,-1.32,7.375,0.064,
002286,保龄宝,3.29,0.49,7.369,0.025,
000036,华联控股,11.36,-0.34,7.367,0.033,
600091,ST明科,3.37,1.07,7.365,0.033,
601007,金陵饭店,3.0,3.94,7.337,0.02,
000695,滨海能源,2.22,-0.31,7.336,0.039,
600301,ST南化,2.35,0.52,7.335,0.042,
000662,天夏智慧,3.74,3.75,7.331,0.06,
600120,浙江东方,6.65,-0.87,7.321,0.048,
002639,雪人股份,5.16,-1.35,7.318,0.021,
002510,天汽模,7.74,4.85,7.312,0.031,
600889,南京化纤,3.07,-2.1,7.306,0.03,
002715,登云股份,0.83,0.0,7.298,0.034,
600213,亚星客车,2.2,0.76,7.292,0.04,
002209,达 意 隆,1.54,-0.69,7.286,0.081,
000506,中润资源,9.29,-2.64,7.282,0.029,
002054,德美化工,3.12,-6.87,7.264,0.083,
000712,锦龙股份,8.95,2.68,7.261,0.048,
600162,香江控股,29.74,0.45,7.243,0.044,
002122,*ST天马,11.84,-1.03,7.237,0.054,
002188,*ST巴士,2.15,0.59,7.235,0.051,
002111,威海广泰,3.27,0.97,7.235,0.021,
002438,江苏神通,3.71,0.68,7.229,0.029,
002151,北斗星通,2.73,-0.62,7.224,0.04,
000803,金宇车城,1.28,-3.55,7.22,0.035,
002106,莱宝高科,7.04,4.06,7.211,0.03,
002879,长缆科技,1.27,0.98,7.189,0.036,
600731,湖南海利,3.27,1.71,7.187,0.032,
600602,云赛智联,8.8,3.83,7.161,0.033,
002929,润建通信,0.55,2.11,7.156,0.034,
000713,丰乐种业,2.99,1.6,7.155,0.029,
600732,ST新梅,4.46,0.0,7.153,0.031,
002769,普路通,2.32,-3.72,7.126,0.154,
002829,星网宇达,0.61,2.74,7.099,0.03,
600243,青海华鼎,2.37,0.23,7.094,0.055,
002375,亚厦股份,12.52,0.56,7.093,0.027,
002560,通达股份,2.71,2.33,7.091,0.026,
002671,龙泉股份,3.38,-0.22,7.077,0.028,
000700,模塑科技,6.97,1.52,7.06,0.031,
002916,深南电路,0.7,3.35,7.041,0.039,
002395,双象股份,1.79,2.36,7.027,0.031,
600986,科达股份,12.72,0.97,7.009,0.077,
600727,鲁北化工,3.51,2.62,7.005,0.023,
600884,杉杉股份,8.22,2.54,7.005,0.031,
002189,利达光电,1.97,2.14,7.005,0.03,
002724,海洋王,3.32,1.43,6.982,0.043,
000702,正虹科技,2.67,-0.18,6.981,0.028,
000800,一汽轿车,14.12,0.0,6.97,0.037,
600736,苏州高新,11.51,-4.92,6.965,0.056,
600099,林海股份,2.19,-1.52,6.959,0.036,
600365,通葡股份,4.0,0.97,6.945,0.034,
600622,光大嘉宝,8.69,1.87,6.943,0.072,
600750,江中药业,4.2,0.3,6.942,0.021,
000882,华联股份,24.82,-1.98,6.94,0.036,
600839,四川长虹,46.14,6.5,6.94,0.028,
600279,重庆港九,6.93,-0.69,6.938,0.025,
002675,东诚药业,7.0,-0.44,6.927,0.03,
600292,远达环保,7.81,1.83,6.921,0.028,
600590,泰豪科技,8.1,1.0,6.869,0.033,
600393,粤泰股份,9.88,-0.85,6.85,0.077,
002129,中环股份,26.44,8.06,6.843,0.029,
002050,三花智控,18.61,4.13,6.842,0.028,
002578,闽发铝业,5.63,1.41,6.834,0.018,
600765,中航重机,7.78,2.92,6.825,0.021,
600298,安琪酵母,8.24,1.1,6.823,0.029,
000613,大东海A,2.66,8.53,6.797,0.029,
601058,赛轮轮胎,22.94,-4.54,6.796,0.037,
600539,*ST狮头,2.3,2.01,6.792,0.027,
002542,中化岩土,8.07,1.11,6.789,0.053,
600052,浙江广厦,8.72,3.76,6.767,0.029,
002785,万里石,0.97,-0.64,6.755,0.025,
600361,华联综超,6.66,2.43,6.753,0.028,
600495,晋西车轴,12.08,0.88,6.75,0.025,
002434,万里扬,10.19,-0.6,6.749,0.033,
600370,三房巷,7.97,2.52,6.741,0.032,
600706,曲江文旅,1.78,1.34,6.715,0.03,
000150,宜华健康,5.76,-0.14,6.711,0.055,
002471,中超控股,12.57,1.34,6.706,0.031,
002667,鞍重股份,1.64,4.73,6.706,0.03,
601010,文峰股份,18.48,0.0,6.698,0.032,
002420,毅昌股份,3.92,1.94,6.667,0.046,
002494,华斯股份,2.95,0.56,6.654,0.038,
002878,元隆雅图,0.37,2.92,6.647,0.024,
002416,爱施德,11.73,4.5,6.644,0.026,
002289,宇顺电子,2.59,2.3,6.642,0.041,
002553,南方轴承,2.34,0.7,6.64,0.036,
601099,太平洋,64.79,4.32,6.612,0.055,
002650,加加食品,9.47,0.5,6.61,0.038,
000637,茂化实华,3.66,1.77,6.609,0.053,
000890,法 尔 胜,3.8,-0.2,6.59,0.031,
600605,汇通能源,1.47,-0.73,6.589,0.029,
000715,中兴商业,2.79,-0.79,6.567,0.031,
600405,动力源,5.53,-1.63,6.549,0.032,
600641,万业企业,8.06,5.93,6.516,0.04,
000677,恒天海龙,8.64,2.43,6.497,0.03,
002398,建研集团,5.25,4.0,6.491,0.027,
002618,丹邦科技,5.48,4.2,6.47,0.025,
000692,惠天热电,5.33,1.71,6.439,0.035,
000928,中钢国际,7.43,1.36,6.436,0.054,
601128,常熟银行,9.97,1.61,6.426,0.032,
000886,海南高速,9.68,5.88,6.42,0.029,
000782,美达股份,4.46,0.61,6.41,0.03,
001696,宗申动力,8.91,-2.29,6.41,0.026,
002156,通富微电,9.72,3.7,6.409,0.036,
601619,嘉泽新能,5.04,6.4,6.401,0.041,
600143,金发科技,25.6,1.25,6.388,0.026,
002081,金 螳 螂,25.71,2.74,6.387,0.025,
002791,坚朗五金,0.8,2.23,6.378,0.027,
002365,永安药业,2.38,4.71,6.367,0.024,
000422,*ST宜化,8.98,2.52,6.362,0.024,
002896,中大力德,0.34,1.36,6.36,0.056,
002201,九鼎新材,2.29,1.18,6.359,0.028,
000929,兰州黄河,1.86,0.0,6.351,0.047,
600739,辽宁成大,15.3,0.68,6.344,0.031,
600589,广东榕泰,6.62,1.63,6.336,0.034,
002454,松芝股份,6.17,1.8,6.334,0.031,
600757,长江传媒,12.13,4.29,6.319,0.028,
600526,菲达环保,5.47,2.22,6.299,0.031,
600203,福日电子,3.6,5.15,6.296,0.029,
002876,三利谱,0.55,-1.24,6.282,0.042,
002397,梦洁股份,4.28,-2.46,6.279,0.041,
000913,钱江摩托,4.54,0.69,6.272,0.046,
002684,猛狮科技,3.9,4.33,6.24,0.049,
000565,渝三峡Ａ,4.34,0.0,6.238,0.032,
600382,广东明珠,3.42,1.72,6.235,0.028,
000809,铁岭新城,8.25,1.19,6.233,0.044,
600689,上海三毛,1.52,-4.64,6.231,0.068,
002333,罗普斯金,4.85,0.43,6.229,0.034,
000920,南方汇通,4.22,2.66,6.228,0.03,
600119,长江投资,3.07,-2.9,6.212,0.108,
002654,万润科技,5.75,0.44,6.211,0.048,
600054,黄山旅游,5.13,0.5,6.207,0.016,
002082,万邦德,2.38,-2.89,6.197,0.036,
002729,好利来,0.67,1.69,6.196,0.041,
600216,浙江医药,9.56,-0.53,6.175,0.032,
600601,方正科技,21.95,1.48,6.173,0.027,
000962,东方钽业,4.41,0.42,6.172,0.032,
600533,栖霞建设,10.5,0.61,6.157,0.049,
002032,苏 泊 尔,5.44,1.45,6.156,0.022,
002445,ST中南,12.99,-1.22,6.149,0.039,
002144,宏达高科,1.41,0.0,6.142,0.028,
000615,京汉股份,6.46,2.15,6.139,0.05,
600770,综艺股份,13.0,-0.74,6.137,0.062,
002743,富煌钢构,3.32,0.5,6.126,0.043,
002579,中京电子,3.47,5.24,6.123,0.027,
002776,柏堡龙,2.06,3.13,6.115,0.036,
002566,益盛药业,2.26,0.94,6.111,0.024,
600815,厦工股份,9.59,-0.6,6.109,0.034,
600343,航天动力,6.38,1.09,6.105,0.029,
600869,智慧能源,21.78,3.08,6.102,0.019,
002612,朗姿股份,2.03,0.97,6.102,0.029,
000005,世纪星源,9.51,1.37,6.099,0.034,
002130,沃尔核材,9.46,0.55,6.088,0.032,
000982,*ST 中绒,18.05,0.0,6.084,0.042,
000720,*ST新能,8.63,0.29,6.069,0.022,
002249,大洋电机,13.65,0.27,6.058,0.037,
600692,亚通股份,2.55,-0.87,6.04,0.042,
002172,澳洋健康,6.94,-0.98,6.029,0.024,
002433,太安堂,6.92,1.54,6.014,0.028,
002154,报 喜 鸟,11.04,1.27,6.004,0.028,
600072,中船科技,6.01,0.63,5.998,0.031,
000099,中信海直,6.06,1.86,5.988,0.03,
600283,钱江水利,3.53,-1.12,5.979,0.073,
600110,诺德股份,11.5,3.02,5.978,0.056,
000423,东阿阿胶,6.54,1.24,5.971,0.023,
002487,大金重工,5.4,0.54,5.969,0.025,
002320,海峡股份,5.58,10.02,5.969,0.029,
000576,广东甘化,4.36,-4.28,5.957,0.053,
600137,浪莎股份,0.97,-1.1,5.95,0.035,
002498,汉缆股份,33.26,1.91,5.95,0.028,
600662,强生控股,10.53,-0.89,5.95,0.046,
002311,海大集团,15.44,-0.04,5.929,0.025,
002772,众兴菌业,2.54,2.73,5.912,0.02,
600083,博信股份,2.28,0.88,5.894,0.025,
002314,南山控股,11.38,1.25,5.891,0.03,
002276,万马股份,10.34,1.89,5.879,0.023,
002313,日海智能,3.12,1.57,5.877,0.028,
600515,海航基础,16.58,3.72,5.875,0.034,
600238,*ST椰岛,4.45,1.61,5.875,0.024,
600939,重庆建工,4.1,3.28,5.872,0.029,
600639,浦东金桥,8.5,-0.55,5.871,0.067,
600108,亚盛集团,19.47,5.11,5.869,0.024,
600748,上实发展,14.08,1.03,5.86,0.04,
002514,宝馨科技,3.88,0.32,5.827,0.022,
002620,瑞和股份,3.04,1.76,5.821,0.028,
000514,渝 开 发,8.44,0.76,5.817,0.033,
000560,我爱我家,11.3,0.52,5.8,0.028,
600540,新赛股份,4.71,0.79,5.796,0.031,
002541,鸿路钢构,3.71,2.05,5.794,0.023,
601163,三角轮胎,2.8,2.9,5.77,0.022,
002007,华兰生物,8.03,0.45,5.765,0.026,
002361,神剑股份,5.81,7.16,5.758,0.022,
002672,东江环保,6.52,2.68,5.758,0.03,
000153,丰原药业,3.12,0.86,5.748,0.025,
002046,轴研科技,3.41,1.41,5.729,0.022,
002309,中利集团,4.69,0.81,5.715,0.017,
002721,金一文化,5.45,0.32,5.702,0.057,
000524,岭南控股,2.72,0.54,5.682,0.046,
600192,长城电工,4.42,1.52,5.664,0.028,
600008,首创股份,48.21,0.28,5.654,0.042,
601588,北辰实业,26.6,0.67,5.646,0.033,
600488,天药股份,9.69,0.51,5.641,0.021,
002820,桂发祥,1.21,5.57,5.635,0.026,
000776,广发证券,59.19,2.75,5.633,0.034,
000043,中航善达,6.67,-0.98,5.622,0.039,
000544,中原环保,5.22,1.74,5.613,0.031,
600755,厦门国贸,18.16,0.56,5.609,0.029,
601200,上海环境,6.72,0.73,5.607,0.045,
600241,时代万恒,2.26,2.72,5.603,0.035,
600657,信达地产,15.24,2.72,5.589,0.025,
002372,伟星新材,11.72,0.28,5.578,0.035,
002918,蒙娜丽莎,0.59,0.17,5.576,0.039,
600802,福建水泥,3.82,-0.97,5.572,0.027,
002811,亚泰国际,0.45,1.62,5.57,0.043,
000828,东莞控股,10.4,0.53,5.568,0.028,
002587,奥拓电子,3.93,0.95,5.568,0.028,
002165,红 宝 丽,5.27,1.34,5.557,0.031,
000850,华茂股份,9.43,1.4,5.55,0.055,
002777,久远银海,0.6,-0.36,5.548,0.032,
002272,川润股份,3.21,0.69,5.547,0.027,
000159,国际实业,4.81,0.0,5.532,0.083,
600537,亿晶光电,11.76,4.07,5.516,0.026,
000823,超声电子,5.37,6.97,5.507,0.027,
002164,宁波东力,4.4,0.99,5.504,0.058,
600363,联创光电,4.43,1.47,5.501,0.027,
600510,黑牡丹,7.96,0.16,5.458,0.032,
600127,金健米业,6.42,1.97,5.454,0.028,
600962,国投中鲁,2.54,0.0,5.448,0.046,
002389,南洋科技,6.77,-0.24,5.441,0.022,
000027,深圳能源,39.64,0.74,5.432,0.034,
600522,中天科技,30.66,1.27,5.423,0.022,
600476,湘邮科技,1.61,5.06,5.387,0.029,
002890,弘宇股份,0.48,1.77,5.387,0.04,
002159,三特索道,1.39,2.91,5.381,0.025,
002096,南岭民爆,3.71,0.18,5.375,0.022,
002139,拓邦股份,7.84,1.41,5.353,0.038,
002348,高乐股份,7.38,1.52,5.353,0.053,
002059,云南旅游,7.31,3.62,5.34,0.036,
600435,北方导航,14.89,1.79,5.316,0.033,
002063,远光软件,7.56,2.06,5.309,0.026,
000430,张家界,3.32,1.09,5.294,0.033,
000892,欢瑞世纪,5.17,0.2,5.291,0.047,
002296,辉煌科技,3.23,1.65,5.287,0.026,
600982,宁波热电,7.47,1.8,5.284,0.026,
002101,广东鸿图,4.26,4.07,5.284,0.025,
002414,高德红外,4.76,0.78,5.271,0.028,
002887,绿茵生态,0.51,2.04,5.243,0.035,
000026,飞亚达Ａ,3.57,1.6,5.239,0.029,
002029,七 匹 狼,7.56,1.99,5.2,0.04,
002464,众应互联,2.83,2.92,5.191,0.05,
002473,*ST圣莱,1.6,5.03,5.186,0.039,
600302,标准股份,3.46,2.06,5.18,0.027,
002598,山东章鼓,2.7,0.13,5.179,0.022,
600855,航天长峰,3.3,3.27,5.168,0.033,
002396,星网锐捷,5.39,1.97,5.161,0.026,
000906,浙商中拓,6.61,1.34,5.153,0.027,
600118,中国卫星,11.82,0.93,5.151,0.032,
600749,*ST藏旅,1.89,2.13,5.146,0.023,
002645,华宏科技,2.53,4.84,5.113,0.026,
600006,东风汽车,20.0,0.0,5.112,0.026,
002239,奥特佳,30.26,1.8,5.102,0.04,
601616,广电电气,9.36,1.23,5.1,0.027,
002782,可立克,1.06,-0.79,5.096,0.052,
000151,中成股份,2.67,2.19,5.089,0.041,
600677,航天通信,4.16,4.83,5.084,0.028,
601038,一拖股份,5.94,2.57,5.054,0.025,
002596,海南瑞泽,8.63,6.63,5.04,0.032,
002462,嘉事堂,2.49,1.23,5.025,0.026,
600097,开创国际,2.03,-3.24,5.021,0.031,
600113,浙江东日,3.19,1.89,5.016,0.039,
600875,东方电气,19.97,-0.25,5.0,0.023,
002778,高科石化,0.56,-0.79,4.987,0.031,
002489,浙江永强,18.7,0.34,4.985,0.066,
002283,天润曲轴,10.24,2.0,4.978,0.033,
002424,贵州百灵,7.28,2.83,4.97,0.033,
600335,国机汽车,10.3,2.35,4.967,0.04,
002690,美亚光电,3.27,-0.64,4.956,0.023,
600872,中炬高新,7.97,1.11,4.953,0.025,
000923,河北宣工,1.98,-2.62,4.952,0.061,
600778,*ST友好,3.11,1.96,4.949,0.021,
000157,中联重科,62.26,0.56,4.946,0.026,
002569,步森股份,1.4,0.62,4.945,0.063,
000063,中兴通讯,34.34,-2.05,4.93,0.032,
600561,江西长运,2.37,-1.16,4.93,0.027,
000589,黔轮胎Ａ,7.75,1.97,4.924,0.023,
002816,和科达,0.57,2.27,4.921,0.029,
002073,软控股份,8.19,2.0,4.921,0.031,
000006,深振业Ａ,13.48,0.57,4.918,0.038,
002366,台海核电,4.89,-0.09,4.908,0.031,
600511,国药股份,2.78,-1.79,4.904,0.028,
002763,汇洁股份,1.82,1.91,4.9,0.032,
600466,蓝光发展,29.73,4.09,4.897,0.023,
000759,中百集团,6.81,3.03,4.895,0.021,
600838,上海九百,4.01,0.3,4.892,0.036,
600645,中源协和,3.84,-1.08,4.889,0.03,
002174,游族网络,6.19,0.81,4.872,0.042,
600611,大众交通,15.63,-0.24,4.866,0.031,
002882,金龙羽,0.83,1.43,4.862,0.021,
000899,赣能股份,6.47,2.13,4.862,0.035,
002303,美盈森,15.31,1.02,4.851,0.028,
600565,迪马股份,23.69,0.71,4.837,0.028,
600063,皖维高新,19.26,0.77,4.822,0.026,
002802,洪汇新材,0.39,0.84,4.821,0.028,
000037,深南电A,3.39,1.01,4.816,0.03,
600158,中体产业,6.57,1.47,4.803,0.036,
000888,峨眉山Ａ,5.27,1.33,4.8,0.027,
002115,三维通信,3.47,2.07,4.793,0.023,
002926,华西证券,5.25,2.39,4.792,0.039,
002632,道明光学,5.54,5.25,4.792,0.022,
600501,航天晨光,4.21,1.95,4.776,0.032,
002559,亚威股份,3.07,1.44,4.76,0.032,
000862,银星能源,5.01,2.16,4.755,0.031,
000815,美利云,3.17,0.97,4.753,0.051,
601515,东风股份,11.12,2.38,4.737,0.023,
000564,供销大集,18.89,1.77,4.729,0.042,
600481,双良节能,16.2,-0.79,4.721,0.029,
600135,乐凯胶片,3.73,0.0,4.72,0.038,
600830,香溢融通,4.54,0.57,4.717,0.033,
002230,科大讯飞,18.18,-0.24,4.713,0.024,
600270,外运发展,9.05,0.0,4.71,0.025,
002247,聚力文化,5.4,3.33,4.7,0.047,
600513,联环药业,2.85,-0.45,4.695,0.017,
000971,高升控股,5.92,-0.73,4.691,0.065,
000004,国农科技,0.83,-1.63,4.69,0.022,
600896,*ST海投,5.77,0.25,4.687,0.031,
600029,南方航空,70.23,-1.42,4.675,0.033,
600644,乐山电力,5.38,1.07,4.665,0.028,
000661,长春高新,1.7,3.71,4.661,0.023,
000429,粤高速Ａ,4.69,1.2,4.654,0.009,
002335,科华恒盛,2.25,1.24,4.642,0.04,
000721,西安饮食,4.36,0.0,4.641,0.044,
002703,浙江世宝,5.53,-0.25,4.635,0.034,
600064,南京高科,12.36,-0.97,4.628,0.065,
600797,浙大网新,9.41,1.61,4.597,0.041,
002545,东方铁塔,6.18,3.87,4.595,0.033,
000719,中原传媒,6.67,4.32,4.592,0.029,
601369,陕鼓动力,16.39,2.74,4.588,0.022,
000548,湖南投资,4.99,2.93,4.583,0.047,
002696,百洋股份,2.1,1.45,4.582,0.046,
600221,海航控股,164.36,2.49,4.576,0.02,
600189,吉林森工,4.26,1.23,4.57,0.025,
000561,烽火电子,5.94,4.17,4.548,0.028,
600354,敦煌种业,5.28,1.72,4.543,0.029,
002359,北讯集团,7.08,-1.12,4.517,0.051,
600278,东方创业,5.22,-3.38,4.512,0.055,
002409,雅克科技,1.83,0.71,4.504,0.035,
000567,海德股份,1.5,3.06,4.485,0.054,
000980,众泰汽车,12.46,1.24,4.466,0.036,
002140,东华科技,4.4,1.44,4.462,0.031,
002540,亚太科技,8.95,2.18,4.458,0.022,
002245,澳洋顺昌,9.14,0.91,4.458,0.05,
002224,三 力 士,4.66,1.5,4.453,0.029,
600747,ST大控,10.64,1.44,4.441,0.035,
600828,茂业商业,6.49,0.19,4.44,0.017,
600668,尖峰集团,3.44,0.38,4.44,0.023,
600460,士兰微,12.47,2.5,4.433,0.026,
600616,金枫酒业,5.15,1.17,4.419,0.034,
600654,ST中安,7.55,0.47,4.417,0.035,
002707,众信旅游,5.1,0.15,4.407,0.044,
002133,广宇集团,6.35,1.88,4.401,0.036,
600379,宝光股份,2.36,-1.29,4.392,0.026,
600323,瀚蓝环境,7.66,0.95,4.391,0.019,
002771,真视通,0.92,2.97,4.391,0.034,
600152,维科技术,2.95,4.37,4.383,0.023,
600836,界龙实业,6.63,0.75,4.381,0.047,
000785,武汉中商,2.51,-0.42,4.373,0.023,
600359,新农开发,3.82,2.38,4.37,0.029,
002892,科力尔,0.26,0.62,4.36,0.025,
002573,清新环境,10.79,1.57,4.344,0.041,
002484,江海股份,7.64,3.56,4.342,0.036,
000821,京山轻机,4.41,1.08,4.341,0.03,
601567,三星医疗,14.18,1.34,4.337,0.034,
002060,粤 水 电,12.02,0.69,4.306,0.024,
600107,美尔雅,3.6,0.8,4.306,0.047,
000559,万向钱潮,27.53,2.38,4.3,0.033,
002064,华峰氨纶,15.34,0.73,4.292,0.016,
002057,中钢天源,3.2,0.0,4.291,0.02,
000848,承德露露,9.78,2.55,4.288,0.015,
600126,杭钢股份,12.05,0.22,4.271,0.026,
601211,国泰君安,75.16,2.39,4.265,0.028,
000786,北新建材,14.14,0.26,4.251,0.038,
002631,德尔未来,6.47,0.58,4.244,0.033,
600784,鲁银投资,5.68,-1.1,4.235,0.057,
002759,天际股份,1.26,3.96,4.225,0.025,
002673,西部证券,35.02,2.73,4.22,0.032,
002246,北化股份,4.14,1.65,4.217,0.034,
600720,祁连山,7.76,1.46,4.211,0.023,
002437,誉衡药业,21.67,-1.71,4.209,0.045,
002066,瑞泰科技,2.31,1.02,4.203,0.038,
000069,华侨城Ａ,61.44,2.65,4.202,0.027,
600881,亚泰集团,32.23,1.46,4.201,0.039,
002583,海能达,10.5,5.45,4.155,0.031,
600853,龙建股份,5.37,-0.26,4.148,0.022,
600789,鲁抗医药,5.82,-1.21,4.141,0.03,
002388,新亚制程,4.0,0.87,4.139,0.039,
600077,宋都股份,13.4,2.97,4.136,0.032,
002535,林州重机,5.9,0.57,4.134,0.025,
002852,道道全,1.25,-0.39,4.122,0.025,
601518,吉林高速,12.13,1.84,4.122,0.021,
002087,新野纺织,8.16,0.53,4.108,0.032,
002127,南极电商,14.82,-0.63,4.104,0.034,
002809,红墙股份,0.61,0.93,4.097,0.043,
600067,冠城大通,14.92,0.79,4.091,0.029,
600980,北矿科技,1.52,0.56,4.09,0.027,
002040,南 京 港,3.07,1.93,4.074,0.023,
002322,理工环科,3.61,0.41,4.06,0.026,
000045,深纺织Ａ,4.57,0.85,4.055,0.035,
600021,上海电力,8.56,4.46,4.047,0.018,
000505,京粮控股,4.06,5.08,4.047,0.031,
601208,东材科技,6.27,2.13,4.047,0.024,
600356,恒丰纸业,2.99,1.19,4.037,0.023,
002528,英飞拓,8.64,2.37,4.022,0.028,
600375,华菱星马,5.56,-2.26,4.02,0.024,
002732,燕塘乳业,1.56,0.82,4.015,0.041,
600785,新华百货,2.26,4.36,4.004,0.029,
002693,双成药业,4.03,2.55,4.003,0.035,
002402,和而泰,7.19,3.35,3.995,0.034,
600690,青岛海尔,60.97,0.8,3.965,0.022,
600725,ST云维,12.32,-0.84,3.963,0.023,
000813,德展健康,10.81,-0.31,3.96,0.016,
000419,通程控股,5.43,0.68,3.949,0.025,
000985,大庆华科,1.3,-0.07,3.939,0.043,
002339,积成电子,3.3,2.39,3.931,0.025,
600084,中葡股份,11.24,3.3,3.928,0.032,
002792,通宇通讯,0.71,0.89,3.928,0.019,
601375,中原证券,18.03,2.35,3.921,0.037,
600613,神奇制药,4.79,1.64,3.92,0.026,
002432,九安医疗,4.33,0.0,3.905,0.032,
601222,林洋能源,17.49,5.65,3.904,0.031,
600166,福田汽车,66.7,1.64,3.902,0.021,
600606,绿地控股,121.68,1.26,3.872,0.028,
600827,百联股份,15.43,1.14,3.87,0.018,
000417,合肥百货,7.79,1.47,3.857,0.023,
000989,九 芝 堂,4.2,3.77,3.852,0.042,
600428,中远海特,16.9,3.23,3.845,0.025,
600707,彩虹股份,12.88,0.44,3.841,0.029,
000016,深康佳Ａ,15.97,3.0,3.837,0.042,
002838,道恩股份,0.75,2.08,3.833,0.025,
600175,美都能源,24.51,3.4,3.823,0.042,
000902,新洋丰,11.73,1.93,3.814,0.016,
002889,东方嘉盛,0.37,0.31,3.813,0.045,
001896,豫能控股,9.3,2.19,3.808,0.032,
002116,中国海诚,4.15,1.94,3.807,0.025,
002757,南兴装备,0.98,-0.37,3.8,0.018,
600331,宏达股份,20.32,2.51,3.797,0.037,
