,ts_code,name,industry,continuous_fall,average_p_change,accumulate_p_change,last_p_change,circ_mv
1771,300387.SZ,富邦股份,化工原料,1.0,-1.915,-1.915,2.853,197355.0479
779,002318.SZ,久立特材,特种钢,3.0,-0.629,-1.913,4.317,614758.2625
3420,603658.SH,安图生物,医疗保健,3.0,-0.63,-1.912,4.275,796015.374
1533,300146.SZ,汤臣倍健,食品,3.0,-0.633,-1.911,2.897,1811601.766
500,002038.SZ,双鹭药业,生物制药,3.0,-0.627,-1.906,5.585,1479203.8789
2685,600671.SH,天目药业,中成药,3.0,-0.637,-1.905,4.055,221774.8111
1949,300568.SZ,星源材质,化工原料,3.0,-0.625,-1.905,8.066,372484.7952
2164,600048.SH,保利地产,全国地产,2.0,-0.949,-1.903,5.663,16034729.2653
2411,600329.SH,中新药业,中成药,4.0,-0.473,-1.899,3.871,819942.8421
2329,600233.SH,圆通速递,仓储物流,2.0,-0.936,-1.893,3.472,1050496.3204
2553,600519.SH,贵州茅台,白酒,4.0,-0.473,-1.891,2.248,93251331.2874
57,000090.SZ,天健集团,建筑施工,3.0,-0.613,-1.89,4.203,855164.3224
514,002052.SZ,同洲电子,通信设备,1.0,-1.863,-1.863,3.165,364771.1221
3245,603198.SH,迎驾贡酒,白酒,3.0,-0.613,-1.86,3.726,1269600.0
1353,002909.SZ,集泰股份,化工原料,1.0,-1.857,-1.857,3.879,87142.7887
131,000539.SZ,粤电力A,火力发电,3.0,-0.613,-1.852,6.84,1156919.8891
1477,300090.SZ,盛运环保,环境保护,2.0,-0.913,-1.852,6.132,256953.9215
1084,002624.SZ,完美世界,影视音像,3.0,-0.598,-1.839,4.878,1446226.5047
2059,300682.SZ,朗新科技,软件服务,3.0,-0.608,-1.83,4.991,286715.2345
2951,601009.SH,南京银行,银行,3.0,-0.603,-1.823,6.857,6344691.5272
2482,600419.SH,天润乳业,乳制品,2.0,-0.908,-1.818,4.564,327447.8949
761,002300.SZ,太阳电缆,电气设备,2.0,-0.863,-1.813,4.308,367922.3328
1364,002921.SZ,联诚精密,汽车配件,3.0,-0.601,-1.811,3.604,123648.0
3491,603808.SH,歌力思,服饰,3.0,-0.601,-1.796,4.695,566357.5409
2434,600359.SH,新农开发,农业综合,2.0,-0.884,-1.794,4.566,174732.8716
2407,600325.SH,华发股份,区域地产,3.0,-0.592,-1.791,3.226,1548751.6374
2465,600393.SH,粤泰股份,全国地产,1.0,-1.786,-1.786,6.182,288556.0212
2498,600448.SH,华纺股份,纺织,3.0,-0.594,-1.783,4.174,295436.3271
1550,300163.SZ,先锋新材,其他建材,2.0,-0.888,-1.781,5.699,134463.7811
260,000713.SZ,丰乐种业,种植业,2.0,-0.886,-1.779,3.985,171554.8056
3398,603609.SH,禾丰牧业,饲料,1.0,-1.776,-1.776,1.618,887696.4689
719,002258.SZ,利尔化学,农药化肥,3.0,-0.588,-1.754,0.246,851349.5483
29,000036.SZ,华联控股,全国地产,3.0,-0.573,-1.754,3.734,726123.4722
95,000428.SZ,华天酒店,酒店餐饮,2.0,-0.851,-1.748,3.559,296495.375
1777,300393.SZ,中来股份,塑料,1.0,-1.747,-1.747,4.933,284683.8671
1980,300601.SZ,康泰生物,生物制药,2.0,-0.877,-1.746,3.883,945460.4085
2867,600869.SH,智慧能源,电气设备,3.0,-0.578,-1.741,3.543,1167379.5444
3493,603810.SH,丰山集团,农药化肥,2.0,-0.867,-1.741,3.949,82120.0
3431,603677.SH,奇精机械,机械基件,3.0,-0.581,-1.74,5.904,81929.0692
3120,601975.SH,ST长油,水运,3.0,-0.58,-1.739,2.655,440464.054
786,002325.SZ,洪涛股份,装修装饰,3.0,-0.575,-1.739,5.9,330471.4802
1016,002556.SZ,辉隆股份,其他商业,2.0,-0.855,-1.727,3.163,410451.7944
1459,300072.SZ,三聚环保,环境保护,3.0,-0.554,-1.726,7.355,2082383.1395
1503,300116.SZ,坚瑞沃能,电气设备,1.0,-1.724,-1.724,5.848,234236.2625
781,002320.SZ,海峡股份,水运,2.0,-0.854,-1.721,3.501,825260.4209
3584,603996.SH,中新科技,家用电器,2.0,-0.846,-1.712,4.918,307353.6
1483,300096.SZ,易联众,软件服务,2.0,-0.831,-1.702,4.329,453709.1052
2967,601086.SH,国芳集团,百货,2.0,-0.823,-1.698,3.972,99932.0
2209,600097.SH,开创国际,渔业,2.0,-0.827,-1.693,3.273,271301.3666
3394,603605.SH,珀莱雅,日用化工,3.0,-0.564,-1.692,1.807,297419.722
3189,603085.SH,天成自控,汽车配件,3.0,-0.556,-1.691,5.528,126691.7788
457,000999.SZ,华润三九,中成药,3.0,-0.56,-1.687,5.481,2466534.5715
1119,002659.SZ,凯文教育,文教休闲,1.0,-1.686,-1.686,7.652,253771.716
354,000858.SZ,五粮液,白酒,3.0,-0.559,-1.679,4.029,27048663.5617
3012,601233.SH,桐昆股份,化纤,2.0,-0.818,-1.679,5.203,2308969.5497
459,001872.SZ,招商港口,港口,2.0,-0.832,-1.677,3.177,815363.2122
3308,603345.SH,安井食品,食品,1.0,-1.674,-1.674,1.27,431078.5446
969,002508.SZ,老板电器,家用电器,1.0,-1.668,-1.668,4.604,2421393.0228
611,002149.SZ,西部材料,小金属,1.0,-1.644,-1.644,3.9,317303.0984
2247,600138.SH,中青旅,旅游服务,4.0,-0.404,-1.635,4.432,1091550.72
1531,300144.SZ,宋城演艺,旅游景点,3.0,-0.54,-1.632,3.697,2588834.8566
3063,601668.SH,中国建筑,建筑施工,4.0,-0.407,-1.631,4.809,26001159.4278
1911,300528.SZ,幸福蓝海,影视音像,4.0,-0.406,-1.63,4.142,145915.9099
341,000830.SZ,鲁西化工,农药化肥,2.0,-0.803,-1.622,4.003,1939770.6208
14,000018.SZ,神州长城,装修装饰,3.0,-0.533,-1.613,6.557,258852.0254
154,000566.SZ,海南海药,化学制药,3.0,-0.532,-1.605,5.71,779865.7067
1619,300233.SZ,金城医药,化学制药,3.0,-0.534,-1.605,4.147,543917.7518
3472,603766.SH,隆鑫通用,摩托车,3.0,-0.531,-1.603,3.259,1031317.1681
2431,600355.SH,精伦电子,元器件,3.0,-0.484,-1.598,8.121,229313.5672
1575,300189.SZ,神农基因,种植业,1.0,-1.592,-1.592,3.236,281590.0859
2071,300694.SZ,蠡湖股份,汽车配件,2.0,-0.797,-1.592,4.113,121278.99
2524,600486.SH,扬农化工,农药化肥,3.0,-0.526,-1.589,6.262,1509207.6771
1424,300036.SZ,超图软件,软件服务,3.0,-0.505,-1.587,5.087,562916.5049
3451,603709.SH,中源家居,家居用品,1.0,-1.578,-1.578,1.319,56860.0
2688,600675.SH,中华企业,区域地产,2.0,-0.785,-1.568,4.248,1099697.9854
55,000088.SZ,盐田港,港口,2.0,-0.751,-1.56,4.596,1281852.0
1932,300550.SZ,和仁科技,软件服务,3.0,-0.511,-1.556,9.427,162067.99
2980,601118.SH,海南橡胶,橡胶,2.0,-0.766,-1.556,5.336,2280935.0158
1904,300520.SZ,科大国创,软件服务,3.0,-0.492,-1.55,4.668,213412.7004
3074,601766.SH,中国中车,运输设备,4.0,-0.385,-1.547,7.183,21886396.1398
2546,600511.SH,国药股份,医药商业,1.0,-1.545,-1.545,4.792,686056.9056
3413,603638.SH,艾迪精密,专用机械,2.0,-0.773,-1.545,3.474,235399.0736
1974,300595.SZ,欧普康视,医疗保健,3.0,-0.512,-1.544,2.965,579121.1443
1912,300529.SZ,健帆生物,医疗保健,1.0,-1.536,-1.536,2.188,505847.7309
163,000582.SZ,北部湾港,港口,3.0,-0.508,-1.533,4.28,211592.856
1211,002756.SZ,永兴特钢,特种钢,5.0,-0.298,-1.532,3.924,284077.1927
279,000736.SZ,中交地产,全国地产,2.0,-0.75,-1.519,4.508,392741.7186
2870,600872.SH,中炬高新,食品,3.0,-0.488,-1.515,2.564,2549239.0208
3474,603768.SH,常青股份,汽车配件,3.0,-0.503,-1.51,4.358,90671.625
780,002319.SZ,乐通股份,染料涂料,1.0,-1.51,-1.51,4.689,232155.918
3414,603639.SH,海利尔,农药化肥,4.0,-0.369,-1.494,4.274,164270.9461
288,000756.SZ,新华制药,化学制药,4.0,-0.372,-1.493,3.333,272455.6418
94,000426.SZ,兴业矿业,铅锌,1.0,-1.478,-1.479,0.273,977885.0814
2208,600096.SH,云天化,农药化肥,2.0,-0.726,-1.471,4.809,835111.6152
2904,600929.SH,湖南盐业,食品,2.0,-0.724,-1.469,4.472,136650.0
1144,002684.SZ,猛狮科技,电气设备,3.0,-0.473,-1.466,3.869,272279.8381
252,000703.SZ,恒逸石化,化纤,6.0,-0.235,-1.464,3.64,3171665.8704
3123,601989.SH,中国重工,船舶,2.0,-0.692,-1.461,7.415,9309364.1885
10,000012.SZ,南玻A,玻璃,3.0,-0.475,-1.458,5.074,882225.8908
3003,601212.SH,白银有色,铜,1.0,-1.445,-1.445,5.572,707283.0306
642,002180.SZ,纳思达,电脑设备,3.0,-0.468,-1.431,7.732,2739484.768
439,000975.SZ,银泰资源,铅锌,2.0,-0.705,-1.43,2.629,1390986.9123
1410,300022.SZ,吉峰科技,农用机械,2.0,-0.693,-1.429,4.831,148766.6337
695,002233.SZ,塔牌集团,水泥,3.0,-0.474,-1.426,2.808,1403901.0942
620,002158.SZ,汉钟精机,工程机械,3.0,-0.474,-1.425,10.011,523317.036
2050,300673.SZ,佩蒂股份,饲料,3.0,-0.468,-1.415,3.796,170759.688
997,002537.SZ,海联金汇,汽车整车,3.0,-0.47,-1.411,5.821,1325185.7186
1150,002690.SZ,美亚光电,专用机械,3.0,-0.467,-1.405,6.5,783129.8733
1623,300237.SZ,美晨生态,建筑施工,3.0,-0.464,-1.402,4.265,636107.7743
453,000995.SZ,*ST皇台,白酒,2.0,-0.696,-1.395,3.302,77703.5871
2189,600075.SH,新疆天业,化工原料,2.0,-0.685,-1.394,4.444,430350.6335
1865,300481.SZ,濮阳惠成,化工原料,2.0,-0.697,-1.394,5.124,454006.0035
765,002304.SZ,洋河股份,白酒,3.0,-0.461,-1.391,3.631,13706962.9087
34,000042.SZ,中洲控股,全国地产,3.0,-0.461,-1.39,4.312,832861.2135
2440,600366.SH,宁波韵升,电器仪表,2.0,-0.682,-1.389,6.338,597424.6875
999,002539.SZ,云图控股,农药化肥,2.0,-0.654,-1.375,3.387,314280.2751
70,000301.SZ,东方盛虹,综合类,3.0,-0.457,-1.372,7.753,660284.1532
2335,600239.SH,云南城投,区域地产,2.0,-0.674,-1.366,2.77,595709.8432
3340,603456.SH,九洲药业,化学制药,3.0,-0.453,-1.361,4.0,603918.9925
1175,002717.SZ,岭南股份,环境保护,3.0,-0.448,-1.355,3.87,567922.7374
2630,600606.SH,绿地控股,全国地产,6.0,-0.216,-1.349,5.167,8420362.8344
1396,300008.SZ,天海防务,船舶,1.0,-1.342,-1.342,6.803,189156.8311
311,000792.SZ,盐湖股份,化工原料,2.0,-0.645,-1.333,5.105,1924929.9965
762,002301.SZ,齐心集团,文教休闲,3.0,-0.439,-1.327,4.484,596903.5083
1195,002738.SZ,中矿资源,建筑施工,2.0,-0.661,-1.321,3.123,291473.1943
3361,603528.SH,多伦科技,软件服务,2.0,-0.619,-1.318,4.303,131875.77
2622,600598.SH,北大荒,种植业,2.0,-0.65,-1.317,3.448,1653242.3154
2370,600282.SH,南钢股份,普钢,2.0,-0.651,-1.305,4.233,1742392.7629
3555,603929.SH,亚翔集成,装修装饰,3.0,-0.42,-1.303,3.781,166952.24
2541,600506.SH,香梨股份,种植业,2.0,-0.65,-1.302,3.11,161591.3191
396,000918.SZ,嘉凯城,全国地产,4.0,-0.309,-1.299,4.386,1288192.731
2711,600698.SH,湖南天雁,汽车配件,2.0,-0.617,-1.292,5.497,297056.8852
3450,603708.SH,家家悦,超市连锁,3.0,-0.424,-1.288,3.478,373590.7396
2278,600176.SH,中国巨石,玻璃,1.0,-1.282,-1.282,3.989,3926085.9777
3582,603991.SH,至正股份,塑料,2.0,-0.632,-1.281,3.635,81993.5203
1479,300092.SZ,科新机电,专用机械,3.0,-0.414,-1.28,3.314,120008.5547
1731,300345.SZ,红宇新材,钢加工,2.0,-0.617,-1.279,4.145,148192.2131
713,002251.SZ,步步高,超市连锁,3.0,-0.424,-1.279,5.889,722218.5112
2502,600456.SH,宝钛股份,小金属,3.0,-0.407,-1.273,5.212,842460.2406
146,000557.SZ,西部创业,铁路,2.0,-0.628,-1.272,5.67,239950.5377
2968,601088.SH,中国神华,煤炭开采,1.0,-1.259,-1.259,5.048,33971538.1873
1299,002851.SZ,麦格米特,电气设备,4.0,-0.31,-1.241,4.378,305228.643
1184,002727.SZ,一心堂,医药商业,3.0,-0.399,-1.236,5.053,678260.7357
3354,603515.SH,欧普照明,电气设备,3.0,-0.411,-1.231,3.906,393004.2571
2450,600377.SH,宁沪高速,路桥,3.0,-0.41,-1.227,2.485,3760001.5415
544,002082.SZ,万邦德,铝,2.0,-0.606,-1.227,4.472,200158.0
1194,002737.SZ,葵花药业,中成药,3.0,-0.396,-1.217,3.697,869738.6295
3434,603680.SH,今创集团,运输设备,1.0,-1.216,-1.216,5.829,96079.2
2740,600729.SH,重庆百货,百货,3.0,-0.401,-1.211,5.414,1258296.3356
2868,600870.SH,*ST厦华,家用电器,3.0,-0.403,-1.209,1.223,173179.0891
3020,601326.SH,秦港股份,港口,3.0,-0.395,-1.205,5.183,570369.4546
680,002218.SZ,拓日新能,半导体,3.0,-0.393,-1.205,10.061,438873.9558
608,002146.SZ,荣盛发展,全国地产,2.0,-0.6,-1.205,5.987,3722240.5427
2608,600583.SH,海油工程,石油开采,3.0,-0.389,-1.203,4.696,2661655.5896
2687,600674.SH,川投能源,水力发电,4.0,-0.301,-1.202,2.655,4085186.3654
3383,603588.SH,高能环境,环境保护,3.0,-0.39,-1.194,3.407,615768.8003
2912,600962.SH,国投中鲁,软饮料,2.0,-0.557,-1.179,4.773,223029.56
538,002076.SZ,雪莱特,家用电器,3.0,-0.375,-1.17,4.734,157662.1351
1703,300317.SZ,珈伟新能,半导体,1.0,-1.163,-1.163,3.866,405535.6417
3323,603377.SH,东方时尚,汽车服务,1.0,-1.161,-1.161,3.386,879648.0
1563,300176.SZ,鸿特科技,汽车配件,3.0,-0.383,-1.152,3.289,1489034.5707
72,000338.SZ,潍柴动力,汽车配件,3.0,-0.383,-1.145,4.421,4209888.409
173,000595.SZ,宝塔实业,机械基件,2.0,-0.538,-1.14,4.899,274560.8866
2397,600313.SH,农发种业,种植业,2.0,-0.544,-1.128,3.802,278295.4102
1788,300404.SZ,博济医药,医疗保健,2.0,-0.523,-1.125,4.63,109282.8716
3521,603876.SH,鼎胜新材,铝,2.0,-0.555,-1.124,4.383,125385.0
2841,600839.SH,四川长虹,家用电器,4.0,-0.272,-1.124,5.303,1282772.7729
2383,600298.SH,安琪酵母,食品,4.0,-0.276,-1.118,3.391,2261278.1076
3263,603239.SH,浙江仙通,汽车配件,4.0,-0.274,-1.114,4.038,100517.76
3430,603676.SH,卫信康,化学制药,3.0,-0.36,-1.111,3.976,80192.5574
1271,002821.SZ,凯莱英,生物制药,3.0,-0.365,-1.111,3.346,1001126.9163
2393,600309.SH,万华化学,化工原料,3.0,-0.363,-1.108,6.56,5689330.6543
2706,600693.SH,东百集团,百货,3.0,-0.368,-1.105,2.793,495280.6719
638,002176.SZ,江特电机,电气设备,2.0,-0.539,-1.091,5.331,841341.7784
271,000726.SZ,鲁泰A,纺织,4.0,-0.273,-1.089,2.803,576109.7261
542,002080.SZ,中材科技,化纤,1.0,-1.086,-1.086,4.209,728960.0
3047,601598.SH,中国外运,仓储物流,3.0,-0.354,-1.085,4.605,644730.9592
175,000597.SZ,东北制药,化学制药,4.0,-0.271,-1.084,4.975,589356.0109
1070,002610.SZ,爱康科技,电气设备,2.0,-0.536,-1.081,6.011,819226.8435
966,002505.SZ,大康农业,农业综合,1.0,-1.075,-1.075,3.804,1047706.0902
755,002294.SZ,信立泰,化学制药,3.0,-0.347,-1.075,4.708,2419435.008
1885,300501.SZ,海顺新材,广告包装,2.0,-0.531,-1.072,3.713,109017.4784
2225,600114.SH,东睦股份,机械基件,2.0,-0.51,-1.07,3.784,487218.0641
3239,603187.SH,海容冷链,机械基件,2.0,-0.528,-1.063,4.052,92960.0
19,000025.SZ,特力A,汽车服务,2.0,-0.525,-1.06,3.429,784473.1136
981,002520.SZ,日发精机,机床制造,2.0,-0.514,-1.06,4.953,184990.0528
2610,600585.SH,海螺水泥,水泥,3.0,-0.353,-1.055,3.228,14326934.638
2297,600197.SH,伊力特,白酒,2.0,-0.519,-1.049,4.055,735588.0
2521,600482.SH,中国动力,电气设备,3.0,-0.338,-1.047,5.502,2221506.3667
12,000016.SZ,深康佳A,家用电器,3.0,-0.33,-1.044,3.958,629050.2742
2871,600873.SH,梅花生物,食品,3.0,-0.338,-1.039,2.941,1506108.9516
1507,300120.SZ,经纬辉开,电气设备,2.0,-0.506,-1.038,5.111,186118.6723
1189,002732.SZ,燕塘乳业,乳制品,2.0,-0.512,-1.033,3.561,262533.1753
1996,300618.SZ,寒锐钴业,小金属,2.0,-0.511,-1.027,7.682,886795.52
2199,600085.SH,同仁堂,中成药,1.0,-1.024,-1.024,5.496,4054066.0945
879,002418.SZ,康盛股份,机械基件,2.0,-0.495,-1.02,4.897,408468.5683
2914,600965.SH,福成股份,农业综合,2.0,-0.507,-1.02,2.247,894021.4429
1085,002625.SZ,光启技术,汽车配件,3.0,-0.323,-1.008,3.889,479117.8672
3311,603355.SH,莱克电气,家用电器,1.0,-1.005,-1.005,3.893,984455.0
1964,300584.SZ,海辰药业,化学制药,3.0,-0.332,-1.003,7.809,121119.7518
241,000688.SZ,国城矿业,铅锌,2.0,-0.499,-0.997,3.943,1409108.4976
58,000096.SZ,广聚能源,石油贸易,2.0,-0.477,-0.997,3.726,526173.44
1711,300325.SZ,德威新材,塑料,3.0,-0.319,-0.997,4.03,328239.7069
3181,603069.SH,海汽集团,公路,2.0,-0.484,-0.993,4.298,126526.4
1300,002852.SZ,道道全,食品,2.0,-0.48,-0.989,3.923,182710.1968
534,002072.SZ,凯瑞德,互联网,2.0,-0.471,-0.979,4.448,107236.4401
1525,300138.SZ,晨光生物,食品,3.0,-0.322,-0.976,3.612,253681.0486
3547,603916.SH,苏博特,化工原料,2.0,-0.479,-0.975,3.363,162477.0
1675,300289.SZ,利德曼,生物制药,3.0,-0.319,-0.971,2.941,306707.4591
2567,600535.SH,天士力,中成药,3.0,-0.314,-0.97,4.124,3055585.7826
1161,002701.SZ,奥瑞金,广告包装,3.0,-0.322,-0.963,3.113,1247276.8494
2906,600936.SH,广西广电,影视音像,2.0,-0.471,-0.962,4.854,516664.7955
923,002462.SZ,嘉事堂,医药商业,3.0,-0.313,-0.96,4.07,401651.0338
2919,600971.SH,恒源煤电,煤炭开采,2.0,-0.471,-0.957,5.475,655002.6659
109,000513.SZ,丽珠集团,中成药,3.0,-0.308,-0.948,3.488,1386670.8879
1030,002570.SZ,*ST因美,乳制品,2.0,-0.467,-0.947,4.015,556227.216
1061,002601.SZ,龙蟒佰利,化工原料,2.0,-0.469,-0.941,3.801,1001853.3782
3198,603101.SH,汇嘉时代,百货,3.0,-0.311,-0.94,4.193,94824.0
2106,300732.SZ,设研院,建筑施工,2.0,-0.465,-0.938,4.62,307453.8575
898,002437.SZ,誉衡药业,化学制药,2.0,-0.446,-0.932,7.21,741140.1613
1375,002933.SZ,新兴装备,航空,2.0,-0.458,-0.931,5.728,138678.75
46,000061.SZ,农产品,农业综合,2.0,-0.45,-0.923,7.635,979712.9328
935,002474.SZ,榕基软件,软件服务,3.0,-0.287,-0.921,5.976,374077.0795
2934,600988.SH,赤峰黄金,黄金,1.0,-0.917,-0.917,4.167,641871.6732
2592,600566.SH,济川药业,中成药,1.0,-0.913,-0.913,2.918,2730452.9533
1539,300152.SZ,科融环境,环境保护,2.0,-0.446,-0.909,6.881,166064.6978
180,000603.SZ,盛达矿业,铅锌,1.0,-0.907,-0.907,4.304,447908.1929
2404,600321.SH,*ST正源,其他建材,2.0,-0.382,-0.897,2.715,342894.85
1173,002715.SZ,登云股份,汽车配件,1.0,-0.889,-0.889,3.587,153318.0172
2203,600090.SH,同济堂,医药商业,2.0,-0.441,-0.886,4.114,408969.6418
1036,002576.SZ,通达动力,电气设备,1.0,-0.873,-0.873,5.282,172937.4284
264,000718.SZ,苏宁环球,区域地产,2.0,-0.432,-0.872,4.399,814998.4479
2587,600560.SH,金自天正,电气设备,3.0,-0.276,-0.872,4.621,212686.8705
2785,600777.SH,新潮能源,综合类,2.0,-0.42,-0.87,4.825,781079.6936
2028,300651.SZ,金陵体育,文教休闲,3.0,-0.29,-0.87,2.588,116343.7312
3457,603718.SH,海利生物,生物制药,3.0,-0.29,-0.87,3.509,835912.0
1057,002597.SZ,金禾实业,化工原料,3.0,-0.286,-0.862,4.927,1002831.0521
501,002039.SZ,黔源电力,水力发电,4.0,-0.215,-0.86,2.458,432710.0523
2575,600546.SH,山煤国际,煤炭开采,2.0,-0.424,-0.857,6.34,731526.3157
54,000078.SZ,海王生物,生物制药,1.0,-0.855,-0.855,5.747,683248.9252
1017,002557.SZ,洽洽食品,食品,3.0,-0.283,-0.855,1.82,1077882.0
3110,601929.SH,吉视传媒,影视音像,2.0,-0.394,-0.855,5.172,759061.6106
3103,601899.SH,紫金矿业,黄金,2.0,-0.428,-0.855,7.471,6311521.463
785,002324.SZ,普利特,塑料,1.0,-0.853,-0.853,3.442,253995.3494
2823,600820.SH,隧道股份,建筑施工,4.0,-0.211,-0.853,4.304,2285757.8603
3094,601877.SH,正泰电器,电气设备,1.0,-0.852,-0.852,3.75,4613960.4384
896,002435.SZ,长江润发,化学制药,1.0,-0.848,-0.848,3.134,218654.6232
3262,603238.SH,诺邦股份,纺织,1.0,-0.848,-0.848,3.205,57960.0
2813,600809.SH,山西汾酒,白酒,1.0,-0.844,-0.844,3.979,4231400.4759
2249,600141.SH,兴发集团,化工原料,2.0,-0.409,-0.84,3.951,788579.9273
1210,002755.SZ,东方新星,建筑施工,1.0,-0.838,-0.838,3.641,274611.132
2309,600211.SH,西藏药业,中成药,3.0,-0.274,-0.837,5.065,471126.004
3499,603819.SH,神力股份,电气设备,3.0,-0.276,-0.828,2.862,96772.5
767,002306.SZ,*ST云网,酒店餐饮,2.0,-0.406,-0.826,0.833,288243.238
377,000893.SZ,*ST东凌,食品,1.0,-0.825,-0.825,0.416,193558.3619
2456,600383.SH,金地集团,全国地产,2.0,-0.401,-0.82,4.499,5137596.1049
1973,300593.SZ,新雷能,电气设备,1.0,-0.817,-0.817,2.333,149678.3724
2177,600062.SH,华润双鹤,化学制药,3.0,-0.26,-0.808,5.134,1061982.3941
2831,600828.SH,茂业商业,百货,2.0,-0.402,-0.808,3.666,330367.2832
3327,603385.SH,惠达卫浴,家居用品,3.0,-0.269,-0.806,3.147,267946.5578
3040,601558.SH,ST锐电,电气设备,3.0,-0.267,-0.806,3.252,724814.3999
716,002254.SZ,泰和新材,化纤,2.0,-0.399,-0.802,6.649,724869.6855
2957,601018.SH,宁波港,港口,3.0,-0.265,-0.802,4.313,4953600.0
1287,002838.SZ,道恩股份,塑料,5.0,-0.153,-0.796,1.554,152572.7033
1071,002611.SZ,东方精工,轻工机械,2.0,-0.39,-0.794,6.133,409019.2385
2365,600277.SH,亿利洁能,综合类,2.0,-0.395,-0.792,3.195,1727407.2849
2583,600556.SH,ST慧球,软件服务,1.0,-0.79,-0.79,3.025,255431.5291
451,000990.SZ,诚志股份,化工原料,3.0,-0.259,-0.786,4.513,511741.2221
2076,300699.SZ,光威复材,化工原料,3.0,-0.258,-0.786,7.779,1031424.898
3498,603818.SH,曲美家居,家居用品,2.0,-0.392,-0.784,3.821,381486.56
2457,600385.SH,山东金泰,黄金,2.0,-0.391,-0.783,2.959,149055.8618
3304,603336.SH,宏辉果蔬,农业综合,2.0,-0.389,-0.778,3.319,117580.7712
3064,601669.SH,中国电建,建筑施工,3.0,-0.256,-0.772,5.837,6062554.4378
2801,600795.SH,国电电力,火力发电,3.0,-0.255,-0.772,3.502,5227005.8268
2215,600104.SH,上汽集团,汽车整车,1.0,-0.768,-0.768,3.168,33716561.7039
2041,300664.SZ,鹏鹞环保,环境保护,3.0,-0.249,-0.763,4.808,365729.771
2995,601179.SH,中国西电,电气设备,4.0,-0.186,-0.763,7.18,2142618.8231
947,002486.SZ,嘉麟杰,服饰,3.0,-0.25,-0.76,4.082,334284.6
2362,600273.SH,嘉化能源,化工原料,4.0,-0.186,-0.758,6.987,1385457.9784
64,000155.SZ,川能动力,农药化肥,2.0,-0.37,-0.758,3.308,380503.2
2854,600856.SH,中天能源,供气供热,2.0,-0.348,-0.754,6.076,562893.8419
370,000885.SZ,城发环境,公路,2.0,-0.367,-0.752,4.798,372157.0459
3368,603557.SH,起步股份,服饰,3.0,-0.249,-0.75,3.275,179500.0156
3141,603011.SH,合锻智能,机床制造,1.0,-0.75,-0.75,3.403,244070.7403
3041,601566.SH,九牧王,服饰,3.0,-0.245,-0.744,3.898,796447.0899
2548,600513.SH,联环药业,化学制药,1.0,-0.743,-0.743,3.293,196964.8263
3558,603937.SH,丽岛新材,铝,2.0,-0.35,-0.741,4.232,95277.9846
2038,300661.SZ,圣邦股份,元器件,3.0,-0.22,-0.74,9.145,379762.8107
3220,603156.SH,养元饮品,软饮料,3.0,-0.245,-0.738,3.431,2161781.9465
2896,600900.SH,长江电力,水力发电,6.0,-0.122,-0.735,1.111,18846732.1442
3533,603889.SH,新澳股份,纺织,2.0,-0.364,-0.731,3.26,386565.3488
2752,600741.SH,华域汽车,汽车配件,1.0,-0.725,-0.725,4.725,6778356.5656
1221,002767.SZ,先锋电子,电器仪表,1.0,-0.717,-0.717,3.15,194356.971
1160,002700.SZ,新疆浩源,供气供热,2.0,-0.34,-0.714,4.008,316888.4506
1394,300006.SZ,莱美药业,化学制药,3.0,-0.224,-0.713,4.306,292708.4513
505,002043.SZ,兔宝宝,其他建材,2.0,-0.342,-0.703,6.018,396207.0327
3360,603527.SH,众源新材,铜,2.0,-0.336,-0.699,5.194,128494.4686
3510,603848.SH,好太太,家居用品,1.0,-0.699,-0.699,3.402,125358.115
3538,603898.SH,好莱客,家居用品,3.0,-0.226,-0.698,4.45,562603.6422
2527,600489.SH,中金黄金,黄金,2.0,-0.345,-0.696,3.972,3071512.0982
32,000039.SZ,中集集团,轻工机械,3.0,-0.219,-0.693,3.646,1693429.1661
1775,300391.SZ,康跃科技,机械基件,1.0,-0.69,-0.69,4.938,181846.8594
1994,300616.SZ,尚品宅配,家居用品,1.0,-0.686,-0.686,3.165,539990.1144
220,000663.SZ,永安林业,林业,2.0,-0.339,-0.685,3.793,134157.922
1773,300389.SZ,艾比森,半导体,3.0,-0.212,-0.685,4.825,299637.4316
1688,300302.SZ,同有科技,软件服务,3.0,-0.195,-0.685,5.287,225928.5659
193,000619.SZ,海螺型材,其他建材,1.0,-0.685,-0.685,2.931,214920.0
2432,600356.SH,恒丰纸业,造纸,1.0,-0.685,-0.685,1.517,219866.2942
2979,601117.SH,中国化学,建筑施工,3.0,-0.224,-0.685,5.345,3014063.0
3583,603993.SH,洛阳钼业,小金属,2.0,-0.329,-0.679,8.884,8444239.2947
2621,600597.SH,光明乳业,乳制品,2.0,-0.331,-0.673,4.746,1134927.9623
167,000587.SZ,金洲慈航,批发业,1.0,-0.673,-0.673,4.746,374820.6617
1358,002915.SZ,中欣氟材,化工原料,2.0,-0.323,-0.669,3.592,78166.9275
2518,600479.SH,千金药业,中成药,3.0,-0.213,-0.667,3.244,386282.069
2576,600547.SH,山东黄金,黄金,2.0,-0.299,-0.66,2.596,4933650.8997
867,002406.SZ,远东传动,汽车配件,3.0,-0.21,-0.656,4.29,262723.5237
