,ts_code,name,industry
367,000881.SZ,中广核技,综合类
70,000301.SZ,东方盛虹,综合类
2294,600200.SH,江苏吴中,综合类
2248,600149.SH,ST坊展,综合类
2631,600614.SH,鹏起科技,综合类
2359,600277.SH,亿利洁能,综合类
1691,300307.SZ,慈星股份,纺织机械
2568,600545.SH,卓郎智能,纺织机械
222,000666.SZ,经纬纺机,纺织机械
483,002021.SZ,中捷资源,纺织机械
2837,600843.SH,上工申贝,纺织机械
1179,002722.SZ,金轮股份,纺织机械
3545,603933.SH,睿能科技,纺织机械
2381,600302.SH,标准股份,纺织机械
3296,603337.SH,杰克股份,纺织机械
658,002196.SZ,方正电机,纺织机械
1766,300384.SZ,三联虹普,纺织机械
977,002516.SZ,旷达科技,纺织
2927,600987.SH,航民股份,纺织
865,002404.SZ,嘉欣丝绸,纺织
788,002327.SZ,富安娜,纺织
606,002144.SZ,宏达高科,纺织
3359,603558.SH,健盛集团,纺织
858,002397.SZ,梦洁股份,纺织
187,000611.SZ,天首发展,纺织
2438,600370.SH,三房巷,纺织
271,000726.SZ,鲁泰A,纺织
2311,600220.SH,江苏阳光,纺织
2322,600232.SH,金鹰股份,纺织
1216,002761.SZ,多喜爱,纺织
549,002087.SZ,新野纺织,纺织
3253,603238.SH,诺邦股份,纺织
855,002394.SZ,联发股份,纺织
3018,601339.SH,百隆东方,纺织
301,000779.SZ,三毛派神,纺织
3308,603365.SH,水星家纺,纺织
532,002070.SZ,*ST众和,纺织
2254,600156.SH,华升股份,纺织
1955,300577.SZ,开润股份,纺织
3522,603889.SH,新澳股份,纺织
350,000850.SZ,华茂股份,纺织
3164,603055.SH,台华新材,纺织
321,000803.SZ,金宇车城,纺织
2492,600448.SH,华纺股份,纺织
2844,600851.SH,海欣股份,纺织
1134,002674.SZ,兴业科技,纺织
36,000045.SZ,深纺织A,纺织
3333,603477.SH,振静股份,纺织
545,002083.SZ,孚日股份,纺织
3415,603665.SH,康隆达,纺织
67,000158.SZ,常山北明,纺织
2178,600070.SH,浙江富润,纺织
2696,600689.SH,上海三毛,纺织
2033,300658.SZ,延江股份,纺织
504,002042.SZ,华孚时尚,纺织
2645,600630.SH,龙头股份,纺织
3533,603908.SH,牧高笛,纺织
655,002193.SZ,如意集团,纺织
422,000955.SZ,欣龙控股,纺织
754,002293.SZ,罗莱生活,纺织
445,000982.SZ,*ST中绒,纺织
2642,600626.SH,申达股份,纺织
2524,600493.SH,凤竹纺织,纺织
2633,600616.SH,金枫酒业,红黄药酒
2192,600084.SH,中葡股份,红黄药酒
361,000869.SZ,张裕A,红黄药酒
2567,600543.SH,莫高股份,红黄药酒
1028,002568.SZ,百润股份,红黄药酒
3468,603779.SH,威龙股份,红黄药酒
2433,600365.SH,通葡股份,红黄药酒
3037,601579.SH,会稽山,红黄药酒
2328,600238.SH,*ST椰岛,红黄药酒
2168,600059.SH,古越龙山,红黄药酒
2954,601021.SH,春秋航空,空运
1370,002928.SZ,华夏航空,空运
3518,603885.SH,吉祥航空,空运
59,000099.SZ,中信海直,空运
2149,600029.SH,南方航空,空运
2312,600221.SH,海航控股,空运
2970,601111.SH,中国国航,空运
2220,600115.SH,东方航空,空运
2616,600598.SH,北大荒,种植业
2566,600540.SH,新赛股份,种植业
2535,600506.SH,香梨股份,种植业
503,002041.SZ,登海种业,种植业
456,000998.SZ,隆平高科,种植业
2424,600354.SH,敦煌种业,种植业
2439,600371.SH,万向德农,种植业
260,000713.SZ,丰乐种业,种植业
1472,300087.SZ,荃银高科,种植业
1226,002772.SZ,众兴菌业,种植业
2391,600313.SH,农发种业,种植业
1573,300189.SZ,神农基因,种植业
3105,601952.SH,苏垦农发,种植业
1893,300511.SZ,雪榕生物,种植业
2269,600172.SH,黄河旋风,矿物制品
3414,603663.SH,三祥新材,矿物制品
313,000795.SZ,英洛华,矿物制品
2075,300700.SZ,岱勒新材,矿物制品
114,000519.SZ,中兵红箭,矿物制品
1934,300554.SZ,三超新材,矿物制品
3428,603688.SH,石英股份,矿物制品
758,002297.SZ,博云新材,矿物制品
1458,300073.SZ,当升科技,矿物制品
1564,300179.SZ,四方达,矿物制品
2005,300629.SZ,新劲刚,矿物制品
3390,603612.SH,索通发展,矿物制品
550,002088.SZ,鲁阳节能,矿物制品
1449,300064.SZ,豫金刚石,矿物制品
3340,603505.SH,金石资源,矿物制品
2785,600783.SH,鲁信创投,矿物制品
2544,600516.SH,方大炭素,矿物制品
1983,300606.SZ,金太阳,矿物制品
3125,603003.SH,龙宇燃油,石油贸易
68,000159.SZ,国际实业,石油贸易
2453,600387.SH,海越能源,石油贸易
683,002221.SZ,东华能源,石油贸易
144,000554.SZ,泰山石油,石油贸易
58,000096.SZ,广聚能源,石油贸易
2602,600583.SH,海油工程,石油开采
669,002207.SZ,ST准油,石油开采
1542,300157.SZ,恒泰艾普,石油开采
3074,601808.SH,中海油服,石油开采
1549,300164.SZ,通源石油,石油开采
2342,600256.SH,广汇能源,石油开采
3079,601857.SH,中国石油,石油开采
1014,002554.SZ,惠博普,石油开采
2863,600871.SH,*ST油服,石油开采
3395,603619.SH,中曼石油,石油开采
1469,300084.SZ,海默科技,石油开采
2763,600759.SH,洲际油气,石油开采
3451,603727.SH,博迈科,石油开采
1278,002828.SZ,贝肯能源,石油开采
1575,300191.SZ,潜能恒信,石油开采
1089,002629.SZ,仁智股份,石油开采
208,000637.SZ,茂化实华,石油加工
2695,600688.SH,上海石化,石油加工
838,002377.SZ,国创高新,石油加工
2414,600339.SH,中油工程,石油加工
2148,600028.SH,中国石化,石油加工
44,000059.SZ,华锦股份,石油加工
1232,002778.SZ,高科石化,石油加工
3474,603798.SH,康普顿,石油加工
332,000819.SZ,岳阳兴长,石油加工
1021,002561.SZ,徐家汇,百货
2780,600778.SH,*ST友好,百货
2667,600655.SH,豫园股份,百货
2787,600785.SH,新华百货,百货
2961,601086.SH,国芳集团,百货
880,002419.SZ,天虹股份,百货
2776,600774.SH,汉商集团,百货
3241,603214.SH,爱婴室,百货
2811,600814.SH,杭州解百,百货
2403,600327.SH,大东方,百货
100,000501.SZ,鄂武商A,百货
2834,600838.SH,上海九百,百货
261,000715.SZ,中兴商业,百货
2825,600828.SH,茂业商业,百货
3150,603031.SH,安德利,百货
2821,600824.SH,益民集团,百货
2689,600682.SH,南京新百,百货
738,002277.SZ,友阿股份,百货
368,000882.SZ,华联股份,百货
111,000516.SZ,国际医学,百货
2818,600821.SH,津劝业,百货
2728,600723.SH,首商股份,百货
2362,600280.SH,中央商场,百货
649,002187.SZ,广百股份,百货
2643,600628.SH,新世界,百货
2882,600891.SH,秋林集团,百货
2734,600729.SH,重庆百货,百货
3201,603123.SH,翠微股份,百货
2857,600865.SH,百大集团,百货
3189,603101.SH,汇嘉时代,百货
305,000785.SZ,武汉中商,百货
2853,600861.SH,北京城乡,百货
2851,600859.SH,王府井,百货
2717,600712.SH,南宁百货,百货
2850,600858.SH,银座股份,百货
2704,600697.SH,欧亚集团,百货
86,000417.SZ,合肥百货,百货
2849,600857.SH,宁波中百,百货
233,000679.SZ,大连友谊,百货
152,000564.SZ,供销大集,百货
3020,601366.SH,利群股份,百货
2743,600738.SH,兰州民百,百货
88,000419.SZ,通程控股,百货
2701,600694.SH,大商股份,百货
2700,600693.SH,东百集团,百货
2384,600306.SH,商业城,百货
3236,603198.SH,迎驾贡酒,白酒
3312,603369.SH,今世缘,白酒
2580,600559.SH,老白干酒,白酒
2291,600197.SH,伊力特,白酒
156,000568.SZ,泸州老窖,白酒
317,000799.SZ,酒鬼酒,白酒
356,000860.SZ,顺鑫农业,白酒
1106,002646.SZ,青青稞酒,白酒
174,000596.SZ,古井贡酒,白酒
3374,603589.SH,口子窖,白酒
765,002304.SZ,洋河股份,白酒
2807,600809.SH,山西汾酒,白酒
453,000995.SZ,*ST皇台,白酒
2781,600779.SH,水井坊,白酒
354,000858.SZ,五粮液,白酒
2293,600199.SH,金种子酒,白酒
3539,603919.SH,金徽酒,白酒
2547,600519.SH,贵州茅台,白酒
2708,600702.SH,舍得酒业,白酒
2206,600100.SH,同方股份,电脑设备
2114,300743.SZ,天地数码,电脑设备
773,002312.SZ,三泰控股,电脑设备
769,002308.SZ,威创股份,电脑设备
639,002177.SZ,御银股份,电脑设备
1431,300045.SZ,华力创通,电脑设备
1428,300042.SZ,朗科科技,电脑设备
642,002180.SZ,纳思达,电脑设备
2031,300656.SZ,民德电子,电脑设备
441,000977.SZ,浪潮信息,电脑设备
2182,600074.SH,*ST保千,电脑设备
17,000021.SZ,深科技,电脑设备
2739,600734.SH,实达集团,电脑设备
3192,603106.SH,恒银金融,电脑设备
988,002528.SZ,英飞拓,电脑设备
1461,300076.SZ,GQY视讯,电脑设备
3144,603025.SH,大豪科技,电脑设备
1831,300449.SZ,汉邦高科,电脑设备
1313,002866.SZ,传艺科技,电脑设备
1515,300130.SZ,新国都,电脑设备
614,002152.SZ,广电运通,电脑设备
2619,600601.SH,方正科技,电脑设备
837,002376.SZ,新北洋,电脑设备
2354,600271.SH,航天信息,电脑设备
3336,603496.SH,恒为科技,电脑设备
3139,603019.SH,中科曙光,电脑设备
50,000066.SZ,中国长城,电脑设备
823,002362.SZ,汉王科技,电脑设备
812,002351.SZ,漫步者,电脑设备
1095,002635.SZ,安洁科技,电脑设备
1750,300367.SZ,东方网力,电脑设备
1037,002577.SZ,雷柏科技,电脑设备
1636,300252.SZ,金信诺,电气设备
1606,300222.SZ,科大智能,电气设备
1006,002546.SZ,新联电子,电气设备
3452,603728.SH,鸣志电器,电气设备
3191,603105.SH,芯能科技,电气设备
1152,002692.SZ,睿康股份,电气设备
1020,002560.SZ,通达股份,电气设备
1082,002622.SZ,融钰集团,电气设备
1387,300001.SZ,特锐德,电气设备
1454,300069.SZ,金利华电,电气设备
1404,300018.SZ,中元股份,电气设备
2505,600468.SH,百利电气,电气设备
1501,300116.SZ,坚瑞沃能,电气设备
3426,603685.SH,晨丰科技,电气设备
3369,603583.SH,捷昌驱动,电气设备
3385,603606.SH,东方电缆,电气设备
73,000400.SZ,许继电气,电气设备
3394,603618.SH,杭电股份,电气设备
1453,300068.SZ,南都电源,电气设备
2446,600379.SH,宝光股份,电气设备
3423,603679.SH,华体科技,电气设备
1447,300062.SZ,中能电气,电气设备
3397,603628.SH,清源股份,电气设备
1434,300048.SZ,合康新能,电气设备
1120,002660.SZ,茂硕电源,电气设备
2468,600405.SH,动力源,电气设备
1125,002665.SZ,首航节能,电气设备
1426,300040.SZ,九洲电气,电气设备
1505,300120.SZ,经纬辉开,电气设备
1077,002617.SZ,露笑科技,电气设备
1599,300215.SZ,电科院,电气设备
3335,603488.SH,展鹏科技,电气设备
2515,600482.SH,中国动力,电气设备
1592,300208.SZ,恒顺众昇,电气设备
1036,002576.SZ,通达动力,电气设备
1390,300004.SZ,南风股份,电气设备
1040,002580.SZ,圣阳股份,电气设备
126,000533.SZ,万家乐,电气设备
3293,603333.SH,尚纬股份,电气设备
3326,603416.SH,信捷电气,电气设备
1538,300153.SZ,科泰电源,电气设备
1510,300125.SZ,易世达,电气设备
1144,002684.SZ,猛狮科技,电气设备
1526,300141.SZ,和顺电气,电气设备
1525,300140.SZ,中环装备,电气设备
1066,002606.SZ,大连电瓷,电气设备
3344,603515.SH,欧普照明,电气设备
536,002074.SZ,国轩高科,电气设备
1070,002610.SZ,爱康科技,电气设备
1514,300129.SZ,泰胜风能,电气设备
3169,603063.SH,禾望电气,电气设备
592,002130.SZ,沃尔核材,电气设备
3163,603050.SH,科林电气,电气设备
631,002169.SZ,智光电气,电气设备
1190,002733.SZ,雄韬股份,电气设备
800,002339.SZ,积成电子,电气设备
807,002346.SZ,柘中股份,电气设备
2841,600847.SH,万里股份,电气设备
1236,002782.SZ,可立克,电气设备
811,002350.SZ,北京科锐,电气设备
1187,002730.SZ,电光科技,电气设备
819,002358.SZ,森源电气,电气设备
626,002164.SZ,宁波东力,电气设备
1924,300543.SZ,朗科智能,电气设备
825,002364.SZ,中恒电气,电气设备
1421,300035.SZ,中科电气,电气设备
1299,002851.SZ,麦格米特,电气设备
2861,600869.SH,智慧能源,电气设备
2867,600875.SH,东方电气,电气设备
2876,600885.SH,宏发股份,电气设备
841,002380.SZ,科远股份,电气设备
3505,603861.SH,白云电器,电气设备
2609,600590.SH,泰豪科技,电气设备
1892,300510.SZ,金冠股份,电气设备
2287,600192.SH,长城电工,电气设备
2914,600973.SH,宝胜股份,电气设备
1873,300491.SZ,通合科技,电气设备
2599,600580.SH,卧龙电气,电气设备
1872,300490.SZ,华自科技,电气设备
1866,300484.SZ,蓝海华腾,电气设备
2474,600416.SH,湘电股份,电气设备
630,002168.SZ,深圳惠程,电气设备
796,002335.SZ,科华恒盛,电气设备
2596,600577.SH,精达股份,电气设备
795,002334.SZ,英威腾,电气设备
689,002227.SZ,奥特迅,电气设备
2120,300750.SZ,宁德时代,电气设备
1253,002801.SZ,微光股份,电气设备
664,002202.SZ,金风科技,电气设备
2087,300713.SZ,英可瑞,电气设备
2196,600089.SH,特变电工,电气设备
711,002249.SZ,大洋电机,电气设备
2068,300693.SZ,盛弘股份,电气设备
2065,300690.SZ,双一科技,电气设备
727,002266.SZ,浙富控股,电气设备
400,000922.SZ,佳电股份,电气设备
731,002270.SZ,华明装备,电气设备
2045,300670.SZ,大烨智能,电气设备
2215,600110.SH,诺德股份,电气设备
737,002276.SZ,万马股份,电气设备
2035,300660.SZ,江苏雷利,电气设备
2025,300650.SZ,太龙照明,电气设备
2217,600112.SH,天成控股,电气设备
761,002300.SZ,太阳电缆,电气设备
2002,300626.SZ,华瑞股份,电气设备
770,002309.SZ,中利集团,电气设备
1993,300617.SZ,安靠智电,电气设备
638,002176.SZ,江特电机,电气设备
3526,603897.SH,长城科技,电气设备
1977,300600.SZ,瑞特股份,电气设备
1971,300593.SZ,新雷能,电气设备
2251,600152.SH,维科技术,电气设备
3162,603045.SH,福达合金,电气设备
1307,002860.SZ,星帅尔,电气设备
1859,300477.SZ,合纵科技,电气设备
1692,300308.SZ,中际旭创,电气设备
1365,002922.SZ,伊戈尔,电气设备
1740,300356.SZ,光一科技,电气设备
2371,600290.SH,华仪电气,电气设备
574,002112.SZ,三变科技,电气设备
3033,601558.SH,ST锐电,电气设备
1725,300341.SZ,麦迪电气,电气设备
3048,601616.SH,广电电气,电气设备
1369,002927.SZ,泰永长征,电气设备
3062,601700.SH,风范股份,电气设备
3065,601727.SH,上海电气,电气设备
3085,601877.SH,正泰电器,电气设备
959,002498.SZ,汉缆股份,电气设备
2552,600525.SH,长园集团,电气设备
2390,600312.SH,平高电气,电气设备
3488,603819.SH,神力股份,电气设备
967,002506.SZ,协鑫集成,电气设备
490,002028.SZ,思源电气,电气设备
3097,601908.SH,京运通,电气设备
2545,600517.SH,置信电气,电气设备
3135,603015.SH,弘讯科技,电气设备
3136,603016.SH,新宏泰,电气设备
39,000049.SZ,德赛电池,电气设备
1667,300283.SZ,温州宏丰,电气设备
991,002531.SZ,天顺风能,电气设备
993,002533.SZ,金杯电工,电气设备
1658,300274.SZ,阳光电源,电气设备
1649,300265.SZ,通光线缆,电气设备
165,000585.SZ,*ST东电,电气设备
1165,002706.SZ,良信电器,电气设备
932,002471.SZ,中超控股,电气设备
2581,600560.SH,金自天正,电气设备
1789,300407.SZ,凯发电气,电气设备
1805,300423.SZ,鲁亿通,电气设备
1820,300438.SZ,鹏辉能源,电气设备
1325,002879.SZ,长缆科技,电气设备
2975,601126.SH,四方股份,电气设备
674,002212.SZ,南洋股份,电气设备
1338,002892.SZ,科力尔,电气设备
1826,300444.SZ,双杰电气,电气设备
1829,300447.SZ,全信股份,电气设备
2989,601179.SH,中国西电,电气设备
912,002451.SZ,摩恩电气,电气设备
1809,300427.SZ,红相股份,电气设备
913,002452.SZ,长高集团,电气设备
2573,600550.SH,保变电气,电气设备
2352,600268.SH,国电南自,电气设备
2296,600202.SH,*ST哈空,电气设备
3494,603829.SH,洛凯股份,电气设备
1328,002882.SZ,金龙羽,电气设备
3010,601311.SH,骆驼股份,电气设备
236,000682.SZ,东方电子,电气设备
1758,300376.SZ,易事特,电气设备
3567,603988.SH,中电电机,电气设备
877,002416.SZ,爱施德,电器连锁
486,002024.SZ,苏宁易购,电器连锁
1317,002870.SZ,香山股份,电器仪表
1323,002877.SZ,智能自控,电器仪表
1398,300012.SZ,华测检测,电器仪表
1393,300007.SZ,汉威科技,电器仪表
1304,002857.SZ,三晖电气,电器仪表
1297,002849.SZ,威星智能,电器仪表
1269,002819.SZ,东方中科,电器仪表
520,002058.SZ,威尔泰,电器仪表
1451,300066.SZ,三川智慧,电器仪表
1946,300567.SZ,精测电子,电器仪表
3000,601222.SH,林洋能源,电器仪表
1792,300410.SZ,正业科技,电器仪表
1798,300416.SZ,苏试试验,电器仪表
1799,300417.SZ,南华仪器,电器仪表
1482,300097.SZ,智云股份,电器仪表
1827,300445.SZ,康斯特,电器仪表
1848,300466.SZ,赛摩电气,电器仪表
876,002415.SZ,海康威视,电器仪表
875,002414.SZ,高德红外,电器仪表
1862,300480.SZ,光力科技,电器仪表
1897,300515.SZ,三德科技,电器仪表
1898,300516.SZ,久之洋,电器仪表
1933,300553.SZ,集智股份,电器仪表
1937,300557.SZ,理工光科,电器仪表
1951,300572.SZ,安车检测,电器仪表
1753,300370.SZ,安控科技,电器仪表
799,002338.SZ,奥普光电,电器仪表
2023,300648.SZ,星云股份,电器仪表
2042,300667.SZ,必创科技,电器仪表
2093,300720.SZ,海川智能,电器仪表
698,002236.SZ,大华股份,电器仪表
676,002214.SZ,大立科技,电器仪表
2663,600651.SH,飞乐音响,电器仪表
659,002197.SZ,证通电子,电器仪表
449,000988.SZ,华工科技,电器仪表
637,002175.SZ,东方网络,电器仪表
1221,002767.SZ,先锋电子,电器仪表
470,002008.SZ,大族激光,电器仪表
583,002121.SZ,科陆电子,电器仪表
2434,600366.SH,宁波韵升,电器仪表
1754,300371.SZ,汇中股份,电器仪表
1812,300430.SZ,诚益通,电器仪表
3188,603100.SH,川仪股份,电器仪表
1601,300217.SZ,东方电热,电器仪表
3267,603297.SH,永新光学,电器仪表
1744,300360.SZ,炬华科技,电器仪表
1497,300112.SZ,万讯自控,电器仪表
1509,300124.SZ,汇川技术,电器仪表
1643,300259.SZ,新天科技,电器仪表
987,002527.SZ,新时达,电器仪表
1670,300286.SZ,安科瑞,电器仪表
1490,300105.SZ,龙源技术,电器仪表
979,002518.SZ,科士达,电器仪表
1550,300165.SZ,天瑞仪器,电器仪表
1690,300306.SZ,远方信息,电器仪表
1722,300338.SZ,开元股份,电器仪表
3035,601567.SH,三星医疗,电器仪表
3357,603556.SH,海兴电力,电器仪表
1738,300354.SZ,东华测试,电器仪表
1484,300099.SZ,精准信息,电器仪表
2159,600050.SH,中国联通,电信运营
2803,600804.SH,鹏博士,电信运营
1403,300017.SZ,网宿科技,电信运营
928,002467.SZ,二六三,电信运营
3515,603881.SH,数据港,电信运营
2109,300738.SZ,奥飞数据,电信运营
555,002093.SZ,国脉科技,电信运营
1765,300383.SZ,光环新网,电信运营
1504,300119.SZ,瑞普生物,生物制药
1507,300122.SZ,智飞生物,生物制药
2259,600161.SH,天坛生物,生物制药
2658,600645.SH,中源协和,生物制药
2295,600201.SH,生物股份,生物制药
3361,603566.SH,普莱柯,生物制药
1395,300009.SZ,安科生物,生物制药
1271,002821.SZ,凯莱英,生物制药
1978,300601.SZ,康泰生物,生物制药
1527,300142.SZ,沃森生物,生物制药
2859,600867.SH,通化东宝,生物制药
1741,300357.SZ,我武生物,生物制药
1326,002880.SZ,卫光生物,生物制药
1678,300294.SZ,博雅生物,生物制药
1673,300289.SZ,利德曼,生物制药
1867,300485.SZ,赛升药业,生物制药
1639,300255.SZ,常山药业,生物制药
1623,300239.SZ,东宝生物,生物制药
2726,600721.SH,百花村,生物制药
1588,300204.SZ,舒泰神,生物制药
3446,603718.SH,海利生物,生物制药
1961,300583.SZ,赛托生物,生物制药
3319,603387.SH,基蛋生物,生物制药
2058,300683.SZ,海特生物,生物制药
2060,300685.SZ,艾德生物,生物制药
1864,300482.SZ,万孚生物,生物制药
1788,300406.SZ,九强生物,生物制药
1140,002680.SZ,*ST长生,生物制药
492,002030.SZ,达安基因,生物制药
469,002007.SZ,华兰生物,生物制药
1010,002550.SZ,千红制药,生物制药
54,000078.SZ,海王生物,生物制药
218,000661.SZ,长春高新,生物制药
76,000403.SZ,振兴生化,生物制药
500,002038.SZ,双鹭药业,生物制药
714,002252.SZ,上海莱士,生物制药
1041,002581.SZ,未名医药,生物制药
408,000931.SZ,中关村,生物制药
322,000806.SZ,银河生物,生物制药
2,000004.SZ,国农科技,生物制药
113,000518.SZ,四环生物,生物制药
793,002332.SZ,仙琚制药,生物制药
3381,603601.SH,再升科技,玻璃
2575,600552.SH,凯盛科技,玻璃
1777,300395.SZ,菲利华,玻璃
1545,300160.SZ,秀强股份,玻璃
2605,600586.SH,金晶科技,玻璃
3053,601636.SH,旗滨集团,玻璃
1580,300196.SZ,长海股份,玻璃
2272,600176.SH,中国巨石,玻璃
2374,600293.SH,三峡新材,玻璃
663,002201.SZ,九鼎新材,玻璃
1478,300093.SZ,金刚玻璃,玻璃
10,000012.SZ,南玻A,玻璃
1083,002623.SZ,亚玛顿,玻璃
2868,600876.SH,洛阳玻璃,玻璃
3366,603578.SH,三星新材,玻璃
2816,600819.SH,耀皮玻璃,玻璃
1031,002571.SZ,德力股份,玻璃
3141,603021.SH,山东华鹏,玻璃
496,002034.SZ,旺能环境,环境保护
1557,300172.SZ,中电环保,环境保护
1571,300187.SZ,永清环保,环境保护
2514,600481.SH,双良节能,环境保护
3445,603717.SH,天域生态,环境保护
2866,600874.SH,创业环保,环境保护
1475,300090.SZ,盛运环保,环境保护
1716,300332.SZ,天壕环境,环境保护
338,000826.SZ,启迪桑德,环境保护
1770,300388.SZ,国祯环保,环境保护
333,000820.SZ,神雾节能,环境保护
1175,002717.SZ,岭南股份,环境保护
1009,002549.SZ,凯美特气,环境保护
1333,002887.SZ,绿茵生态,环境保护
2553,600526.SH,菲达环保,环境保护
1574,300190.SZ,维尔利,环境保护
398,000920.SZ,南方汇通,环境保护
1767,300385.SZ,雪浪环境,环境保护
103,000504.SZ,南华生物,环境保护
1804,300422.SZ,博世科,环境保护
1807,300425.SZ,环能科技,环境保护
1455,300070.SZ,碧水源,环境保护
3015,601330.SH,绿色动力,环境保护
3363,603568.SH,伟明环保,环境保护
1457,300072.SZ,三聚环保,环境保护
3373,603588.SH,高能环境,环境保护
432,000967.SZ,盈峰环境,环境保护
1745,300362.SZ,天翔环境,环境保护
3383,603603.SH,博天环境,环境保护
1033,002573.SZ,清新环境,环境保护
1587,300203.SZ,聚光科技,环境保护
1581,300197.SZ,铁汉生态,环境保护
2454,600388.SH,龙净环保,环境保护
1739,300355.SZ,蒙草生态,环境保护
1877,300495.SZ,美尚生态,环境保护
3202,603126.SH,中材节能,环境保护
2994,601200.SH,上海环境,环境保护
3531,603903.SH,中持股份,环境保护
2373,600292.SH,远达环保,环境保护
1442,300056.SZ,三维丝,环境保护
1076,002616.SZ,长青集团,环境保护
3238,603200.SH,上海洗霸,环境保护
28,000035.SZ,中国天楹,环境保护
1656,300272.SZ,开能健康,环境保护
2039,300664.SZ,鹏鹞环保,环境保护
2308,600217.SH,中再资环,环境保护
3489,603822.SH,嘉澳环保,环境保护
1441,300055.SZ,万邦达,环境保护
1650,300266.SZ,兴源环境,环境保护
3486,603817.SH,海峡环保,环境保护
3550,603955.SH,大千生态,环境保护
662,002200.SZ,云投生态,环境保护
135,000544.SZ,中原环保,环境保护
1541,300156.SZ,神雾环保,环境保护
2007,300631.SZ,久吾高科,环境保护
3473,603797.SH,联泰环保,环境保护
2131,600008.SH,首创股份,环境保护
1646,300262.SZ,巴安水务,环境保护
1132,002672.SZ,东江环保,环境保护
1537,300152.SZ,科融环境,环境保护
3222,603177.SH,德创环保,环境保护
960,002499.SZ,科林环保,环境保护
2067,300692.SZ,中环环保,环境保护
1522,300137.SZ,先河环保,环境保护
1118,002658.SZ,雪迪龙,环境保护
783,002322.SZ,理工环科,环境保护
2222,600117.SH,西宁特钢,特种钢
884,002423.SZ,中原特钢,特种钢
337,000825.SZ,太钢不锈,特种钢
255,000708.SZ,大冶特钢,特种钢
537,002075.SZ,沙钢股份,特种钢
2536,600507.SH,方大特钢,特种钢
779,002318.SZ,久立特材,特种钢
2464,600399.SH,*ST抚钢,特种钢
1211,002756.SZ,永兴特钢,特种钢
2719,600714.SH,金瑞矿业,煤炭开采
2228,600123.SH,兰花科创,煤炭开采
2226,600121.SH,郑州煤电,煤炭开采
433,000968.SZ,蓝焰控股,煤炭开采
2762,600758.SH,红阳能源,煤炭开采
3001,601225.SH,陕西煤业,煤炭开采
2966,601101.SH,昊华能源,煤炭开采
2962,601088.SH,中国神华,煤炭开采
410,000933.SZ,神火股份,煤炭开采
413,000937.SZ,冀中能源,煤炭开采
142,000552.SZ,靖远煤电,煤炭开采
2460,600395.SH,盘江股份,煤炭开采
3098,601918.SH,新集能源,煤炭开采
2255,600157.SH,永泰能源,煤炭开采
2569,600546.SH,山煤国际,煤炭开采
2462,600397.SH,*ST安煤,煤炭开采
2419,600348.SH,阳泉煤业,煤炭开采
302,000780.SZ,平庄能源,煤炭开采
3061,601699.SH,潞安环能,煤炭开采
2537,600508.SH,上海能源,煤炭开采
2913,600971.SH,恒源煤电,煤炭开采
590,002128.SZ,露天煤业,煤炭开采
3054,601666.SH,平煤股份,煤炭开采
2925,600985.SH,淮北矿业,煤炭开采
2467,600403.SH,大有能源,煤炭开采
3093,601898.SH,中煤能源,煤炭开采
2934,600997.SH,开滦股份,煤炭开采
446,000983.SZ,西山煤电,煤炭开采
2938,601001.SH,大同煤业,煤炭开采
2283,600188.SH,兖州煤业,煤炭开采
2949,601015.SH,陕西黑猫,焦炭加工
269,000723.SZ,美锦能源,焦炭加工
2947,601011.SH,宝泰隆,焦炭加工
2730,600725.SH,ST云维,焦炭加工
2470,600408.SH,*ST安泰,焦炭加工
2745,600740.SH,山西焦化,焦炭加工
2792,600792.SH,云煤能源,焦炭加工
369,000883.SZ,湖北能源,火力发电
381,000899.SZ,赣能股份,火力发电
266,000720.SZ,*ST新能,火力发电
131,000539.SZ,粤电力A,火力发电
296,000767.SZ,漳泽电力,火力发电
940,002479.SZ,富春环保,火力发电
362,000875.SZ,吉电股份,火力发电
124,000531.SZ,穗恒运A,火力发电
2147,600027.SH,华电国际,火力发电
2795,600795.SH,国电电力,火力发电
134,000543.SZ,皖能电力,火力发电
2855,600863.SH,内蒙华电,火力发电
2731,600726.SH,华电能源,火力发电
460,001896.SZ,豫能控股,火力发电
2597,600578.SH,京能电力,火力发电
21,000027.SZ,深圳能源,火力发电
2782,600780.SH,通宝能源,火力发电
1068,002608.SZ,江苏国信,火力发电
3116,601991.SH,大唐发电,火力发电
2204,600098.SH,广州发展,火力发电
2461,600396.SH,金山股份,火力发电
178,000600.SZ,建投能源,火力发电
2134,600011.SH,华能国际,火力发电
2516,600483.SH,福能股份,火力发电
2142,600021.SH,上海电力,火力发电
2538,600509.SH,天富能源,火力发电
30,000037.SZ,深南电A,火力发电
2655,600642.SH,申能股份,火力发电
431,000966.SZ,长源电力,火力发电
424,000958.SZ,东方能源,火力发电
2144,600023.SH,浙能电力,火力发电
2749,600744.SH,华银电力,火力发电
242,000690.SZ,宝新能源,火力发电
459,001872.SZ,招商港口,港口
3003,601228.SH,广州港,港口
386,000905.SZ,厦门港务,港口
3087,601880.SH,大连港,港口
2361,600279.SH,重庆港九,港口
2937,601000.SH,唐山港,港口
2394,600317.SH,营口港,港口
2944,601008.SH,连云港,港口
106,000507.SZ,珠海港,港口
2951,601018.SH,宁波港,港口
