,ts_code,symbol,name,industry,COL_CHG,COL_PROBABILITY,COL_DISCRETE,COL_CIRC_MV
361,002645.SZ,002645,华宏科技,专用机械,27.92,2.54,28.81,87.32
362,603690.SH,603690,至纯科技,专用机械,26.84,2.27,29.09,143.25
363,300506.SZ,300506,名家汇,建筑工程,27.8,2.14,29.32,34.08
364,002865.SZ,002865,钧达股份,汽车配件,16.67,1.37,29.51,28.47
365,300953.SZ,300953,震裕科技,机械基件,24.18,2.5,29.84,23.04
366,300053.SZ,300053,欧比特,半导体,17.37,1.31,31.03,65.38
367,300543.SZ,300543,朗科智能,电气设备,19.53,2.76,31.29,37.28
368,300712.SZ,300712,永福股份,建筑工程,57.98,4.75,31.5,111.34
369,300568.SZ,300568,星源材质,化工原料,38.88,3.83,31.79,298.7
370,603518.SH,603518,锦泓集团,服饰,19.62,2.94,31.82,74.38
371,605399.SH,605399,晨光新材,化工原料,9.98,1.05,31.94,9.83
372,601566.SH,601566,九牧王,服饰,19.4,1.75,31.98,97.63
373,300591.SZ,300591,万里马,服饰,28.89,3.32,32.72,19.29
374,605358.SH,605358,立昂微,半导体,5.76,1.69,33.48,44.63
375,603937.SH,603937,丽岛新材,铝,20.81,1.87,33.91,30.27
376,605499.SH,605499,东鹏饮料,软饮料,5.6,1.09,33.91,103.09
377,600993.SH,600993,马应龙,中成药,2.46,1.01,34.04,114.63
378,300068.SZ,300068,南都电源,电气设备,22.93,1.78,34.15,103.2
379,300842.SZ,300842,帝科股份,半导体,47.99,4.04,34.28,50.4
380,300095.SZ,300095,华伍股份,机械基件,20.36,1.9,34.3,30.96
381,603629.SH,603629,利通电子,元器件,17.82,1.67,34.44,7.0
382,300317.SZ,300317,珈伟新能,半导体,27.29,2.39,34.76,66.37
383,300850.SZ,300850,新强联,机械基件,31.61,2.24,34.82,50.1
384,002346.SZ,002346,柘中股份,电气设备,35.78,2.54,34.93,86.86
385,300379.SZ,300379,东方通,软件服务,18.5,1.21,35.28,129.49
386,002442.SZ,002442,龙星化工,化工原料,22.83,1.5,35.52,34.52
387,600587.SH,600587,新华医疗,医疗保健,22.97,2.56,35.59,103.69
388,300694.SZ,300694,蠡湖股份,汽车配件,20.0,1.29,35.88,15.67
389,001208.SZ,001208,华菱线缆,电气设备,92.96,8.0,36.0,16.47
390,300218.SZ,300218,安利股份,塑料,41.08,3.44,36.11,45.16
391,600428.SH,600428,中远海特,水运,17.09,1.87,36.17,129.44
392,002094.SZ,002094,青岛金王,日用化工,26.37,2.52,36.56,35.08
393,002824.SZ,002824,和胜股份,铝,21.61,1.33,36.85,43.67
394,300779.SZ,300779,惠城环保,环境保护,34.03,2.83,37.04,15.55
395,600750.SH,600750,江中药业,中成药,4.2,1.06,37.04,79.76
396,002335.SZ,002335,科华数据,电气设备,19.44,2.95,38.39,97.6
397,300034.SZ,300034,钢研高纳,小金属,26.26,1.39,39.48,154.48
398,300958.SZ,300958,建工修复,环境保护,21.75,1.46,40.93,10.41
399,002892.SZ,002892,科力尔,电气设备,17.12,2.77,41.74,27.04
400,300609.SZ,300609,汇纳科技,互联网,11.93,1.56,42.15,15.76
401,300040.SZ,300040,九洲集团,电气设备,23.25,1.65,42.34,31.23
402,300508.SZ,300508,维宏股份,软件服务,15.83,1.95,43.17,12.22
403,300340.SZ,300340,科恒股份,元器件,36.48,3.56,43.25,35.1
404,300752.SZ,300752,隆利科技,元器件,20.91,1.43,43.48,10.74
405,300390.SZ,300390,天华超净,元器件,31.46,3.26,43.9,245.46
406,300073.SZ,300073,当升科技,电气设备,27.52,2.12,44.42,305.96
407,300171.SZ,300171,东富龙,医疗保健,15.86,1.04,44.94,188.48
408,300655.SZ,300655,晶瑞股份,化工原料,32.18,3.42,45.65,113.86
409,300619.SZ,300619,金银河,专用机械,20.98,1.92,45.92,15.18
410,600771.SH,600771,广誉远,中成药,5.83,1.76,45.95,173.18
411,300342.SZ,300342,天银机电,元器件,18.2,1.23,46.51,55.52
412,300890.SZ,300890,翔丰华,矿物制品,25.2,2.42,47.18,16.16
413,300477.SZ,300477,合纵科技,电气设备,44.15,3.39,47.22,55.72
414,300567.SZ,300567,精测电子,电器仪表,26.66,1.84,47.23,116.34
415,300334.SZ,300334,津膜科技,专用机械,38.93,3.18,47.82,25.44
416,300270.SZ,300270,中威电子,通信设备,9.06,1.21,47.89,13.35
417,600252.SH,600252,中恒集团,中成药,8.25,2.01,47.99,118.5
418,300405.SZ,300405,科隆股份,化工原料,9.08,1.22,48.03,14.15
419,300748.SZ,300748,金力永磁,元器件,37.98,3.55,48.08,156.59
420,300447.SZ,300447,全信股份,电气设备,18.3,1.69,48.59,31.15
421,300473.SZ,300473,德尔股份,汽车配件,5.58,1.48,48.65,25.62
422,300802.SZ,300802,矩子科技,IT设备,23.03,2.11,49.05,32.98
423,300678.SZ,300678,中科信息,软件服务,8.53,1.17,49.42,34.79
424,002529.SZ,002529,海源复材,专用机械,47.74,3.77,50.1,28.89
425,300207.SZ,300207,欣旺达,元器件,17.88,1.65,50.13,509.26
426,300283.SZ,300283,温州宏丰,电气设备,3.58,1.79,51.03,19.74
427,300827.SZ,300827,上能电气,电气设备,24.41,2.5,51.88,28.63
428,300354.SZ,300354,东华测试,电器仪表,32.25,3.67,52.65,18.94
429,002418.SZ,002418,康盛股份,机械基件,24.25,3.42,52.87,42.48
430,300534.SZ,300534,陇神戎发,中成药,9.09,1.46,53.24,19.82
431,601106.SH,601106,中国一重,工程机械,25.0,2.49,54.07,240.02
432,603958.SH,603958,哈森股份,服饰,4.04,1.62,54.39,18.48
433,300409.SZ,300409,道氏技术,陶瓷,16.43,3.42,55.71,84.76
434,300400.SZ,300400,劲拓股份,专用机械,40.87,3.37,55.8,41.49
435,300505.SZ,300505,川金诺,化工原料,45.9,3.52,55.83,25.06
436,300582.SZ,300582,英飞特,半导体,31.78,3.15,56.54,54.32
437,300634.SZ,300634,彩讯股份,软件服务,20.87,2.82,62.09,74.82
438,300432.SZ,300432,富临精工,汽车配件,70.92,5.66,62.35,169.6
439,300500.SZ,300500,启迪设计,建筑工程,10.76,1.07,67.67,29.78
440,300491.SZ,300491,通合科技,电气设备,22.42,2.05,69.06,20.47
441,300526.SZ,300526,中潜股份,专用机械,24.98,2.59,69.4,77.34
442,300108.SZ,300108,吉药控股,中成药,16.57,2.06,71.43,17.7
443,300350.SZ,300350,华鹏飞,仓储物流,0.73,1.76,71.76,40.55
444,300671.SZ,300671,富满电子,半导体,48.79,5.87,72.69,304.19
445,300631.SZ,300631,久吾高科,环境保护,91.14,7.44,75.68,46.75
446,300268.SZ,300268,佳沃股份,农业综合,14.29,2.26,83.05,26.54
447,300343.SZ,300343,联创股份,互联网,77.18,5.89,90.1,52.93
448,301010.SZ,301010,晶雪节能,其他建材,23.57,1.89,93.77,7.3
449,300079.SZ,300079,数码视讯,通信设备,35.42,4.2,100.68,131.22
450,300490.SZ,300490,华自科技,电气设备,29.8,1.78,102.38,48.71
451,300588.SZ,300588,熙菱信息,软件服务,52.31,5.2,104.11,17.63
452,300479.SZ,300479,神思电子,软件服务,73.41,7.78,114.74,41.27
453,300393.SZ,300393,中来股份,塑料,48.48,4.78,122.78,99.34
454,605011.SH,605011,杭州热电,供气供热,94.93,14.24,125.82,6.94
455,603171.SH,603171,税友股份,软件服务,94.84,14.25,126.72,15.18
456,605162.SH,605162,新中港,供气供热,20.94,21.31,257.11,8.47
457,605287.SH,605287,德才股份,装修装饰,-10.0,8.7,479.88,10.21
458,301019.SZ,301019,宁波色母,塑料,9.18,8.89,943.57,10.25
459,301022.SZ,301022,C海泰科,专用机械,-4.36,8.56,1073.6,6.81
460,301023.SZ,301023,C江南,电气设备,-3.97,18.79,1828.9,7.63
461,301039.SZ,301039,N中集,汽车整车,-13.06,57.91,5036.46,23.89
462,301016.SZ,301016,雷尔伟,运输设备,-0.94,22.45,5284.54,8.42
463,301013.SZ,301013,利和兴,专用机械,3.33,30.81,8985.15,8.97
464,301017.SZ,301017,C漱玉,医药商业,-4.91,42.52,9125.83,8.15
465,301020.SZ,301020,C密封,机械基件,1.73,47.92,9142.24,9.19
466,301018.SZ,301018,C申菱,专用机械,-1.53,72.85,14307.92,11.21
467,301021.SZ,301021,C英诺,元器件,-0.44,96.18,27547.28,14.75
468,301015.SZ,301015,百洋医药,医药商业,-2.41,73.7,45082.49,15.14
