,ts_code,symbol,name,industry,COL_CONTINUOUS_POSITIVE_COUNT,COL_ALL_POSITIVE,COL_CONTINUOUS_POSITIVE_AVERAGE_CHG,COL_MAX_RETRACEMENT,COL_SCORE,COL_CIRC_MV,COL_FLOAT_HOLDERS,COL_HOLDERS_COUNT
109,601858.SH,601858,中国科传,出版业,6.0,False,4.03,13.25,-5.14444589708465,71.22,"深圳昭图投资管理有限公司-昭图5期证券投资基金
香港中央结算有限公司(陆股通)",2.0
110,300742.SZ,300742,越博动力,汽车配件,6.0,False,9.13,28.07,-5.711073838278118,10.66,"伊犁苏新投资基金合伙企业(有限合伙)
上海汉王歌石股权投资基金合伙企业(有限合伙)
上海明汯投资管理有限公司-明汯价值成长1期私募投资基金",3.0
111,600172.SH,600172,黄河旋风,矿物制品,5.0,False,6.42,24.64,-5.743527537485553,37.22,中原金象投资管理有限公司-中原金象河南民营上市公司发展支持1号私募股权投资基金,1.0
112,300540.SZ,300540,深冷股份,专用机械,6.0,False,11.2,25.07,-5.994213332155634,16.98,,0.0
113,603218.SH,603218,日月股份,工程机械,5.0,False,7.0,15.99,-6.33467043329305,264.57,"基本养老保险基金一二零六组合
大家资产-民生银行-大家资产-盛世精选2号集合资产管理产品(第二期)
香港中央结算有限公司(陆股通)
基本养老保险基金八零四组合",4.0
114,600509.SH,600509,天富能源,火力发电,5.0,False,4.91,16.23,-6.46377866667209,56.76,"南方基金-农业银行-南方中证金融资产管理计划
博时基金-农业银行-博时中证金融资产管理计划
中央汇金资产管理有限责任公司
中欧基金-农业银行-中欧中证金融资产管理计划",4.0
115,300424.SZ,300424,航新科技,航空,5.0,False,11.14,30.92,-6.757553643145691,35.93,"中国建设银行股份有限公司-长信国防军工量化灵活配置混合型证券投资基金
宁波梅山保税港区凌顶投资管理有限公司-凌顶恒誉穿云航空产业1号私募证券投资基金
中国建设银行股份有限公司-富国中证军工指数分级证券投资基金",3.0
116,300632.SZ,300632,光莆股份,半导体,4.0,False,6.98,15.21,-6.779496456834452,19.95,,0.0
117,603665.SH,603665,康隆达,纺织,5.0,False,7.28,14.95,-7.186973040718987,52.81,华宝信托有限责任公司-辉煌1047号单一资金信托,1.0
118,300232.SZ,300232,洲明科技,半导体,5.0,False,5.34,14.78,-7.375308612404746,64.31,"中信证券股份有限公司-社保基金17051组合
山东省国际信托股份有限公司-鼎萨2期证券投资集合资金信托计划
香港中央结算有限公司(陆股通)",3.0
119,300475.SZ,300475,聚隆科技,专用机械,6.0,False,7.7,26.47,-7.5420958248487535,26.42,"深圳市领信基石股权投资基金管理合伙企业(有限合伙)-深圳市领汇基石股权投资基金合伙企业(有限合伙)
芜湖弘唯基石投资基金管理合伙企业(有限合伙)-弘唯基石华盈私募投资基金
深圳市领信基石股权投资基金管理合伙企业(有限合伙)-深圳市领驰基石股权投资基金合伙企业(有限合伙)
深圳市领信基石股权投资基金管理合伙企业(有限合伙)-深圳市领泰基石投资合伙企业(有限合伙)",4.0
120,003016.SZ,003016,欣贺股份,服饰,2.0,True,9.96,24.28,-7.599116898295011,9.92,,0.0
121,002563.SZ,002563,森马服饰,服饰,6.0,False,4.36,17.99,-7.756421415692454,167.8,"全国社保基金一一三组合
香港中央结算有限公司(陆股通)",2.0
122,300403.SZ,300403,汉宇集团,家用电器,6.0,False,8.03,36.57,-7.766862629821066,24.27,"中国建设银行股份有限公司-大成中证红利指数证券投资基金
中国工商银行股份有限公司-富国中证红利指数增强型证券投资基金
中央汇金资产管理有限责任公司
上海明汯投资管理有限公司-明汯价值成长1期私募投资基金",4.0
123,300667.SZ,300667,必创科技,电器仪表,4.0,False,8.4,17.04,-8.461043273531061,30.61,中国银行股份有限公司-国泰CES半导体芯片行业交易型开放式指数证券投资基金,1.0
124,002471.SZ,002471,中超控股,电气设备,5.0,False,5.03,19.68,-8.478703254529556,35.03,深圳市鑫腾华资产管理有限公司,1.0
125,603629.SH,603629,利通电子,元器件,4.0,False,5.66,18.69,-9.221097530811303,9.99,,0.0
126,300491.SZ,300491,通合科技,电气设备,5.0,False,11.37,33.99,-9.715747330277404,20.8,,0.0
127,603997.SH,603997,继峰股份,汽车配件,5.0,False,4.72,18.47,-9.926164218196993,60.34,"中国工商银行股份有限公司-博时外延增长主题灵活配置混合型证券投资基金
盈科创新资产管理有限公司
中国建设银行股份有限公司-博时军工主题股票型证券投资基金
中国建设银行股份有限公司-博时产业新趋势灵活配置混合型证券投资基金
中国银行股份有限公司-广发优企精选灵活配置混合型证券投资基金",5.0
128,601568.SH,601568,北元集团,化工原料,2.0,True,2.83,16.67,-10.807592417547625,34.2,,0.0
129,603155.SH,603155,新亚强,化工原料,3.0,True,8.03,24.24,-11.767054093208278,13.77,"杭州庄贤投资管理合伙企业(有限合伙)-庄贤锐进专享私募证券投资基金
中国农业银行股份有限公司-交银施罗德先进制造混合型证券投资基金
中国建设银行股份有限公司-交银施罗德启明混合型证券投资基金
中国工商银行股份有限公司-交银施罗德优势行业灵活配置混合型证券投资基金
中国工商银行股份有限公司-交银施罗德持续成长主题混合型证券投资基金
中国建设银行股份有限公司-交银施罗德阿尔法核心混合型证券投资基金",6.0
