,ts_code,symbol,name,industry,COL_CHG,COL_PROBABILITY,COL_RECENT_HALF_PROBABILITY,COL_PROBABILITY_DIFFER,COL_CIRC_MV
327,300081.SZ,300081,恒信东方,文教休闲,6.87,0.59,1.11,0.53,31.09
328,000920.SZ,000920,南方汇通,环境保护,10.18,0.59,1.49,0.9,32.86
329,002049.SZ,002049,紫光国微,元器件,5.41,0.59,0.75,0.16,939.78
330,601009.SH,601009,南京银行,银行,7.74,0.59,1.26,0.68,933.04
331,002643.SZ,002643,万润股份,化工原料,4.29,0.58,0.88,0.3,156.7
332,002094.SZ,002094,青岛金王,日用化工,9.27,0.58,1.52,0.93,30.1
333,300334.SZ,300334,津膜科技,专用机械,12.38,0.58,2.18,1.6,20.58
334,600360.SH,600360,华微电子,半导体,6.8,0.58,1.45,0.87,84.51
335,000859.SZ,000859,国风塑业,塑料,8.7,0.58,0.7,0.12,45.17
336,000938.SZ,000938,紫光股份,软件服务,10.9,0.58,2.13,1.55,657.82
337,300323.SZ,300323,华灿光电,半导体,10.24,0.58,2.03,1.46,124.17
338,603186.SH,603186,华正新材,元器件,4.98,0.57,1.02,0.45,52.03
339,603030.SH,603030,全筑股份,装修装饰,5.57,0.57,0.73,0.15,24.43
340,001979.SZ,001979,招商蛇口,全国地产,6.49,0.57,1.3,0.73,922.87
341,300478.SZ,300478,杭州高新,橡胶,11.04,0.57,1.64,1.07,11.91
342,600459.SH,600459,贵研铂业,小金属,5.41,0.56,0.89,0.32,137.48
343,300928.SZ,300928,华安鑫创,汽车配件,5.51,0.56,1.11,0.55,9.42
344,300835.SZ,300835,龙磁科技,元器件,8.44,0.56,0.74,0.18,18.33
345,300927.SZ,300927,江天化学,化工原料,7.52,0.55,1.48,0.93,6.17
346,603320.SH,603320,迪贝电气,机械基件,6.54,0.55,1.27,0.72,15.47
347,300776.SZ,300776,帝尔激光,专用机械,6.23,0.55,0.97,0.42,69.77
348,000062.SZ,000062,深圳华强,批发业,11.06,0.55,2.32,1.76,178.31
349,002959.SZ,002959,小熊电器,家用电器,6.56,0.55,1.28,0.72,53.96
350,603488.SH,603488,展鹏科技,电气设备,8.53,0.55,1.72,1.17,22.66
351,300535.SZ,300535,达威股份,化工原料,8.78,0.54,1.72,1.18,12.37
352,600293.SH,600293,三峡新材,互联网,12.77,0.54,1.31,0.77,36.89
353,300078.SZ,300078,思创医惠,软件服务,7.5,0.54,1.24,0.7,63.56
354,600851.SH,600851,海欣股份,化学制药,9.99,0.54,1.42,0.88,69.91
355,603931.SH,603931,格林达,化工原料,7.38,0.54,1.5,0.96,11.56
356,603486.SH,603486,科沃斯,家用电器,7.29,0.53,0.6,0.06,1293.87
357,603626.SH,603626,科森科技,专用机械,5.82,0.53,1.04,0.52,46.73
358,002107.SZ,002107,沃华医药,中成药,5.82,0.52,1.16,0.65,44.05
359,002471.SZ,002471,中超控股,电气设备,9.32,0.52,1.81,1.29,38.59
360,603266.SH,603266,天龙股份,塑料,6.31,0.52,0.86,0.33,24.3
361,300806.SZ,300806,斯迪克,塑料,7.42,0.52,0.77,0.25,50.82
362,600094.SH,600094,大名城,区域地产,3.51,0.52,0.54,0.02,87.19
363,603912.SH,603912,佳力图,专用机械,9.25,0.51,1.8,1.29,36.37
364,002449.SZ,002449,国星光电,半导体,5.49,0.51,1.07,0.55,62.36
365,300020.SZ,300020,银江股份,软件服务,8.73,0.51,1.25,0.74,55.45
366,300245.SZ,300245,天玑科技,软件服务,10.87,0.51,2.09,1.58,29.53
367,605378.SH,605378,野马电池,电气设备,13.58,0.51,1.48,0.96,14.84
