code,name,outstanding,p_change_range0,p_change_range1,normalizing_std1,stop_mark
002419,天虹股份,12.0,2.34,-0.352,0.012,
601336,新华保险,20.85,0.77,-0.359,0.004,
000869,张 裕Ａ,4.53,1.03,-0.364,0.005,
601398,工商银行,2696.12,0.0,-0.37,0.0,
002254,泰和新材,6.11,0.19,-0.371,0.001,
002449,国星光电,6.08,1.77,-0.388,0.009,
600805,悦达投资,8.5,0.2,-0.391,0.001,
600889,南京化纤,3.07,3.65,-0.392,0.018,
601016,节能风电,41.56,0.41,-0.393,0.002,
002319,乐通股份,2.0,0.0,-0.4,0.0,
600429,三元股份,8.85,0.2,-0.401,0.001,
002598,山东章鼓,2.7,0.94,-0.403,0.005,
600782,新钢股份,31.89,1.46,-0.407,0.007,
002831,裕同科技,1.19,1.22,-0.41,0.006,
000409,*ST地矿,4.06,-0.41,-0.41,0.002,
002345,潮宏基,8.78,1.26,-0.411,0.006,
002117,东港股份,3.64,1.07,-0.416,0.005,
002513,蓝丰生化,2.54,1.42,-0.416,0.007,
002772,众兴菌业,2.54,2.01,-0.418,0.01,
601229,上海银行,51.96,1.24,-0.43,0.006,
600869,智慧能源,21.78,0.86,-0.431,0.004,
600389,江山股份,2.97,0.6,-0.436,0.003,
601318,中国平安,108.33,0.7,-0.438,0.003,
002461,珠江啤酒,13.6,0.22,-0.441,0.001,
601601,中国太保,62.87,0.45,-0.444,0.002,
600981,汇鸿集团,2.42,4.42,-0.446,0.022,
600713,南京医药,8.97,0.67,-0.447,0.003,
000929,兰州黄河,1.86,2.61,-0.448,0.013,
600023,浙能电力,136.01,0.22,-0.451,0.001,
600459,贵研铂业,3.39,-0.72,-0.452,0.004,
002531,天顺风能,17.69,1.86,-0.452,0.009,
002341,新纶科技,6.25,1.32,-0.453,0.007,
000756,新华制药,3.99,1.43,-0.467,0.007,
000933,神火股份,19.0,1.95,-0.476,0.01,
002543,万和电气,4.85,0.16,-0.481,0.001,
000932,华菱钢铁,30.15,2.27,-0.481,0.011,
000630,铜陵有色,95.61,0.49,-0.485,0.002,
002557,洽洽食品,5.07,-0.97,-0.485,0.005,
002439,启明星辰,5.85,1.93,-0.486,0.01,
600380,健康元,19.37,1.72,-0.487,0.009,
600478,科力远,14.7,0.76,-0.489,0.004,
600176,中国巨石,35.02,1.2,-0.49,0.006,
601607,上海医药,19.23,-0.49,-0.49,0.002,
600671,天目药业,1.22,0.18,-0.491,0.001,
000637,茂化实华,3.66,3.36,-0.495,0.017,
600409,三友化工,20.37,1.69,-0.496,0.008,
600094,大名城,22.77,-1.96,-0.499,0.01,
002062,宏润建设,9.59,0.75,-0.499,0.004,
000553,沙隆达Ａ,2.44,0.4,-0.504,0.002,
002127,南极电商,14.82,0.52,-0.505,0.003,
002553,南方轴承,2.34,0.35,-0.513,0.002,
600871,*ST油服,120.43,0.53,-0.516,0.003,
002662,京威股份,14.59,4.62,-0.517,0.023,
600845,宝信软件,6.41,3.52,-0.517,0.017,
600383,金地集团,45.15,0.42,-0.524,0.002,
600811,东方集团,32.73,0.53,-0.526,0.003,
600091,ST明科,3.37,1.07,-0.527,0.005,
000678,襄阳轴承,4.29,2.56,-0.527,0.013,
000828,东莞控股,10.4,2.58,-0.528,0.013,
002787,华源控股,1.02,-0.8,-0.532,0.004,
600336,澳柯玛,7.32,2.51,-0.535,0.012,
000973,佛塑科技,9.67,3.08,-0.538,0.015,
000708,大冶特钢,4.49,0.33,-0.543,0.002,
002356,赫美集团,4.8,-0.55,-0.55,0.003,
002241,歌尔股份,27.24,1.84,-0.553,0.009,
002661,克明面业,3.27,-0.16,-0.559,0.001,
601009,南京银行,84.82,0.29,-0.562,0.001,
002047,宝鹰股份,12.58,1.31,-0.564,0.006,
600061,国投资本,41.74,3.36,-0.568,0.017,
600693,东百集团,8.97,-0.19,-0.569,0.001,
000022,深赤湾Ａ,4.65,0.77,-0.57,0.004,
002752,昇兴股份,1.7,0.43,-0.574,0.002,
002783,凯龙股份,1.71,1.32,-0.575,0.007,
002477,雏鹰农牧,19.71,-1.14,-0.576,0.006,
002537,海联金汇,12.08,-0.29,-0.579,0.001,
002389,南洋科技,6.77,1.5,-0.581,0.007,
002378,章源钨业,9.23,1.18,-0.581,0.006,
600136,当代明诚,3.44,2.33,-0.586,0.012,
000739,普洛药业,11.47,2.92,-0.59,0.014,
000960,锡业股份,14.06,0.81,-0.591,0.004,
000791,甘肃电投,9.71,1.22,-0.592,0.006,
600867,通化东宝,19.73,0.88,-0.603,0.004,
600111,北方稀土,36.33,0.52,-0.606,0.003,
600816,安信信托,46.73,4.69,-0.607,0.023,
002012,凯恩股份,4.67,4.75,-0.613,0.023,
002533,金杯电工,5.18,1.93,-0.618,0.01,
600241,时代万恒,2.26,2.41,-0.621,0.012,
000813,德展健康,10.81,-0.82,-0.622,0.004,
002659,凯文教育,3.11,0.25,-0.622,0.001,
600749,*ST藏旅,1.89,0.32,-0.623,0.002,
600703,三安光电,40.78,1.86,-0.625,0.009,
600567,山鹰纸业,45.71,0.32,-0.633,0.002,
002775,文科园林,4.33,1.63,-0.636,0.008,
002540,亚太科技,8.95,-0.43,-0.639,0.002,
002888,惠威科技,0.36,-3.43,-0.649,0.017,
600367,红星发展,2.91,1.87,-0.656,0.009,
002233,塔牌集团,11.62,-0.47,-0.659,0.002,
002523,天桥起重,13.5,0.66,-0.659,0.003,
002471,中超控股,12.57,3.09,-0.662,0.015,
600971,恒源煤电,10.0,0.85,-0.663,0.004,
002849,威星智能,0.57,3.48,-0.67,0.017,
002141,贤丰控股,6.37,0.9,-0.674,0.004,
002489,浙江永强,18.7,3.55,-0.675,0.017,
000419,通程控股,5.43,2.3,-0.677,0.011,
002683,宏大爆破,5.98,0.0,-0.68,0.0,
600118,中国卫星,11.82,0.94,-0.685,0.005,
600108,亚盛集团,19.47,-0.69,-0.69,0.003,
600681,百川能源,3.48,0.15,-0.691,0.001,
600017,日照港,30.76,0.35,-0.694,0.002,
600350,山东高速,48.11,0.47,-0.695,0.002,
002521,齐峰新材,4.25,0.53,-0.696,0.003,
002149,西部材料,4.25,2.38,-0.702,0.012,
600267,海正药业,9.66,-0.18,-0.709,0.001,
002132,恒星科技,12.54,0.72,-0.71,0.004,
000598,兴蓉环境,29.86,0.72,-0.71,0.004,
600405,动力源,5.53,0.48,-0.716,0.002,
600619,海立股份,5.82,-0.21,-0.719,0.001,
002588,史丹利,7.3,1.97,-0.722,0.01,
600897,厦门空港,2.98,0.2,-0.732,0.001,
600580,卧龙电气,11.11,2.89,-0.732,0.014,
600269,赣粤高速,23.35,0.49,-0.736,0.002,
002221,东华能源,15.19,0.5,-0.736,0.002,
600395,盘江股份,16.55,0.57,-0.737,0.003,
000552,靖远煤电,15.57,1.51,-0.744,0.008,
002562,兄弟科技,4.98,3.52,-0.745,0.017,
000863,三湘印象,9.17,1.26,-0.745,0.006,
000650,仁和药业,12.38,0.76,-0.751,0.004,
600285,羚锐制药,5.3,1.14,-0.751,0.006,
002815,崇达技术,2.18,0.9,-0.755,0.004,
002368,太极股份,4.0,4.32,-0.76,0.021,
000861,海印股份,20.2,0.0,-0.76,0.0,
002142,宁波银行,46.31,1.2,-0.763,0.006,
000400,许继电气,10.08,1.02,-0.768,0.005,
600926,杭州银行,20.82,0.0,-0.77,0.0,
601579,会稽山,4.0,0.11,-0.771,0.001,
002737,葵花药业,5.17,1.45,-0.772,0.007,
600467,好当家,14.61,1.17,-0.772,0.006,
002203,海亮股份,16.35,0.52,-0.777,0.003,
601208,东材科技,6.27,2.7,-0.782,0.013,
000959,首钢股份,29.67,0.27,-0.783,0.001,
000952,广济药业,2.52,1.5,-0.784,0.007,
600390,五矿资本,5.14,2.0,-0.785,0.01,
000408,藏格控股,4.47,2.64,-0.788,0.013,
002165,红 宝 丽,5.27,-0.53,-0.789,0.003,
000768,中航飞机,27.69,0.81,-0.793,0.004,
002538,司尔特,6.98,1.86,-0.799,0.009,
600582,天地科技,41.39,0.0,-0.81,0.0,
600073,上海梅林,9.38,1.65,-0.81,0.008,
000983,西山煤电,31.51,0.33,-0.814,0.002,
000011,深物业A,1.76,1.77,-0.815,0.009,
600030,中信证券,98.15,1.44,-0.822,0.007,
002322,理工环科,3.61,1.47,-0.823,0.007,
002768,国恩股份,2.4,0.87,-0.825,0.004,
000995,*ST皇台,1.77,-0.66,-0.829,0.003,
600182,S佳通,1.7,1.4,-0.831,0.007,
600520,文一科技,1.58,2.33,-0.832,0.012,
002180,纳思达,9.46,3.32,-0.833,0.016,
002396,星网锐捷,5.39,2.56,-0.835,0.013,
601567,三星医疗,14.18,0.5,-0.837,0.003,
600246,万通地产,12.17,0.56,-0.838,0.003,
600803,新奥股份,12.29,1.42,-0.842,0.007,
000902,新洋丰,11.73,0.85,-0.844,0.004,
600458,时代新材,6.61,0.43,-0.845,0.002,
600298,安琪酵母,8.24,0.38,-0.845,0.002,
002225,濮耐股份,7.07,1.29,-0.847,0.006,
000525,红 太 阳,5.07,0.57,-0.848,0.003,
002731,萃华珠宝,1.29,-0.11,-0.849,0.001,
002826,易明医药,1.32,0.28,-0.853,0.001,
002212,南洋股份,6.42,0.86,-0.855,0.004,
000017,深中华A,3.03,1.75,-0.855,0.009,
002733,雄韬股份,3.27,2.57,-0.856,0.013,
002069,獐子岛,6.89,0.57,-0.858,0.003,
002287,奇正藏药,4.06,-1.65,-0.863,0.008,
000606,顺利办,5.46,3.32,-0.864,0.016,
601558,ST锐电,57.07,0.89,-0.865,0.004,
600705,中航资本,76.19,2.0,-0.866,0.01,
600123,兰花科创,11.42,0.44,-0.866,0.002,
600426,华鲁恒升,16.15,1.6,-0.869,0.008,
000927,一汽夏利,15.95,0.59,-0.869,0.003,
600603,广汇物流,5.04,2.26,-0.869,0.011,
002903,宇环数控,0.66,-0.71,-0.869,0.004,
600588,用友网络,19.0,1.81,-0.878,0.009,
002068,黑猫股份,6.07,1.05,-0.88,0.005,
002386,天原集团,6.72,1.45,-0.883,0.007,
600528,中铁工业,18.38,0.91,-0.886,0.005,
002392,北京利尔,7.37,1.51,-0.886,0.007,
002830,名雕股份,0.4,3.0,-0.893,0.015,
000425,徐工机械,69.94,1.21,-0.895,0.006,
002145,中核钛白,13.41,0.91,-0.896,0.005,
600366,宁波韵升,9.88,2.42,-0.898,0.012,
002920,德赛西威,1.0,2.79,-0.9,0.014,
002394,联发股份,3.24,0.71,-0.901,0.004,
600835,上海机电,8.07,0.13,-0.901,0.001,
600877,ST嘉陵,6.87,0.92,-0.907,0.005,
000617,中油资本,2.88,1.78,-0.907,0.009,
002382,蓝帆医疗,4.86,-0.91,-0.91,0.005,
000780,平庄能源,10.14,0.94,-0.917,0.005,
600242,中昌数据,3.04,-0.77,-0.919,0.004,
002753,永东股份,1.99,1.88,-0.922,0.009,
000705,浙江震元,2.82,-0.62,-0.928,0.003,
002085,万丰奥威,21.14,-0.4,-0.928,0.002,
600583,海油工程,44.21,0.77,-0.933,0.004,
002498,汉缆股份,33.26,0.47,-0.937,0.002,
002819,东方中科,0.44,-0.61,-0.938,0.003,
002597,金禾实业,5.54,2.92,-0.94,0.014,
601008,连云港,10.15,0.0,-0.94,0.0,
002629,仁智股份,3.45,1.93,-0.944,0.01,
002876,三利谱,0.55,3.28,-0.944,0.016,
002756,永兴特钢,1.85,2.36,-0.946,0.012,
000807,云铝股份,24.3,1.73,-0.956,0.009,
600337,美克家居,17.28,0.49,-0.957,0.002,
601500,通用股份,1.75,-0.14,-0.959,0.001,
601633,长城汽车,60.28,-1.12,-0.962,0.006,
002135,东南网架,8.53,1.19,-0.965,0.006,
600657,信达地产,15.24,1.73,-0.966,0.009,
000625,长安汽车,37.61,0.49,-0.967,0.002,
000585,*ST东电,6.09,0.49,-0.967,0.002,
000859,国风塑业,7.39,2.0,-0.968,0.01,
600127,金健米业,6.42,0.98,-0.969,0.005,
601388,怡球资源,20.25,0.98,-0.969,0.005,
002411,延安必康,3.12,10.01,-0.969,0.048,
002379,宏创控股,9.26,1.0,-0.969,0.005,
002038,双鹭药业,5.67,1.05,-0.971,0.005,
002681,奋达科技,11.05,3.89,-0.982,0.019,
601368,绿城水务,7.36,0.34,-0.984,0.002,
600307,酒钢宏兴,62.63,0.5,-0.987,0.002,
601020,华钰矿业,2.84,-0.88,-0.989,0.004,
600033,福建高速,27.44,0.0,-0.99,0.0,
002549,凯美特气,6.2,-10.04,-0.99,0.053,
000690,宝新能源,20.39,0.72,-0.992,0.004,
002186,全 聚 德,3.06,0.94,-0.998,0.005,
000751,锌业股份,14.1,1.03,-1.011,0.005,
600488,天药股份,9.69,0.78,-1.014,0.004,
002438,江苏神通,3.71,-2.17,-1.016,0.011,
002013,中航机电,31.43,0.0,-1.02,0.0,
600884,杉杉股份,8.22,2.91,-1.021,0.014,
600661,昂立教育,2.59,1.42,-1.024,0.007,
002628,成都路桥,7.25,0.41,-1.026,0.002,
002019,亿帆医药,8.14,0.89,-1.027,0.004,
002776,柏堡龙,2.06,-2.34,-1.031,0.012,
002060,粤 水 电,12.02,0.7,-1.032,0.003,
600056,中国医药,10.12,0.79,-1.044,0.004,
600321,*ST正源,15.11,-0.53,-1.047,0.003,
600545,卓郎智能,6.76,-1.05,-1.05,0.005,
002110,三钢闽光,9.91,1.38,-1.053,0.007,
000429,粤高速Ａ,4.69,-1.44,-1.056,0.007,
600837,海通证券,80.92,1.72,-1.057,0.009,
601199,江南水务,9.35,0.54,-1.059,0.003,
601012,隆基股份,27.66,0.32,-1.064,0.002,
002109,兴化股份,5.45,1.92,-1.066,0.009,
002487,大金重工,5.4,0.27,-1.074,0.001,
601001,大同煤业,16.74,0.88,-1.077,0.004,
000825,太钢不锈,56.96,0.88,-1.077,0.004,
600508,上海能源,7.23,0.5,-1.078,0.002,
002249,大洋电机,13.65,2.53,-1.079,0.012,
600068,葛洲坝,46.05,0.0,-1.08,0.0,
002604,*ST龙力,5.08,2.25,-1.083,0.011,
002601,龙蟒佰利,7.06,0.4,-1.086,0.002,
600235,民丰特纸,3.51,1.68,-1.086,0.008,
600919,江苏银行,60.08,-0.47,-1.087,0.002,
600707,彩虹股份,12.88,0.44,-1.087,0.002,
600742,一汽富维,5.08,-0.18,-1.088,0.001,
000800,一汽轿车,14.12,0.69,-1.092,0.003,
002003,伟星股份,6.3,0.7,-1.092,0.003,
002620,瑞和股份,3.04,0.32,-1.095,0.002,
601390,中国中铁,186.36,0.42,-1.096,0.002,
601515,东风股份,11.12,-0.55,-1.097,0.003,
600510,黑牡丹,7.96,1.94,-1.098,0.01,
002626,金达威,6.0,0.3,-1.104,0.001,
002275,桂林三金,5.33,0.61,-1.11,0.003,
000728,国元证券,29.46,4.61,-1.112,0.023,
600697,欧亚集团,1.55,0.21,-1.113,0.001,
600250,南纺股份,2.59,3.51,-1.117,0.017,
002242,九阳股份,7.62,0.86,-1.117,0.004,
002297,博云新材,3.98,1.32,-1.122,0.007,
002349,精华制药,7.63,0.66,-1.122,0.003,
000908,景峰医药,7.07,0.68,-1.122,0.003,
002245,澳洋顺昌,9.14,2.81,-1.128,0.014,
600340,华夏幸福,29.55,1.27,-1.13,0.006,
002594,比亚迪,11.42,-1.13,-1.13,0.006,
600760,中航沈飞,3.45,0.18,-1.132,0.001,
002868,绿康生化,0.38,2.08,-1.136,0.01,
600866,星湖科技,6.45,0.87,-1.137,0.004,
600428,中远海特,16.9,1.46,-1.137,0.007,
600876,洛阳玻璃,2.62,1.08,-1.144,0.005,
002270,华明装备,4.31,-0.46,-1.147,0.002,
600690,青岛海尔,60.97,-0.29,-1.148,0.001,
000720,*ST新能,8.63,-0.86,-1.148,0.004,
600081,东风科技,3.14,0.91,-1.149,0.005,
600557,康缘药业,5.99,0.27,-1.154,0.001,
002727,一心堂,2.99,-0.67,-1.157,0.003,
600327,大东方,7.37,-0.93,-1.158,0.005,
002425,凯撒文化,8.04,1.19,-1.158,0.006,
000680,山推股份,10.57,1.48,-1.158,0.007,
002705,新宝股份,4.59,1.19,-1.158,0.006,
002373,千方科技,8.39,0.51,-1.158,0.003,
002033,丽江旅游,5.49,0.0,-1.16,0.0,
002631,德尔未来,6.47,1.8,-1.162,0.009,
002891,中宠股份,0.54,-0.59,-1.167,0.003,
000039,中集集团,12.68,1.19,-1.168,0.006,
600039,四川路桥,34.57,0.9,-1.168,0.004,
000627,天茂集团,20.35,0.0,-1.17,0.0,
000031,中粮地产,18.14,0.6,-1.171,0.003,
600059,古越龙山,8.09,0.15,-1.172,0.001,
600356,恒丰纸业,2.99,0.34,-1.175,0.002,
000985,大庆华科,1.3,-1.11,-1.179,0.006,
601218,吉鑫科技,9.92,2.03,-1.184,0.01,
002430,杭氧股份,9.5,0.5,-1.188,0.002,
000025,特 力Ａ,2.71,0.87,-1.188,0.004,
600513,联环药业,2.85,0.92,-1.189,0.005,
600966,博汇纸业,13.37,0.91,-1.189,0.005,
002190,成飞集成,3.45,0.0,-1.19,0.0,
601107,四川成渝,21.63,0.61,-1.191,0.003,
000802,北京文化,3.86,0.85,-1.197,0.004,
002191,劲嘉股份,13.02,-0.27,-1.197,0.001,
600642,申能股份,45.52,-0.4,-1.197,0.002,
600266,北京城建,15.67,0.86,-1.198,0.004,
600022,山东钢铁,109.47,0.61,-1.201,0.003,
600570,恒生电子,6.18,2.19,-1.203,0.011,
002330,得利斯,5.02,0.74,-1.204,0.004,
002064,华峰氨纶,15.34,-0.73,-1.206,0.004,
000683,远兴能源,28.33,0.83,-1.207,0.004,
600535,天士力,15.13,1.59,-1.224,0.008,
601238,广汽集团,60.76,1.36,-1.225,0.007,
002569,步森股份,1.4,5.71,-1.225,0.028,
000612,焦作万方,11.89,-0.74,-1.226,0.004,
600998,九州通,16.6,-0.96,-1.227,0.005,
600836,界龙实业,6.63,1.78,-1.233,0.009,
002408,齐翔腾达,17.44,1.91,-1.239,0.009,
000698,沈阳化工,7.86,0.5,-1.239,0.003,
002172,澳洋健康,6.94,1.01,-1.243,0.005,
600268,国电南自,6.35,0.25,-1.244,0.001,
600543,莫高股份,3.21,-0.56,-1.246,0.003,
002841,视源股份,0.67,0.51,-1.249,0.003,
000514,渝 开 发,8.44,1.02,-1.253,0.005,
002909,集泰股份,0.79,-1.55,-1.255,0.008,
000599,青岛双星,6.75,-0.51,-1.256,0.003,
600098,广州发展,27.26,-0.54,-1.256,0.003,
000889,茂业通信,6.22,0.0,-1.26,0.0,
000502,绿景控股,1.83,-3.94,-1.26,0.02,
600767,ST运盛,3.41,1.5,-1.261,0.007,
600112,天成控股,5.09,0.0,-1.27,0.0,
600586,金晶科技,14.44,1.31,-1.273,0.006,
600378,天科股份,2.97,0.2,-1.273,0.001,
600741,华域汽车,28.67,0.24,-1.274,0.001,
600121,郑州煤电,10.15,0.32,-1.275,0.002,
600133,东湖高新,5.38,-3.45,-1.278,0.018,
600192,长城电工,4.42,0.88,-1.279,0.004,
002818,富森美,0.9,0.52,-1.279,0.003,
601188,龙江交通,13.16,0.0,-1.28,0.0,
600502,安徽水利,9.11,0.79,-1.286,0.004,
002678,珠江钢琴,13.57,-0.33,-1.287,0.002,
000501,鄂武商Ａ,6.77,0.0,-1.29,0.0,
000727,华东科技,29.31,0.66,-1.293,0.003,
000597,东北制药,4.73,-1.21,-1.299,0.006,
600708,光明地产,22.25,1.34,-1.305,0.007,
600777,新潮能源,32.68,1.34,-1.305,0.007,
600664,哈药股份,25.07,0.8,-1.307,0.004,
600231,凌钢股份,17.69,0.67,-1.313,0.003,
002078,太阳纸业,25.31,0.67,-1.313,0.003,
002414,高德红外,4.76,1.1,-1.316,0.005,
601163,三角轮胎,2.8,0.85,-1.318,0.004,
600853,龙建股份,5.37,0.54,-1.32,0.003,
601258,庞大集团,65.38,0.0,-1.32,0.0,
000818,航锦科技,6.7,1.78,-1.324,0.009,
002690,美亚光电,3.27,-2.09,-1.326,0.011,
002395,双象股份,1.79,0.45,-1.328,0.002,
002267,陕天然气,11.12,0.95,-1.331,0.005,
002067,景兴纸业,9.75,1.65,-1.339,0.008,
600802,福建水泥,3.82,1.26,-1.342,0.006,
002301,齐心集团,6.4,0.12,-1.342,0.001,
600422,昆药集团,7.6,0.28,-1.345,0.001,
600917,重庆燃气,15.56,1.11,-1.347,0.006,
600665,天地源,8.64,-0.27,-1.347,0.001,
002391,长青股份,2.38,-0.09,-1.349,0.0,
002561,徐家汇,3.97,0.0,-1.35,0.0,
601018,宁波港,128.0,0.55,-1.35,0.003,
002758,华通医药,1.79,1.9,-1.351,0.009,
000550,江铃汽车,5.18,0.2,-1.353,0.001,
000563,陕国投Ａ,36.67,1.4,-1.358,0.007,
002299,圣农发展,11.11,0.47,-1.359,0.002,
600623,华谊集团,18.74,0.58,-1.361,0.003,
600734,实达集团,3.55,1.55,-1.364,0.008,
601098,中南传媒,17.96,1.68,-1.37,0.008,
600129,太极集团,4.27,0.7,-1.374,0.003,
002126,银轮股份,7.66,0.7,-1.374,0.003,
600990,四创电子,1.37,-0.93,-1.376,0.005,
002125,湘潭电化,2.59,1.57,-1.376,0.008,
600303,曙光股份,6.2,1.43,-1.38,0.007,
600316,洪都航空,7.17,1.14,-1.388,0.006,
000685,中山公用,12.53,0.86,-1.389,0.004,
000623,吉林敖东,11.19,0.65,-1.393,0.003,
002196,方正电机,3.12,1.26,-1.393,0.006,
002878,元隆雅图,0.36,0.41,-1.397,0.002,
601139,深圳燃气,28.55,-0.18,-1.398,0.001,
600444,国机通用,1.46,1.12,-1.398,0.006,
600486,扬农化工,3.1,0.15,-1.402,0.001,
600095,哈高科,3.61,-0.71,-1.405,0.004,
000949,新乡化纤,12.2,-1.06,-1.406,0.005,
601360,三六零,3.97,1.87,-1.41,0.009,
600595,中孚实业,17.42,0.0,-1.41,0.0,
002371,北方华创,3.59,2.44,-1.412,0.012,
002611,东方精工,10.28,0.96,-1.413,0.005,
002413,雷科防务,9.95,1.28,-1.414,0.006,
002128,露天煤业,16.34,0.66,-1.424,0.003,
600103,青山纸业,10.62,0.36,-1.426,0.002,
002043,兔 宝 宝,6.94,0.55,-1.431,0.003,
600408,*ST安泰,10.07,0.36,-1.436,0.002,
002838,道恩股份,0.75,-0.39,-1.436,0.002,
601366,利群股份,4.75,0.73,-1.436,0.004,
600999,招商证券,49.04,1.55,-1.436,0.008,
002715,登云股份,0.83,4.51,-1.437,0.022,
002496,ST辉丰,9.67,0.49,-1.439,0.002,
002437,誉衡药业,21.67,-0.58,-1.445,0.003,
601518,吉林高速,12.13,0.74,-1.446,0.004,
600325,华发股份,21.04,0.16,-1.453,0.001,
601038,一拖股份,5.94,-0.42,-1.456,0.002,
002274,华昌化工,6.25,0.75,-1.456,0.004,
600995,文山电力,4.79,0.44,-1.458,0.002,
000403,振兴生化,2.65,0.47,-1.459,0.002,
600396,金山股份,11.65,0.49,-1.46,0.002,
002031,巨轮智能,18.91,0.5,-1.46,0.002,
000738,航发控制,11.46,0.91,-1.461,0.005,
600206,有研新材,8.39,0.6,-1.462,0.003,
600611,大众交通,15.63,0.25,-1.464,0.001,
002893,华通热力,0.64,2.12,-1.464,0.01,
600100,同方股份,29.64,1.0,-1.464,0.005,
002585,双星新材,8.52,1.31,-1.466,0.007,
600982,宁波热电,7.47,0.6,-1.472,0.003,
000881,中广核技,3.08,0.28,-1.475,0.001,
600252,中恒集团,34.75,-1.11,-1.476,0.006,
002171,楚江新材,10.28,1.14,-1.48,0.006,
000050,深天马Ａ,14.01,1.44,-1.481,0.007,
000411,英特集团,2.07,0.08,-1.481,0.0,
600984,建设机械,7.86,0.95,-1.483,0.005,
600125,铁龙物流,13.06,1.53,-1.485,0.008,
000633,合金投资,3.85,-0.64,-1.485,0.003,
002925,盈趣科技,0.75,1.6,-1.489,0.008,
600823,世茂股份,37.51,0.51,-1.49,0.003,
600569,安阳钢铁,23.94,1.23,-1.493,0.006,
002637,赞宇科技,2.59,1.69,-1.493,0.008,
600215,长春经开,4.65,0.28,-1.495,0.001,
002363,隆基机械,4.16,1.16,-1.501,0.006,
600993,马应龙,4.3,0.53,-1.501,0.003,
600078,澄星股份,6.63,0.92,-1.502,0.005,
000875,吉电股份,19.54,0.39,-1.507,0.002,
600841,上柴股份,5.22,0.28,-1.515,0.001,
600728,佳都科技,13.84,-1.77,-1.524,0.009,
002169,智光电气,7.51,0.26,-1.525,0.001,
000937,冀中能源,29.07,0.0,-1.53,0.0,
002146,荣盛发展,38.94,1.45,-1.533,0.007,
600006,东风汽车,20.0,0.0,-1.54,0.0,
600828,茂业商业,6.49,0.2,-1.543,0.001,
000166,申万宏源,200.28,0.23,-1.544,0.001,
600038,中直股份,5.89,-0.78,-1.544,0.004,
600710,苏美达,6.4,0.26,-1.545,0.001,
000877,天山股份,8.8,1.33,-1.548,0.007,
600475,华光股份,1.4,-2.21,-1.555,0.011,
000711,京蓝科技,4.06,0.8,-1.559,0.004,
600638,新黄浦,6.73,0.0,-1.56,0.0,
002163,中航三鑫,8.03,0.23,-1.564,0.001,
600973,宝胜股份,8.95,-1.05,-1.565,0.005,
600592,龙溪股份,4.0,1.07,-1.568,0.005,
002215,诺 普 信,7.25,0.43,-1.569,0.002,
002503,搜于特,19.54,0.8,-1.569,0.004,
000967,盈峰环境,10.93,0.0,-1.57,0.0,
002892,科力尔,0.26,0.18,-1.573,0.001,
600584,长电科技,10.36,0.2,-1.574,0.001,
002140,东华科技,4.4,1.46,-1.574,0.007,
002214,大立科技,3.57,2.73,-1.574,0.013,
600980,北矿科技,1.52,0.77,-1.578,0.004,
000088,盐 田 港,19.42,0.6,-1.583,0.003,
002507,涪陵榨菜,7.8,0.62,-1.584,0.003,
002812,恩捷股份,1.27,-0.71,-1.584,0.004,
600351,亚宝药业,6.92,0.97,-1.585,0.005,
002823,凯中精密,1.0,1.01,-1.586,0.005,
600597,光明乳业,12.24,0.37,-1.587,0.002,
002007,华兰生物,8.03,1.34,-1.589,0.007,
002272,川润股份,3.21,0.94,-1.594,0.005,
600403,大有能源,23.91,0.27,-1.595,0.001,
600379,宝光股份,2.36,1.04,-1.597,0.005,
600563,法拉电子,2.25,0.74,-1.597,0.004,
002096,南岭民爆,3.71,0.72,-1.597,0.004,
600848,上海临港,7.88,0.59,-1.603,0.003,
002603,以岭药业,9.89,0.78,-1.608,0.004,
600166,福田汽车,66.7,0.0,-1.61,0.0,
600575,皖江物流,31.25,0.83,-1.61,0.004,
601005,重庆钢铁,83.8,0.55,-1.612,0.003,
600859,王府井,3.05,-1.08,-1.614,0.005,
600035,楚天高速,14.91,-0.33,-1.616,0.002,
600292,远达环保,7.81,-1.44,-1.617,0.007,
600230,沧州大化,4.12,2.48,-1.619,0.012,
000401,冀东水泥,13.47,-0.09,-1.619,0.0,
600415,小商品城,54.43,0.56,-1.622,0.003,
002296,辉煌科技,3.23,2.05,-1.624,0.01,
000833,粤桂股份,3.78,-1.02,-1.624,0.005,
600501,航天晨光,4.21,0.3,-1.626,0.001,
000096,广聚能源,5.11,-1.41,-1.627,0.007,
000980,众泰汽车,12.46,1.04,-1.627,0.005,
600983,惠而浦,5.33,-0.18,-1.627,0.001,
002036,联创电子,3.95,3.43,-1.628,0.017,
002420,毅昌股份,3.92,1.98,-1.63,0.01,
000836,富通鑫茂,12.08,3.95,-1.632,0.019,
600608,ST沪科,3.18,1.21,-1.634,0.006,
000753,漳州发展,8.84,1.68,-1.635,0.008,
601137,博威合金,5.64,0.7,-1.636,0.003,
600768,宁波富邦,1.34,-0.2,-1.637,0.001,
002223,鱼跃医疗,8.55,1.59,-1.641,0.008,
600503,华丽家族,16.02,1.13,-1.641,0.006,
002858,力盛赛车,0.62,1.63,-1.642,0.008,
000582,北部湾港,2.63,0.72,-1.647,0.004,
600699,均胜电子,9.49,0.36,-1.647,0.002,
601000,唐山港,55.74,0.0,-1.65,0.0,
