code,name,p_change_range0,average_turnover,stop_mark
300412,迦南科技,7.233,2.15,
600677,航天通信,-3.497,2.15,
600571,信雅达,-6.14,2.147,
601952,苏垦农发,-1.92,2.143,
600113,浙江东日,-3.984,2.14,
600977,中国电影,0.061,2.14,
002696,百洋股份,0.596,2.137,
002439,启明星辰,-1.896,2.133,
300521,爱司凯,0.063,2.133,
000848,承德露露,2.501,2.127,
600238,*ST椰岛,8.829,2.123,
002054,德美化工,-3.975,2.113,
600260,凯乐科技,1.811,2.11,
300293,蓝英装备,-8.084,2.11,
300028,金亚科技,-3.55,2.107,
300175,朗源股份,-8.106,2.103,
300085,银之杰,0.469,2.103,
002157,正邦科技,3.454,2.097,
600501,航天晨光,6.776,2.093,
002290,中科新材,-2.673,2.093,
000687,华讯方舟,1.304,2.083,
002407,多氟多,-4.906,2.08,
002366,台海核电,-6.811,2.08,
300104,乐视网,-3.353,2.08,
000852,石化机械,-2.21,2.08,
300030,阳普医疗,-5.616,2.08,
601326,秦港股份,-1.68,2.077,
600361,华联综超,0.753,2.077,
300573,兴齐眼药,0.888,2.073,
002018,*ST华信,-0.873,2.067,
000958,东方能源,-2.234,2.067,
600426,XD华鲁恒,-8.014,2.067,
600125,铁龙物流,-2.981,2.063,
600237,铜峰电子,-3.479,2.063,
300600,瑞特股份,2.047,2.063,
002509,天广中茂,-0.502,2.06,
600645,中源协和,-3.153,2.06,
300295,三六五网,-6.434,2.057,
002700,新疆浩源,-5.966,2.057,
002491,通鼎互联,-1.158,2.05,
002655,共达电声,-5.36,2.05,
600419,天润乳业,-1.24,2.05,
002388,新亚制程,-1.548,2.047,
300582,英飞特,-4.224,2.047,
601233,桐昆股份,-9.021,2.043,
300391,康跃科技,-2.3,2.04,
600531,豫光金铅,1.895,2.033,
002772,众兴菌业,-2.793,2.033,
300641,正丹股份,0.266,2.023,
300378,鼎捷软件,-8.126,2.02,
300065,海兰信,-6.1,2.02,
300166,东方国信,-5.31,2.02,
000019,深深宝Ａ,-3.83,2.013,
002040,南 京 港,-4.085,2.013,
300364,中文在线,-2.186,2.01,
300054,鼎龙股份,-8.558,2.007,
002314,南山控股,-2.654,2.003,
600888,新疆众和,-6.414,2.0,
600584,XD长电科,-4.446,1.997,
300183,东软载波,-8.138,1.987,
600327,大东方,-3.774,1.987,
002068,黑猫股份,-5.423,1.987,
300529,健帆生物,-4.738,1.983,
300402,宝色股份,-0.654,1.983,
002182,云海金属,-4.1,1.983,
002753,永东股份,-1.865,1.973,
300283,温州宏丰,-0.936,1.967,
002386,天原集团,-5.271,1.967,
300231,银信科技,-5.863,1.963,
300356,光一科技,-2.969,1.96,
300497,富祥股份,-1.82,1.96,
300388,国祯环保,-4.321,1.957,
300252,金信诺,-10.031,1.957,
300155,安居宝,-5.867,1.953,
002214,大立科技,-0.004,1.953,
600728,佳都科技,-2.778,1.95,
300226,上海钢联,2.507,1.947,
600727,鲁北化工,-3.366,1.943,
002432,九安医疗,-3.323,1.943,
300274,阳光电源,-5.483,1.943,
002440,闰土股份,-3.878,1.927,
002783,凯龙股份,-0.984,1.92,
300062,中能电气,-3.271,1.917,
600962,国投中鲁,-9.991,1.913,
600354,敦煌种业,-5.152,1.91,
002829,星网宇达,-4.351,1.91,
000819,岳阳兴长,-8.69,1.903,
002169,智光电气,-4.085,1.897,
601155,新城控股,-2.008,1.893,
300097,智云股份,-4.813,1.893,
300199,翰宇药业,0.766,1.893,
601019,山东出版,-3.02,1.893,
300110,华仁药业,-6.864,1.887,
002296,辉煌科技,-3.324,1.88,
300313,天山生物,-3.334,1.877,
300240,飞力达,0.619,1.877,
000905,厦门港务,4.723,1.87,
300272,开能环保,-5.58,1.87,
300211,亿通科技,-2.32,1.863,
300557,理工光科,-1.026,1.863,
300347,泰格医药,0.091,1.863,
002340,格林美,-4.984,1.863,
601949,中国出版,-4.077,1.857,
300043,星辉娱乐,-0.707,1.853,
300070,碧水源,-9.171,1.853,
601200,上海环境,-5.924,1.853,
300403,地尔汉宇,1.512,1.853,
600188,兖州煤业,-11.728,1.85,
002512,达华智能,1.687,1.847,
300109,新开源,-7.882,1.843,
002134,天津普林,-1.479,1.827,
002488,金固股份,-2.258,1.823,
002109,兴化股份,-5.571,1.82,
002727,一心堂,4.41,1.82,
002821,凯莱英,0.433,1.813,
601678,滨化股份,-5.344,1.81,
300271,华宇软件,-5.911,1.81,
002786,银宝山新,-3.125,1.807,
300429,强力新材,0.119,1.807,
600112,天成控股,-0.004,1.803,
600507,方大特钢,-8.953,1.803,
000933,神火股份,-9.711,1.8,
600573,惠泉啤酒,0.242,1.8,
600063,皖维高新,0.297,1.8,
300383,光环新网,-5.514,1.797,
002112,三变科技,-7.25,1.797,
300558,贝达药业,-1.961,1.793,
002642,荣之联,-5.721,1.787,
600581,八一钢铁,-6.327,1.787,
300036,超图软件,-4.139,1.783,
300601,康泰生物,3.605,1.783,
300083,劲胜智能,-3.445,1.783,
600898,国美通讯,-0.236,1.783,
300595,欧普康视,0.622,1.78,
600532,宏达矿业,5.305,1.78,
600766,园城黄金,-0.935,1.777,
300167,迪威迅,-4.892,1.777,
600876,洛阳玻璃,-3.183,1.777,
300250,初灵信息,-8.195,1.777,
300277,海联讯,-5.191,1.773,
600332,白云山,0.367,1.773,
000595,宝塔实业,-5.531,1.773,
300247,乐金健康,1.481,1.773,
000528,柳 工,-3.427,1.773,
600095,哈高科,-0.364,1.77,
002808,苏州恒久,1.849,1.77,
300212,易华录,-8.23,1.77,
300444,双杰电气,-1.005,1.77,
600198,*ST大唐,-11.363,1.767,
000930,中粮生化,-7.384,1.767,
002862,实丰文化,-2.304,1.767,
000503,国新健康,-4.424,1.763,
300161,华中数控,-5.111,1.76,
000401,冀东水泥,1.995,1.76,
300375,鹏翎股份,-0.13,1.76,
300035,中科电气,-6.693,1.76,
002038,双鹭药业,2.525,1.76,
002384,东山精密,-4.488,1.76,
000860,顺鑫农业,1.456,1.753,
300384,三联虹普,0.155,1.753,
600073,上海梅林,4.111,1.75,
000555,神州信息,-12.373,1.75,
600305,恒顺醋业,-0.934,1.743,
002587,奥拓电子,0.777,1.743,
300311,任子行,-0.14,1.743,
002099,海翔药业,-4.947,1.74,
600074,*ST保千,-5.385,1.737,
002612,朗姿股份,-3.875,1.733,
000628,高新发展,-1.277,1.733,
002086,东方海洋,-2.912,1.733,
601366,利群股份,2.598,1.733,
002676,顺威股份,-8.578,1.73,
002048,宁波华翔,-1.319,1.73,
300371,汇中股份,-3.495,1.723,
600358,国旅联合,1.602,1.723,
600160,巨化股份,-5.36,1.723,
300607,拓斯达,-5.114,1.72,
000836,鑫茂科技,-5.321,1.72,
002575,群兴玩具,-1.305,1.717,
002297,博云新材,-0.118,1.717,
300458,全志科技,-3.888,1.71,
002763,汇洁股份,-1.017,1.707,
601878,浙商证券,-3.222,1.707,
300304,云意电气,-0.35,1.707,
600487,亨通光电,-4.898,1.707,
600702,舍得酒业,-6.382,1.707,
002737,葵花药业,3.657,1.707,
300334,津膜科技,-3.93,1.703,
300288,朗玛信息,-3.413,1.7,
300287,飞利信,-6.013,1.7,
000816,*ST慧业,-4.697,1.7,
300052,中青宝,-5.252,1.693,
601699,潞安环能,-6.725,1.693,
300358,楚天科技,-2.687,1.69,
002061,浙江交科,-3.109,1.69,
002756,永兴特钢,7.039,1.687,
000532,华金资本,-3.659,1.687,
300009,安科生物,0.554,1.687,
002581,未名医药,-1.214,1.683,
002312,三泰控股,-7.249,1.683,
600195,中牧股份,0.672,1.683,
002258,利尔化学,-9.654,1.68,
600986,科达股份,-5.89,1.68,
600359,新农开发,-6.601,1.677,
002621,三垒股份,15.629,1.677,
300618,寒锐钴业,-6.394,1.677,
000753,漳州发展,-2.291,1.677,
600072,中船科技,-1.955,1.67,
600560,金自天正,-5.412,1.67,
000663,永安林业,-4.061,1.667,
600479,千金药业,-1.09,1.667,
002638,勤上股份,-1.683,1.667,
300367,东方网力,-4.842,1.667,
600769,祥龙电业,-5.989,1.663,
600856,中天能源,-9.588,1.663,
300470,日机密封,-4.385,1.663,
600297,广汇汽车,-4.839,1.66,
002391,长青股份,-4.167,1.653,
002626,金达威,-4.304,1.653,
300418,昆仑万维,-4.308,1.65,
002428,云南锗业,-5.067,1.647,
600653,申华控股,-3.077,1.647,
002250,联化科技,4.385,1.64,
300482,万孚生物,0.719,1.64,
600826,兰生股份,0.78,1.64,
002055,得润电子,1.1,1.637,
300203,聚光科技,-3.997,1.633,
300047,天源迪科,-4.511,1.633,
300122,智飞生物,3.098,1.633,
000520,长航凤凰,-2.747,1.633,
300021,大禹节水,-7.634,1.63,
300275,梅安森,-4.957,1.627,
002233,塔牌集团,-5.861,1.627,
002481,双塔食品,-2.086,1.623,
002636,金安国纪,-5.16,1.62,
300244,迪安诊断,-6.745,1.62,
000683,远兴能源,-4.691,1.617,
300596,利安隆,-3.953,1.613,
002121,科陆电子,-6.13,1.613,
600486,扬农化工,-6.113,1.613,
002045,国光电器,-3.545,1.613,
600289,*ST信通,-0.871,1.61,
300407,凯发电气,0.008,1.607,
002331,皖通科技,-6.288,1.607,
600691,阳煤化工,-3.685,1.607,
002424,贵州百灵,-2.416,1.607,
601127,小康股份,1.589,1.603,
002007,华兰生物,-0.7,1.6,
300387,富邦股份,-2.98,1.6,
300549,优德精密,-3.062,1.6,
300572,安车检测,3.906,1.6,
002334,英威腾,-3.681,1.6,
002590,万安科技,1.227,1.597,
002117,东港股份,2.445,1.593,
600988,赤峰黄金,0.009,1.593,
000609,中迪投资,0.885,1.593,
300227,光韵达,-4.011,1.59,
000513,丽珠集团,1.044,1.59,
000785,武汉中商,-1.327,1.587,
002666,德联集团,-5.082,1.587,
300221,银禧科技,-1.162,1.587,
300114,中航电测,3.385,1.583,
600038,中直股份,-2.514,1.583,
300468,四方精创,-4.547,1.583,
300400,劲拓股份,-6.023,1.583,
002522,浙江众成,-5.812,1.58,
300630,普利制药,9.977,1.58,
000639,西王食品,-0.741,1.58,
000010,美丽生态,-2.084,1.58,
000996,中国中期,-5.181,1.58,
000877,天山股份,-0.662,1.577,
600654,ST中安,-6.527,1.577,
300292,吴通控股,-6.772,1.573,
002148,北纬科技,-1.219,1.573,
601636,旗滨集团,-6.296,1.57,
300405,科隆股份,-1.852,1.563,
002747,埃斯顿,6.734,1.56,
002063,远光软件,-5.293,1.56,
300296,利亚德,-9.379,1.56,
002466,天齐锂业,-4.833,1.557,
600841,上柴股份,-5.619,1.553,
000659,珠海中富,-4.548,1.553,
600146,商赢环球,-1.338,1.553,
000553,沙隆达Ａ,-4.567,1.553,
000011,深物业A,-0.214,1.55,
300397,天和防务,-2.81,1.547,
002812,创新股份,-2.994,1.547,
002200,云投生态,-3.49,1.547,
300022,吉峰农机,-2.777,1.543,
600580,卧龙电气,-5.211,1.543,
002632,道明光学,-3.148,1.543,
002079,苏州固锝,-5.867,1.54,
002803,吉宏股份,1.441,1.54,
300249,依米康,-7.581,1.54,
300045,华力创通,-2.756,1.54,
300608,思特奇,-5.194,1.54,
300495,美尚生态,-3.253,1.537,
300324,旋极信息,-11.227,1.537,
002657,中科金财,-5.508,1.527,
000637,茂化实华,-3.486,1.523,
002467,二六三,-5.81,1.523,
002797,第一创业,-3.552,1.523,
002698,博实股份,4.14,1.523,
300343,联创互联,-5.541,1.52,
601689,拓普集团,-2.09,1.52,
300041,回天新材,-5.268,1.52,
300439,美康生物,-4.586,1.52,
300404,博济医药,-2.207,1.517,
300379,东方通,-5.999,1.517,
000925,众合科技,-6.153,1.517,
600511,国药股份,-1.033,1.517,
002236,大华股份,-6.258,1.517,
300136,信维通信,-7.851,1.517,
000823,超声电子,-4.077,1.513,
300263,隆华节能,-5.923,1.513,
000908,景峰医药,4.011,1.513,
600557,康缘药业,-0.081,1.513,
000155,川化股份,-3.881,1.51,
300205,天喻信息,-8.245,1.51,
300119,瑞普生物,-1.84,1.503,
300525,博思软件,-4.978,1.5,
300516,久之洋,-1.81,1.5,
000586,汇源通信,-10.552,1.5,
002433,太安堂,-1.951,1.497,
600172,黄河旋风,-1.986,1.487,
601939,建设银行,-2.534,1.483,
000786,北新建材,-7.417,1.483,
002373,千方科技,-4.305,1.47,
002719,麦趣尔,-2.351,1.47,
002775,文科园林,-3.922,1.463,
600530,交大昂立,5.19,1.46,
300131,英唐智控,-8.136,1.46,
300310,宜通世纪,-2.895,1.45,
600755,厦门国贸,-0.572,1.45,
002677,浙江美大,-5.859,1.45,
000547,航天发展,-2.262,1.447,
300349,金卡智能,-3.108,1.443,
002327,富安娜,-1.858,1.44,
002339,积成电子,-1.699,1.44,
300446,乐凯新材,-3.491,1.44,
600673,东阳光科,2.794,1.437,
002190,成飞集成,0.438,1.433,
600346,恒力股份,-4.367,1.433,
002092,中泰化学,-6.236,1.433,
600367,红星发展,-5.417,1.427,
300130,新国都,-2.288,1.423,
600833,第一医药,-0.005,1.423,
000929,兰州黄河,-0.117,1.42,
002383,合众思壮,-2.853,1.42,
300326,凯利泰,-3.361,1.417,
600363,联创光电,-4.451,1.417,
300081,恒信东方,-3.429,1.417,
600726,华电能源,3.946,1.413,
600392,盛和资源,-5.956,1.41,
002551,尚荣医疗,-0.997,1.41,
002323,雅百特,-5.934,1.407,
600735,新华锦,4.777,1.403,
300148,天舟文化,-5.577,1.4,
300430,诚益通,-6.827,1.397,
000799,酒鬼酒,0.026,1.393,
002757,南兴装备,-6.651,1.393,
600079,人福医药,1.498,1.39,
002398,建研集团,-3.072,1.39,
600267,海正药业,2.374,1.387,
002651,利君股份,-3.936,1.387,
000807,云铝股份,-5.29,1.387,
002022,科华生物,-3.172,1.387,
600981,汇鸿集团,-4.823,1.38,
002592,八菱科技,-4.059,1.373,
600055,万东医疗,0.477,1.373,
300088,长信科技,-6.2,1.373,
002390,信邦制药,-4.372,1.37,
300213,佳讯飞鸿,-5.961,1.37,
600848,上海临港,0.248,1.367,
002241,歌尔股份,-6.753,1.363,
000665,湖北广电,-0.8,1.363,
002683,宏大爆破,-5.727,1.36,
002703,浙江世宝,-0.777,1.357,
300656,民德电子,-1.001,1.353,
000413,东旭光电,-4.707,1.353,
600391,航发科技,-4.622,1.35,
300232,洲明科技,-6.94,1.35,
300386,飞天诚信,-3.869,1.347,
002124,天邦股份,1.669,1.343,
002158,汉钟精机,-2.684,1.34,
600323,瀚蓝环境,-8.336,1.34,
002833,弘亚数控,-3.12,1.337,
002069,獐子岛,-0.687,1.333,
600439,瑞贝卡,0.185,1.333,
002395,双象股份,-5.352,1.333,
002779,中坚科技,1.759,1.333,
002728,特一药业,-4.028,1.333,
600744,华银电力,2.337,1.333,
002189,利达光电,-4.811,1.333,
300346,南大光电,-6.306,1.33,
002580,圣阳股份,-1.091,1.33,
300012,华测检测,2.439,1.327,
002423,中原特钢,-9.606,1.327,
002648,卫星石化,-6.085,1.327,
002036,联创电子,-5.362,1.323,
600718,东软集团,-4.673,1.323,
000638,万方发展,0.007,1.323,
000050,深天马Ａ,-4.686,1.32,
000960,锡业股份,-4.462,1.32,
600525,长园集团,-2.776,1.32,
002667,鞍重股份,-1.874,1.32,
002387,黑牛食品,-2.499,1.32,
600196,复星医药,5.913,1.317,
002325,洪涛股份,-4.467,1.317,
000509,华塑控股,-3.862,1.313,
002302,西部建设,0.484,1.31,
600422,昆药集团,-1.03,1.31,
300149,量子高科,-3.659,1.307,
002149,西部材料,-3.547,1.307,
300200,高盟新材,-5.725,1.307,
002755,东方新星,-2.376,1.307,
002675,东诚药业,3.81,1.307,
000837,秦川机床,-5.01,1.307,
300478,杭州高新,-2.268,1.307,
601015,陕西黑猫,-6.748,1.303,
600831,XD广电网,-7.03,1.303,
600119,长江投资,-2.409,1.303,
002382,蓝帆医疗,-1.129,1.3,
600130,波导股份,-4.71,1.3,
000851,高鸿股份,-3.58,1.3,
002230,科大讯飞,-3.926,1.297,
000410,沈阳机床,-7.3,1.297,
300171,东富龙,-1.554,1.297,
600210,紫江企业,3.327,1.297,
600558,大西洋,-0.752,1.293,
600606,绿地控股,-1.246,1.293,
002614,奥佳华,-4.762,1.29,
002840,华统股份,-1.38,1.29,
300005,探路者,-4.615,1.29,
601595,上海电影,-1.962,1.29,
000729,燕京啤酒,0.109,1.287,
300182,捷成股份,-3.212,1.287,
600859,王府井,-2.841,1.287,
002343,慈文传媒,-4.955,1.287,
300034,钢研高纳,-3.301,1.287,
002136,安 纳 达,-4.659,1.287,
002402,和而泰,-6.254,1.283,
300008,天海防务,-6.049,1.283,
002731,萃华珠宝,3.782,1.28,
002317,众生药业,1.143,1.277,
002292,奥飞娱乐,-2.572,1.277,
300112,万讯自控,-7.707,1.273,
300220,金运激光,-4.163,1.273,
000725,京东方Ａ,-6.159,1.273,
000543,皖能电力,2.458,1.273,
001896,豫能控股,-1.356,1.27,
002087,新野纺织,-5.446,1.27,
000880,潍柴重机,1.262,1.267,
000407,胜利股份,-10.577,1.267,
600874,创业环保,-4.613,1.263,
000037,深南电A,-0.556,1.263,
600122,宏图高科,-0.609,1.263,
300159,新研股份,-1.882,1.263,
300099,精准信息,-2.801,1.263,
300606,金太阳,-1.417,1.26,
002851,麦格米特,-4.644,1.26,
300300,汉鼎宇佑,-3.433,1.26,
000862,银星能源,-2.755,1.26,
002231,奥维通信,-4.912,1.26,
002832,比音勒芬,-0.101,1.257,
600513,联环药业,-3.317,1.257,
002271,东方雨虹,-7.555,1.257,
600223,鲁商置业,0.274,1.257,
000070,特发信息,-5.606,1.253,
300460,惠伦晶体,1.007,1.253,
600990,四创电子,-2.627,1.253,
600261,阳光照明,-1.363,1.253,
002332,仙琚制药,3.786,1.253,
600993,马应龙,-0.893,1.25,
000818,航锦科技,-5.488,1.25,
000672,上峰水泥,-2.955,1.247,
002289,宇顺电子,1.385,1.247,
002035,华帝股份,-2.561,1.243,
002444,巨星科技,-3.424,1.243,
002644,佛慈制药,1.829,1.243,
002634,棒杰股份,-1.432,1.243,
002461,珠江啤酒,0.952,1.243,
002212,南洋股份,-2.716,1.243,
000923,河北宣工,-1.165,1.243,
600995,文山电力,-3.45,1.243,
002599,盛通股份,-2.579,1.24,
300445,康斯特,1.078,1.24,
002183,怡 亚 通,-2.785,1.237,
600971,恒源煤电,-4.906,1.233,
600719,大连热电,2.578,1.233,
002569,步森股份,-3.381,1.23,
600167,联美控股,7.23,1.23,
002867,周大生,-7.168,1.227,
000887,中鼎股份,-2.339,1.227,
300115,长盈精密,-3.841,1.227,
002246,北化股份,-0.596,1.223,
600459,贵研铂业,-3.144,1.22,
600588,用友网络,-6.574,1.217,
002071,长城影视,-0.712,1.213,
300442,普丽盛,-4.493,1.21,
000901,航天科技,-2.117,1.21,
002637,赞宇科技,0.527,1.21,
000997,新 大 陆,-6.929,1.207,
600529,山东药玻,-0.558,1.207,
600090,同济堂,-4.35,1.203,
300068,南都电源,1.81,1.203,
002279,久其软件,-4.746,1.2,
600027,华电国际,8.688,1.2,
600572,康恩贝,-0.131,1.197,
002400,省广集团,-4.782,1.197,
600259,广晟有色,-1.683,1.197,
600776,东方通信,-4.394,1.197,
000875,吉电股份,-1.796,1.193,
002567,唐人神,-3.365,1.193,
300245,天玑科技,-5.101,1.193,
000966,长源电力,2.721,1.193,
002093,国脉科技,-7.984,1.193,
000062,深圳华强,1.685,1.193,
300102,乾照光电,-5.012,1.19,
002511,中顺洁柔,0.965,1.19,
002661,克明面业,-0.86,1.19,
002425,凯撒文化,-8.692,1.187,
002560,通达股份,1.182,1.187,
002738,中矿资源,-6.066,1.187,
000756,新华制药,0.227,1.183,
000488,晨鸣纸业,-5.517,1.183,
002776,柏堡龙,1.295,1.18,
300100,双林股份,-4.064,1.177,
000948,南天信息,2.986,1.177,
600963,岳阳林纸,-4.321,1.177,
300385,雪浪环境,-5.001,1.177,
002262,恩华药业,3.22,1.173,
002167,东方锆业,-2.973,1.173,
300141,和顺电气,-6.325,1.173,
002091,江苏国泰,-1.99,1.173,
000935,四川双马,-5.626,1.173,
601811,新华文轩,-2.768,1.173,
002781,奇信股份,-3.306,1.17,
600706,曲江文旅,-4.161,1.17,
000717,韶钢松山,-6.072,1.167,
300234,开尔新材,-4.76,1.167,
002273,水晶光电,-4.387,1.167,
600980,北矿科技,-5.257,1.167,
002631,德尔未来,-3.595,1.163,
002743,富煌钢构,-1.005,1.163,
002624,完美世界,2.047,1.163,
600436,片仔癀,5.379,1.163,
000661,长春高新,2.892,1.16,
601011,宝泰隆,-5.676,1.16,
300142,沃森生物,-0.58,1.157,
000971,高升控股,-7.291,1.157,
300298,三诺生物,-1.39,1.157,
002348,高乐股份,-1.916,1.157,
600287,江苏舜天,-0.91,1.153,
600865,百大集团,-1.893,1.153,
300362,天翔环境,-1.642,1.153,
600600,青岛啤酒,-0.056,1.153,
300145,中金环境,-4.484,1.153,
002735,王子新材,0.809,1.153,
002449,国星光电,-5.592,1.153,
600512,腾达建设,-5.374,1.15,
600987,航民股份,-4.698,1.15,
000762,西藏矿业,-3.903,1.147,
600183,生益科技,-6.914,1.147,
601900,南方传媒,-2.25,1.147,
002128,露天煤业,-6.747,1.147,
000582,北部湾港,-4.295,1.143,
300363,博腾股份,-4.494,1.143,
600348,阳泉煤业,-6.973,1.143,
600480,凌云股份,-2.233,1.143,
300457,赢合科技,3.441,1.143,
002553,南方轴承,0.481,1.143,
002573,清新环境,-5.202,1.14,
002544,杰赛科技,-4.653,1.14,
300050,世纪鼎利,-5.043,1.14,
600722,金牛化工,-5.087,1.14,
002058,威 尔 泰,-2.992,1.137,
300322,硕贝德,-7.355,1.137,
600781,辅仁药业,-4.647,1.137,
300475,聚隆科技,-1.718,1.13,
002363,隆基机械,-1.253,1.13,
002215,诺 普 信,-4.126,1.127,
002338,奥普光电,-6.425,1.127,
600763,通策医疗,0.094,1.127,
600311,荣华实业,-1.195,1.123,
002535,林州重机,-2.678,1.123,
300194,福安药业,-3.124,1.12,
002074,国轩高科,-4.762,1.12,
002462,嘉事堂,-3.435,1.12,
600535,天士力,-3.712,1.12,
600731,湖南海利,-2.275,1.12,
002328,新朋股份,-1.95,1.117,
002202,金风科技,-6.052,1.113,
300456,耐威科技,-4.187,1.113,
002422,科伦药业,0.235,1.11,
600887,伊利股份,-4.579,1.11,
002643,万润股份,-3.298,1.107,
600771,广誉远,1.857,1.107,
300179,四方达,3.157,1.107,
000957,中通客车,-4.163,1.103,
300527,华舟应急,-3.216,1.103,
000423,东阿阿胶,0.703,1.1,
002713,东易日盛,-2.13,1.1,
002550,千红制药,-1.318,1.097,
300345,红宇新材,-4.353,1.097,
300152,科融环境,-5.37,1.097,
600229,城市传媒,0.218,1.097,
600720,祁连山,-2.037,1.097,
600435,北方导航,-0.855,1.097,
002078,太阳纸业,-8.231,1.093,
600603,广汇物流,-5.624,1.093,
002506,协鑫集成,2.786,1.093,
300467,迅游科技,-2.113,1.093,
002777,久远银海,-0.85,1.093,
000795,英洛华,-3.903,1.09,
300270,中威电子,0.478,1.09,
000530,大冷股份,-5.489,1.09,
002154,报 喜 鸟,2.448,1.09,
002380,科远股份,-2.547,1.09,
600527,江南高纤,-4.513,1.087,
000821,京山轻机,-1.141,1.087,
300209,天泽信息,-6.634,1.087,
000408,藏格控股,-0.545,1.087,
002410,广联达,-4.738,1.087,
600114,东睦股份,1.102,1.083,
002431,棕榈股份,-5.415,1.083,
002315,焦点科技,-4.195,1.083,
300011,鼎汉技术,-5.557,1.083,
600576,祥源文化,-3.963,1.08,
000078,海王生物,-0.505,1.08,
300319,麦捷科技,-5.256,1.08,
002741,光华科技,2.593,1.077,
000695,滨海能源,-1.531,1.073,
600062,华润双鹤,-1.324,1.073,
300299,富春股份,-2.236,1.073,
000810,创维数字,2.562,1.073,
002530,金财互联,-5.047,1.07,
600579,天华院,1.557,1.067,
300415,伊之密,-4.517,1.063,
002245,澳洋顺昌,-4.418,1.063,
002630,华西能源,1.029,1.063,
001979,招商蛇口,-2.699,1.063,
600830,香溢融通,-3.938,1.063,
600975,新五丰,1.423,1.063,
600271,航天信息,0.661,1.063,
002067,景兴纸业,-3.936,1.06,
000055,方大集团,-0.162,1.06,
600626,申达股份,0.156,1.06,
600306,商业城,-1.582,1.06,
300024,机器人,-5.101,1.057,
000617,中油资本,-3.22,1.057,
300369,绿盟科技,-4.201,1.057,
600438,通威股份,-7.179,1.053,
600703,三安光电,-4.855,1.053,
600256,广汇能源,-6.336,1.053,
002480,新筑股份,-1.792,1.053,
002438,江苏神通,1.902,1.05,
600150,*ST船舶,1.258,1.05,
300096,易联众,-3.543,1.05,
300323,华灿光电,-7.167,1.047,
300150,世纪瑞尔,-3.785,1.047,
300523,辰安科技,-4.329,1.047,
600080,金花股份,-2.308,1.047,
300230,永利股份,-2.251,1.043,
002566,益盛药业,-1.558,1.04,
600110,诺德股份,-0.684,1.04,
300463,迈克生物,-3.006,1.04,
300058,蓝色光标,-6.844,1.037,
300265,通光线缆,-0.694,1.037,
000606,神州易桥,-6.294,1.037,
000416,民生控股,-2.723,1.033,
000597,东北制药,-3.307,1.033,
300351,永贵电器,-3.839,1.033,
000534,万泽股份,6.478,1.033,
002125,湘潭电化,-3.521,1.03,
000599,青岛双星,1.623,1.03,
600601,方正科技,-1.57,1.03,
600251,冠农股份,-4.201,1.03,
600730,中国高科,-1.322,1.027,
002288,超华科技,-1.885,1.027,
000932,华菱钢铁,-5.267,1.023,
600176,中国巨石,-8.04,1.023,
002253,川大智胜,-6.156,1.023,
000059,华锦股份,-6.368,1.023,
002545,东方铁塔,-4.956,1.023,
600614,鹏起科技,-2.582,1.023,
600272,开开实业,-1.339,1.023,
300176,鸿特科技,4.505,1.02,
300040,九洲电气,-3.714,1.02,
002299,圣农发展,-4.893,1.02,
300018,中元股份,-5.247,1.017,
002370,亚太药业,-1.581,1.017,
600203,福日电子,0.4,1.013,
002745,木林森,-1.977,1.013,
300406,九强生物,-3.314,1.01,
600729,重庆百货,-0.398,1.01,
002008,大族激光,-2.62,1.01,
600291,西水股份,-5.931,1.01,
600242,中昌数据,3.73,1.007,
300569,天能重工,-2.277,1.007,
600132,重庆啤酒,0.979,1.003,
000006,深振业Ａ,-1.198,1.0,
000032,深桑达Ａ,-6.721,1.0,
600647,同达创业,4.725,1.0,
002411,必康股份,0.479,1.0,
000635,英 力 特,-5.429,0.997,
300248,新开普,-7.837,0.993,
600303,曙光股份,-4.246,0.993,
000700,模塑科技,1.524,0.993,
600872,中炬高新,-4.922,0.99,
000021,深科技,-2.573,0.99,
601258,庞大集团,-3.483,0.99,
002066,瑞泰科技,-5.857,0.987,
600288,大恒科技,-4.639,0.987,
600082,海泰发展,2.851,0.987,
300286,安科瑞,-2.697,0.987,
002697,红旗连锁,0.724,0.983,
600651,飞乐音响,-5.763,0.98,
002360,同德化工,-1.559,0.98,
300414,中光防雷,0.667,0.98,
601225,陕西煤业,-5.729,0.98,
300423,鲁亿通,-2.318,0.98,
002456,欧菲科技,-3.061,0.98,
300393,中来股份,-1.308,0.98,
300267,尔康制药,-8.58,0.977,
300282,三盛教育,1.646,0.977,
002583,海能达,-4.412,0.97,
002347,泰尔股份,-2.826,0.97,
000677,恒天海龙,-6.81,0.97,
002568,百润股份,1.904,0.97,
600366,宁波韵升,-2.063,0.97,
300178,腾邦国际,-0.531,0.97,
600197,伊力特,-1.262,0.967,
000987,越秀金控,3.568,0.967,
002613,北玻股份,-5.291,0.963,
600308,华泰股份,-4.209,0.963,
002597,金禾实业,-3.582,0.963,
300217,东方电热,-2.522,0.96,
000983,西山煤电,-7.384,0.96,
002161,远 望 谷,16.712,0.96,
600681,百川能源,1.309,0.96,
000004,国农科技,2.254,0.957,
002199,东晶电子,-13.106,0.957,
002155,湖南黄金,0.229,0.957,
002513,蓝丰生化,-3.705,0.957,
002393,力生制药,0.771,0.957,
600388,龙净环保,-3.24,0.957,
