,ts_code,symbol,name,industry,COL_LASTPRICE,COL_FLOAT_HOLDERS
446,600533.SH,600533,栖霞建设,区域地产,3.56,
447,601919.SH,601919,中远海控,水运,3.57,中国国有企业结构调整基金股份有限公司
448,000563.SZ,000563,陕国投A,多元金融,3.57,"华宝信托有限责任公司
中央汇金资产管理有限责任公司
中国农业银行股份有限公司-中证500交易型开放式指数证券投资基金
香港中央结算有限公司(陆股通)"
449,002108.SZ,002108,沧州明珠,塑料,3.58,"中央汇金资产管理有限责任公司
深圳福星资本管理有限公司-福星高照1号私募投资基金
云南国际信托有限公司-云南信托·大西部丝绸之路1号集合资金信托计划"
450,600684.SH,600684,珠江实业,全国地产,3.58,香港中央结算有限公司(陆股通)
451,002613.SZ,002613,北玻股份,专用机械,3.6,
452,601058.SH,601058,赛轮轮胎,汽车配件,3.6,"香港中央结算有限公司(陆股通)
招商银行股份有限公司-东方红睿丰灵活配置混合型证券投资基金(LOF)
全国社保基金四一二组合"
453,300337.SZ,300337,银邦股份,铝,3.6,
454,600767.SH,600767,ST运盛,医疗保健,3.6,四川蓝润资产管理有限公司
455,600261.SH,600261,阳光照明,家用电器,3.6,"香港中央结算有限公司(陆股通)
广发基金-农业银行-广发中证金融资产管理计划
中央汇金资产管理有限责任公司
嘉实基金-农业银行-嘉实中证金融资产管理计划"
456,600963.SH,600963,岳阳林纸,造纸,3.61,
457,000056.SZ,000056,皇庭国际,房产服务,3.62,中铁宝盈资产-浦发银行-中铁宝盈-宝鑫77号特定客户资产管理计划
458,300091.SZ,300091,金通灵,机械基件,3.63,"上海滚石投资管理有限公司-滚石3号运能能源股权投资基金
鹏华资产-浦发银行-上海爱建信托-爱建信托-浦发金通定增2号集合资金信托计划"
459,603117.SH,603117,万林物流,仓储物流,3.63,红土创新基金-银河证券-深圳市创新投资集团有限公司
460,002087.SZ,002087,新野纺织,纺织,3.63,
461,600282.SH,600282,南钢股份,普钢,3.64,"香港中央结算有限公司(陆股通)
基本养老保险基金一零零三组合
财通基金-广发证券-四川三新创业投资有限责任公司"
462,600939.SH,600939,重庆建工,建筑工程,3.64,"中国华融资产管理股份有限公司
重庆鑫根股权投资基金管理中心(有限合伙)
重庆市江北嘴中央商务区投资集团有限公司
中国农业银行股份有限公司-中证500交易型开放式指数证券投资基金
上海浦东发展银行股份有限公司-景顺长城中证500行业中性低波动指数型证券投资基金"
463,600052.SH,600052,浙江广厦,影视音像,3.64,
464,600313.SH,600313,农发种业,种植业,3.64,现代种业发展基金有限公司
465,002249.SZ,002249,大洋电机,电气设备,3.65,中山金控资产管理有限公司-中山市民营上市公司发展专项基金有限责任公司
466,000633.SZ,000633,合金投资,综合类,3.65,华润深国投信托有限公司-华润信托·泽乾一号集合资金信托计划
467,601101.SH,601101,昊华能源,煤炭开采,3.65,"中央汇金资产管理有限责任公司
中国银行股份有限公司-招商中证煤炭等权指数分级证券投资基金
海通证券股份有限公司-中融中证煤炭指数分级证券投资基金"
468,601339.SH,601339,百隆东方,纺织,3.65,香港中央结算有限公司(陆股通)
469,600020.SH,600020,中原高速,路桥,3.65,"香港中央结算有限公司(陆股通)
中信银行股份有限公司-建信中证500指数增强型证券投资基金"
470,002490.SZ,002490,山东墨龙,化工机械,3.66,"中央汇金资产管理有限责任公司
深圳前海经纬融和资产管理有限公司-融和2期私募证券投资基金
香港中央结算有限公司(陆股通)"
471,000520.SZ,000520,长航凤凰,水运,3.66,山西黄河股权投资管理有限公司-山西太行兴企并购投资分级私募基金
472,002517.SZ,002517,恺英网络,互联网,3.66,"深圳市华泰瑞麟一号股权投资基金合伙企业(有限合伙)
深圳市华泰瑞麟一号股权投资基金合伙企业(有限合伙)"
473,000755.SZ,000755,山西路桥,公路,3.66,珠海中投知本汇资产管理有限公司-珠海中投知本汇1号股票精选基金
474,600091.SH,600091,ST明科,化工原料,3.67,
475,600212.SH,600212,*ST江泉,综合类,3.67,
476,600279.SH,600279,重庆港九,港口,3.69,
477,600257.SH,600257,大湖股份,渔业,3.7,
478,300375.SZ,300375,鹏翎股份,汽车配件,3.7,渤海国际信托股份有限公司-渤海信托·恒利丰221号集合资金信托计划
479,600237.SH,600237,铜峰电子,元器件,3.7,
480,600477.SH,600477,杭萧钢构,钢加工,3.72,
481,002700.SZ,002700,ST浩源,供气供热,3.74,中央汇金资产管理有限责任公司
482,600146.SH,600146,商赢环球,服饰,3.75,
483,002435.SZ,002435,长江健康,化学制药,3.76,"华安资产管理(香港)有限公司-客户资金专户1号(交易所)
西藏信托有限公司-西藏信托-莱沃50号集合资金信托计划"
484,000927.SZ,000927,*ST夏利,汽车整车,3.76,
485,300350.SZ,300350,华鹏飞,仓储物流,3.77,"珠海安赐互联捌号股权投资基金企业(有限合伙)
珠海安赐互联柒号股权投资基金企业(有限合伙)"
486,300094.SZ,300094,国联水产,渔业,3.77,"广东省农业供给侧结构性改革基金管理有限公司-广东省农业供给侧结构性改革基金合伙企业(有限合伙)
中国华融资产管理股份有限公司
中国对外经济贸易信托有限公司-外贸信托-汇沣8号结构化证券投资集合资金信托计划"
487,000150.SZ,000150,宜华健康,医疗保健,3.77,广发证券资管-浦发银行-广发原驰·宜华健康1号集合资产管理计划
488,300278.SZ,300278,华昌达,专用机械,3.78,"陕西省国际信托股份有限公司-陕国投·永利33号证券投资集合资金信托计划
厦门国际信托有限公司-厦门信托-汇金1615号集合资金信托"
489,000966.SZ,000966,长源电力,火力发电,3.78,"中国农业银行股份有限公司-景顺长城沪深300指数增强型证券投资基金
全国社保基金四一二组合
中国农业银行股份有限公司-富国中证500指数增强型证券投资基金(LOF)
基本养老保险基金九零二组合
中国农业银行股份有限公司-景顺长城沪深300指数增强型证券投资基金
全国社保基金四一二组合
中国农业银行股份有限公司-富国中证500指数增强型证券投资基金(LOF)
基本养老保险基金九零二组合
全国社保基金四一二组合
中国农业银行股份有限公司-景顺长城沪深300指数增强型证券投资基金
中国工商银行股份有限公司-富国沪深300增强证券投资基金
中国农业银行股份有限公司-富国中证500指数增强型证券投资基金(LOF)"
490,000900.SZ,000900,现代投资,路桥,3.78,"中央汇金资产管理有限责任公司
嘉实基金-农业银行-嘉实中证金融资产管理计划
广发基金-农业银行-广发中证金融资产管理计划
银华基金-农业银行-银华中证金融资产管理计划
南方基金-农业银行-南方中证金融资产管理计划
易方达基金-农业银行-易方达中证金融资产管理计划"
491,000046.SZ,000046,泛海控股,多元金融,3.78,"德邦创新资本-渤海银行-中融国际信托有限公司
建信基金-兴业银行-华鑫信托-华鑫信托·慧智投资52号结构化集合资金信托计划
香港中央结算有限公司(陆股通)"
492,000862.SZ,000862,银星能源,新型电力,3.78,中信银行股份有限公司-九泰锐益定增灵活配置混合型证券投资基金
493,603993.SH,603993,洛阳钼业,小金属,3.79,"中国建设银行股份有限公司-博时主题行业混合型证券投资基金(LOF)
建信基金-工商银行-陕西省国际信托-陕国投·金玉6号定向投资集合资金信托计划
中国国有企业结构调整基金股份有限公司
民生加银基金-宁波银行-嘉兴民琉投资合伙企业(有限合伙)
香港中央结算有限公司(陆股通)
全国社保基金一零八组合"
494,002721.SZ,002721,金一文化,服饰,3.79,"泰达宏利基金-平安银行-泰达宏利价值成长定向增发699号资产管理计划
北京海鑫资产管理有限公司
云南国际信托有限公司-云信智兴2017-2057号单一资金信托"
495,000622.SZ,000622,恒立实业,汽车配件,3.79,"中国长城资产管理股份有限公司
深圳金清华股权投资基金有限公司"
496,002188.SZ,002188,ST巴士,广告包装,3.79,
497,000606.SZ,000606,顺利办,互联网,3.79,浙江自贸区顺利办资产管理合伙企业(有限合伙)
498,002011.SZ,002011,盾安环境,工程机械,3.8,"北京领瑞投资管理有限公司-领瑞投资定增102号基金
中央汇金资产管理有限责任公司"
499,601226.SH,601226,华电重工,专用机械,3.8,中央汇金资产管理有限责任公司
500,600724.SH,600724,宁波富达,水泥,3.8,
501,603227.SH,603227,雪峰科技,化工原料,3.8,
502,601666.SH,601666,平煤股份,煤炭开采,3.8,"中国工商银行股份有限公司-广发多策略灵活配置混合型证券投资基金
中央汇金资产管理有限责任公司
香港中央结算有限公司(陆股通)
中国工商银行-广发聚富开放式证券投资基金"
503,600403.SH,600403,大有能源,煤炭开采,3.81,"中国信达资产管理股份有限公司
中国华融资产管理股份有限公司
中央汇金资产管理有限公司"
504,601818.SH,601818,光大银行,银行,3.81,"中央汇金投资有限责任公司
香港中央结算有限公司(陆股通)
中央汇金资产管理有限责任公司"
505,600502.SH,600502,安徽建工,建筑工程,3.81,"交通银行股份有限公司-广发中证基建工程指数型发起式证券投资基金
中国银行股份有限公司-信诚中证基建工程指数型证券投资基金(LOF)
香港中央结算有限公司(陆股通)"
506,600716.SH,600716,凤凰股份,区域地产,3.81,建信基金-工商银行-上海国鑫投资发展有限公司
507,300129.SZ,300129,泰胜风能,电气设备,3.82,"中央汇金资产管理有限责任公司
广发证券股份有限公司-中庚小盘价值股票型证券投资基金"
508,000060.SZ,000060,中金岭南,铅锌,3.82,"中信保诚基金-浦发银行-云南国际信托-云信智兴2017-510号单一资金信托
中央汇金资产管理有限责任公司
香港中央结算有限公司(陆股通)
中国农业银行股份有限公司-中证500交易型开放式指数证券投资基金"
509,600959.SH,600959,江苏有线,影视音像,3.82,江苏紫金文化产业二期创业投资基金(有限合伙)
510,002002.SZ,002002,鸿达兴业,化工原料,3.83,"安徽中安资本管理有限公司-中安鼎汇定增私募投资基金
华融证券-招商证券-华融股票宝19号集合资产管理计划
中国农业银行股份有限公司-中证500交易型开放式指数证券投资基金"
511,300444.SZ,300444,双杰电气,电气设备,3.84,
512,600611.SH,600611,大众交通,公共交通,3.84,"香港中央结算有限公司(陆股通)
中央汇金资产管理有限责任公司
香港中央结算有限公司(陆股通)
中央汇金资产管理有限责任公司
香港中央结算有限公司(陆股通)
中央汇金资产管理有限责任公司"
513,000679.SZ,000679,*ST友谊,百货,3.84,
514,300084.SZ,300084,海默科技,石油开采,3.84,
515,600333.SH,600333,长春燃气,供气供热,3.84,
516,000757.SZ,000757,浩物股份,汽车配件,3.84,"宁夏宁金基金管理有限公司-宁金丰和月满私募证券投资基金
宁夏宁金基金管理有限公司-宁金华盈6号私募证券投资基金
宁夏宁金基金管理有限公司-宁金丰和日利私募证券投资基金
中国建设银行股份有限公司-华夏中证四川国企改革交易型开放式指数证券投资基金
北方国际信托股份有限公司-易富证券投资单一资金信托计划
北方国际信托股份有限公司-汇富证券投资单一资金信托计划
北方国际信托股份有限公司-旭富证券投资单一资金信托计划"
517,000548.SZ,000548,湖南投资,路桥,3.85,
518,002377.SZ,002377,国创高新,房产服务,3.85,
519,600365.SH,600365,通葡股份,红黄酒,3.85,
520,300304.SZ,300304,云意电气,汽车配件,3.85,中央汇金资产管理有限责任公司
521,600310.SH,600310,桂东电力,水力发电,3.86,"香港中央结算有限公司(陆股通)
香港中央结算有限公司(陆股通)"
522,300198.SZ,300198,纳川股份,塑料,3.87,"北京三峡鑫泰投资基金管理有限公司-北京睿汇海纳科技产业基金(有限合伙)
北京天象道通资产管理有限公司-天象13号私募证券投资基金"
523,300032.SZ,300032,金龙机电,元器件,3.89,"前海开源基金-广发银行-方正东亚信托有限责任公司
中国长城资产管理股份有限公司
兴全基金-兴业银行-兴全-可交换私募债56期分级特定多客户资产管理计划"
524,601898.SH,601898,中煤能源,煤炭开采,3.89,"中央汇金资产管理有限责任公司
香港中央结算有限公司(陆股通)
中国银行股份有限公司-富国中证国企一带一路交易型开放式指数证券投资基金"
525,000514.SZ,000514,渝开发,区域地产,3.89,中央汇金资产管理有限责任公司
526,002936.SZ,002936,郑州银行,银行,3.89,
527,000908.SZ,000908,景峰医药,化学制药,3.89,"中国长城资产管理股份有限公司
华菱津杉(天津)产业投资管理有限公司-华菱津杉-融创未来资产管理计划
平江县国有资产管理局"
528,603389.SH,603389,*ST亚振,家居用品,3.89,泰康资管-中国银行-泰康资产管理有限责任公司量化增强资产管理产品
529,002245.SZ,002245,澳洋顺昌,仓储物流,3.9,华润深国投信托有限公司-华润信托·昀沣9号集合资金信托计划
530,300201.SZ,300201,海伦哲,专用机械,3.9,云南国际信托有限公司-云南信托海伦哲2号员工持股集合资金信托计划
531,601199.SH,601199,江南水务,水务,3.9,
532,300027.SZ,300027,华谊兄弟,影视音像,3.9,"陕西省国际信托股份有限公司-陕国投·金元宝55号证券投资集合资金信托计划
中国农业银行股份有限公司-中证500交易型开放式指数证券投资基金
西藏信托有限公司-西藏信托-盛景28号单一资金信托"
533,300048.SZ,300048,合康新能,电气设备,3.91,
534,002807.SZ,002807,江阴银行,银行,3.91,
535,603766.SH,603766,隆鑫通用,摩托车,3.91,"上海高毅资产管理合伙企业(有限合伙)-高毅邻山1号远望基金
香港中央结算有限公司(陆股通)
中国农业银行股份有限公司-中证500交易型开放式指数证券投资基金"
536,002170.SZ,002170,芭田股份,农药化肥,3.91,广东西域投资管理有限公司-西域诚长稳赢壹号私募基金
537,000010.SZ,000010,*ST美丽,建筑工程,3.91,"上海衍金投资管理有限公司-衍金共生2号私募证券投资基金
深圳市德远投资有限公司-德远梧桐山9号私募基金"
538,600617.SH,600617,国新能源,供气供热,3.92,中央汇金资产管理有限责任公司
539,600281.SH,600281,太化股份,综合类,3.92,
540,600854.SH,600854,春兰股份,家用电器,3.92,
541,601908.SH,601908,京运通,新型电力,3.93,"上海甄投资产管理有限公司-甄投创鑫28号私募证券投资基金
安徽省铁路发展基金股份有限公司
安徽中安资本投资基金有限公司
中央汇金资产管理有限责任公司"
542,000716.SZ,000716,黑芝麻,食品,3.94,
543,000932.SZ,000932,华菱钢铁,普钢,3.94,"华菱集团-华泰联合-华菱EB担保及信托财产专户
华菱集团-华泰联合证券-华菱EB担保及信托财产专户
香港中央结算有限公司(陆股通)
全国社保基金四零三组合
全国社保基金四一二组合
中国农业银行股份有限公司-中证500交易型开放式指数证券投资基金"
544,002420.SZ,002420,*ST毅昌,塑料,3.94,
545,600495.SH,600495,晋西车轴,运输设备,3.94,
546,600936.SH,600936,广西广电,影视音像,3.94,
547,601916.SH,601916,浙商银行,银行,3.94,
548,600705.SH,600705,中航资本,多元金融,3.95,"香港中央结算有限公司(陆股通)
中央汇金资产管理有限责任公司"
549,002628.SZ,002628,成都路桥,建筑工程,3.95,中央汇金资产管理有限责任公司
550,600130.SH,600130,波导股份,通信设备,3.95,"中国工商银行股份有限公司-国泰中证全指通信设备交易型开放式指数证券投资基金
重庆国际信托股份有限公司-鸿睿一号集合资金信托计划"
551,600683.SH,600683,京投发展,区域地产,3.96,泰康资产管理有限责任公司-泰康资产-积极配置投资产品
552,601068.SH,601068,中铝国际,建筑工程,3.96,"香港中央结算有限公司(陆股通)
中国农业银行股份有限公司-中证500交易型开放式指数证券投资基金
领航投资澳洲有限公司-领航新兴市场股指基金(交易所)"
553,000717.SZ,000717,韶钢松山,普钢,3.97,"中国农业银行股份有限公司-中证500交易型开放式指数证券投资基金
香港中央结算有限公司(陆股通)
招商银行股份有限公司-博时中证央企创新驱动交易型开放式指数证券投资基金
中国银行股份有限公司-嘉实中证央企创新驱动交易型开放式指数证券投资基金"
554,002486.SZ,002486,嘉麟杰,服饰,3.97,
555,600531.SH,600531,豫光金铅,铅锌,3.98,"中国黄金集团资产管理有限公司
香港中央结算有限公司(陆股通)
中信银行股份有限公司-九泰锐益定增灵活配置混合型证券投资基金
中国建设银行股份有限公司-长城量化小盘股票型证券投资基金
北京大观投资管理有限公司-大观良兴号私募投资基金"
556,600039.SH,600039,四川路桥,建筑工程,3.98,"博时基金-农业银行-博时中证金融资产管理计划
易方达基金-农业银行-易方达中证金融资产管理计划
大成基金-农业银行-大成中证金融资产管理计划
嘉实基金-农业银行-嘉实中证金融资产管理计划
广发基金-农业银行-广发中证金融资产管理计划
中欧基金-农业银行-中欧中证金融资产管理计划
华夏基金-农业银行-华夏中证金融资产管理计划
银华基金-农业银行-银华中证金融资产管理计划
南方基金-农业银行-南方中证金融资产管理计划
工银瑞信基金-农业银行-工银瑞信中证金融资产管理计划
红土创新基金-招商证券-安徽中安资本管理有限公司-中安鼎汇定增私募投资基金
中央汇金资产管理有限责任公司
安徽省中安金融资产管理股份有限公司
光大保德信基金-宁波银行-上海诚鼎新扬子投资合伙企业(有限合伙)
华泰资管-广州农商行-华泰资产定增全周期资产管理产品"
557,002392.SZ,002392,北京利尔,其他建材,3.99,
558,000863.SZ,000863,三湘印象,区域地产,4.0,"兴业全球基金-上海银行-兴全定增111号特定多客户资产管理计划
钜洲资产管理(上海)有限公司
汇添富基金-上海银行-易昕
兴业全球基金-上海银行-兴全定增111号特定多客户资产管理计划
钜洲资产管理(上海)有限公司
汇添富基金-上海银行-易昕"
559,002546.SZ,002546,新联电子,电气设备,4.0,"全国社保基金四一三组合
中国农业银行股份有限公司-工银瑞信战略转型主题股票型证券投资基金"
560,300159.SZ,300159,新研股份,航空,4.0,华澳国际信托有限公司-华澳·臻智28号证券投资集合资金信托计划
561,300164.SZ,300164,通源石油,石油开采,4.0,"国泰君安创新投资有限公司-证券行业支持民企发展系列之国君君彤西安高新私募股权投资基金
陕西省民营经济高质量发展纾困基金合伙企业(有限合伙)
国民信托有限公司-国民信托·金润35号单一资金信托
国民信托有限公司-国民信托·金润36号单一资金信托
国泰君安创新投资有限公司-证券行业支持民企发展系列之国君君彤西安高新私募股权投资基金
陕西省民营经济高质量发展纾困基金合伙企业(有限合伙)
国民信托有限公司-国民信托·金润35号单一资金信托
国民信托有限公司-国民信托·金润36号单一资金信托"
562,000928.SZ,000928,中钢国际,建筑工程,4.0,"中钢资产管理有限责任公司
红土创新基金-银河证券-深圳市创新投资集团有限公司
中航证券-宁波银行-中航祥瑞集合资产管理计划
香港中央结算有限公司(陆股通)
交通银行股份有限公司-广发中证基建工程指数型发起式证券投资基金"
563,000663.SZ,000663,*ST永林,林业,4.0,
564,002564.SZ,002564,天沃科技,建筑工程,4.01,"浙商金汇信托股份有限公司-浙金·瑞雪一号集合资金信托计划
北信瑞丰基金-招商银行-北信瑞丰基金绿色能源1号资产管理计划
鹏华资产-浦发银行-鹏华资产方圆5号资产管理计划
中国对外经济贸易信托有限公司-外贸信托-汇沣8号结构化证券投资集合资金信托计划
陕西省国际信托股份有限公司-陕国投·易泓30号证券投资集合资金信托计划
交通银行股份有限公司-广发中证基建工程指数型发起式证券投资基金"
565,601860.SH,601860,紫金银行,银行,4.01,
566,600622.SH,600622,光大嘉宝,区域地产,4.01,"香港中央结算有限公司(陆股通)
中国农业银行股份有限公司-中邮核心优选混合型证券投资基金"
567,600028.SH,600028,中国石化,石油加工,4.01,"香港中央结算有限公司(陆股通)
中央汇金资产管理有限责任公司
汇添富基金管理股份有限公司-社保基金1103组合"
568,002421.SZ,002421,达实智能,软件服务,4.02,深圳市投控资本有限公司-深圳投控共赢股权投资基金合伙企业(有限合伙)
569,002701.SZ,002701,奥瑞金,广告包装,4.02,"中泰证券资管-招商银行-证券行业支持民企发展系列之中泰资管5号集合资产管理计划
香港中央结算有限公司(陆股通)
中央汇金资产管理有限责任公司
中国农业银行股份有限公司-中证500交易型开放式指数证券投资基金"
570,600869.SH,600869,智慧能源,电气设备,4.02,"上海通怡投资管理有限公司-通怡海川2号私募证券投资基金
上海通怡投资管理有限公司-通怡海川5号私募证券投资基金
中国农业银行股份有限公司-中证500交易型开放式指数证券投资基金"
571,601001.SH,601001,大同煤业,煤炭开采,4.04,"中央汇金资产管理有限责任公司
香港中央结算有限公司(陆股通)
中国农业银行股份有限公司-中证500交易型开放式指数证券投资基金
海通证券股份有限公司-中融中证煤炭指数分级证券投资基金
中国银行股份有限公司-招商中证煤炭等权指数分级证券投资基金"
572,000752.SZ,000752,*ST西发,啤酒,4.04,
573,000543.SZ,000543,皖能电力,火力发电,4.04,"全国社保基金一零三组合
全国社保基金四一二组合
中央汇金资产管理有限责任公司
中国农业银行股份有限公司-中证500交易型开放式指数证券投资基金
香港中央结算有限公司(陆股通)"
574,600973.SH,600973,宝胜股份,电气设备,4.05,香港中央结算有限公司(陆股通)
575,601989.SH,601989,中国重工,船舶,4.05,"中央汇金资产管理有限责任公司
香港中央结算有限公司(陆股通)
中国华融资产管理股份有限公司
中国建设银行股份有限公司-富国中证军工指数分级证券投资基金
工银瑞信基金-农业银行-工银瑞信中证金融资产管理计划"
576,002073.SZ,002073,软控股份,软件服务,4.05,"中央汇金资产管理有限责任公司
红土创新基金-银河证券-深圳市创新投资集团有限公司
南方基金-农业银行-南方中证金融资产管理计划
中欧基金-农业银行-中欧中证金融资产管理计划
博时基金-农业银行-博时中证金融资产管理计划
大成基金-农业银行-大成中证金融资产管理计划
嘉实基金-农业银行-嘉实中证金融资产管理计划"
577,000589.SZ,000589,贵州轮胎,汽车配件,4.06,深圳抱朴容易资产管理有限公司-抱朴容易7号私募证券投资基金
578,300344.SZ,300344,太空智造,软件服务,4.06,"广东粤财信托有限公司-粤财信托·腾鑫1号证券投资集合资金信托计划
上海云门投资管理有限公司-云门智造1号私募证券投资基金
中央汇金资产管理有限责任公司"
579,600448.SH,600448,华纺股份,纺织,4.06,"中诚资本管理(北京)有限公司-中诚资本润华私募股权投资基金
国信国投基金管理(北京)有限公司-北京华宇瑞泰股权投资合伙企业(有限合伙)"
580,000797.SZ,000797,中国武夷,全国地产,4.06,"华润深国投信托有限公司-华润信托·昀沣9号集合资金信托计划
中国对外经济贸易信托有限公司-淡水泉精选1期
平安信托有限责任公司-投资精英之淡水泉"
581,600425.SH,600425,青松建化,水泥,4.07,"大成基金-农业银行-大成中证金融资产管理计划
嘉实基金-农业银行-嘉实中证金融资产管理计划
广发基金-农业银行-广发中证金融资产管理计划
中央汇金资产管理有限责任公司"
582,000516.SZ,000516,国际医学,医疗保健,4.08,"广东粤财信托有限公司-粤财信托·粤中3号集合资金信托计划
泰达宏利基金-民生银行-泰达宏利价值成长定向增发170号资产管理计划"
583,300105.SZ,300105,龙源技术,电器仪表,4.08,"广东稳健投资基金管理有限公司
中央汇金资产管理有限责任公司"
584,300110.SZ,300110,华仁药业,化学制药,4.08,"鹏华资产-浦发银行-鹏华资产方圆5号资产管理计划
鹏华资产-浦发银行-鹏华资产方圆6号资产管理计划"
585,601011.SH,601011,宝泰隆,焦炭加工,4.08,创金合信基金-包商银行-中建投信托-中建投信托·鹏华定增1号集合资金信托计划
586,300228.SZ,300228,富瑞特装,化工机械,4.08,广东粤财信托有限公司-粤财信托·粤中3号集合资金信托计划
587,002442.SZ,002442,龙星化工,化工原料,4.09,"渤海国际信托股份有限公司-冀兴三号单一资金信托
鹏华资产-浦发银行-鹏华资产金润25号资产管理计划
中央汇金资产管理有限责任公司
中铁宝盈资产-浦发银行-中铁宝盈-宝鑫77号特定客户资产管理计划"
588,603126.SH,603126,中材节能,环境保护,4.09,
589,002682.SZ,002682,龙洲股份,公路,4.09,中央汇金资产管理有限责任公司
590,000637.SZ,000637,茂化实华,石油加工,4.09,"中央汇金资产管理有限责任公司
领航投资澳洲有限公司-领航新兴市场股指基金(交易所)"
591,002266.SZ,002266,浙富控股,电气设备,4.09,"中央汇金资产管理有限责任公司
西藏信托有限公司-西藏信托-智昂6号集合资金信托计划
中国农业银行股份有限公司-中证500交易型开放式指数证券投资基金"
592,300005.SZ,300005,探路者,服饰,4.1,
593,300189.SZ,300189,神农科技,种植业,4.11,湖南省财信产业基金管理有限公司
594,300262.SZ,300262,巴安水务,环境保护,4.11,"安徽省铁路发展基金股份有限公司
华宝信托有限责任公司-华宝信托-巴安水务员工持股一期集合资金信托计划"
595,300043.SZ,300043,星辉娱乐,文教休闲,4.11,"香港中央结算有限公司(陆股通)
易方达基金-工商银行-易方达基金臻选2号资产管理计划
中央汇金资产管理有限责任公司
基本养老保险基金九零三组合
中国工商银行股份有限公司-南方大数据100指数证券投资基金"
596,300297.SZ,300297,蓝盾股份,软件服务,4.12,"香港中央结算有限公司(陆股通)
中国农业银行股份有限公司-中证500交易型开放式指数证券投资基金"
597,600006.SH,600006,东风汽车,汽车整车,4.12,"中央汇金资产管理有限责任公司
中国农业银行股份有限公司-中证500交易型开放式指数证券投资基金
招商银行股份有限公司-博时中证央企结构调整交易型开放式指数证券投资基金
招商银行股份有限公司-博时中证央企创新驱动交易型开放式指数证券投资基金
中国银行股份有限公司-嘉实中证央企创新驱动交易型开放式指数证券投资基金
中国农业银行股份有限公司-华夏中证央企结构调整交易型开放式指数证券投资基金"
598,002333.SZ,002333,ST罗普,铝,4.12,
599,600821.SH,600821,*ST劝业,百货,4.12,"津联(天津)资产管理有限公司
长江证券资管-天津市万博咨询有限公司-长江资管万博红日1号单一资产管理计划"
600,600499.SH,600499,科达洁能,专用机械,4.12,"广州市玄元投资管理有限公司-玄元元丰1号私募证券投资基金
中国农业银行股份有限公司-中证500交易型开放式指数证券投资基金"
601,600719.SH,600719,大连热电,供气供热,4.13,
602,600156.SH,600156,华升股份,纺织,4.13,上海天倚道投资管理有限公司-天倚道-幻方星辰3号私募基金
603,300283.SZ,300283,温州宏丰,电气设备,4.13,中央汇金资产管理有限责任公司
604,600327.SH,600327,大东方,汽车服务,4.13,"上海国际集团资产管理有限公司
全国社保基金五零三组合
香港中央结算有限公司(陆股通)"
605,600675.SH,600675,中华企业,区域地产,4.14,"上海谐意资产管理有限公司
中国工商银行股份有限公司-中证上海国企交易型开放式指数证券投资基金
香港中央结算有限公司(陆股通)"
606,601985.SH,601985,中国核电,新型电力,4.14,"香港中央结算有限公司(陆股通)
招商银行股份有限公司-博时中证央企创新驱动交易型开放式指数证券投资基金
招商银行股份有限公司-博时中证央企结构调整交易型开放式指数证券投资基金
博时基金-农业银行-博时中证金融资产管理计划
易方达基金-农业银行-易方达中证金融资产管理计划
中国农业银行股份有限公司-华夏中证央企结构调整交易型开放式指数证券投资基金"
607,000409.SZ,000409,ST地矿,综合类,4.15,"北京志开投资管理有限公司-志开汇融2号私募证券投资基金
东海基金-工商银行-东海基金-鑫龙96号资产管理计划"
608,002177.SZ,002177,御银股份,IT设备,4.15,中央汇金资产管理有限责任公司
609,300022.SZ,300022,吉峰科技,农用机械,4.15,成都力鼎银科股权投资基金中心(有限合伙)
610,601899.SH,601899,紫金矿业,黄金,4.16,"中非发展基金有限公司
香港中央结算有限公司(陆股通)
兴业银行股份有限公司-兴全趋势投资混合型证券投资基金
上海高毅资产管理合伙企业(有限合伙)-高毅晓峰2号致信基金
中信信托有限责任公司-中信信托锐进43期高毅晓峰投资集合资金信托计划
兴业银行股份有限公司-兴全新视野灵活配置定期开放混合型发起式证券投资基金"
611,600503.SH,600503,华丽家族,区域地产,4.16,
612,300267.SZ,300267,尔康制药,化学制药,4.16,
613,600576.SH,600576,祥源文化,影视音像,4.16,
614,300072.SZ,300072,三聚环保,环境保护,4.16,"香港中央结算有限公司(陆股通)
中国工商银行股份有限公司-易方达创业板交易型开放式指数证券投资基金
中国对外经济贸易信托有限公司-昀沣证券投资集合资金信托计划"
615,000510.SZ,000510,新金路,化工原料,4.17,华创证券-证券行业支持民企发展系列之华创证券1号FOF单一资产管理计划-华创证券有限责任公司支持民企发展
616,002378.SZ,002378,章源钨业,小金属,4.17,"香港中央结算有限公司(陆股通)
香港中央结算有限公司(陆股通)"
617,600657.SH,600657,信达地产,全国地产,4.17,"中央汇金资产管理有限责任公司
香港中央结算有限公司(陆股通)
中国农业银行股份有限公司-中证500交易型开放式指数证券投资基金"
618,000912.SZ,000912,泸天化,农药化肥,4.18,
619,000837.SZ,000837,*ST秦机,机床制造,4.18,"中国华融资产管理股份有限公司
中国长城资产管理股份有限公司"
620,002321.SZ,002321,华英农业,农业综合,4.18,
621,002131.SZ,002131,利欧股份,互联网,4.18,"香港中央结算公司
中国农业银行-中证500交易型开放式指数证券投资基金
香港中央结算有限公司(陆股通)"
