code,name,outstanding,p_change_range0,p_change_range1,normalizing_std1,stop_mark
002400,省广集团,16.57,-7.35,7.016,0.052,
600378,天科股份,2.97,-5.43,7.005,0.043,
002190,成飞集成,3.45,-3.32,7.003,0.044,
002238,天威视讯,6.17,-4.63,6.999,0.037,
002776,柏堡龙,2.06,-2.39,6.996,0.03,
002144,宏达高科,1.41,-3.69,6.987,0.038,
600215,长春经开,4.65,-3.42,6.972,0.033,
000863,三湘印象,9.17,-4.54,6.964,0.037,
600773,西藏城投,7.29,-7.15,6.952,0.057,
002349,精华制药,7.63,-0.31,6.946,0.027,
000530,大冷股份,5.98,-5.56,6.938,0.054,
600109,国金证券,30.24,-6.77,6.936,0.056,
002324,普利特,2.35,-0.2,6.918,0.031,
600503,华丽家族,16.02,-6.56,6.91,0.053,
600265,ST景谷,1.3,-0.98,6.891,0.034,
002782,可立克,1.06,-6.4,6.882,0.058,
600979,广安爱众,7.18,-3.11,6.876,0.037,
600712,南宁百货,5.38,-4.11,6.865,0.04,
000803,金宇车城,1.28,-3.37,6.863,0.044,
002389,南洋科技,6.77,-3.65,6.846,0.024,
600597,光明乳业,12.24,-3.71,6.805,0.029,
600162,香江控股,29.74,-4.74,6.774,0.055,
000543,皖能电力,17.9,-2.86,6.774,0.04,
002438,江苏神通,3.71,-4.09,6.743,0.037,
002311,海大集团,15.44,-0.09,6.734,0.029,
002614,奥佳华,3.22,-2.81,6.729,0.032,
000667,美好置业,25.4,-2.05,6.703,0.045,
600506,香梨股份,1.48,-3.73,6.68,0.056,
600418,江淮汽车,18.93,-5.53,6.679,0.035,
002403,爱仕达,2.93,-4.22,6.675,0.062,
002881,美格智能,0.45,-4.46,6.667,0.051,
600218,全柴动力,3.69,-3.29,6.618,0.039,
600105,永鼎股份,12.38,-5.57,6.614,0.04,
002810,山东赫达,0.61,-4.37,6.61,0.038,
600069,银鸽投资,16.24,-3.87,6.607,0.037,
002630,华西能源,9.7,-7.36,6.58,0.044,
600576,祥源文化,4.8,-6.95,6.574,0.046,
002167,东方锆业,5.86,-5.17,6.565,0.057,
002015,霞客环保,4.01,-6.72,6.531,0.053,
600318,新力金融,4.84,3.68,6.517,0.036,
002351,漫步者,2.99,-5.92,6.511,0.043,
600872,中炬高新,7.97,-0.53,6.51,0.039,
002598,山东章鼓,2.7,-5.12,6.494,0.03,
600654,ST中安,7.55,-4.89,6.471,0.046,
000597,东北制药,4.73,-4.15,6.465,0.029,
000600,建投能源,10.9,-4.97,6.459,0.058,
601222,林洋能源,17.49,-3.24,6.45,0.028,
002089,新 海 宜,9.8,-9.87,6.438,0.078,
002721,金一文化,5.45,-7.65,6.433,0.066,
000716,黑芝麻,5.81,-5.69,6.418,0.051,
002602,世纪华通,12.77,-0.5,6.415,0.183,
600006,东风汽车,20.0,-4.76,6.414,0.033,
000587,金洲慈航,12.13,-8.74,6.412,0.06,
600637,东方明珠,34.15,-4.31,6.399,0.038,
000756,新华制药,3.99,-4.37,6.375,0.03,
600894,广日股份,8.6,-3.63,6.367,0.052,
002728,特一药业,1.19,-3.06,6.366,0.035,
600336,澳柯玛,7.32,-7.12,6.346,0.056,
000839,中信国安,39.19,-5.64,6.346,0.046,
600055,万东医疗,4.85,-3.5,6.334,0.046,
600601,方正科技,21.95,-4.29,6.328,0.037,
600416,湘电股份,8.81,-6.05,6.315,0.061,
002576,通达动力,1.45,-5.61,6.304,0.044,
600371,万向德农,2.25,-4.52,6.293,0.044,
600220,江苏阳光,17.83,-3.51,6.29,0.049,
000739,普洛药业,11.47,-1.31,6.274,0.021,
002581,未名医药,4.01,-7.41,6.273,0.039,
002650,加加食品,9.47,-4.24,6.27,0.048,
600785,新华百货,2.26,-3.56,6.255,0.027,
000531,穗恒运Ａ,6.85,-2.11,6.25,0.04,
600679,上海凤凰,1.91,-8.86,6.236,0.044,
600571,信雅达,4.31,-7.36,6.224,0.046,
002560,通达股份,2.71,-2.65,6.219,0.034,
600664,哈药股份,24.93,-4.33,6.21,0.049,
002429,兆驰股份,39.73,-5.5,6.195,0.044,
000055,方大集团,6.78,-4.02,6.181,0.045,
600836,界龙实业,6.63,-5.05,6.177,0.052,
600662,强生控股,10.53,-5.31,6.168,0.05,
600302,标准股份,3.46,-1.54,6.163,0.035,
000753,漳州发展,8.84,-6.09,6.154,0.059,
600729,重庆百货,4.06,-1.45,6.153,0.045,
000663,永安林业,2.23,-4.27,6.153,0.04,
000957,中通客车,5.93,-6.89,6.146,0.044,
002500,山西证券,28.29,-3.75,6.139,0.054,
000818,航锦科技,6.7,-2.61,6.128,0.042,
000997,新 大 陆,10.04,-3.19,6.09,0.051,
600665,天地源,8.64,-4.4,6.07,0.034,
600091,ST明科,3.37,-4.71,6.069,0.042,
600556,ST慧球,3.95,-4.88,6.045,0.052,
000411,英特集团,2.07,-6.32,6.035,0.032,
002568,百润股份,4.59,-5.96,6.031,0.044,
600592,龙溪股份,4.0,-3.75,6.015,0.046,
600193,*ST创兴,4.25,-5.05,5.959,0.035,
600255,梦舟股份,17.7,-6.22,5.943,0.059,
002569,步森股份,1.4,-9.92,5.91,0.073,
000155,川能动力,9.37,-2.71,5.904,0.033,
600076,康欣新材,10.34,-2.7,5.9,0.033,
002245,澳洋顺昌,9.14,-7.5,5.867,0.055,
600633,浙数文化,12.9,-4.35,5.856,0.039,
002707,众信旅游,5.1,-5.36,5.817,0.053,
600380,健康元,19.37,-3.43,5.809,0.029,
600529,山东药玻,3.6,-2.7,5.803,0.03,
600113,浙江东日,3.19,-4.07,5.802,0.046,
000027,深圳能源,39.64,-2.15,5.799,0.037,
000524,岭南控股,2.72,-3.62,5.798,0.052,
002777,久远银海,0.6,-2.19,5.793,0.039,
002901,大博医疗,0.4,-2.23,5.767,0.034,
600537,亿晶光电,11.76,-3.6,5.748,0.031,
601567,三星医疗,14.18,-2.87,5.736,0.039,
002671,龙泉股份,3.38,-4.92,5.727,0.038,
600008,首创股份,48.21,-3.31,5.708,0.047,
002347,泰尔股份,3.19,-4.63,5.691,0.04,
601566,九牧王,5.75,-3.1,5.665,0.025,
002420,毅昌股份,3.92,-8.53,5.659,0.05,
002612,朗姿股份,2.03,0.0,5.647,0.034,
600292,远达环保,7.81,-3.01,5.6,0.035,
002331,皖通科技,2.95,-5.25,5.575,0.034,
000502,绿景控股,1.83,-3.16,5.555,0.046,
002731,萃华珠宝,1.29,-3.09,5.535,0.025,
000514,渝 开 发,8.44,-1.72,5.533,0.039,
601155,新城控股,7.19,-1.91,5.531,0.037,
002111,威海广泰,3.27,-3.18,5.525,0.029,
002168,深圳惠程,7.84,-7.32,5.507,0.053,
601339,百隆东方,15.0,-6.43,5.502,0.039,
002286,保龄宝,3.29,-4.65,5.47,0.035,
002441,众业达,3.93,-8.66,5.462,0.041,
002694,顾地科技,4.99,-5.79,5.45,0.04,
000969,安泰科技,9.05,-4.16,5.433,0.043,
600769,祥龙电业,3.75,-4.68,5.417,0.05,
601200,上海环境,6.72,-4.55,5.412,0.051,
000919,金陵药业,5.03,-4.72,5.41,0.031,
000586,汇源通信,1.93,-2.96,5.406,0.059,
600213,亚星客车,2.2,-7.17,5.378,0.051,
002030,达安基因,7.64,-3.31,5.371,0.03,
002321,华英农业,4.23,-0.17,5.364,0.027,
600734,实达集团,3.55,-7.28,5.359,0.049,
600815,厦工股份,9.59,-3.47,5.349,0.044,
002363,隆基机械,3.86,-6.02,5.335,0.045,
002522,浙江众成,8.48,-6.88,5.33,0.057,
000560,我爱我家,11.3,1.02,5.328,0.032,
002298,中电兴发,5.19,-1.25,5.312,0.029,
000521,长虹美菱,8.03,-5.66,5.311,0.044,
600739,辽宁成大,15.3,-1.65,5.297,0.036,
002840,华统股份,1.47,-4.45,5.29,0.036,
601010,文峰股份,18.48,-0.99,5.281,0.038,
002920,德赛西威,1.0,-4.25,5.219,0.051,
600135,乐凯胶片,3.73,-5.62,5.201,0.044,
600243,青海华鼎,2.37,-8.39,5.186,0.065,
000737,*ST南风,5.49,-5.0,5.177,0.023,
002714,牧原股份,10.74,-0.78,5.167,0.026,
600322,天房发展,11.06,-1.45,5.162,0.028,
002740,爱迪尔,1.64,-4.33,5.148,0.048,
600310,桂东电力,8.28,-4.44,5.146,0.053,
600382,广东明珠,3.42,-3.48,5.134,0.035,
000564,供销大集,18.89,-5.9,5.124,0.047,
600511,国药股份,2.78,-1.42,5.112,0.035,
002724,海洋王,3.32,-7.47,5.111,0.048,
000953,ST河化,2.94,-4.62,5.104,0.037,
600178,东安动力,4.62,-4.61,5.096,0.037,
002418,康盛股份,10.04,-7.71,5.087,0.048,
000005,世纪星源,9.51,-5.23,5.085,0.044,
600365,通葡股份,4.0,-5.05,5.076,0.045,
000809,铁岭新城,8.25,-5.32,5.072,0.055,
000955,欣龙控股,5.38,-7.45,5.068,0.068,
000987,越秀金控,5.38,-3.14,5.066,0.053,
002154,报 喜 鸟,11.04,-3.69,5.048,0.035,
000601,韶能股份,10.8,-3.65,5.047,0.031,
002303,美盈森,15.31,-2.53,5.044,0.034,
000928,中钢国际,7.43,-5.39,5.024,0.06,
600284,浦东建设,9.7,-4.74,5.015,0.037,
000949,新乡化纤,12.2,-4.54,5.009,0.039,
002467,二六三,6.46,-4.9,4.993,0.036,
600110,诺德股份,11.5,-8.84,4.98,0.06,
600146,商赢环球,2.0,-8.8,4.965,0.051,
600510,黑牡丹,7.96,-2.16,4.958,0.038,
000423,东阿阿胶,6.54,-2.16,4.952,0.028,
002007,华兰生物,8.03,-1.51,4.948,0.026,
600159,大龙地产,8.3,-5.58,4.947,0.048,
002608,江苏国信,5.39,-5.08,4.929,0.054,
002918,蒙娜丽莎,0.59,-4.24,4.923,0.043,
002381,双箭股份,2.32,-2.79,4.921,0.025,
002464,众应互联,2.83,-6.07,4.919,0.057,
002501,利源精制,10.01,-7.57,4.917,0.047,
600791,京能置业,4.52,-6.76,4.903,0.054,
600137,浪莎股份,0.97,-5.12,4.896,0.045,
000536,华映科技,20.03,-8.55,4.895,0.064,
000985,大庆华科,1.3,-6.88,4.884,0.048,
002375,亚厦股份,12.52,-5.79,4.879,0.04,
600960,渤海汽车,6.8,-2.71,4.877,0.034,
600570,恒生电子,6.18,-4.81,4.875,0.054,
000700,模塑科技,6.97,-5.0,4.857,0.043,
600847,万里股份,1.53,-2.05,4.846,0.034,
000551,创元科技,4.0,-4.91,4.842,0.045,
000422,*ST宜化,8.98,-3.4,4.821,0.032,
600099,林海股份,2.19,-5.37,4.812,0.045,
600051,宁波联合,3.11,-4.85,4.805,0.035,
600495,晋西车轴,12.08,-1.08,4.769,0.029,
002175,东方网络,5.24,-7.83,4.74,0.044,
600184,光电股份,4.19,-4.87,4.714,0.037,
600420,现代制药,5.75,-2.78,4.693,0.028,
002282,博深工具,1.93,-4.88,4.684,0.049,
600889,南京化纤,3.07,-6.48,4.677,0.038,
600641,万业企业,8.06,-5.0,4.638,0.039,
000506,中润资源,9.29,-3.2,4.622,0.033,
600977,中国电影,5.65,-4.03,4.615,0.026,
600748,上实发展,14.08,-4.02,4.61,0.044,
600090,同济堂,7.03,-2.65,4.604,0.037,
000004,国农科技,0.83,-4.35,4.599,0.026,
002666,德联集团,4.43,-7.88,4.597,0.068,
000702,正虹科技,2.67,-5.69,4.59,0.038,
002106,莱宝高科,7.04,-3.73,4.577,0.039,
600616,金枫酒业,5.15,-5.61,4.559,0.037,
000637,茂化实华,3.66,-7.16,4.548,0.063,
000728,国元证券,29.46,-3.44,4.538,0.053,
002196,方正电机,3.12,-5.62,4.533,0.045,
002163,中航三鑫,8.03,-4.14,4.52,0.034,
600077,宋都股份,13.4,-3.46,4.501,0.037,
000567,海德股份,1.5,-5.71,4.497,0.054,
600319,亚星化学,3.16,-7.34,4.489,0.043,
600695,绿庭投资,3.66,-9.81,4.484,0.06,
002063,远光软件,7.56,-5.37,4.476,0.031,
000820,神雾节能,2.88,-6.47,4.476,0.045,
600962,国投中鲁,2.54,-6.19,4.473,0.05,
002559,亚威股份,3.07,-3.98,4.47,0.039,
000902,新洋丰,11.73,-3.7,4.462,0.027,
002158,汉钟精机,5.29,-4.33,4.461,0.049,
600667,太极实业,11.91,0.69,4.452,0.023,
600060,海信电器,13.08,-2.23,4.451,0.043,
601616,广电电气,9.36,-3.52,4.445,0.032,
600565,迪马股份,23.69,-3.08,4.438,0.035,
000558,莱茵体育,12.88,-2.87,4.428,0.041,
600126,杭钢股份,12.05,-3.3,4.423,0.031,
600611,大众交通,15.63,-3.37,4.407,0.035,
000585,*ST东电,6.09,-4.91,4.406,0.038,
002119,康强电子,2.83,-3.73,4.364,0.026,
002491,通鼎互联,11.76,-8.35,4.357,0.043,
000952,广济药业,2.52,-5.75,4.35,0.03,
002100,天康生物,9.63,-4.02,4.348,0.036,
600533,栖霞建设,10.5,-6.02,4.345,0.059,
000990,诚志股份,3.88,-1.66,4.34,0.032,
002705,新宝股份,4.59,-3.23,4.34,0.035,
002595,豪迈科技,5.28,0.06,4.33,0.016,
002317,众生药业,7.79,-2.19,4.33,0.034,
002096,南岭民爆,3.71,-5.31,4.317,0.032,
000861,海印股份,20.2,-1.85,4.31,0.03,
600054,黄山旅游,5.13,-1.77,4.306,0.019,
600875,东方电气,19.97,-2.02,4.303,0.024,
000584,哈工智能,6.11,-5.46,4.303,0.049,
600644,乐山电力,5.38,-4.54,4.295,0.036,
600749,*ST藏旅,1.89,-5.0,4.293,0.029,
002487,大金重工,5.4,-5.44,4.281,0.033,
600361,华联综超,6.66,-4.69,4.277,0.034,
600869,智慧能源,21.78,-1.07,4.266,0.019,
600707,彩虹股份,12.88,-2.52,4.261,0.035,
600723,首商股份,6.58,-2.07,4.261,0.022,
002284,亚太股份,6.86,-4.92,4.251,0.039,
000606,顺利办,5.46,-9.94,4.248,0.048,
000900,现代投资,15.17,-5.01,4.244,0.035,
600704,物产中大,43.07,-3.72,4.232,0.036,
600738,兰州民百,4.21,-2.95,4.231,0.026,
600653,申华控股,17.46,-4.81,4.223,0.037,
600650,锦江投资,3.91,-4.16,4.218,0.039,
600873,梅花生物,30.74,-2.1,4.214,0.029,
000965,天保基建,11.1,-1.87,4.211,0.026,
000908,景峰医药,7.0,-3.26,4.206,0.051,
002593,日上集团,4.66,-5.56,4.203,0.036,
601369,陕鼓动力,16.39,-3.28,4.2,0.025,
002681,奋达科技,11.05,-4.35,4.193,0.04,
600388,龙净环保,10.69,-3.94,4.176,0.051,
600657,信达地产,15.24,-3.38,4.164,0.032,
002050,三花智控,18.61,-3.27,4.163,0.029,
600189,吉林森工,4.26,-4.07,4.151,0.029,
000752,西藏发展,2.64,-4.66,4.144,0.024,
600735,新华锦,3.76,-9.55,4.14,0.06,
600033,福建高速,27.44,-3.21,4.138,0.03,
002034,旺能环境,1.43,-5.99,4.125,0.076,
002350,北京科锐,4.83,-3.22,4.123,0.043,
002766,索菱股份,2.49,-1.75,4.122,0.041,
600939,重庆建工,4.1,-0.59,4.12,0.03,
600896,*ST海投,5.77,-4.93,4.102,0.04,
600835,上海机电,8.07,-1.77,4.1,0.027,
600241,时代万恒,2.26,-6.72,4.093,0.038,
002884,凌霄泵业,0.69,-3.02,4.093,0.038,
600668,尖峰集团,3.44,-4.57,4.091,0.027,
002424,贵州百灵,7.28,-3.99,4.09,0.039,
600685,中船防务,8.21,-5.21,4.077,0.033,
000715,中兴商业,2.79,-6.99,4.075,0.039,
000665,湖北广电,6.36,-5.03,4.074,0.034,
600467,好当家,14.61,-4.46,4.045,0.03,
000713,丰乐种业,2.99,-6.5,4.042,0.039,
002414,高德红外,4.76,-4.68,4.037,0.033,
600158,中体产业,6.57,-5.49,4.029,0.041,
000686,东北证券,23.4,-3.86,4.029,0.052,
600882,广泽股份,4.03,-2.68,4.022,0.019,
000705,浙江震元,2.82,-1.22,4.021,0.022,
002743,富煌钢构,3.32,-3.7,4.008,0.05,
600333,长春燃气,5.3,-5.72,3.991,0.023,
600270,外运发展,9.05,0.18,3.988,0.019,
600978,宜华生活,14.83,-5.96,3.981,0.039,
000156,华数传媒,12.8,-6.4,3.975,0.054,
002047,宝鹰股份,12.58,-1.51,3.973,0.021,
002613,北玻股份,6.3,-4.32,3.969,0.038,
002667,鞍重股份,1.64,-7.36,3.964,0.032,
600798,宁波海运,10.31,-3.64,3.955,0.04,
002101,广东鸿图,4.26,-3.67,3.955,0.03,
000722,湖南发展,4.64,-8.37,3.922,0.051,
601216,君正集团,84.38,-4.59,3.917,0.03,
600573,惠泉啤酒,2.5,-6.71,3.902,0.032,
600523,贵航股份,4.04,-3.09,3.893,0.036,
002684,猛狮科技,3.9,-8.25,3.873,0.055,
600822,上海物贸,3.96,2.25,3.852,0.032,
002017,东信和平,3.45,-5.02,3.842,0.038,
000589,黔轮胎Ａ,7.75,-4.34,3.82,0.031,
600266,北京城建,15.67,-4.33,3.814,0.031,
002797,第一创业,19.18,-4.06,3.807,0.055,
601515,东风股份,11.12,-4.54,3.804,0.029,
002207,ST准油,2.37,-5.02,3.794,0.028,
600370,三房巷,7.97,-5.82,3.783,0.04,
600405,动力源,5.53,-6.18,3.783,0.041,
000544,中原环保,5.22,-3.89,3.781,0.037,
600271,航天信息,18.47,-1.44,3.776,0.037,
002162,悦心健康,8.54,-6.77,3.775,0.035,
600775,南京熊猫,6.72,-5.77,3.773,0.04,
000429,粤高速Ａ,4.69,-2.11,3.76,0.016,
600561,江西长运,2.37,-6.1,3.731,0.032,
600744,华银电力,8.28,-5.74,3.721,0.047,
000408,藏格控股,4.47,-2.95,3.702,0.028,
002878,元隆雅图,0.37,-2.82,3.693,0.027,
002339,积成电子,3.3,-3.58,3.686,0.028,
002253,川大智胜,2.07,-5.31,3.681,0.053,
600750,江中药业,4.2,-1.85,3.674,0.018,
600279,重庆港九,6.93,0.48,3.673,0.023,
600787,中储股份,18.6,-3.23,3.664,0.035,
600203,福日电子,3.6,-5.99,3.651,0.035,
002151,北斗星通,2.73,-4.61,3.645,0.04,
002652,扬子新材,5.1,-9.94,3.644,0.054,
002133,广宇集团,6.35,-4.87,3.641,0.042,
600853,龙建股份,5.37,-3.63,3.632,0.027,
600052,浙江广厦,8.72,-8.46,3.625,0.035,
600360,华微电子,7.38,-4.04,3.621,0.036,
600613,神奇制药,4.79,-4.89,3.621,0.029,
601162,天风证券,5.18,-7.6,3.617,0.061,
000903,云内动力,17.58,-5.17,3.604,0.029,
600834,申通地铁,4.77,-4.17,3.602,0.029,
600249,两面针,5.5,-4.74,3.594,0.04,
000037,深南电A,3.39,-5.19,3.579,0.037,
600521,华海药业,12.36,-4.63,3.567,0.03,
600652,游久游戏,8.33,-7.27,3.542,0.064,
002087,新野纺织,8.16,-4.04,3.529,0.038,
002699,美盛文化,7.91,-9.97,3.522,0.058,
002883,中设股份,0.31,-2.27,3.52,0.053,
002578,闽发铝业,5.63,-2.49,3.515,0.023,
002285,世联行,20.1,-4.01,3.495,0.041,
000150,宜华健康,5.76,-1.83,3.492,0.061,
002461,珠江啤酒,13.6,-4.09,3.49,0.025,
600488,天药股份,9.69,-2.76,3.48,0.027,
001696,宗申动力,8.91,-1.95,3.479,0.028,
000021,深科技,14.69,-4.2,3.479,0.04,
002536,西泵股份,3.14,-3.62,3.466,0.028,
000430,张家界,3.32,-5.1,3.447,0.04,
000980,众泰汽车,12.46,-6.42,3.446,0.042,
600698,湖南天雁,7.37,-6.21,3.427,0.051,
000972,ST中基,7.71,-4.89,3.426,0.032,
000402,金 融 街,29.88,-3.62,3.425,0.028,
002541,鸿路钢构,3.71,-3.72,3.42,0.029,
600078,澄星股份,6.63,-3.18,3.387,0.037,
002322,理工环科,3.61,-5.18,3.367,0.032,
600628,新世界,5.32,-3.69,3.364,0.028,
002383,合众思壮,4.86,-3.35,3.358,0.024,
000886,海南高速,9.68,-2.91,3.348,0.031,
002470,金正大,27.26,-3.29,3.348,0.026,
002469,三维工程,4.63,-5.41,3.344,0.034,
002452,长高集团,4.01,-10.04,3.343,0.042,
002184,海得控制,1.36,-7.76,3.339,0.042,
600605,汇通能源,1.47,-4.89,3.319,0.038,
000819,岳阳兴长,2.71,-3.02,3.316,0.027,
600708,光明地产,22.25,-4.53,3.285,0.036,
002201,九鼎新材,2.29,-4.32,3.27,0.036,
002811,亚泰国际,0.45,-4.29,3.265,0.048,
002816,和科达,0.57,-3.74,3.258,0.033,
002757,南兴装备,0.97,-1.15,3.248,0.023,
002360,同德化工,2.97,-3.55,3.246,0.032,
600776,东方通信,9.56,-5.11,3.237,0.039,
600466,蓝光发展,29.73,-3.04,3.232,0.026,
600755,厦门国贸,18.16,-4.51,3.232,0.033,
002159,三特索道,1.39,-1.3,3.231,0.029,
002524,光正集团,5.01,-5.52,3.227,0.044,
000899,赣能股份,6.47,-4.57,3.197,0.044,
000157,中联重科,62.26,-3.78,3.189,0.032,
000032,深桑达Ａ,2.79,-5.43,3.167,0.052,
600645,中源协和,3.84,-3.71,3.161,0.032,
002146,荣盛发展,38.94,-3.63,3.147,0.039,
002471,中超控股,12.57,-4.85,3.147,0.04,
000732,泰禾集团,12.43,-4.37,3.138,0.043,
000570,苏常柴Ａ,4.11,-5.49,3.117,0.037,
600865,百大集团,3.76,-2.77,3.117,0.028,
000420,吉林化纤,16.63,-4.35,3.112,0.042,
600070,浙江富润,4.02,-6.79,3.109,0.066,
000545,金浦钛业,9.59,-4.69,3.101,0.033,
002059,云南旅游,7.31,-2.92,3.099,0.039,
600812,华北制药,16.31,-3.75,3.093,0.024,
002344,海宁皮城,12.71,-4.87,3.083,0.036,
000404,长虹华意,6.93,-4.74,3.079,0.031,
000788,北大医药,5.96,-5.32,3.072,0.033,
600300,维维股份,16.72,-4.72,3.053,0.04,
000810,创维数字,9.7,-6.04,3.053,0.028,
600269,赣粤高速,23.35,-2.62,3.047,0.025,
002473,*ST圣莱,1.6,-5.04,3.042,0.04,
000026,飞亚达Ａ,3.57,-4.35,3.034,0.033,
000882,华联股份,24.82,-7.0,3.028,0.041,
002214,大立科技,3.57,-4.89,3.026,0.034,
600883,博闻科技,2.36,-8.26,3.014,0.04,
600548,深高速,14.33,-1.56,3.012,0.022,
600239,云南城投,16.06,-4.99,3.01,0.024,
000718,苏宁环球,22.89,-4.62,3.0,0.027,
600539,*ST狮头,2.3,-4.96,2.992,0.034,
002189,利达光电,1.97,-5.9,2.989,0.043,
000720,*ST新能,8.63,-4.95,2.967,0.035,
002542,中化岩土,8.07,-4.23,2.962,0.059,
002127,南极电商,14.82,-2.92,2.954,0.04,
000962,东方钽业,4.41,-2.92,2.95,0.034,
600778,*ST友好,3.11,-4.38,2.947,0.027,
002647,仁东控股,5.6,-1.47,2.931,0.019,
600379,宝光股份,2.36,-5.23,2.919,0.031,
600343,航天动力,6.38,-4.93,2.913,0.033,
600710,苏美达,6.4,-2.98,2.902,0.023,
600615,丰华股份,1.88,-3.13,2.901,0.029,
002540,亚太科技,8.95,-1.71,2.901,0.026,
002732,燕塘乳业,1.56,-5.06,2.894,0.046,
002053,云南能投,3.72,-3.37,2.884,0.022,
002620,瑞和股份,3.04,-5.54,2.854,0.035,
002090,金智科技,2.31,1.73,2.847,0.015,
002309,中利集团,4.69,-1.31,2.845,0.014,
002402,和而泰,7.19,-5.36,2.835,0.037,
600587,新华医疗,4.03,-1.7,2.81,0.023,
600088,中视传媒,3.98,-7.79,2.808,0.042,
600182,S佳通,1.7,-4.97,2.801,0.02,
002829,星网宇达,0.61,-8.57,2.791,0.036,
002032,苏 泊 尔,5.44,-0.91,2.79,0.015,
601555,东吴证券,28.91,-3.31,2.773,0.043,
600127,金健米业,6.42,-5.62,2.754,0.035,
600373,中文传媒,13.78,-5.23,2.748,0.038,
002633,申科股份,1.49,-5.88,2.742,0.05,
000017,深中华A,3.03,-6.41,2.729,0.05,
002333,罗普斯金,4.85,-5.06,2.728,0.043,
600335,国机汽车,10.3,-5.43,2.723,0.045,
002372,伟星新材,11.72,-1.37,2.715,0.037,
600359,新农开发,3.82,-5.19,2.691,0.033,
600323,瀚蓝环境,7.66,-3.1,2.68,0.022,
000925,众合科技,4.57,-6.57,2.677,0.039,
002748,世龙实业,2.4,-6.85,2.674,0.035,
600589,广东榕泰,6.62,-4.29,2.669,0.039,
002166,莱茵生物,3.54,-4.89,2.654,0.024,
600387,海越能源,3.86,-9.95,2.637,0.042,
000572,海马汽车,16.42,-7.91,2.636,0.044,
600353,旭光股份,5.44,-5.95,2.634,0.033,
600866,星湖科技,6.45,-8.64,2.631,0.032,
000838,财信发展,6.32,-6.55,2.616,0.045,
002028,思源电气,5.8,3.75,2.614,0.031,
002889,东方嘉盛,0.37,-6.55,2.613,0.049,
002318,久立特材,8.21,-2.76,2.585,0.022,
001896,豫能控股,9.3,-5.64,2.582,0.036,
600106,重庆路桥,10.98,-2.76,2.575,0.024,
000513,丽珠集团,4.59,-4.0,2.572,0.025,
600797,浙大网新,9.41,-6.1,2.565,0.043,
000616,海航投资,14.3,-9.71,2.556,0.044,
600830,香溢融通,4.54,-3.69,2.556,0.036,
000062,深圳华强,7.06,-4.62,2.546,0.036,
002289,宇顺电子,2.59,-6.42,2.541,0.048,
000906,浙商中拓,6.61,-3.68,2.541,0.034,
600114,东睦股份,6.34,-2.83,2.538,0.023,
000539,粤电力Ａ,25.54,-4.48,2.53,0.033,
002356,赫美集团,4.8,-8.14,2.517,0.061,
002638,勤上股份,9.79,-8.68,2.516,0.052,
000006,深振业Ａ,13.48,-5.04,2.511,0.043,
000657,中钨高新,4.54,-7.62,2.51,0.049,
000785,武汉中商,2.51,-5.56,2.502,0.028,
002040,南 京 港,3.07,-3.41,2.502,0.025,
601588,北辰实业,26.6,-6.21,2.496,0.038,
002588,史丹利,7.3,-3.76,2.491,0.032,
600805,悦达投资,8.5,-4.24,2.488,0.023,
002533,金杯电工,5.18,-3.84,2.486,0.028,
002334,英威腾,5.78,-6.75,2.483,0.052,
600717,天津港,16.75,-0.27,2.472,0.022,
600278,东方创业,5.22,1.43,2.469,0.051,
002621,三垒股份,2.71,-0.06,2.468,0.031,
002887,绿茵生态,0.51,-4.69,2.453,0.04,
002640,跨境通,10.13,-8.74,2.451,0.039,
002498,汉缆股份,33.26,-5.43,2.451,0.035,
000151,中成股份,2.67,-5.04,2.451,0.043,
600048,保利地产,117.7,-1.66,2.446,0.034,
600706,曲江文旅,1.78,-5.92,2.437,0.035,
002537,海联金汇,12.08,-0.75,2.421,0.018,
002409,雅克科技,1.83,-6.12,2.413,0.04,
002610,爱康科技,42.23,-3.37,2.388,0.038,
002642,荣之联,5.16,-6.05,2.376,0.04,
600814,杭州解百,7.15,-5.13,2.375,0.03,
002107,沃华医药,3.49,-7.86,2.365,0.047,
000153,丰原药业,3.12,-5.85,2.363,0.03,
600513,联环药业,2.85,-4.68,2.363,0.024,
002379,宏创控股,9.26,-4.1,2.361,0.035,
002788,鹭燕医药,1.06,-4.12,2.353,0.031,
002516,旷达科技,9.43,-7.03,2.351,0.042,
002016,世荣兆业,6.87,-2.05,2.35,0.031,
600112,天成控股,5.09,-5.75,2.349,0.034,
000671,阳 光 城,32.41,-3.54,2.342,0.029,
000989,九 芝 堂,4.2,-5.03,2.34,0.047,
000929,兰州黄河,1.86,-8.35,2.334,0.059,
002715,登云股份,0.83,-6.37,2.329,0.044,
600975,新五丰,6.53,-4.08,2.316,0.022,
002791,坚朗五金,0.8,-4.67,2.314,0.032,
002763,汇洁股份,1.82,-5.01,2.309,0.039,
002566,益盛药业,2.26,-4.47,2.299,0.028,
600400,红豆股份,24.96,-5.41,2.293,0.046,
002615,哈尔斯,2.3,-4.13,2.293,0.025,
600988,赤峰黄金,14.26,-4.52,2.292,0.03,
601086,国芳集团,1.66,-4.49,2.285,0.026,
600192,长城电工,4.42,-5.67,2.282,0.034,
000045,深纺织Ａ,4.57,-4.41,2.279,0.038,
