,ts_code,symbol,name,industry,COL_LASTPRICE,COL_FLOAT_HOLDERS
285,000631.SZ,000631,顺发恒业,区域地产,2.96,"中国民生银行股份有限公司-华商领先企业混合型证券投资基金
中央汇金资产管理有限责任公司
中国建设银行股份有限公司-华商未来主题混合型证券投资基金
中国建设银行股份有限公司-华商双驱优选灵活配置混合型证券投资基金
香港中央结算有限公司(陆股通)
中国建设银行股份有限公司-华商未来主题混合型证券投资基金
中央汇金资产管理有限责任公司
中国民生银行股份有限公司-华商领先企业混合型证券投资基金"
286,601619.SH,601619,嘉泽新能,新型电力,2.96,"香港中央结算有限公司(陆股通)
中国银行股份有限公司-广发中证环保产业交易型开放式指数证券投资基金
领航投资澳洲有限公司-领航新兴市场股指基金(交易所)"
287,600582.SH,600582,天地科技,工程机械,2.96,"香港中央结算有限公司(陆股通)
招商银行股份有限公司-博时中证央企创新驱动交易型开放式指数证券投资基金
中国银行股份有限公司-嘉实中证央企创新驱动交易型开放式指数证券投资基金
中国农业银行股份有限公司-中证500交易型开放式指数证券投资基金
招商银行股份有限公司-睿远均衡价值三年持有期混合型证券投资基金"
288,600839.SH,600839,四川长虹,家用电器,2.98,"中国建设银行股份有限公司-华夏中证四川国企改革交易型开放式指数证券投资基金
中央汇金资产管理有限责任公司
中国农业银行股份有限公司-中证500交易型开放式指数证券投资基金
博时基金-农业银行-博时中证金融资产管理计划
易方达基金-农业银行-易方达中证金融资产管理计划
大成基金-农业银行-大成中证金融资产管理计划
嘉实基金-农业银行-嘉实中证金融资产管理计划
广发基金-农业银行-广发中证金融资产管理计划
中欧基金-农业银行-中欧中证金融资产管理计划
华夏基金-农业银行-华夏中证金融资产管理计划
银华基金-农业银行-银华中证金融资产管理计划
南方基金-农业银行-南方中证金融资产管理计划
工银瑞信基金-农业银行-工银瑞信中证金融资产管理计划"
289,002109.SZ,002109,兴化股份,化工原料,2.98,
290,002060.SZ,002060,粤水电,建筑工程,2.98,领航投资澳洲有限公司-领航新兴市场股指基金(交易所)
291,600578.SH,600578,京能电力,火力发电,2.99,"中央汇金资产管理有限责任公司
哈尔滨市道里区慈善基金会
中央汇金资产管理有限责任公司
哈尔滨市道里区慈善基金会
中央汇金资产管理有限责任公司
哈尔滨市道里区慈善基金会"
292,600355.SH,600355,精伦电子,元器件,2.99,
293,000521.SZ,000521,长虹美菱,家用电器,2.99,"财通基金-宁波银行-海通兴泰(安徽)新兴产业投资基金(有限合伙)
中国建设银行股份有限公司-华夏中证四川国企改革交易型开放式指数证券投资基金
华泰证券股份有限公司-中庚价值领航混合型证券投资基金"
294,600035.SH,600035,楚天高速,路桥,3.0,
295,000620.SZ,000620,新华联,全国地产,3.0,"香港中央结算有限公司(陆股通)
中央汇金资产管理有限责任公司"
296,002431.SZ,002431,棕榈股份,建筑工程,3.01,中央汇金资产管理有限责任公司
297,003816.SZ,003816,中国广核,新型电力,3.01,
298,600677.SH,600677,*ST航通,通信设备,3.01,
299,002162.SZ,002162,悦心健康,医疗保健,3.02,中央汇金资产管理有限责任公司
300,600208.SH,600208,新湖中宝,全国地产,3.03,"华澳国际信托有限公司-华澳·臻智56号-新湖中宝员工持股计划集合资金信托计划
香港中央结算有限公司(陆股通)"
301,600090.SH,600090,同济堂,医药商业,3.03,"北京东方国润投资基金管理中心(有限合伙)
北京京粮鑫牛润瀛股权投资基金(有限合伙)
广州汇垠健康产业投资基金企业(有限合伙)"
302,300317.SZ,300317,珈伟新能,半导体,3.04,香港中央结算有限公司(陆股通)
303,600190.SH,600190,锦州港,港口,3.04,辽宁联合资产管理有限公司
304,600300.SH,600300,维维股份,软饮料,3.04,中央汇金资产管理有限责任公司
305,600008.SH,600008,首创股份,环境保护,3.05,"汇祥(天津)资产管理有限公司-汇祥资产鼎盛2号私募投资基金
财通基金-农业银行-财通基金-玉泉878号资产管理计划
建投拓安(安徽)股权投资管理有限公司-中德制造业(安徽)投资基金(有限合伙)
汇安基金-民生银行-汇安基金-汇盈7号资产管理计划
泰达宏利基金-民生银行-泰达宏利价值成长定向增发780号资产管理计划
华安财保资管-工商银行-华安财保资管稳定增利5号集合资产管理产品
北京京国瑞国企改革发展基金(有限合伙)
昆仑信托有限责任公司"
306,002069.SZ,002069,獐子岛,渔业,3.05,北京吉融元通资产管理有限公司-和岛一号证券投资基金
307,000415.SZ,000415,渤海租赁,多元金融,3.06,"天津燕山股权投资基金有限公司
香港中央结算有限公司(陆股通)"
308,600428.SH,600428,中远海特,水运,3.06,"前海开源基金-包商银行-前海开源定增11号资产管理计划
中央汇金资产管理有限责任公司
银华基金-农业银行-银华中证金融资产管理计划
工银瑞信基金-农业银行-工银瑞信中证金融资产管理计划
中国农业银行股份有限公司-中证500交易型开放式指数证券投资基金
大成基金-农业银行-大成中证金融资产管理计划
华夏基金-农业银行-华夏中证金融资产管理计划"
309,600433.SH,600433,冠豪高新,造纸,3.06,中国农业银行股份有限公司-华夏中证央企结构调整交易型开放式指数证券投资基金
310,002067.SZ,002067,景兴纸业,造纸,3.07,
311,600794.SH,600794,保税科技,仓储物流,3.07,
312,000937.SZ,000937,冀中能源,煤炭开采,3.07,"中央汇金资产管理有限责任公司
香港中央结算有限公司(陆股通)
中国农业银行股份有限公司-中证500交易型开放式指数证券投资基金"
313,000718.SZ,000718,苏宁环球,区域地产,3.07,"安徽省铁路发展基金股份有限公司
香港中央结算有限公司(陆股通)"
314,002692.SZ,002692,ST远程,电气设备,3.07,无锡联信资产管理有限公司
315,002133.SZ,002133,广宇集团,全国地产,3.09,
316,300145.SZ,300145,中金环境,专用机械,3.09,全国社保基金一一六组合
317,600170.SH,600170,上海建工,建筑工程,3.09,"国盛集团-国际金融-15国盛EB担保及信托财产专户
香港中央结算有限公司(陆股通)
中国工商银行股份有限公司-中证上海国企交易型开放式指数证券投资基金
中央汇金资产管理有限责任公司
博时基金-农业银行-博时中证金融资产管理计划
易方达基金-农业银行-易方达中证金融资产管理计划"
318,600868.SH,600868,梅雁吉祥,水力发电,3.09,广东能润资产管理有限公司
319,002766.SZ,002766,*ST索菱,汽车配件,3.09,
320,000677.SZ,000677,恒天海龙,化纤,3.1,重庆国际信托股份有限公司-兴国3号集合资金信托
321,600358.SH,600358,*ST联合,旅游服务,3.1,"华宝信托有限责任公司-天高资本17号单一资金信托
华宝信托有限责任公司-天高资本16号单一资金信托
申港证券-舒钰强-申港证券创远1号单一资产管理计划"
322,600979.SH,600979,广安爱众,水力发电,3.1,北京风炎投资管理有限公司-风炎投资.安瑞1号私募基金
323,600751.SH,600751,海航科技,水运,3.1,"上银基金-浦发银行-上银基金财富15号资产管理计划
方正富邦基金-华夏银行-天海定增2号资产管理计划
上银瑞金资产-上海银行-慧富9号资产管理计划
中国农业银行股份有限公司-中证500交易型开放式指数证券投资基金"
324,002622.SZ,002622,融钰集团,综合类,3.1,"陕西省国际信托股份有限公司-陕国投·鑫鑫向荣78号证券投资集合资金信托计划
创隆资产管理有限公司"
325,600581.SH,600581,八一钢铁,普钢,3.1,中央汇金资产管理有限责任公司
326,002306.SZ,002306,ST云网,酒店餐饮,3.1,
327,601992.SH,601992,金隅集团,水泥,3.11,"香港中央结算有限公司(陆股通)
中央汇金资产管理有限责任公司"
328,000791.SZ,000791,甘肃电投,水力发电,3.12,
329,002325.SZ,002325,洪涛股份,装修装饰,3.12,交通银行股份有限公司-广发中证基建工程指数型发起式证券投资基金
330,300128.SZ,300128,锦富技术,元器件,3.12,"泰兴市智成产业投资基金(有限合伙)
上海睿度资产管理有限公司-睿度资产聚缘1号私募证券投资基金"
331,002516.SZ,002516,旷达科技,纺织,3.12,中央汇金资产管理有限责任公司
332,600117.SH,600117,西宁特钢,特种钢,3.12,
333,601228.SH,601228,广州港,港口,3.13,"全国社会保障基金理事会转持一户
中国农业银行股份有限公司-中证500交易型开放式指数证券投资基金"
334,000698.SZ,000698,沈阳化工,化工原料,3.14,"领航投资澳洲有限公司-领航新兴市场股指基金(交易所)
中央汇金资产管理有限责任公司"
335,000540.SZ,000540,中天金融,多元金融,3.14,"中央汇金资产管理有限责任公司
香港中央结算有限公司(陆股通)"
336,600439.SH,600439,瑞贝卡,服饰,3.14,"陕西省国际信托股份有限公司-陕国投·鑫鑫向荣26号证券投资集合资金信托计划
陕西省国际信托股份有限公司-陕国投·鑫鑫向荣27号证券投资集合资金信托计划
香港中央结算有限公司(陆股通)
四川电子科技大学教育发展基金会
全国社保基金四零三组合
中国建设银行股份有限公司-华夏收入混合型证券投资基金"
337,600537.SH,600537,亿晶光电,半导体,3.15,中央汇金资产管理有限责任公司
338,002437.SZ,002437,誉衡药业,化学制药,3.15,
339,002141.SZ,002141,贤丰控股,元器件,3.15,"深圳市前海建泓时代资产管理有限公司-建泓盈富二号投资基金
中国对外经济贸易信托有限公司-外贸信托-广荣2号结构化证券投资集合资金信托计划"
340,600790.SH,600790,轻纺城,商品城,3.15,"全国社保基金一零三组合
广发证券股份有限公司-中庚小盘价值股票型证券投资基金"
341,600370.SH,600370,三房巷,纺织,3.16,
342,002681.SZ,002681,*ST奋达,家用电器,3.16,"金元顺安基金-浙商银行-华润信托-华润信托·增利42号单一资金信托
建信基金-杭州银行-华润深国投信托-华润信托·增利33号单一资金信托
中央汇金资产管理有限责任公司
广州市玄元投资管理有限公司-玄元六度元宝5号私募投资基金
香港中央结算有限公司(陆股通)"
343,002164.SZ,002164,宁波东力,电气设备,3.17,富国基金-中国人寿保险股份有限公司-分红险-富国基金国寿股份成长股票型组合单一资产管理计划
344,002121.SZ,002121,*ST科陆,电器仪表,3.17,深圳市前海宏亿资产管理有限公司
345,000782.SZ,000782,美达股份,化纤,3.19,
346,600960.SH,600960,渤海汽车,汽车配件,3.19,"北京东海中矿投资管理有限公司-东海中矿2号私募投资基金
北京忠诚志业资本管理有限公司-旗鱼资本专项1期私募基金"
347,000761.SZ,000761,本钢板材,普钢,3.2,"建信基金-工商银行-华润深国投-华润信托·兴晟5号集合资金信托计划
北信瑞丰基金-招商银行-北信瑞丰基金丰庆229号资产管理计划
国寿安保基金-工商银行-国寿安保-华鑫信托定增10号资产管理计划
中国农业银行股份有限公司-中证500交易型开放式指数证券投资基金"
348,000560.SZ,000560,我爱我家,房产服务,3.21,
349,601010.SH,601010,文峰股份,超市连锁,3.21,"中央汇金资产管理有限责任公司
中央汇金资产管理有限责任公司"
350,600651.SH,600651,*ST飞乐,电器仪表,3.21,"华夏基金-农业银行-华夏中证金融资产管理计划
银华基金-农业银行-银华中证金融资产管理计划
南方基金-农业银行-南方中证金融资产管理计划
工银瑞信基金-农业银行-工银瑞信中证金融资产管理计划
长安国际信托股份有限公司-长安信托-长安投资617号证券投资单一资金信托
华夏基金-中央汇金资产管理有限责任公司-华夏基金-汇金资管单一资产管理计划
中国工商银行股份有限公司-中证上海国企交易型开放式指数证券投资基金
博时基金-农业银行-博时中证金融资产管理计划
易方达基金-农业银行-易方达中证金融资产管理计划
大成基金-农业银行-大成中证金融资产管理计划
嘉实基金-农业银行-嘉实中证金融资产管理计划
广发基金-农业银行-广发中证金融资产管理计划
中欧基金-农业银行-中欧中证金融资产管理计划
长安国际信托股份有限公司-长安信托-长安投资617号证券投资单一资金信托
中央汇金资产管理有限责任公司
中国工商银行股份有限公司-中证上海国企交易型开放式指数证券投资基金
博时基金-农业银行-博时中证金融资产管理计划"
351,600252.SH,600252,中恒集团,中成药,3.24,"中央汇金资产管理有限责任公司
香港中央结算有限公司(陆股通)
博时基金-农业银行-博时中证金融资产管理计划
易方达基金-农业银行-易方达中证金融资产管理计划
大成基金-农业银行-大成中证金融资产管理计划
嘉实基金-农业银行-嘉实中证金融资产管理计划
广发基金-农业银行-广发中证金融资产管理计划
中欧基金-农业银行-中欧中证金融资产管理计划
华夏基金-农业银行-华夏中证金融资产管理计划
银华基金-农业银行-银华中证金融资产管理计划
南方基金-农业银行-南方中证金融资产管理计划
工银瑞信基金-农业银行-工银瑞信中证金融资产管理计划"
352,601099.SH,601099,太平洋,证券,3.24,"陕西省国际信托股份有限公司-陕国投·财富72号单一资金信托
易方达基金-中央汇金资产管理有限责任公司-易方达基金-汇金资管单一资产管理计划
中国建设银行股份有限公司-国泰中证全指证券公司交易型开放式指数证券投资基金
中国农业银行股份有限公司-中证500交易型开放式指数证券投资基金
中国建设银行股份有限公司-华宝中证全指证券公司交易型开放式指数证券投资基金
香港中央结算有限公司(陆股通)"
353,601616.SH,601616,广电电气,电气设备,3.24,
354,300210.SZ,300210,森远股份,专用机械,3.25,中央汇金资产管理有限责任公司
355,000407.SZ,000407,胜利股份,供气供热,3.25,"平安资产-工商银行-平安资产鑫享7号保险资产管理产品
平安资产-工商银行-鑫享3号资产管理产品"
356,000861.SZ,000861,海印股份,房产服务,3.25,香港中央结算有限公司(陆股通)
357,600981.SH,600981,汇鸿集团,商贸代理,3.26,"兴证证券资管-工商银行-兴证资管鑫成61号集合资产管理计划
兴证证券资管-工商银行-兴证资管鑫成63号集合资产管理计划
上海国药圣礼股权投资基金合伙企业(有限合伙)
兴证证券资管-工商银行-兴证资管鑫成71号双红利轮动集合资产管理计划
上海赛领博达股权投资基金合伙企业(有限合伙)
上海赛领并购投资基金合伙企业(有限合伙)
全国社保基金五零一组合"
358,600108.SH,600108,亚盛集团,农业综合,3.26,中央汇金资产管理有限责任公司
359,601598.SH,601598,中国外运,仓储物流,3.27,"中央汇金资产管理有限责任公司
香港中央结算有限公司(陆股通)
中国农业银行股份有限公司-中证500交易型开放式指数证券投资基金"
360,600189.SH,600189,吉林森工,软饮料,3.27,"中国华融资产管理股份有限公司
吉林省吉盛资产管理有限责任公司"
361,600509.SH,600509,天富能源,火力发电,3.27,"中央汇金资产管理有限责任公司
博时基金-农业银行-博时中证金融资产管理计划
中欧基金-农业银行-中欧中证金融资产管理计划"
362,002154.SZ,002154,报喜鸟,服饰,3.28,中央汇金资产管理有限责任公司
363,002337.SZ,002337,赛象科技,化工机械,3.28,中央汇金资产管理有限责任公司
364,600490.SH,600490,鹏欣资源,铜,3.28,
365,002676.SZ,002676,顺威股份,塑料,3.28,"深圳市皓景资产管理有限公司
上海浦东发展银行股份有限公司-国泰中证全指家用电器交易型开放式指数证券投资基金
西部利得基金-建设银行-西部利得增盈1号资产管理计划
诺安基金-工商银行-诺安金狮66号资产管理计划"
366,600780.SH,600780,通宝能源,火力发电,3.28,"中央汇金资产管理有限责任公司
北京默名资产管理有限公司-默名融智阳光12期基金
博时基金-农业银行-博时中证金融资产管理计划
易方达基金-农业银行-易方达中证金融资产管理计划
大成基金-农业银行-大成中证金融资产管理计划
嘉实基金-农业银行-嘉实中证金融资产管理计划
广发基金-农业银行-广发中证金融资产管理计划
中欧基金-农业银行-中欧中证金融资产管理计划
华夏基金-农业银行-华夏中证金融资产管理计划
银华基金-农业银行-银华中证金融资产管理计划
南方基金-农业银行-南方中证金融资产管理计划
工银瑞信基金-农业银行-工银瑞信中证金融资产管理计划"
367,001896.SZ,001896,豫能控股,火力发电,3.29,"信诚基金-工商银行-中国对外经济贸易信托有限公司
信诚基金-中信证券-广州金控资本管理有限公司"
368,000711.SZ,000711,京蓝科技,软件服务,3.3,"陕西省国际信托股份有限公司-陕国投·金玉32号证券投资集合资金信托计划
华润深国投信托有限公司-华润信托·开元3号集合资金信托计划"
369,600601.SH,600601,方正科技,IT设备,3.3,"华夏基金-中央汇金资产管理有限责任公司-华夏基金-汇金资管单一资产管理计划
广东伍文资产管理有限公司-伍文稳盈3号私募证券投资基金
广发基金-农业银行-广发中证金融资产管理计划
大成基金-农业银行-大成中证金融资产管理计划"
370,600844.SH,600844,丹化科技,化工原料,3.31,财通基金-工商银行-富春定增1021号资产管理计划
371,000591.SZ,000591,太阳能,新型电力,3.31,"长安基金-民生银行-长安悦享定增25号分级资产管理计划
申万宏源证券-四川三新创业投资有限责任公司-证券行业支持民企发展系列之申万宏源三新创投单一资产管理计划"
372,002314.SZ,002314,南山控股,区域地产,3.32,"中央汇金资产管理有限责任公司
香港中央结算有限公司(陆股通)"
373,600853.SH,600853,龙建股份,建筑工程,3.32,
374,600297.SH,600297,广汇汽车,汽车服务,3.33,"泰达宏利基金-招商银行-大业信托-大业信托·增利1号集合资金信托计划
上海高毅资产管理合伙企业(有限合伙)-高毅邻山1号远望基金
香港中央结算有限公司(陆股通)
深圳市银天使资产管理有限公司-银天使2号私募证券投资基金"
375,000068.SZ,000068,华控赛格,环境保护,3.33,深圳市华融泰资产管理有限公司
376,002206.SZ,002206,海利得,化纤,3.34,"基本养老保险基金一零零三组合
招商银行股份有限公司-中欧恒利三年定期开放混合型证券投资基金
西藏山南硅谷天堂昌吉投资管理有限公司-硅谷天堂恒昌私募基金
上海齐银股权投资基金管理有限公司-上海同煤齐银投资管理中心(有限合伙)
中国建设银行股份有限公司-中欧价值发现股票型证券投资基金"
377,600163.SH,600163,中闽能源,新型电力,3.34,"海峡产业投资基金(福建)有限合伙企业
海峡产业投资基金(福建)有限合伙企业"
378,600277.SH,600277,亿利洁能,化工原料,3.35,"金元顺安基金-兴业银行-万向信托-万向信托-亿利5号事务管理类单一资金信托
财通基金-宁波银行-万向信托-万向信托-亿利6号事务管理类单一资金信托
金鹰基金-工商银行-万向信托-亿利3号事务管理类单一资金信托
方正东亚信托有限责任公司-聚赢30号证券投资单一资金信托
西藏博恩资产管理有限公司-博恩添富7号私募证券投资基金
中国农业银行股份有限公司-中证500交易型开放式指数证券投资基金
香港中央结算有限公司(陆股通)"
379,600076.SH,600076,康欣新材,其他建材,3.35,
380,000965.SZ,000965,天保基建,区域地产,3.35,"长江证券资管-天津市万博咨询有限公司-长江资管万博红日1号单一资产管理计划
中信建投证券-天津市万博咨询有限公司-中信建投万博咨询单一资产管理计划
国投大成投资基金(北京)有限公司"
381,002345.SZ,002345,潮宏基,服饰,3.35,
382,600496.SH,600496,精工钢构,钢加工,3.36,"中国银行股份有限公司-华泰紫金泰盈混合型证券投资基金
交通银行-中海优质成长证券投资基金
全国社保基金六零三组合
长安国际信托股份有限公司-银帆3期(长安投资78号)集合资金信托计划
中国建设银行-上投摩根阿尔法股票型证券投资基金
中央汇金资产管理有限责任公司"
383,601288.SH,601288,农业银行,银行,3.36,"中央汇金投资有限责任公司
全国社会保障基金理事会
香港中央结算有限公司(陆股通)
中央汇金资产管理有限责任公司"
384,600241.SH,600241,*ST时万,商贸代理,3.36,
385,000825.SZ,000825,太钢不锈,特种钢,3.37,"中国银行股份有限公司-富国中证国企一带一路交易型开放式指数证券投资基金
香港中央结算有限公司(陆股通)
中央汇金资产管理有限责任公司
中国农业银行股份有限公司-中证500交易型开放式指数证券投资基金"
386,600758.SH,600758,辽宁能源,煤炭开采,3.37,"中国信达资产管理股份有限公司
中国银行股份有限公司-招商中证煤炭等权指数分级证券投资基金
海通证券股份有限公司-中融中证煤炭指数分级证券投资基金"
387,600303.SH,600303,曙光股份,汽车整车,3.37,"北京盛唐恒泰国际投资管理有限公司-盛唐星辰2号私募投资基金
长信基金-宁波银行-辽宁曙光汽车集团股份有限公司"
388,600400.SH,600400,红豆股份,服饰,3.37,"西藏信托有限公司-西藏信托-莱沃37号集合资金信托计划
京渤聚投资基金管理(北京)有限公司-磐鼎·京晋1号阳光私募证券投资基金
陕西省国际信托股份有限公司-陕国投·金玉32号证券投资集合资金信托计划"
389,002499.SZ,002499,*ST科林,环境保护,3.37,
390,600063.SH,600063,皖维高新,化纤,3.38,"安徽中安资本管理有限公司-中安定增利1号私募投资基金
全国社保基金四一二组合
易方达基金-工商银行-易方达基金臻选2号资产管理计划
基本养老保险基金九零二组合
中国农业银行股份有限公司-富国中证500指数增强型证券投资基金(LOF)"
391,000530.SZ,000530,冰山冷热,机械基件,3.38,
392,601718.SH,601718,际华集团,服饰,3.38,"中央汇金资产管理有限责任公司
北信瑞丰基金-招商银行-华鑫国际信托-华鑫信托·慧智投资91号集合资金信托计划
中国农业银行股份有限公司-中证500交易型开放式指数证券投资基金
信诚基金-中信证券-广州金控资本管理有限公司"
393,300266.SZ,300266,兴源环境,环境保护,3.38,陕西省国际信托股份有限公司-陕国投·聚宝盆2号证券投资集合资金信托计划
394,002578.SZ,002578,闽发铝业,铝,3.39,国通信托有限责任公司-国通信托·紫金12号集合资金信托计划
395,002652.SZ,002652,扬子新材,其他建材,3.39,
396,600082.SH,600082,海泰发展,园区开发,3.4,
397,002482.SZ,002482,广田集团,装修装饰,3.4,"中央汇金资产管理有限责任公司
陕西省国际信托股份有限公司-陕国投·广田集团第一期员工持股集合资金信托计划
昆仑信托有限责任公司-昆仑四十一号证券投资集合资金信托计划"
398,300309.SZ,300309,吉艾科技,多元金融,3.41,
399,300269.SZ,300269,联建光电,半导体,3.42,申万菱信基金-工商银行-华融国际信托-盛世景定增基金权益投资集合资金信托计划
400,000428.SZ,000428,华天酒店,酒店餐饮,3.42,深圳昭阳投资管理有限公司-昭阳1号私募证券投资基金
401,600083.SH,600083,*ST博信,综合类,3.42,
402,000822.SZ,000822,山东海化,化工原料,3.43,中央汇金资产管理有限责任公司
403,601008.SH,601008,连云港,港口,3.43,"广东邦得资产管理有限公司-邦得价值一号私募证券投资基金
领航投资澳洲有限公司-领航新兴市场股指基金(交易所)"
404,600722.SH,600722,金牛化工,化工原料,3.44,
405,000778.SZ,000778,新兴铸管,钢加工,3.45,"香港中央结算有限公司(陆股通)
全国社保基金四一三组合
安徽高新毅达皖江产业发展创业投资基金(有限合伙)
招商银行股份有限公司-博时中证央企创新驱动交易型开放式指数证券投资基金
中国农业银行股份有限公司-中证500交易型开放式指数证券投资基金"
406,601107.SH,601107,四川成渝,路桥,3.45,"香港中央结算有限公司(陆股通)
中国建设银行股份有限公司-华夏中证四川国企改革交易型开放式指数证券投资基金"
407,601988.SH,601988,中国银行,银行,3.46,"中央汇金投资有限责任公司
中央汇金资产管理有限责任公司
香港中央结算有限公司(陆股通)"
408,603778.SH,603778,乾景园林,建筑工程,3.46,天风天成资管-招商证券-天风天成科瑞集合资产管理计划
409,600497.SH,600497,驰宏锌锗,铅锌,3.46,"中央汇金资产管理有限责任公司
中国农业银行股份有限公司-中证500交易型开放式指数证券投资基金
中国农业银行股份有限公司-华夏中证央企结构调整交易型开放式指数证券投资基金
招商银行股份有限公司-博时中证央企结构调整交易型开放式指数证券投资基金"
410,002218.SZ,002218,拓日新能,半导体,3.47,中央汇金资产管理有限责任公司
411,000836.SZ,000836,富通鑫茂,通信设备,3.47,"汇安基金-浙商银行-汇安基金-湖畔1号资产管理计划
南华基金-浙商银行-南华基金鑫华1号资产管理计划
中国工商银行股份有限公司-国泰中证全指通信设备交易型开放式指数证券投资基金"
412,002593.SZ,002593,日上集团,汽车配件,3.47,
413,601919.SH,601919,中远海控,水运,3.47,中国国有企业结构调整基金股份有限公司
414,600664.SH,600664,哈药股份,化学制药,3.48,"中国证券投资者保护基金有限责任公司
中央汇金资产管理有限责任公司
中国农业银行股份有限公司-中证500交易型开放式指数证券投资基金"
415,603157.SH,603157,拉夏贝尔,服饰,3.48,"香港中央结算有限公司(陆股通)
博信一期(天津)股权投资基金合伙企业(有限合伙)"
416,600067.SH,600067,冠城大通,全国地产,3.49,"陕西省国际信托股份有限公司-陕国投·冠城大通第二期员工持股证券投资集合资金信托计划
中央汇金资产管理有限责任公司"
417,600791.SH,600791,京能置业,全国地产,3.49,哈尔滨市道里区慈善基金会
418,002542.SZ,002542,中化岩土,建筑工程,3.49,中央汇金资产管理有限责任公司
419,000557.SZ,000557,西部创业,铁路,3.5,中国信达资产管理股份有限公司
420,600269.SH,600269,赣粤高速,路桥,3.5,"招商银行股份有限公司-上证红利交易型开放式指数证券投资基金
中国工商银行股份有限公司-富国中证红利指数增强型证券投资基金
香港中央结算有限公司(陆股通)"
421,600368.SH,600368,五洲交通,路桥,3.5,"香港中央结算有限公司(陆股通)
领航投资澳洲有限公司-领航新兴市场股指基金(交易所)"
422,600665.SH,600665,天地源,全国地产,3.5,领航投资澳洲有限公司-领航新兴市场股指基金(交易所)
423,000850.SZ,000850,华茂股份,纺织,3.5,"天津泰达股权投资基金管理有限公司
深圳抱朴容易资产管理有限公司-抱朴容易1号私募证券投资基金"
424,000949.SZ,000949,新乡化纤,化纤,3.5,"中原资产管理有限公司
领航投资澳洲有限公司-领航新兴市场股指基金(交易所)"
425,600027.SH,600027,华电国际,火力发电,3.5,"香港中央结算有限公司(陆股通)
全国社保基金一零三组合
中央汇金资产管理有限责任公司
财通基金-宁波银行-信达国萃股权投资基金(上海)合伙企业(有限合伙)"
426,601339.SH,601339,百隆东方,纺织,3.51,香港中央结算有限公司(陆股通)
427,601018.SH,601018,宁波港,港口,3.51,"香港中央结算有限公司(陆股通)
中央汇金资产管理有限责任公司
博时基金-农业银行-博时中证金融资产管理计划
易方达基金-农业银行-易方达中证金融资产管理计划
大成基金-农业银行-大成中证金融资产管理计划
嘉实基金-农业银行-嘉实中证金融资产管理计划"
428,002662.SZ,002662,京威股份,汽车配件,3.51,
429,000680.SZ,000680,山推股份,工程机械,3.51,中央汇金资产管理有限责任公司
430,000883.SZ,000883,湖北能源,火力发电,3.52,"香港中央结算有限公司(陆股通)
中央汇金资产管理有限责任公司"
431,600025.SH,600025,华能水电,水力发电,3.52,"香港中央结算有限公司(陆股通)
摩根士丹利投资管理公司-摩根士丹利中国A股基金
中国农业银行股份有限公司-华夏中证央企结构调整交易型开放式指数证券投资基金"
432,600386.SH,600386,北巴传媒,汽车服务,3.52,
433,300367.SZ,300367,东方网力,IT设备,3.52,"华宝信托有限责任公司-“辉煌”42号单一资金信托
北方国际信托股份有限公司-北方信托盛世景新策略9号单一资金信托"
434,000611.SZ,000611,*ST天首,纺织,3.53,
435,002689.SZ,002689,远大智能,运输设备,3.53,
436,600767.SH,600767,ST运盛,医疗保健,3.53,四川蓝润资产管理有限公司
437,601608.SH,601608,中信重工,专用机械,3.53,"中国黄金集团资产管理有限公司
中央汇金资产管理有限责任公司
中国农业银行股份有限公司-中证500交易型开放式指数证券投资基金"
438,600870.SH,600870,ST厦华,家用电器,3.53,
439,601669.SH,601669,中国电建,建筑工程,3.53,"建信基金-工商银行-陕西省国际信托-陕国投·财富尊享30号定向投资集合资金信托计划
诺德基金-民生银行-诺德千金209号特定客户资产管理计划
国寿安保基金-建设银行-人寿保险-中国人寿保险(集团)公司委托国寿安保基金混合型组合
民生加银基金-平安银行-嘉兴民臻投资合伙企业(有限合伙)"
440,600023.SH,600023,浙能电力,火力发电,3.53,"中央汇金资产管理有限责任公司
大成基金-农业银行-大成中证金融资产管理计划
嘉实基金-农业银行-嘉实中证金融资产管理计划
工银瑞信基金-农业银行-工银瑞信中证金融资产管理计划
中欧基金-农业银行-中欧中证金融资产管理计划"
441,600052.SH,600052,浙江广厦,影视音像,3.54,
442,600684.SH,600684,珠江实业,全国地产,3.54,香港中央结算有限公司(陆股通)
443,000404.SZ,000404,长虹华意,专用机械,3.54,中国建设银行股份有限公司-华夏中证四川国企改革交易型开放式指数证券投资基金
444,002108.SZ,002108,沧州明珠,塑料,3.55,"中央汇金资产管理有限责任公司
深圳福星资本管理有限公司-福星高照1号私募投资基金
云南国际信托有限公司-云南信托·大西部丝绸之路1号集合资金信托计划"
445,300008.SZ,300008,天海防务,船舶,3.55,
446,600146.SH,600146,商赢环球,服饰,3.55,
447,600533.SH,600533,栖霞建设,区域地产,3.55,
448,600261.SH,600261,阳光照明,家用电器,3.56,"香港中央结算有限公司(陆股通)
广发基金-农业银行-广发中证金融资产管理计划
中央汇金资产管理有限责任公司
嘉实基金-农业银行-嘉实中证金融资产管理计划"
449,000539.SZ,000539,粤电力A,火力发电,3.56,哈尔滨市道里区慈善基金会
450,000056.SZ,000056,皇庭国际,房产服务,3.56,中铁宝盈资产-浦发银行-中铁宝盈-宝鑫77号特定客户资产管理计划
