code,name,past_p_change,past_positive,pe,past_average_turnover
002306,*ST云网,2.063,★,0.0,0.397
600782,新钢股份,2.064,★,12.69,3.19
600070,浙江富润,2.078,,28.01,0.337
601101,昊华能源,2.091,★,11.17,1.26
000060,中金岭南,2.108,★,20.95,1.783
603869,北部湾旅,2.109,,29.19,0.88
603636,南威软件,2.125,★,97.34,0.803
000610,西安旅游,2.127,,0.0,0.4
600958,东方证券,2.131,★,27.02,0.337
601579,会稽山,2.135,★,41.77,0.12
600023,浙能电力,2.145,★,15.28,0.11
600665,天地源,2.151,★,16.56,0.39
002870,香山股份,2.156,,35.22,1.67
600017,日照港,2.158,★,25.99,0.267
601919,中远海控,2.173,★,17.11,0.353
002193,如意集团,2.173,,97.74,0.957
600657,信达地产,2.173,★,21.11,0.883
603357,设计总院,2.181,,28.56,4.103
000625,长安汽车,2.187,★,7.51,0.46
600599,熊猫金控,2.193,★,396.09,0.39
600028,中国石化,2.195,★,15.31,0.127
002326,永太科技,2.203,,20.48,1.82
601186,中国铁建,2.214,★,10.18,0.153
603848,好太太,2.238,,38.82,8.78
603737,三棵树,2.243,,56.74,0.713
600705,中航资本,2.243,,18.67,0.32
600064,南京高科,2.247,★,14.64,0.403
600518,康美药业,2.253,★,25.16,0.147
600613,神奇制药,2.254,★,38.43,0.323
603886,元祖股份,2.257,★,17.12,1.897
601555,东吴证券,2.259,★,24.05,0.43
002443,金洲管道,2.262,★,31.19,0.84
002081,金 螳 螂,2.269,,19.3,0.573
002411,必康股份,2.271,,47.7,0.79
600704,物产中大,2.281,★,14.7,0.727
002534,杭锅股份,2.281,★,15.11,0.413
600959,江苏有线,2.286,,31.95,0.83
000900,现代投资,2.292,★,10.85,0.76
600033,福建高速,2.298,★,12.46,0.137
002609,捷顺科技,2.309,,59.97,0.713
603619,中曼石油,2.314,,31.92,13.62
600051,宁波联合,2.323,★,22.03,0.663
300195,长荣股份,2.328,★,39.11,1.353
000518,四环生物,2.338,★,130.69,0.29
000620,新华联,2.343,★,35.74,0.153
000059,华锦股份,2.343,★,9.4,0.93
600317,营口港,2.349,,36.91,0.053
300483,沃施股份,2.352,★,335.73,1.627
600675,中华企业,2.353,★,29.07,0.13
600006,东风汽车,2.353,,67.49,0.35
600199,金种子酒,2.355,★,577.47,0.517
300668,杰恩设计,2.378,★,59.02,9.62
600975,新五丰,2.387,★,48.11,0.61
600753,东方银星,2.387,★,194.95,0.97
603158,腾龙股份,2.388,,32.43,0.27
002514,宝馨科技,2.393,★,64.83,1.253
600191,华资实业,2.407,★,76.52,1.227
603020,爱普股份,2.412,,19.8,0.56
000430,张家界,2.413,,34.6,0.333
600790,轻纺城,2.424,★,14.93,0.267
002627,宜昌交运,2.432,,26.35,0.25
300651,金陵体育,2.435,★,98.03,1.757
000631,顺发恒业,2.44,★,12.1,0.303
600409,三友化工,2.444,★,10.24,1.51
002455,百川股份,2.445,★,38.74,0.73
300004,南风股份,2.451,★,33.19,2.343
300125,易世达,2.462,★,1443.31,0.47
600827,百联股份,2.463,★,23.01,0.293
603183,建研院,2.465,,70.78,6.093
600969,郴电国际,2.47,★,28.27,0.74
600390,五矿资本,2.481,★,14.35,1.04
603922,金鸿顺,2.485,,31.91,3.797
002926,华西证券,2.494,★,35.34,14.553
601107,四川成渝,2.497,★,10.25,0.15
300292,吴通控股,2.512,★,33.63,2.2
000669,金鸿控股,2.514,★,22.44,0.45
000036,华联控股,2.521,★,7.37,1.34
002404,嘉欣丝绸,2.521,★,33.83,0.627
300283,温州宏丰,2.525,★,401.21,0.833
600690,青岛海尔,2.53,,15.85,0.737
300478,杭州高新,2.532,★,108.87,2.45
002554,惠博普,2.538,★,41.95,1.107
002585,双星新材,2.553,★,40.93,0.393
603868,飞科电器,2.565,,32.2,2.87
000544,中原环保,2.574,,23.87,0.357
603009,北特科技,2.577,★,79.82,5.097
002109,兴化股份,2.583,★,27.39,2.317
000630,铜陵有色,2.595,★,55.32,0.523
600098,广州发展,2.599,★,21.76,0.117
002418,康盛股份,2.606,,40.83,0.887
603029,天鹅股份,2.63,★,0.0,2.427
000709,河钢股份,2.648,★,14.08,0.577
300102,乾照光电,2.65,★,27.59,2.107
002110,三钢闽光,2.66,,9.13,2.897
603889,新澳股份,2.67,★,29.11,1.643
600351,亚宝药业,2.67,★,29.42,0.52
600300,维维股份,2.672,★,49.68,0.303
000691,亚太实业,2.689,,0.0,2.613
000667,美好置业,2.695,★,15.65,0.36
000729,燕京啤酒,2.697,,25.07,0.37
600307,酒钢宏兴,2.702,★,18.8,0.457
600369,西南证券,2.705,★,32.69,0.21
002399,海普瑞,2.723,★,308.58,0.123
603916,苏博特,2.741,,29.48,5.48
600586,金晶科技,2.748,★,26.5,0.483
603110,东方材料,2.753,,38.99,6.58
601588,北辰实业,2.758,,13.54,0.393
600841,上柴股份,2.771,★,82.66,0.15
600881,亚泰集团,2.776,★,68.25,0.357
000921,海信科龙,2.781,,7.88,0.64
600539,狮头股份,2.789,,741.63,0.23
603113,金能科技,2.791,,17.61,2.943
002336,人人乐,2.793,★,0.0,1.69
002059,云南旅游,2.801,★,109.6,0.373
002254,泰和新材,2.803,★,80.14,1.067
300158,振东制药,2.805,★,22.87,2.197
000736,中交地产,2.816,★,0.0,1.277
300148,天舟文化,2.82,,36.5,2.523
600048,保利地产,2.822,★,16.72,1.17
000498,山东路桥,2.825,★,13.39,0.977
002678,珠江钢琴,2.825,★,64.33,0.067
600739,辽宁成大,2.832,★,16.54,0.283
601218,吉鑫科技,2.833,★,117.6,0.33
603855,华荣股份,2.836,,41.46,1.4
002750,龙津药业,2.837,★,81.67,0.397
600231,凌钢股份,2.838,★,8.88,1.377
600583,海油工程,2.846,★,71.01,0.3
600898,国美通讯,2.852,★,0.0,0.507
600190,锦州港,2.854,★,55.13,0.107
600061,国投资本,2.859,★,20.68,0.123
600187,国中水务,2.859,★,282.92,3.017
000783,长江证券,2.865,★,20.96,0.167
000002,万 科Ａ,2.868,★,25.13,0.437
002553,南方轴承,2.87,,32.07,1.08
002728,特一药业,2.874,,32.25,0.327
300026,红日药业,2.895,★,19.48,0.437
000869,张 裕Ａ,2.902,★,22.99,0.26
000537,广宇发展,2.904,★,142.86,2.587
002244,滨江集团,2.905,★,16.5,0.513
000716,黑芝麻,2.92,★,30.97,0.56
000898,鞍钢股份,2.921,★,11.65,0.8
000429,粤高速Ａ,2.934,★,9.89,0.637
603890,春秋电子,2.939,,29.02,7.98
603685,晨丰科技,2.957,,25.44,6.473
300392,腾信股份,2.959,★,236.93,1.543
300382,斯莱克,2.963,★,53.57,0.727
002706,良信电器,2.971,,22.4,1.343
000761,本钢板材,2.975,★,11.28,0.62
600998,九州通,2.979,★,25.49,0.16
002489,浙江永强,2.981,★,43.69,0.57
000983,西山煤电,2.982,★,16.05,1.11
600908,无锡银行,2.983,★,14.25,1.687
601019,山东出版,2.988,★,17.48,2.83
601918,新集能源,2.992,★,39.29,0.357
600749,西藏旅游,2.996,★,0.0,0.823
603586,金麒麟,3.028,,23.28,1.54
600090,同济堂,3.038,★,19.95,0.487
002136,安 纳 达,3.039,★,20.1,4.597
601766,中国中车,3.045,★,33.35,0.243
603829,洛凯股份,3.046,,46.69,6.427
600741,华域汽车,3.048,,12.98,0.413
600230,沧州大化,3.051,★,10.13,2.937
600362,江西铜业,3.055,★,30.59,2.03
603055,台华新材,3.062,,22.92,3.923
002204,大连重工,3.067,★,546.91,0.15
002255,海陆重工,3.07,★,47.41,0.34
601808,中海油服,3.075,★,0.0,0.217
000950,*ST建峰,3.083,,0.0,2.1
300441,鲍斯股份,3.086,,57.22,1.17
002155,湖南黄金,3.093,,31.26,0.98
601515,东风股份,3.104,,15.42,0.067
000750,国海证券,3.105,★,26.08,0.277
300204,舒泰神,3.108,★,22.24,0.453
603567,珍宝岛,3.109,,24.85,0.227
601258,庞大集团,3.111,★,35.2,0.61
002630,华西能源,3.12,★,59.2,0.707
300438,鹏辉能源,3.127,★,27.64,2.183
300385,雪浪环境,3.131,,50.24,0.853
600486,扬农化工,3.134,★,29.57,0.527
000776,广发证券,3.138,★,15.01,0.407
600077,宋都股份,3.163,★,31.08,0.343
600648,外高桥,3.167,★,44.47,0.14
002100,天康生物,3.168,★,18.35,0.277
002376,新北洋,3.176,★,37.71,2.977
603116,红蜻蜓,3.179,,17.45,0.597
600020,中原高速,3.181,★,7.51,0.263
601838,成都银行,3.185,★,12.79,20.573
601336,新华保险,3.205,★,25.0,0.557
600808,马钢股份,3.207,★,8.77,1.097
600978,宜华生活,3.209,★,13.75,0.387
300389,艾比森,3.225,★,59.25,1.323
300455,康拓红外,3.227,★,79.3,2.043
600270,外运发展,3.235,★,12.08,0.367
603727,博迈科,3.238,,44.88,1.167
300217,东方电热,3.243,★,43.38,1.03
002478,常宝股份,3.259,★,39.46,0.333
600511,国药股份,3.265,★,20.52,1.803
600548,深高速,3.276,★,11.79,0.12
000686,东北证券,3.28,★,22.32,0.453
000598,兴蓉环境,3.283,★,15.11,0.38
300005,探路者,3.286,★,41.4,1.187
603729,龙韵股份,3.288,,152.4,1.723
600726,华电能源,3.301,★,0.0,0.183
603198,迎驾贡酒,3.313,,23.07,1.283
600546,山煤国际,3.315,★,37.58,0.457
603038,华立股份,3.338,,25.36,1.09
000018,神州长城,3.339,★,18.21,1.34
601699,潞安环能,3.341,★,14.41,2.91
600252,中恒集团,3.356,★,19.68,0.38
600438,通威股份,3.359,,19.34,0.903
600396,金山股份,3.362,,0.0,0.207
601518,吉林高速,3.374,★,13.55,0.127
601211,国泰君安,3.384,★,16.74,0.34
600683,京投发展,3.39,★,0.0,0.223
600729,重庆百货,3.403,,15.31,0.607
603507,振江股份,3.407,,27.84,5.64
000949,新乡化纤,3.408,★,61.82,0.18
600059,古越龙山,3.408,★,50.29,0.33
000571,新大洲Ａ,3.416,★,45.14,0.527
002840,华统股份,3.427,★,55.91,2.223
603822,嘉澳环保,3.427,,65.97,2.317
300387,富邦股份,3.429,★,23.67,1.13
002732,燕塘乳业,3.436,★,29.0,0.377
000420,吉林化纤,3.44,★,69.3,0.31
603912,佳力图,3.443,,48.84,14.09
300475,聚隆科技,3.451,,39.3,1.41
603839,安正时尚,3.456,,23.84,1.073
600376,首开股份,3.457,★,19.64,0.153
000797,中国武夷,3.472,★,66.71,0.387
601158,重庆水务,3.472,★,15.73,0.063
300119,瑞普生物,3.476,★,29.94,0.497
603303,得邦照明,3.482,,23.02,1.373
002776,柏堡龙,3.485,★,28.16,1.503
002480,新筑股份,3.487,★,0.0,0.5
600858,银座股份,3.487,★,89.84,0.337
600159,大龙地产,3.492,,0.0,0.41
000570,苏常柴Ａ,3.492,★,49.73,0.293
002610,爱康科技,3.493,,51.57,0.75
603001,奥康国际,3.494,,21.62,0.4
600229,城市传媒,3.498,★,24.72,1.047
600654,*ST中安,3.499,,0.0,2.493
600261,阳光照明,3.501,★,16.05,0.333
601018,宁波港,3.501,★,22.78,0.077
000878,云南铜业,3.503,★,59.87,1.147
601058,赛轮金宇,3.507,★,36.1,0.393
600106,重庆路桥,3.508,★,13.4,0.457
601318,中国平安,3.513,★,14.33,0.57
600661,新南洋,3.516,,49.09,0.64
601098,中南传媒,3.521,★,15.37,0.167
603085,天成自控,3.525,,92.92,1.19
000899,赣能股份,3.526,★,22.7,0.367
002272,川润股份,3.528,★,1489.33,0.733
000426,兴业矿业,3.536,★,38.67,2.053
601828,美凯龙,3.543,★,18.19,5.99
002186,全 聚 德,3.556,,27.76,0.23
000402,金 融 街,3.56,★,16.29,0.333
000528,柳 工,3.569,★,28.91,3.013
600961,株冶集团,3.578,★,74.01,0.27
000338,潍柴动力,3.582,★,10.91,1.067
600971,恒源煤电,3.598,★,8.2,1.62
300185,通裕重工,3.605,★,40.05,0.637
600816,安信信托,3.63,★,15.94,0.213
002468,申通快递,3.631,★,24.83,0.72
600448,华纺股份,3.637,★,128.64,0.69
002561,徐家汇,3.638,★,21.22,0.457
300625,三雄极光,3.643,★,28.49,2.117
002756,永兴特钢,3.646,,25.09,0.54
300212,易华录,3.647,★,107.26,4.077
000548,湖南投资,3.649,★,17.0,0.57
002718,友邦吊顶,3.652,★,34.94,1.063
002731,萃华珠宝,3.656,★,36.1,0.797
002379,宏创控股,3.662,★,99.53,0.767
603099,长白山,3.666,,30.67,0.24
601028,玉龙股份,3.668,★,61.45,0.31
002639,雪人股份,3.67,★,355.14,0.933
000786,北新建材,3.675,,19.88,1.793
601789,宁波建工,3.675,★,20.53,0.413
300301,长方集团,3.681,★,122.97,0.353
603239,浙江仙通,3.684,,28.43,1.11
600795,国电电力,3.685,★,18.79,0.343
603131,上海沪工,3.69,,46.39,2.17
601139,深圳燃气,3.692,★,15.86,0.22
600547,山东黄金,3.703,★,41.71,1.483
300044,赛为智能,3.704,,63.41,8.097
601628,中国人寿,3.709,★,21.74,0.05
600863,内蒙华电,3.709,★,25.05,0.21
601928,凤凰传媒,3.712,,17.11,0.117
600509,天富能源,3.713,★,18.46,0.357
600995,文山电力,3.713,★,13.52,0.693
002541,鸿路钢构,3.718,★,19.5,0.393
000042,中洲控股,3.733,★,31.8,0.11
002207,*ST准油,3.736,,33.62,1.28
601001,大同煤业,3.743,★,11.72,0.847
603123,翠微股份,3.744,,37.92,0.177
002164,宁波东力,3.758,★,61.82,0.623
300362,天翔环境,3.762,★,45.1,1.17
000726,鲁 泰Ａ,3.767,★,12.56,0.677
300637,扬帆新材,3.767,★,36.01,1.767
600022,山东钢铁,3.77,★,16.84,0.777
002495,佳隆股份,3.773,★,105.7,0.477
600050,中国联通,3.773,,109.06,0.753
300132,青松股份,3.774,★,29.54,0.253
600097,开创国际,3.774,★,93.93,0.213
300326,凯利泰,3.786,★,29.13,0.84
000543,皖能电力,3.787,★,62.1,0.487
600655,豫园股份,3.792,★,22.3,0.34
600999,招商证券,3.804,★,20.98,0.237
603776,永安行,3.815,★,51.72,7.977
601368,绿城水务,3.817,★,16.13,0.423
600754,锦江股份,3.818,,36.08,0.853
600768,宁波富邦,3.818,,13.6,1.083
000981,银亿股份,3.819,★,46.61,0.077
603665,康隆达,3.826,★,42.75,1.763
603979,金诚信,3.828,★,25.8,1.053
600617,国新能源,3.829,★,946.39,0.117
600173,卧龙地产,3.833,★,13.21,0.8
002228,合兴包装,3.834,★,34.55,0.34
000623,吉林敖东,3.838,★,13.46,0.537
000428,华天酒店,3.839,,0.0,0.32
000908,景峰医药,3.843,★,34.73,0.36
002266,浙富控股,3.851,★,77.63,0.32
000861,海印股份,3.853,★,43.19,0.257
000767,漳泽电力,3.854,★,0.0,0.217
002107,沃华医药,3.855,★,48.87,0.227
600691,阳煤化工,3.856,★,48.53,0.89
300187,永清环保,3.857,,61.04,2.45
600758,红阳能源,3.86,★,14.1,0.85
002407,多氟多,3.863,,42.04,3.053
000692,惠天热电,3.864,★,0.0,0.377
000671,阳 光 城,3.865,★,42.22,1.65
600162,香江控股,3.866,★,18.07,0.423
300480,光力科技,3.872,★,99.37,1.99
601199,江南水务,3.876,★,17.11,0.2
601900,南方传媒,3.884,★,15.72,1.103
002187,广百股份,3.889,★,17.54,0.27
600867,通化东宝,3.899,★,46.98,0.433
000584,哈工智能,3.901,★,110.29,1.253
600578,京能电力,3.904,★,78.46,0.073
002269,美邦服饰,3.905,★,0.0,0.163
600508,上海能源,3.908,★,10.68,0.503
300315,掌趣科技,3.91,★,34.94,2.203
600713,南京医药,3.911,★,25.11,0.477
002165,红 宝 丽,3.916,★,43.91,0.577
002499,科林环保,3.923,★,59.45,0.467
000419,通程控股,3.931,★,23.9,0.58
000632,三木集团,3.934,★,1004.95,0.34
002558,巨人网络,3.935,★,48.4,0.727
601566,九牧王,3.939,,18.85,0.623
600168,武汉控股,3.942,★,17.09,0.37
600823,世茂股份,3.95,★,10.6,0.687
601179,中国西电,3.951,★,25.0,0.08
002201,九鼎新材,3.953,★,439.46,0.453
002154,报 喜 鸟,3.954,★,0.0,0.263
002153,石基信息,3.957,,80.88,2.483
603766,隆鑫通用,3.97,,16.18,0.41
600802,福建水泥,3.978,★,0.0,1.133
002114,罗平锌电,3.979,★,83.85,1.677
601010,文峰股份,3.984,★,23.47,0.163
300091,金通灵,3.988,★,61.73,0.507
000708,大冶特钢,3.99,★,13.53,0.623
603003,龙宇燃油,3.99,,84.33,0.4
600885,宏发股份,3.991,,30.15,0.437
601128,常熟银行,3.993,,14.03,2.123
601880,大连港,3.994,★,65.38,0.127
600079,人福医药,4.01,★,8.26,1.45
002502,骅威文化,4.012,★,21.21,0.557
600305,恒顺醋业,4.021,,32.45,0.823
000685,中山公用,4.022,★,13.29,0.207
002763,汇洁股份,4.034,★,16.26,0.723
300739,明阳电路,4.037,★,39.46,24.4
601366,利群股份,4.052,★,22.98,1.387
000666,经纬纺机,4.059,★,11.02,1.383
600582,天地科技,4.06,★,31.05,0.24
600220,江苏阳光,4.064,★,47.78,0.38
002349,精华制药,4.064,★,35.43,0.297
600101,明星电力,4.065,★,21.23,0.53
600287,江苏舜天,4.074,★,31.99,0.39
600331,宏达股份,4.075,★,32.36,0.457
000595,*ST宝实,4.085,,105.06,0.663
000826,启迪桑德,4.087,,26.66,0.64
002080,中材科技,4.09,★,22.57,2.277
002360,同德化工,4.091,★,27.98,0.957
600074,ST保千里,4.092,,10.33,6.673
603313,梦百合,4.095,★,30.06,1.01
300641,正丹股份,4.098,★,33.43,3.75
000089,深圳机场,4.102,★,26.49,0.42
603260,合盛硅业,4.112,★,32.25,9.05
000698,沈阳化工,4.116,★,19.3,1.02
601777,力帆股份,4.117,★,37.87,0.493
000967,盈峰环境,4.117,★,28.63,0.67
000895,双汇发展,4.12,★,21.95,0.253
000026,飞亚达Ａ,4.12,★,24.97,0.367
000680,山推股份,4.121,★,66.35,0.657
601188,龙江交通,4.131,★,14.21,0.12
600533,栖霞建设,4.134,★,44.7,0.567
300371,汇中股份,4.137,★,48.6,1.713
603518,维格娜丝,4.144,★,48.6,0.88
002591,恒大高新,4.146,,0.0,0.42
002412,汉森制药,4.149,★,54.81,0.253
603156,养元饮品,4.161,,21.11,23.777
600777,新潮能源,4.166,★,141.34,0.67
600221,海航控股,4.169,★,14.85,0.433
603606,东方电缆,4.174,★,79.52,0.14
002613,北玻股份,4.187,★,0.0,0.367
601021,春秋航空,4.188,★,19.74,0.163
600707,彩虹股份,4.193,,0.0,0.837
002875,安奈儿,4.199,★,38.55,4.31
300341,麦迪电气,4.199,★,28.33,0.393
603166,福达股份,4.201,,33.03,0.257
600322,天房发展,4.201,★,24.95,0.373
300319,麦捷科技,4.201,★,47.45,0.757
600973,宝胜股份,4.202,★,40.71,0.367
600127,金健米业,4.212,★,223.46,0.44
002267,陕天然气,4.213,★,23.87,0.23
300423,鲁亿通,4.22,★,189.6,0.297
600067,冠城大通,4.221,★,13.64,0.543
000889,茂业通信,4.224,★,34.88,0.837
002263,大 东 南,4.228,★,0.0,1.713
600936,广西广电,4.228,,42.06,0.32
002096,南岭民爆,4.23,★,59.32,0.23
000927,一汽夏利,4.239,,0.0,0.52
600035,楚天高速,4.24,★,11.83,0.193
601908,京运通,4.243,,21.05,0.203
601016,节能风电,4.245,★,35.0,0.28
603611,诺力股份,4.249,★,24.23,0.303
603238,诺邦股份,4.249,★,50.8,3.877
600702,舍得酒业,4.251,★,105.01,1.193
002881,美格智能,4.273,★,93.3,14.697
002290,中科新材,4.278,★,45.51,0.577
601901,方正证券,4.279,★,30.39,0.127
000955,欣龙控股,4.287,★,0.0,1.66
603063,禾望电气,4.291,,27.08,1.743
603208,江山欧派,4.291,,25.34,0.577
600395,盘江股份,4.292,★,13.14,0.643
002172,澳洋科技,4.297,★,17.3,0.55
600467,好当家,4.306,★,71.01,0.407
603683,晶华新材,4.31,,63.0,21.91
600605,汇通能源,4.321,★,101.03,0.707
002074,国轩高科,4.327,,27.63,1.177
300432,富临精工,4.327,★,19.89,0.977
600428,中远海特,4.331,★,52.79,0.493
601968,宝钢包装,4.333,,0.0,1.113
601881,中国银河,4.335,★,23.28,2.077
603722,阿科力,4.34,,50.25,11.9
300111,向日葵,4.343,★,208.77,0.357
002197,证通电子,4.344,★,179.91,1.143
000425,徐工机械,4.345,★,29.19,1.113
600674,川投能源,4.349,★,10.81,0.18
603809,豪能股份,4.35,,21.84,5.87
300039,上海凯宝,4.35,★,19.72,0.77
600820,隧道股份,4.353,★,15.64,0.24
300324,旋极信息,4.356,★,51.69,2.093
000728,国元证券,4.356,★,27.19,0.533
603165,荣晟环保,4.362,,17.53,5.75
002485,希努尔,4.364,★,2621.31,0.323
002768,国恩股份,4.37,,34.99,2.12
002637,赞宇科技,4.37,★,34.98,0.657
600723,首商股份,4.38,★,15.83,0.17
600166,福田汽车,4.383,★,94.75,0.58
300514,友讯达,4.384,★,48.7,14.537
600488,天药股份,4.39,★,39.45,0.24
603558,健盛集团,4.391,★,33.28,0.217
002239,奥特佳,4.393,★,35.65,0.47
603277,银都股份,4.394,,25.11,2.513
600634,富控互动,4.403,★,123.99,1.14
002798,帝王洁具,4.407,★,145.88,2.907
603758,秦安股份,4.411,,25.63,2.573
300199,翰宇药业,4.412,,44.66,0.57
600835,上海机电,4.418,★,16.69,0.523
002674,兴业科技,4.42,★,61.88,0.473
002237,恒邦股份,4.433,★,22.82,1.31
600282,南钢股份,4.446,★,7.36,3.487
000601,韶能股份,4.453,,12.66,0.173
600429,三元股份,4.457,★,55.49,0.143
603607,京华激光,4.463,,36.59,6.727
002132,恒星科技,4.464,★,37.57,1.197
002807,江阴银行,4.472,★,20.54,1.89
000758,中色股份,4.473,,43.14,0.813
603585,苏利股份,4.474,,19.8,0.723
600997,开滦股份,4.474,★,21.93,0.973
603056,德邦股份,4.485,,45.48,29.177
600318,新力金融,4.485,,109.3,0.853
000619,海螺型材,4.495,,392.77,0.293
000875,吉电股份,4.498,★,0.0,0.493
000862,银星能源,4.501,★,0.0,0.797
601607,上海医药,4.513,★,17.99,0.373
601899,紫金矿业,4.515,,35.81,1.58
002250,联化科技,4.524,★,41.38,0.557
000557,西部创业,4.525,★,131.27,0.72
300583,赛托生物,4.527,★,68.36,0.757
002394,联发股份,4.528,★,13.27,0.343
603385,惠达卫浴,4.543,,22.99,1.88
002615,哈尔斯,4.545,★,21.31,0.66
603580,艾艾精工,4.547,,58.36,4.437
000591,太阳能,4.552,★,16.61,0.433
000504,南华生物,4.553,,0.0,0.697
002574,明牌珠宝,4.559,★,33.17,0.533
600876,洛阳玻璃,4.567,★,12414.66,1.613
600619,海立股份,4.568,★,34.46,0.51
002215,诺 普 信,4.576,★,18.71,1.05
300470,日机密封,4.578,,40.0,0.633
600992,贵绳股份,4.586,★,127.83,0.943
000005,世纪星源,4.597,★,0.0,0.463
600415,小商品城,4.599,★,17.95,0.14
601007,金陵饭店,4.6,★,30.35,0.547
603196,日播时尚,4.611,,40.88,3.32
600075,新疆天业,4.612,★,10.94,0.58
300272,开能环保,4.616,,37.13,0.36
002431,棕榈股份,4.622,★,46.19,0.983
600021,上海电力,4.633,★,40.2,0.153
603568,伟明环保,4.636,★,30.67,0.917
002646,青青稞酒,4.636,★,39.37,0.237
600123,兰花科创,4.636,★,9.94,1.033
603421,鼎信通讯,4.644,★,31.38,2.063
600313,农发种业,4.66,,0.0,4.867
002275,桂林三金,4.666,★,19.63,0.17
600695,绿庭投资,4.674,★,139.11,1.4
300240,飞力达,4.678,,46.54,5.627
300072,三聚环保,4.682,★,22.55,0.73
600298,安琪酵母,4.686,★,32.26,0.71
600543,莫高股份,4.686,★,87.22,0.453
000785,武汉中商,4.689,★,51.1,0.65
600606,绿地控股,4.69,★,10.9,3.803
002643,万润股份,4.694,,23.69,0.69
300221,银禧科技,4.697,★,38.65,1.08
601601,中国太保,4.705,★,25.12,0.303
000725,京东方Ａ,4.707,★,23.34,1.88
002817,黄山胶囊,4.711,,47.83,0.66
000751,锌业股份,4.713,★,41.86,0.993
000683,远兴能源,4.727,★,16.06,0.833
300264,佳创视讯,4.731,,0.0,0.887
002852,道道全,4.732,★,23.82,2.263
000931,中 关 村,4.738,★,0.0,0.573
300284,苏交科,4.752,,22.27,0.94
000679,大连友谊,4.753,★,292.26,0.313
601929,吉视传媒,4.754,★,31.01,0.54
002039,黔源电力,4.76,,10.2,0.57
002686,亿利达,4.763,★,32.65,0.287
603826,坤彩科技,4.769,,42.86,3.337
600030,中信证券,4.772,★,21.12,1.147
002535,林州重机,4.772,★,83.77,1.197
000665,湖北广电,4.774,,18.76,0.577
600312,平高电气,4.779,★,19.27,0.253
600750,江中药业,4.785,★,17.21,0.777
603380,易德龙,4.785,,31.28,2.007
000920,南方汇通,4.791,★,28.9,0.573
300463,迈克生物,4.792,★,32.21,0.533
600681,百川能源,4.795,★,24.5,0.453
002291,星期六,4.802,★,98.81,0.773
603366,日出东方,4.804,★,39.23,0.293
603808,歌力思,4.805,★,26.71,1.73
000403,ST生化,4.809,,103.58,0.227
600303,曙光股份,4.81,,10.33,1.03
002032,苏 泊 尔,4.811,★,30.54,0.32
600737,中粮糖业,4.817,★,21.84,0.36
603878,武进不锈,4.818,,26.38,1.243
000788,北大医药,4.822,★,118.34,0.503
601688,华泰证券,4.823,★,20.13,0.627
300343,联创互联,4.826,★,29.38,4.943
000417,合肥百货,4.83,★,18.07,0.333
002705,新宝股份,4.839,★,21.1,0.403
002546,新联电子,4.844,★,37.4,1.147
600496,精工钢构,4.851,★,66.26,0.577
002220,天宝食品,4.856,★,26.49,0.467
300040,九洲电气,4.857,★,20.94,1.633
603787,新日股份,4.861,,31.89,4.22
600109,国金证券,4.868,★,22.22,0.423
601872,招商轮船,4.87,★,23.1,0.087
600755,厦门国贸,4.873,★,8.38,1.073
601595,上海电影,4.874,,36.3,2.887
600058,五矿发展,4.874,★,333.89,0.343
600219,南山铝业,4.875,★,19.75,1.153
002672,东江环保,4.878,,30.63,0.76
300660,江苏雷利,4.88,★,24.59,1.553
600004,白云机场,4.884,★,21.51,0.357
600321,正源股份,4.886,★,660.07,0.343
603608,天创时尚,4.887,★,23.44,0.83
600757,长江传媒,4.891,★,12.01,0.423
600891,秋林集团,4.893,,28.3,0.463
600743,华远地产,4.894,★,13.53,0.373
603833,欧派家居,4.901,,46.96,2.727
300558,贝达药业,4.903,★,85.47,1.2
603458,勘设股份,4.909,,23.72,5.603
600740,山西焦化,4.912,,139.63,10.957
300133,华策影视,4.913,,55.12,2.387
603037,凯众股份,4.922,★,22.15,0.697
000752,西藏发展,4.93,★,279.45,0.853
000850,华茂股份,4.935,★,127.26,0.283
000017,深中华A,4.946,★,0.0,1.373
603901,永创智能,4.946,,47.34,0.73
000030,富奥股份,4.946,★,11.5,0.26
000890,法 尔 胜,4.946,★,96.25,0.267
300234,开尔新材,4.958,★,899.3,1.14
600063,皖维高新,4.958,★,43.93,0.463
002248,*ST东数,4.965,,0.0,0.95
002133,广宇集团,4.972,★,19.99,0.527
600128,弘业股份,4.975,★,282.41,0.79
601933,永辉超市,4.978,★,54.28,0.677
002690,美亚光电,4.979,★,36.42,1.077
300648,星云股份,4.979,★,61.91,5.143
000538,云南白药,4.985,★,29.58,0.25
600909,华安证券,4.989,★,34.06,0.69
000573,粤宏远Ａ,4.993,★,41.86,0.483
603630,拉芳家化,4.994,★,31.14,1.843
603363,傲农生物,4.998,,62.47,19.073
600340,华夏幸福,4.998,★,13.65,0.997
600988,赤峰黄金,4.999,,39.48,2.227
002532,新界泵业,5.0,★,18.8,2.113
000301,东方市场,5.002,,29.52,1.717
000976,华铁股份,5.012,★,45.38,0.707
603991,至正股份,5.017,,63.62,2.49
603033,三维股份,5.018,★,60.27,2.323
002031,巨轮智能,5.028,★,112.4,0.64
600493,凤竹纺织,5.03,★,89.23,0.583
300031,宝通科技,5.037,,28.6,1.38
