,ts_code,name,industry,turnover_rate,turnover_rate_f
1112,002651.SZ,利君股份,专用机械,1.375,2.217
2774,600775.SH,南京熊猫,通信设备,1.3659,2.7868
2709,600706.SH,曲江文旅,旅游服务,1.3603,2.9024
1539,300155.SZ,安居宝,元器件,1.3577,1.9857
2176,600072.SH,中船科技,船舶,1.3529,1.8801
3152,603040.SH,新坐标,机械基件,1.3452,1.3452
1554,300170.SZ,汉得信息,软件服务,1.3443,1.3977
3308,603385.SH,惠达卫浴,家居用品,1.3427,2.3328
2749,600747.SH,ST大控,多元金融,1.3408,1.5112
1179,002721.SZ,金一文化,服饰,1.3387,2.1119
2778,600779.SH,水井坊,白酒,1.3359,2.2157
2053,300679.SZ,电连技术,元器件,1.3359,1.7728
2178,600074.SH,*ST保千,电脑设备,1.3313,1.3313
3133,603019.SH,中科曙光,电脑设备,1.3274,1.7872
1095,002634.SZ,棒杰股份,服饰,1.3262,1.732
2089,300717.SZ,华信新材,塑料,1.3255,1.6925
3135,603021.SH,山东华鹏,玻璃,1.3226,2.0083
1687,300304.SZ,云意电气,汽车配件,1.3217,2.3067
3216,603178.SH,圣龙股份,汽车配件,1.3217,1.3217
1137,002676.SZ,顺威股份,塑料,1.3215,2.07
2050,300676.SZ,华大基因,医疗保健,1.319,2.2006
641,002178.SZ,延华智能,建筑施工,1.3188,2.0751
634,002171.SZ,楚江新材,铜,1.3168,2.271
1157,002696.SZ,百洋股份,渔业,1.31,1.5048
2229,600129.SH,太极集团,中成药,1.3096,2.2996
2233,600133.SH,东湖高新,园区开发,1.3063,1.3994
1612,300229.SZ,拓尔思,软件服务,1.2994,2.6566
3313,603393.SH,新天然气,供气供热,1.2966,1.4153
1046,002585.SZ,双星新材,塑料,1.2929,1.6914
1590,300207.SZ,欣旺达,元器件,1.2888,2.2217
627,002164.SZ,宁波东力,电气设备,1.2887,2.1782
594,002131.SZ,利欧股份,互联网,1.2842,1.4574
1136,002675.SZ,东诚药业,化学制药,1.2834,1.6528
497,002034.SZ,旺能环境,环境保护,1.2785,2.3076
1673,300290.SZ,荣科科技,软件服务,1.2767,2.6534
1177,002718.SZ,友邦吊顶,家居用品,1.2761,1.3472
27,000032.SZ,深桑达A,元器件,1.2727,2.1951
3311,603388.SH,元成股份,建筑施工,1.2693,1.2693
565,002102.SZ,ST冠福,化学制药,1.2693,1.704
1633,300250.SZ,初灵信息,软件服务,1.2685,1.46
472,002009.SZ,天奇股份,工程机械,1.2662,1.1985
160,000572.SZ,海马汽车,汽车整车,1.2627,1.9279
1050,002589.SZ,瑞康医药,医药商业,1.2618,1.4489
1686,300303.SZ,聚飞光电,半导体,1.258,1.746
1181,002723.SZ,金莱特,家用电器,1.2567,3.7387
2197,600095.SH,哈高科,区域地产,1.2513,1.4911
1666,300283.SZ,温州宏丰,电气设备,1.2511,1.7934
1654,300271.SZ,华宇软件,软件服务,1.2498,1.34
1153,002692.SZ,睿康股份,电气设备,1.2462,3.1314
3178,603090.SH,宏盛股份,专用机械,1.2409,1.2409
2724,600722.SH,金牛化工,化工原料,1.2387,2.8178
2183,600079.SH,人福医药,化学制药,1.2385,1.6633
1030,002569.SZ,步森股份,服饰,1.2354,1.7625
3120,603005.SH,晶方科技,半导体,1.2346,1.8108
633,002170.SZ,芭田股份,农药化肥,1.234,1.5882
2750,600748.SH,上实发展,全国地产,1.2338,3.4746
636,002173.SZ,创新医疗,医疗保健,1.2331,2.0913
37,000045.SZ,深纺织A,纺织,1.2319,2.7221
1002,002541.SZ,鸿路钢构,钢加工,1.2293,1.793
481,002018.SZ,*ST华信,农药化肥,1.2283,3.1319
2618,600603.SH,广汇物流,仓储物流,1.2238,1.617
2211,600110.SH,诺德股份,电气设备,1.2204,1.3419
1699,300316.SZ,晶盛机电,专用机械,1.2191,2.5915
1545,300161.SZ,华中数控,机床制造,1.2189,1.5162
1636,300253.SZ,卫宁健康,软件服务,1.2163,1.4039
3199,603131.SH,上海沪工,专用机械,1.2138,1.2138
631,002168.SZ,深圳惠程,电气设备,1.2137,1.4013
2066,300692.SZ,中环环保,环境保护,1.2104,2.3034
1553,300169.SZ,天晟新材,塑料,1.2099,1.4121
1138,002677.SZ,浙江美大,家用电器,1.2048,1.7103
1118,002657.SZ,中科金财,软件服务,1.2035,1.4196
3140,603027.SH,千禾味业,食品,1.2019,1.2497
3176,603088.SH,宁波精达,专用机械,1.2014,3.2375
563,002100.SZ,天康生物,饲料,1.1985,2.607
156,000567.SZ,海德股份,多元金融,1.1962,1.6584
587,002124.SZ,天邦股份,饲料,1.1923,1.7855
2172,600068.SH,葛洲坝,建筑施工,1.1889,2.0618
121,000526.SZ,紫光学大,文教休闲,1.1853,2.0543
3123,603008.SH,喜临门,家居用品,1.1791,1.2754
521,002058.SZ,威尔泰,电器仪表,1.1743,1.7827
1069,002608.SZ,江苏国信,火力发电,1.1728,1.2343
988,002527.SZ,新时达,电器仪表,1.1723,1.4715
2239,600141.SH,兴发集团,化工原料,1.1712,1.8886
1087,002626.SZ,金达威,食品,1.1699,3.0579
1104,002643.SZ,万润股份,化工原料,1.1648,2.1085
179,000600.SZ,建投能源,火力发电,1.1586,2.0515
996,002535.SZ,林州重机,工程机械,1.1528,1.355
614,002151.SZ,北斗星通,通信设备,1.1524,1.2607
1562,300178.SZ,腾邦国际,旅游服务,1.1493,1.9949
2043,300669.SZ,沪宁股份,机械基件,1.147,1.147
639,002176.SZ,江特电机,电气设备,1.1439,1.3684
2047,300673.SZ,佩蒂股份,饲料,1.1407,1.1407
536,002073.SZ,软控股份,软件服务,1.1397,1.2194
1646,300263.SZ,隆华科技,专用机械,1.1392,1.6435
2731,600729.SH,重庆百货,百货,1.138,2.0713
2142,600026.SH,中远海能,水运,1.1361,2.5924
3131,603017.SH,中衡设计,建筑施工,1.1329,2.0251
1549,300165.SZ,天瑞仪器,电器仪表,1.1324,1.3293
3126,603011.SH,合锻智能,机床制造,1.1319,2.4664
3175,603086.SH,先达股份,农药化肥,1.1308,2.081
554,002091.SZ,江苏国泰,商贸代理,1.1288,1.503
1674,300291.SZ,华录百纳,影视音像,1.1277,1.8324
2771,600771.SH,广誉远,中成药,1.1148,1.3575
2057,300683.SZ,海特生物,生物制药,1.1134,1.1134
1638,300255.SZ,常山药业,生物制药,1.1133,1.7543
510,002047.SZ,宝鹰股份,装修装饰,1.1088,2.0332
1055,002594.SZ,比亚迪,汽车整车,1.1066,1.5971
172,000592.SZ,平潭发展,林业,1.1036,1.5432
2085,300712.SZ,永福股份,建筑施工,1.1031,1.2729
3256,603286.SH,日盈电子,汽车配件,1.1013,1.3233
1017,002556.SZ,辉隆股份,其他商业,1.0992,1.883
506,002043.SZ,兔宝宝,其他建材,1.0942,1.6346
2754,600753.SH,东方银星,批发业,1.0924,2.9525
3317,603416.SH,信捷电气,电气设备,1.0911,1.0911
2714,600712.SH,南宁百货,百货,1.0902,1.4375
1130,002669.SZ,康达新材,化工原料,1.0896,1.6444
55,000078.SZ,海王生物,生物制药,1.0848,1.433
1634,300251.SZ,光线传媒,影视音像,1.0838,3.3842
3262,603300.SH,华铁科技,钢加工,1.0804,1.5537
1627,300244.SZ,迪安诊断,医疗保健,1.0758,1.293
1038,002577.SZ,雷柏科技,电脑设备,1.075,2.8856
2650,600640.SH,号百控股,酒店餐饮,1.0715,2.5922
1076,002615.SZ,哈尔斯,家居用品,1.0687,1.565
31,000037.SZ,深南电A,火力发电,1.0633,1.8006
2607,600592.SH,龙溪股份,机械基件,1.0628,1.71
602,002139.SZ,拓邦股份,元器件,1.0627,1.1495
479,002016.SZ,世荣兆业,区域地产,1.0596,3.4714
1577,300194.SZ,福安药业,化学制药,1.0578,1.1536
1564,300180.SZ,华峰超纤,化纤,1.0502,1.3611
1689,300306.SZ,远方信息,电器仪表,1.0484,1.4712
2608,600593.SH,大连圣亚,旅游服务,1.0397,1.6702
2710,600707.SH,彩虹股份,元器件,1.0386,1.2486
2723,600721.SH,百花村,生物制药,1.038,1.6181
3290,603345.SH,安井食品,食品,1.0324,1.282
1652,300269.SZ,联建光电,半导体,1.0323,1.4302
637,002174.SZ,游族网络,互联网,1.0285,1.5127
2761,600760.SH,中航沈飞,航空,1.0255,1.2223
3146,603033.SH,三维股份,橡胶,1.0251,1.0251
1047,002586.SZ,围海股份,建筑施工,1.0199,1.8879
475,002012.SZ,凯恩股份,造纸,1.0141,1.2308
1525,300141.SZ,和顺电气,电气设备,1.0138,1.6018
3207,603159.SH,上海亚虹,专用机械,1.012,1.012
3160,603058.SH,永吉股份,广告包装,1.0104,2.076
1703,300320.SZ,海达股份,橡胶,1.0075,1.3825
993,002532.SZ,新界泵业,农用机械,1.0056,1.8651
1119,002658.SZ,雪迪龙,环境保护,1.0017,1.4559
1588,300205.SZ,天喻信息,元器件,1.0,1.9642
1093,002632.SZ,道明光学,化工原料,0.9955,2.3393
1643,300260.SZ,新莱应材,机械基件,0.9944,2.1143
3192,603117.SH,万林股份,仓储物流,0.9931,1.6343
3193,603118.SH,共进股份,通信设备,0.9923,2.0409
2111,300741.SZ,华宝股份,食品,0.9906,0.9906
2064,300690.SZ,双一科技,电气设备,0.9885,1.3955
3137,603023.SH,威帝股份,汽车配件,0.9857,2.5475
3197,603128.SH,华贸物流,仓储物流,0.9801,1.7625
987,002526.SZ,山东矿机,工程机械,0.9772,1.2951
2127,600008.SH,首创股份,环境保护,0.9742,2.1327
2182,600078.SH,澄星股份,化工原料,0.973,1.6718
3,000005.SZ,世纪星源,房产服务,0.9721,1.2433
1613,300230.SZ,永利股份,塑料,0.9673,1.1679
493,002030.SZ,达安基因,生物制药,0.9627,1.4373
151,000561.SZ,烽火电子,通信设备,0.9622,2.1701
485,002022.SZ,科华生物,医疗保健,0.9574,1.2449
1012,002551.SZ,尚荣医疗,医疗保健,0.9542,1.2568
1671,300288.SZ,朗玛信息,软件服务,0.9532,1.2443
3121,603006.SH,联明股份,汽车配件,0.9509,0.9728
613,002150.SZ,通润装备,机械基件,0.9497,2.1745
40,000049.SZ,德赛电池,电气设备,0.9495,1.7336
1700,300317.SZ,珈伟新能,半导体,0.9463,2.4319
1651,300268.SZ,佳沃股份,农业综合,0.9457,1.0005
2752,600750.SH,江中药业,中成药,0.9413,1.6523
2056,300682.SZ,朗新科技,软件服务,0.9392,2.1126
186,000609.SZ,中迪投资,区域地产,0.9391,1.3231
2740,600738.SH,兰州民百,百货,0.939,1.3563
2207,600106.SH,重庆路桥,路桥,0.936,1.3156
3243,603232.SH,格尔软件,软件服务,0.9355,1.3499
3205,603157.SH,拉夏贝尔,服饰,0.9339,0.9339
469,002006.SZ,精功科技,专用机械,0.9328,1.5027
550,002087.SZ,新野纺织,纺织,0.9328,1.2837
645,002182.SZ,云海金属,小金属,0.9316,1.0524
1679,300296.SZ,利亚德,半导体,0.9313,1.0545
1151,002690.SZ,美亚光电,专用机械,0.9291,1.3608
1529,300145.SZ,中金环境,专用机械,0.9288,1.0835
640,002177.SZ,御银股份,电脑设备,0.9282,0.9878
2221,600120.SH,浙江东方,商贸代理,0.9251,1.6431
555,002092.SZ,中泰化学,化工原料,0.9246,1.4224
1070,002609.SZ,捷顺科技,软件服务,0.9233,1.2496
1720,300337.SZ,银邦股份,铝,0.9232,1.9579
153,000564.SZ,供销大集,百货,0.9212,1.5861
1015,002554.SZ,惠博普,石油开采,0.9184,1.0353
558,002095.SZ,生意宝,互联网,0.9179,2.0897
1609,300226.SZ,上海钢联,互联网,0.9171,1.2465
1704,300321.SZ,同大股份,塑料,0.9162,2.0379
562,002099.SZ,海翔药业,化学制药,0.9139,1.6219
1058,002597.SZ,金禾实业,化工原料,0.9131,1.6717
1142,002681.SZ,奋达科技,家用电器,0.9114,1.5486
1072,002611.SZ,东方精工,轻工机械,0.9098,1.1346
1120,002659.SZ,凯文教育,文教休闲,0.9064,0.9444
1173,002714.SZ,牧原股份,农业综合,0.906,1.7998
1031,002570.SZ,*ST因美,乳制品,0.9035,1.9245
3187,603108.SH,润达医疗,医药商业,0.9026,1.3788
989,002528.SZ,英飞拓,电脑设备,0.9008,1.7282
451,000988.SZ,华工科技,电器仪表,0.9002,1.331
2214,600113.SH,浙江东日,区域地产,0.8965,1.7566
2769,600769.SH,祥龙电业,建筑施工,0.8936,1.215
1537,300153.SZ,科泰电源,电气设备,0.8929,1.7656
3261,603299.SH,井神股份,化工原料,0.8925,0.8925
1688,300305.SZ,裕兴股份,塑料,0.8886,1.1126
498,002035.SZ,华帝股份,家用电器,0.8827,1.0797
2770,600770.SH,综艺股份,综合类,0.8815,1.6437
1637,300254.SZ,仟源医药,化学制药,0.8808,1.0012
122,000528.SZ,柳工,工程机械,0.8799,1.3533
3219,603181.SH,皇马科技,化工原料,0.8769,1.1275
1659,300276.SZ,三丰智能,专用机械,0.8769,1.2032
2088,300716.SZ,国立科技,塑料,0.8764,1.4291
1013,002552.SZ,*ST宝鼎,机械基件,0.8744,2.2191
144,000553.SZ,沙隆达A,农药化肥,0.8733,1.7126
1025,002564.SZ,天沃科技,化工机械,0.8703,0.9514
79,000407.SZ,胜利股份,供气供热,0.8627,1.061
3230,603200.SH,上海洗霸,环境保护,0.8559,0.8586
3132,603018.SH,中设集团,建筑施工,0.8509,0.8963
3278,603323.SH,吴江银行,银行,0.8493,0.8493
2046,300672.SZ,国科微,半导体,0.8479,1.2925
3213,603168.SH,莎普爱思,化学制药,0.8478,1.8526
107,000507.SZ,珠海港,港口,0.8464,1.1501
586,002123.SZ,梦网集团,互联网,0.8457,1.0885
123,000529.SZ,广弘控股,食品,0.8445,1.8561
180,000601.SZ,韶能股份,水力发电,0.8426,1.343
1721,300338.SZ,开元股份,电器仪表,0.8409,0.9779
2636,600622.SH,光大嘉宝,区域地产,0.8388,1.404
1601,300218.SZ,安利股份,塑料,0.8382,1.9744
530,002067.SZ,景兴纸业,造纸,0.8376,0.8778
490,002027.SZ,分众传媒,影视音像,0.8343,0.8343
1647,300264.SZ,佳创视讯,通信设备,0.8341,0.9062
2603,600587.SH,新华医疗,医疗保健,0.833,1.173
491,002028.SZ,思源电气,电气设备,0.8287,1.1362
2597,600581.SH,八一钢铁,普钢,0.8256,1.652
3151,603039.SH,泛微网络,软件服务,0.8255,0.9472
54,000070.SZ,特发信息,通信设备,0.8254,1.5535
69,000159.SZ,国际实业,石油贸易,0.824,1.1712
1629,300246.SZ,宝莱特,医疗保健,0.8239,0.9737
2628,600614.SH,鹏起科技,综合类,0.8235,1.4436
192,000616.SZ,海航投资,全国地产,0.8225,1.0444
147,000557.SZ,西部创业,铁路,0.8219,0.8219
2158,600053.SH,九鼎投资,多元金融,0.8196,3.0961
994,002533.SZ,金杯电工,电气设备,0.8174,1.1357
136,000544.SZ,中原环保,环境保护,0.8132,1.3917
3141,603028.SH,赛福天,钢加工,0.8124,0.9483
1059,002598.SZ,山东章鼓,机械基件,0.8104,1.2981
518,002055.SZ,得润电子,元器件,0.8083,1.3617
3150,603038.SH,华立股份,装修装饰,0.805,1.2827
1062,002601.SZ,龙蟒佰利,化工原料,0.804,0.9337
1100,002639.SZ,雪人股份,专用机械,0.802,0.9825
2653,600643.SH,爱建集团,多元金融,0.8015,1.2876
519,002056.SZ,横店东磁,元器件,0.8012,1.8137
3153,603041.SH,美思德,化工原料,0.8,1.1433
2238,600139.SH,西部资源,汽车整车,0.7978,1.3389
1085,002624.SZ,完美世界,影视音像,0.7931,1.0747
1061,002600.SZ,领益智造,元器件,0.7924,0.8393
1527,300143.SZ,星普医科,医疗保健,0.7923,1.1138
1140,002679.SZ,福建金森,林业,0.7919,2.6678
3122,603007.SH,花王股份,建筑施工,0.7917,1.3319
1571,300188.SZ,美亚柏科,软件服务,0.7902,1.0343
1043,002582.SZ,好想你,食品,0.7888,1.0275
2688,600684.SH,珠江实业,全国地产,0.7873,1.2229
999,002538.SZ,司尔特,农药化肥,0.7835,1.2777
1600,300217.SZ,东方电热,电器仪表,0.7814,0.9153
2759,600758.SH,红阳能源,煤炭开采,0.7682,1.1966
109,000510.SZ,金路集团,化工原料,0.7678,0.9008
1027,002566.SZ,益盛药业,中成药,0.7645,0.9854
171,000591.SZ,太阳能,新型电力,0.762,0.7904
572,002109.SZ,兴化股份,化工原料,0.7606,1.2852
2696,600692.SH,亚通股份,房产服务,0.7605,0.8168
2234,600135.SH,乐凯胶片,化工原料,0.7601,1.1536
2762,600761.SH,安徽合力,工程机械,0.7596,1.3355
1632,300249.SZ,依米康,软件服务,0.7584,1.0182
3276,603321.SH,梅轮电梯,运输设备,0.7527,0.9283
64,000153.SZ,丰原药业,化学制药,0.7463,1.073
3155,603043.SH,广州酒家,食品,0.7463,0.7463
3204,603156.SH,养元饮品,软饮料,0.7458,0.7586
135,000543.SZ,皖能电力,火力发电,0.7432,1.3539
553,002090.SZ,金智科技,软件服务,0.7426,1.2486
2177,600073.SH,上海梅林,食品,0.7411,1.1913
83,000411.SZ,英特集团,医药商业,0.7398,1.6326
2169,600064.SH,南京高科,园区开发,0.7387,1.1319
2609,600594.SH,益佰制药,中成药,0.7376,0.9632
1696,300313.SZ,天山生物,农业综合,0.7353,1.4395
1064,002603.SZ,以岭药业,中成药,0.7351,1.2871
2152,600038.SH,中直股份,航空,0.7348,1.828
453,000990.SZ,诚志股份,化工原料,0.7336,1.1833
1644,300261.SZ,雅本化学,农药化肥,0.7333,1.78
2642,600630.SH,龙头股份,纺织,0.7309,1.0454
2593,600577.SH,精达股份,电气设备,0.7296,1.0903
3297,603360.SH,百傲化学,化工原料,0.7282,0.838
2215,600114.SH,东睦股份,机械基件,0.7247,0.9385
2600,600584.SH,长电科技,半导体,0.7232,0.8623
1531,300147.SZ,香雪制药,中成药,0.7211,1.1477
1032,002571.SZ,德力股份,玻璃,0.7211,0.9499
3189,603111.SH,康尼机电,运输设备,0.7195,0.8874
455,000995.SZ,*ST皇台,白酒,0.7172,1.0785
145,000554.SZ,泰山石油,石油贸易,0.7121,0.7121
593,002130.SZ,沃尔核材,电气设备,0.7116,0.7743
2781,600782.SH,新钢股份,普钢,0.7093,1.5966
1713,300330.SZ,华虹计通,软件服务,0.7064,1.0215
1664,300281.SZ,金明精机,专用机械,0.706,0.9052
551,002088.SZ,鲁阳节能,矿物制品,0.7033,0.7615
478,002015.SZ,霞客环保,化纤,0.7028,0.9899
2059,300685.SZ,艾德生物,生物制药,0.7006,1.0565
1568,300184.SZ,力源信息,元器件,0.6977,0.7546
3295,603358.SH,华达科技,汽车配件,0.6976,1.0419
1665,300282.SZ,三盛教育,文教休闲,0.6957,1.0662
2760,600759.SH,洲际油气,石油开采,0.6951,1.1977
991,002530.SZ,金财互联,专用机械,0.6908,1.0489
1676,300293.SZ,蓝英装备,专用机械,0.6861,2.2015
154,000565.SZ,渝三峡A,染料涂料,0.685,1.1522
2082,300709.SZ,精研科技,元器件,0.6845,0.8844
3127,603012.SH,创力集团,专用机械,0.6834,1.0824
1113,002652.SZ,扬子新材,其他建材,0.6827,1.4893
1558,300174.SZ,元力股份,化工原料,0.6827,1.5444
1715,300332.SZ,天壕环境,环境保护,0.6818,1.0369
1615,300232.SZ,洲明科技,半导体,0.6817,0.9212
2776,600777.SH,新潮能源,综合类,0.6817,0.7616
140,000548.SZ,湖南投资,路桥,0.6814,1.0067
2237,600138.SH,中青旅,旅游服务,0.6809,0.9465
2722,600720.SH,祁连山,水泥,0.6807,0.9081
2141,600025.SH,华能水电,水力发电,0.6788,0.6788
2790,600793.SH,宜宾纸业,造纸,0.6765,1.4655
1084,002623.SZ,亚玛顿,玻璃,0.6763,1.402
1073,002612.SZ,朗姿股份,服饰,0.676,0.9315
580,002117.SZ,东港股份,广告包装,0.6737,1.0233
526,002063.SZ,远光软件,软件服务,0.6706,0.8366
3143,603030.SH,全筑股份,装修装饰,0.6699,1.4293
1156,002695.SZ,煌上煌,食品,0.6695,1.6869
1018,002557.SZ,洽洽食品,食品,0.6645,1.5566
1589,300206.SZ,理邦仪器,医疗保健,0.6634,0.8661
1039,002578.SZ,闽发铝业,铝,0.6632,0.8635
99,000488.SZ,晨鸣纸业,造纸,0.6615,0.9012
2756,600755.SH,厦门国贸,商贸代理,0.6603,0.9823
471,002008.SZ,大族激光,电器仪表,0.6603,0.8126
1722,300339.SZ,润和软件,软件服务,0.6603,1.1324
520,002057.SZ,中钢天源,元器件,0.6573,0.9668
2753,600751.SH,海航科技,水运,0.6571,0.9918
2683,600679.SH,上海凤凰,文教休闲,0.6571,1.8138
2224,600123.SH,兰花科创,煤炭开采,0.6548,1.193
1077,002616.SZ,长青集团,环境保护,0.654,1.1204
141,000550.SZ,江铃汽车,汽车整车,0.6533,2.062
2732,600730.SH,中国高科,综合类,0.6524,0.8158
1048,002587.SZ,奥拓电子,元器件,0.6482,0.7382
537,002074.SZ,国轩高科,电气设备,0.6476,0.7559
23,000028.SZ,国药一致,医药商业,0.6467,1.6205
174,000595.SZ,宝塔实业,机械基件,0.6448,1.3941
2222,600121.SH,郑州煤电,煤炭开采,0.6442,1.7808
3270,603313.SH,梦百合,家居用品,0.6435,0.7532
2763,600763.SH,通策医疗,医疗保健,0.6434,1.0959
142,000551.SZ,创元科技,专用机械,0.6426,0.9848
1034,002573.SZ,清新环境,环境保护,0.6425,1.1771
460,001696.SZ,宗申动力,摩托车,0.642,0.846
2613,600598.SH,北大荒,种植业,0.6419,1.7903
129,000536.SZ,华映科技,元器件,0.6407,1.0075
1006,002545.SZ,东方铁塔,钢加工,0.6392,1.6077
2236,600137.SH,浪莎股份,服饰,0.6378,1.7018
2686,600682.SH,南京新百,百货,0.6375,1.0436
1101,002640.SZ,跨境通,服饰,0.6371,0.8848
3316,603399.SH,吉翔股份,小金属,0.6367,0.9678
3179,603096.SH,新经典,出版业,0.6357,0.8389
629,002166.SZ,莱茵生物,中成药,0.6348,0.7651
588,002125.SZ,湘潭电化,化工原料,0.6347,1.2218
2627,600613.SH,神奇制药,中成药,0.6339,1.7891
3234,603218.SH,日月股份,工程机械,0.6339,0.9425
1620,300237.SZ,美晨生态,建筑施工,0.6338,1.205
1550,300166.SZ,东方国信,软件服务,0.6305,0.6967
1000,002539.SZ,云图控股,农药化肥,0.63,0.8007
2227,600127.SH,金健米业,农业综合,0.6289,0.8304
3267,603308.SH,应流股份,专用机械,0.6275,1.0409
1574,300191.SZ,潜能恒信,石油开采,0.6271,1.0825
1123,002662.SZ,京威股份,汽车配件,0.6258,2.0713
458,000998.SZ,隆平高科,种植业,0.6243,0.7843
542,002079.SZ,苏州固锝,半导体,0.6236,1.0463
1556,300172.SZ,中电环保,环境保护,0.6216,0.7106
1684,300301.SZ,长方集团,半导体,0.6194,0.888
2065,300691.SZ,联合光电,元器件,0.6183,0.6183
2240,600143.SH,金发科技,塑料,0.618,0.858
2,000004.SZ,国农科技,生物制药,0.6143,1.005
1710,300327.SZ,中颖电子,半导体,0.6105,0.9236
1711,300328.SZ,宜安科技,铝,0.6101,1.1597
175,000596.SZ,古井贡酒,白酒,0.6065,2.0736
165,000584.SZ,哈工智能,化纤,0.6046,0.8637
2698,600694.SH,大商股份,百货,0.6025,1.1814
1543,300159.SZ,新研股份,农用机械,0.6025,0.7102
577,002114.SZ,罗平锌电,铅锌,0.6024,1.1367
1538,300154.SZ,瑞凌股份,元器件,0.6017,1.2931
465,002002.SZ,鸿达兴业,化工原料,0.6013,1.2003
1176,002717.SZ,岭南股份,环境保护,0.599,0.7186
2615,600600.SH,青岛啤酒,啤酒,0.5974,1.4298
1535,300151.SZ,昌红科技,机械基件,0.5973,0.7928
1570,300187.SZ,永清环保,环境保护,0.5968,1.8515
3236,603222.SH,济民制药,化学制药,0.5946,1.6361
589,002126.SZ,银轮股份,汽车配件,0.5939,0.6636
1672,300289.SZ,利德曼,生物制药,0.5917,1.095
598,002135.SZ,东南网架,建筑施工,0.5904,0.9588
2137,600020.SH,中原高速,路桥,0.5903,1.495
447,000982.SZ,*ST中绒,纺织,0.5878,1.142
1697,300314.SZ,戴维医疗,医疗保健,0.5867,1.1564
1628,300245.SZ,天玑科技,软件服务,0.5848,0.5909
997,002536.SZ,西泵股份,汽车配件,0.5843,0.9899
1005,002544.SZ,杰赛科技,软件服务,0.5816,0.9876
61,000100.SZ,TCL集团,家用电器,0.5785,0.6903
1014,002553.SZ,南方轴承,汽车配件,0.578,0.7986
1167,002707.SZ,众信旅游,旅游服务,0.5774,0.6859
488,002025.SZ,航天电器,元器件,0.5767,1.0582
1115,002654.SZ,万润科技,半导体,0.575,0.805
1592,300209.SZ,天泽信息,软件服务,0.5738,1.2504
2661,600652.SH,游久游戏,互联网,0.5738,0.9626
2188,600084.SH,中葡股份,红黄药酒,0.5731,1.0545
81,000409.SZ,*ST地矿,综合类,0.5649,0.6742
2592,600576.SH,祥源文化,影视音像,0.5649,1.0591
1016,002555.SZ,三七互娱,互联网,0.5641,1.2365
1560,300176.SZ,鸿特科技,汽车配件,0.5591,0.8842
95,000426.SZ,兴业矿业,铅锌,0.5586,1.148
1660,300277.SZ,海联讯,软件服务,0.5584,1.3463
1074,002613.SZ,北玻股份,专用机械,0.5579,0.7821
43,000056.SZ,皇庭国际,房产服务,0.5552,1.6577
146,000555.SZ,神州信息,软件服务,0.5549,1.6021
570,002107.SZ,沃华医药,中成药,0.5534,1.1512
3274,603319.SH,湘油泵,汽车配件,0.5533,0.558
601,002138.SZ,顺络电子,元器件,0.5526,0.6429
448,000983.SZ,西山煤电,煤炭开采,0.5471,1.1997
3149,603037.SH,凯众股份,汽车配件,0.5469,0.6559
1706,300323.SZ,华灿光电,半导体,0.5464,1.0478
2195,600093.SH,易见股份,仓储物流,0.5453,1.6785
97,000429.SZ,粤高速A,路桥,0.5426,0.6961
1106,002645.SZ,华宏科技,专用机械,0.5424,1.5993
2717,600715.SH,文投控股,影视音像,0.5423,1.3379
1681,300298.SZ,三诺生物,医疗保健,0.542,0.9605
2181,600077.SH,宋都股份,全国地产,0.5416,1.0673
454,000993.SZ,闽东电力,水力发电,0.5409,1.156
26,000031.SZ,中粮地产,全国地产,0.5375,1.0193
1603,300220.SZ,金运激光,元器件,0.5362,1.1574
1162,002701.SZ,奥瑞金,广告包装,0.5361,0.8286
560,002097.SZ,山河智能,工程机械,0.5349,0.58
1075,002614.SZ,奥佳华,医疗保健,0.5321,0.6606
3288,603338.SH,浙江鼎力,专用机械,0.5305,1.4726
569,002106.SZ,莱宝高科,元器件,0.5299,0.7388
84,000413.SZ,东旭光电,元器件,0.5294,0.5957
1542,300158.SZ,振东制药,中成药,0.5288,0.9814
597,002134.SZ,天津普林,元器件,0.5274,0.9863
541,002078.SZ,太阳纸业,造纸,0.5261,1.0142
148,000558.SZ,莱茵体育,文教休闲,0.5253,1.1393
1054,002593.SZ,日上集团,汽车配件,0.5249,0.8392
1020,002559.SZ,亚威股份,机床制造,0.5247,0.6307
2783,600784.SH,鲁银投资,普钢,0.5238,0.6595
1044,002583.SZ,海能达,通信设备,0.5238,0.6917
3223,603188.SH,亚邦股份,染料涂料,0.5235,0.7856
1051,002590.SZ,万安科技,汽车配件,0.5234,1.1588
568,002105.SZ,信隆健康,文教休闲,0.523,1.0174
2146,600030.SH,中信证券,证券,0.522,0.6555
131,000538.SZ,云南白药,中成药,0.5216,1.3346
591,002128.SZ,露天煤业,煤炭开采,0.5211,1.4872
1626,300243.SZ,瑞丰高材,化工原料,0.521,0.7497
1544,300160.SZ,秀强股份,玻璃,0.5202,0.9681
1035,002574.SZ,明牌珠宝,服饰,0.5199,1.1036
3169,603078.SH,江化微,化工原料,0.5196,0.6732
2773,600774.SH,汉商集团,百货,0.5186,1.4841
82,000410.SZ,沈阳机床,机床制造,0.5171,0.7201
511,002048.SZ,宁波华翔,汽车配件,0.5162,0.6548
505,002042.SZ,华孚时尚,纺织,0.5155,0.9705
