,ts_code,name,industry,COL_EIGEN_SLOPE_0,COL_EIGEN_SLOPE_1,COL_EIGEN_SLOPE_DIFF,COL_DAILY_LIMIT_COUNT,circ_mv
3275,603269.SH,海鸥股份,机械基件,2.42,1.86,0.56,0.0,61919.1314
1736,300347.SZ,泰格医药,医疗保健,3.37,2.82,0.55,0.0,2288961.0771
2770,600755.SH,厦门国贸,商贸代理,1.84,1.29,0.55,0.0,1667338.1697
2747,600731.SH,湖南海利,农药化肥,1.39,0.84,0.55,0.0,181292.4799
1395,300004.SZ,南风股份,电气设备,2.45,1.9,0.55,0.0,214003.9598
3288,603305.SH,旭升股份,汽车配件,6.79,6.24,0.55,1.0,235972.8401
2049,300669.SZ,沪宁股份,机械基件,1.36,0.82,0.54,0.0,52993.4
1382,002941.SZ,新疆交建,建筑施工,4.97,4.43,0.54,1.0,245440.0
1122,002662.SZ,京威股份,汽车配件,2.95,2.41,0.54,1.0,744075.261
3569,603958.SH,哈森股份,服饰,1.52,0.99,0.53,0.0,60587.0783
2422,600336.SH,澳柯玛,家用电器,1.45,0.92,0.53,0.0,333213.3464
3509,603826.SH,坤彩科技,染料涂料,1.88,1.35,0.53,0.0,337992.3084
2626,600597.SH,光明乳业,乳制品,1.91,1.39,0.52,0.0,1214507.5929
476,002014.SZ,永新股份,塑料,1.47,0.95,0.52,0.0,379224.0231
712,002250.SZ,联化科技,化工原料,1.85,1.33,0.52,0.0,1089943.8186
95,000428.SZ,华天酒店,酒店餐饮,1.89,1.39,0.5,0.0,346420.713
406,000929.SZ,兰州黄河,啤酒,1.55,1.06,0.49,0.0,146560.0819
3436,603676.SH,卫信康,化学制药,4.31,3.84,0.47,1.0,93457.993
2157,600026.SH,中远海能,水运,2.65,2.18,0.47,0.0,1685396.2424
3477,603758.SH,秦安股份,汽车配件,3.24,2.77,0.47,0.0,97187.1846
1222,002768.SZ,国恩股份,塑料,1.83,1.37,0.46,1.0,653760.0
2859,600856.SH,中天能源,供气供热,5.18,4.72,0.46,2.0,664993.9182
1347,002902.SZ,铭普光磁,元器件,3.25,2.79,0.46,1.0,213572.625
2728,600712.SH,南宁百货,百货,2.29,1.83,0.46,0.0,256068.7101
3311,603337.SH,杰克股份,纺织机械,1.56,1.1,0.46,0.0,379764.226
588,002126.SZ,银轮股份,汽车配件,1.46,1.0,0.46,0.0,720373.4114
214,000655.SZ,*ST金岭,普钢,5.23,4.78,0.45,0.0,312553.6208
3391,603590.SH,康辰药业,化学制药,1.58,1.13,0.45,0.0,150320.0
2345,600246.SH,万通地产,区域地产,1.49,1.04,0.45,0.0,539042.4
3468,603727.SH,博迈科,石油开采,1.53,1.09,0.44,0.0,145815.19
2646,600618.SH,氯碱化工,化工原料,1.56,1.12,0.44,0.0,637363.9796
529,002067.SZ,景兴纸业,造纸,1.23,0.8,0.43,0.0,408483.519
3211,603113.SH,金能科技,化工原料,1.46,1.03,0.43,0.0,464279.4917
2668,600644.SH,乐山电力,水力发电,4.08,3.65,0.43,1.0,362882.0442
2003,300622.SZ,博士眼镜,其他商业,1.47,1.04,0.43,0.0,75281.05
2489,600421.SH,ST仰帆,机械基件,4.94,4.53,0.41,0.0,226896.0
2885,600883.SH,博闻科技,水泥,1.6,1.19,0.41,0.0,184384.728
3531,603880.SH,南卫股份,医疗保健,1.44,1.03,0.41,0.0,88770.5
2045,300665.SZ,飞鹿股份,染料涂料,1.33,0.93,0.4,0.0,87309.0499
3276,603277.SH,银都股份,专用机械,2.44,2.05,0.39,0.0,168282.096
482,002020.SZ,京新药业,化学制药,1.99,1.6,0.39,0.0,651462.6399
2673,600650.SH,锦江投资,公共交通,2.58,2.19,0.39,1.0,493277.3747
469,002007.SZ,华兰生物,生物制药,2.53,2.14,0.39,0.0,3568542.7352
3407,603615.SH,茶花股份,家居用品,1.31,0.92,0.39,0.0,77108.2566
2851,600846.SH,同济科技,综合类,4.75,4.37,0.38,1.0,670369.1067
253,000705.SZ,浙江震元,医药商业,1.28,0.9,0.38,0.0,213743.5984
2415,600328.SH,兰太实业,化工原料,2.62,2.24,0.38,0.0,377582.7849
1108,002648.SZ,卫星石化,化工原料,3.27,2.89,0.38,0.0,1476399.0033
2585,600551.SH,时代出版,出版业,1.85,1.47,0.38,0.0,534151.5126
2232,600116.SH,三峡水利,水力发电,3.99,3.62,0.37,0.0,989033.48
1044,002584.SZ,西陇科学,化工原料,2.2,1.85,0.35,1.0,303743.284
20,000026.SZ,飞亚达A,其他商业,1.33,0.98,0.35,0.0,323541.7458
24,000030.SZ,富奥股份,汽车配件,1.65,1.31,0.34,0.0,898038.3665
3476,603757.SH,大元泵业,专用机械,2.07,1.74,0.33,0.0,86555.0
2479,600405.SH,动力源,电气设备,2.76,2.43,0.33,0.0,324772.688
2416,600329.SH,中新药业,中成药,2.05,1.73,0.32,0.0,868607.4967
1751,300363.SZ,博腾股份,化学制药,1.63,1.31,0.32,0.0,348922.8363
2901,600900.SH,长江电力,水力发电,1.57,1.26,0.31,0.0,19491064.8671
2827,600819.SH,耀皮玻璃,玻璃,2.92,2.61,0.31,0.0,402857.2601
958,002497.SZ,雅化集团,化工原料,1.11,0.8,0.31,0.0,712992.6764
3441,603683.SH,晶华新材,化工原料,3.01,2.72,0.29,0.0,71641.17
2741,600725.SH,ST云维,焦炭加工,2.49,2.21,0.28,0.0,354951.36
266,000720.SZ,*ST新能,火力发电,2.75,2.47,0.28,0.0,441228.06
2455,600377.SH,宁沪高速,路桥,0.89,0.62,0.27,0.0,3782789.4296
1118,002658.SZ,雪迪龙,环境保护,2.39,2.12,0.27,0.0,265092.7062
2371,600278.SH,东方创业,商贸代理,2.05,1.8,0.25,0.0,581777.2972
1099,002639.SZ,雪人股份,专用机械,2.33,2.08,0.25,1.0,502267.4504
2254,600141.SH,兴发集团,化工原料,1.25,1.0,0.25,0.0,849239.9217
3052,601595.SH,上海电影,影视音像,1.42,1.17,0.25,0.0,161931.2143
3174,603041.SH,美思德,化工原料,3.03,2.79,0.24,0.0,83698.475
2065,300685.SZ,艾德生物,生物制药,2.82,2.58,0.24,0.0,517457.088
896,002435.SZ,长江润发,化学制药,2.72,2.49,0.23,0.0,219560.6506
3580,603979.SH,金诚信,建筑施工,2.06,1.84,0.22,0.0,532651.8984
303,000782.SZ,美达股份,化纤,1.41,1.19,0.22,0.0,230299.5565
1792,300405.SZ,科隆股份,化工原料,1.69,1.48,0.21,0.0,121859.4
2878,600875.SH,东方电气,电气设备,2.99,2.79,0.2,0.0,2196590.4048
1204,002748.SZ,世龙实业,化工原料,1.05,0.85,0.2,0.0,210000.0
2428,600345.SH,长江通信,通信设备,3.59,3.39,0.2,1.0,535590.0
1209,002753.SZ,永东股份,化工原料,2.04,1.84,0.2,0.0,215671.967
937,002476.SZ,宝莫股份,化工原料,2.73,2.53,0.2,0.0,360577.4766
1582,300193.SZ,佳士科技,专用机械,2.17,1.98,0.19,0.0,380285.3371
2409,600321.SH,*ST正源,其他建材,3.07,2.89,0.18,0.0,463738.85
495,002033.SZ,丽江旅游,旅游景点,0.85,0.68,0.17,0.0,378042.3645
736,002275.SZ,桂林三金,中成药,1.53,1.37,0.16,0.0,794752.8135
644,002182.SZ,云海金属,小金属,1.42,1.26,0.16,0.0,401790.4883
2977,601100.SH,恒立液压,工程机械,2.17,2.02,0.15,0.0,2928240.0
2074,300694.SZ,蠡湖股份,汽车配件,5.07,4.92,0.15,0.0,128922.85
1412,300021.SZ,大禹节水,农业综合,1.77,1.62,0.15,0.0,394811.5356
3327,603368.SH,柳药股份,医药商业,0.98,0.83,0.15,0.0,799241.5655
3545,603899.SH,晨光文具,文教休闲,1.72,1.57,0.15,0.0,3183200.0
3091,601828.SH,美凯龙,其他商业,1.59,1.45,0.14,0.0,541438.2535
1953,300569.SZ,天能重工,专用机械,3.27,3.14,0.13,0.0,186020.5568
1956,300572.SZ,安车检测,电器仪表,4.03,3.91,0.12,1.0,428981.1883
299,000777.SZ,中核科技,机械基件,3.92,3.8,0.12,0.0,597730.813
2364,600269.SH,赣粤高速,路桥,1.11,1.0,0.11,0.0,1078958.0405
373,000888.SZ,峨眉山A,旅游景点,1.07,0.96,0.11,0.0,373581.3893
1897,300510.SZ,金冠股份,电气设备,2.89,2.79,0.1,0.0,265825.3144
654,002192.SZ,融捷股份,专用机械,3.08,2.98,0.1,0.0,748893.911
1178,002721.SZ,金一文化,服饰,1.45,1.36,0.09,0.0,404565.148
704,002242.SZ,九阳股份,家用电器,3.47,3.38,0.09,0.0,1699167.5442
2445,600366.SH,宁波韵升,电器仪表,4.62,4.53,0.09,1.0,710183.6517
211,000650.SZ,仁和药业,中成药,1.3,1.22,0.08,0.0,822028.6933
656,002194.SZ,*ST凡谷,通信设备,3.5,3.42,0.08,0.0,650755.4489
1336,002890.SZ,弘宇股份,农用机械,2.81,2.73,0.08,0.0,104171.8287
137,000546.SZ,金圆股份,水泥,1.92,1.84,0.08,0.0,713906.1554
117,000523.SZ,广州浪奇,日用化工,1.58,1.5,0.08,0.0,336682.7429
2322,600220.SH,江苏阳光,纺织,4.7,4.64,0.06,0.0,561752.2027
1246,002793.SZ,东音股份,专用机械,2.02,1.96,0.06,0.0,85411.2402
1345,002900.SZ,哈三联,化学制药,1.12,1.08,0.04,0.0,203959.4304
3473,603737.SH,三棵树,染料涂料,1.83,1.8,0.03,0.0,265010.8727
2216,600099.SH,林海股份,摩托车,1.35,1.32,0.03,0.0,156889.92
3312,603338.SH,浙江鼎力,专用机械,2.94,2.91,0.03,0.0,1993958.596
286,000753.SZ,漳州发展,汽车服务,2.15,2.13,0.02,0.0,340396.4198
2331,600230.SH,沧州大化,农药化肥,2.9,2.88,0.02,0.0,875209.9418
1308,002861.SZ,瀛通通讯,通信设备,2.78,2.76,0.02,0.0,129580.63
3374,603557.SH,起步股份,服饰,2.06,2.07,-0.01,0.0,235976.8497
1332,002886.SZ,沃特股份,塑料,4.46,4.47,-0.01,1.0,102442.6118
1614,300225.SZ,金力泰,染料涂料,2.12,2.13,-0.01,0.0,294284.9957
1579,300190.SZ,维尔利,环境保护,2.31,2.34,-0.03,0.0,463210.2787
768,002307.SZ,北新路桥,建筑施工,4.65,4.68,-0.03,1.0,670566.5374
1909,300522.SZ,世名科技,染料涂料,0.99,1.03,-0.04,0.0,98424.8684
854,002393.SZ,力生制药,化学制药,1.17,1.21,-0.04,0.0,511421.3426
3006,601200.SH,上海环境,环境保护,2.41,2.45,-0.04,0.0,1138256.8841
3350,603486.SH,科沃斯,家用电器,2.96,3.01,-0.05,0.0,248620.0
520,002058.SZ,威尔泰,电器仪表,3.87,3.93,-0.06,1.0,203840.0798
384,000902.SZ,新洋丰,农药化肥,1.78,1.84,-0.06,0.0,1269071.0375
665,002203.SZ,海亮股份,铜,1.56,1.64,-0.08,0.0,1405100.7359
2890,600888.SH,新疆众和,铝,2.8,2.88,-0.08,0.0,450140.5624
1323,002877.SZ,智能自控,电器仪表,1.33,1.43,-0.1,0.0,89305.488
905,002444.SZ,巨星科技,轻工机械,0.91,1.01,-0.1,0.0,1264819.53
3370,603536.SH,惠发股份,食品,1.03,1.14,-0.11,0.0,58386.1909
2929,600977.SH,中国电影,影视音像,2.76,2.87,-0.11,0.0,1018130.0
233,000679.SZ,大连友谊,百货,2.25,2.36,-0.11,0.0,181026.116
783,002322.SZ,理工环科,软件服务,1.93,2.05,-0.12,1.0,473412.3607
3457,603709.SH,中源家居,家居用品,2.03,2.15,-0.12,0.0,59980.0
559,002097.SZ,山河智能,工程机械,1.73,1.85,-0.12,0.0,592636.1922
1147,002687.SZ,乔治白,服饰,2.72,2.85,-0.13,0.0,218165.226
1370,002928.SZ,华夏航空,空运,1.9,2.03,-0.13,0.0,303967.5269
847,002386.SZ,天原集团,化工原料,1.13,1.27,-0.14,0.0,452040.5094
1325,002879.SZ,长缆科技,电气设备,2.61,2.77,-0.16,1.0,202352.8755
3453,603703.SH,盛洋科技,通信设备,1.42,1.61,-0.19,0.0,135751.7
3528,603877.SH,太平鸟,服饰,2.1,2.32,-0.22,0.0,403994.9869
2267,600158.SH,中体产业,文教休闲,3.73,3.95,-0.22,0.0,767954.6179
2671,600648.SH,外高桥,园区开发,1.65,1.88,-0.23,0.0,1605972.01
922,002461.SZ,珠江啤酒,啤酒,3.24,3.48,-0.24,0.0,825716.3864
2714,600696.SH,ST岩石,区域地产,1.83,2.08,-0.25,0.0,210469.5099
2066,300686.SZ,智动力,元器件,5.7,5.95,-0.25,1.0,134486.3135
549,002087.SZ,新野纺织,纺织,1.25,1.5,-0.25,0.0,385797.0777
1509,300119.SZ,瑞普生物,生物制药,3.45,3.71,-0.26,2.0,278860.7519
1512,300122.SZ,智飞生物,生物制药,1.8,2.07,-0.27,0.0,4432762.0275
901,002440.SZ,闰土股份,染料涂料,2.74,3.01,-0.27,0.0,1107398.5102
1896,300509.SZ,新美星,专用机械,1.01,1.28,-0.27,0.0,71107.31
2022,300641.SZ,正丹股份,化工原料,1.78,2.05,-0.27,0.0,135815.04
1021,002561.SZ,徐家汇,百货,1.43,1.72,-0.29,0.0,382184.3665
2648,600620.SH,天宸股份,综合类,2.16,2.46,-0.3,0.0,516381.189
2002,300621.SZ,维业股份,装修装饰,0.93,1.23,-0.3,0.0,71737.1097
1139,002679.SZ,福建金森,林业,2.03,2.33,-0.3,0.0,583496.1
64,000155.SZ,川能动力,农药化肥,2.18,2.48,-0.3,0.0,443295.6
2845,600838.SH,上海九百,百货,1.91,2.22,-0.31,1.0,308679.1254
2230,600114.SH,东睦股份,机械基件,0.81,1.12,-0.31,0.0,525281.9754
3417,603636.SH,南威软件,软件服务,3.45,3.77,-0.32,0.0,750249.0653
1936,300551.SZ,古鳌科技,专用机械,1.75,2.07,-0.32,0.0,100741.6377
1092,002632.SZ,道明光学,化工原料,1.7,2.02,-0.32,0.0,519148.8511
3216,603123.SH,翠微股份,百货,1.07,1.41,-0.34,0.0,353797.3499
612,002150.SZ,通润装备,机械基件,0.88,1.22,-0.34,0.0,225702.719
2274,600166.SH,福田汽车,汽车整车,4.15,4.5,-0.35,1.0,1594161.3783
2488,600420.SH,现代制药,化学制药,1.11,1.46,-0.35,0.0,588702.5405
1409,300018.SZ,中元股份,电气设备,5.64,6.0,-0.36,2.0,247673.2934
2715,600697.SH,欧亚集团,百货,1.36,1.73,-0.37,0.0,334826.6804
2179,600059.SH,古越龙山,红黄药酒,1.34,1.71,-0.37,0.0,647627.8562
3571,603960.SH,克来机电,专用机械,1.44,1.82,-0.38,0.0,189092.2212
2911,600933.SH,爱柯迪,汽车配件,1.19,1.58,-0.39,0.0,260541.5837
584,002122.SZ,*ST天马,机械基件,3.25,3.65,-0.4,0.0,350538.1924
2682,600661.SH,昂立教育,文教休闲,0.78,1.19,-0.41,0.0,594839.7037
1795,300408.SZ,三环集团,元器件,1.42,1.84,-0.42,0.0,3936382.4403
3338,603393.SH,新天然气,供气供热,4.25,4.68,-0.43,0.0,404098.8406
1349,002905.SZ,金逸影视,影视音像,1.3,1.74,-0.44,0.0,113030.4
310,000791.SZ,甘肃电投,水力发电,1.82,2.26,-0.44,1.0,636065.5548
1273,002823.SZ,凯中精密,机械基件,1.51,1.96,-0.45,1.0,128439.8029
3363,603518.SH,维格娜丝,服饰,1.46,1.91,-0.45,0.0,295996.2694
1143,002683.SZ,宏大爆破,化工原料,4.34,4.81,-0.47,0.0,794029.9195
1374,002932.SZ,明德生物,医疗保健,2.28,2.76,-0.48,0.0,83847.3476
1276,002826.SZ,易明医药,中成药,2.46,2.94,-0.48,0.0,163553.165
550,002088.SZ,鲁阳节能,矿物制品,1.41,1.9,-0.49,0.0,352811.3915
2460,600382.SH,广东明珠,商贸代理,1.66,2.15,-0.49,0.0,319191.3244
1177,002719.SZ,麦趣尔,乳制品,2.57,3.06,-0.49,0.0,184937.1345
1282,002832.SZ,比音勒芬,服饰,2.56,3.06,-0.5,0.0,337875.7291
3126,601975.SH,ST长油,水运,3.19,3.7,-0.51,0.0,588551.1067
3246,603188.SH,亚邦股份,染料涂料,1.35,1.86,-0.51,0.0,546048.0
2693,600675.SH,中华企业,区域地产,1.13,1.64,-0.51,0.0,1265866.2718
2612,600582.SH,天地科技,工程机械,1.88,2.4,-0.52,0.0,1696821.4457
1979,300597.SZ,吉大通信,通信设备,1.47,2.01,-0.54,0.0,219128.1112
1329,002883.SZ,中设股份,建筑施工,3.22,3.77,-0.55,3.0,97116.3561
1063,002603.SZ,以岭药业,中成药,2.71,3.26,-0.55,0.0,1279303.8678
1888,300501.SZ,海顺新材,广告包装,2.92,3.47,-0.55,0.0,229419.7668
3196,603086.SH,先达股份,农药化肥,2.33,2.89,-0.56,0.0,216453.5229
2541,600500.SH,中化国际,商贸代理,1.23,1.79,-0.56,0.0,1678908.2128
193,000619.SZ,海螺型材,其他建材,1.43,1.99,-0.56,0.0,227160.0
330,000816.SZ,*ST慧业,农用机械,2.96,3.53,-0.57,0.0,348768.4202
488,002026.SZ,山东威达,机械基件,1.83,2.4,-0.57,0.0,255337.5336
1066,002606.SZ,大连电瓷,电气设备,3.28,3.85,-0.57,1.0,330363.561
120,000526.SZ,紫光学大,文教休闲,1.59,2.17,-0.58,0.0,239910.5969
2381,600289.SH,*ST信通,软件服务,2.16,2.74,-0.58,0.0,162419.8103
3319,603357.SH,设计总院,建筑施工,1.26,1.85,-0.59,0.0,335594.1479
108,000510.SZ,金路集团,化工原料,1.51,2.1,-0.59,0.0,302213.5364
2384,600292.SH,远达环保,环境保护,1.18,1.77,-0.59,0.0,501284.4434
2113,300737.SZ,科顺股份,其他建材,1.63,2.22,-0.59,0.0,287014.9475
992,002532.SZ,新界泵业,农用机械,0.83,1.43,-0.6,0.0,228991.3192
3502,603816.SH,顾家家居,家居用品,1.75,2.35,-0.6,0.0,512057.7
429,000963.SZ,华东医药,化学制药,1.3,1.91,-0.61,0.0,4884884.9904
3058,601607.SH,上海医药,医药商业,2.79,3.4,-0.61,0.0,3851638.8411
271,000726.SZ,鲁泰A,纺织,0.62,1.23,-0.61,0.0,577792.6172
2828,600820.SH,隧道股份,建筑施工,1.15,1.77,-0.62,0.0,2351783.8783
931,002470.SZ,金正大,农药化肥,1.68,2.31,-0.63,0.0,2177896.6388
3308,603333.SH,尚纬股份,电气设备,2.02,2.66,-0.64,0.0,393058.05
3362,603517.SH,绝味食品,食品,1.25,1.9,-0.65,0.0,759088.0288
2578,600543.SH,莫高股份,红黄药酒,1.26,1.91,-0.65,0.0,229279.68
3220,603129.SH,春风动力,摩托车,2.6,3.27,-0.67,0.0,146453.2897
216,000657.SZ,中钨高新,小金属,2.83,3.5,-0.67,0.0,328956.0502
163,000582.SZ,北部湾港,港口,2.37,3.06,-0.69,0.0,231594.1707
1055,002595.SZ,豪迈科技,专用机械,1.47,2.17,-0.7,0.0,1116408.5324
3287,603303.SH,得邦照明,家用电器,1.73,2.43,-0.7,0.0,148716.0
2149,600017.SH,日照港,港口,1.42,2.13,-0.71,0.0,1058024.9375
78,000407.SZ,胜利股份,供气供热,4.69,5.41,-0.72,2.0,385491.7973
1338,002892.SZ,科力尔,电气设备,2.64,3.36,-0.72,1.0,128862.048
88,000419.SZ,通程控股,百货,1.26,2.0,-0.74,0.0,282510.7912
3566,603939.SH,益丰药房,医药商业,1.39,2.13,-0.74,0.0,2027825.8329
1252,002800.SZ,天顺股份,仓储物流,1.27,2.01,-0.74,0.0,73761.0945
1270,002820.SZ,桂发祥,食品,1.82,2.57,-0.75,0.0,176050.1478
89,000420.SZ,吉林化纤,化纤,2.93,3.69,-0.76,0.0,452330.7025
168,000589.SZ,黔轮胎A,汽车配件,1.52,2.28,-0.76,0.0,324895.6403
2738,600722.SH,金牛化工,化工原料,1.93,2.69,-0.76,0.0,397306.6908
951,002490.SZ,山东墨龙,化工机械,2.13,2.9,-0.77,0.0,156226.734
1080,002620.SZ,瑞和股份,装修装饰,1.54,2.32,-0.78,0.0,220101.3363
208,000637.SZ,茂化实华,石油加工,1.83,2.61,-0.78,1.0,201205.7369
3384,603580.SH,艾艾精工,化工原料,1.18,1.96,-0.78,0.0,55801.55
1826,300439.SZ,美康生物,医疗保健,1.32,2.1,-0.78,0.0,332145.8816
3295,603316.SH,诚邦股份,建筑施工,0.98,1.78,-0.8,0.0,95934.934
2568,600530.SH,交大昂立,医疗保健,5.07,5.88,-0.81,2.0,536640.0
1663,300274.SZ,阳光电源,电气设备,3.37,4.19,-0.82,1.0,1289773.0627
3420,603639.SH,海利尔,农药化肥,1.7,2.53,-0.83,0.0,171439.1329
2031,300651.SZ,金陵体育,文教休闲,1.01,1.84,-0.83,0.0,134300.16
2551,600511.SH,国药股份,医药商业,0.91,1.75,-0.84,0.0,707990.7363
44,000059.SZ,华锦股份,石油加工,1.73,2.57,-0.84,0.0,1157993.8946
3452,603701.SH,德宏股份,汽车配件,1.58,2.43,-0.85,0.0,99234.72
510,002048.SZ,宁波华翔,汽车配件,1.36,2.22,-0.86,0.0,722080.9332
3438,603678.SH,火炬电子,元器件,1.07,1.93,-0.86,0.0,970063.1309
2356,600259.SH,广晟有色,小金属,3.1,3.96,-0.86,2.0,969591.6676
3293,603313.SH,梦百合,家居用品,2.33,3.2,-0.87,0.0,223819.2602
573,002111.SZ,威海广泰,航空,0.95,1.83,-0.88,0.0,461951.6004
2656,600630.SH,龙头股份,纺织,1.63,2.52,-0.89,1.0,390872.6692
2810,600800.SH,天津磁卡,综合类,2.8,3.69,-0.89,1.0,444165.0462
1553,300163.SZ,先锋新材,其他建材,2.07,2.99,-0.92,0.0,140396.0068
1403,300012.SZ,华测检测,电器仪表,1.94,2.86,-0.92,0.0,1345171.092
888,002427.SZ,*ST尤夫,化纤,2.53,3.46,-0.93,0.0,684685.9427
2285,600178.SH,东安动力,汽车配件,1.45,2.39,-0.94,0.0,261075.2
3208,603108.SH,润达医疗,医药商业,3.05,3.99,-0.94,0.0,547419.8282
1292,002843.SZ,泰嘉股份,钢加工,2.87,3.82,-0.95,0.0,130788.0
1830,300443.SZ,金雷股份,专用机械,5.27,6.23,-0.96,1.0,298970.9681
1911,300525.SZ,博思软件,软件服务,2.93,3.89,-0.96,2.0,287378.9114
2841,600834.SH,申通地铁,公共交通,2.53,3.49,-0.96,1.0,387156.725
1789,300402.SZ,宝色股份,专用机械,3.59,4.56,-0.97,0.0,88457.5
1793,300406.SZ,九强生物,生物制药,2.49,3.46,-0.97,0.0,491249.6907
3431,603665.SH,康隆达,纺织,2.17,3.15,-0.98,0.0,99624.9393
1261,002810.SZ,山东赫达,化工原料,4.92,5.9,-0.98,0.0,159619.6472
3526,603871.SH,嘉友国际,仓储物流,2.11,3.09,-0.98,0.0,133840.0
2884,600882.SH,妙可蓝多,乳制品,0.73,1.72,-0.99,0.0,375470.8019
1049,002589.SZ,瑞康医药,医药商业,0.92,1.91,-0.99,0.0,925216.0889
382,000900.SZ,现代投资,路桥,1.16,2.15,-0.99,0.0,762907.7094
3329,603377.SH,东方时尚,汽车服务,2.94,3.93,-0.99,0.0,973728.0
3100,601877.SH,正泰电器,电气设备,1.75,2.75,-1.0,0.0,4690396.53
723,002262.SZ,恩华药业,化学制药,1.32,2.33,-1.01,0.0,1170647.7583
2496,600433.SH,冠豪高新,造纸,1.35,2.36,-1.01,0.0,568278.003
3113,601918.SH,新集能源,煤炭开采,0.55,1.58,-1.03,0.0,948138.2988
2560,600521.SH,华海药业,化学制药,2.48,3.51,-1.03,1.0,2059965.5091
3321,603359.SH,东珠生态,建筑施工,2.26,3.29,-1.03,0.0,305900.56
1379,002938.SZ,鹏鼎控股,元器件,0.75,1.78,-1.03,0.0,636568.0478
2494,600428.SH,中远海特,水运,1.51,2.54,-1.03,0.0,890860.07
221,000665.SZ,湖北广电,影视音像,2.67,3.7,-1.03,1.0,650790.4759
2268,600159.SH,大龙地产,区域地产,1.79,2.83,-1.04,0.0,261451.0181
2212,600095.SH,哈高科,区域地产,3.71,4.75,-1.04,0.0,182799.3639
1615,300226.SZ,上海钢联,互联网,1.89,2.95,-1.06,1.0,1330480.8405
427,000961.SZ,中南建设,建筑施工,4.08,5.14,-1.06,0.0,3440849.5725
2868,600865.SH,百大集团,百货,1.05,2.11,-1.06,0.0,269388.0663
2446,600367.SH,红星发展,化工原料,1.27,2.33,-1.06,0.0,262080.0
3142,603006.SH,联明股份,汽车配件,6.25,7.34,-1.09,0.0,158333.7666
1721,300332.SZ,天壕环境,环境保护,3.56,4.66,-1.1,2.0,442332.5767
2252,600138.SH,中青旅,旅游服务,1.15,2.26,-1.11,0.0,1192888.32
420,000952.SZ,广济药业,化学制药,1.3,2.41,-1.11,0.0,295741.9105
3503,603817.SH,海峡环保,环境保护,2.5,3.61,-1.11,0.0,139500.0
711,002249.SZ,大洋电机,电气设备,3.36,4.48,-1.12,1.0,1284427.2918
450,000989.SZ,九芝堂,中成药,2.76,3.88,-1.12,0.0,1140115.5487
2513,600463.SH,空港股份,园区开发,1.93,3.07,-1.14,2.0,284400.0
2395,600306.SH,商业城,百货,1.4,2.54,-1.14,0.0,132876.8888
232,000678.SZ,襄阳轴承,机械基件,1.8,2.94,-1.14,0.0,389604.4557
3518,603856.SH,东宏股份,塑料,0.76,1.92,-1.16,0.0,123429.15
3534,603883.SH,老百姓,医药商业,1.08,2.24,-1.16,0.0,1713606.0
1295,002847.SZ,盐津铺子,食品,1.86,3.02,-1.16,0.0,92587.937
1535,300145.SZ,中金环境,专用机械,2.66,3.83,-1.17,0.0,631547.9685
2592,600560.SH,金自天正,电气设备,1.06,2.23,-1.17,0.0,245115.468
2765,600749.SH,*ST藏旅,旅游景点,1.57,2.74,-1.17,0.0,232412.6894
3318,603356.SH,华菱精工,机械基件,1.85,3.02,-1.17,0.0,135179.52
1859,300472.SZ,新元科技,专用机械,1.81,2.99,-1.18,0.0,176971.5259
335,000822.SZ,山东海化,化工原料,1.39,2.57,-1.18,0.0,534369.8798
3533,603882.SH,金域医学,医疗保健,2.9,4.08,-1.18,0.0,833604.956
546,002084.SZ,海鸥住工,家居用品,2.21,3.4,-1.19,0.0,260907.373
1472,300082.SZ,奥克股份,化工原料,0.49,1.68,-1.19,0.0,487787.9652
3017,601231.SH,环旭电子,元器件,1.53,2.73,-1.2,0.0,3131154.0316
1955,300571.SZ,平治信息,互联网,2.13,3.33,-1.2,0.0,430204.32
743,002282.SZ,博深工具,轻工机械,1.15,2.36,-1.21,0.0,231353.0724
3315,603348.SH,文灿股份,汽车配件,1.32,2.53,-1.21,0.0,141295.0
424,000958.SZ,东方能源,火力发电,1.36,2.59,-1.23,0.0,527651.1485
3364,603519.SH,立霸股份,家用电器,1.46,2.69,-1.23,0.0,247906.8303
2837,600829.SH,人民同泰,医药商业,1.87,3.11,-1.24,0.0,416360.0126
2809,600798.SH,宁波海运,水运,1.12,2.36,-1.24,0.0,411309.5283
1155,002695.SZ,煌上煌,食品,2.15,3.4,-1.25,0.0,602143.258
3296,603318.SH,派思股份,专用机械,1.55,2.8,-1.25,0.0,623351.5294
2773,600758.SH,红阳能源,煤炭开采,1.99,3.25,-1.26,0.0,329991.6921
3114,601919.SH,中远海控,水运,1.35,2.61,-1.26,0.0,3917100.9451
1588,300199.SZ,翰宇药业,化学制药,0.77,2.03,-1.26,0.0,617308.5243
413,000937.SZ,冀中能源,煤炭开采,1.29,2.57,-1.28,0.0,1270184.131
2993,601155.SH,新城控股,区域地产,3.18,4.46,-1.28,0.0,9662223.9682
428,000962.SZ,东方钽业,小金属,3.12,4.4,-1.28,0.0,376469.7252
2156,600025.SH,华能水电,水力发电,1.47,2.76,-1.29,0.0,3348000.0
1981,300599.SZ,雄塑科技,塑料,1.49,2.78,-1.29,0.0,111627.824
2777,600763.SH,通策医疗,医疗保健,2.52,3.82,-1.3,1.0,2176824.96
