code,name,past_p_change,past_positive,pe,past_average_turnover
002832,比音勒芬,2.457,,33.17,0.15
601198,东兴证券,2.462,,30.6,0.243
603183,建研院,2.465,,70.07,6.093
002294,信立泰,2.484,,27.5,0.337
603922,金鸿顺,2.485,,30.85,3.797
600066,宇通客车,2.487,★,20.47,0.433
600062,华润双鹤,2.505,,19.79,0.283
002128,露天煤业,2.507,,10.42,1.263
000728,国元证券,2.509,,26.68,0.757
600064,南京高科,2.535,,14.34,0.253
300041,回天新材,2.537,,35.55,2.73
002514,宝馨科技,2.554,★,64.64,0.777
603868,飞科电器,2.565,,32.16,2.87
600059,古越龙山,2.566,,49.64,0.373
603009,北特科技,2.577,★,79.33,5.097
600355,精伦电子,2.583,★,0.0,2.39
002751,易尚展示,2.593,★,124.02,1.403
300558,贝达药业,2.611,,81.02,1.08
603029,天鹅股份,2.63,★,0.0,2.427
002602,世纪华通,2.651,★,50.9,0.233
603889,新澳股份,2.67,★,29.02,1.643
300005,探路者,2.697,,40.82,1.84
002716,金贵银业,2.698,★,43.19,2.3
600811,东方集团,2.714,★,25.7,0.22
000027,深圳能源,2.718,★,20.98,0.103
600017,日照港,2.72,,25.85,0.323
600871,石化油服,2.727,★,0.0,0.13
300370,安控科技,2.728,★,127.78,3.047
600808,马钢股份,2.729,,8.64,1.24
603916,苏博特,2.741,,28.45,5.48
002893,华通热力,2.745,★,63.9,18.547
601808,中海油服,2.748,,0.0,0.26
603110,东方材料,2.753,,37.17,6.58
600660,福耀玻璃,2.757,,22.82,0.5
002411,必康股份,2.759,★,48.31,0.493
600771,广誉远,2.761,,103.72,0.73
002443,金洲管道,2.775,,31.01,0.767
601113,华鼎股份,2.784,,145.96,0.377
600539,狮头股份,2.789,,741.63,0.23
603113,金能科技,2.791,,17.6,2.943
000686,东北证券,2.806,,22.05,0.47
600376,首开股份,2.81,,19.36,0.177
300510,金冠电气,2.812,,63.35,0.923
002560,通达股份,2.814,★,233.09,2.443
000544,中原环保,2.816,★,23.87,0.423
300480,光力科技,2.821,★,98.73,2.0
600508,上海能源,2.827,,10.46,0.54
601579,会稽山,2.832,★,41.46,0.107
603855,华荣股份,2.836,,40.52,1.4
300362,天翔环境,2.85,★,45.06,1.207
600187,国中水务,2.859,★,282.92,3.017
002043,兔 宝 宝,2.86,,27.86,1.013
002417,深南股份,2.863,★,250.22,0.677
601901,方正证券,2.874,,29.74,0.13
300389,艾比森,2.887,,58.38,1.657
600094,大名城,2.917,★,19.98,0.137
600033,福建高速,2.937,,12.32,0.133
603890,春秋电子,2.939,,27.67,7.98
603685,晨丰科技,2.957,,24.66,6.473
002231,奥维通信,2.958,★,0.0,1.833
300392,腾信股份,2.959,★,236.93,1.543
600300,维维股份,2.962,★,49.1,0.293
300125,易世达,2.969,,1438.29,0.303
600969,郴电国际,2.989,,28.19,0.673
600926,杭州银行,2.996,,8.76,0.873
002750,龙津药业,2.997,★,80.79,0.327
000630,铜陵有色,3.001,,54.72,0.473
002665,首航节能,3.015,★,111.21,0.49
600315,上海家化,3.017,★,57.87,0.233
600310,桂东电力,3.019,★,184.0,0.433
603586,金麒麟,3.028,,22.64,1.54
000501,鄂武商Ａ,3.03,,10.6,0.507
000726,鲁 泰Ａ,3.031,★,12.32,0.513
601107,四川成渝,3.039,,10.1,0.123
002489,浙江永强,3.042,★,42.82,0.327
300625,三雄极光,3.045,,27.27,1.797
603829,洛凯股份,3.046,,44.93,6.427
600030,中信证券,3.048,,20.44,1.227
002023,海特高新,3.057,★,121.38,1.453
603055,台华新材,3.062,,22.07,3.923
000950,*ST建峰,3.083,,0.0,2.1
300441,鲍斯股份,3.086,,57.22,1.17
601375,中原证券,3.089,,52.69,1.053
002408,齐翔腾达,3.101,,29.39,0.613
600231,凌钢股份,3.109,,8.76,1.333
603567,珍宝岛,3.109,,24.81,0.227
000858,五 粮 液,3.118,,30.01,0.73
600128,弘业股份,3.134,★,276.5,0.607
002639,雪人股份,3.154,★,350.95,0.927
002579,中京电子,3.157,★,296.75,0.7
002470,金正大,3.159,★,22.18,0.91
601015,陕西黑猫,3.166,,46.89,0.783
600079,人福医药,3.17,,8.16,1.19
300299,富春股份,3.171,★,42.25,4.4
000883,湖北能源,3.175,,10.9,0.107
600390,五矿资本,3.176,,14.29,0.917
603116,红蜻蜓,3.179,,17.3,0.597
600665,天地源,3.182,,16.25,0.367
300043,星辉娱乐,3.223,★,20.73,1.403
300455,康拓红外,3.227,★,79.3,2.043
000002,万 科Ａ,3.23,,24.1,0.397
600270,外运发展,3.235,★,12.08,0.367
603727,博迈科,3.238,,43.36,1.167
002220,天宝食品,3.249,★,25.97,0.487
600039,四川路桥,3.253,,23.91,0.193
600908,无锡银行,3.262,★,14.2,1.64
000797,中国武夷,3.276,★,66.21,0.303
600035,楚天高速,3.283,,11.77,0.207
600106,重庆路桥,3.286,★,13.21,0.377
603729,龙韵股份,3.288,,149.35,1.723
002211,宏达新材,3.293,★,97.57,1.583
002558,巨人网络,3.305,,47.73,0.727
600887,伊利股份,3.313,,29.8,0.767
603198,迎驾贡酒,3.313,,21.85,1.283
600663,陆家嘴,3.32,★,33.29,0.047
002630,华西能源,3.324,,58.8,0.74
603038,华立股份,3.338,,24.93,1.09
002228,合兴包装,3.381,,33.95,0.363
000999,华润三九,3.381,,19.35,0.17
600643,爱建集团,3.383,,25.39,1.293
000623,吉林敖东,3.387,,13.2,0.453
600823,世茂股份,3.396,,10.36,0.803
600998,九州通,3.397,,25.1,0.143
600821,津劝业,3.397,★,0.0,0.627
601117,中国化学,3.402,,18.86,0.317
600509,天富能源,3.404,,18.25,0.273
603507,振江股份,3.407,,26.5,5.64
300437,清水源,3.409,★,57.33,2.89
600252,中恒集团,3.416,,19.29,0.27
000761,本钢板材,3.419,,9.04,0.627
000429,粤高速Ａ,3.422,,9.65,0.49
603822,嘉澳环保,3.427,,65.97,2.317
600779,水井坊,3.429,★,64.82,1.143
603912,佳力图,3.443,,46.18,14.09
000667,美好置业,3.444,,15.45,0.41
600020,中原高速,3.448,★,7.41,0.253
600199,金种子酒,3.451,,573.28,0.47
002628,成都路桥,3.452,,205.93,0.357
603839,安正时尚,3.456,,23.21,1.073
601009,南京银行,3.457,,7.74,0.703
600339,中油工程,3.459,,36.16,0.373
300292,吴通控股,3.465,★,33.34,0.823
600060,海信电器,3.482,,25.29,0.697
603303,得邦照明,3.482,,22.37,1.373
603001,奥康国际,3.494,,21.66,0.4
002705,新宝股份,3.508,,20.62,0.383
600790,轻纺城,3.519,★,14.9,0.37
603085,天成自控,3.525,,91.14,1.19
002612,朗姿股份,3.525,,34.53,1.013
300039,上海凯宝,3.575,,19.44,0.983
002204,大连重工,3.589,,546.91,0.19
002540,亚太科技,3.59,★,32.11,0.373
600886,国投电力,3.599,★,11.91,0.157
300216,千山药机,3.624,,62.95,21.153
002500,山西证券,3.633,,43.08,1.607
002621,三垒股份,3.648,★,157.88,1.467
601028,玉龙股份,3.653,★,59.61,0.203
603099,长白山,3.666,,30.61,0.24
600731,湖南海利,3.668,,113.67,0.73
300321,同大股份,3.669,★,75.43,1.523
601555,东吴证券,3.67,,23.66,0.563
600965,福成股份,3.671,,52.48,0.19
300083,劲胜智能,3.675,★,21.1,4.76
600881,亚泰集团,3.676,,67.96,0.303
600648,外高桥,3.678,★,44.17,0.113
603239,浙江仙通,3.684,,28.03,1.11
600318,新力金融,3.686,★,111.31,0.783
603131,上海沪工,3.69,,45.45,2.17
000584,哈工智能,3.702,★,110.0,0.98
600351,亚宝药业,3.703,★,29.26,0.647
601179,中国西电,3.715,★,24.83,0.1
000955,欣龙控股,3.73,★,0.0,1.473
300094,国联水产,3.74,,37.82,0.943
002370,亚太药业,3.743,★,38.54,0.29
603123,翠微股份,3.744,,38.03,0.177
601518,吉林高速,3.749,,13.43,0.143
600186,莲花健康,3.754,★,0.0,2.41
002164,宁波东力,3.768,★,61.51,0.747
300026,红日药业,3.77,,19.18,0.507
300065,海兰信,3.774,★,57.33,7.257
600261,阳光照明,3.776,,15.82,0.34
000709,河钢股份,3.778,,13.97,0.573
600758,红阳能源,3.789,,13.8,0.847
603776,永安行,3.815,★,48.76,7.977
300626,华瑞股份,3.815,,49.85,0.477
600748,上实发展,3.819,★,23.43,0.197
603665,康隆达,3.826,★,44.62,1.763
002155,湖南黄金,3.827,★,31.33,0.937
603979,金诚信,3.828,★,25.51,1.053
600362,江西铜业,3.834,,29.87,1.767
002385,大北农,3.838,,23.62,0.853
002428,云南锗业,3.857,,1346.06,1.653
002480,新筑股份,3.862,,0.0,0.997
600617,国新能源,3.873,,937.34,0.137
600493,凤竹纺织,3.876,★,88.62,0.517
300163,先锋新材,3.883,★,264.37,2.537
002201,九鼎新材,3.884,,434.84,0.46
600729,重庆百货,3.891,★,15.38,0.61
000898,鞍钢股份,3.902,,11.43,0.843
300319,麦捷科技,3.907,,47.69,0.657
002114,罗平锌电,3.909,★,82.72,1.403
601019,山东出版,3.909,★,17.35,2.78
600543,莫高股份,3.917,★,85.56,0.453
002390,信邦制药,3.918,★,41.53,0.437
600740,山西焦化,3.921,,141.95,8.063
001979,招商蛇口,3.922,★,34.96,2.3
600307,酒钢宏兴,3.936,,18.59,0.5
600681,百川能源,3.936,,24.3,0.577
300660,江苏雷利,3.939,★,24.24,1.233
600377,宁沪高速,3.944,,12.68,0.07
002157,正邦科技,3.948,★,20.33,0.843
600097,开创国际,3.953,,93.34,0.2
600578,京能电力,3.957,★,77.1,0.063
002418,康盛股份,3.96,,41.37,1.107
603766,隆鑫通用,3.97,,15.28,0.41
002468,申通快递,3.972,,24.64,0.66
300736,百华悦邦,3.974,★,49.84,14.287
603003,龙宇燃油,3.99,,82.04,0.4
002588,史丹利,3.996,,26.44,0.95
002481,双塔食品,4.002,,58.13,1.443
002412,汉森制药,4.005,★,54.01,0.873
600696,ST匹凸,4.022,★,107.26,0.803
000060,中金岭南,4.034,,20.76,1.313
600795,国电电力,4.047,★,18.73,0.313
300263,隆华节能,4.05,,79.6,2.67
300111,向日葵,4.051,★,207.52,0.567
601366,利群股份,4.052,★,22.98,1.387
002455,百川股份,4.054,,38.48,1.087
002109,兴化股份,4.055,,27.02,2.91
000603,盛达矿业,4.066,,35.61,0.83
600717,天津港,4.08,,15.91,0.273
603313,梦百合,4.095,★,29.71,1.01
300180,华峰超纤,4.107,,58.41,0.897
600090,同济堂,4.107,★,19.71,0.91
603260,合盛硅业,4.112,★,29.49,9.05
002763,汇洁股份,4.135,★,16.16,0.893
000669,金鸿控股,4.142,★,22.4,0.403
603518,维格娜丝,4.144,★,48.39,0.88
600429,三元股份,4.145,,54.94,0.15
300668,杰恩设计,4.158,,57.36,11.027
600531,豫光金铅,4.16,★,35.0,2.013
603156,养元饮品,4.161,,20.82,23.777
002554,惠博普,4.165,,41.64,1.957
000570,苏常柴Ａ,4.165,★,49.34,0.3
600777,新潮能源,4.166,★,141.34,0.67
601339,百隆东方,4.167,,15.95,0.2
600221,海航控股,4.169,★,14.85,0.433
002002,鸿达兴业,4.172,,15.23,0.443
002239,奥特佳,4.173,★,35.09,0.46
603606,东方电缆,4.174,★,78.84,0.14
300195,长荣股份,4.177,★,39.08,1.443
600428,中远海特,4.178,,52.29,0.403
002585,双星新材,4.18,★,40.59,0.47
002487,大金重工,4.182,,85.65,0.24
002678,珠江钢琴,4.192,★,63.72,0.08
000685,中山公用,4.192,,13.12,0.23
002165,红 宝 丽,4.193,,43.25,0.6
600338,西藏珠峰,4.194,,21.5,1.77
300341,麦迪电气,4.199,★,28.33,0.393
603166,福达股份,4.201,,32.9,0.257
000990,诚志股份,4.205,★,22.31,0.63
600048,保利地产,4.207,★,15.92,1.123
300079,数码科技,4.211,★,45.71,2.41
300131,英唐智控,4.213,,43.09,0.977
600706,曲江文旅,4.219,,29.64,0.563
002263,大 东 南,4.228,★,0.0,1.713
000949,新乡化纤,4.23,★,61.67,0.253
600223,鲁商置业,4.241,★,31.49,0.407
603238,诺邦股份,4.249,★,49.59,3.877
603611,诺力股份,4.249,★,24.16,0.303
000799,酒鬼酒,4.259,,44.61,1.263
002127,南极电商,4.265,,71.84,1.02
600329,中新药业,4.277,★,21.57,0.22
600022,山东钢铁,4.285,,16.76,0.807
000543,皖能电力,4.287,★,61.56,0.47
603063,禾望电气,4.291,,26.7,1.743
603208,江山欧派,4.291,,24.95,0.577
000959,首钢股份,4.291,,12.58,0.277
000688,建新矿业,4.3,,23.29,0.533
300289,利德曼,4.304,★,49.36,0.56
601601,中国太保,4.307,,24.2,0.297
603683,晶华新材,4.31,,58.75,21.91
600229,城市传媒,4.311,,24.4,1.287
300025,华星创业,4.316,★,74.65,3.17
600282,南钢股份,4.322,,7.22,3.893
000419,通程控股,4.328,★,23.86,0.57
601968,宝钢包装,4.333,,0.0,1.113
603722,阿科力,4.34,,47.61,11.9
600467,好当家,4.343,,70.51,0.493
000989,九 芝 堂,4.347,★,26.2,1.447
600098,广州发展,4.35,,21.49,0.147
603809,豪能股份,4.35,,21.19,5.87
603165,荣晟环保,4.362,,17.29,5.75
601699,潞安环能,4.371,,14.23,2.283
002627,宜昌交运,4.371,,26.41,0.207
000698,沈阳化工,4.374,★,19.02,0.787
600933,爱柯迪,4.391,,25.76,2.793
603558,健盛集团,4.391,★,32.95,0.217
603277,银都股份,4.394,,24.34,2.513
600369,西南证券,4.394,★,32.33,0.243
000089,深圳机场,4.401,,26.18,0.45
600634,富控互动,4.403,★,123.99,1.14
600697,欧亚集团,4.407,★,13.61,0.43
002267,陕天然气,4.408,★,23.64,0.26
603758,秦安股份,4.411,,24.9,2.573
300582,英飞特,4.412,,78.82,5.07
600448,华纺股份,4.417,★,126.68,0.627
600548,深高速,4.427,,11.66,0.117
002646,青青稞酒,4.431,,38.94,0.26
002637,赞宇科技,4.436,,34.48,0.64
000553,沙隆达Ａ,4.442,,16.47,1.01
300256,星星科技,4.449,★,52.2,1.887
601188,龙江交通,4.45,★,14.03,0.13
600702,舍得酒业,4.453,,104.18,1.853
600169,太原重工,4.457,★,340.62,0.38
000425,徐工机械,4.462,,28.45,1.09
603607,京华激光,4.463,,34.7,6.727
603585,苏利股份,4.474,,19.57,0.723
601898,中煤能源,4.474,,22.77,0.117
600818,中路股份,4.477,,127.63,0.597
601158,重庆水务,4.478,★,15.66,0.06
603056,德邦股份,4.485,,44.95,29.177
000498,山东路桥,4.488,★,13.33,1.26
002688,金河生物,4.493,,32.4,0.517
600909,华安证券,4.497,,33.38,0.66
000828,东莞控股,4.499,★,11.4,0.163
000550,江铃汽车,4.512,★,19.31,0.597
600726,华电能源,4.516,★,0.0,0.167
601258,庞大集团,4.54,★,34.9,0.537
002314,南山控股,4.541,,82.28,0.63
002001,新 和 成,4.543,,39.21,1.927
603385,惠达卫浴,4.543,,22.35,1.88
603580,艾艾精工,4.547,,56.2,4.437
300091,金通灵,4.567,★,59.95,0.25
601218,吉鑫科技,4.568,★,115.81,0.457
600595,中孚实业,4.578,,46.56,0.523
002083,孚日股份,4.588,,12.36,0.373
000937,冀中能源,4.6,★,17.86,0.58
002126,银轮股份,4.606,,22.08,0.767
300068,南都电源,4.607,,28.32,1.593
603196,日播时尚,4.611,,39.97,3.32
600900,长江电力,4.621,★,15.57,0.14
600683,京投发展,4.632,,0.0,0.227
603568,伟明环保,4.636,★,29.72,0.917
300535,达威股份,4.638,,31.0,2.023
603421,鼎信通讯,4.644,★,31.37,2.063
002700,新疆浩源,4.66,★,56.92,0.38
600305,恒顺醋业,4.661,★,32.36,1.077
601212,白银有色,4.672,,137.99,1.007
600975,新五丰,4.675,,47.93,0.633
300240,飞力达,4.678,,46.54,5.627
000538,云南白药,4.678,★,28.84,0.213
000552,靖远煤电,4.683,,16.54,1.05
002555,三七互娱,4.684,★,27.64,1.28
600185,格力地产,4.688,,19.88,0.627
600970,中材国际,4.692,,17.49,1.207
601128,常熟银行,4.7,★,14.08,1.83
600782,新钢股份,4.702,,12.66,2.83
600585,海螺水泥,4.707,,13.08,0.893
300432,富临精工,4.708,,19.71,1.41
600851,海欣股份,4.718,★,102.68,0.27
002266,浙富控股,4.718,,76.67,0.323
300364,中文在线,4.724,,165.96,9.527
000767,漳泽电力,4.74,,0.0,0.157
000639,西王食品,4.75,,32.86,0.703
002548,金新农,4.75,★,29.48,0.32
600529,山东药玻,4.754,,22.31,0.39
300382,斯莱克,4.756,,52.84,0.783
000716,黑芝麻,4.766,★,30.91,0.56
603826,坤彩科技,4.769,,41.48,3.337
600317,营口港,4.771,,36.91,0.053
002561,徐家汇,4.776,,20.93,0.453
600287,江苏舜天,4.778,,31.57,0.413
603380,易德龙,4.785,,30.33,2.007
600190,锦州港,4.793,★,54.85,0.1
000620,新华联,4.793,,35.68,0.17
000708,大冶特钢,4.794,,13.47,0.493
603366,日出东方,4.804,★,38.42,0.293
603808,歌力思,4.805,★,25.81,1.73
000090,天健集团,4.806,★,16.15,0.72
600705,中航资本,4.813,,18.74,0.26
002355,兴民智通,4.816,★,71.43,1.833
603878,武进不锈,4.818,,25.63,1.243
002145,中核钛白,4.819,,21.24,1.203
000931,中 关 村,4.825,,0.0,0.407
002360,同德化工,4.86,★,27.54,1.09
603787,新日股份,4.861,,30.72,4.22
600537,亿晶光电,4.864,,63.91,0.78
600331,宏达股份,4.871,,31.93,0.47
603608,天创时尚,4.887,★,23.32,0.83
002379,宏创控股,4.892,★,96.4,0.577
603833,欧派家居,4.901,,46.67,2.727
600611,大众交通,4.901,★,14.63,0.447
603458,勘设股份,4.909,,22.86,5.603
000732,泰禾集团,4.914,,18.82,3.587
000061,农 产 品,4.92,★,3135.69,0.197
603037,凯众股份,4.922,★,21.98,0.697
600173,卧龙地产,4.929,,12.96,0.86
002404,嘉欣丝绸,4.93,★,30.09,0.577
601918,新集能源,4.936,,38.49,0.323
603901,永创智能,4.946,,46.24,0.73
002534,杭锅股份,4.952,,14.95,0.437
000878,云南铜业,4.976,,58.69,0.89
600029,南方航空,4.979,,12.13,1.427
002752,昇兴股份,4.979,★,74.79,1.24
002736,国信证券,4.981,,19.71,0.163
002216,三全食品,4.987,,59.42,0.353
601108,财通证券,4.989,,35.51,7.697
000597,东北制药,4.991,,42.44,0.877
603630,拉芳家化,4.994,★,30.48,1.843
603363,傲农生物,4.998,,56.17,19.073
002532,新界泵业,5.0,★,18.8,2.113
600089,特变电工,5.005,★,13.54,0.583
601318,中国平安,5.006,,13.99,0.623
300119,瑞普生物,5.011,,29.74,0.523
600583,海油工程,5.013,,70.9,0.397
603991,至正股份,5.017,,61.74,2.49
603033,三维股份,5.018,★,60.27,2.323
002172,澳洋科技,5.022,★,16.95,0.433
002132,恒星科技,5.027,★,37.47,1.453
600182,S佳通,5.029,,165.4,0.76
300013,新宁物流,5.036,,41.23,1.573
000752,西藏发展,5.042,★,277.21,0.79
600397,安源煤业,5.042,,0.0,0.347
002096,南岭民爆,5.044,★,58.82,0.303
603299,井神股份,5.058,★,34.62,1.7
600273,嘉化能源,5.059,★,15.66,0.94
600109,国金证券,5.06,★,21.94,0.61
000861,海印股份,5.062,,42.31,0.217
300343,联创互联,5.064,,28.88,6.44
000666,经纬纺机,5.066,,10.88,1.323
603527,众源新材,5.067,,37.08,7.613
603030,全筑股份,5.075,,60.56,0.867
000548,湖南投资,5.076,★,16.86,0.537
603316,诚邦股份,5.102,,39.85,1.97
002495,佳隆股份,5.106,★,105.38,0.487
600620,天宸股份,5.109,★,67.88,0.257
000978,桂林旅游,5.123,★,30.3,0.507
600547,山东黄金,5.129,★,41.71,1.227
002456,欧菲科技,5.129,,41.26,1.527
002476,宝莫股份,5.13,,0.0,1.057
601700,风范股份,5.138,★,44.3,0.21
002683,宏大爆破,5.139,,33.57,0.357
002431,棕榈股份,5.141,,45.57,0.89
600586,金晶科技,5.143,★,26.24,0.637
300637,扬帆新材,5.146,★,35.36,1.497
600340,华夏幸福,5.156,,12.78,0.897
300358,楚天科技,5.16,★,39.62,1.303
600146,商赢环球,5.16,,113.19,2.07
002420,毅昌股份,5.171,★,0.0,0.427
002274,华昌化工,5.173,★,177.99,0.263
601368,绿城水务,5.181,★,15.96,0.37
603767,中马传动,5.185,,37.54,2.277
002060,粤 水 电,5.185,,43.98,0.317
002529,海源机械,5.188,,94.75,1.463
000622,恒立实业,5.19,★,0.0,0.29
601199,江南水务,5.193,,16.97,0.217
002426,胜利精密,5.203,★,35.64,0.59
000017,深中华A,5.203,★,0.0,0.803
603669,灵康药业,5.205,★,34.56,0.537
600737,中粮糖业,5.209,,21.56,0.34
603331,百达精工,5.214,,31.63,1.897
002035,华帝股份,5.222,★,42.37,1.7
603268,松发股份,5.236,,54.38,0.933
603811,诚意药业,5.242,★,37.09,1.69
002731,萃华珠宝,5.251,★,35.8,0.913
002135,东南网架,5.26,,58.07,0.507
600321,正源股份,5.268,★,650.45,0.34
000420,吉林化纤,5.268,,69.07,0.24
001965,招商公路,5.273,,16.8,2.01
600168,武汉控股,5.274,★,16.79,0.303
000012,南 玻Ａ,5.29,,20.78,0.737
601880,大连港,5.291,★,65.38,0.133
000581,威孚高科,5.295,,9.6,0.983
000908,景峰医药,5.301,★,34.41,0.353
002806,华锋股份,5.306,,96.07,2.347
600600,青岛啤酒,5.306,,20.32,0.527
600757,长江传媒,5.31,★,11.8,0.417
002501,利源精制,5.317,★,18.35,0.787
600863,内蒙华电,5.318,★,24.78,0.167
600368,五洲交通,5.321,,10.92,0.443
000899,赣能股份,5.322,★,22.42,0.29
600358,国旅联合,5.325,,49.68,1.053
603466,风语筑,5.326,★,39.38,15.983
600755,厦门国贸,5.333,,8.19,1.083
002669,康达新材,5.337,,77.66,0.213
601016,节能风电,5.338,,34.67,0.28
002237,恒邦股份,5.343,★,22.66,1.253
600674,川投能源,5.344,★,10.7,0.237
600936,广西广电,5.344,★,42.06,0.34
601168,西部矿业,5.354,,40.67,0.883
600713,南京医药,5.355,★,24.75,0.583
603283,赛腾股份,5.359,,36.36,14.62
300261,雅本化学,5.361,★,75.0,0.65
300472,新元科技,5.362,★,323.61,0.613
603996,中新科技,5.369,★,53.7,1.143
002349,精华制药,5.379,,34.66,0.283
603067,振华股份,5.383,★,30.62,1.283
601789,宁波建工,5.408,,20.22,0.383
603229,奥翔药业,5.409,,60.49,2.36
603025,大豪科技,5.41,,39.65,5.4
002193,如意集团,5.411,,99.22,0.54
603978,深圳新星,5.413,,51.43,3.013
600693,东百集团,5.432,★,34.85,0.82
002807,江阴银行,5.442,★,20.52,1.907
000004,国农科技,5.443,★,0.0,0.717
300301,长方集团,5.443,★,122.53,0.36
600864,哈投股份,5.448,,30.46,0.22
002762,金发拉比,5.45,,40.74,2.483
300725,药石科技,5.454,★,94.85,13.217
000048,康达尔,5.46,,0.0,0.533
000598,兴蓉环境,5.465,★,15.08,0.297
603035,常熟汽饰,5.467,,17.13,0.89
300475,聚隆科技,5.471,★,39.35,2.27
000929,兰州黄河,5.479,★,54.01,1.67
300117,嘉寓股份,5.481,★,42.48,0.823
300269,联建光电,5.485,★,15.84,2.603
000903,云内动力,5.487,,24.98,0.36
002215,诺 普 信,5.49,,18.35,1.063
603266,天龙股份,5.496,★,26.89,1.803
300463,迈克生物,5.5,★,31.73,0.54
603858,步长制药,5.501,,22.81,1.197
000729,燕京啤酒,5.506,★,25.25,0.4
002783,凯龙股份,5.511,,28.35,1.957
600572,康恩贝,5.513,★,22.67,0.427
603768,常青股份,5.526,★,26.93,1.577
601010,文峰股份,5.53,,23.34,0.263
002272,川润股份,5.534,★,1486.32,0.873
600075,新疆天业,5.537,★,10.84,0.687
600143,金发科技,5.538,★,28.08,0.243
600332,白云山,5.547,,20.89,0.533
601777,力帆股份,5.547,★,37.57,0.363
002197,证通电子,5.548,★,177.07,1.13
603060,国检集团,5.552,,30.07,1.143
300539,横河模具,5.554,★,53.51,1.667
300185,通裕重工,5.582,,39.53,0.703
601996,丰林集团,5.582,,25.43,0.813
300135,宝利国际,5.585,★,72.38,0.613
002187,广百股份,5.589,★,17.43,0.247
603703,盛洋科技,5.591,,80.51,5.563
601566,九牧王,5.591,★,18.96,0.693
002718,友邦吊顶,5.599,★,33.98,0.79
600675,中华企业,5.607,,28.66,0.14
603429,集友股份,5.614,★,51.68,1.7
603898,好莱客,5.616,,31.01,0.893
002674,兴业科技,5.617,,61.55,1.197
603188,亚邦股份,5.618,★,13.72,0.817
002851,麦格米特,5.628,★,58.68,1.927
000951,中国重汽,5.629,,11.0,0.507
002773,康弘药业,5.641,,57.01,2.113
300059,东方财富,5.641,,95.95,4.867
601139,深圳燃气,5.656,★,15.61,0.267
002399,海普瑞,5.657,,305.56,0.13
300193,佳士科技,5.66,★,26.36,1.213
002144,宏达高科,5.666,★,23.21,0.377
600820,隧道股份,5.671,★,15.54,0.25
002686,亿利达,5.675,★,32.27,0.277
603101,汇嘉时代,5.679,★,23.07,1.397
603605,珀莱雅,5.68,,28.85,5.503
000031,中粮地产,5.685,★,20.69,1.39
000563,陕国投Ａ,5.698,★,23.0,0.583
002425,凯撒文化,5.699,★,30.57,0.84
000758,中色股份,5.702,★,43.14,0.713
601933,永辉超市,5.703,,52.48,0.547
002581,未名医药,5.704,★,26.29,0.69
000893,东凌国际,5.706,,0.0,4.473
000541,佛山照明,5.71,,12.28,0.513
600533,栖霞建设,5.714,★,44.39,0.487
600651,飞乐音响,5.717,★,12.45,0.847
600628,新世界,5.729,★,10.83,0.407
300040,九洲电气,5.729,★,20.84,2.02
002055,得润电子,5.73,,53.19,1.323
600415,小商品城,5.732,,17.59,0.133
000661,长春高新,5.733,,41.62,1.453
600100,同方股份,5.734,,0.0,0.837
600455,博通股份,5.736,,149.83,0.143
002029,七 匹 狼,5.739,,26.33,1.303
300436,广生堂,5.744,★,94.47,1.057
000682,东方电子,5.745,★,92.97,0.28
002275,桂林三金,5.748,,19.37,0.23
600839,四川长虹,5.761,★,64.23,0.413
300212,易华录,5.769,★,103.21,4.5
002303,美盈森,5.77,,30.84,0.383
600298,安琪酵母,5.773,,31.1,0.473
000005,世纪星源,5.773,★,0.0,0.397
600320,振华重工,5.773,★,105.15,0.36
600792,云煤能源,5.78,★,0.0,0.183
603103,横店影视,5.783,★,37.69,20.33
601717,郑煤机,5.785,,25.44,0.63
600080,金花股份,5.786,★,69.38,1.063
002730,电光科技,5.788,★,69.34,0.513
000557,西部创业,5.799,★,130.97,1.003
002732,燕塘乳业,5.803,★,28.67,0.497
603178,圣龙股份,5.806,,29.96,1.55
600684,珠江实业,5.808,,12.01,1.227
601607,上海医药,5.811,★,17.74,0.253
600780,通宝能源,5.812,★,222.99,0.513
002006,精功科技,5.814,★,71.97,0.687
603838,四通股份,5.816,★,65.02,1.2
603871,嘉友国际,5.819,,24.02,26.777
600502,安徽水利,5.825,★,16.79,1.143
603335,迪生力,5.825,,59.51,2.693
600995,文山电力,5.829,★,13.49,0.657
601878,浙商证券,5.833,,41.3,3.86
600723,首商股份,5.836,★,15.79,0.16
600284,浦东建设,5.838,,20.31,0.45
002524,光正集团,5.844,★,0.0,5.03
300530,达志科技,5.854,★,38.34,0.75
002728,特一药业,5.862,★,32.59,0.22
000875,吉电股份,5.864,★,0.0,0.49
002667,鞍重股份,5.864,★,54.2,1.43
002797,第一创业,5.867,,74.8,3.053
600636,*ST爱富,5.871,,41.93,0.827
603330,上海天洋,5.877,,81.2,2.523
600006,东风汽车,5.89,★,67.75,0.32
600603,广汇物流,5.89,,34.15,4.663
000918,嘉凯城,5.89,★,0.0,0.233
603926,铁流股份,5.891,,24.28,1.593
002244,滨江集团,5.893,,16.35,0.673
300102,乾照光电,5.896,,26.91,3.04
000514,渝 开 发,5.898,,57.5,0.337
002574,明牌珠宝,5.899,★,32.83,0.497
600707,彩虹股份,5.907,,0.0,1.13
000529,广弘控股,5.912,★,27.92,0.35
