,ts_code,symbol,name,industry,COL_MA_10,COL_MA_20,COL_LASTPRICE,concept
213,000851.SZ,000851,高鸿股份,软件服务,7.75,7.74,6.52,"阿里巴巴概念股, 央企改革, 物联网, 无人驾驶, 数字中国, 移动支付, 大数据, 云计算, 人工智能, 无人商店, 彩票, 滴滴出行概念股, 独角兽, 创投, "
214,300050.SZ,300050,世纪鼎利,软件服务,7.34,7.1,6.53,"5G, 阿里巴巴概念股, 教育, 物联网, 定增破发, 大数据, 无人商店, 股权转让, "
215,600152.SH,600152,维科技术,电气设备,7.72,7.67,6.54,"业绩预增, 纺织服装, 定增破发, 锂电池, 新能源汽车, 石墨烯, "
216,600217.SH,600217,中再资环,环境保护,6.85,6.57,6.55,"固废处理, 环保, 资产重组, "
217,000890.SZ,000890,法尔胜,钢加工,7.42,7.23,6.56,"5G, 供应链金融, 京东金融概念股, 独角兽, "
218,000409.SZ,000409,*ST地矿,综合类,6.87,6.79,6.58,"山东国企改革, 雄安新区, 雄安-工程基建, 股权转让, 国资入股, 资产重组, ST股, "
219,601011.SH,601011,宝泰隆,焦炭加工,7.25,7.19,6.59,"煤炭, 石墨电极, 甲醇, 业绩预增, 锂电池, 新能源汽车, 石墨烯, "
220,600696.SH,600696,ST岩石,区域地产,6.64,6.57,6.6,"ST股, 壳公司, "
221,603618.SH,603618,杭电股份,电气设备,7.4,7.24,6.63,"5G, 特高压, 光通信, 石墨烯, "
222,600094.SH,600094,大名城,区域地产,8.59,8.41,6.66,"福建自贸区, 房地产, 自贸区, "
223,600050.SH,600050,中国联通,电信运营,6.91,6.85,6.67,"5G, MSCI, 中字头, 阿里巴巴概念股, 混改, 央企改革, 空铁WiFi, 物联网, 百度概念股, 无人驾驶, 互联网金融, 大数据, 云计算, 无人商店, 腾讯概念股, 滴滴出行概念股, 独角兽, "
224,002656.SZ,002656,摩登大道,服饰,7.35,7.19,6.68,"纺织服装, 定增破发, 高质押率, 股权转让, VR&AR, 资产重组, "
225,002148.SZ,002148,北纬科技,互联网,7.6,7.48,6.71,"回购, 物联网, 游戏, 手游, 创投, "
226,600877.SH,600877,*ST嘉陵,摩托车,7.05,6.74,6.72,"混改, 军工混改, 央企改革, 军工研究所, 军工, 资产重组, ST股, "
227,300138.SZ,300138,晨光生物,食品,7.8,7.68,6.73,"海底捞概念股, 回购, 独角兽, "
228,600984.SH,600984,建设机械,工程机械,7.04,7.01,6.74,"业绩预增, 恒大概念股, 机械, 举牌股, "
229,600011.SH,600011,华能国际,火力发电,6.62,6.61,6.75,"火电, 高股息, 白马股, MSCI, 电改, 央企改革, 风电, "
230,300292.SZ,300292,吴通控股,软件服务,6.31,5.43,6.75,"5G, 光通信, 华为产业链, 物联网, 滴滴出行概念股, 独角兽, "
231,002553.SZ,002553,南方轴承,汽车配件,7.4,7.36,6.77,"大飞机, 业绩预增, 汽车零部件, "
232,300214.SZ,300214,日科化学,化工原料,7.38,7.03,6.82,"回购, 举牌股, 股权转让, "
233,300106.SZ,300106,西部牧业,农业综合,7.25,7.14,6.87,"食品, 新疆, 乳业（奶粉）, 新疆国企改革, "
234,000983.SZ,000983,西山煤电,煤炭开采,7.08,6.88,6.88,"MSCI, 煤炭, 社保重仓, 天然气, 山西国企改革, "
235,002056.SZ,002056,横店东磁,元器件,7.5,7.44,6.89,"特斯拉, 回购, 光伏, 稀土磁材, 无线充电, 工业互联网, 苹果产业链, "
236,000627.SZ,000627,天茂集团,保险,7.45,7.37,6.92,"保险, MSCI, "
237,601101.SH,601101,昊华能源,煤炭开采,7.29,7.27,6.93,"煤炭, 甲醇, 股权转让, "
238,600096.SH,600096,云天化,农药化肥,7.64,7.49,6.97,"甲醇, 煤化工, 化肥, 磷化工, 工业大麻, "
239,600769.SH,600769,祥龙电业,建筑施工,6.28,5.82,6.98,"电改, "
240,300208.SZ,300208,青岛中程,电气设备,8.31,8.2,6.98,"有色金属, 有色-镍, 举牌股, "
241,600732.SH,600732,ST新梅,区域地产,7.31,6.95,6.99,"上海国企改革, 资产重组, ST股, 壳公司, "
242,000713.SZ,000713,丰乐种业,种植业,6.88,6.59,7.02,"农药, 安徽国企改革, 转基因, 乡村振兴, 业绩预增, 农业种植, "
243,300086.SZ,300086,康芝药业,化学制药,7.69,7.4,7.03,"二胎, 民营医院, 医药, 化学药, 海南自由贸易港, 基因测序, 自贸区, 自由贸易港, 海南, "
244,601777.SH,601777,力帆股份,摩托车,7.85,6.68,7.04,"阿里巴巴概念股, 新能源整车, 汽车整车, 破净股, 无人驾驶, 锂电池, 新能源汽车, 共享经济, 独角兽, "
245,300341.SZ,300341,麦克奥迪,电气设备,7.31,7.01,7.05,
246,600731.SH,600731,湖南海利,农药化肥,7.18,6.81,7.05,"农药, 湖南国企改革, "
247,600644.SH,600644,乐山电力,水力发电,7.5,7.19,7.08,"水电, 业绩预增, 举牌股, "
248,000958.SZ,000958,东方能源,火力发电,8.24,7.34,7.1,"火电, 电改, 央企改革, 风电, 光伏, 雄安-公共服务, 雄安新区, 京津冀, 复牌股, "
249,600758.SH,600758,红阳能源,煤炭开采,6.9,5.73,7.1,"煤炭, 电改, 风电, 股权转让, "
250,600667.SH,600667,太极实业,半导体,7.62,7.61,7.1,"涤纶, 光伏, 半导体, 国产芯片, "
251,300319.SZ,300319,麦捷科技,元器件,7.64,7.54,7.11,"5G, 华为产业链, 物联网, 无线充电, 股权转让, VR&AR, 国资入股, "
252,300426.SZ,300426,唐德影视,影视音像,8.24,8.18,7.14,"高质押率, 影视, "
253,000967.SZ,000967,盈峰环境,环境保护,7.43,7.35,7.18,"固废处理, 核电, 回购, 特色小镇, 高质押率, 环保, 污水处理, 资产重组, "
254,002231.SZ,002231,奥维通信,通信设备,8.38,8.06,7.18,"5G, 养老产业, 壳公司, "
255,002775.SZ,002775,文科园林,建筑施工,8.19,7.94,7.19,"回购, 园林, 雄安-园林环保, PPP, 雄安新区, "
256,600168.SH,600168,武汉控股,水务,7.69,7.62,7.2,"赛马, 水务, PPP, "
257,000906.SZ,000906,浙商中拓,批发业,7.59,7.24,7.22,"业绩预增, 浙江国企改革, "
258,002549.SZ,002549,凯美特气,环境保护,7.69,7.53,7.25,"业绩预增, 碳交易, "
259,002522.SZ,002522,浙江众成,塑料,6.78,6.76,7.27,"定增破发, 新能源汽车, 包装印刷, 充电桩, "
260,600192.SH,600192,长城电工,电气设备,8.62,8.5,7.33,"燃料电池, 苹果期货, "
261,600301.SH,600301,ST南化,化工原料,7.44,7.31,7.35,"烧碱, 广西, ST股, "
262,002207.SZ,002207,ST准油,石油开采,7.5,7.39,7.36,"油气改革, 一带一路, 可燃冰, 页岩气, 新疆, ST股, 壳公司, "
263,300432.SZ,300432,富临精工,汽车配件,7.7,7.47,7.37,"破净股, 汽车零部件, 高质押率, 锂电池, 新能源汽车, "
264,300056.SZ,300056,三维丝,环境保护,7.12,6.96,7.41,"兜底式增持, 大气治理, 环保, 举牌股, 股权争夺, "
265,000551.SZ,000551,创元科技,专用机械,8.2,8.06,7.44,"大气治理, 北斗导航, 环保, "
266,601939.SH,601939,建设银行,银行,7.46,7.4,7.44,"银行, MSCI, 破净股, "
267,000995.SZ,000995,*ST皇台,白酒,7.61,6.42,7.47,"教育, 白酒, 资产重组, ST股, 壳公司, "
268,300228.SZ,300228,富瑞特装,化工机械,8.16,8.01,7.48,"海工装备, 新能源整车, 油气改革, 可燃冰, 页岩气, 天然气, 燃料电池, 新能源汽车, "
269,000893.SZ,000893,*ST东凌,食品,8.33,7.74,7.53,"化肥, 股权转让, ST股, "
270,002200.SZ,002200,*ST云投,环境保护,7.87,7.74,7.57,"园林, 中科院系, PPP, 林业, "
271,600626.SH,600626,申达股份,纺织,6.81,6.77,7.6,"汽车零部件, 上海国企改革, 进口博览会, "
272,002385.SZ,002385,大北农,饲料,7.28,6.57,7.63,"MSCI, 新进指数成份股, 转基因, 回购, 饲料, 养猪, 互联网金融, 农业种植, 国资入股, "
273,002686.SZ,002686,亿利达,专用机械,8.03,8.02,7.65,"汽车零部件, 股权转让, 国资入股, 富勒烯, "
274,300206.SZ,300206,理邦仪器,医疗保健,8.57,8.07,7.67,"二胎, 回购, 业绩预增, 医疗器械, 体外诊断, "
275,000531.SZ,000531,穗恒运A,火力发电,8.48,8.42,7.68,"火电, 电改, 粤港澳大湾区, 燃料电池, 资产重组, 创投, "
276,000529.SZ,000529,广弘控股,食品,7.91,7.43,7.68,"养猪, 宝能系, 粤港澳大湾区, 养鸡, 冷链, "
277,002135.SZ,002135,东南网架,建筑施工,6.89,6.64,7.72,"业绩预增, 大基建, 装配式建筑, 雄安-建材, PPP, 雄安新区, "
278,300309.SZ,300309,吉艾科技,多元金融,8.25,8.23,7.73,"油服, 油气改革, 页岩气, 债转股-AMC, 资产重组, "
279,002678.SZ,002678,珠江钢琴,文教休闲,7.69,7.61,7.73,"二胎, 教育, "
280,600917.SH,600917,重庆燃气,供气供热,8.24,8.03,7.73,"油气改革, 重庆国企改革, 天然气, 股权转让, "
281,002321.SZ,002321,华英农业,农业综合,8.38,8.07,7.82,"养鸡, 土地流转, 股权转让, 国资入股, "
282,000969.SZ,000969,安泰科技,钢加工,8.52,8.27,7.83,"碳纤维, 央企改革, 有色金属, 业绩预增, 有色-钼, 稀土磁材, 有色-钨, 小米概念股, 燃料电池, 3D打印, 智能制造, 无线充电, "
283,001696.SZ,001696,宗申动力,摩托车,8.93,8.27,7.83,"东盟博览会, 国家队重仓, 通用航空, 军工, 军民融合, 无人机, 汽车零部件, 农机, 燃料电池, "
284,300241.SZ,300241,瑞丰光电,半导体,7.96,7.65,7.83,"汽车零部件, 举牌股, LED, 虹膜识别, "
285,600500.SH,600500,中化国际,商贸代理,8.48,8.46,7.9,"高股息, MSCI, 农药, 央企改革, 社保重仓, 锂电池, 新能源汽车, 橡胶, "
286,002330.SZ,002330,得利斯,食品,7.47,6.85,7.91,"养猪, 食品, "
287,300194.SZ,300194,福安药业,化学制药,9.32,8.24,7.91,"医药, 化学药, 工业大麻, "
288,002545.SZ,002545,东方铁塔,钢加工,7.73,7.72,7.92,"特高压, 业绩预增, 风电, 3D打印, 智能制造, "
289,000957.SZ,000957,中通客车,汽车整车,9.64,9.14,7.93,"新能源整车, 汽车整车, 山东国企改革, 燃料电池, 新能源汽车, "
290,603767.SH,603767,中马传动,汽车配件,8.5,8.49,7.94,"汽车零部件, "
291,300041.SZ,300041,回天新材,化工原料,8.11,8.04,7.96,"回购, 石油化工, 光伏, 装配式建筑, 雄安-建材, 雄安-公共服务, 雄安新区, 股权转让, 高铁轨交, 国资入股, "
292,600018.SH,600018,上港集团,港口,8.37,8.33,8.07,"高股息, 白马股, MSCI, 一带一路, 港口, 环杭州湾大湾区, 上海国企改革, 自贸区, 足球, 自由贸易港, 上海自由贸易港, "
293,000911.SZ,000911,*ST南糖,食品,8.45,8.32,8.07,"食品, 白糖, 广西, 股权转让, 复牌股, ST股, "
294,300021.SZ,300021,大禹节水,农业综合,8.28,7.85,8.08,"乡村振兴, 农机, 水利, 海绵城市, 土地流转, PPP, "
295,600736.SH,600736,苏州高新,园区开发,8.65,8.61,8.08,"特色小镇, 房地产, 独角兽, 创投, "
296,000702.SZ,000702,正虹科技,饲料,7.99,7.49,8.1,"饲料, 业绩预增, 湖南国企改革, 农垦, "
297,000566.SZ,000566,海南海药,化学制药,8.07,7.97,8.12,"业绩预增, 医药, 创新药, 化学药, 海南自由贸易港, 医疗器械, 自贸区, 互联网医疗, 自由贸易港, 国资入股, 资产重组, 独角兽, 海南, 科创板概念股, "
298,300254.SZ,300254,仟源医药,化学制药,9.42,9.34,8.15,"二胎, 医药, 中药, 创新药, 化学药, 基因测序, "
299,600505.SH,600505,西昌电力,水力发电,8.65,8.41,8.17,"水电, 央企改革, 业绩预增, "
300,000909.SZ,000909,数源科技,综合类,9.07,8.93,8.17,"浙江国企改革, 物联网, 无人驾驶, 智慧停车, 新能源汽车, 充电桩, "
301,600228.SH,600228,ST昌九,化工原料,9.25,9.19,8.18,"ST股, "
302,600099.SH,600099,林海股份,摩托车,8.48,8.32,8.18,"央企改革, 乡村振兴, "
303,002278.SZ,002278,神开股份,化工机械,8.39,8.36,8.18,"油服, 可燃冰, 业绩预增, 页岩气, 举牌股, 壳公司, "
304,002214.SZ,002214,大立科技,电器仪表,8.88,8.79,8.25,"军工, 军民融合, 智能制造, 智慧安防, 机器人, 壳公司, "
305,601699.SH,601699,潞安环能,煤炭开采,8.47,8.38,8.25,"MSCI, 煤炭, 山西国企改革, "
306,300375.SZ,300375,鹏翎股份,汽车配件,8.52,8.25,8.28,"社保重仓, 汽车零部件, 资产重组, "
307,600861.SH,600861,北京城乡,百货,8.7,8.56,8.28,"北京城市规划, 新零售, "
308,300433.SZ,300433,蓝思科技,元器件,8.94,8.79,8.31,"MSCI, 华为产业链, 小米概念股, 创业板人气股, 指纹识别, 3D玻璃, 苹果产业链, 虹膜识别, "
309,600234.SH,600234,ST山水,文教休闲,9.4,9.26,8.36,"股权争夺, ST股, 壳公司, "
310,002742.SZ,002742,三圣股份,其他建材,9.19,8.92,8.37,"高质押率, 医药, 化学药, "
311,300528.SZ,300528,幸福蓝海,影视音像,9.54,9.34,8.38,"影视, "
312,600995.SH,600995,文山电力,水力发电,8.9,8.89,8.39,"水电, 电改, 央企改革, 业绩预增, "
313,002137.SZ,002137,麦达数字,互联网,8.46,8.35,8.42,"业绩预增, 物联网, 小米概念股, 云计算, 独角兽, LED, "
314,600817.SH,600817,ST宏盛,多元金融,9.57,9.56,8.42,"股权转让, ST股, 壳公司, "
315,603168.SH,603168,莎普爱思,化学制药,9.95,9.38,8.47,"医药, 化学药, 眼科, 股权转让, "
316,002093.SZ,002093,国脉科技,电信运营,10.02,9.93,8.47,"5G, 教育, 物联网, 数字中国, 云计算, "
317,002529.SZ,002529,海源复材,专用机械,9.39,9.23,8.49,"碳纤维, 蔚来汽车概念股, 汽车零部件, 宁德时代概念股, 3D打印, 智能制造, 独角兽, "
318,000920.SZ,000920,南方汇通,环境保护,8.93,8.53,8.51,"央企改革, 雄安-园林环保, 环保, 雄安新区, 京津冀, 污水处理, "
319,300262.SZ,300262,巴安水务,环境保护,9.18,9.06,8.55,"水务, 社保重仓, 兜底式增持, PPP, "
320,300265.SZ,300265,通光线缆,电气设备,10.33,10.12,8.57,"5G, 特高压, 光通信, 军工, 军民融合, "
321,000524.SZ,000524,岭南控股,酒店餐饮,8.74,8.64,8.59,"社保重仓, 旅游, 粤港澳大湾区, 定增破发, "
322,600738.SH,600738,兰州民百,百货,9.21,8.87,8.6,"回购, 业绩预增, "
323,000919.SZ,000919,金陵药业,化学制药,8.52,8.48,8.67,"健康中国, 民营医院, 养老产业, 医药, 中药, 创投, "
324,002166.SZ,002166,莱茵生物,中成药,10.27,9.7,8.68,"广西, "
325,002667.SZ,002667,鞍重股份,工程机械,9.08,8.92,8.7,"壳公司, "
326,600517.SH,600517,置信电气,电气设备,10.01,9.46,8.71,"特高压, 券商, 国家队重仓, 央企改革, 信托, 碳交易, "
327,002631.SZ,002631,德尔未来,家居用品,9.92,9.36,8.72,"石墨烯, 家具家居, "
328,002229.SZ,002229,鸿博股份,广告包装,9.54,9.45,8.76,"5G, 华为产业链, 回购, 彩票, 包装印刷, "
329,300511.SZ,300511,雪榕生物,种植业,9.47,9.22,8.77,"海底捞概念股, 农业种植, 独角兽, "
330,002328.SZ,002328,新朋股份,汽车配件,8.63,8.61,8.79,"汽车零部件, 独角兽, 蚂蚁金服概念股, "
331,002215.SZ,002215,诺普信,农药化肥,9.66,8.44,8.83,"农药, 回购, 供应链金融, "
332,600926.SH,600926,杭州银行,银行,8.81,8.8,8.88,"银行, MSCI, 浙江国企改革, "
333,002238.SZ,002238,天威视讯,影视音像,10.12,9.99,8.93,"广电, 深圳本地股/深汕合作, "
334,002367.SZ,002367,康力电梯,运输设备,9.03,9.02,8.94,"回购, 物联网, 百度概念股, 智能制造, 人工智能, 独角兽, 机器人, "
335,600101.SH,600101,明星电力,水力发电,9.2,9.15,8.96,"水电, 央企改革, 有色金属, 宝能系, 有色-钒, "
336,000650.SZ,000650,仁和药业,中成药,8.42,7.77,8.98,"医药, 中药, 互联网金融, 互联网医疗, 眼科, "
337,600277.SH,600277,亿利洁能,综合类,8.68,8.32,9.0,"烧碱, PVC, 内蒙古, 光伏, "
338,600379.SH,600379,宝光股份,电气设备,9.68,9.29,9.01,"央企改革, 股权争夺, "
339,601633.SH,601633,长城汽车,汽车整车,9.92,9.73,9.02,"新能源整车, 汽车整车, 百度概念股, 无人驾驶, 燃料电池, 新能源汽车, 共享经济, "
340,000811.SZ,000811,冰轮环境,工程机械,9.92,9.59,9.05,"中韩自贸区, 山东国企改革, 冷链, 自贸区, 地热, 创投, "
341,300441.SZ,300441,鲍斯股份,机床制造,9.36,9.01,9.1,"新零售, 工业自动化, 智能制造, 资产重组, "
342,603488.SH,603488,展鹏科技,电气设备,9.74,9.6,9.1,
343,002559.SZ,002559,亚威股份,机床制造,8.67,8.56,9.1,"回购, 工业自动化, 燃料电池, 智能制造, 工业互联网, 机器人, "
344,002316.SZ,002316,亚联发展,软件服务,9.93,9.67,9.11,"华为产业链, 新零售, 互联网金融, 移动支付, 大数据, 智慧城市, 独角兽, 电子车牌, "
345,002198.SZ,002198,嘉应制药,中成药,10.76,10.71,9.13,"医药, 中药, "
346,002099.SZ,002099,海翔药业,化学制药,9.47,9.32,9.13,"回购, 业绩预增, 染料, 医药, 化学药, "
347,300387.SZ,300387,富邦股份,化工原料,9.33,8.97,9.15,"化肥, "
348,300459.SZ,300459,金科文化,化工原料,9.06,8.84,9.15,"阿里巴巴概念股, 新进指数成份股, 回购, 业绩预增, 谷歌概念股, 高质押率, 大数据, 人工智能, "
349,601886.SH,601886,江河集团,装修装饰,9.45,9.41,9.15,"民营医院, 雄安-建材, 雄安新区, 装修装饰, "
350,300444.SZ,300444,双杰电气,电气设备,10.01,9.57,9.15,"业绩预增, 锂电池, 新能源汽车, "
351,600996.SH,600996,贵广网络,影视音像,10.74,10.72,9.16,"物联网, 大数据, 云计算, 广电, "
352,603333.SH,603333,尚纬股份,电气设备,9.09,8.99,9.22,"核电, 业绩预增, "
353,603003.SH,603003,龙宇燃油,石油贸易,9.58,9.36,9.31,"油气改革, 回购, 石油化工, 大数据, 云计算, "
354,002054.SZ,002054,德美化工,化工原料,9.04,8.28,9.44,"半导体, 国资入股, 壳公司, 创投, "
355,601838.SH,601838,成都银行,银行,9.35,9.29,9.45,"银行, "
356,600737.SH,600737,中粮糖业,食品,10.39,10.31,9.47,"MSCI, 央企改革, 调味品, 食品, 新疆, 白糖, 新疆国企改革, "
357,600804.SH,600804,鹏博士,电信运营,11.29,11.06,9.49,"5G, 安邦系, 光通信, 新进指数成份股, 教育, 回购, 物联网, 谷歌概念股, 大数据, 云计算, 智慧城市, 智慧安防, "
358,600846.SH,600846,同济科技,综合类,10.79,10.78,9.49,"大基建, 雄安新区, 高校系, 雄安-设计, "
359,000582.SZ,000582,北部湾港,港口,10.26,10.04,9.51,"东盟博览会, 港口, 回购, 广西, "
360,600620.SH,600620,天宸股份,综合类,10.06,9.5,9.52,
361,002467.SZ,002467,二六三,电信运营,9.68,9.24,9.55,"教育, 业绩预增, 物联网, 谷歌概念股, 直播/短视频, 云计算, 高送转, 人工智能, "
362,300200.SZ,300200,高盟新材,化工原料,9.65,9.59,9.59,"业绩预增, 汽车零部件, 定增破发, 高铁轨交, "
363,002645.SZ,002645,华宏科技,专用机械,10.24,10.02,9.6,
364,000626.SZ,000626,远大控股,商贸代理,10.57,10.12,9.61,
365,600153.SH,600153,建发股份,商贸代理,9.98,9.76,9.63,"MSCI, 福建自贸区, 供应链金融, 快递物流, 自贸区, "
366,300392.SZ,300392,腾信股份,互联网,9.67,9.26,9.66,"股权转让, 国资入股, 独角兽, "
367,300342.SZ,300342,天银机电,元器件,10.27,10.23,9.7,"军工, 军民融合, 太赫兹, 白色家电, 家电, 股权转让, 国资入股, "
368,300072.SZ,300072,三聚环保,环境保护,11.14,10.93,9.7,"MSCI, 石墨电极, 石油化工, 化肥, 大气治理, PPP, 环保, 油品升级, 区块链, 国资入股, "
369,603626.SH,603626,科森科技,专用机械,10.35,10.31,9.7,"苹果产业链, 迈瑞医疗概念股, "
370,600733.SH,600733,北汽蓝谷,汽车整车,10.76,10.37,9.71,"新能源整车, 北汽新能源, 业绩预增, 无人驾驶, 新能源汽车, ST摘帽, "
371,601933.SH,601933,永辉超市,超市连锁,9.24,9.21,9.77,"白马股, MSCI, 大消费, 金改, 海底捞概念股, 新零售, 腾讯概念股, "
372,002582.SZ,002582,好想你,食品,10.42,10.41,9.78,"回购, 新零售, 食品, 休闲食品, 股权转让, "
373,600580.SH,600580,卧龙电驱,电气设备,10.11,10.01,9.83,"北汽新能源, 核电, "
374,603012.SH,603012,创力集团,专用机械,9.37,9.19,9.86,"新能源汽车, 充电桩, "
375,603615.SH,603615,茶花股份,家居用品,10.72,10.59,9.92,"二胎, "
376,603300.SH,603300,华铁科技,钢加工,10.19,9.72,9.94,"雄安新区, 雄安-工程基建, 举牌股, 国资入股, "
377,300012.SZ,300012,华测检测,电器仪表,9.29,9.14,9.97,"新进指数成份股, 北汽新能源, 业绩预增, 雄安-园林环保, 雄安新区, 碳交易, "
378,002355.SZ,002355,兴民智通,汽车配件,10.8,10.53,9.98,"北汽新能源, 回购, 汽车零部件, 物联网, 无人驾驶, 3D打印, 智能制造, 大数据, 股权转让, "
379,603998.SH,603998,方盛制药,中成药,11.99,11.08,10.01,"医药, 中药, 创新药, 工业大麻, "
380,000159.SZ,000159,国际实业,石油贸易,11.94,11.75,10.08,"油气改革, 一带一路, 回购, 石油化工, 新疆, 壳公司, 强势人气股, "
381,600377.SH,600377,宁沪高速,路桥,10.07,10.05,10.08,"高股息, 高速公路, "
382,300366.SZ,300366,创意信息,软件服务,9.57,9.38,10.09,"5G, 华为产业链, 大数据, 智慧城市, 国产软件, "
383,002100.SZ,002100,天康生物,饲料,10.78,10.18,10.12,"转基因, 饲料, 养猪, 新疆, 新疆国企改革, 动物保健, "
384,000885.SZ,000885,城发环境,公路,10.06,9.88,10.13,"高速公路, 固废处理, 河南自贸区, PPP, 环保, 自贸区, "
385,300290.SZ,300290,荣科科技,软件服务,10.4,10.37,10.14,"兜底式增持, 大数据, 云计算, 互联网医疗, 智慧城市, 国产软件, 股权转让, 医疗信息化, 独角兽, "
386,600522.SH,600522,中天科技,通信设备,10.67,10.47,10.14,"5G, 光通信, MSCI, 风电, 储能, 量子通信, 新能源汽车, 石墨烯, 工业互联网, 充电桩, "
387,002129.SZ,002129,中环股份,半导体,10.68,10.62,10.16,"MSCI, 光伏, 半导体, 天津国企改革, "
388,603028.SH,603028,赛福天,钢加工,9.95,9.67,10.18,"壳公司, "
389,002758.SZ,002758,华通医药,医药商业,11.7,11.27,10.2,"医药商业, 医药, 中药, "
390,600748.SH,600748,上实发展,全国地产,11.32,10.88,10.21,"养老产业, 房地产, 土地流转, 上海国企改革, "
391,000970.SZ,000970,中科三环,元器件,11.28,11.21,10.25,"特斯拉, 超级高铁, 中科院系, 稀土磁材, "
392,000546.SZ,000546,金圆股份,水泥,10.49,10.43,10.35,"固废处理, 水泥, 环保, 股权转让, "
393,601007.SH,601007,金陵饭店,酒店餐饮,10.85,10.81,10.39,"旅游, 养老产业, "
394,002140.SZ,002140,东华科技,建筑施工,10.6,9.76,10.39,"高股息, 固废处理, 国家队重仓, 央企改革, 供应链金融, 雄安-公共服务, 环保, 雄安新区, "
395,600410.SH,600410,华胜天成,软件服务,9.36,9.29,10.43,"阿里巴巴概念股, 国家队重仓, 回购, 军工, 军民融合, 物联网, 智慧物流, 网络安全, 智能制造, 大数据, 云计算, 人工智能, 工业互联网, 智慧城市, 国产软件, 国产芯片, 科创板概念股, 透明工厂, "
396,000987.SZ,000987,越秀金控,多元金融,11.26,11.21,10.44,"券商, 金改, 新零售, 粤港澳大湾区, 宁德时代概念股, 资产重组, 独角兽, "
397,600831.SH,600831,广电网络,影视音像,11.69,11.6,10.45,"大数据, 云计算, 智慧城市, 广电, 知识产权, "
398,603128.SH,603128,华贸物流,仓储物流,10.41,10.16,10.45,"央企改革, 回购, 快递物流, 自贸区, 自由贸易港, 上海自由贸易港, "
399,002221.SZ,002221,东华能源,石油贸易,11.74,11.7,10.46,"MSCI, 油气改革, 回购, 石油化工, 燃料电池, "
400,000800.SZ,000800,一汽轿车,汽车整车,11.57,10.33,10.49,"新能源整车, 汽车整车, 混改, 央企改革, 百度概念股, 无人驾驶, 铁总混改, 新能源汽车, 共享经济, "
401,000823.SZ,000823,超声电子,元器件,11.76,11.04,10.49,"PCB板, 小米概念股, 苹果产业链, "
402,300388.SZ,300388,国祯环保,环境保护,10.78,10.76,10.5,"PPP, 环保, 污水处理, "
403,600597.SH,600597,光明乳业,乳制品,10.66,10.64,10.5,"大消费, 二胎, 转基因, 新零售, 食品, 乳业（奶粉）, 万达系, 上海国企改革, 进口博览会, "
404,000043.SZ,000043,中航善达,房产服务,9.71,9.24,10.54,"央企改革, 军工研究所, 业绩预增, 军工, 房地产, "
405,000586.SZ,000586,汇源通信,通信设备,11.6,11.44,10.55,"5G, 光通信, 智慧安防, 壳公司, "
406,002203.SZ,002203,海亮股份,铜,10.24,9.77,10.55,"有色金属, 有色-钴, 工业自动化, 智能制造, 有色-铜, "
407,002511.SZ,002511,中顺洁柔,造纸,10.64,10.21,10.55,"社保重仓, 回购, 造纸, "
408,002301.SZ,002301,齐心集团,文教休闲,11.03,11.02,10.64,"二胎, 回购, 新零售, 云计算, 京东金融概念股, 腾讯概念股, 国资入股, 独角兽, "
409,603277.SH,603277,银都股份,专用机械,11.24,11.11,10.65,
410,002241.SZ,002241,歌尔股份,元器件,10.47,10.33,10.66,"白马股, MSCI, 回购, 小米概念股, 智能制造, 工业互联网, 3D感应, 智能音箱, VR&AR, 苹果产业链, 独角兽, 机器人, "
411,600073.SH,600073,上海梅林,食品,10.14,9.58,10.7,"食品, 休闲食品, 万达系, 上海国企改革, 进口博览会, "
412,300234.SZ,300234,开尔新材,陶瓷,11.48,11.42,10.75,"回购, 高质押率, 装修装饰, "
413,300199.SZ,300199,翰宇药业,化学制药,10.9,10.85,10.78,"国家队重仓, 回购, 医药, 创新药, 化学药, 互联网医疗, 国资入股, 独角兽, "
414,603828.SH,603828,柯利达,装修装饰,10.87,10.86,10.79,"参股券商, PPP, 智慧城市, 装修装饰, "
415,000715.SZ,000715,中兴商业,百货,9.92,9.6,10.79,"新零售, 股权转让, "
416,002359.SZ,002359,北讯集团,通信设备,11.24,11.0,10.97,"特高压, 业绩预增, 物联网, 定增破发, 智慧停车, "
417,000534.SZ,000534,万泽股份,生物制药,11.34,11.04,11.05,"社保重仓, 大飞机, 军工, 军民融合, 互联网金融, 股权转让, 资产重组, "
418,002250.SZ,002250,联化科技,化工原料,10.91,10.5,11.05,"农药, 社保重仓, 业绩预增, 医药, 创新药, "
419,002446.SZ,002446,盛路通信,通信设备,11.56,11.21,11.08,"5G, 华为产业链, 军工, 军民融合, 物联网, 无人驾驶, 北斗导航, "
420,002569.SZ,002569,步森股份,服饰,12.97,12.66,11.12,"新零售, 供应链金融, 纺织服装, 股权争夺, 壳公司, "
421,000878.SZ,000878,云南铜业,铜,11.45,11.28,11.17,"央企改革, 有色金属, 有色-铜, 期货概念, "
422,600213.SH,600213,亚星客车,汽车整车,11.48,9.89,11.22,"新能源整车, 汽车整车, 山东国企改革, 新能源汽车, "
423,600882.SH,600882,妙可蓝多,乳制品,11.28,11.2,11.22,"回购, 食品, 乳业（奶粉）, "
