,ts_code,symbol,name,industry,COL_CHG,COL_ODDS,COL_CIRC_MV
404,300453.SZ,300453,三鑫医疗,医疗保健,7.13,1.33,40.25
405,600765.SH,600765,中航重机,航空,14.24,1.33,177.48
406,300450.SZ,300450,先导智能,专用机械,12.56,1.33,836.07
407,000426.SZ,000426,兴业矿业,铅锌,14.23,1.33,129.09
408,002619.SZ,002619,*ST艾格,互联网,12.61,1.32,17.89
409,300385.SZ,300385,雪浪环境,环境保护,0.84,1.32,20.19
410,000890.SZ,000890,法尔胜,钢加工,17.27,1.32,23.2
411,000153.SZ,000153,丰原药业,化学制药,10.19,1.32,26.99
412,000564.SZ,000564,*ST大集,百货,10.04,1.32,52.76
413,603486.SH,603486,科沃斯,家用电器,17.85,1.32,1013.85
414,002881.SZ,002881,美格智能,通信设备,10.72,1.32,23.31
415,300772.SZ,300772,运达股份,电气设备,8.48,1.32,26.34
416,300631.SZ,300631,久吾高科,环境保护,13.34,1.31,25.37
417,002153.SZ,002153,石基信息,软件服务,11.68,1.31,235.95
418,300429.SZ,300429,强力新材,化工原料,9.86,1.31,38.83
419,000786.SZ,000786,北新建材,其他建材,13.04,1.31,817.05
420,002058.SZ,002058,*ST威尔,电器仪表,13.4,1.31,11.26
421,300850.SZ,300850,新强联,机械基件,14.88,1.3,35.58
422,000545.SZ,000545,金浦钛业,化工原料,11.9,1.3,36.07
423,002466.SZ,002466,天齐锂业,小金属,5.21,1.3,838.53
424,603309.SH,603309,维力医疗,医疗保健,14.3,1.29,36.95
425,600191.SH,600191,*ST华资,食品,12.93,1.29,14.4
426,300658.SZ,300658,延江股份,纺织,12.46,1.28,18.36
427,300560.SZ,300560,中富通,通信设备,11.24,1.28,14.8
428,300477.SZ,300477,合纵科技,电气设备,22.88,1.28,43.72
429,603889.SH,603889,新澳股份,纺织,14.29,1.28,27.43
430,300352.SZ,300352,北信源,软件服务,2.86,1.28,63.74
431,002660.SZ,002660,茂硕电源,电气设备,12.07,1.28,15.89
432,600111.SH,600111,北方稀土,小金属,17.86,1.28,817.44
433,600284.SH,600284,浦东建设,建筑工程,13.77,1.27,68.89
434,600156.SH,600156,华升股份,纺织,11.08,1.27,16.12
435,000560.SZ,000560,我爱我家,房产服务,14.05,1.27,108.15
436,600648.SH,600648,外高桥,园区开发,12.73,1.27,146.48
437,601996.SH,601996,丰林集团,家居用品,14.07,1.26,40.3
438,601633.SH,601633,长城汽车,汽车整车,13.7,1.26,2344.72
439,300623.SZ,300623,捷捷微电,半导体,7.72,1.26,193.2
440,002190.SZ,002190,成飞集成,汽车配件,12.87,1.26,92.8
441,600203.SH,600203,福日电子,元器件,11.58,1.26,38.25
442,300040.SZ,300040,九洲集团,电气设备,14.19,1.26,28.99
443,002556.SZ,002556,辉隆股份,其他商业,13.92,1.26,96.23
444,002688.SZ,002688,金河生物,化学制药,8.93,1.26,42.65
445,300802.SZ,300802,矩子科技,IT设备,9.02,1.25,28.89
446,002017.SZ,002017,东信和平,通信设备,10.12,1.25,53.59
447,300829.SZ,300829,金丹科技,食品,12.45,1.25,54.03
448,600906.SH,600906,财达证券,证券,3.97,1.25,78.5
449,300469.SZ,300469,信息发展,软件服务,13.39,1.24,20.06
450,300885.SZ,300885,海昌新材,机械基件,12.28,1.24,9.34
451,600288.SH,600288,大恒科技,软件服务,14.14,1.23,57.83
452,300663.SZ,300663,科蓝软件,软件服务,6.74,1.23,53.62
453,300034.SZ,300034,钢研高纳,小金属,10.46,1.23,120.81
454,300474.SZ,300474,景嘉微,元器件,7.23,1.23,132.77
455,000802.SZ,000802,ST北文,影视音像,7.92,1.22,29.09
456,600746.SH,600746,江苏索普,化工原料,15.84,1.22,43.23
457,002132.SZ,002132,恒星科技,钢加工,12.31,1.22,45.75
458,300848.SZ,300848,美瑞新材,化工原料,16.27,1.22,11.03
459,002201.SZ,002201,九鼎新材,玻璃,13.15,1.22,51.07
460,300715.SZ,300715,凯伦股份,其他建材,13.34,1.22,70.85
461,603801.SH,603801,志邦家居,家居用品,9.21,1.22,114.59
462,002274.SZ,002274,华昌化工,农药化肥,12.04,1.22,80.01
463,601918.SH,601918,新集能源,煤炭开采,13.4,1.21,109.58
464,002984.SZ,002984,森麒麟,汽车配件,13.68,1.21,24.83
465,600615.SH,600615,*ST丰华,小金属,7.22,1.21,14.2
466,300618.SZ,300618,寒锐钴业,小金属,13.48,1.21,185.37
467,603008.SH,603008,喜临门,家居用品,13.47,1.21,114.21
468,002156.SZ,002156,通富微电,半导体,9.19,1.21,265.37
469,600970.SH,600970,中材国际,建筑工程,13.81,1.21,169.25
470,601969.SH,601969,海南矿业,普钢,14.68,1.21,177.1
471,002329.SZ,002329,皇氏集团,乳制品,9.59,1.2,31.67
472,300158.SZ,300158,振东制药,化学制药,11.19,1.2,62.32
473,600129.SH,600129,太极集团,中成药,5.74,1.2,99.46
474,300394.SZ,300394,天孚通信,通信设备,9.48,1.2,85.97
475,600636.SH,600636,国新文化,化工原料,11.91,1.2,48.72
476,603007.SH,603007,ST花王,建筑工程,7.95,1.19,10.87
477,000596.SZ,000596,古井贡酒,白酒,2.41,1.19,954.21
478,002352.SZ,002352,顺丰控股,仓储物流,10.18,1.19,3400.51
479,603589.SH,603589,口子窖,白酒,8.49,1.19,421.92
480,003026.SZ,003026,中晶科技,半导体,9.13,1.19,21.49
481,600290.SH,600290,ST华仪,电气设备,17.53,1.18,17.33
482,300211.SZ,300211,亿通科技,通信设备,11.43,1.18,29.25
483,603022.SH,603022,新通联,广告包装,13.68,1.18,24.6
484,603881.SH,603881,数据港,电信运营,5.72,1.18,119.24
485,600520.SH,600520,文一科技,机械基件,11.44,1.18,12.5
486,603960.SH,603960,克来机电,专用机械,7.37,1.18,78.72
487,002601.SZ,002601,龙蟒佰利,化工原料,10.75,1.17,555.87
488,002373.SZ,002373,千方科技,软件服务,10.89,1.17,207.57
489,002675.SZ,002675,东诚药业,化学制药,11.52,1.17,141.3
490,300518.SZ,300518,盛讯达,软件服务,17.55,1.17,34.06
491,300215.SZ,300215,电科院,电气设备,10.81,1.17,48.23
492,600369.SH,600369,西南证券,证券,10.53,1.16,296.37
493,600478.SH,600478,科力远,元器件,12.76,1.16,70.9
494,600246.SH,600246,万通发展,区域地产,12.75,1.16,170.69
495,600506.SH,600506,*ST香梨,种植业,11.36,1.15,11.58
496,002054.SZ,002054,德美化工,化工原料,11.6,1.15,33.95
497,002072.SZ,002072,*ST凯瑞,商贸代理,16.29,1.15,7.97
498,002459.SZ,002459,晶澳科技,电气设备,12.68,1.15,213.7
499,600812.SH,600812,华北制药,化学制药,11.37,1.15,180.53
500,600958.SH,600958,东方证券,证券,9.83,1.15,570.22
501,300308.SZ,300308,中际旭创,通信设备,11.36,1.15,281.96
502,300729.SZ,300729,乐歌股份,家居用品,-2.77,1.15,44.2
503,600983.SH,600983,惠而浦,家用电器,14.27,1.15,82.24
504,300638.SZ,300638,广和通,通信设备,7.49,1.15,97.16
505,600555.SH,600555,*ST海创,旅游服务,8.55,1.14,16.06
506,002096.SZ,002096,南岭民爆,化工原料,11.58,1.14,30.37
507,002094.SZ,002094,青岛金王,日用化工,10.94,1.14,29.41
508,002644.SZ,002644,佛慈制药,中成药,11.48,1.14,44.63
509,002676.SZ,002676,顺威股份,塑料,4.2,1.14,26.78
510,603225.SH,603225,新凤鸣,化纤,8.27,1.14,273.33
511,002149.SZ,002149,西部材料,小金属,10.86,1.14,62.11
512,300193.SZ,300193,佳士科技,专用机械,7.95,1.14,59.26
513,603159.SH,603159,上海亚虹,专用机械,2.57,1.13,21.22
514,000869.SZ,000869,张裕A,红黄酒,6.31,1.13,190.86
515,600348.SH,600348,华阳股份,煤炭开采,7.21,1.13,146.71
516,000652.SZ,000652,泰达股份,批发业,10.27,1.13,66.49
517,300101.SZ,300101,振芯科技,通信设备,5.61,1.13,100.05
518,300915.SZ,300915,海融科技,食品,12.39,1.13,11.78
519,002319.SZ,002319,乐通股份,染料涂料,21.86,1.13,27.2
520,603867.SH,603867,新化股份,化工原料,11.43,1.13,21.05
521,002717.SZ,002717,岭南股份,环境保护,0.0,1.12,37.82
522,002684.SZ,002684,*ST猛狮,电气设备,10.29,1.12,15.17
523,603133.SH,603133,碳元科技,元器件,9.6,1.12,20.77
524,300912.SZ,300912,凯龙高科,环境保护,10.64,1.12,10.09
525,300094.SZ,300094,国联水产,渔业,8.91,1.12,38.5
526,600732.SH,600732,爱旭股份,电气设备,12.43,1.12,72.07
527,002064.SZ,002064,华峰化学,化纤,8.95,1.12,252.11
528,000759.SZ,000759,中百集团,超市连锁,10.74,1.12,39.27
529,002795.SZ,002795,永和智控,机械基件,12.96,1.12,21.65
530,600367.SH,600367,红星发展,化工原料,10.55,1.12,29.59
531,300319.SZ,300319,麦捷科技,元器件,11.19,1.11,58.21
532,002943.SZ,002943,宇晶股份,机床制造,8.96,1.11,8.74
533,600546.SH,600546,山煤国际,煤炭开采,11.34,1.11,142.14
534,002460.SZ,002460,赣锋锂业,小金属,12.29,1.11,1108.27
535,600727.SH,600727,鲁北化工,农药化肥,11.4,1.11,36.14
536,002023.SZ,002023,海特高新,航空,9.27,1.11,76.57
537,300860.SZ,300860,锋尚文化,文教休闲,12.12,1.11,21.64
538,002642.SZ,002642,荣联科技,软件服务,9.39,1.1,27.24
539,002724.SZ,002724,海洋王,半导体,9.95,1.1,40.83
540,600160.SH,600160,巨化股份,化工原料,10.68,1.1,282.66
541,600827.SH,600827,百联股份,超市连锁,11.08,1.1,347.36
542,600722.SH,600722,金牛化工,化工原料,9.77,1.1,48.17
543,300641.SZ,300641,正丹股份,化工原料,12.54,1.1,35.15
544,002851.SZ,002851,麦格米特,电气设备,10.85,1.1,128.4
545,600536.SH,600536,中国软件,软件服务,0.53,1.1,264.99
546,300689.SZ,300689,澄天伟业,元器件,11.33,1.1,22.89
547,000977.SZ,000977,浪潮信息,IT设备,4.12,1.09,429.21
548,600363.SH,600363,联创光电,元器件,10.01,1.09,114.55
549,600884.SH,600884,杉杉股份,综合类,15.31,1.09,302.81
550,300755.SZ,300755,华致酒行,其他商业,12.23,1.09,56.1
551,000687.SZ,000687,*ST华讯,通信设备,11.24,1.09,14.15
552,300888.SZ,300888,稳健医疗,医疗保健,11.41,1.09,62.99
553,002612.SZ,002612,朗姿股份,服饰,9.86,1.09,166.35
554,300573.SZ,300573,兴齐眼药,化学制药,10.99,1.09,101.8
555,002186.SZ,002186,全聚德,酒店餐饮,8.56,1.09,37.52
556,300849.SZ,300849,锦盛新材,塑料,12.4,1.09,5.91
557,601579.SH,601579,会稽山,红黄酒,6.86,1.09,67.44
558,600212.SH,600212,江泉实业,综合类,12.95,1.09,22.31
559,002025.SZ,002025,航天电器,元器件,7.8,1.09,215.26
560,002780.SZ,002780,三夫户外,其他商业,7.87,1.08,18.47
561,300384.SZ,300384,三联虹普,纺织机械,11.3,1.08,42.45
562,000803.SZ,000803,北清环能,环境保护,12.18,1.08,16.71
563,000859.SZ,000859,国风塑业,塑料,10.5,1.08,42.81
564,603160.SH,603160,汇顶科技,元器件,10.82,1.08,583.43
565,002074.SZ,002074,国轩高科,电气设备,12.25,1.08,444.92
566,600766.SH,600766,*ST园城,黄金,8.21,1.08,8.26
567,603665.SH,603665,康隆达,纺织,14.78,1.07,25.68
568,300587.SZ,300587,天铁股份,橡胶,9.17,1.07,52.61
569,002504.SZ,002504,ST弘高,装修装饰,10.22,1.07,6.26
570,300314.SZ,300314,戴维医疗,医疗保健,8.79,1.07,31.17
571,002475.SZ,002475,立讯精密,元器件,4.21,1.07,2694.47
572,002591.SZ,002591,恒大高新,化工原料,5.5,1.07,13.62
573,600993.SH,600993,马应龙,中成药,11.32,1.07,98.58
574,603313.SH,603313,梦百合,家居用品,10.28,1.07,114.16
575,600178.SH,600178,东安动力,汽车配件,11.25,1.07,39.74
576,605198.SH,605198,德利股份,软饮料,13.17,1.07,5.95
577,003010.SZ,003010,若羽臣,互联网,10.38,1.07,9.35
578,300171.SZ,300171,东富龙,医疗保健,9.3,1.06,163.92
579,300699.SZ,300699,光威复材,化工原料,9.0,1.06,358.97
580,600206.SH,600206,有研新材,半导体,9.93,1.06,111.17
581,300731.SZ,300731,科创新源,橡胶,11.04,1.06,30.39
582,002598.SZ,002598,山东章鼓,机械基件,5.15,1.06,18.14
583,002791.SZ,002791,坚朗五金,其他建材,8.62,1.06,302.47
584,600731.SH,600731,湖南海利,农药化肥,10.68,1.06,37.76
585,002639.SZ,002639,雪人股份,专用机械,10.96,1.06,45.25
586,300811.SZ,300811,铂科新材,元器件,9.31,1.05,20.03
587,603730.SH,603730,岱美股份,汽车配件,10.49,1.05,143.07
588,002745.SZ,002745,木林森,电气设备,10.02,1.05,140.01
589,300376.SZ,300376,易事特,电气设备,12.42,1.05,160.9
590,002916.SZ,002916,深南电路,元器件,5.95,1.05,417.38
591,601187.SH,601187,厦门银行,银行,8.49,1.05,25.97
592,300181.SZ,300181,佐力药业,中成药,6.18,1.05,36.32
593,605389.SH,605389,长龄液压,机械基件,13.94,1.05,15.91
594,603818.SH,603818,曲美家居,家居用品,10.51,1.05,56.12
595,601838.SH,601838,成都银行,银行,9.25,1.05,505.76
596,600718.SH,600718,东软集团,软件服务,9.68,1.05,125.23
597,300738.SZ,300738,奥飞数据,电信运营,5.1,1.05,70.22
598,300366.SZ,300366,创意信息,软件服务,2.84,1.05,28.23
599,300858.SZ,300858,科拓生物,食品,12.78,1.04,15.45
600,000780.SZ,000780,*ST平能,煤炭开采,11.26,1.04,50.11
601,002579.SZ,002579,中京电子,元器件,10.35,1.04,58.52
602,300636.SZ,300636,同和药业,化学制药,14.68,1.04,31.89
603,002080.SZ,002080,中材科技,化纤,12.5,1.04,384.46
604,300711.SZ,300711,广哈通信,通信设备,9.06,1.04,28.76
605,300374.SZ,300374,中铁装配,其他建材,11.48,1.04,22.67
606,003033.SZ,003033,征和工业,机械基件,9.18,1.04,7.53
607,300326.SZ,300326,凯利泰,医疗保健,11.58,1.04,99.28
608,605151.SH,605151,西上海,汽车配件,10.94,1.03,6.63
609,603083.SH,603083,剑桥科技,通信设备,14.67,1.03,41.21
610,000011.SZ,000011,深物业A,区域地产,9.02,1.03,69.34
611,300739.SZ,300739,明阳电路,元器件,8.66,1.03,41.6
612,000526.SZ,000526,学大教育,文教休闲,15.07,1.03,32.1
613,002850.SZ,002850,科达利,机械基件,20.13,1.03,128.09
614,300025.SZ,300025,华星创业,通信设备,7.95,1.03,16.88
615,300461.SZ,300461,田中精机,专用机械,9.94,1.03,13.25
616,300121.SZ,300121,阳谷华泰,化工原料,8.0,1.03,51.09
617,002223.SZ,002223,鱼跃医疗,医疗保健,10.29,1.03,278.45
618,300323.SZ,300323,华灿光电,半导体,9.92,1.03,103.44
619,603187.SH,603187,海容冷链,机械基件,11.45,1.03,84.78
620,601599.SH,601599,浙文影业,纺织,11.88,1.02,30.26
621,300414.SZ,300414,中光防雷,通信设备,6.67,1.02,28.79
622,000650.SZ,000650,仁和药业,中成药,11.61,1.02,147.22
623,601068.SH,601068,中铝国际,建筑工程,9.67,1.02,10.74
624,002442.SZ,002442,龙星化工,化工原料,9.89,1.02,29.25
625,600091.SH,600091,*ST明科,化工原料,14.04,1.02,11.37
626,000606.SZ,000606,ST顺利,互联网,9.04,1.02,14.5
627,002451.SZ,002451,摩恩电气,电气设备,11.31,1.02,30.24
628,600573.SH,600573,惠泉啤酒,啤酒,11.48,1.01,29.12
629,002499.SZ,002499,*ST科林,环境保护,9.85,1.01,10.75
630,002516.SZ,002516,旷达科技,纺织,11.61,1.01,35.74
631,000530.SZ,000530,冰山冷热,机械基件,9.0,1.01,25.38
632,000993.SZ,000993,闽东电力,水力发电,14.84,1.01,43.23
633,300087.SZ,300087,荃银高科,种植业,12.37,1.01,100.86
634,300803.SZ,300803,指南针,软件服务,10.52,1.0,78.6
635,603121.SH,603121,华培动力,汽车配件,9.4,1.0,12.59
636,000408.SZ,000408,藏格控股,农药化肥,12.0,1.0,95.45
637,600519.SH,600519,贵州茅台,白酒,8.7,1.0,28283.3
638,300258.SZ,300258,精锻科技,汽车配件,7.88,1.0,49.82
639,002832.SZ,002832,比音勒芬,服饰,13.25,1.0,85.69
640,603885.SH,603885,吉祥航空,空运,5.16,1.0,307.47
641,300157.SZ,300157,恒泰艾普,石油开采,25.84,1.0,34.43
642,600309.SH,600309,万华化学,化工原料,9.45,1.0,1621.66
643,002206.SZ,002206,海利得,化纤,6.98,1.0,54.62
644,002733.SZ,002733,雄韬股份,电气设备,9.16,1.0,61.73
645,300233.SZ,300233,金城医药,化学制药,18.24,0.99,88.39
646,000960.SZ,000960,锡业股份,小金属,11.74,0.99,268.34
647,000573.SZ,000573,粤宏远A,区域地产,4.15,0.99,20.62
648,300546.SZ,300546,雄帝科技,元器件,0.86,0.99,16.03
649,002354.SZ,002354,天神娱乐,互联网,6.08,0.99,55.88
650,600563.SH,600563,法拉电子,元器件,11.25,0.99,283.95
651,002979.SZ,002979,雷赛智能,专用机械,5.26,0.98,46.14
652,000668.SZ,000668,荣丰控股,区域地产,10.82,0.98,28.84
653,002183.SZ,002183,怡亚通,仓储物流,10.06,0.98,125.41
654,603351.SH,603351,威尔药业,化学制药,9.46,0.98,12.86
655,603590.SH,603590,康辰药业,化学制药,7.66,0.98,31.85
656,000576.SZ,000576,甘化科工,综合类,7.44,0.98,47.45
657,603222.SH,603222,济民制药,化学制药,11.75,0.98,56.32
658,002535.SZ,002535,*ST林重,工程机械,10.76,0.98,9.96
659,600295.SH,600295,鄂尔多斯,小金属,14.62,0.97,141.21
660,002998.SZ,002998,优彩资源,化纤,9.37,0.97,8.86
661,300717.SZ,300717,华信新材,塑料,8.72,0.97,14.81
662,300228.SZ,300228,富瑞特装,化工机械,10.7,0.97,29.11
663,603299.SH,603299,苏盐井神,化工原料,7.44,0.97,46.04
664,603826.SH,603826,坤彩科技,染料涂料,2.63,0.97,197.45
665,003023.SZ,003023,彩虹集团,家用电器,8.79,0.97,6.46
666,603598.SH,603598,引力传媒,影视音像,6.98,0.97,30.8
667,600590.SH,600590,泰豪科技,电气设备,11.01,0.97,60.5
668,000969.SZ,000969,安泰科技,钢加工,9.92,0.97,82.07
669,600755.SH,600755,厦门国贸,商贸代理,10.17,0.97,142.27
670,000695.SZ,000695,滨海能源,广告包装,9.91,0.96,13.28
671,603595.SH,603595,东尼电子,元器件,8.88,0.96,28.68
672,002985.SZ,002985,北摩高科,航空,4.43,0.96,123.74
673,002735.SZ,002735,王子新材,塑料,5.03,0.96,24.15
674,603997.SH,603997,继峰股份,汽车配件,10.9,0.96,76.9
675,002872.SZ,002872,ST天圣,化学制药,10.08,0.96,11.5
676,003003.SZ,003003,天元股份,广告包装,11.07,0.96,7.14
677,000498.SZ,000498,山东路桥,建筑工程,12.4,0.96,27.92
678,603023.SH,603023,威帝股份,汽车配件,9.59,0.96,23.78
679,603655.SH,603655,朗博科技,汽车配件,11.3,0.96,24.23
680,000733.SZ,000733,振华科技,元器件,6.97,0.95,287.67
681,000738.SZ,000738,航发控制,航空,8.19,0.95,245.05
682,300480.SZ,300480,光力科技,专用机械,7.88,0.95,31.56
683,603283.SH,603283,赛腾股份,专用机械,6.55,0.95,39.84
684,002884.SZ,002884,凌霄泵业,专用机械,8.79,0.95,63.68
685,603606.SH,603606,东方电缆,电气设备,8.51,0.94,139.0
686,600480.SH,600480,凌云股份,汽车配件,6.74,0.94,84.67
687,300558.SZ,300558,贝达药业,化学制药,12.03,0.94,472.27
688,002279.SZ,002279,久其软件,软件服务,4.43,0.94,31.75
689,002880.SZ,002880,卫光生物,生物制药,6.05,0.94,82.36
690,300894.SZ,300894,火星人,家用电器,9.71,0.94,24.27
691,300737.SZ,300737,科顺股份,其他建材,9.15,0.94,163.06
692,000912.SZ,000912,泸天化,农药化肥,8.96,0.94,68.68
693,605003.SH,605003,众望布艺,纺织,7.02,0.94,6.88
694,002045.SZ,002045,国光电器,元器件,11.45,0.94,47.74
695,603217.SH,603217,元利科技,化工原料,7.83,0.93,13.91
696,000920.SZ,000920,南方汇通,环境保护,11.03,0.93,31.85
697,600319.SH,600319,*ST亚星,化工原料,8.49,0.93,16.54
698,603214.SH,603214,爱婴室,百货,9.28,0.93,36.39
699,300378.SZ,300378,鼎捷软件,软件服务,2.71,0.93,48.42
700,300145.SZ,300145,中金环境,专用机械,7.09,0.93,55.99
701,002103.SZ,002103,广博股份,文教休闲,1.32,0.93,19.43
702,300331.SZ,300331,苏大维格,元器件,4.72,0.93,39.62
703,300332.SZ,300332,天壕环境,环境保护,4.75,0.93,44.45
704,300310.SZ,300310,宜通世纪,通信设备,8.01,0.93,30.78
705,603565.SH,603565,中谷物流,仓储物流,12.82,0.93,27.08
706,603970.SH,603970,中农立华,其他商业,4.04,0.93,21.66
707,601066.SH,601066,中信建投,证券,6.38,0.93,431.85
708,000609.SZ,000609,*ST中迪,区域地产,6.48,0.93,7.68
709,603629.SH,603629,利通电子,元器件,9.4,0.92,6.14
710,300466.SZ,300466,赛摩智能,电器仪表,9.56,0.92,20.76
711,002292.SZ,002292,奥飞娱乐,影视音像,5.12,0.92,51.86
712,300756.SZ,300756,金马游乐,专用机械,1.54,0.92,10.77
713,002796.SZ,002796,世嘉科技,通信设备,8.35,0.92,22.59
714,300182.SZ,300182,捷成股份,软件服务,9.19,0.92,79.43
715,601101.SH,601101,昊华能源,煤炭开采,6.94,0.92,57.36
716,600816.SH,600816,ST安信,多元金融,5.33,0.92,135.29
717,002594.SZ,002594,比亚迪,汽车整车,9.18,0.92,2170.51
718,002030.SZ,002030,达安基因,生物制药,11.01,0.92,313.72
719,603605.SH,603605,珀莱雅,日用化工,6.55,0.92,347.09
720,002008.SZ,002008,大族激光,电器仪表,8.39,0.92,383.82
721,600382.SH,600382,*ST广珠,商贸代理,11.14,0.91,35.42
722,002947.SZ,002947,恒铭达,元器件,9.92,0.91,15.55
723,600584.SH,600584,长电科技,半导体,7.51,0.91,473.09
724,603379.SH,603379,三美股份,化工原料,8.83,0.91,33.82
725,300616.SZ,300616,尚品宅配,家居用品,6.77,0.91,95.08
726,002741.SZ,002741,光华科技,化工原料,10.15,0.91,51.26
727,300523.SZ,300523,辰安科技,软件服务,6.76,0.91,54.34
728,603839.SH,603839,安正时尚,服饰,12.34,0.91,44.81
729,300703.SZ,300703,创源股份,文教休闲,7.5,0.91,16.48
730,600486.SH,600486,扬农化工,农药化肥,4.29,0.91,350.99
731,600090.SH,600090,*ST济堂,医药商业,3.62,0.91,20.59
732,600080.SH,600080,金花股份,中成药,12.04,0.91,26.05
733,000639.SZ,000639,西王食品,食品,9.93,0.91,65.74
734,600143.SH,600143,金发科技,塑料,9.61,0.91,560.53
735,600188.SH,600188,兖州煤业,煤炭开采,10.35,0.9,431.26
736,600580.SH,600580,卧龙电驱,电气设备,8.83,0.9,157.96
737,600776.SH,600776,东方通信,通信设备,7.8,0.9,120.17
738,603259.SH,603259,药明康德,化学制药,8.65,0.9,3767.9
739,000501.SZ,000501,鄂武商A,百货,7.17,0.9,96.43
740,300485.SZ,300485,赛升药业,生物制药,10.98,0.9,35.1
741,601009.SH,601009,南京银行,银行,9.58,0.9,878.76
742,300343.SZ,300343,联创股份,互联网,7.93,0.9,26.94
743,002968.SZ,002968,新大正,房产服务,6.28,0.9,33.03
744,002230.SZ,002230,科大讯飞,软件服务,3.42,0.9,1223.47
745,600180.SH,600180,瑞茂通,仓储物流,9.36,0.9,62.92
746,300687.SZ,300687,赛意信息,软件服务,2.68,0.89,47.24
747,300935.SZ,300935,盈建科,软件服务,4.86,0.89,10.69
748,300648.SZ,300648,星云股份,电器仪表,10.28,0.89,25.54
749,689009.SH,689009,九号公司-WD,摩托车,12.53,0.89,45.63
750,002288.SZ,002288,超华科技,元器件,7.66,0.89,67.93
751,300057.SZ,300057,万顺新材,广告包装,5.7,0.89,24.97
752,603992.SH,603992,松霖科技,家居用品,10.15,0.89,8.41
753,603755.SH,603755,日辰股份,食品,10.58,0.89,22.76
754,002009.SZ,002009,天奇股份,工程机械,7.54,0.89,39.59
755,603838.SH,603838,四通股份,陶瓷,5.54,0.89,20.08
756,002126.SZ,002126,银轮股份,汽车配件,7.75,0.89,81.96
757,002180.SZ,002180,纳思达,IT设备,8.49,0.89,267.75
758,002651.SZ,002651,利君股份,专用机械,7.31,0.89,52.46
759,603566.SH,603566,普莱柯,生物制药,3.99,0.89,82.17
760,300297.SZ,300297,蓝盾股份,软件服务,6.12,0.89,37.25
761,603519.SH,603519,立霸股份,家用电器,7.46,0.89,35.37
762,000049.SZ,000049,德赛电池,电气设备,8.93,0.88,135.77
763,300652.SZ,300652,雷迪克,汽车配件,9.53,0.88,15.92
764,600345.SH,600345,长江通信,通信设备,7.5,0.88,30.37
765,603959.SH,603959,百利科技,建筑工程,9.71,0.88,54.86
766,600436.SH,600436,片仔癀,中成药,9.36,0.88,2428.96
767,300581.SZ,300581,晨曦航空,航空,11.0,0.88,57.2
768,603716.SH,603716,塞力医疗,医药商业,15.95,0.88,28.41
769,300136.SZ,300136,信维通信,通信设备,6.46,0.88,234.04
770,000035.SZ,000035,中国天楹,环境保护,6.13,0.87,123.16
771,300813.SZ,300813,泰林生物,医疗保健,9.89,0.87,7.37
772,603808.SH,603808,歌力思,服饰,8.58,0.87,53.04
773,300083.SZ,300083,创世纪,元器件,3.77,0.87,154.75
774,002015.SZ,002015,协鑫能科,新型电力,0.0,0.87,40.27
775,603010.SH,603010,万盛股份,化工原料,9.0,0.87,111.84
776,002127.SZ,002127,南极电商,互联网,8.8,0.87,196.94
777,300567.SZ,300567,精测电子,电器仪表,8.48,0.87,94.04
778,002597.SZ,002597,金禾实业,食品,7.89,0.87,199.01
779,603757.SH,603757,大元泵业,专用机械,6.58,0.86,34.33
780,000568.SZ,000568,泸州老窖,白酒,5.6,0.86,4094.2
781,300508.SZ,300508,维宏股份,软件服务,7.5,0.86,10.33
782,300409.SZ,300409,道氏技术,陶瓷,9.34,0.86,47.62
783,600714.SH,600714,金瑞矿业,化工原料,11.28,0.86,21.04
784,300661.SZ,300661,圣邦股份,元器件,1.78,0.86,394.58
785,603557.SH,603557,ST起步,服饰,6.58,0.86,24.01
786,002843.SZ,002843,泰嘉股份,钢加工,7.46,0.86,16.95
787,002082.SZ,002082,万邦德,中成药,4.47,0.85,31.25
788,603369.SH,603369,今世缘,白酒,4.62,0.85,766.37
789,300706.SZ,300706,阿石创,元器件,6.17,0.85,17.55
790,600330.SH,600330,天通股份,元器件,8.45,0.85,90.79
791,300592.SZ,300592,华凯创意,软件服务,16.16,0.84,23.7
792,002966.SZ,002966,苏州银行,银行,7.34,0.84,128.19
793,600521.SH,600521,华海药业,化学制药,9.8,0.84,316.09
794,002335.SZ,002335,科华数据,电气设备,9.89,0.84,65.63
795,002776.SZ,002776,ST柏龙,服饰,9.05,0.84,12.32
796,605183.SH,605183,确成股份,化工原料,8.54,0.84,8.42
797,300665.SZ,300665,飞鹿股份,染料涂料,7.97,0.84,10.72
798,603197.SH,603197,保隆科技,汽车配件,3.32,0.84,51.97
799,603005.SH,603005,晶方科技,半导体,6.72,0.83,201.74
800,600103.SH,600103,青山纸业,造纸,-1.12,0.83,61.33
801,002297.SZ,002297,博云新材,矿物制品,4.04,0.83,35.21
802,300328.SZ,300328,宜安科技,铝,9.16,0.83,46.98
803,603227.SH,603227,雪峰科技,化工原料,9.07,0.83,34.85
804,002185.SZ,002185,华天科技,半导体,5.69,0.83,350.89
805,002313.SZ,002313,日海智能,通信设备,3.06,0.83,44.12
806,600515.SH,600515,*ST基础,全国地产,4.5,0.83,192.53
807,000902.SZ,000902,新洋丰,农药化肥,6.7,0.83,179.49
808,300252.SZ,300252,金信诺,通信设备,6.37,0.83,30.24
