,ts_code,symbol,name,industry,COL_MA_A,COL_MA_B,COL_MA_GAP,COL_LASTPRICE,concept
205,600095.SH,600095,哈高科,区域地产,5.29,5.26,0.57,4.91,"雄安-园林环保, 雄安新区, 壳公司, "
206,300180.SZ,300180,华峰超纤,化纤,15.98,15.89,0.57,14.92,"移动支付, 高送转, 工业互联网, "
207,601898.SH,601898,中煤能源,煤炭开采,5.29,5.26,0.57,5.09,"高股息, 煤炭, 中字头, 央企改革, 甲醇, 破净股, "
208,300545.SZ,300545,联得装备,专用机械,31.01,30.83,0.58,27.5,"OLED, 华为产业链, 工业自动化, 智能制造, 强势人气股, "
209,002334.SZ,002334,英威腾,电气设备,6.88,6.84,0.58,6.35,"光伏, 工业自动化, 燃料电池, 智能制造, 新能源汽车, 工业互联网, 高铁轨交, 机器人, 充电桩, 透明工厂, "
210,600997.SH,600997,开滦股份,煤炭开采,6.97,6.93,0.58,6.64,"煤炭, 甲醇, 业绩预增, 煤化工, "
211,002816.SZ,002816,和科达,专用机械,22.65,22.52,0.58,22.18,
212,600103.SH,600103,青山纸业,造纸,3.41,3.39,0.59,3.19,"造纸, "
213,600626.SH,600626,申达股份,纺织,6.72,6.68,0.6,6.58,"汽车零部件, 上海国企改革, 进口博览会, "
214,000530.SZ,000530,大冷股份,机械基件,4.99,4.96,0.6,4.7,"业绩预增, 冷链, 大数据, 地热, 独角兽, "
215,603030.SH,603030,全筑股份,装修装饰,8.39,8.34,0.6,8.1,"回购, 业绩预增, 智能制造, 机器人, 装修装饰, "
216,300030.SZ,300030,阳普医疗,医疗保健,6.74,6.7,0.6,6.36,"医疗器械, 互联网医疗, 精准医疗, "
217,002040.SZ,002040,南京港,港口,13.27,13.19,0.61,12.0,"一带一路, 港口, "
218,300463.SZ,300463,迈克生物,医疗保健,21.4,21.27,0.61,22.2,"基因测序, 医疗器械, 体外诊断, "
219,600773.SH,600773,西藏城投,区域地产,8.07,8.02,0.62,7.49,"定增破发, 房地产, 锂电池, 上海国企改革, 新能源汽车, 石墨烯, 西藏, "
220,600226.SH,600226,瀚叶股份,农药化肥,4.88,4.85,0.62,4.38,"有色-锆, 教育, 核电, 有色金属, 大数据, 动物保健, 资产重组, 独角兽, 游戏, 体育产业, 创投, "
221,000025.SZ,000025,特力A,汽车服务,34.19,33.98,0.62,32.03,"汽车销售, 粤港澳大湾区, 深圳本地股/深汕合作, "
222,600180.SH,600180,瑞茂通,仓储物流,11.28,11.21,0.62,10.33,"供应链金融, 高质押率, 互联网金融, 快递物流, "
223,600280.SH,600280,中央商场,百货,4.8,4.77,0.63,4.41,"阿里巴巴概念股, 国家队重仓, 新零售, 高质押率, "
224,300639.SZ,300639,凯普生物,医疗保健,20.84,20.71,0.63,19.95,"回购, 基因测序, 医疗器械, 药品信息化追溯, 体外诊断, "
225,601789.SH,601789,宁波建工,建筑施工,4.76,4.73,0.63,4.92,"装配式建筑, 环杭州湾大湾区, 云计算, "
226,603612.SH,603612,索通发展,矿物制品,15.88,15.78,0.63,14.52,
227,002947.SZ,002947,恒铭达,元器件,44.48,44.2,0.63,40.17,"次新股, "
228,000498.SZ,000498,山东路桥,建筑施工,6.35,6.31,0.63,6.02,"宝能系, 大基建, 债转股-AMC, 山东国企改革, "
229,300099.SZ,300099,精准信息,电器仪表,9.6,9.54,0.63,8.59,"特高压, 空铁WiFi, 军工, 军民融合, 燃料电池, 区块链, 高铁轨交, "
230,300237.SZ,300237,美晨生态,建筑施工,4.76,4.73,0.63,4.26,"回购, 园林, 汽车零部件, PPP, 股权转让, "
231,603879.SH,603879,永悦科技,化工原料,12.84,12.76,0.63,11.77,"回购, "
232,603508.SH,603508,思维列控,软件服务,46.12,45.83,0.63,46.13,"回购, 无人机, 高铁轨交, 资产重组, "
233,600798.SH,600798,宁波海运,水运,4.72,4.69,0.64,4.25,"一带一路, 航运, 浙江国企改革, 环杭州湾大湾区, "
234,002324.SZ,002324,普利特,塑料,12.59,12.51,0.64,12.03,
235,600269.SH,600269,赣粤高速,路桥,4.73,4.7,0.64,4.59,"高速公路, 核电, 参股券商, 破净股, "
236,603458.SH,603458,勘设股份,建筑施工,37.46,37.22,0.64,35.5,
237,601198.SH,601198,东兴证券,证券,14.21,14.12,0.64,13.87,"MSCI, 券商, 债转股-AMC, "
238,300015.SZ,300015,爱尔眼科,医疗保健,34.28,34.06,0.65,36.07,"MSCI, 健康中国, 教育, 民营医院, 创业板人气股, 互联网医疗, 眼科, "
239,000767.SZ,000767,漳泽电力,火力发电,3.1,3.08,0.65,2.9,"火电, 电改, 风电, 光伏, 山西国企改革, "
240,002725.SZ,002725,跃岭股份,汽车配件,10.76,10.69,0.65,11.26,"5G, 汽车零部件, 独角兽, "
241,600467.SH,600467,好当家,渔业,3.1,3.08,0.65,2.87,
242,600996.SH,600996,贵广网络,影视音像,10.9,10.83,0.65,11.23,"物联网, 大数据, 云计算, 广电, "
243,600130.SH,600130,波导股份,通信设备,4.62,4.59,0.65,4.48,"壳公司, "
244,300006.SZ,300006,莱美药业,化学制药,7.66,7.61,0.66,7.4,"业绩预增, 医药, 化学药, "
245,000596.SZ,000596,古井贡酒,白酒,108.94,108.23,0.66,115.8,"高价股, MSCI, 安徽国企改革, 白酒, "
246,600828.SH,600828,茂业商业,百货,6.14,6.1,0.66,5.56,"兜底式增持, 高质押率, "
247,300659.SZ,300659,中孚信息,软件服务,33.68,33.46,0.66,37.62,"网络安全, 国产软件, 资产重组, "
248,600889.SH,600889,南京化纤,化纤,6.13,6.09,0.66,5.71,"举牌股, 粘胶短纤, "
249,002678.SZ,002678,珠江钢琴,文教休闲,7.65,7.6,0.66,7.94,"二胎, 教育, "
250,300319.SZ,300319,麦捷科技,元器件,7.65,7.6,0.66,8.11,"5G, 华为产业链, 物联网, 无线充电, 股权转让, VR&AR, 国资入股, "
251,002291.SZ,002291,星期六,服饰,6.09,6.05,0.66,5.62,"新零售, 纺织服装, 资产重组, 壳公司, "
252,002718.SZ,002718,友邦吊顶,家居用品,33.29,33.07,0.67,31.8,"恒大概念股, 装修装饰, "
253,002059.SZ,002059,云南旅游,旅游景点,7.49,7.44,0.67,6.72,"央企改革, 旅游, 业绩预增, 资产重组, "
254,600850.SH,600850,华东电脑,软件服务,25.69,25.52,0.67,23.75,"央企改革, 军工研究所, 军工, 云计算, "
255,600036.SH,600036,招商银行,银行,35.38,35.14,0.68,34.36,"AH溢价股, 银行, 安邦系, 白马股, MSCI, 央企改革, "
256,000790.SZ,000790,泰合健康,中成药,5.93,5.89,0.68,5.63,"医药, 中药, 眼科, "
257,000976.SZ,000976,华铁股份,运输设备,5.94,5.9,0.68,5.45,"高质押率, 高铁轨交, "
258,002805.SZ,002805,丰元股份,化工原料,23.8,23.64,0.68,23.6,"锂电池, 新能源汽车, "
259,000623.SZ,000623,吉林敖东,中成药,18.89,18.76,0.69,18.04,"MSCI, 新进指数成份股, 参股券商, 保健品, 食品, 医药, 中药, "
260,002577.SZ,002577,雷柏科技,电脑设备,13.21,13.12,0.69,12.13,"无人机, 智能制造, 无线充电, 电竞, 机器人, 游戏, 手游, "
261,600676.SH,600676,交运股份,公共交通,5.86,5.82,0.69,5.57,"汽车零部件, 上海国企改革, 自贸区, 自由贸易港, 上海自由贸易港, "
262,000667.SZ,000667,美好置业,全国地产,2.87,2.85,0.7,2.81,"回购, 装配式建筑, 房地产, 低价股, 农业种植, "
263,000403.SZ,000403,振兴生化,生物制药,28.7,28.5,0.7,28.58,"血制品, 业绩预增, 股权争夺, ST摘帽, "
264,300565.SZ,300565,科信技术,通信设备,15.84,15.73,0.7,14.8,"5G, 光通信, "
265,603588.SH,603588,高能环境,环境保护,11.53,11.45,0.7,10.85,"固废处理, 业绩预增, PPP, 环保, 年报季报, "
266,601798.SH,601798,ST蓝科,化工机械,7.18,7.13,0.7,6.37,"油服, 海工装备, 可燃冰, 央企改革, 油品升级, ST股, "
267,300493.SZ,300493,润欣科技,通信设备,11.45,11.37,0.7,11.51,"5G, 移动支付, 高送转, 半导体, 智慧城市, 共享经济, 智慧安防, "
268,603656.SH,603656,泰禾光电,专用机械,18.52,18.39,0.71,17.21,"工业自动化, 智能制造, 机器人, "
269,300733.SZ,300733,西菱动力,汽车配件,15.62,15.51,0.71,14.66,"高送转-预期, 汽车零部件, "
270,300315.SZ,300315,掌趣科技,互联网,4.25,4.22,0.71,4.05,"小米概念股, 创业板人气股, 股权转让, 电竞, VR&AR, 腾讯概念股, 游戏, 手游, 动漫, "
271,000997.SZ,000997,新大陆,软件服务,18.54,18.41,0.71,19.54,"MSCI, 国家队重仓, 物联网, 数字中国, 互联网金融, 移动支付, 大数据, 药品信息化追溯, 无人商店, 智慧城市, 彩票, 电子发票, "
272,000554.SZ,000554,泰山石油,石油贸易,7.07,7.02,0.71,6.55,"油气改革, 央企改革, 石油化工, "
273,000004.SZ,000004,国农科技,生物制药,21.42,21.27,0.71,22.18,"网络安全, 资产重组, 游戏, 壳公司, "
274,600566.SH,600566,济川药业,中成药,37.13,36.87,0.71,35.81,"MSCI, 新进指数成份股, 二胎, 社保重仓, 医药, 中药, 流感, "
275,002066.SZ,002066,瑞泰科技,其他建材,9.85,9.78,0.72,8.94,"央企改革, 耐火材料, "
276,603799.SH,603799,华友钴业,小金属,39.16,38.88,0.72,34.27,"MSCI, 特斯拉, 有色金属, 有色-钴, 储能, 锂电池, 新能源汽车, 有色-铜, "
277,300556.SZ,300556,丝路视觉,软件服务,22.01,21.85,0.73,21.55,"阿里巴巴概念股, 社保重仓, 业绩预增, 智能制造, 雄安新区, 云计算, 国产软件, VR&AR, 机器视觉, 雄安-设计, "
278,300040.SZ,300040,九洲电气,电气设备,6.92,6.87,0.73,6.53,"风电, 光伏, 储能, 新能源汽车, 充电桩, "
279,002748.SZ,002748,世龙实业,化工原料,11.04,10.96,0.73,10.16,"烧碱, "
280,600604.SH,600604,市北高新,园区开发,15.1,14.99,0.73,13.99,"阿里巴巴概念股, 房地产, 上海国企改革, 住房租赁, 强势人气股, 创投, "
281,300087.SZ,300087,荃银高科,种植业,8.31,8.25,0.73,8.08,"转基因, 回购, 农业种植, 股权转让, "
282,300264.SZ,300264,佳创视讯,通信设备,6.83,6.78,0.74,7.12,"教育, VR&AR, 游戏, 广电, "
283,601128.SH,601128,常熟银行,银行,8.19,8.13,0.74,7.78,"银行, 养老金持股, 腾讯概念股, "
284,603789.SH,603789,星光农机,农用机械,13.6,13.5,0.74,13.33,"乡村振兴, 农机, "
285,601002.SH,601002,晋亿实业,机械基件,8.09,8.03,0.75,7.54,"高铁轨交, "
286,002882.SZ,002882,金龙羽,电气设备,12.17,12.08,0.75,12.65,"业绩预增, 新能源汽车, 充电桩, "
287,300638.SZ,300638,广和通,通信设备,61.5,61.04,0.75,54.9,"5G, 阿里巴巴概念股, 业绩预增, 物联网, 移动支付, "
288,600057.SH,600057,厦门象屿,仓储物流,5.27,5.23,0.76,4.98,"社保重仓, 福建自贸区, 乡村振兴, 业绩预增, 智慧物流, 土地流转, 智能制造, 快递物流, 自贸区, "
289,300012.SZ,300012,华测检测,电器仪表,9.11,9.04,0.77,9.77,"新进指数成份股, 北汽新能源, 业绩预增, 雄安-园林环保, 雄安新区, 碳交易, "
290,300663.SZ,300663,科蓝软件,软件服务,50.1,49.71,0.78,45.3,"互联网金融, 移动支付, 举牌股, 区块链, 国产软件, 京东金融概念股, 独角兽, 蚂蚁金服概念股, 强势人气股, 无人银行, "
291,002440.SZ,002440,闰土股份,染料涂料,16.87,16.74,0.78,15.91,"高股息, 染料, "
292,000157.SZ,000157,中联重科,工程机械,5.18,5.14,0.78,4.86,"MSCI, 一带一路, 乡村振兴, 业绩预增, 宁德时代概念股, 农机, 工业自动化, 机械, 智能制造, 人工智能, 工业互联网, "
293,600476.SH,600476,湘邮科技,软件服务,16.86,16.73,0.78,15.57,"智慧物流, 雄安-智慧城市, 北斗导航, 智能制造, 雄安新区, 快递物流, 国产软件, 独角兽, 蚂蚁金服概念股, "
294,600744.SH,600744,华银电力,火力发电,3.88,3.85,0.78,3.54,"火电, 电改, 央企改革, 风电, 碳交易, "
295,601595.SH,601595,上海电影,影视音像,15.51,15.39,0.78,14.73,"上海国企改革, 影视, "
296,002052.SZ,002052,同洲电子,通信设备,5.08,5.04,0.79,4.85,"物联网, 家电, 举牌股, 黑色家电, 广电, "
297,600793.SH,600793,宜宾纸业,造纸,20.3,20.14,0.79,18.98,"业绩预增, 造纸, "
298,000573.SZ,000573,粤宏远A,区域地产,3.84,3.81,0.79,3.57,"房地产, 举牌股, 壳公司, "
299,300303.SZ,300303,聚飞光电,半导体,3.85,3.82,0.79,3.83,"社保重仓, 业绩预增, LED, "
300,002255.SZ,002255,海陆重工,专用机械,5.09,5.05,0.79,4.99,"核电, 业绩预增, 光伏, "
301,000404.SZ,000404,长虹华意,专用机械,5.09,5.05,0.79,4.74,"宝能系, 白色家电, 家电, 智能制造, 机器人, "
302,002510.SZ,002510,天汽模,汽车配件,5.13,5.09,0.79,4.71,"特斯拉, 蔚来汽车概念股, 业绩预增, 军工, 军民融合, 汽车零部件, 锂电池, 新能源汽车, 京津冀, "
303,300014.SZ,300014,亿纬锂能,电气设备,27.88,27.66,0.8,27.19,"华为产业链, 业绩预增, 物联网, 储能, 锂电池, 新能源汽车, 共享经济, 智慧安防, "
304,000407.SZ,000407,胜利股份,供气供热,5.01,4.97,0.8,4.78,"油气改革, 业绩预增, 天然气, "
305,002045.SZ,002045,国光电器,元器件,6.26,6.21,0.81,5.91,"定增破发, 家电, 锂电池, 新能源汽车, 智能音箱, 苹果产业链, 黑色家电, "
306,002496.SZ,002496,辉丰股份,农药化肥,3.74,3.71,0.81,3.31,"农药, 草铵膦, ST摘帽, "
307,600815.SH,600815,厦工股份,工程机械,3.74,3.71,0.81,3.36,"军工研究所, 福建自贸区, 军工, 机械, 自贸区, ST摘帽, "
308,300123.SZ,300123,亚光科技,船舶,13.54,13.43,0.82,12.65,"5G, 回购, 业绩预增, 军工, 军民融合, 半导体, 股权转让, 国产芯片, 智慧安防, "
309,002380.SZ,002380,科远股份,电气设备,15.94,15.81,0.82,15.61,"回购, 工业自动化, 智能制造, 机器视觉, 机器人, "
310,002091.SZ,002091,江苏国泰,商贸代理,7.39,7.33,0.82,7.08,"宁德时代概念股, 锂电池, 新能源汽车, "
311,002512.SZ,002512,达华智能,元器件,6.16,6.11,0.82,5.27,"互联网金融, 移动支付, 无人商店, 智慧城市, 股权转让, 国资入股, 资产重组, "
312,002463.SZ,002463,沪电股份,元器件,12.34,12.24,0.82,11.85,"PCB板, 业绩预增, 无人驾驶, "
313,600854.SH,600854,春兰股份,家用电器,4.86,4.82,0.83,4.56,"白色家电, 家电, "
314,002552.SZ,002552,宝鼎科技,机械基件,8.48,8.41,0.83,7.76,"海工装备, 军工, 军民融合, 定增破发, ST摘帽, "
315,002001.SZ,002001,新和成,化学制药,20.59,20.42,0.83,19.11,"MSCI, 新进指数成份股, 高送转-预期, 业绩预增, 医药, 化学药, 维生素, "
316,300530.SZ,300530,达志科技,化工原料,40.75,40.41,0.84,39.08,
317,603032.SH,603032,德新交运,公路,36.07,35.77,0.84,33.71,"社保重仓, 业绩预增, 新疆, 资产重组, 强势人气股, "
318,002721.SZ,002721,金一文化,服饰,7.16,7.1,0.85,6.66,"供应链金融, 特色小镇, 定增破发, 高质押率, 3D打印, 智能制造, 互联网金融, 股权转让, 国资入股, 资产重组, 黄金, "
319,000625.SZ,000625,长安汽车,汽车整车,9.44,9.36,0.85,8.7,"安邦系, 高股息, MSCI, 阿里巴巴概念股, 新能源整车, 汽车整车, 混改, 军工混改, 央企改革, 华为产业链, 蔚来汽车概念股, 军工研究所, 破净股, 军工, 百度概念股, 宁德时代概念股, 无人驾驶, 新能源汽车, 人工智能, 腾讯概念股, 共享经济, 独角兽, "
320,002397.SZ,002397,梦洁股份,纺织,5.93,5.88,0.85,5.52,"回购, 业绩预增, 纺织服装, "
321,600000.SH,600000,浦发银行,银行,11.71,11.61,0.86,11.32,"银行, MSCI, 破净股, 信托, "
322,000899.SZ,000899,赣能股份,火力发电,5.88,5.83,0.86,5.57,"火电, 电改, 业绩预增, "
323,000417.SZ,000417,合肥百货,百货,5.8,5.75,0.87,5.52,"安徽国企改革, 新零售, 宝能系, "
324,300157.SZ,300157,恒泰艾普,石油开采,5.77,5.72,0.87,5.34,"油服, 油气改革, 可燃冰, 回购, 页岩气, 天然气, 雄安-公共服务, 雄安新区, 大数据, 地热, 创投, "
325,600389.SH,600389,江山股份,农药化肥,22.05,21.86,0.87,21.07,"烧碱, 草甘膦, 农药, 央企改革, 磷化工, 股权转让, 股权争夺, "
326,600257.SH,600257,大湖股份,渔业,5.8,5.75,0.87,5.38,"业绩预增, 资产重组, "
327,300436.SZ,300436,广生堂,化学制药,28.86,28.61,0.87,28.6,"民营医院, 医药, 创新药, 化学药, 基因测序, 独角兽, "
328,600050.SH,600050,中国联通,电信运营,6.93,6.87,0.87,6.71,"5G, MSCI, 中字头, 阿里巴巴概念股, 混改, 央企改革, 空铁WiFi, 物联网, 百度概念股, 无人驾驶, 互联网金融, 大数据, 云计算, 无人商店, 腾讯概念股, 滴滴出行概念股, 独角兽, "
329,300093.SZ,300093,金刚玻璃,玻璃,8.07,8.0,0.88,7.38,"玻璃, 智慧安防, "
330,601666.SH,601666,平煤股份,煤炭开采,4.52,4.48,0.89,4.5,"煤炭, 回购, 破净股, 债转股-AMC, "
331,600084.SH,600084,*ST中葡,红黄药酒,3.39,3.36,0.89,3.01,"新疆, "
332,600479.SH,600479,千金药业,中成药,11.21,11.11,0.9,10.99,"湖南国企改革, 医药, 中药, 化学药, "
333,002162.SZ,002162,悦心健康,医疗保健,4.47,4.43,0.9,3.96,"民营医院, 养老产业, "
334,601908.SH,601908,京运通,电气设备,4.46,4.42,0.9,3.82,"风电, 光伏, "
335,300433.SZ,300433,蓝思科技,元器件,8.93,8.85,0.9,8.66,"MSCI, 华为产业链, 小米概念股, 创业板人气股, 指纹识别, 3D玻璃, 苹果产业链, 虹膜识别, "
336,600869.SH,600869,智慧能源,电气设备,5.59,5.54,0.9,5.26,"碳纤维, 特高压, 特斯拉, 核电, 业绩预增, 无人机, 雄安-智慧城市, 工业自动化, 高质押率, 锂电池, 智能制造, 雄安新区, 互联网金融, 新能源汽车, 石墨烯, 智慧城市, 股权转让, 独角兽, "
337,300187.SZ,300187,永清环保,环境保护,6.68,6.62,0.91,5.97,"固废处理, 雄安-园林环保, 高质押率, 大气治理, 环保, 雄安新区, 国资入股, 资产重组, "
338,000589.SZ,000589,黔轮胎A,汽车配件,4.42,4.38,0.91,4.15,"轮胎, "
339,000030.SZ,000030,富奥股份,汽车配件,5.52,5.47,0.91,5.01,"回购, 汽车零部件, "
340,300648.SZ,300648,星云股份,电器仪表,22.03,21.83,0.92,19.03,"华为产业链, 宁德时代概念股, 储能, 锂电池, 燃料电池, 新能源汽车, "
341,601015.SH,601015,陕西黑猫,焦炭加工,6.6,6.54,0.92,6.02,"煤炭, 甲醇, 天然气, "
342,300371.SZ,300371,汇中股份,电器仪表,16.44,16.29,0.92,15.97,"物联网, 智能仪表, 京津冀, "
343,600691.SH,600691,阳煤化工,农药化肥,3.27,3.24,0.93,3.28,"甲醇, 煤化工, 化肥, 山西国企改革, "
344,002455.SZ,002455,百川股份,化工原料,6.49,6.43,0.93,6.26,"石墨电极, 定增破发, 锂电池, 新能源汽车, 石墨烯, "
345,002405.SZ,002405,四维图新,软件服务,26.04,25.8,0.93,24.93,"安邦系, MSCI, 特斯拉, 蔚来汽车概念股, 军工研究所, 回购, 业绩预增, 军工, 物联网, 无人驾驶, 雄安-智慧城市, 北斗导航, 雄安新区, 大数据, 国产软件, 腾讯概念股, 国产芯片, 滴滴出行概念股, 共享经济, 国产操作系统, 智慧安防, 独角兽, 手势识别, "
346,300076.SZ,300076,GQY视讯,电脑设备,6.53,6.47,0.93,5.96,"智能制造, VR&AR, 智慧安防, 机器人, 无人银行, "
347,600634.SH,600634,*ST富控,互联网,3.22,3.19,0.94,2.7,"ST股, 游戏, "
348,002129.SZ,002129,中环股份,半导体,10.71,10.61,0.94,10.33,"MSCI, 光伏, 半导体, 天津国企改革, "
349,300553.SZ,300553,集智股份,电器仪表,38.46,38.1,0.94,36.19,
350,601668.SH,601668,中国建筑,建筑施工,6.45,6.39,0.94,6.1,"安邦系, 高股息, 白马股, MSCI, 中字头, 一带一路, 央企改革, 大基建, 装配式建筑, 地下管廊, PPP, "
351,000688.SZ,000688,国城矿业,铅锌,12.82,12.7,0.94,13.29,"有色-锌, 回购, 有色金属, 高质押率, "
352,600971.SH,600971,恒源煤电,煤炭开采,8.6,8.52,0.94,8.06,"火电, 煤炭, 安徽国企改革, "
353,002684.SZ,002684,猛狮科技,电气设备,7.43,7.36,0.95,6.4,"新能源整车, 风电, 储能, 特色小镇, 高质押率, 锂电池, 燃料电池, 新能源汽车, 人工智能, "
354,600291.SH,600291,西水股份,保险,14.82,14.68,0.95,13.83,"保险, MSCI, 内蒙古, "
355,601818.SH,601818,光大银行,银行,4.25,4.21,0.95,4.09,"银行, MSCI, 金改, 破净股, "
356,000521.SZ,000521,长虹美菱,家用电器,4.24,4.2,0.95,3.97,"破净股, 小家电, 白色家电, 家电, 独角兽, "
357,600487.SH,600487,亨通光电,通信设备,22.1,21.89,0.96,21.31,"5G, 光通信, 白马股, MSCI, 海工装备, 混改, 太赫兹, 量子通信, 新能源汽车, 大数据, 智慧城市, 充电桩, "
358,601101.SH,601101,昊华能源,煤炭开采,7.36,7.29,0.96,7.05,"煤炭, 甲醇, 股权转让, "
359,600178.SH,600178,东安动力,汽车配件,6.31,6.25,0.96,5.65,"北汽新能源, 混改, 军工混改, 央企改革, 军工研究所, 军工, 汽车零部件, "
360,300252.SZ,300252,金信诺,电气设备,13.66,13.53,0.96,12.81,"5G, 光通信, PCB板, 大飞机, 航母, 军工, 军民融合, 国产芯片, 高铁轨交, "
361,600335.SH,600335,国机汽车,汽车配件,8.35,8.27,0.97,7.68,"新能源整车, 特斯拉, 央企改革, 汽车销售, 新能源汽车, 滴滴出行概念股, 资产重组, 独角兽, "
362,002247.SZ,002247,聚力文化,软件服务,5.17,5.12,0.98,4.66,"破净股, 游戏, 手游, 创投, "
363,600771.SH,600771,广誉远,中成药,33.6,33.27,0.99,32.45,"社保重仓, 回购, 业绩预增, 医药, 中药, 国资入股, "
364,603712.SH,603712,七一二,通信设备,21.43,21.22,0.99,21.22,"新进指数成份股, 军工, 军民融合, 北斗导航, 天津国企改革, 高铁轨交, "
365,002686.SZ,002686,亿利达,专用机械,8.17,8.09,0.99,7.94,"汽车零部件, 股权转让, 国资入股, 富勒烯, "
366,002384.SZ,002384,东山精密,通信设备,19.41,19.22,0.99,17.7,"5G, OLED, PCB板, 特斯拉, 华为产业链, 业绩预增, 股权转让, 苹果产业链, 资产重组, LED, "
367,002469.SZ,002469,三维工程,建筑施工,5.09,5.04,0.99,4.6,"一带一路, 国家队重仓, 环保, 污水处理, "
368,603558.SH,603558,健盛集团,纺织,11.1,10.99,1.0,10.34,"东盟博览会, 回购, 业绩预增, 纺织服装, 人民币贬值受益, "
369,000050.SZ,000050,深天马A,元器件,16.24,16.08,1.0,15.17,"OLED, MSCI, 央企改革, 华为产业链, 军工研究所, 军工, 汽车零部件, 小米概念股, VR&AR, "
370,000858.SZ,000858,五粮液,白酒,102.22,101.2,1.01,102.27,"高价股, 白马股, MSCI, 大消费, 白酒, "
371,000762.SZ,000762,西藏矿业,小金属,9.04,8.95,1.01,8.35,"有色金属, 有色-钴, 锂电池, 新能源汽车, 西藏, "
372,002566.SZ,002566,益盛药业,中成药,7.93,7.85,1.02,7.66,"保健品, 食品, 医药, 中药, "
373,002850.SZ,002850,科达利,机械基件,24.75,24.5,1.02,23.2,"特斯拉, 宁德时代概念股, 锂电池, 新能源汽车, "
374,000698.SZ,000698,沈阳化工,化工原料,4.89,4.84,1.03,5.09,"烧碱, 环氧丙烷, 阿里巴巴概念股, 振兴东北, 央企改革, 破净股, 石油化工, "
375,603800.SH,603800,道森股份,专用机械,14.7,14.55,1.03,13.92,"油服, 可燃冰, 业绩预增, 页岩气, 天然气, "
376,002289.SZ,002289,*ST宇顺,元器件,7.82,7.74,1.03,6.92,"壳公司, "
377,600512.SH,600512,腾达建设,建筑施工,2.94,2.91,1.03,2.8,"大基建, 低价股, 举牌股, "
378,600800.SH,600800,天津磁卡,综合类,8.77,8.68,1.04,7.5,"石油化工, 天津国企改革, 资产重组, 工业大麻, "
379,002573.SZ,002573,清新环境,环境保护,9.74,9.64,1.04,9.34,"雄安-园林环保, 大气治理, 环保, 雄安新区, 京津冀, 资产重组, "
380,600602.SH,600602,云赛智联,软件服务,10.69,10.58,1.04,10.15,"上海国企改革, 云计算, 智慧城市, 国产软件, "
381,300297.SZ,300297,蓝盾股份,软件服务,7.78,7.7,1.04,7.35,"教育, 工业自动化, 网络安全, 量子通信, 数字中国, 智能制造, 大数据, 云计算, 区块链, 国产软件, 智慧安防, "
382,600237.SH,600237,铜峰电子,元器件,4.79,4.74,1.05,4.41,"被动元件, 新能源汽车, 壳公司, "
383,600318.SH,600318,新力金融,多元金融,9.53,9.43,1.06,8.77,"安徽国企改革, 回购, 互联网金融, 国产软件, "
384,600500.SH,600500,中化国际,商贸代理,8.57,8.48,1.06,8.16,"高股息, MSCI, 农药, 央企改革, 社保重仓, 锂电池, 新能源汽车, 橡胶, "
385,000987.SZ,000987,越秀金控,多元金融,11.38,11.26,1.07,11.07,"券商, 金改, 新零售, 粤港澳大湾区, 宁德时代概念股, 资产重组, 独角兽, "
386,600577.SH,600577,精达股份,电气设备,3.78,3.74,1.07,3.57,"小米概念股, 互联网金融, 股权转让, "
387,300397.SZ,300397,天和防务,通信设备,24.62,24.36,1.07,21.97,"5G, 军工, 军民融合, 太赫兹, 智慧安防, "
388,600761.SH,600761,安徽合力,工程机械,12.32,12.19,1.07,11.7,"安徽国企改革, 机械, 举牌股, "
389,002554.SZ,002554,惠博普,石油开采,3.74,3.7,1.08,3.59,"油服, 油气改革, 可燃冰, 页岩气, 天然气, "
390,000538.SZ,000538,云南白药,中成药,90.07,89.11,1.08,86.21,"白马股, MSCI, 健康中国, 大消费, 医药, 中药, 资产重组, "
391,601838.SH,601838,成都银行,银行,9.36,9.26,1.08,9.13,"银行, "
392,000572.SZ,000572,*ST海马,汽车整车,2.81,2.78,1.08,2.44,"新能源整车, 汽车整车, 破净股, 无人驾驶, 海南自由贸易港, 新能源汽车, 低价股, 自贸区, 自由贸易港, 共享经济, 海南, "
393,601588.SH,601588,北辰实业,区域地产,3.72,3.68,1.09,3.97,"北京城市规划, 破净股, 房地产, 京津冀, "
394,600348.SH,600348,阳泉煤业,煤炭开采,6.46,6.39,1.1,6.25,"MSCI, 煤炭, 破净股, 山西国企改革, "
395,603012.SH,603012,创力集团,专用机械,9.2,9.1,1.1,9.74,"新能源汽车, 充电桩, "
396,603378.SH,603378,亚士创能,染料涂料,17.53,17.34,1.1,16.43,"回购, "
397,603886.SH,603886,元祖股份,食品,23.69,23.43,1.11,26.05,"食品, 休闲食品, "
398,600745.SH,600745,闻泰科技,通信设备,36.28,35.88,1.11,36.6,"5G, 华为产业链, 社保重仓, 无人驾驶, 半导体, VR&AR, 资产重组, 手势识别, "
399,601918.SH,601918,新集能源,煤炭开采,3.63,3.59,1.11,3.47,"火电, 煤炭, 央企改革, 业绩预增, 煤化工, "
400,002367.SZ,002367,康力电梯,运输设备,9.08,8.98,1.11,8.6,"回购, 物联网, 百度概念股, 智能制造, 人工智能, 独角兽, 机器人, "
