code,name,p_change_01,p_change_02,past_average_turnover,normalizing_std,stop_mark,next_day_up_limit
300223,北京君正,21.324,-8.672,6.57,0.047,,30.949
600958,东方证券,2.554,-8.664,0.273,0.009,,12.643
300263,隆华节能,17.962,-8.637,4.46,0.052,,6.42
600622,光大嘉宝,0.078,-8.625,0.46,0.007,,13.678
002065,东华软件,8.779,-8.616,1.203,0.019,,8.548
300245,天玑科技,10.133,-8.598,1.927,0.023,,14.15
002725,跃岭股份,4.98,-8.578,0.733,0.015,,13.75
002797,第一创业,3.98,-8.577,2.923,0.013,,8.293
002729,好利来,7.824,-8.564,5.157,0.054,,40.418
002769,普路通,5.756,-8.56,6.72,0.021,,18.672
300093,金刚玻璃,14.444,-8.537,4.91,0.035,,9.839
600071,凤凰光学,4.852,-8.525,0.217,0.01,,16.885
600790,轻纺城,5.994,-8.524,0.74,0.02,,5.829
300118,东方日升,5.896,-8.519,0.787,0.015,,12.005
600408,安泰集团,3.96,-8.515,0.677,0.013,,2.43
600522,中天科技,7.627,-8.512,1.1,0.017,,12.563
601890,亚星锚链,10.024,-8.509,1.11,0.021,,6.2
002115,三维通信,10.208,-8.506,1.85,0.026,,8.817
002542,中化岩土,9.976,-8.49,2.09,0.033,,8.266
002099,海翔药业,4.732,-8.482,0.45,0.009,,5.406
300147,香雪制药,8.668,-8.48,0.983,0.019,,9.243
601949,中国出版,4.691,-8.455,1.91,0.018,,6.712
600835,上海机电,5.045,-8.454,0.593,0.014,,21.774
000012,南 玻Ａ,3.719,-8.452,0.5,0.011,,7.674
600373,中文传媒,3.209,-8.447,0.573,0.01,,15.691
300072,三聚环保,6.911,-8.443,0.667,0.016,,33.453
002079,苏州固锝,18.127,-8.435,3.55,0.039,,8.359
300693,盛弘股份,13.428,-8.433,9.13,0.031,,32.952
300293,蓝英装备,8.864,-8.427,0.8,0.025,,10.308
600853,龙建股份,8.96,-8.414,1.387,0.031,,5.238
300407,凯发电气,12.221,-8.397,4.56,0.034,,12.627
000710,贝瑞基因,13.594,-8.395,1.9,0.033,,51.981
000608,阳光股份,3.423,-8.381,0.793,0.017,,6.981
002820,桂发祥,6.731,-8.353,0.987,0.018,,24.364
000021,深科技,8.969,-8.338,1.07,0.023,,9.022
600654,*ST中安,1.305,-8.317,1.18,0.015,,3.182
300348,长亮科技,15.981,-8.316,3.41,0.038,,21.649
002207,*ST准油,1.175,-8.307,0.913,0.011,,7.921
002239,奥特佳,5.833,-8.296,0.367,0.015,,3.706
002004,华邦健康,3.302,-8.264,0.493,0.008,,6.623
300050,世纪鼎利,13.703,-8.264,4.477,0.033,,9.381
002624,完美世界,11.568,-8.244,1.067,0.025,,34.925
600978,宜华生活,3.098,-8.229,0.333,0.009,,8.208
600618,氯碱化工,5.371,-8.224,0.44,0.009,,10.768
002173,创新医疗,18.164,-8.217,2.313,0.063,,15.242
300102,乾照光电,11.153,-8.214,1.913,0.024,,8.324
300035,中科电气,8.727,-8.191,1.523,0.022,,6.424
300307,慈星股份,8.776,-8.188,0.887,0.024,,7.777
300488,恒锋工具,6.664,-8.185,0.79,0.017,,31.491
600892,大晟文化,1.065,-8.184,0.86,0.011,,9.939
600215,长春经开,6.422,-8.181,1.337,0.032,,11.247
002396,星网锐捷,16.437,-8.18,5.52,0.034,,25.809
300399,京天利,11.956,-8.18,2.267,0.03,,18.131
300332,天壕环境,10.982,-8.176,1.89,0.03,,6.148
600816,安信信托,0.421,-8.174,0.28,0.006,,11.868
300660,江苏雷利,10.115,-8.17,2.003,0.028,,62.141
002500,山西证券,9.494,-8.167,1.557,0.034,,8.22
000401,冀东水泥,12.327,-8.167,3.15,0.028,,14.977
300388,国祯环保,6.641,-8.147,0.583,0.015,,21.503
300431,暴风集团,11.101,-8.146,7.637,0.022,,27.782
300695,兆丰股份,8.391,-8.133,3.12,0.018,,80.185
002595,豪迈科技,0.238,-8.13,0.213,0.007,,16.661
002379,宏创控股,2.428,-8.129,0.5,0.008,,4.705
000811,冰轮环境,2.748,-8.121,0.57,0.01,,7.181
600979,广安爱众,2.374,-8.115,0.427,0.007,,4.826
600380,健康元,6.98,-8.114,1.217,0.015,,12.529
300190,维尔利,12.704,-8.099,1.28,0.033,,11.439
600977,中国电影,2.374,-8.098,1.413,0.01,,17.14
000301,东方市场,13.3,-8.097,2.35,0.039,,7.404
000582,北部湾港,4.895,-8.088,0.93,0.01,,8.707
600708,光明地产,2.928,-8.064,0.953,0.013,,6.885
002028,思源电气,2.46,-8.062,0.33,0.005,,16.422
601928,凤凰传媒,3.06,-8.06,0.137,0.007,,7.514
002327,富安娜,4.39,-8.049,1.29,0.009,,11.318
600909,华安证券,3.553,-8.044,0.533,0.011,,7.165
601689,拓普集团,6.398,-8.039,2.003,0.026,,21.782
600212,江泉实业,0.771,-8.028,1.227,0.007,,6.719
000545,金浦钛业,2.82,-8.025,0.693,0.01,,4.446
002063,远光软件,15.549,-8.022,5.473,0.037,,12.004
300027,华谊兄弟,5.751,-8.019,1.957,0.012,,9.719
600325,华发股份,5.375,-8.015,1.523,0.022,,8.028
300335,迪森股份,6.813,-8.013,2.78,0.027,,15.833
600933,爱柯迪,3.749,-8.012,3.41,0.016,,13.957
000668,荣丰控股,5.185,-7.993,0.36,0.014,,13.313
600122,宏图高科,2.743,-7.993,1.57,0.009,,9.15
601168,西部矿业,2.111,-7.987,0.667,0.009,,6.94
600261,阳光照明,1.615,-7.977,0.543,0.007,,4.471
000158,常山北明,11.417,-7.975,0.89,0.032,,8.444
600397,安源煤业,3.4,-7.973,0.427,0.012,,2.819
601108,财通证券,4.001,-7.968,6.393,0.01,,15.63
300401,花园生物,8.737,-7.967,1.907,0.019,,49.626
300438,鹏辉能源,5.267,-7.966,1.367,0.015,,24.616
002400,省广集团,2.605,-7.965,1.317,0.01,,4.824
300287,飞利信,13.501,-7.958,3.023,0.027,,9.913
300528,幸福蓝海,12.862,-7.954,3.227,0.034,,12.762
000498,山东路桥,1.496,-7.954,0.827,0.005,,6.179
000063,中兴通讯,3.938,-7.949,1.32,0.012,,30.938
600582,天地科技,2.399,-7.948,0.307,0.011,,4.348
000678,襄阳轴承,2.483,-7.945,0.46,0.007,,6.279
300172,中电环保,7.138,-7.943,1.153,0.018,,7.422
002138,顺络电子,7.666,-7.935,1.11,0.024,,17.568
600477,杭萧钢构,11.024,-7.927,1.107,0.027,,9.423
600320,振华重工,2.791,-7.927,0.273,0.016,,5.279
002307,北新路桥,8.295,-7.926,2.043,0.021,,10.951
300029,天龙光电,10.54,-7.924,0.983,0.024,,8.391
300288,朗玛信息,12.449,-7.918,3.54,0.029,,25.34
600388,龙净环保,4.751,-7.918,0.657,0.013,,14.945
300024,机器人,20.407,-7.915,3.14,0.053,,22.338
601186,中国铁建,1.868,-7.893,0.153,0.007,,9.9
300230,永利股份,8.197,-7.89,1.98,0.017,,13.239
600277,亿利洁能,2.608,-7.889,0.32,0.011,,5.621
600078,澄星股份,5.081,-7.884,0.373,0.012,,4.66
300043,星辉娱乐,17.519,-7.876,2.49,0.05,,6.198
300252,金信诺,21.148,-7.875,4.187,0.053,,17.249
300055,万邦达,12.443,-7.867,1.33,0.032,,18.062
600126,杭钢股份,7.038,-7.857,0.83,0.03,,6.742
600326,西藏天路,5.208,-7.847,1.507,0.011,,9.057
000951,中国重汽,1.26,-7.846,0.727,0.012,,14.987
300394,天孚通信,14.331,-7.84,1.647,0.036,,20.546
000560,昆百大Ａ,0.124,-7.834,1.103,0.01,,8.097
600183,生益科技,12.997,-7.817,1.433,0.031,,18.464
300668,杰恩设计,13.298,-7.813,9.51,0.03,,85.784
600743,华远地产,3.006,-7.805,0.513,0.014,,3.523
002391,长青股份,3.639,-7.801,0.65,0.01,,14.135
300570,太辰光,10.168,-7.782,3.59,0.028,,18.913
600675,中华企业,5.389,-7.779,0.45,0.026,,5.797
002333,罗普斯金,0.275,-7.777,0.257,0.005,,15.189
002730,电光科技,5.532,-7.762,0.62,0.015,,10.92
600173,卧龙地产,5.339,-7.751,0.793,0.017,,5.279
600331,宏达股份,1.198,-7.748,0.283,0.008,,4.307
600773,西藏城投,5.21,-7.74,0.59,0.012,,10.12
002348,高乐股份,4.324,-7.738,0.757,0.019,,4.501
300370,安控科技,17.061,-7.73,2.95,0.042,,4.314
000718,苏宁环球,3.302,-7.721,0.533,0.016,,4.218
601011,宝泰隆,5.399,-7.721,1.42,0.013,,7.621
000792,盐湖股份,8.043,-7.718,0.85,0.018,,13.266
002632,道明光学,14.654,-7.712,3.06,0.052,,9.236
600037,歌华有线,1.819,-7.687,0.543,0.013,,13.126
600155,宝硕股份,8.051,-7.682,0.893,0.019,,9.879
002444,巨星科技,4.07,-7.675,0.817,0.019,,12.064
000420,吉林化纤,1.809,-7.667,0.643,0.009,,2.883
000750,国海证券,3.075,-7.666,0.257,0.01,,4.42
300215,电科院,11.206,-7.646,1.04,0.029,,8.239
000802,北京文化,5.776,-7.643,0.813,0.015,,11.954
002527,新时达,8.248,-7.643,0.78,0.024,,9.727
600497,驰宏锌锗,1.423,-7.635,0.773,0.009,,6.521
002160,常铝股份,1.712,-7.633,1.08,0.012,,6.047
000877,天山股份,5.759,-7.628,1.817,0.015,,10.972
300737,科顺股份,5.031,-7.627,5.617,0.013,,14.945
300603,立昂技术,14.03,-7.626,4.97,0.032,,36.232
600584,长电科技,15.04,-7.619,2.973,0.032,,22.514
600219,南山铝业,1.597,-7.618,0.55,0.007,,3.223
002342,巨力索具,8.786,-7.606,2.353,0.023,,6.024
300334,津膜科技,16.194,-7.605,7.837,0.053,,13.399
600537,亿晶光电,5.252,-7.595,0.407,0.013,,4.296
300058,蓝色光标,13.205,-7.593,2.877,0.031,,8.292
600386,北巴传媒,12.701,-7.572,1.983,0.036,,5.756
002429,兆驰股份,6.236,-7.571,0.45,0.013,,3.301
300432,富临精工,7.042,-7.567,0.7,0.015,,16.41
002149,西部材料,12.348,-7.546,1.697,0.03,,9.478
002151,北斗星通,18.369,-7.546,8.817,0.024,,32.317
002117,东港股份,5.797,-7.542,0.933,0.012,,16.01
600486,扬农化工,0.467,-7.532,0.977,0.023,,50.051
601555,东吴证券,5.489,-7.524,0.39,0.014,,8.449
600180,瑞茂通,6.847,-7.518,0.103,0.011,,10.358
300192,科斯伍德,16.251,-7.511,3.263,0.047,,9.322
601163,三角轮胎,3.699,-7.49,0.833,0.013,,17.485
002685,华东重机,4.697,-7.484,0.787,0.019,,10.195
601058,赛轮金宇,1.678,-7.482,0.413,0.006,,3.039
600707,彩虹股份,5.224,-7.479,0.803,0.015,,8.811
600831,广电网络,7.576,-7.479,0.403,0.02,,8.178
002551,尚荣医疗,9.962,-7.477,1.61,0.028,,8.497
000605,渤海股份,38.013,-7.472,4.843,0.116,,23.969
300271,华宇软件,19.055,-7.472,3.673,0.038,,21.577
002326,永太科技,5.348,-7.469,0.773,0.016,,9.482
002003,伟星股份,2.907,-7.466,0.437,0.012,,11.626
601901,方正证券,4.376,-7.464,0.13,0.012,,6.359
600718,东软集团,17.147,-7.462,1.813,0.042,,15.5
002831,裕同科技,1.779,-7.456,0.71,0.006,,53.857
600667,太极实业,12.784,-7.455,2.077,0.026,,8.098
002516,旷达科技,3.56,-7.449,0.727,0.007,,5.59
000751,锌业股份,2.247,-7.447,0.553,0.009,,4.629
000958,东方能源,8.261,-7.439,1.663,0.018,,4.719
300040,九洲电气,6.944,-7.43,1.567,0.017,,8.027
000917,电广传媒,6.388,-7.427,1.21,0.018,,8.104
002809,红墙股份,8.507,-7.424,4.05,0.026,,29.159
002064,华峰氨纶,3.792,-7.416,0.46,0.01,,4.983
000778,新兴铸管,3.79,-7.415,0.61,0.009,,5.006
600599,熊猫金控,3.088,-7.414,0.387,0.006,,18.854
000797,中国武夷,6.0,-7.414,0.537,0.018,,9.352
000868,安凯客车,6.384,-7.413,3.55,0.018,,6.808
002125,湘潭电化,6.532,-7.41,0.787,0.014,,9.535
300242,明家联合,6.184,-7.409,2.17,0.018,,7.23
002783,凯龙股份,8.367,-7.408,1.24,0.02,,17.951
600070,浙江富润,8.007,-7.399,0.92,0.025,,9.885
002083,孚日股份,2.186,-7.392,0.603,0.01,,5.746
000800,一汽轿车,2.622,-7.386,0.87,0.007,,10.343
002152,广电运通,7.209,-7.371,0.93,0.018,,7.318
600216,浙江医药,5.197,-7.367,1.493,0.012,,15.835
600487,亨通光电,5.436,-7.367,1.333,0.014,,38.594
002743,富煌钢构,17.576,-7.365,3.68,0.043,,10.404
300676,华大基因,9.294,-7.365,5.953,0.019,,173.608
600636,*ST爱富,2.793,-7.364,0.433,0.009,,14.594
601900,南方传媒,8.444,-7.34,1.54,0.024,,10.784
600077,宋都股份,3.051,-7.331,0.36,0.011,,3.454
002572,索菲亚,0.77,-7.329,1.013,0.022,,35.514
600239,云南城投,6.552,-7.321,0.563,0.018,,4.774
600888,新疆众和,2.153,-7.318,0.69,0.01,,5.846
300493,润欣科技,24.359,-7.316,4.633,0.065,,14.893
002682,龙洲股份,5.355,-7.316,0.82,0.013,,10.104
300397,天和防务,14.915,-7.301,4.647,0.033,,19.3
002465,海格通信,13.941,-7.288,2.047,0.03,,11.057
002668,奥马电器,11.999,-7.287,1.54,0.024,,27.196
300219,鸿利智汇,8.388,-7.281,0.667,0.015,,12.427
601118,海南橡胶,12.129,-7.269,1.13,0.037,,6.524
300077,国民技术,19.168,-7.265,9.593,0.049,,9.88
600283,钱江水利,3.836,-7.261,0.457,0.01,,12.695
300079,数码科技,10.718,-7.259,1.507,0.027,,3.979
000625,长安汽车,0.542,-7.25,0.257,0.005,,11.349
002244,滨江集团,3.21,-7.243,1.667,0.025,,7.848
300621,维业股份,10.451,-7.24,3.397,0.025,,19.968
600829,人民同泰,3.187,-7.235,0.26,0.011,,10.964
300358,楚天科技,11.618,-7.235,2.293,0.028,,12.425
600026,中远海能,2.08,-7.22,0.197,0.009,,5.472
002836,新宏泽,9.363,-7.212,4.64,0.031,,18.784
002673,西部证券,4.307,-7.2,0.663,0.015,,9.957
601788,光大证券,2.671,-7.199,0.267,0.01,,12.521
002842,翔鹭钨业,5.079,-7.196,2.18,0.011,,42.338
600319,亚星化学,3.346,-7.189,1.537,0.004,,7.792
002536,西泵股份,5.858,-7.186,1.107,0.018,,14.528
000068,华控赛格,4.436,-7.166,0.483,0.017,,4.625
002891,中宠股份,7.607,-7.154,1.7,0.018,,33.842
300580,贝斯特,5.667,-7.144,2.417,0.021,,19.729
002369,卓翼科技,6.237,-7.142,4.193,0.018,,8.894
300273,和佳股份,11.962,-7.142,3.87,0.033,,9.595
600684,珠江实业,7.692,-7.132,1.127,0.017,,6.304
300247,乐金健康,7.082,-7.13,2.48,0.016,,5.436
300677,英科医疗,7.138,-7.124,19.7,0.013,,76.99
600781,辅仁药业,7.459,-7.115,0.563,0.014,,19.153
600576,祥源文化,5.812,-7.114,0.903,0.017,,6.564
000990,诚志股份,3.448,-7.111,0.567,0.004,,15.409
002767,先锋电子,9.974,-7.107,3.137,0.027,,18.96
002270,华明装备,9.381,-7.105,0.87,0.009,,9.611
300227,光韵达,12.456,-7.1,2.273,0.032,,20.838
300520,科大国创,17.749,-7.097,7.583,0.039,,25.902
600109,国金证券,6.726,-7.081,0.78,0.022,,8.668
002284,亚太股份,7.475,-7.078,0.923,0.019,,7.993
002267,陕天然气,1.754,-7.075,0.163,0.007,,7.038
600820,隧道股份,1.833,-7.07,0.217,0.009,,7.365
300250,初灵信息,23.144,-7.063,7.39,0.072,,18.293
002253,川大智胜,14.13,-7.052,2.597,0.037,,19.345
300345,红宇新材,9.88,-7.045,4.81,0.034,,5.609
002462,嘉事堂,9.148,-7.03,0.55,0.025,,25.54
002106,莱宝高科,9.937,-7.026,1.053,0.025,,8.438
600206,有研新材,14.738,-7.02,4.153,0.044,,11.117
300371,汇中股份,11.401,-7.018,1.713,0.03,,19.882
601588,北辰实业,2.822,-7.017,0.297,0.011,,4.471
002062,宏润建设,2.968,-7.009,0.32,0.005,,4.562
000536,华映科技,5.456,-7.007,0.407,0.012,,4.138
000677,恒天海龙,4.594,-7.004,0.327,0.014,,3.274
600837,海通证券,2.943,-7.002,0.46,0.008,,11.653
600072,中船科技,14.18,-7.001,3.227,0.035,,13.928
002181,粤 传 媒,5.801,-6.976,0.207,0.015,,4.488
002328,新朋股份,6.021,-6.965,0.953,0.015,,6.655
600633,浙数文化,5.422,-6.963,0.487,0.011,,14.046
300222,科大智能,14.201,-6.962,3.053,0.031,,23.243
002712,思美传媒,1.738,-6.958,0.49,0.005,,20.046
300384,三联虹普,17.461,-6.944,3.233,0.052,,30.26
002414,高德红外,14.713,-6.943,0.73,0.029,,16.869
000697,炼石有色,10.122,-6.933,1.44,0.026,,20.078
600303,曙光股份,8.114,-6.932,2.137,0.034,,8.635
600006,东风汽车,1.864,-6.918,0.267,0.004,,4.963
000756,新华制药,6.556,-6.917,1.573,0.012,,12.699
002071,长城影视,4.911,-6.91,1.7,0.001,,8.778
300618,寒锐钴业,5.393,-6.898,3.567,0.022,,315.247
002166,莱茵生物,6.081,-6.895,1.31,0.015,,10.631
601222,林洋能源,7.656,-6.885,0.453,0.013,,8.157
002709,天赐材料,4.493,-6.882,1.833,0.017,,48.76
002813,路畅科技,8.267,-6.876,8.427,0.029,,30.207
300400,劲拓股份,9.693,-6.869,1.993,0.021,,14.952
600132,重庆啤酒,7.109,-6.863,0.353,0.012,,21.902
600260,凯乐科技,9.592,-6.855,1.613,0.014,,34.007
300082,奥克股份,6.367,-6.845,0.417,0.016,,6.692
002599,盛通股份,1.363,-6.841,0.473,0.009,,12.203
300166,东方国信,18.344,-6.828,4.183,0.036,,18.909
002378,章源钨业,3.982,-6.825,0.61,0.011,,8.513
600649,城投控股,2.828,-6.808,0.283,0.012,,8.181
002501,利源精制,5.878,-6.805,0.697,0.02,,9.182
002021,中捷资源,2.163,-6.803,0.417,0.009,,3.829
300203,聚光科技,13.243,-6.797,2.243,0.04,,31.463
002008,大族激光,4.683,-6.796,1.38,0.016,,56.349
300028,金亚科技,8.01,-6.793,1.493,0.019,,4.581
300037,新宙邦,6.414,-6.786,3.397,0.01,,21.539
600247,ST成城,2.588,-6.783,0.563,0.032,,7.957
000933,神火股份,3.031,-6.782,2.287,0.014,,7.751
300593,新雷能,26.382,-6.768,9.873,0.08,,28.809
000638,万方发展,5.948,-6.763,1.783,0.025,,9.341
600169,太原重工,3.101,-6.757,0.297,0.007,,3.04
600761,安徽合力,2.55,-6.736,0.597,0.01,,10.264
600278,东方创业,1.697,-6.733,0.437,0.011,,10.347
002805,丰元股份,9.664,-6.732,2.433,0.026,,24.606
300451,创业软件,19.5,-6.731,7.637,0.04,,35.281
600746,江苏索普,2.756,-6.73,0.503,0.008,,7.919
002747,埃斯顿,20.45,-6.73,1.603,0.051,,12.928
300443,金雷风电,12.86,-6.729,1.52,0.035,,15.435
002602,世纪华通,7.843,-6.726,0.207,0.019,,34.084
000680,山推股份,4.812,-6.726,0.73,0.014,,4.437
300406,九强生物,13.23,-6.719,2.433,0.041,,18.382
002448,中原内配,3.274,-6.717,0.6,0.01,,9.296
000040,东旭蓝天,2.252,-6.702,0.267,0.018,,12.47
300619,金银河,22.078,-6.696,6.007,0.059,,42.953
300413,快乐购,11.677,-6.695,3.217,0.019,,41.758
300001,特锐德,7.079,-6.685,0.47,0.015,,13.537
600604,市北高新,5.128,-6.67,1.25,0.014,,6.909
002688,金河生物,3.488,-6.668,0.267,0.008,,6.618
002925,盈趣科技,3.301,-6.666,13.893,0.023,,94.332
000683,远兴能源,1.502,-6.656,0.567,0.005,,2.733
300641,正丹股份,7.489,-6.648,2.757,0.014,,15.228
600881,亚泰集团,3.772,-6.644,0.673,0.016,,4.897
300257,开山股份,3.776,-6.637,0.21,0.007,,16.102
002659,凯文教育,5.842,-6.635,0.31,0.019,,13.074
002606,大连电瓷,0.992,-6.63,5.823,0.015,,8.44
300048,合康新能,5.834,-6.621,0.62,0.013,,3.509
300155,安居宝,10.931,-6.62,1.877,0.027,,6.014
002051,中工国际,4.999,-6.614,0.31,0.012,,16.502
300256,星星科技,13.051,-6.611,2.693,0.031,,7.476
002916,深南电路,18.473,-6.606,13.553,0.044,,81.748
300111,向日葵,4.494,-6.593,0.353,0.013,,3.322
600418,江淮汽车,4.331,-6.59,0.493,0.008,,7.807
002012,凯恩股份,10.365,-6.58,3.357,0.036,,8.006
600983,惠而浦,5.247,-6.578,0.25,0.015,,6.56
000531,穗恒运Ａ,3.58,-6.575,0.143,0.014,,7.125
600199,金种子酒,2.025,-6.574,0.713,0.008,,6.626
601377,兴业证券,2.814,-6.57,0.25,0.009,,6.685
600171,上海贝岭,17.575,-6.551,4.727,0.037,,15.237
002752,昇兴股份,2.554,-6.55,0.887,0.011,,8.196
300403,地尔汉宇,14.913,-6.54,1.56,0.047,,14.27
002305,南国置业,3.766,-6.536,0.5,0.013,,3.944
000967,盈峰环境,6.018,-6.534,0.573,0.018,,8.067
300380,安硕信息,17.318,-6.529,8.417,0.043,,22.694
002334,英威腾,14.556,-6.514,2.883,0.036,,9.365
300154,瑞凌股份,9.978,-6.505,0.707,0.025,,6.496
601567,三星医疗,0.919,-6.504,0.2,0.004,,9.034
000669,金鸿控股,5.796,-6.501,0.713,0.017,,11.902
000687,华讯方舟,16.037,-6.499,2.603,0.017,,11.171
600896,览海投资,0.535,-6.49,0.357,0.006,,5.763
300456,耐威科技,18.172,-6.49,4.5,0.043,,38.634
300503,昊志机电,8.236,-6.483,2.343,0.025,,13.808
300255,常山药业,7.921,-6.48,1.44,0.02,,6.776
300002,神州泰岳,10.364,-6.476,1.39,0.023,,7.243
600369,西南证券,3.819,-6.473,0.173,0.011,,4.433
000955,欣龙控股,10.939,-6.467,9.433,0.033,,7.575
000571,新大洲Ａ,11.351,-6.457,1.1,0.034,,5.237
600641,万业企业,3.938,-6.452,0.49,0.01,,12.38
600850,华东电脑,16.88,-6.439,1.223,0.037,,19.853
600367,红星发展,5.295,-6.431,1.107,0.012,,10.34
000553,沙隆达Ａ,5.887,-6.426,1.367,0.014,,14.635
002528,英飞拓,6.411,-6.417,0.637,0.019,,4.934
300437,清水源,12.001,-6.417,1.82,0.038,,16.278
002792,通宇通讯,5.04,-6.416,3.147,0.018,,28.136
600509,天富能源,3.004,-6.415,0.313,0.007,,5.923
000835,长城动漫,3.867,-6.413,0.83,0.009,,7.365
002895,川恒股份,9.084,-6.401,12.947,0.029,,24.616
600765,中航重机,10.727,-6.4,1.733,0.016,,11.065
002221,东华能源,3.323,-6.396,0.563,0.008,,11.65
002600,领益智造,3.146,-6.395,1.83,0.016,,8.011
000501,鄂武商Ａ,1.195,-6.394,0.507,0.005,,15.523
002335,科华恒盛,7.345,-6.385,0.737,0.02,,28.351
600897,厦门空港,1.944,-6.382,0.3,0.007,,20.691
600894,广日股份,6.781,-6.372,0.303,0.019,,9.034
000524,岭南控股,5.098,-6.371,0.49,0.015,,10.123
300200,高盟新材,8.719,-6.366,0.587,0.023,,9.264
300228,富瑞特装,6.037,-6.361,1.68,0.016,,9.902
002211,宏达新材,6.99,-6.353,1.063,0.016,,6.167
002238,天威视讯,6.434,-6.348,0.34,0.021,,9.518
300021,大禹节水,6.298,-6.339,1.757,0.008,,6.851
600143,金发科技,1.356,-6.339,0.28,0.01,,6.118
002310,东方园林,13.912,-6.337,1.62,0.029,,21.59
300381,溢多利,7.962,-6.313,0.5,0.012,,11.815
600503,华丽家族,4.012,-6.293,0.693,0.009,,5.811
300069,金利华电,0.176,-6.287,0.963,0.003,,28.964
002006,精功科技,9.712,-6.264,0.687,0.024,,6.777
002774,快意电梯,7.491,-6.264,2.547,0.025,,9.364
002672,东江环保,6.601,-6.25,0.717,0.017,,15.563
002780,三夫户外,19.771,-6.248,4.5,0.059,,21.839
002539,云图控股,10.192,-6.248,1.143,0.027,,5.888
300692,中环环保,11.463,-6.241,13.417,0.03,,37.802
300639,凯普生物,18.742,-6.234,20.177,0.052,,62.62
601777,力帆股份,2.686,-6.23,0.423,0.013,,6.28
000681,视觉中国,13.203,-6.228,3.837,0.032,,29.002
002449,国星光电,5.668,-6.223,3.55,0.019,,18.635
601918,新集能源,1.595,-6.222,0.333,0.007,,3.248
600696,ST匹凸,8.223,-6.217,0.527,0.026,,5.803
300518,盛讯达,8.443,-6.2,2.727,0.029,,57.973
300306,远方信息,15.163,-6.199,3.11,0.036,,17.882
300467,迅游科技,8.868,-6.198,1.8,0.029,,43.092
000902,新洋丰,1.898,-6.192,0.24,0.008,,9.846
300213,佳讯飞鸿,12.777,-6.171,5.603,0.033,,8.891
000559,万向钱潮,2.589,-6.168,0.35,0.015,,8.858
601098,中南传媒,2.246,-6.159,0.12,0.004,,13.01
000728,国元证券,3.731,-6.157,0.537,0.014,,9.398
300599,雄塑科技,12.928,-6.155,3.967,0.038,,12.183
002887,绿茵生态,16.708,-6.152,11.637,0.042,,79.429
002402,和而泰,9.061,-6.151,2.553,0.016,,9.882
002562,兄弟科技,3.421,-6.148,1.367,0.01,,14.473
601211,国泰君安,2.163,-6.143,0.4,0.007,,17.335
002026,山东威达,5.058,-6.137,1.52,0.012,,7.395
002504,*ST弘高,8.388,-6.134,2.393,0.039,,3.751
300033,同花顺,12.642,-6.132,2.567,0.022,,53.805
300045,华力创通,19.405,-6.131,2.947,0.026,,11.594
002283,天润曲轴,3.667,-6.13,0.49,0.012,,5.175
002649,博彦科技,10.695,-6.117,3.517,0.031,,12.055
300070,碧水源,14.182,-6.107,2.877,0.035,,19.289
300342,天银机电,8.037,-6.093,0.617,0.021,,14.506
600160,巨化股份,1.627,-6.089,2.047,0.015,,12.456
002438,江苏神通,4.049,-6.066,0.343,0.007,,7.011
300329,海伦钢琴,9.858,-6.061,1.097,0.025,,8.671
600639,浦东金桥,5.163,-6.061,0.113,0.009,,15.713
600939,重庆建工,3.97,-6.051,0.867,0.011,,6.389
600528,中铁工业,3.951,-6.039,0.413,0.018,,12.036
601375,中原证券,5.564,-6.02,0.953,0.014,,6.429
002577,雷柏科技,23.444,-6.013,3.75,0.074,,18.439
600563,法拉电子,5.402,-6.005,0.64,0.014,,46.377
002664,长鹰信质,7.457,-5.996,0.527,0.026,,29.659
000838,财信发展,5.944,-5.986,1.433,0.02,,5.386
300065,海兰信,24.484,-5.984,6.303,0.042,,19.377
600446,金证股份,14.248,-5.974,1.697,0.037,,17.297
002838,道恩股份,7.003,-5.97,0.993,0.005,,47.507
000733,振华科技,13.439,-5.964,1.61,0.03,,14.178
600159,大龙地产,4.84,-5.963,0.4,0.017,,3.589
300606,金太阳,13.093,-5.961,3.17,0.033,,28.664
002363,隆基机械,4.463,-5.957,0.557,0.013,,7.385
002763,汇洁股份,7.433,-5.954,1.12,0.025,,13.047
600389,江山股份,4.332,-5.953,0.48,0.017,,19.24
300708,聚灿光电,14.455,-5.951,18.223,0.037,,29.309
300013,新宁物流,4.537,-5.95,1.0,0.014,,13.15
002375,亚厦股份,7.588,-5.942,0.45,0.019,,6.999
601608,中信重工,5.981,-5.939,0.187,0.015,,3.639
000826,启迪桑德,3.46,-5.938,0.59,0.014,,29.054
002492,恒基达鑫,11.719,-5.923,2.02,0.031,,6.747
600039,四川路桥,4.388,-5.919,0.317,0.014,,3.922
002425,凯撒文化,7.42,-5.918,0.72,0.013,,7.865
002643,万润股份,11.377,-5.914,1.027,0.029,,11.591
000150,宜华健康,4.09,-5.912,0.09,0.01,,29.274
002354,天神娱乐,7.205,-5.904,2.48,0.017,,17.481
300259,新天科技,24.68,-5.899,7.197,0.078,,12.239
002209,达 意 隆,10.247,-5.898,1.26,0.033,,9.663
600449,宁夏建材,3.039,-5.881,1.5,0.013,,11.87
300123,亚光科技,20.469,-5.879,7.83,0.055,,14.396
002625,光启技术,6.051,-5.878,0.833,0.013,,25.779
