code,name,p_change_range0,p_change_range1,normalizing_std,mark,stop_mark
300114,中航电测,-6.989,0.107,0.024,-0.747823,
600026,中远海能,-1.306,0.571,0.015,-0.745726,
002586,围海股份,-0.541,1.373,0.016,-0.742793,
000528,柳 工,-0.445,1.562,0.022,-0.69509,
002749,国光股份,-1.139,0.605,0.019,-0.689095,
002135,东南网架,-2.204,0.312,0.015,-0.687648,
600818,中路股份,-1.269,0.532,0.021,-0.675108,
000937,冀中能源,-3.237,0.208,0.017,-0.673296,
601800,中国交建,-1.049,0.61,0.009,-0.63989,
600390,五矿资本,-3.453,0.185,0.02,-0.638805,
000719,中原传媒,-2.667,0.238,0.022,-0.6347459999999999,
300247,乐金健康,-1.704,0.364,0.023,-0.6202559999999999,
300424,航新科技,-8.313,0.074,0.024,-0.615162,
000778,新兴铸管,-2.742,0.213,0.017,-0.584046,
000627,天茂集团,-0.259,2.253,0.017,-0.583527,
600246,万通地产,-1.198,0.485,0.009,-0.5810299999999999,
300483,沃施股份,-0.423,1.35,0.014,-0.5710500000000001,
002646,青青稞酒,-7.232,0.078,0.027,-0.564096,
600740,山西焦化,-0.088,6.031,0.025,-0.530728,
600926,杭州银行,-1.151,0.45,0.014,-0.51795,
300576,容大感光,-2.348,0.218,0.028,-0.511864,
600248,延长化建,-2.512,0.198,0.016,-0.49737600000000004,
600785,新华百货,-1.733,0.285,0.007,-0.493905,
002315,焦点科技,-0.486,0.991,0.012,-0.481626,
600643,爱建集团,-2.541,0.187,0.019,-0.475167,
600270,外运发展,-1.301,0.363,0.009,-0.472263,
300102,乾照光电,-0.125,3.707,0.022,-0.463375,
601500,通用股份,-3.936,0.117,0.024,-0.46051200000000003,
300174,元力股份,-0.444,1.029,0.015,-0.45687599999999995,
600406,国电南瑞,-0.18,2.486,0.012,-0.44748000000000004,
002028,思源电气,-0.24,1.854,0.015,-0.44496,
600550,保变电气,-1.328,0.329,0.011,-0.436912,
600683,京投发展,-1.21,0.345,0.017,-0.41744999999999993,
002097,山河智能,-0.279,1.45,0.012,-0.40455,
601777,力帆股份,-2.331,0.151,0.024,-0.351981,
000157,中联重科,-0.72,0.482,0.004,-0.34703999999999996,
600640,号百控股,-1.145,0.302,0.012,-0.34579,
002044,美年健康,-3.064,0.107,0.018,-0.327848,
000690,宝新能源,-2.514,0.13,0.014,-0.32682,
000050,深天马Ａ,-2.508,0.13,0.025,-0.32604,
600705,中航资本,-1.863,0.17,0.015,-0.31671000000000005,
600015,华夏银行,-1.242,0.236,0.013,-0.293112,
002781,奇信股份,-1.124,0.257,0.015,-0.288868,
300296,利亚德,-6.858,0.041,0.027,-0.281178,
002602,世纪华通,-0.55,0.485,0.014,-0.26675,
600291,西水股份,-1.676,0.157,0.026,-0.263132,
601186,中国铁建,-2.328,0.097,0.015,-0.225816,
002398,建研集团,-1.75,0.126,0.018,-0.2205,
002068,黑猫股份,-0.331,0.57,0.022,-0.18867,
600525,长园集团,-0.054,2.851,0.021,-0.153954,
601088,中国神华,-0.091,1.623,0.023,-0.147693,
600039,四川路桥,-0.539,0.274,0.004,-0.147686,
300274,阳光电源,-0.668,0.221,0.027,-0.147628,
601188,龙江交通,-0.51,0.254,0.005,-0.12954000000000002,
600600,青岛啤酒,-0.039,2.473,0.015,-0.09644699999999999,
002725,跃岭股份,-3.969,0.02,0.023,-0.07937999999999999,
601328,交通银行,-0.162,0.459,0.012,-0.07435800000000001,
000837,秦川机床,-0.182,0.375,0.012,-0.06825,
002352,顺丰控股,-2.351,0.022,0.015,-0.051722,
300685,艾德生物,-7.302,0.007,0.025,-0.051114,
002712,思美传媒,-0.25,0.193,0.008,-0.04825,
600211,西藏药业,-1.395,0.03,0.019,-0.04185,
002489,浙江永强,-2.15,0.011,0.018,-0.023649999999999997,
000520,长航凤凰,-2.426,0.008,0.01,-0.019408,
300699,光威复材,-0.018,1.044,0.029,-0.018792,
600019,宝钢股份,-0.003,6.162,0.026,-0.018486,
601016,节能风电,-0.969,0.019,0.006,-0.018411,
002471,中超控股,-2.748,0.006,0.01,-0.016488000000000003,
600200,江苏吴中,-1.946,0.007,0.025,-0.013622,
600691,阳煤化工,-2.713,0.004,0.023,-0.010852,
600355,精伦电子,-5.748,0.001,0.027,-0.0057480000000000005,
600601,方正科技,-1.295,0.004,0.012,-0.00518,
600512,腾达建设,-1.057,0.002,0.021,-0.002114,
000633,合金投资,-0.001,0.01,0.016,-1e-05,
