,ts_code,name,industry,COL_EIGEN_SLOPE_0,COL_EIGEN_SLOPE_1,COL_EIGEN_SLOPE_DIFF,COL_DAILY_LIMIT_COUNT,circ_mv
1702,300313.SZ,天山生物,农业综合,4.79,3.74,1.05,2.0,140622.6688
1838,300451.SZ,创业慧康,软件服务,4.78,-1.18,5.96,0.0,728385.9204
1964,300581.SZ,晨曦航空,航空,4.78,-3.63,8.41,0.0,95157.7
1623,300234.SZ,开尔新材,陶瓷,4.77,2.72,2.05,1.0,118656.7536
116,000521.SZ,长虹美菱,家用电器,4.76,2.27,2.49,1.0,333054.3046
1937,300552.SZ,万集科技,软件服务,4.76,4.42,0.34,1.0,81063.1668
2464,600387.SH,海越能源,石油贸易,4.74,-2.28,7.02,0.0,381467.19
2303,600198.SH,*ST大唐,通信设备,4.74,1.14,3.6,0.0,882328.3147
256,000709.SZ,河钢股份,普钢,4.73,-3.25,7.98,0.0,3779614.5727
1654,300265.SZ,通光线缆,电气设备,4.73,-4.21,8.94,1.0,322615.7687
1531,300141.SZ,和顺电气,电气设备,4.72,-3.38,8.1,0.0,154464.1382
146,000557.SZ,西部创业,铁路,4.72,2.79,1.93,1.0,272139.0245
2378,600285.SH,羚锐制药,中成药,4.71,1.27,3.44,0.0,482431.8147
1404,300013.SZ,新宁物流,仓储物流,4.68,-6.41,11.09,0.0,413395.2127
1178,002721.SZ,金一文化,服饰,4.68,3.39,1.29,0.0,402803.6161
3338,603393.SH,新天然气,供气供热,4.67,-2.2,6.87,0.0,398838.3823
1517,300127.SZ,银河磁体,元器件,4.66,1.75,2.91,0.0,307967.7908
287,000755.SZ,山西路桥,公路,4.65,-2.75,7.4,0.0,236978.6336
2105,300727.SZ,润禾材料,化工原料,4.63,-3.87,8.5,1.0,70002.4163
1333,002887.SZ,绿茵生态,环境保护,4.63,-3.22,7.85,1.0,125285.5232
565,002103.SZ,广博股份,文教休闲,4.63,3.28,1.35,1.0,201383.1943
3579,603978.SH,深圳新星,铝,4.61,1.66,2.95,0.0,190913.1734
2237,600121.SH,郑州煤电,煤炭开采,4.6,-3.12,7.72,1.0,387861.1654
422,000955.SZ,欣龙控股,纺织,4.58,3.23,1.35,1.0,312805.3163
359,000863.SZ,三湘印象,区域地产,4.58,1.05,3.53,1.0,483125.8793
1727,300338.SZ,开元股份,电器仪表,4.57,3.43,1.14,0.0,191315.7141
1195,002738.SZ,中矿资源,建筑施工,4.56,2.0,2.56,0.0,310928.7598
2110,300733.SZ,西菱动力,汽车配件,4.56,2.22,2.34,0.0,107531.2294
273,000728.SZ,国元证券,证券,4.56,-4.1,8.66,0.0,3025696.05
3502,603816.SH,顾家家居,家居用品,4.56,-1.69,6.25,0.0,516780.0
3576,603970.SH,中农立华,其他商业,4.56,-1.83,6.39,0.0,138265.339
2333,600232.SH,金鹰股份,纺织,4.56,2.01,2.55,1.0,220654.7191
290,000758.SZ,中色股份,铅锌,4.55,-4.12,8.67,0.0,994441.3823
1485,300095.SZ,华伍股份,机械基件,4.55,1.71,2.84,0.0,147186.5105
497,002035.SZ,华帝股份,家用电器,4.55,4.04,0.51,0.0,992684.8964
3435,603669.SH,灵康药业,化学制药,4.55,1.64,2.91,1.0,483028.0
1273,002823.SZ,凯中精密,机械基件,4.54,1.29,3.25,1.0,128239.8966
1571,300181.SZ,佐力药业,中成药,4.53,-2.23,6.76,0.0,338765.5808
2697,600679.SH,上海凤凰,文教休闲,4.53,-2.71,7.24,2.0,323530.3226
3479,603767.SH,中马传动,汽车配件,4.52,2.26,2.26,0.0,75979.876
2752,600736.SH,苏州高新,园区开发,4.52,3.81,0.71,1.0,902613.6391
456,000998.SZ,隆平高科,种植业,4.52,-2.24,6.76,1.0,1585858.4135
1917,300531.SZ,优博讯,软件服务,4.51,2.36,2.15,3.0,295352.316
2887,600885.SH,宏发股份,电气设备,4.51,-1.2,5.71,0.0,2092779.9611
109,000513.SZ,丽珠集团,中成药,4.51,-0.61,5.12,0.0,1712029.8867
2575,600538.SH,国发股份,医药商业,4.51,3.11,1.4,1.0,278640.711
1323,002877.SZ,智能自控,电器仪表,4.5,2.71,1.79,0.0,91175.76
3073,601688.SH,华泰证券,证券,4.5,-6.19,10.69,0.0,12716537.2083
315,000797.SZ,中国武夷,全国地产,4.5,-1.35,5.85,0.0,774470.3995
969,002508.SZ,老板电器,家用电器,4.49,3.89,0.6,0.0,2712147.1657
2063,300683.SZ,海特生物,生物制药,4.49,1.47,3.02,0.0,152794.3435
1563,300173.SZ,智慧松德,轻工机械,4.48,3.08,1.4,0.0,246752.3191
434,000969.SZ,安泰科技,钢加工,4.48,2.4,2.08,0.0,616060.571
419,000951.SZ,中国重汽,汽车整车,4.48,1.12,3.36,0.0,1139863.1096
149,000560.SZ,我爱我家,房产服务,4.46,-3.78,8.24,0.0,1197311.8408
2404,600316.SH,洪都航空,航空,4.46,3.52,0.94,0.0,1052724.1036
2244,600129.SH,太极集团,中成药,4.45,-1.67,6.12,0.0,614596.9091
3382,603578.SH,三星新材,玻璃,4.44,2.15,2.29,0.0,72636.3
584,002122.SZ,*ST天马,机械基件,4.43,4.17,0.26,0.0,333958.6833
356,000860.SZ,顺鑫农业,白酒,4.43,-2.49,6.92,2.0,3120556.6662
1553,300163.SZ,先锋新材,其他建材,4.43,2.17,2.26,0.0,139736.8706
2506,600455.SH,博通股份,软件服务,4.43,1.73,2.7,0.0,164389.456
726,002265.SZ,西仪股份,汽车配件,4.41,1.91,2.5,0.0,296453.7527
1144,002684.SZ,猛狮科技,电气设备,4.41,2.13,2.28,2.0,339372.9838
3010,601216.SH,君正集团,化工原料,4.4,-4.21,8.61,1.0,3476463.1647
2328,600227.SH,圣济堂,农药化肥,4.4,2.08,2.32,1.0,529295.3591
2322,600220.SH,江苏阳光,纺织,4.4,3.36,1.04,0.0,556402.1817
515,002053.SZ,云南能投,食品,4.4,2.06,2.34,1.0,317805.3861
1978,300596.SZ,利安隆,化工原料,4.39,2.14,2.25,0.0,421329.3768
771,002310.SZ,东方园林,建筑施工,4.39,-2.52,6.91,0.0,1305503.0176
2211,600094.SH,大名城,区域地产,4.38,8.9,-4.52,1.0,1570857.4238
2003,300622.SZ,博士眼镜,其他商业,4.36,1.82,2.54,0.0,75281.05
1627,300238.SZ,冠昊生物,医疗保健,4.36,-4.85,9.21,0.0,358657.2283
2691,600673.SH,东阳光科,铝,4.34,-1.43,5.77,0.0,2343356.7229
1738,300349.SZ,金卡智能,软件服务,4.34,-2.26,6.6,0.0,781796.3899
1143,002683.SZ,宏大爆破,化工原料,4.34,5.76,-1.42,0.0,795225.7477
1455,300065.SZ,海兰信,软件服务,4.34,1.38,2.96,0.0,439442.0665
3221,603131.SH,上海沪工,专用机械,4.33,2.14,2.19,1.0,129950.0
2993,601155.SH,新城控股,区域地产,4.33,-2.83,7.16,0.0,9972169.7858
3328,603369.SH,今世缘,白酒,4.32,4.9,-0.58,2.0,3560271.0
2783,600769.SH,祥龙电业,建筑施工,4.32,-1.47,5.79,0.0,190113.4404
1888,300501.SZ,海顺新材,广告包装,4.3,1.82,2.48,0.0,121323.2803
2339,600238.SH,*ST椰岛,红黄药酒,4.29,-4.47,8.76,0.0,440106.5626
520,002058.SZ,威尔泰,电器仪表,4.28,-5.14,9.42,1.0,207282.8397
125,000532.SZ,华金资本,元器件,4.27,3.75,0.52,0.0,429010.8241
72,000338.SZ,潍柴动力,汽车配件,4.27,-1.52,5.79,0.0,4854951.9556
1898,300511.SZ,雪榕生物,种植业,4.25,1.97,2.28,0.0,179683.5425
2934,600982.SH,宁波热电,供气供热,4.23,1.61,2.62,0.0,291302.7
209,000638.SZ,万方发展,批发业,4.22,-8.2,12.42,0.0,199563.0
1481,300091.SZ,金通灵,机械基件,4.22,-4.3,8.52,0.0,576378.2989
603,002141.SZ,贤丰控股,元器件,4.22,1.75,2.47,0.0,333582.592
1329,002883.SZ,中设股份,建筑施工,4.21,2.09,2.12,3.0,99225.5583
1294,002846.SZ,英联股份,广告包装,4.2,-2.27,6.47,0.0,64823.4317
1903,300516.SZ,久之洋,电器仪表,4.2,1.24,2.96,0.0,171208.5
1893,300506.SZ,名家汇,建筑施工,4.2,1.88,2.32,1.0,292458.0992
464,002002.SZ,鸿达兴业,化工原料,4.2,-4.13,8.33,1.0,1407134.2688
1413,300022.SZ,吉峰科技,农用机械,4.19,2.48,1.71,0.0,164191.7455
3464,603721.SH,中广天择,影视音像,4.18,-2.61,6.79,0.0,116850.1699
2212,600095.SH,哈高科,区域地产,4.18,1.97,2.21,0.0,184605.6817
3246,603188.SH,亚邦股份,染料涂料,4.17,2.0,2.17,0.0,537984.0
2188,600069.SH,银鸽投资,造纸,4.17,-2.68,6.85,0.0,646285.8699
1394,300003.SZ,乐普医疗,医疗保健,4.16,-3.16,7.32,0.0,4027622.4426
2175,600055.SH,万东医疗,医疗保健,4.16,-2.63,6.79,1.0,744703.906
2606,600576.SH,祥源文化,影视音像,4.16,2.34,1.82,1.0,271878.9079
1947,300562.SZ,乐心医疗,医疗保健,4.16,3.29,0.87,0.0,108225.1588
2189,600070.SH,浙江富润,纺织,4.15,3.8,0.35,0.0,339282.8013
886,002425.SZ,凯撒文化,互联网,4.14,2.42,1.72,1.0,715899.6552
2787,600774.SH,汉商集团,百货,4.14,1.34,2.8,0.0,328345.1945
1256,002805.SZ,丰元股份,化工原料,4.13,2.47,1.66,0.0,100543.9688
2701,600683.SH,京投发展,区域地产,4.12,-2.81,6.93,0.0,391871.3488
2778,600764.SH,中国海防,通信设备,4.12,2.98,1.14,0.0,1056324.2873
2304,600199.SH,金种子酒,白酒,4.12,2.03,2.09,1.0,360142.2013
1041,002581.SZ,未名医药,生物制药,4.11,2.82,1.29,0.0,357504.4445
1555,300165.SZ,天瑞仪器,电器仪表,4.11,1.92,2.19,0.0,165428.4287
177,000599.SZ,青岛双星,汽车配件,4.1,1.63,2.47,0.0,346226.179
536,002074.SZ,国轩高科,电气设备,4.08,1.6,2.48,0.0,1890003.5271
1001,002541.SZ,鸿路钢构,钢加工,4.08,1.39,2.69,0.0,320379.4003
2072,300692.SZ,中环环保,环境保护,4.08,-2.81,6.89,0.0,146283.54
3228,603158.SH,腾龙股份,汽车配件,4.08,0.89,3.19,0.0,385774.7936
1726,300337.SZ,银邦股份,铝,4.08,3.58,0.5,1.0,318818.3075
2261,600151.SH,航天机电,半导体,4.07,-2.96,7.03,0.0,780446.9986
1268,002818.SZ,富森美,房产服务,4.07,1.58,2.49,0.0,224557.9321
3379,603568.SH,伟明环保,环境保护,4.06,-0.71,4.77,0.0,1717272.18
297,000768.SZ,中航飞机,航空,4.05,-2.78,6.83,0.0,4698361.7941
1077,002617.SZ,露笑科技,电气设备,4.04,4.72,-0.68,0.0,562032.0219
853,002392.SZ,北京利尔,其他建材,4.04,1.73,2.31,0.0,306496.2427
1775,300388.SZ,国祯环保,环境保护,4.03,-1.92,5.95,0.0,581918.1107
1066,002606.SZ,大连电瓷,电气设备,4.0,-6.1,10.1,1.0,331171.2959
265,000719.SZ,中原传媒,出版业,4.0,-0.99,4.99,0.0,595762.7559
3045,601555.SH,东吴证券,证券,4.0,-5.3,9.3,0.0,2746450.0
1645,300256.SZ,星星科技,元器件,4.0,2.55,1.45,0.0,325615.0598
2232,600116.SH,三峡水利,水力发电,3.99,3.62,0.37,0.0,989033.48
3257,603218.SH,日月股份,工程机械,3.98,3.17,0.81,0.0,248274.3379
399,000921.SZ,海信家电,家用电器,3.98,6.85,-2.87,1.0,1092364.4637
560,002098.SZ,浔兴股份,服饰,3.97,-3.61,7.58,1.0,380912.0
1768,300381.SZ,溢多利,生物制药,3.97,3.63,0.34,0.0,388626.9335
708,002246.SZ,北化股份,化工原料,3.96,1.52,2.44,0.0,372514.3525
322,000806.SZ,银河生物,生物制药,3.96,6.25,-2.29,3.0,416973.6357
681,002219.SZ,恒康医疗,中成药,3.96,5.26,-1.3,0.0,764737.2501
1939,300554.SZ,三超新材,矿物制品,3.96,2.2,1.76,0.0,92712.5578
2251,600137.SH,浪莎股份,服饰,3.95,1.64,2.31,0.0,154867.6177
803,002342.SZ,巨力索具,机械基件,3.94,2.61,1.33,0.0,378007.1831
3533,603882.SH,金域医学,医疗保健,3.94,-1.52,5.46,0.0,865763.4833
2225,600109.SH,国金证券,证券,3.94,-4.39,8.33,0.0,3115090.0893
3145,603009.SH,北特科技,汽车配件,3.94,3.27,0.67,0.0,234406.1991
2730,600714.SH,金瑞矿业,煤炭开采,3.93,1.91,2.02,0.0,213250.442
338,000826.SZ,启迪桑德,环境保护,3.93,-2.05,5.98,0.0,1489315.0048
3136,601999.SH,出版传媒,出版业,3.92,-1.88,5.8,1.0,366358.2755
1071,002611.SZ,东方精工,轻工机械,3.91,2.91,1.0,0.0,498770.6716
1319,002872.SZ,天圣制药,化学制药,3.9,2.21,1.69,0.0,235896.98
948,002487.SZ,大金重工,钢加工,3.9,-4.55,8.45,0.0,259740.0
1498,300108.SZ,吉药控股,中成药,3.9,5.4,-1.5,1.0,361369.2262
3163,603029.SH,天鹅股份,农用机械,3.89,2.59,1.3,0.0,58038.9559
2454,600376.SH,首开股份,区域地产,3.89,-1.69,5.58,1.0,2449069.1892
2157,600026.SH,中远海能,水运,3.89,-1.09,4.98,0.0,1704548.4724
2851,600846.SH,同济科技,综合类,3.88,-4.02,7.9,1.0,637256.7463
1484,300094.SZ,国联水产,渔业,3.88,-2.12,6.0,0.0,492387.826
215,000656.SZ,金科股份,区域地产,3.87,-3.52,7.39,0.0,3332284.1279
261,000715.SZ,中兴商业,百货,3.87,5.15,-1.28,3.0,281351.2499
2663,600639.SH,浦东金桥,园区开发,3.86,2.74,1.12,0.0,1257500.0837
418,000950.SZ,重药控股,农药化肥,3.85,-1.75,5.6,0.0,427316.6163
875,002414.SZ,高德红外,电器仪表,3.85,-1.49,5.34,0.0,1328316.0538
2815,600805.SH,悦达投资,综合类,3.85,1.25,2.6,0.0,503363.0179
189,000613.SZ,大东海A,旅游服务,3.85,1.58,2.27,0.0,209860.024
1585,300196.SZ,长海股份,玻璃,3.84,-1.33,5.17,0.0,271775.4749
953,002492.SZ,恒基达鑫,仓储物流,3.84,1.56,2.28,0.0,265155.7402
2690,600671.SH,天目药业,中成药,3.83,1.18,2.65,0.0,232973.1002
3071,601677.SH,明泰铝业,铝,3.82,1.69,2.13,0.0,633232.7993
921,002460.SZ,赣锋锂业,小金属,3.82,-3.51,7.33,1.0,2518560.1021
2038,300658.SZ,延江股份,纺织,3.82,3.26,0.56,0.0,65940.0
1223,002769.SZ,普路通,仓储物流,3.81,-2.17,5.98,0.0,277203.4103
2841,600834.SH,申通地铁,公共交通,3.8,3.49,0.31,1.0,389066.2526
3531,603880.SH,南卫股份,医疗保健,3.8,1.78,2.02,0.0,89087.5375
1097,002637.SZ,赞宇科技,日用化工,3.8,1.6,2.2,0.0,224126.6007
2364,600269.SH,赣粤高速,路桥,3.8,2.15,1.65,0.0,1071951.8194
1581,300192.SZ,科斯伍德,染料涂料,3.8,1.96,1.84,0.0,191150.1112
641,002179.SZ,中航光电,元器件,3.79,-1.38,5.17,0.0,3421747.8301
3439,603679.SH,华体科技,电气设备,3.79,7.86,-4.07,3.0,156923.0459
975,002514.SZ,宝馨科技,机械基件,3.79,2.88,0.91,1.0,263843.5251
213,000652.SZ,泰达股份,批发业,3.79,1.98,1.81,0.0,633874.0441
2153,600021.SH,上海电力,火力发电,3.78,-1.34,5.12,0.0,775397.1691
3396,603600.SH,永艺股份,家居用品,3.78,-5.62,9.4,0.0,251577.1901
787,002326.SZ,永太科技,化工原料,3.78,1.43,2.35,0.0,520142.531
2028,300648.SZ,星云股份,电器仪表,3.77,-2.94,6.71,3.0,138095.0774
2139,600004.SH,白云机场,机场,3.77,-1.2,4.97,0.0,2928088.5273
2221,600105.SH,永鼎股份,通信设备,3.77,-3.11,6.88,0.0,695910.4488
1846,300459.SZ,金科文化,化工原料,3.76,2.32,1.44,0.0,659287.441
1497,300107.SZ,建新股份,化工原料,3.76,-1.26,5.02,0.0,413545.204
743,002282.SZ,博深工具,轻工机械,3.76,-4.0,7.76,0.0,231127.5821
859,002398.SZ,建研集团,其他建材,3.76,1.71,2.05,0.0,290037.8535
3578,603977.SH,国泰集团,化工原料,3.76,4.78,-1.02,0.0,145512.304
901,002440.SZ,闰土股份,染料涂料,3.75,-0.91,4.66,0.0,1085232.068
3282,603297.SH,永新光学,电器仪表,3.74,-1.93,5.67,1.0,128730.0
1826,300439.SZ,美康生物,医疗保健,3.74,-2.81,6.55,0.0,334748.5919
158,000571.SZ,新大洲A,综合类,3.74,2.99,0.75,1.0,329844.8288
2777,600763.SH,通策医疗,医疗保健,3.74,-1.12,4.86,1.0,2239349.76
2206,600088.SH,中视传媒,影视音像,3.73,7.83,-4.1,4.0,736154.5464
2660,600636.SH,三爱富,化工原料,3.72,-0.84,4.56,0.0,736551.9865
375,000890.SZ,法尔胜,钢加工,3.72,-3.56,7.28,0.0,246755.5038
101,000502.SZ,绿景控股,医疗保健,3.72,-2.02,5.74,0.0,156946.6216
174,000596.SZ,古井贡酒,白酒,3.71,1.5,2.21,1.0,3860166.8
2214,600097.SH,开创国际,渔业,3.71,-2.02,5.73,1.0,293928.6699
156,000568.SZ,泸州老窖,白酒,3.7,-2.06,5.76,1.0,8556217.0287
2585,600551.SH,时代出版,出版业,3.7,1.02,2.68,0.0,535163.1632
3000,601177.SH,杭齿前进,机械基件,3.7,5.9,-2.2,0.0,578886.82
1593,300204.SZ,舒泰神,生物制药,3.69,1.74,1.95,0.0,654780.5448
1341,002896.SZ,中大力德,机械基件,3.69,1.47,2.22,0.0,118025.5
2274,600166.SH,福田汽车,汽车整车,3.69,4.5,-0.81,1.0,1614171.7722
2126,300751.SZ,迈为股份,专用机械,3.69,-1.98,5.67,0.0,223080.0
1276,002826.SZ,易明医药,中成药,3.69,2.94,0.75,0.0,167240.3539
3305,603330.SH,上海天洋,塑料,3.69,2.44,1.25,0.0,77327.1578
1191,002734.SZ,利民股份,农药化肥,3.68,-1.85,5.53,0.0,274361.985
3488,603789.SH,星光农机,农用机械,3.67,1.9,1.77,0.0,370500.0
424,000958.SZ,东方能源,火力发电,3.66,2.36,1.3,0.0,532048.2414
2060,300680.SZ,隆盛科技,汽车配件,3.66,1.48,2.18,0.0,66177.8288
473,002011.SZ,盾安环境,工程机械,3.66,-3.58,7.24,2.0,550076.1038
3238,603178.SH,圣龙股份,汽车配件,3.66,2.18,1.48,0.0,65232.64
737,002276.SZ,万马股份,电气设备,3.66,1.57,2.09,1.0,767251.0228
1206,002750.SZ,龙津药业,中成药,3.66,11.62,-7.96,7.0,688500.669
2103,300725.SZ,药石科技,化工原料,3.65,-1.52,5.17,2.0,687625.7272
676,002214.SZ,大立科技,电器仪表,3.65,3.98,-0.33,0.0,301579.2624
2560,600521.SH,华海药业,化学制药,3.65,-1.66,5.31,1.0,1994432.3926
1871,300484.SZ,蓝海华腾,电气设备,3.64,1.71,1.93,1.0,124105.6696
1830,300443.SZ,金雷股份,专用机械,3.64,4.54,-0.9,1.0,285258.1664
1897,300510.SZ,金冠股份,电气设备,3.64,-2.71,6.35,0.0,265398.9707
994,002534.SZ,杭锅股份,专用机械,3.63,1.66,1.97,0.0,511022.1835
2320,600218.SH,全柴动力,农用机械,3.63,-8.68,12.31,0.0,489706.64
2588,600556.SH,ST慧球,软件服务,3.63,-2.68,6.31,0.0,297674.4558
3304,603329.SH,上海雅仕,仓储物流,3.62,2.04,1.58,1.0,121080.96
2968,601038.SH,一拖股份,农用机械,3.61,1.25,2.36,0.0,330213.96
1877,300490.SZ,华自科技,电气设备,3.61,-4.86,8.47,1.0,289568.069
3413,603628.SH,清源股份,电气设备,3.6,1.95,1.65,0.0,81696.0
1171,002713.SZ,东易日盛,装修装饰,3.6,-2.3,5.9,1.0,477337.0158
3164,603030.SH,全筑股份,装修装饰,3.59,3.4,0.19,0.0,393009.0099
727,002266.SZ,浙富控股,电气设备,3.57,1.16,2.41,0.0,841566.0406
1135,002675.SZ,东诚药业,化学制药,3.56,3.76,-0.2,0.0,830705.3615
20,000026.SZ,飞亚达A,其他商业,3.56,1.68,1.88,0.0,326752.1931
2463,600386.SH,北巴传媒,公共交通,3.55,4.18,-0.63,1.0,411264.0
2707,600689.SH,上海三毛,纺织,3.54,-3.42,6.96,2.0,193451.4658
225,000669.SZ,金鸿控股,供气供热,3.53,2.9,0.63,1.0,448857.463
3291,603309.SH,维力医疗,医疗保健,3.53,3.23,0.3,0.0,245800.0
508,002046.SZ,轴研科技,机械基件,3.53,7.48,-3.95,1.0,336703.1258
1458,300068.SZ,南都电源,电气设备,3.53,-0.43,3.96,0.0,1003040.2933
119,000525.SZ,红太阳,农药化肥,3.53,1.24,2.29,0.0,917314.9874
474,002012.SZ,凯恩股份,造纸,3.52,4.68,-1.16,0.0,248430.8303
114,000519.SZ,中兵红箭,矿物制品,3.52,-1.82,5.34,0.0,605784.1687
3344,603429.SH,集友股份,广告包装,3.52,1.73,1.79,0.0,299570.6
87,000418.SZ,小天鹅A,家用电器,3.52,-1.26,4.78,0.0,2525025.7528
3199,603090.SH,宏盛股份,专用机械,3.52,2.09,1.43,3.0,76969.0196
3566,603939.SH,益丰药房,医药商业,3.52,-0.55,4.07,0.0,2066634.1613
21,000027.SZ,深圳能源,火力发电,3.51,-2.24,5.75,0.0,2576919.5381
3297,603319.SH,湘油泵,汽车配件,3.51,2.24,1.27,0.0,138866.6958
2523,600479.SH,千金药业,中成药,3.51,2.22,1.29,0.0,428132.7807
3312,603338.SH,浙江鼎力,专用机械,3.51,-1.16,4.67,0.0,2015755.9074
39,000049.SZ,德赛电池,电气设备,3.51,-1.28,4.79,0.0,727999.5387
3501,603813.SH,原尚股份,仓储物流,3.51,2.09,1.42,0.0,95866.88
2878,600875.SH,东方电气,电气设备,3.51,1.6,1.91,0.0,2132689.593
2034,300654.SZ,世纪天鸿,出版业,3.49,1.48,2.01,1.0,172668.8138
44,000059.SZ,华锦股份,石油加工,3.49,1.92,1.57,0.0,1135601.7475
2314,600211.SH,西藏药业,中成药,3.48,-1.39,4.87,1.0,579298.631
2543,600502.SH,安徽水利,建筑施工,3.48,1.55,1.93,0.0,460829.3916
2389,600299.SH,安迪苏,化学制药,3.47,2.02,1.45,1.0,3314829.9734
1694,300305.SZ,裕兴股份,塑料,3.47,2.31,1.16,0.0,213983.8392
3491,603798.SH,康普顿,石油加工,3.47,-1.78,5.25,0.0,100772.0
3593,603999.SH,读者传媒,出版业,3.47,4.49,-1.02,0.0,372672.0
14,000018.SZ,神州长城,装修装饰,3.47,4.62,-1.15,0.0,300666.5833
3554,603917.SH,合力科技,汽车配件,3.46,1.78,1.68,0.0,105779.928
1372,002930.SZ,宏川智慧,仓储物流,3.46,-2.78,6.24,0.0,172818.03
725,002264.SZ,新华都,超市连锁,3.46,2.48,0.98,0.0,400696.8787
1796,300409.SZ,道氏技术,陶瓷,3.45,5.51,-2.06,1.0,513244.1845
185,000609.SZ,中迪投资,区域地产,3.45,-2.87,6.32,1.0,207905.9025
227,000671.SZ,阳光城,区域地产,3.44,-2.82,6.26,0.0,3419795.6696
343,000833.SZ,粤桂股份,造纸,3.44,-1.54,4.98,0.0,221180.5715
3346,603456.SH,九洲药业,化学制药,3.43,3.32,0.11,1.0,811365.9674
1409,300018.SZ,中元股份,电气设备,3.43,2.45,0.98,2.0,257886.6251
2524,600480.SH,凌云股份,汽车配件,3.41,1.82,1.59,1.0,519025.2251
2130,300756.SZ,中山金马,专用机械,3.41,2.93,0.48,0.0,100500.0
3354,603500.SH,祥和实业,运输设备,3.4,-2.69,6.09,0.0,67838.4
1290,002841.SZ,视源股份,元器件,3.4,2.24,1.16,0.0,512310.9384
934,002473.SZ,*ST圣莱,家用电器,3.4,-2.06,5.46,0.0,144480.0
1222,002768.SZ,国恩股份,塑料,3.4,1.4,2.0,1.0,651840.0
3419,603638.SH,艾迪精密,专用机械,3.39,0.54,2.85,0.0,261148.5029
247,000697.SZ,炼石航空,航空,3.39,6.6,-3.21,0.0,842878.1538
711,002249.SZ,大洋电机,电气设备,3.38,-5.02,8.4,1.0,1211031.4466
388,000908.SZ,景峰医药,化学制药,3.38,1.13,2.25,0.0,400878.5562
1044,002584.SZ,西陇科学,化工原料,3.38,3.47,-0.09,1.0,310984.341
1167,002708.SZ,光洋股份,汽车配件,3.37,3.12,0.25,2.0,395008.2936
622,002160.SZ,常铝股份,铝,3.37,2.58,0.79,0.0,257070.8272
3443,603686.SH,龙马环卫,专用机械,3.37,-2.02,5.39,1.0,442079.566
893,002432.SZ,九安医疗,医疗保健,3.37,4.23,-0.86,0.0,310321.8454
1736,300347.SZ,泰格医药,医疗保健,3.37,-2.71,6.08,0.0,2364032.6483
2529,600486.SH,扬农化工,农药化肥,3.37,0.7,2.67,1.0,1664776.9284
2741,600725.SH,ST云维,焦炭加工,3.36,2.21,1.15,0.0,357416.3
3400,603605.SH,珀莱雅,日用化工,3.36,-1.12,4.48,0.0,381864.57
879,002418.SZ,康盛股份,机械基件,3.36,4.75,-1.39,0.0,472699.498
2672,600649.SH,城投控股,区域地产,3.36,4.51,-1.15,1.0,2047990.2198
435,000970.SZ,中科三环,元器件,3.35,3.63,-0.28,0.0,1105677.6
3124,601968.SH,宝钢包装,广告包装,3.35,3.37,-0.02,0.0,426666.6496
2933,600981.SH,汇鸿集团,商贸代理,3.35,3.94,-0.59,0.0,368349.4992
3161,603027.SH,千禾味业,食品,3.35,-3.18,6.53,0.0,711770.4586
1236,002782.SZ,可立克,电气设备,3.34,2.78,0.56,0.0,678618.0
2456,600378.SH,天科股份,化工原料,3.34,1.92,1.42,1.0,349499.3114
2146,600012.SH,皖通高速,路桥,3.33,-2.72,6.05,0.0,812423.2
570,002108.SZ,沧州明珠,塑料,3.33,2.12,1.21,0.0,760007.3707
1287,002838.SZ,道恩股份,塑料,3.33,-2.43,5.76,0.0,167483.5597
1599,300210.SZ,森远股份,专用机械,3.33,2.15,1.18,0.0,198886.7777
2155,600023.SH,浙能电力,火力发电,3.33,-1.77,5.1,0.0,6677938.7841
2302,600197.SH,伊力特,白酒,3.32,-1.19,4.51,0.0,886410.0
567,002105.SZ,信隆健康,文教休闲,3.32,1.33,1.99,0.0,195673.5
1884,300497.SZ,富祥股份,化学制药,3.32,-2.24,5.56,0.0,227329.5023
3004,601198.SH,东兴证券,证券,3.32,-5.17,8.49,0.0,3822533.4706
2500,600439.SH,瑞贝卡,服饰,3.32,6.65,-3.33,1.0,440342.3362
1119,002659.SZ,凯文教育,文教休闲,3.32,1.82,1.5,0.0,289225.1175
3172,603039.SH,泛微网络,软件服务,3.31,-0.3,3.61,0.0,374708.4128
1375,002933.SZ,新兴装备,航空,3.31,2.62,0.69,0.0,158020.4
2317,600215.SH,长春经开,园区开发,3.31,1.88,1.43,0.0,416204.4276
496,002034.SZ,旺能环境,环境保护,3.31,-0.96,4.27,0.0,392037.9769
509,002047.SZ,宝鹰股份,装修装饰,3.3,1.88,1.42,0.0,934666.7014
1622,300233.SZ,金城医药,化学制药,3.29,1.27,2.02,1.0,701554.4893
667,002205.SZ,国统股份,其他建材,3.29,-1.31,4.6,0.0,180500.236
1673,300284.SZ,苏交科,建筑施工,3.29,2.14,1.15,0.0,734620.0797
2016,300635.SZ,达安股份,建筑施工,3.28,-3.49,6.77,0.0,76947.024
2931,600979.SH,广安爱众,水力发电,3.28,-1.95,5.23,0.0,361817.6416
589,002127.SZ,南极电商,互联网,3.28,-1.9,5.18,0.0,2142946.5462
2713,600695.SH,绿庭投资,多元金融,3.28,-5.52,8.8,3.0,264222.8166
3417,603636.SH,南威软件,软件服务,3.28,4.16,-0.88,0.0,727164.4787
