,ts_code,name,industry,COL_LASTPRICE,COL_MA_20_SLOPE
511,600894.SH,广日股份,运输设备,9.24,0.63
512,603466.SH,风语筑,文教休闲,17.5,0.63
513,300609.SZ,汇纳科技,互联网,39.8,0.63
514,603678.SH,火炬电子,元器件,22.0,0.63
515,300224.SZ,正海磁材,元器件,7.18,0.62
516,600185.SH,格力地产,区域地产,5.37,0.62
517,600885.SH,宏发股份,电气设备,25.29,0.62
518,600523.SH,贵航股份,汽车配件,13.91,0.62
519,002084.SZ,海鸥住工,家居用品,5.08,0.62
520,300179.SZ,四方达,矿物制品,4.85,0.62
521,300525.SZ,博思软件,软件服务,31.5,0.62
522,603707.SH,健友股份,化学制药,37.15,0.62
523,000519.SZ,中兵红箭,矿物制品,8.09,0.61
524,300293.SZ,蓝英装备,专用机械,8.81,0.61
525,002213.SZ,特尔佳,汽车配件,9.06,0.61
526,603757.SH,大元泵业,专用机械,15.95,0.61
527,603899.SH,晨光文具,文教休闲,44.56,0.61
528,000413.SZ,东旭光电,元器件,5.68,0.6
529,300470.SZ,日机密封,机械基件,27.11,0.6
530,002142.SZ,宁波银行,银行,25.21,0.6
531,300406.SZ,九强生物,生物制药,16.15,0.6
532,603606.SH,东方电缆,电气设备,11.63,0.6
533,600446.SH,金证股份,软件服务,20.9,0.6
534,600552.SH,凯盛科技,玻璃,5.53,0.59
535,603169.SH,兰石重装,专用机械,6.41,0.59
536,300450.SZ,先导智能,专用机械,33.7,0.59
537,600048.SH,保利地产,全国地产,14.3,0.59
538,300020.SZ,银江股份,软件服务,9.06,0.59
539,000792.SZ,*ST盐湖,化工原料,7.66,0.59
540,002857.SZ,三晖电气,电器仪表,13.77,0.59
541,300623.SZ,捷捷微电,半导体,21.11,0.59
542,000823.SZ,超声电子,元器件,10.47,0.59
543,002362.SZ,汉王科技,IT设备,16.73,0.58
544,300629.SZ,新劲刚,矿物制品,18.94,0.58
545,002897.SZ,意华股份,元器件,24.59,0.58
546,002444.SZ,巨星科技,轻工机械,10.97,0.58
547,002848.SZ,高斯贝尔,通信设备,13.73,0.58
548,300753.SZ,爱朋医疗,医疗保健,37.55,0.58
549,000063.SZ,中兴通讯,通信设备,32.01,0.58
550,300236.SZ,上海新阳,半导体,37.41,0.58
551,002609.SZ,捷顺科技,软件服务,9.16,0.58
552,300719.SZ,安达维尔,航空,12.56,0.57
553,600371.SH,万向德农,种植业,11.51,0.57
554,300607.SZ,拓斯达,专用机械,38.47,0.57
555,300593.SZ,新雷能,电气设备,20.55,0.57
556,300354.SZ,东华测试,电器仪表,13.12,0.57
557,600161.SH,天坛生物,生物制药,28.39,0.57
558,300590.SZ,移为通信,通信设备,36.8,0.57
559,000403.SZ,振兴生化,生物制药,32.81,0.56
560,002831.SZ,裕同科技,广告包装,22.43,0.56
561,002830.SZ,名雕股份,装修装饰,15.77,0.56
562,300264.SZ,佳创视讯,通信设备,5.84,0.56
563,603887.SH,城地股份,建筑工程,17.95,0.56
564,603977.SH,国泰集团,化工原料,8.16,0.56
565,601038.SH,一拖股份,农用机械,6.55,0.55
566,002093.SZ,国脉科技,电信运营,8.81,0.55
567,600668.SH,尖峰集团,水泥,14.15,0.55
568,002281.SZ,光迅科技,通信设备,28.44,0.55
569,603197.SH,保隆科技,汽车配件,23.23,0.55
570,300541.SZ,先进数通,软件服务,16.65,0.55
571,300553.SZ,集智股份,电器仪表,37.19,0.55
572,300212.SZ,易华录,软件服务,30.77,0.55
573,603798.SH,康普顿,石油加工,12.12,0.55
574,002859.SZ,洁美科技,元器件,33.59,0.55
575,002906.SZ,华阳集团,汽车配件,11.2,0.55
576,603568.SH,伟明环保,环境保护,20.78,0.54
577,000725.SZ,京东方A,元器件,3.75,0.54
578,002217.SZ,合力泰,元器件,5.8,0.54
579,600009.SH,上海机场,机场,79.78,0.54
580,600980.SH,北矿科技,元器件,14.76,0.54
581,600571.SH,信雅达,软件服务,10.09,0.54
582,600667.SH,太极实业,半导体,7.44,0.54
583,603987.SH,康德莱,医疗保健,8.13,0.53
584,603602.SH,纵横通信,通信设备,22.71,0.53
585,603716.SH,塞力斯,医药商业,19.05,0.53
586,300378.SZ,鼎捷软件,软件服务,16.1,0.53
587,603333.SH,尚纬股份,电气设备,9.88,0.53
588,603000.SH,人民网,互联网,20.2,0.53
589,600171.SH,上海贝岭,半导体,15.1,0.53
590,002589.SZ,瑞康医药,医药商业,8.02,0.53
591,002083.SZ,孚日股份,纺织,5.99,0.53
592,002668.SZ,奥马电器,家用电器,7.08,0.53
593,002465.SZ,海格通信,通信设备,9.8,0.53
594,000950.SZ,重药控股,医药商业,6.24,0.53
595,300606.SZ,金太阳,矿物制品,18.64,0.51
596,603700.SH,宁波水表,电器仪表,25.12,0.51
597,603600.SH,永艺股份,家居用品,11.45,0.51
598,603595.SH,东尼电子,元器件,26.31,0.51
599,300658.SZ,延江股份,纺织,14.03,0.51
600,300489.SZ,中飞股份,铝,17.8,0.51
601,002847.SZ,盐津铺子,食品,37.57,0.51
602,002779.SZ,中坚科技,农用机械,17.66,0.51
603,603080.SH,新疆火炬,供气供热,20.15,0.5
604,000785.SZ,武汉中商,百货,10.18,0.5
605,300554.SZ,三超新材,矿物制品,17.5,0.5
606,603041.SH,美思德,化工原料,16.77,0.5
607,300193.SZ,佳士科技,专用机械,8.18,0.49
608,300183.SZ,东软载波,软件服务,14.95,0.49
609,300148.SZ,天舟文化,出版业,4.55,0.49
610,600309.SH,万华化学,化工原料,44.15,0.49
611,601928.SH,凤凰传媒,出版业,8.5,0.49
612,300631.SZ,久吾高科,环境保护,16.94,0.49
613,300521.SZ,爱司凯,专用机械,10.87,0.49
614,601798.SH,ST蓝科,化工机械,6.46,0.48
615,300455.SZ,康拓红外,运输设备,8.43,0.48
616,300245.SZ,天玑科技,软件服务,9.91,0.48
617,002001.SZ,新和成,化学制药,21.39,0.48
618,300226.SZ,上海钢联,互联网,73.61,0.48
619,600071.SH,凤凰光学,元器件,10.8,0.48
620,300122.SZ,智飞生物,生物制药,47.45,0.48
621,600702.SH,舍得酒业,白酒,30.01,0.48
622,000568.SZ,泸州老窖,白酒,85.22,0.48
623,002683.SZ,宏大爆破,化工原料,13.78,0.48
624,000948.SZ,南天信息,软件服务,10.29,0.47
625,600990.SH,四创电子,通信设备,49.77,0.47
626,300621.SZ,维业股份,装修装饰,10.91,0.47
627,300229.SZ,拓尔思,软件服务,11.61,0.47
628,002205.SZ,国统股份,其他建材,19.89,0.47
629,603728.SH,鸣志电器,电气设备,13.03,0.47
630,000620.SZ,新华联,全国地产,4.55,0.47
631,300215.SZ,电科院,电气设备,6.68,0.47
632,002455.SZ,百川股份,化工原料,6.24,0.47
633,002534.SZ,杭锅股份,专用机械,6.97,0.46
634,300669.SZ,沪宁股份,机械基件,22.62,0.46
635,002430.SZ,杭氧股份,化工机械,12.61,0.46
636,000977.SZ,浪潮信息,IT设备,25.7,0.46
637,600025.SH,华能水电,水力发电,4.24,0.46
638,600026.SH,中远海能,水运,6.72,0.46
639,300413.SZ,芒果超媒,影视音像,45.76,0.46
640,603380.SH,易德龙,元器件,15.55,0.46
641,603328.SH,依顿电子,元器件,11.05,0.46
642,002434.SZ,万里扬,汽车配件,7.16,0.46
643,600640.SH,号百控股,影视音像,15.07,0.46
644,300054.SZ,鼎龙股份,化工原料,9.15,0.46
645,300053.SZ,欧比特,半导体,11.15,0.46
646,002855.SZ,捷荣技术,塑料,11.97,0.46
647,002611.SZ,东方精工,轻工机械,4.68,0.46
648,000544.SZ,中原环保,环境保护,6.56,0.46
649,300486.SZ,东杰智能,专用机械,14.03,0.46
650,002407.SZ,多氟多,化工原料,13.1,0.45
651,603712.SH,七一二,通信设备,22.1,0.45
652,601318.SH,中国平安,保险,87.04,0.45
653,601138.SH,工业富联,通信设备,14.4,0.45
654,601881.SH,中国银河,证券,10.89,0.45
655,600621.SH,华鑫股份,证券,12.78,0.45
656,601799.SH,星宇股份,汽车配件,77.15,0.45
657,000627.SZ,天茂集团,保险,7.05,0.45
658,300671.SZ,富满电子,半导体,21.47,0.45
659,600288.SH,大恒科技,软件服务,10.8,0.45
660,603661.SH,恒林股份,家居用品,35.95,0.45
661,600107.SH,美尔雅,服饰,6.98,0.45
662,601012.SH,隆基股份,半导体,26.23,0.44
663,600864.SH,哈投股份,证券,6.9,0.44
664,600900.SH,长江电力,水力发电,18.23,0.44
665,600038.SH,中直股份,航空,44.92,0.44
666,300227.SZ,光韵达,元器件,11.38,0.44
667,600084.SH,*ST中葡,红黄酒,2.55,0.44
668,002301.SZ,齐心集团,文教休闲,11.7,0.44
669,600150.SH,中国船舶,船舶,22.01,0.44
670,300589.SZ,江龙船艇,船舶,12.87,0.44
671,300399.SZ,京天利,互联网,12.19,0.44
672,002232.SZ,启明信息,软件服务,8.76,0.44
673,601200.SH,上海环境,环境保护,11.09,0.43
674,603789.SH,星光农机,农用机械,14.75,0.43
675,002104.SZ,恒宝股份,元器件,6.82,0.43
676,002105.SZ,信隆健康,文教休闲,4.76,0.43
677,002155.SZ,湖南黄金,黄金,8.53,0.43
678,000598.SZ,兴蓉环境,水务,4.79,0.43
679,300761.SZ,立华股份,农业综合,67.33,0.43
680,601162.SH,天风证券,证券,8.59,0.43
681,300588.SZ,熙菱信息,软件服务,12.17,0.42
682,002675.SZ,东诚药业,化学制药,12.14,0.42
683,300073.SZ,当升科技,矿物制品,24.93,0.42
684,600764.SH,中国海防,通信设备,28.63,0.42
685,600094.SH,大名城,区域地产,7.37,0.42
686,600281.SH,太化股份,综合类,4.47,0.42
687,002597.SZ,金禾实业,化工原料,19.9,0.41
688,601330.SH,绿色动力,环境保护,11.34,0.41
689,300233.SZ,金城医药,化学制药,19.43,0.41
690,300528.SZ,幸福蓝海,影视音像,8.12,0.41
691,600862.SH,中航高科,航空,9.69,0.41
692,002318.SZ,久立特材,特种钢,7.65,0.41
693,600387.SH,海越能源,石油贸易,8.42,0.41
694,600563.SH,法拉电子,元器件,44.82,0.41
695,300680.SZ,隆盛科技,汽车配件,19.8,0.41
696,000712.SZ,锦龙股份,证券,12.76,0.4
697,002734.SZ,利民股份,农药化肥,15.5,0.4
698,601211.SH,国泰君安,证券,17.57,0.4
699,002860.SZ,星帅尔,电气设备,19.8,0.4
700,300209.SZ,天泽信息,软件服务,12.1,0.4
701,300384.SZ,三联虹普,纺织机械,17.04,0.4
702,600531.SH,豫光金铅,铅锌,4.69,0.4
703,300286.SZ,安科瑞,电器仪表,10.26,0.4
704,603259.SH,药明康德,化学制药,86.7,0.4
705,603111.SH,康尼机电,运输设备,5.16,0.4
706,603165.SH,荣晟环保,造纸,18.31,0.4
707,600547.SH,山东黄金,黄金,33.89,0.39
708,600793.SH,宜宾纸业,造纸,18.51,0.39
709,603881.SH,数据港,电信运营,34.5,0.39
710,300619.SZ,金银河,专用机械,23.48,0.39
711,603737.SH,三棵树,染料涂料,64.07,0.39
712,603322.SH,超讯通信,通信设备,22.09,0.39
713,002584.SZ,西陇科学,化工原料,5.57,0.39
714,601628.SH,中国人寿,保险,27.48,0.39
715,601677.SH,明泰铝业,铝,10.67,0.39
716,600234.SH,*ST山水,文教休闲,8.33,0.39
717,002010.SZ,传化智联,仓储物流,7.78,0.39
718,002922.SZ,伊戈尔,电气设备,15.61,0.39
719,300235.SZ,方直科技,软件服务,10.23,0.39
720,300679.SZ,电连技术,元器件,35.72,0.39
721,300666.SZ,江丰电子,元器件,42.28,0.38
722,603519.SH,立霸股份,家用电器,16.06,0.38
723,002730.SZ,电光科技,电气设备,8.41,0.38
724,601882.SH,海天精工,机床制造,8.26,0.38
725,000861.SZ,海印股份,房产服务,2.87,0.37
726,002426.SZ,胜利精密,元器件,2.67,0.37
727,603989.SH,艾华集团,元器件,19.4,0.37
728,002473.SZ,圣莱达,家用电器,8.72,0.37
729,300678.SZ,中科信息,软件服务,21.57,0.37
730,002199.SZ,东晶电子,元器件,13.51,0.37
731,300569.SZ,天能重工,专用机械,19.14,0.37
732,600333.SH,长春燃气,供气供热,5.75,0.37
733,300118.SZ,东方日升,半导体,12.13,0.36
734,603177.SH,德创环保,环境保护,10.61,0.36
735,000088.SZ,盐田港,港口,5.87,0.36
736,000555.SZ,神州信息,软件服务,12.56,0.36
737,002796.SZ,世嘉科技,专用机械,36.66,0.36
738,002390.SZ,信邦制药,中成药,5.55,0.36
739,002725.SZ,跃岭股份,汽车配件,10.35,0.36
740,000062.SZ,深圳华强,批发业,14.46,0.36
741,603003.SH,龙宇燃油,石油贸易,8.78,0.36
742,603022.SH,新通联,广告包装,8.55,0.36
743,300505.SZ,川金诺,化工原料,23.98,0.36
744,603038.SH,华立股份,装修装饰,14.75,0.36
745,300380.SZ,安硕信息,软件服务,20.6,0.36
746,300447.SZ,全信股份,电气设备,11.68,0.35
747,300365.SZ,恒华科技,软件服务,15.04,0.35
748,002670.SZ,国盛金控,证券,11.35,0.35
749,603706.SH,东方环宇,供气供热,22.36,0.35
750,300644.SZ,南京聚隆,塑料,28.97,0.35
751,000931.SZ,中关村,生物制药,8.99,0.35
752,000157.SZ,中联重科,工程机械,5.7,0.35
753,000408.SZ,藏格控股,农药化肥,8.47,0.35
754,000779.SZ,甘咨询,建筑工程,11.57,0.35
755,601989.SH,中国重工,船舶,5.51,0.35
756,300018.SZ,中元股份,电气设备,5.51,0.34
757,300667.SZ,必创科技,电器仪表,29.05,0.34
758,601717.SH,郑煤机,汽车配件,6.19,0.34
759,002638.SZ,勤上股份,文教休闲,3.02,0.34
760,300632.SZ,光莆股份,半导体,19.06,0.34
761,601319.SH,中国人保,保险,8.6,0.34
762,600815.SH,*ST厦工,工程机械,3.17,0.33
763,601601.SH,中国太保,保险,34.87,0.33
764,600560.SH,金自天正,电气设备,9.54,0.33
765,002889.SZ,东方嘉盛,仓储物流,25.21,0.33
766,002008.SZ,大族激光,电器仪表,35.55,0.33
767,300268.SZ,佳沃股份,农业综合,15.3,0.33
768,300690.SZ,双一科技,电气设备,24.2,0.33
769,002587.SZ,奥拓电子,元器件,6.22,0.33
770,300466.SZ,赛摩电气,电器仪表,6.45,0.33
771,300562.SZ,乐心医疗,医疗保健,11.95,0.33
772,300095.SZ,华伍股份,机械基件,5.77,0.33
773,002314.SZ,南山控股,区域地产,3.14,0.33
774,300557.SZ,理工光科,电器仪表,27.5,0.33
775,002743.SZ,富煌钢构,钢加工,6.6,0.33
776,000534.SZ,万泽股份,生物制药,10.11,0.33
777,300166.SZ,东方国信,软件服务,12.83,0.33
778,300706.SZ,阿石创,元器件,24.01,0.33
779,300351.SZ,永贵电器,元器件,10.2,0.33
780,603040.SH,新坐标,机械基件,29.2,0.32
781,603500.SH,祥和实业,运输设备,12.67,0.32
782,600870.SH,ST厦华,家用电器,3.07,0.32
783,600406.SH,国电南瑞,软件服务,20.45,0.32
784,300192.SZ,科斯伍德,文教休闲,9.24,0.32
785,600489.SH,中金黄金,黄金,8.68,0.32
786,300504.SZ,天邑股份,通信设备,24.66,0.32
787,300518.SZ,盛讯达,软件服务,24.5,0.32
788,600548.SH,深高速,路桥,10.4,0.31
789,601377.SH,兴业证券,证券,6.22,0.31
790,300676.SZ,华大基因,医疗保健,63.98,0.31
791,300007.SZ,汉威科技,电器仪表,13.0,0.31
792,002230.SZ,科大讯飞,软件服务,31.86,0.31
793,000595.SZ,宝塔实业,机械基件,3.43,0.31
794,002890.SZ,弘宇股份,农用机械,19.79,0.3
795,603655.SH,朗博科技,汽车配件,16.81,0.3
796,300061.SZ,康旗股份,多元金融,7.05,0.3
797,300424.SZ,航新科技,航空,16.37,0.3
798,002581.SZ,未名医药,生物制药,7.47,0.3
799,603960.SH,克来机电,专用机械,27.23,0.3
800,603192.SH,汇得科技,化工原料,27.66,0.3
801,000611.SZ,*ST天首,纺织,3.72,0.3
802,603179.SH,新泉股份,汽车配件,14.86,0.3
803,600585.SH,海螺水泥,水泥,41.34,0.3
804,002338.SZ,奥普光电,电器仪表,13.69,0.3
805,002489.SZ,浙江永强,家居用品,3.62,0.3
806,600225.SH,天津松江,区域地产,3.22,0.3
807,000100.SZ,TCL集团,家用电器,3.56,0.3
808,300140.SZ,中环装备,电气设备,10.01,0.29
809,002803.SZ,吉宏股份,互联网,22.46,0.29
810,300710.SZ,万隆光电,通信设备,27.39,0.29
811,002032.SZ,苏泊尔,家用电器,71.73,0.29
812,002028.SZ,思源电气,电气设备,11.08,0.29
813,600835.SH,上海机电,运输设备,16.63,0.29
814,300319.SZ,麦捷科技,元器件,6.8,0.29
815,001872.SZ,招商港口,港口,17.32,0.29
816,002799.SZ,环球印务,广告包装,14.78,0.29
817,600193.SH,ST创兴,装修装饰,3.37,0.29
818,603727.SH,博迈科,石油开采,16.58,0.29
819,002829.SZ,星网宇达,通信设备,22.07,0.29
820,002909.SZ,集泰股份,化工原料,10.55,0.29
821,300303.SZ,聚飞光电,半导体,3.66,0.28
822,300620.SZ,光库科技,元器件,37.31,0.28
823,300311.SZ,任子行,软件服务,7.21,0.28
824,600505.SH,西昌电力,水力发电,7.33,0.28
825,002392.SZ,北京利尔,其他建材,3.72,0.28
826,002627.SZ,宜昌交运,公共交通,7.89,0.28
827,601965.SH,中国汽研,汽车服务,7.32,0.28
828,601899.SH,紫金矿业,黄金,3.27,0.28
829,601066.SH,中信建投,证券,22.32,0.28
830,000045.SZ,深纺织A,元器件,7.27,0.28
831,002558.SZ,巨人网络,互联网,18.9,0.28
832,600651.SH,飞乐音响,电器仪表,4.25,0.27
833,002624.SZ,完美世界,影视音像,27.7,0.27
834,002086.SZ,ST东海洋,渔业,3.93,0.27
835,600605.SH,汇通能源,商贸代理,10.58,0.27
836,600615.SH,ST丰华,小金属,8.59,0.27
837,600843.SH,上工申贝,纺织机械,8.03,0.27
838,000718.SZ,苏宁环球,区域地产,3.69,0.27
839,300334.SZ,津膜科技,专用机械,7.72,0.27
840,002537.SZ,海联金汇,汽车整车,9.46,0.27
841,002312.SZ,三泰控股,IT设备,3.99,0.27
842,601788.SH,光大证券,证券,11.33,0.27
843,600521.SH,华海药业,化学制药,14.78,0.27
844,000869.SZ,张裕A,红黄酒,30.05,0.27
845,300248.SZ,新开普,软件服务,7.97,0.26
846,300005.SZ,探路者,服饰,4.18,0.26
847,600966.SH,博汇纸业,造纸,3.92,0.26
848,000909.SZ,数源科技,综合类,8.09,0.26
849,600000.SH,浦发银行,银行,11.84,0.26
850,600742.SH,一汽富维,汽车配件,11.85,0.26
851,300075.SZ,数字政通,软件服务,11.75,0.26
852,603937.SH,丽岛新材,铝,11.7,0.26
853,600216.SH,浙江医药,化学制药,11.45,0.26
854,300161.SZ,华中数控,机床制造,15.42,0.26
855,300443.SZ,金雷股份,专用机械,15.7,0.26
856,300681.SZ,英搏尔,元器件,28.84,0.26
857,603168.SH,莎普爱思,化学制药,7.87,0.26
858,002459.SZ,天业通联,工程机械,12.09,0.25
859,603901.SH,永创智能,专用机械,8.1,0.25
860,300129.SZ,泰胜风能,电气设备,4.28,0.25
861,601688.SH,华泰证券,证券,19.09,0.25
862,000892.SZ,欢瑞世纪,影视音像,4.25,0.25
863,002019.SZ,亿帆医药,化学制药,13.41,0.25
864,000617.SZ,中油资本,多元金融,12.37,0.25
865,002107.SZ,沃华医药,中成药,7.78,0.25
866,300408.SZ,三环集团,元器件,20.0,0.25
867,603326.SH,我乐家居,家居用品,11.9,0.25
868,300457.SZ,赢合科技,专用机械,24.51,0.25
869,600391.SH,航发科技,航空,15.4,0.25
870,600389.SH,江山股份,农药化肥,21.2,0.24
871,603659.SH,璞泰来,化工原料,51.2,0.24
872,000933.SZ,神火股份,煤炭开采,4.48,0.24
873,600463.SH,空港股份,园区开发,7.81,0.24
874,600483.SH,福能股份,火力发电,8.57,0.24
875,002242.SZ,九阳股份,家用电器,21.88,0.24
876,002657.SZ,中科金财,软件服务,17.85,0.24
877,300360.SZ,炬华科技,电器仪表,8.74,0.24
878,600999.SH,招商证券,证券,16.45,0.24
879,000651.SZ,格力电器,家用电器,57.3,0.24
880,000883.SZ,湖北能源,火力发电,4.07,0.24
881,600061.SH,国投资本,证券,12.46,0.23
882,600476.SH,湘邮科技,软件服务,15.92,0.23
883,002789.SZ,建艺集团,装修装饰,16.62,0.23
884,600449.SH,宁夏建材,水泥,8.75,0.23
885,300683.SZ,海特生物,生物制药,30.45,0.23
886,002736.SZ,国信证券,证券,12.28,0.23
887,000582.SZ,北部湾港,港口,8.74,0.23
888,300611.SZ,美力科技,机械基件,9.4,0.22
889,603385.SH,惠达卫浴,家居用品,9.38,0.22
890,600066.SH,宇通客车,汽车整车,13.9,0.22
891,603629.SH,利通电子,元器件,30.22,0.22
892,002340.SZ,格林美,小金属,4.45,0.22
893,300004.SZ,南风股份,电气设备,4.38,0.22
894,300010.SZ,立思辰,软件服务,9.07,0.22
895,002666.SZ,德联集团,化工原料,4.57,0.22
896,002943.SZ,宇晶股份,机床制造,30.64,0.22
897,002693.SZ,双成药业,化学制药,4.74,0.22
898,600498.SH,烽火通信,通信设备,27.36,0.22
899,300105.SZ,龙源技术,电器仪表,4.33,0.22
900,002695.SZ,煌上煌,食品,14.46,0.22
901,601222.SH,林洋能源,电器仪表,4.76,0.22
902,300498.SZ,温氏股份,农业综合,37.18,0.21
903,002313.SZ,日海智能,通信设备,19.64,0.21
904,300043.SZ,星辉娱乐,文教休闲,4.65,0.21
905,600482.SH,中国动力,电气设备,22.86,0.21
906,603220.SH,中贝通信,通信设备,26.5,0.21
907,600996.SH,贵广网络,影视音像,9.18,0.21
908,002216.SZ,三全食品,食品,9.67,0.21
909,600869.SH,智慧能源,电气设备,4.95,0.21
910,601898.SH,中煤能源,煤炭开采,4.92,0.21
911,002651.SZ,利君股份,专用机械,5.01,0.21
912,600589.SH,广东榕泰,塑料,5.15,0.21
913,000166.SZ,申万宏源,证券,4.78,0.21
914,300515.SZ,三德科技,电器仪表,9.27,0.21
915,603615.SH,茶花股份,家居用品,9.23,0.21
916,600857.SH,宁波中百,百货,9.71,0.21
917,002011.SZ,盾安环境,工程机械,4.9,0.21
918,002562.SZ,兄弟科技,化学制药,4.8,0.21
919,601208.SH,东材科技,化工原料,4.77,0.21
920,002550.SZ,千红制药,生物制药,4.66,0.21
921,002072.SZ,*ST凯瑞,互联网,4.88,0.21
922,002512.SZ,达华智能,元器件,5.14,0.21
923,000050.SZ,深天马A,元器件,13.82,0.21
924,603345.SH,安井食品,食品,47.75,0.21
925,600760.SH,中航沈飞,航空,31.0,0.2
926,600475.SH,华光股份,专用机械,10.19,0.2
927,000547.SZ,航天发展,通信设备,10.48,0.2
928,600036.SH,招商银行,银行,34.75,0.2
929,002926.SZ,华西证券,证券,9.82,0.2
930,300647.SZ,超频三,元器件,14.06,0.2
931,601069.SH,西部黄金,黄金,14.89,0.2
932,600767.SH,ST运盛,医疗保健,5.21,0.19
933,600597.SH,光明乳业,乳制品,10.45,0.19
934,300076.SZ,GQY视讯,IT设备,5.41,0.19
935,600892.SH,大晟文化,影视音像,5.04,0.19
936,002034.SZ,旺能环境,环境保护,16.26,0.19
937,002873.SZ,新天药业,中成药,16.52,0.19
938,002185.SZ,华天科技,半导体,5.45,0.19
939,603586.SH,金麒麟,汽车配件,18.28,0.19
940,000915.SZ,山大华特,化学制药,21.35,0.19
941,603214.SH,爱婴室,百货,38.95,0.19
942,300057.SZ,万顺新材,广告包装,5.79,0.19
943,300592.SZ,华凯创意,软件服务,10.63,0.19
944,603999.SH,读者传媒,出版业,5.65,0.18
945,002515.SZ,金字火腿,食品,5.07,0.18
946,002222.SZ,福晶科技,元器件,11.37,0.18
947,300656.SZ,民德电子,IT设备,21.99,0.18
948,600704.SH,物产中大,商贸代理,5.48,0.18
949,002615.SZ,哈尔斯,家居用品,5.6,0.18
950,603968.SH,醋化股份,化工原料,16.35,0.18
951,300279.SZ,和晶科技,元器件,5.47,0.18
952,300770.SZ,新媒股份,影视音像,85.9,0.18
953,002015.SZ,协鑫能科,新型电力,5.72,0.18
954,002096.SZ,南岭民爆,化工原料,6.33,0.17
955,600050.SH,中国联通,电信运营,6.01,0.17
956,603938.SH,三孚股份,化工原料,18.02,0.17
957,002560.SZ,通达股份,电气设备,6.07,0.17
958,300298.SZ,三诺生物,医疗保健,13.6,0.17
959,002478.SZ,常宝股份,钢加工,5.82,0.17
960,300124.SZ,汇川技术,电器仪表,24.33,0.17
961,002755.SZ,奥赛康,化学制药,13.15,0.16
962,603590.SH,康辰药业,化学制药,38.06,0.16
963,002073.SZ,软控股份,软件服务,5.74,0.16
964,002724.SZ,海洋王,半导体,6.11,0.16
965,300483.SZ,沃施股份,专用机械,38.69,0.16
966,002484.SZ,江海股份,元器件,6.67,0.16
967,601949.SH,中国出版,出版业,6.55,0.16
968,002468.SZ,申通快递,仓储物流,22.99,0.16
969,002322.SZ,理工环科,软件服务,13.13,0.16
970,600909.SH,华安证券,证券,6.16,0.16
971,603860.SH,中公高科,公路,26.92,0.15
972,600155.SH,华创阳安,证券,13.1,0.15
973,002686.SZ,亿利达,专用机械,6.95,0.15
974,300692.SZ,中环环保,环境保护,12.47,0.15
975,002888.SZ,惠威科技,元器件,18.11,0.15
976,600545.SH,卓郎智能,纺织机械,7.41,0.15
977,600917.SH,重庆燃气,供气供热,7.07,0.15
978,300133.SZ,华策影视,影视音像,6.6,0.15
979,000656.SZ,金科股份,区域地产,6.56,0.15
980,300625.SZ,三雄极光,半导体,13.95,0.15
981,000023.SZ,深天地A,其他建材,13.35,0.15
982,600606.SH,绿地控股,全国地产,7.06,0.15
983,002899.SZ,英派斯,文教休闲,14.05,0.15
984,603991.SH,至正股份,塑料,18.84,0.15
985,603808.SH,歌力思,服饰,15.66,0.14
986,600829.SH,人民同泰,医药商业,7.11,0.14
987,603528.SH,多伦科技,软件服务,7.43,0.14
988,002039.SZ,黔源电力,水力发电,14.07,0.14
989,002298.SZ,中电兴发,软件服务,7.64,0.14
990,300277.SZ,海联讯,软件服务,6.84,0.14
991,600228.SH,ST昌九,化工原料,7.54,0.14
992,002253.SZ,川大智胜,软件服务,14.51,0.14
993,002637.SZ,赞宇科技,日用化工,7.3,0.14
994,300231.SZ,银信科技,软件服务,7.31,0.14
995,300535.SZ,达威股份,化工原料,14.1,0.14
996,600362.SH,江西铜业,铜,14.37,0.14
997,603029.SH,天鹅股份,农用机械,14.75,0.14
998,600977.SH,中国电影,影视音像,15.45,0.14
999,000795.SZ,英洛华,矿物制品,6.2,0.14
1000,000099.SZ,中信海直,空运,7.34,0.14
1001,000893.SZ,*ST东凌,食品,7.4,0.14
1002,002167.SZ,东方锆业,小金属,6.5,0.14
1003,601901.SH,方正证券,证券,6.89,0.14
1004,601021.SH,春秋航空,空运,42.55,0.14
1005,300479.SZ,神思电子,软件服务,14.81,0.13
1006,002728.SZ,特一药业,中成药,16.53,0.13
1007,600356.SH,恒丰纸业,造纸,7.72,0.13
1008,603730.SH,岱美股份,汽车配件,25.41,0.13
1009,600316.SH,洪都航空,航空,14.58,0.13
1010,603286.SH,日盈电子,汽车配件,14.97,0.13
1011,300465.SZ,高伟达,软件服务,7.82,0.13
1012,603773.SH,沃格光电,元器件,33.1,0.13
1013,300407.SZ,凯发电气,电气设备,7.78,0.13
1014,600137.SH,浪莎股份,服饰,14.72,0.13
1015,300626.SZ,华瑞股份,电气设备,8.02,0.12
1016,603855.SH,华荣股份,专用机械,8.73,0.12
1017,603979.SH,金诚信,建筑工程,8.26,0.12
1018,603368.SH,柳药股份,医药商业,35.76,0.12
1019,002369.SZ,卓翼科技,通信设备,8.06,0.12
1020,600926.SH,杭州银行,银行,8.45,0.12
1021,300184.SZ,力源信息,元器件,7.09,0.12
1022,002373.SZ,千方科技,软件服务,17.64,0.12
1023,600976.SH,健民集团,中成药,16.84,0.12
