,ts_code,name,industry,COL_CURRENT_PRICE,circ_mv
808,002347.SZ,泰尔股份,机械基件,4.85,154766.3542
2574,600540.SH,新赛股份,种植业,4.85,228397.8068
2636,600611.SH,大众交通,公共交通,4.86,759771.7529
2856,600856.SH,中天能源,供气供热,4.86,652903.1197
2633,600608.SH,ST沪科,钢加工,4.86,154728.5203
1585,300197.SZ,铁汉生态,环境保护,4.87,730088.1314
359,000863.SZ,三湘印象,区域地产,4.88,447372.7307
266,000720.SZ,*ST新能,火力发电,4.88,421368.48
233,000679.SZ,大连友谊,百货,4.88,173899.1035
214,000655.SZ,*ST金岭,普钢,4.88,290526.0322
1082,002622.SZ,融钰集团,电气设备,4.89,410738.9486
1480,300091.SZ,金通灵,机械基件,4.89,516206.938
2947,601001.SH,大同煤业,煤炭开采,4.89,818439.3
548,002086.SZ,ST东海洋,渔业,4.9,233052.428
2292,600189.SH,吉林森工,林业,4.9,208574.9763
2335,600237.SH,铜峰电子,元器件,4.9,276541.0869
711,002249.SZ,大洋电机,电气设备,4.91,1126167.5005
2152,600023.SH,浙能电力,火力发电,4.91,6677938.7841
3075,601718.SH,际华集团,服饰,4.91,2156290.0374
892,002431.SZ,棕榈股份,建筑施工,4.92,651974.8745
2288,600185.SH,格力地产,区域地产,4.92,1013580.0958
1162,002702.SZ,海欣食品,食品,4.93,157185.655
2923,600973.SH,宝胜股份,电气设备,4.93,602501.4709
2370,600280.SH,中央商场,百货,4.93,566129.0919
2541,600503.SH,华丽家族,区域地产,4.94,791531.26
2866,600866.SH,星湖科技,食品,4.94,318824.3717
1598,300210.SZ,森远股份,专用机械,4.95,198086.4285
2927,600978.SH,宜华生活,家居用品,4.95,734020.652
2428,600350.SH,山东高速,路桥,4.95,2381527.0992
2278,600173.SH,卧龙地产,全国地产,4.95,345999.1808
1568,300179.SZ,四方达,矿物制品,4.96,161908.097
971,002510.SZ,天汽模,汽车配件,4.96,390276.6958
290,000758.SZ,中色股份,铅锌,4.96,976718.6646
2250,600139.SH,西部资源,汽车整车,4.99,330283.3635
2310,600210.SH,紫江企业,广告包装,4.99,756851.3428
2546,600509.SH,天富能源,火力发电,4.99,451942.5964
80,000409.SZ,*ST地矿,综合类,4.99,202409.9908
2518,600477.SH,杭萧钢构,钢加工,4.99,893236.0229
77,000404.SZ,长虹华意,专用机械,5.0,346474.0365
3078,601777.SH,力帆股份,摩托车,5.0,632047.4895
24,000030.SZ,富奥股份,汽车配件,5.0,875281.059
567,002105.SZ,信隆健康,文教休闲,5.0,184250.0
188,000612.SZ,焦作万方,铝,5.0,594726.1265
243,000691.SZ,亚太实业,区域地产,5.01,145533.6363
300,000778.SZ,新兴铸管,钢加工,5.01,1964445.8105
2699,600684.SH,珠江实业,全国地产,5.01,427583.8222
3012,601228.SH,广州港,港口,5.01,723033.18
2174,600057.SH,厦门象屿,仓储物流,5.02,1083041.9507
2780,600769.SH,祥龙电业,建筑施工,5.02,188238.5544
2928,600979.SH,广安爱众,水力发电,5.03,361099.7494
1627,300239.SZ,东宝生物,生物制药,5.03,223797.949
438,000973.SZ,佛塑科技,塑料,5.03,486602.1839
2238,600126.SH,杭钢股份,普钢,5.03,606156.1328
2722,600708.SH,光明地产,全国地产,5.04,1121539.9966
2877,600877.SH,ST嘉陵,摩托车,5.05,347077.4302
3059,601616.SH,广电电气,电气设备,5.05,472465.375
2522,600481.SH,双良节能,环境保护,5.05,818350.383
2676,600657.SH,信达地产,全国地产,5.05,769751.5232
951,002490.SZ,山东墨龙,化工机械,5.05,145830.87
382,000900.SZ,现代投资,路桥,5.06,767457.8548
1112,002652.SZ,扬子新材,其他建材,5.06,257820.4596
2384,600297.SH,广汇汽车,汽车服务,5.06,4103812.6855
287,000755.SZ,山西路桥,公路,5.06,237447.8982
1692,300304.SZ,云意电气,汽车配件,5.07,428906.6551
2432,600354.SH,敦煌种业,种植业,5.07,267595.6546
2312,600212.SH,江泉实业,综合类,5.07,259430.487
2726,600713.SH,南京医药,医药商业,5.08,455892.2038
3475,603766.SH,隆鑫通用,摩托车,5.09,1035385.4804
1429,300039.SZ,上海凯宝,中成药,5.09,540731.9726
988,002528.SZ,英飞拓,电脑设备,5.09,439859.0556
3322,603366.SH,日出东方,家用电器,5.09,407200.0
2277,600172.SH,黄河旋风,矿物制品,5.1,583717.1085
3111,601919.SH,中远海控,水运,5.1,3894193.9221
2629,600603.SH,广汇物流,仓储物流,5.1,257070.6964
858,002397.SZ,梦洁股份,纺织,5.11,256479.7638
2394,600308.SH,华泰股份,造纸,5.11,596623.8851
2411,600327.SH,大东方,百货,5.11,376768.6114
2799,600791.SH,京能置业,全国地产,5.11,231132.2987
2420,600337.SH,美克家居,家居用品,5.12,884895.3334
2826,600821.SH,津劝业,百货,5.13,213545.5994
531,002069.SZ,獐子岛,渔业,5.13,353300.891
2242,600130.SH,波导股份,通信设备,5.13,393984.0
2581,600550.SH,保变电气,电气设备,5.13,787253.4254
913,002452.SZ,长高集团,电气设备,5.13,217832.7974
2680,600662.SH,强生控股,公共交通,5.13,540374.804
323,000807.SZ,云铝股份,铝,5.14,1248830.2502
2702,600687.SH,刚泰控股,黄金,5.14,765199.6663
2460,600386.SH,北巴传媒,公共交通,5.14,414489.6
269,000723.SZ,美锦能源,焦炭加工,5.14,555758.1038
1169,002711.SZ,欧浦智网,仓储物流,5.14,539785.8267
546,002084.SZ,海鸥住工,家居用品,5.14,255928.2247
1494,300105.SZ,龙源技术,电器仪表,5.14,263793.024
2235,600122.SH,宏图高科,其他商业,5.15,596503.0503
346,000837.SZ,秦川机床,机床制造,5.15,300047.4851
45,000060.SZ,中金岭南,铅锌,5.15,1837634.1791
2909,600936.SH,广西广电,影视音像,5.15,615931.4113
2489,600425.SH,青松建化,水泥,5.16,711455.6844
1126,002666.SZ,德联集团,化工原料,5.16,228447.712
1131,002671.SZ,龙泉股份,其他建材,5.16,174279.3194
1706,300318.SZ,博晖创新,医疗保健,5.16,375340.9547
117,000523.SZ,广州浪奇,日用化工,5.17,324143.3483
313,000795.SZ,英洛华,矿物制品,5.17,458254.1782
1077,002617.SZ,露笑科技,电气设备,5.17,541099.7306
2192,600076.SH,康欣新材,其他建材,5.17,534714.5547
108,000510.SZ,金路集团,化工原料,5.18,284630.2033
2436,600359.SH,新农开发,农业综合,5.18,197623.6408
88,000419.SZ,通程控股,百货,5.18,281424.2112
2930,600981.SH,汇鸿集团,商贸代理,5.18,378581.4298
3481,603778.SH,乾景园林,建筑施工,5.2,260000.0
727,002266.SZ,浙富控股,电气设备,5.2,841566.0406
3121,601968.SH,宝钢包装,广告包装,5.2,433333.316
1455,300066.SZ,三川智慧,电器仪表,5.21,518942.1094
514,002052.SZ,同洲电子,通信设备,5.21,388641.625
603,002141.SZ,贤丰控股,元器件,5.21,331672.768
377,000893.SZ,*ST东凌,食品,5.22,209187.2979
345,000836.SZ,富通鑫茂,通信设备,5.22,630809.8722
303,000782.SZ,美达股份,化纤,5.23,233423.7753
1048,002588.SZ,史丹利,农药化肥,5.23,381605.8867
2887,600888.SH,新疆众和,铝,5.23,435969.4706
337,000825.SZ,太钢不锈,特种钢,5.26,2996134.9508
2698,600683.SH,京投发展,区域地产,5.26,389649.016
640,002178.SZ,延华智能,建筑施工,5.26,373453.4965
410,000933.SZ,神火股份,煤炭开采,5.27,1001546.9786
440,000976.SZ,华铁股份,运输设备,5.27,840247.6021
422,000955.SZ,欣龙控股,纺织,5.27,283732.1888
1122,002662.SZ,京威股份,汽车配件,5.27,768877.7697
1537,300148.SZ,天舟文化,出版业,5.28,422816.9141
801,002340.SZ,格林美,小金属,5.28,1997796.4897
1153,002693.SZ,双成药业,化学制药,5.29,213390.3058
1114,002654.SZ,万润科技,半导体,5.29,304254.296
68,000159.SZ,国际实业,石油贸易,5.3,254763.5763
1010,002550.SZ,千红制药,生物制药,5.3,478987.4613
139,000548.SZ,湖南投资,路桥,5.3,264576.5544
3105,601898.SH,中煤能源,煤炭开采,5.31,4859712.2124
2345,600249.SH,两面针,日用化工,5.32,292600.0
851,002390.SZ,信邦制药,中成药,5.32,886965.6211
344,000835.SZ,长城动漫,影视音像,5.32,161140.14
1152,002692.SZ,远程股份,电气设备,5.32,380584.2348
3572,603969.SH,银龙股份,其他建材,5.33,448253.0
86,000417.SZ,合肥百货,百货,5.33,415221.6314
2691,600676.SH,交运股份,公共交通,5.33,512770.1636
405,000928.SZ,中钢国际,建筑施工,5.34,396846.513
1154,002694.SZ,顾地科技,塑料,5.34,266262.656
90,000421.SZ,南京公用,供气供热,5.34,305793.4628
2262,600156.SH,华升股份,纺织,5.34,214727.1149
3080,601789.SH,宁波建工,建筑施工,5.34,521226.72
3126,601989.SH,中国重工,船舶,5.34,9805129.1452
687,002225.SZ,濮耐股份,其他建材,5.35,378335.071
3028,601339.SH,百隆东方,纺织,5.36,804000.0
2553,600517.SH,置信电气,电气设备,5.36,667063.9474
1554,300165.SZ,天瑞仪器,电器仪表,5.36,168894.5482
806,002345.SZ,潮宏基,服饰,5.36,470982.7792
2778,600767.SH,ST运盛,医疗保健,5.36,182727.8576
2535,600497.SH,驰宏锌锗,铅锌,5.36,2310105.4277
2824,600819.SH,耀皮玻璃,玻璃,5.37,401362.428
2788,600778.SH,*ST友好,百货,5.37,167053.5643
85,000416.SZ,民生控股,多元金融,5.37,285491.2696
3069,601678.SH,滨化股份,化工原料,5.37,829342.8
764,002303.SZ,美盈森,造纸,5.38,823547.9842
2341,600243.SH,青海华鼎,机床制造,5.38,236101.3
985,002524.SZ,光正集团,供气供热,5.39,270063.3601
2433,600355.SH,精伦电子,元器件,5.39,265236.0788
2895,600896.SH,*ST海投,水运,5.4,311649.2674
474,002012.SZ,凯恩股份,造纸,5.4,252166.6323
1022,002562.SZ,兄弟科技,化学制药,5.41,278448.5094
2672,600652.SH,游久游戏,互联网,5.41,450492.5924
838,002377.SZ,国创高新,石油加工,5.41,262850.2108
2723,600710.SH,苏美达,工程机械,5.42,347033.928
657,002195.SZ,二三四五,软件服务,5.42,2346394.9071
565,002103.SZ,广博股份,文教休闲,5.43,203254.7853
2519,600478.SH,科力远,元器件,5.43,798039.8672
2744,600731.SH,湖南海利,农药化肥,5.44,177699.2956
1463,300074.SZ,华平股份,通信设备,5.44,265448.8316
570,002108.SZ,沧州明珠,塑料,5.44,771350.7643
967,002506.SZ,协鑫集成,电气设备,5.45,2750288.0
2483,600418.SH,江淮汽车,汽车整车,5.45,1031855.1038
2225,600112.SH,天成控股,电气设备,5.45,277516.6411
1392,300002.SZ,神州泰岳,软件服务,5.45,766574.2119
2533,600495.SH,晋西车轴,运输设备,5.46,659672.2238
2382,600293.SH,三峡新材,玻璃,5.46,282147.6294
2565,600530.SH,交大昂立,医疗保健,5.47,426660.0
309,000790.SZ,泰合健康,中成药,5.47,306195.267
915,002454.SZ,松芝股份,汽车配件,5.47,342209.3625
690,002228.SZ,合兴包装,广告包装,5.48,638662.6204
526,002064.SZ,华峰氨纶,化纤,5.48,840463.8122
236,000682.SZ,东方电子,电气设备,5.48,535953.3818
151,000563.SZ,陕国投A,多元金融,5.49,2176243.0525
1094,002634.SZ,棒杰股份,服饰,5.49,148331.9372
1141,002681.SZ,奋达科技,家用电器,5.49,606572.6319
2223,600110.SH,诺德股份,电气设备,5.49,631521.3413
1157,002697.SZ,红旗连锁,超市连锁,5.49,541546.8309
2198,600082.SH,海泰发展,园区开发,5.5,348618.7111
1161,002701.SZ,奥瑞金,广告包装,5.5,1294343.9003
1142,002682.SZ,龙洲股份,公路,5.5,237664.5398
1517,300128.SZ,锦富技术,元器件,5.51,587209.8918
2191,600075.SH,新疆天业,化工原料,5.51,458652.2226
2833,600828.SH,茂业商业,百货,5.51,357627.452
898,002437.SZ,誉衡药业,化学制药,5.52,1196226.2252
388,000908.SZ,景峰医药,化学制药,5.52,390273.3034
3006,601212.SH,白银有色,铜,5.52,1084500.6469
2603,600576.SH,祥源文化,影视音像,5.52,290284.6367
707,002245.SZ,澳洋顺昌,仓储物流,5.52,504751.5208
533,002071.SZ,长城影视,影视音像,5.52,286171.2911
381,000899.SZ,赣能股份,火力发电,5.53,539547.7253
2642,600617.SH,国新能源,供气供热,5.53,539127.6322
2965,601038.SH,一拖股份,农用机械,5.53,328432.23
733,002272.SZ,川润股份,机械基件,5.54,177636.991
1733,300345.SZ,红宇新材,钢加工,5.54,204225.0897
2404,600319.SH,亚星化学,化工原料,5.54,174839.076
939,002478.SZ,常宝股份,钢加工,5.55,329453.414
443,000980.SZ,众泰汽车,汽车配件,5.55,691499.3157
2294,600191.SH,华资实业,食品,5.56,269622.192
741,002280.SZ,联络互动,软件服务,5.56,951800.6913
1088,002628.SZ,成都路桥,建筑施工,5.57,403029.8619
859,002398.SZ,建研集团,其他建材,5.57,292665.008
1046,002586.SZ,围海股份,建筑施工,5.57,386361.887
2728,600715.SH,文投控股,影视音像,5.58,716583.3768
2703,600688.SH,上海石化,石油加工,5.59,4096806.7465
123,000530.SZ,大冷股份,机械基件,5.59,334141.1191
2873,600873.SH,梅花生物,食品,5.59,1718193.6815
2476,600405.SH,动力源,电气设备,5.59,309280.9754
2445,600369.SH,西南证券,证券,5.59,3155616.0003
940,002479.SZ,富春环保,火力发电,5.6,445284.5314
2252,600143.SH,金发科技,塑料,5.6,1433600.0
2218,600105.SH,永鼎股份,通信设备,5.61,694672.174
466,002004.SZ,华邦健康,化学制药,5.61,946433.4057
709,002247.SZ,聚力文化,软件服务,5.61,305242.0528
2270,600165.SH,新日恒力,钢加工,5.61,384219.7978
2316,600217.SH,中再资环,环境保护,5.61,739908.9453
999,002539.SZ,云图控股,农药化肥,5.62,340318.9106
3037,601398.SH,工商银行,银行,5.62,151522063.4469
2663,600642.SH,申能股份,火力发电,5.62,2558245.5336
731,002270.SZ,华明装备,电气设备,5.63,416015.5959
3122,601969.SH,海南矿业,普钢,5.63,1100507.5368
752,002291.SZ,星期六,服饰,5.64,223750.9029
805,002344.SZ,海宁皮城,商品城,5.64,719344.428
980,002519.SZ,银河电子,通信设备,5.65,469824.5324
3004,601208.SH,东材科技,化工原料,5.65,354029.565
2910,600939.SH,重庆建工,建筑施工,5.66,231819.7805
2983,601118.SH,海南橡胶,橡胶,5.67,2426435.5609
2282,600178.SH,东安动力,汽车配件,5.67,261999.36
798,002337.SZ,赛象科技,化工机械,5.67,333165.1964
2735,600722.SH,金牛化工,化工原料,5.67,385741.2563
2567,600532.SH,宏达矿业,普钢,5.67,292609.2632
1589,300201.SZ,海伦哲,专用机械,5.68,496366.8129
978,002517.SZ,恺英网络,互联网,5.68,687716.232
1720,300332.SZ,天壕环境,环境保护,5.69,403992.3534
1743,300355.SZ,蒙草生态,环境保护,5.7,673115.5838
69,000166.SZ,申万宏源,证券,5.7,12844616.0969
1671,300283.SZ,温州宏丰,电气设备,5.7,121384.1796
922,002461.SZ,珠江啤酒,啤酒,5.7,775384.4155
1453,300064.SZ,豫金刚石,矿物制品,5.71,345829.0421
149,000560.SZ,我爱我家,房产服务,5.72,976979.134
2468,600395.SH,盘江股份,煤炭开采,5.72,946689.6645
392,000912.SZ,*ST天化,农药化肥,5.73,898464.0
28,000035.SZ,中国天楹,环境保护,5.73,734064.2846
545,002083.SZ,孚日股份,纺织,5.74,496554.5573
2492,600429.SH,三元股份,乳制品,5.74,507990.0
2745,600732.SH,ST新梅,区域地产,5.74,256223.8879
13,000017.SZ,深中华A,文教休闲,5.74,173911.0986
2258,600151.SH,航天机电,半导体,5.75,798500.043
289,000757.SZ,浩物股份,汽车配件,5.75,259681.27
1148,002688.SZ,金河生物,化学制药,5.76,359007.9742
2732,600719.SH,大连热电,供气供热,5.76,233049.3696
1111,002651.SZ,利君股份,专用机械,5.77,241142.1538
1649,300261.SZ,雅本化学,农药化肥,5.77,529984.1249
134,000543.SZ,皖能电力,火力发电,5.78,1034848.8753
2334,600236.SH,桂冠电力,水力发电,5.78,3504626.4381
1000,002540.SZ,亚太科技,铝,5.78,517307.3198
882,002421.SZ,达实智能,软件服务,5.78,980208.7712
3207,603111.SH,康尼机电,运输设备,5.78,483198.3185
1163,002703.SZ,浙江世宝,汽车配件,5.78,319672.1203
343,000833.SZ,粤桂股份,造纸,5.79,218912.0528
229,000673.SZ,当代东方,影视音像,5.79,455859.0066
2228,600115.SH,东方航空,空运,5.79,5679113.2099
2307,600207.SH,安彩高科,元器件,5.79,399510.0
1547,300158.SZ,振东制药,中成药,5.8,493364.9818
263,000717.SZ,韶钢松山,普钢,5.8,1403319.7643
1002,002542.SZ,中化岩土,建筑施工,5.8,561789.9175
2860,600860.SH,京城股份,专用机械,5.8,186760.0
1630,300242.SZ,佳云科技,互联网,5.8,299162.4584
1149,002689.SZ,远大智能,运输设备,5.81,604716.7157
3067,601669.SH,中国电建,建筑施工,5.81,6474897.2947
2641,600616.SH,金枫酒业,红黄药酒,5.81,298993.7506
2530,600490.SH,鹏欣资源,铜,5.81,866485.798
1539,300150.SZ,世纪瑞尔,软件服务,5.81,267730.4525
380,000898.SZ,鞍钢股份,普钢,5.82,3578714.863
1024,002564.SZ,天沃科技,化工机械,5.82,350469.2535
283,000750.SZ,国海证券,证券,5.82,2453443.4635
2566,600531.SH,豫光金铅,铅锌,5.82,634521.213
1546,300157.SZ,恒泰艾普,石油开采,5.82,357067.9771
1419,300029.SZ,天龙光电,专用机械,5.83,116600.0
2610,600583.SH,海油工程,石油开采,5.83,2577649.8484
153,000565.SZ,渝三峡A,染料涂料,5.83,252784.2643
673,002211.SZ,宏达新材,橡胶,5.84,252565.8549
1558,300169.SZ,天晟新材,塑料,5.84,150395.6664
2890,600891.SH,秋林集团,百货,5.85,224781.5998
846,002385.SZ,大北农,饲料,5.85,1565118.4881
473,002011.SZ,盾安环境,工程机械,5.85,492040.5516
2718,600704.SH,物产中大,商贸代理,5.86,2523715.8964
2964,601028.SH,玉龙股份,钢加工,5.86,458853.0954
1811,300425.SZ,环能科技,环境保护,5.86,369815.3875
2888,600889.SH,南京化纤,化纤,5.86,179942.5998
1488,300099.SZ,精准信息,电器仪表,5.88,230304.8459
2396,600310.SH,桂东电力,水力发电,5.88,486731.7
556,002094.SZ,青岛金王,日用化工,5.89,355089.6985
597,002135.SZ,东南网架,建筑施工,5.89,564562.9684
625,002163.SZ,中航三鑫,装修装饰,5.89,473211.5722
387,000906.SZ,浙商中拓,批发业,5.89,389145.2703
2301,600199.SH,金种子酒,白酒,5.89,327351.4762
3081,601798.SH,*ST蓝科,化工机械,5.9,209171.6368
2330,600232.SH,金鹰股份,纺织,5.9,215183.941
2389,600302.SH,标准股份,纺织机械,5.9,204145.7844
2343,600247.SH,*ST成城,商贸代理,5.9,198500.544
2719,600705.SH,中航资本,多元金融,5.9,5296032.2019
10,000012.SZ,南玻A,玻璃,5.91,1049085.516
1724,300336.SZ,新文化,影视音像,5.92,418123.3023
2154,600026.SH,中远海能,水运,5.92,1619731.4537
983,002522.SZ,浙江众成,塑料,5.92,501910.8182
458,001696.SZ,宗申动力,摩托车,5.92,527583.74
2360,600268.SH,国电南自,电气设备,5.93,376701.1354
2551,600515.SH,海航基础,全国地产,5.93,983369.152
3056,601608.SH,中信重工,专用机械,5.94,2577615.06
335,000822.SZ,山东海化,化工原料,5.94,531684.604
2427,600348.SH,阳泉煤业,煤炭开采,5.95,1430975.0
99,000498.SZ,山东路桥,建筑施工,5.95,262216.5
2858,600858.SH,银座股份,百货,5.95,307941.0773
1034,002574.SZ,明牌珠宝,服饰,5.95,314160.0
315,000797.SZ,中国武夷,全国地产,5.95,773170.9525
998,002538.SZ,司尔特,农药化肥,5.96,416285.8749
190,000615.SZ,京汉股份,全国地产,5.96,383663.6385
2431,600353.SH,旭光股份,元器件,5.96,324057.12
991,002531.SZ,天顺风能,电气设备,5.96,1054314.2035
418,000950.SZ,重药控股,农药化肥,5.96,423761.5696
42,000056.SZ,皇庭国际,房产服务,5.96,538624.992
2561,600526.SH,菲达环保,环境保护,5.97,326800.5892
215,000656.SZ,金科股份,区域地产,5.97,3142770.3386
183,000607.SZ,华媒控股,广告包装,5.97,528261.4015
2812,600805.SH,悦达投资,综合类,5.97,507614.3947
2156,600028.SH,中国石化,石油加工,5.98,57143547.0855
941,002480.SZ,新筑股份,机械基件,5.98,382011.919
2347,600251.SH,冠农股份,农业综合,5.98,469335.5208
70,000301.SZ,东方盛虹,综合类,5.98,728505.3941
2912,600959.SH,江苏有线,影视音像,5.98,2322948.8198
1448,300058.SZ,蓝色光标,广告包装,5.99,995776.744
2711,600696.SH,ST岩石,区域地产,5.99,203998.7645
452,000993.SZ,闽东电力,水力发电,5.99,223427.0
551,002089.SZ,新海宜,通信设备,5.99,560898.4276
2417,600333.SH,长春燃气,供气供热,6.0,317771.8848
746,002285.SZ,世联行,房产服务,6.0,1206008.7792
2149,600020.SH,中原高速,路桥,6.0,1348423.0992
1515,300126.SZ,锐奇股份,轻工机械,6.01,126617.7959
3233,603169.SH,兰石重装,专用机械,6.01,624113.8878
2710,600695.SH,绿庭投资,多元金融,6.01,220246.7584
976,002515.SZ,金字火腿,食品,6.02,511356.202
2671,600651.SH,飞乐音响,电器仪表,6.02,593102.4412
3116,601949.SH,中国出版,出版业,6.03,241806.3412
57,000090.SZ,天健集团,建筑施工,6.03,866662.3301
2792,600782.SH,新钢股份,普钢,6.05,1929177.2311
25,000031.SZ,中粮地产,全国地产,6.05,1097302.2988
1006,002546.SZ,新联电子,电气设备,6.06,472751.2935
2508,600461.SH,洪城水业,水务,6.06,359964.0
1417,300027.SZ,华谊兄弟,影视音像,6.06,1339965.5004
2869,600869.SH,智慧能源,电气设备,6.06,1344927.7641
992,002532.SZ,新界泵业,农用机械,6.06,228991.3192
184,000608.SZ,阳光股份,区域地产,6.06,454379.9266
1708,300320.SZ,海达股份,橡胶,6.07,276387.4211
1465,300076.SZ,GQY视讯,电脑设备,6.07,231796.7665
322,000806.SZ,银河生物,生物制药,6.08,424656.567
260,000713.SZ,丰乐种业,种植业,6.09,182015.4645
46,000061.SZ,农产品,农业综合,6.09,1032258.0901
2819,600814.SH,杭州解百,百货,6.09,435451.2956
2021,300641.SZ,正丹股份,化工原料,6.09,136038.42
1016,002556.SZ,辉隆股份,其他商业,6.09,425834.9962
111,000516.SZ,国际医学,百货,6.09,1176985.7775
2537,600499.SH,科达洁能,专用机械,6.1,860993.2364
1272,002822.SZ,中装建设,装修装饰,6.1,186696.6
2804,600796.SH,钱江生化,农药化肥,6.1,183855.3078
897,002436.SZ,兴森科技,元器件,6.1,731261.5139
3061,601619.SH,嘉泽新能,新型电力,6.1,307290.3597
2989,601139.SH,深圳燃气,供气供热,6.11,1744208.9387
2958,601015.SH,陕西黑猫,焦炭加工,6.11,685606.3157
1544,300155.SZ,安居宝,元器件,6.11,169551.5261
1031,002571.SZ,德力股份,玻璃,6.11,154703.7336
645,002183.SZ,怡亚通,仓储物流,6.11,1295554.7352
1613,300225.SZ,金力泰,染料涂料,6.12,286787.2888
3066,601668.SH,中国建筑,建筑施工,6.13,25219479.002
894,002433.SZ,太安堂,中成药,6.13,451733.9216
561,002099.SZ,海翔药业,化学制药,6.13,975739.1658
3155,603023.SH,威帝股份,汽车配件,6.13,220680.0
1411,300021.SZ,大禹节水,农业综合,6.14,398053.0097
1020,002560.SZ,通达股份,电气设备,6.15,166254.1954
2351,600257.SH,大湖股份,渔业,6.15,262635.75
348,000839.SZ,中信国安,综合类,6.15,2410189.4292
937,002476.SZ,宝莫股份,化工原料,6.15,360577.4766
185,000609.SZ,中迪投资,区域地产,6.15,179581.6433
1618,300230.SZ,永利股份,塑料,6.15,332120.6314
376,000892.SZ,欢瑞世纪,影视音像,6.16,331516.5491
849,002388.SZ,新亚制程,元器件,6.16,246153.6
1571,300182.SZ,捷成股份,软件服务,6.16,1105814.2092
1789,300403.SZ,汉宇集团,家用电器,6.17,235041.3355
1651,300263.SZ,隆华科技,专用机械,6.17,348757.0257
3076,601727.SH,上海电气,电气设备,6.17,6163956.2487
2256,600149.SH,ST坊展,综合类,6.18,234938.88
4,000006.SZ,深振业A,区域地产,6.18,833254.3267
2205,600090.SH,同济堂,医药商业,6.18,434266.733
1543,300154.SZ,瑞凌股份,元器件,6.19,196340.3934
2208,600094.SH,大名城,区域地产,6.19,1409218.4715
2796,600787.SH,中储股份,仓储物流,6.19,1361676.8394
3124,601985.SH,中国核电,新型电力,6.2,9650566.6
205,000633.SZ,合金投资,综合类,6.2,238765.9513
133,000541.SZ,佛山照明,家用电器,6.2,664788.2104
2665,600644.SH,乐山电力,水力发电,6.2,333808.4086
1484,300095.SZ,华伍股份,机械基件,6.2,148867.27
2991,601158.SH,重庆水务,水务,6.21,2980800.0
601,002139.SZ,拓邦股份,元器件,6.21,486960.3382
2840,600836.SH,界龙实业,广告包装,6.22,412232.4108
97,000430.SZ,张家界,旅游景点,6.22,206341.5336
2708,600693.SH,东百集团,百货,6.23,558985.2511
722,002261.SZ,拓维信息,互联网,6.23,566548.5028
2583,600552.SH,凯盛科技,玻璃,6.24,476663.6179
745,002284.SZ,亚太股份,汽车配件,6.24,428063.8359
193,000619.SZ,海螺型材,其他建材,6.24,224640.0
1425,300035.SZ,中科电气,电气设备,6.24,253779.8865
3074,601717.SH,郑煤机,工程机械,6.25,926953.3869
2982,601117.SH,中国化学,建筑施工,6.26,3088058.0
226,000670.SZ,盈方微,元器件,6.26,375359.9515
1675,300287.SZ,飞利信,软件服务,6.26,700432.4022
333,000820.SZ,神雾节能,环境保护,6.26,180073.2319
821,002360.SZ,同德化工,化工原料,6.26,185658.7463
2376,600287.SH,江苏舜天,商贸代理,6.26,273434.3423
2724,600711.SH,盛屯矿业,小金属,6.27,938651.7952
2572,600538.SH,国发股份,医药商业,6.27,291179.543
1762,300376.SZ,易事特,电气设备,6.28,1444035.4341
436,000971.SZ,高升控股,互联网,6.28,371509.1295
1629,300241.SZ,瑞丰光电,半导体,6.29,265922.6011
815,002354.SZ,天神娱乐,互联网,6.29,433102.3102
1562,300173.SZ,智慧松德,轻工机械,6.29,243653.3889
1561,300172.SZ,中电环保,环境保护,6.3,218037.4251
1749,300362.SZ,天翔环境,环境保护,6.31,198039.709
144,000554.SZ,泰山石油,石油贸易,6.31,228831.9676
643,002181.SZ,粤传媒,出版业,6.32,716961.3887
955,002494.SZ,华斯股份,服饰,6.32,186452.664
2996,601169.SH,北京银行,银行,6.32,11532742.8395
1420,300030.SZ,阳普医疗,医疗保健,6.32,160762.5839
658,002196.SZ,方正电机,纺织机械,6.32,247402.7908
2379,600290.SH,华仪电气,电气设备,6.33,481018.9225
3024,601328.SH,交通银行,银行,6.34,24885047.7855
2212,600098.SH,广州发展,火力发电,6.34,1728408.6178
1757,300370.SZ,安控科技,电器仪表,6.34,452650.5354
3033,601375.SH,中原证券,证券,6.35,1144741.6005
2305,600203.SH,福日电子,元器件,6.35,235089.7749
993,002533.SZ,金杯电工,电气设备,6.36,329354.632
446,000983.SZ,西山煤电,煤炭开采,6.36,2004161.7118
669,002207.SZ,ST准油,石油开采,6.37,151237.7707
310,000791.SZ,甘肃电投,水力发电,6.37,618584.2982
2677,600658.SH,电子城,园区开发,6.37,712538.6737
2743,600730.SH,中国高科,综合类,6.37,373699.8733
3132,601998.SH,中信银行,银行,6.37,20323589.5043
135,000544.SZ,中原环保,环境保护,6.37,332291.2309
974,002513.SZ,蓝丰生化,农药化肥,6.39,200911.8604
916,002455.SZ,百川股份,化工原料,6.39,222852.613
2794,600784.SH,鲁银投资,普钢,6.39,363065.6436
1602,300214.SZ,日科化学,化工原料,6.39,197498.2681
3009,601222.SH,林洋能源,电器仪表,6.4,1119277.1373
2970,601086.SH,国芳集团,百货,6.4,106240.0
1446,300056.SZ,三维丝,环境保护,6.41,138364.0229
