,ts_code,symbol,name,industry,COL_CONTINUOUS_POSITIVE_COUNT,COL_CIRC_MV,COL_FLOAT_HOLDERS,COL_HOLDERS_COUNT
118,300110.SZ,300110,华仁药业,化学制药,5.0,61.58,"鹏华资产-浦发银行-鹏华资产方圆6号资产管理计划
鹏华资产-浦发银行-鹏华资产方圆5号资产管理计划",2.0
119,300100.SZ,300100,双林股份,汽车服务,5.0,60.07,,0.0
120,300096.SZ,300096,易联众,软件服务,5.0,34.64,西藏五维资产管理有限公司,1.0
121,300072.SZ,300072,三聚环保,环境保护,5.0,155.76,"香港中央结算有限公司(陆股通)
中国工商银行股份有限公司-易方达创业板交易型开放式指数证券投资基金
中国对外经济贸易信托有限公司-昀沣证券投资集合资金信托计划",3.0
122,002729.SZ,002729,好利来,元器件,5.0,34.11,"中央汇金资产管理有限责任公司
中国银行股份有限公司-华夏鼎沛债券型证券投资基金
中国建设银行股份有限公司-华夏盛世精选混合型证券投资基金",3.0
123,300067.SZ,300067,安诺其,染料涂料,5.0,34.26,"中央汇金资产管理有限责任公司
鹏华资产-浦发银行-粤财信托-粤财信托-菁英163期单一资金信托计划",2.0
124,300062.SZ,300062,中能电气,电气设备,5.0,31.64,,0.0
125,300317.SZ,300317,珈伟新能,半导体,5.0,53.68,香港中央结算有限公司(陆股通),1.0
126,300343.SZ,300343,联创股份,互联网,5.0,30.53,,0.0
127,300207.SZ,300207,欣旺达,元器件,5.0,393.55,"全国社保基金一零八组合
中国银行股份有限公司-华夏中证新能源汽车交易型开放式指数证券投资基金
香港中央结算有限公司(陆股通)
中国工商银行股份有限公司-景顺长城创新成长混合型证券投资基金
广发基金管理有限公司-社保基金四二零组合
中国建设银行股份有限公司-信达澳银新能源产业股票型证券投资基金
招商银行股份有限公司-兴全合泰混合型证券投资基金
北信瑞丰基金-招商银行-北信瑞丰基金-爱奇新能源资产管理计划
中国银行股份有限公司-景顺长城优选混合型证券投资基金
北信瑞丰基金-招商银行-北信瑞丰基金丰悦45号资产管理计划",10.0
128,300354.SZ,300354,东华测试,电器仪表,5.0,13.54,"中央汇金资产管理有限责任公司
上海明汯投资管理有限公司-明汯价值成长1期私募投资基金",2.0
129,000581.SZ,000581,威孚高科,汽车配件,5.0,218.57,"全国社保基金一零七组合
香港中央结算有限公司(陆股通)
全国社保基金四一三组合
全国社保基金四零三组合
中央汇金资产管理有限责任公司
全国社保基金一零三组合
基本养老保险基金一零零三组合",7.0
130,300380.SZ,300380,安硕信息,软件服务,5.0,28.0,中央汇金资产管理有限责任公司,1.0
131,000552.SZ,000552,靖远煤电,煤炭开采,5.0,65.09,"平安大华基金-平安银行-中融国际信托-财富骐骥定增5号集合资金信托计划
诺安基金-兴业证券-中国光大银行股份有限公司",2.0
132,002487.SZ,002487,大金重工,钢加工,5.0,50.26,"全国社保基金一一八组合
中金公司-建设银行-中金新锐股票型集合资产管理计划
中国农业银行股份有限公司-工银瑞信战略转型主题股票型证券投资基金
中国建设银行股份有限公司-长城量化小盘股票型证券投资基金",4.0
133,601598.SH,601598,中国外运,仓储物流,4.0,62.45,"中央汇金资产管理有限责任公司
香港中央结算有限公司(陆股通)
中国农业银行股份有限公司-中证500交易型开放式指数证券投资基金",3.0
134,601601.SH,601601,中国太保,保险,4.0,2107.3,"中央汇金资产管理有限责任公司
香港中央结算有限公司(陆股通)",2.0
135,300402.SZ,300402,宝色股份,专用机械,4.0,40.6,中央汇金资产管理有限责任公司,1.0
136,601088.SH,601088,中国神华,煤炭开采,4.0,2882.63,"招商银行股份有限公司-博时中证央企结构调整交易型开放式指数证券投资基金
中国工商银行-上证50交易型开放式指数证券投资基金
中国农业银行股份有限公司-华夏中证央企结构调整交易型开放式指数证券投资基金
香港中央结算有限公司(陆股通)
兴业银行股份有限公司-兴全新视野灵活配置定期开放混合型发起式证券投资基金
招商银行股份有限公司-博时中证央企创新驱动交易型开放式指数证券投资基金
中央汇金资产管理有限责任公司",7.0
137,601058.SH,601058,赛轮轮胎,汽车配件,4.0,131.93,"香港中央结算有限公司(陆股通)
招商银行股份有限公司-东方红睿丰灵活配置混合型证券投资基金(LOF)
全国社保基金四一二组合",3.0
138,002833.SZ,002833,弘亚数控,专用机械,4.0,57.04,"中国工商银行股份有限公司-中欧潜力价值灵活配置混合型证券投资基金
招商银行股份有限公司-中欧恒利三年定期开放混合型证券投资基金
广发基金管理有限公司-社保基金四二零组合",3.0
139,600970.SH,600970,中材国际,建筑工程,4.0,116.25,"中国银行股份有限公司-富国中证国企一带一路交易型开放式指数证券投资基金
招商银行股份有限公司-博时中证央企结构调整交易型开放式指数证券投资基金
中国农业银行股份有限公司-华夏中证央企结构调整交易型开放式指数证券投资基金
香港中央结算有限公司(陆股通)
中国建设银行股份有限公司-易方达中证国企一带一路交易型开放式指数证券投资基金
招商银行股份有限公司-博时中证央企创新驱动交易型开放式指数证券投资基金
中央汇金资产管理有限责任公司
中国农业银行股份有限公司-中证500交易型开放式指数证券投资基金
中国银行股份有限公司-嘉实中证央企创新驱动交易型开放式指数证券投资基金",9.0
140,600861.SH,600861,北京城乡,百货,4.0,65.04,,0.0
141,002927.SZ,002927,泰永长征,电气设备,4.0,13.32,,0.0
142,300022.SZ,300022,吉峰科技,农用机械,4.0,19.58,成都力鼎银科股权投资基金中心(有限合伙),1.0
143,300040.SZ,300040,九洲集团,电气设备,4.0,23.39,中央汇金资产管理有限责任公司,1.0
144,600985.SH,600985,淮北矿业,煤炭开采,4.0,71.58,"香港中央结算有限公司(陆股通)
中国信达资产管理股份有限公司",2.0
145,002483.SZ,002483,润邦股份,工程机械,4.0,43.96,中国银行股份有限公司-华泰柏瑞量化先行混合型证券投资基金,1.0
146,601633.SH,601633,长城汽车,汽车整车,4.0,1578.66,"香港中央结算有限公司(陆股通)
中央汇金资产管理有限责任公司
中国银行股份有限公司-嘉实3年封闭运作战略配售灵活配置混合型证券投资基金(LOF)
保定创新长城资产管理有限公司
全国社保基金一一一组合",5.0
147,601677.SH,601677,明泰铝业,铝,4.0,79.14,"中科沃土基金-浦发银行-云南信托-云信智兴2017-514号单一资金信托
招商银行股份有限公司-中欧恒利三年定期开放混合型证券投资基金
金鹰基金-浦发银行-云南国际信托-云信富春12号单一资金信托",3.0
148,688169.SH,688169,石头科技,家用电器,4.0,137.14,"中国工商银行-汇添富成长焦点混合型证券投资基金
全国社保基金一零七组合
中国建设银行股份有限公司-景顺长城环保优势股票型证券投资基金
诺安基金-建设银行-中国人寿-中国人寿委托诺安基金公司股票型组合
中国工商银行股份有限公司-景顺长城创新成长混合型证券投资基金
招商银行股份有限公司-鹏华价值成长混合型证券投资基金
中国银行股份有限公司-景顺长城优选混合型证券投资基金
中国工商银行股份有限公司-诺安先锋混合型证券投资基金",8.0
149,603997.SH,603997,继峰股份,汽车配件,4.0,57.99,"中国工商银行股份有限公司-中欧潜力价值灵活配置混合型证券投资基金
中国建设银行股份有限公司-中欧价值发现股票型证券投资基金
香港中央结算有限公司(陆股通)
全国社保基金四一二组合
招商银行股份有限公司-中欧恒利三年定期开放混合型证券投资基金",5.0
150,000932.SZ,000932,华菱钢铁,普钢,4.0,233.88,"华菱集团-华泰联合-华菱EB担保及信托财产专户
香港中央结算有限公司(陆股通)
全国社保基金四一二组合
全国社保基金四零三组合
华菱集团-华泰联合证券-华菱EB担保及信托财产专户
中国农业银行股份有限公司-中证500交易型开放式指数证券投资基金",6.0
151,000983.SZ,000983,西山煤电,煤炭开采,4.0,209.74,"中央汇金资产管理有限责任公司
香港中央结算有限公司(陆股通)
中国农业银行股份有限公司-中证500交易型开放式指数证券投资基金
全国社保基金一一七组合",4.0
152,603877.SH,603877,太平鸟,服饰,4.0,183.11,香港中央结算有限公司(陆股通),1.0
153,603665.SH,603665,康隆达,纺织,4.0,40.07,华宝信托有限责任公司-辉煌1047号单一资金信托,1.0
154,603615.SH,603615,茶花股份,家居用品,4.0,26.58,,0.0
155,603536.SH,603536,惠发食品,食品,4.0,35.77,,0.0
156,002144.SZ,002144,宏达高科,纺织,4.0,18.27,"中央汇金资产管理有限责任公司
杭州泉衡投资管理有限公司-泉衡祥瑞一号私募基金",2.0
157,002149.SZ,002149,西部材料,小金属,4.0,45.0,中央汇金资产管理有限责任公司,1.0
158,002339.SZ,002339,积成电子,电气设备,4.0,33.17,"厦门创势仁和资本管理有限公司-铁投(济南)股权投资基金合伙企业(有限合伙)
青岛森泰股权投资基金管理有限责任公司
兴证证券资管-工商银行-兴证资管鑫众61号集合资产管理计划",3.0
159,603332.SH,603332,苏州龙杰,化纤,4.0,10.88,"香港中央结算有限公司(陆股通)
国投汇金资产管理(深圳)有限公司-国投汇金稳健三期私募证券投资基金",2.0
160,603306.SH,603306,华懋科技,汽车配件,4.0,67.08,"陕西省国际信托股份有限公司-陕国投·金沙6号单一资金信托
厦门国际信托有限公司
西安航天新能源产业基金投资有限公司",3.0
161,603218.SH,603218,日月股份,工程机械,4.0,196.65,"中国建设银行股份有限公司-华安核心优选混合型证券投资基金
全国社保基金四一二组合
基本养老保险基金一二零六组合",3.0
162,002372.SZ,002372,伟星新材,其他建材,4.0,291.04,"国泰君安证券资管-光大银行-国泰君安君得明混合型集合资产管理计划
香港中央结算有限公司(陆股通)
中国农业银行股份有限公司-中证500交易型开放式指数证券投资基金
国泰君安证券资管-建设银行-国泰君安君得鑫两年持有期混合型集合资产管理计划
中央汇金资产管理有限责任公司
首域投资管理(英国)有限公司-首域中国A股基金",6.0
163,603063.SH,603063,禾望电气,电气设备,4.0,59.7,,0.0
164,002471.SZ,002471,中超控股,电气设备,4.0,34.4,深圳市鑫腾华资产管理有限公司,1.0
165,600509.SH,600509,天富能源,火力发电,4.0,43.52,"中央汇金资产管理有限责任公司
博时基金-农业银行-博时中证金融资产管理计划
中欧基金-农业银行-中欧中证金融资产管理计划",3.0
166,002568.SZ,002568,百润股份,红黄酒,4.0,287.64,"中国工商银行股份有限公司-东方红睿玺三年定期开放灵活配置混合型证券投资基金
香港中央结算有限公司(陆股通)
招商银行股份有限公司-东方红睿泽三年定期开放灵活配置混合型证券投资基金
中国建设银行股份有限公司-汇添富消费行业混合型证券投资基金
中国工商银行股份有限公司-东方红产业升级灵活配置混合型证券投资基金",5.0
167,300048.SZ,300048,合康新能,电气设备,4.0,58.39,,0.0
168,600104.SH,600104,上汽集团,汽车整车,4.0,3175.56,"中央汇金资产管理有限责任公司
香港中央结算有限公司(陆股通)
中海信托股份有限公司-中原股权价值1号单一资金信托
华融汇通资产管理有限公司",4.0
169,600172.SH,600172,黄河旋风,矿物制品,4.0,42.85,中原金象投资管理有限公司-中原金象河南民营上市公司发展支持1号私募股权投资基金,1.0
170,300211.SZ,300211,亿通科技,通信设备,4.0,22.96,中央汇金资产管理有限责任公司,1.0
171,300589.SZ,300589,江龙船艇,船舶,4.0,33.17,全国社保基金一零七组合,1.0
172,300232.SZ,300232,洲明科技,半导体,4.0,76.54,"深圳市远致瑞信股权投资管理有限公司-深圳市远致瑞信混改股权投资基金合伙企业(有限合伙)
中国对外经济贸易信托有限公司-锐进12期鼎萨证券投资集合资金信托计划
香港中央结算有限公司(陆股通)",3.0
173,300542.SZ,300542,新晨科技,软件服务,4.0,32.86,,0.0
174,300269.SZ,300269,联建光电,半导体,4.0,22.37,申万菱信基金-工商银行-华融国际信托-盛世景定增基金权益投资集合资金信托计划,1.0
175,300283.SZ,300283,温州宏丰,电气设备,4.0,16.31,中央汇金资产管理有限责任公司,1.0
176,300287.SZ,300287,飞利信,软件服务,4.0,58.45,"华泰证券资管-南京银行-华泰慧泽1号集合资产管理计划
华安基金-兴业银行-广发乾和投资有限公司
华安基金-兴业银行-珠海中兵广发投资基金合伙企业(有限合伙)",3.0
177,300510.SZ,300510,金冠股份,电气设备,4.0,46.78,"国融基金-国泰君安证券-国融天鑫1号资产管理计划
国联证券-孙延-国联汇睿11号单一资产管理计划
洛阳古都资产管理有限公司",3.0
178,300507.SZ,300507,苏奥传感,汽车配件,4.0,28.47,,0.0
179,300491.SZ,300491,通合科技,电气设备,4.0,28.61,,0.0
180,300488.SZ,300488,恒锋工具,机械基件,4.0,29.79,正方(杭州)投资管理有限公司-正方星耀一号私募证券投资基金,1.0
181,300484.SZ,300484,蓝海华腾,电气设备,4.0,28.02,,0.0
182,300301.SZ,300301,长方集团,半导体,4.0,34.31,,0.0
183,300312.SZ,300312,邦讯技术,通信设备,4.0,17.55,基本养老保险基金一三零一组合,1.0
184,300313.SZ,300313,天山生物,农业综合,4.0,36.13,,0.0
185,300344.SZ,300344,太空智造,软件服务,4.0,17.03,"中央汇金资产管理有限责任公司
上海云门投资管理有限公司-云门智造1号私募证券投资基金
广东粤财信托有限公司-粤财信托·腾鑫1号证券投资集合资金信托计划",3.0
186,300424.SZ,300424,航新科技,航空,4.0,37.34,"北京开元国创恒誉资产管理有限公司-开元国创恒誉穿云航空产业1号私募证券投资基金
中国建设银行股份有限公司-富国中证军工指数分级证券投资基金",2.0
187,300385.SZ,300385,雪浪环境,环境保护,4.0,21.94,"中央汇金资产管理有限责任公司
中信银行股份有限公司-建信中证500指数增强型证券投资基金",2.0
188,300228.SZ,300228,富瑞特装,化工机械,4.0,29.66,广东粤财信托有限公司-粤财信托·粤中3号集合资金信托计划,1.0
189,300581.SZ,300581,晨曦航空,航空,4.0,73.93,,0.0
190,300139.SZ,300139,晓程科技,元器件,4.0,29.68,"中央汇金资产管理有限责任公司
中国银行股份有限公司-国泰CES半导体行业交易型开放式指数证券投资基金
国泰君安证券股份有限公司-国联安中证全指半导体产品与设备交易型开放式指数证券投资基金",3.0
191,300700.SZ,300700,岱勒新材,矿物制品,4.0,13.24,,0.0
192,300393.SZ,300393,中来股份,塑料,4.0,51.68,,0.0
193,600019.SH,600019,宝钢股份,普钢,4.0,1406.9,"中央汇金资产管理有限责任公司
香港中央结算有限公司(陆股通)",2.0
194,300127.SZ,300127,银河磁体,元器件,4.0,44.39,中央汇金资产管理有限责任公司,1.0
195,300129.SZ,300129,泰胜风能,电气设备,4.0,40.93,"中央汇金资产管理有限责任公司
广发证券股份有限公司-中庚小盘价值股票型证券投资基金",2.0
196,300713.SZ,300713,英可瑞,电气设备,4.0,23.83,中国农业银行股份有限公司-中邮核心优势灵活配置混合型证券投资基金,1.0
197,300711.SZ,300711,广哈通信,通信设备,4.0,39.21,,0.0
198,000001.SZ,000001,平安银行,银行,4.0,3605.59,"中央汇金资产管理有限责任公司
香港中央结算有限公司(陆股通)
交通银行-易方达50指数证券投资基金
全国社保基金一一七组合",4.0
199,300154.SZ,300154,瑞凌股份,元器件,4.0,22.19,,0.0
200,300562.SZ,300562,乐心医疗,医疗保健,3.0,24.78,"中国银行股份有限公司-景顺长城优选混合型证券投资基金
中国工商银行股份有限公司-景顺长城创新成长混合型证券投资基金
中国工商银行股份有限公司-中欧时代先锋股票型发起式证券投资基金
中国建设银行股份有限公司-景顺长城环保优势股票型证券投资基金",4.0
201,300752.SZ,300752,隆利科技,元器件,3.0,9.67,上海明汯投资管理有限公司-明汯价值成长1期私募投资基金,1.0
202,600132.SH,600132,重庆啤酒,啤酒,3.0,518.58,"中国建设银行股份有限公司-银华富裕主题混合型证券投资基金
汇添富基金-建设银行-中国人寿-中国人寿委托汇添富基金混合型组合
汇添富基金管理股份有限公司-社保基金1103组合
香港中央结算有限公司(陆股通)
招商银行股份有限公司-东方红睿泽三年定期开放灵活配置混合型证券投资基金
中国工商银行-广发稳健增长证券投资基金
中央汇金资产管理有限责任公司
全国社保基金一一五组合",8.0
203,300376.SZ,300376,易事特,电气设备,3.0,221.36,"民生加银基金-平安银行-方正东亚信托有限责任公司
创金合信基金-招商银行-广东华兴银行股份有限公司
华融证券-平安银行-华融股票宝21号集合资产管理计划
哈尔滨融顺资产管理有限责任公司",4.0
204,688099.SH,688099,晶晨股份,半导体,3.0,154.59,萍乡皓熙汇达新能源产业投资基金(有限合伙),1.0
205,688003.SH,688003,天准科技,专用机械,3.0,24.79,华润深国投信托有限公司-博颐精选证券投资集合资金信托,1.0
206,300061.SZ,300061,旗天科技,互联网,3.0,28.21,"博时资本-宁波银行-博时资本康耐特2号专项资产管理计划
博时资本-宁波银行-博时资本康耐特1号专项资产管理计划",2.0
207,300035.SZ,300035,中科电气,电气设备,3.0,55.22,"中国银行股份有限公司-国泰价值精选灵活配置混合型证券投资基金
中国农业银行股份有限公司-国泰智能汽车股票型证券投资基金
中国建设银行股份有限公司-华宝事件驱动混合型证券投资基金",3.0
208,300450.SZ,300450,先导智能,专用机械,3.0,578.49,"全国社保基金一零八组合
全国社保基金一零七组合
中国银行股份有限公司-华夏中证新能源汽车交易型开放式指数证券投资基金
香港中央结算有限公司(陆股通)
中国工商银行股份有限公司-中欧时代先锋股票型发起式证券投资基金
交通银行股份有限公司-工银瑞信互联网加股票型证券投资基金
中国建设银行股份有限公司-华夏优势增长混合型证券投资基金",7.0
209,002571.SZ,002571,德力股份,玻璃,3.0,29.84,深圳市前海钻盾资产管理有限公司-钻盾-长江二号混合策略私募证券投资基金,1.0
210,300632.SZ,300632,光莆股份,半导体,3.0,27.99,"中国农业银行股份有限公司-信诚四季红混合型证券投资基金
上海明汯投资管理有限公司-明汯价值成长1期私募投资基金",2.0
211,603833.SH,603833,欧派家居,家居用品,3.0,793.28,"香港中央结算有限公司(陆股通)
兴业银行股份有限公司-兴全新视野灵活配置定期开放混合型发起式证券投资基金
挪威中央银行-自有资金
中国农业银行股份有限公司-易方达消费行业股票型证券投资基金
兴业银行股份有限公司-兴全趋势投资混合型证券投资基金
中国银行-华夏回报证券投资基金",6.0
212,603826.SH,603826,坤彩科技,染料涂料,3.0,178.4,"中国建设银行股份有限公司-宝盈先进制造灵活配置混合型证券投资基金
广东粤财信托有限公司-粤财信托·物朴2号定增基金集合资金信托计划
长安国际信托股份有限公司-长安信托-定增长信汇智集合资金信托计划
瀚川投资管理(珠海)有限公司-瀚川一号私募投资基金",4.0
213,002042.SZ,002042,华孚时尚,纺织,3.0,111.74,"金鹰基金-工商银行-万向信托-万向信托-星辰39号事务管理类单一资金信托
富安达基金-南京银行-厦门国际信托-财富共赢16号投资单一资金信托
泰达宏利基金-招商银行-长安国际信托-长安信托·华孚色纺定增单一资金信托
上海景熙资产管理有限公司-景熙-长阳9号私募证券投资基金
富荣基金-深圳市前海富银城投基金管理有限公司-富荣卓越1号单一资产管理计划
金元顺安基金-兴业银行-上海爱建信托-爱建信托欣欣7号定向增发事务管理类单一资金信托",6.0
214,603629.SH,603629,利通电子,元器件,3.0,9.0,深圳前海南方天赋资产管理有限公司-天赋一号证券投资私募基金,1.0
215,600563.SH,600563,法拉电子,元器件,3.0,210.85,"招商银行股份有限公司-泓德臻远回报灵活配置混合型证券投资基金
中国工商银行股份有限公司-泓德远见回报混合型证券投资基金
香港中央结算有限公司(陆股通)
中国农业银行股份有限公司-国泰智能汽车股票型证券投资基金
招商银行股份有限公司-泓德丰润三年持有期混合型证券投资基金
国泰基金管理有限公司-社保基金1102组合
中央汇金资产管理有限责任公司",7.0
216,300623.SZ,300623,捷捷微电,半导体,3.0,170.23,"香港中央结算有限公司(陆股通)
国泰君安证券股份有限公司-国联安中证全指半导体产品与设备交易型开放式指数证券投资基金
中国银行股份有限公司-国泰CES半导体行业交易型开放式指数证券投资基金
中国工商银行股份有限公司-富国创新科技混合型证券投资基金",4.0
217,002075.SZ,002075,沙钢股份,特种钢,3.0,368.53,香港中央结算有限公司(陆股通),1.0
218,300200.SZ,300200,高盟新材,化工原料,3.0,49.89,中央汇金资产管理有限责任公司,1.0
219,300503.SZ,300503,昊志机电,机械基件,3.0,38.49,"上海迎水投资管理有限公司-迎水和谐3号私募证券投资基金
上海迎水投资管理有限公司-迎水和谐4号私募证券投资基金
玄元(横琴)股权投资有限公司-玄元横琴4号私募投资基金
广州市玄元投资管理有限公司-玄元定增精选证券投资基金
上海通怡投资管理有限公司-通怡百合10号私募基金",5.0
220,300667.SZ,300667,必创科技,电器仪表,3.0,31.33,,0.0
221,300687.SZ,300687,赛意信息,软件服务,3.0,38.81,珠海高瓴天成股权投资基金(有限合伙),1.0
222,002832.SZ,002832,比音勒芬,服饰,3.0,60.82,"香港中央结算有限公司(陆股通)
中国建设银行股份有限公司-华夏优势增长混合型证券投资基金
全国社保基金四零三组合",3.0
223,300518.SZ,300518,盛讯达,软件服务,3.0,29.24,"鹏华资产-浦发银行-鹏华资产金润28号资产管理计划
鹏华资产-浦发银行-鹏华资产金润24号资产管理计划
中铁宝盈资产-浦发银行-中铁宝盈-宝鑫77号特定客户资产管理计划
鹏华资产-浦发银行-鹏华资产方圆6号资产管理计划
鹏华资产管理-浦发银行-鹏华资产金润18号资产管理计划",5.0
224,603222.SH,603222,济民制药,化学制药,3.0,124.96,"深圳前海正帆投资管理有限公司-正帆敏行4号私募证券投资基金
深圳前海正帆投资管理有限公司-正帆敏行3号私募证券投资基金",2.0
225,002819.SZ,002819,东方中科,电器仪表,3.0,55.49,,0.0
226,002759.SZ,002759,天际股份,家用电器,3.0,52.44,,0.0
227,300645.SZ,300645,正元智慧,软件服务,3.0,20.5,,0.0
