,ts_code,name,industry,COL_WEIGHT_RISE_EFFICIENCY,COL_WEIGHT_MIN_INDEX,COL_WEIGHT_MAX_INDEX,COL_CURRENT_PRICE,circ_mv
1765,300378.SZ,鼎捷软件,软件服务,2.38,30.0,6.0,14.31,375498.4683
2428,600345.SH,长江通信,通信设备,2.38,19.0,0.0,29.76,589248.0
1533,300143.SZ,星普医科,医疗保健,2.38,29.0,6.0,10.1,428082.1865
2983,601113.SH,华鼎股份,化纤,2.38,23.0,2.0,9.24,769738.2
2066,300686.SZ,智动力,元器件,2.38,29.0,1.0,15.34,135102.8192
3089,601811.SH,新华文轩,出版业,2.38,28.0,5.0,15.21,302822.5444
1014,002554.SZ,惠博普,石油开采,2.38,28.0,0.0,4.01,308567.5756
1316,002869.SZ,金溢科技,通信设备,2.38,29.0,6.0,21.03,95590.3466
449,000988.SZ,华工科技,电器仪表,2.38,29.0,7.0,16.35,1643592.2634
1444,300053.SZ,欧比特,半导体,2.38,29.0,6.0,11.4,568699.0936
2623,600594.SH,益佰制药,中成药,2.37,28.0,8.0,6.76,535342.9224
1220,002766.SZ,索菱股份,汽车配件,2.37,28.0,5.0,6.42,159949.0247
152,000564.SZ,供销大集,百货,2.37,29.0,9.0,3.78,713942.9126
1680,300291.SZ,华录百纳,影视音像,2.37,30.0,8.0,6.14,368169.634
383,000901.SZ,航天科技,航空,2.37,28.0,5.0,14.58,826695.2437
1780,300393.SZ,中来股份,塑料,2.37,29.0,3.0,23.42,282392.8914
1216,002761.SZ,多喜爱,纺织,2.36,28.0,6.0,17.16,348264.6299
414,000938.SZ,紫光股份,软件服务,2.36,29.0,6.0,43.54,1256181.248
2631,600602.SH,云赛智联,软件服务,2.36,29.0,5.0,8.2,847441.0302
2761,600745.SH,闻泰科技,通信设备,2.36,30.0,10.0,26.88,1712972.0483
514,002052.SZ,同洲电子,通信设备,2.36,28.0,9.0,4.88,364025.1689
904,002443.SZ,金洲管道,钢加工,2.36,28.0,0.0,8.45,428818.0566
147,000558.SZ,莱茵体育,文教休闲,2.36,28.0,5.0,4.14,533361.5733
1781,300394.SZ,天孚通信,通信设备,2.36,30.0,16.0,32.22,527271.1173
158,000571.SZ,新大洲A,综合类,2.35,28.0,2.0,3.87,312102.5641
1436,300045.SZ,华力创通,电脑设备,2.35,29.0,5.0,10.39,423132.617
3147,603011.SH,合锻智能,机床制造,2.35,29.0,6.0,6.16,274858.4571
2,000004.SZ,国农科技,生物制药,2.35,29.0,14.0,19.6,162705.8406
1727,300338.SZ,开元股份,电器仪表,2.35,29.0,5.0,10.07,189434.537
1438,300047.SZ,天源迪科,软件服务,2.35,29.0,8.0,16.68,506326.6509
823,002362.SZ,汉王科技,电脑设备,2.35,30.0,6.0,18.55,330000.4209
1881,300494.SZ,盛天网络,互联网,2.35,28.0,5.0,12.65,286656.6533
2161,600030.SH,中信证券,证券,2.35,30.0,9.0,24.56,24104809.1352
1196,002739.SZ,万达电影,影视音像,2.35,27.0,14.0,23.14,4075973.951
1941,300556.SZ,丝路视觉,软件服务,2.35,29.0,5.0,21.7,135902.0179
1488,300098.SZ,高新兴,通信设备,2.34,30.0,6.0,9.92,1291493.4701
3202,603099.SH,长白山,旅游景点,2.34,29.0,16.0,10.43,278136.81
989,002529.SZ,海源复材,专用机械,2.34,29.0,5.0,8.95,179000.0
956,002495.SZ,佳隆股份,食品,2.34,29.0,3.0,4.08,278277.4008
1701,300312.SZ,邦讯技术,通信设备,2.34,29.0,9.0,8.65,165526.7469
757,002296.SZ,辉煌科技,通信设备,2.34,29.0,9.0,6.75,218505.5399
43,000058.SZ,深赛格,元器件,2.34,28.0,12.0,7.57,407273.7259
448,000987.SZ,越秀金控,多元金融,2.34,29.0,9.0,10.4,559887.7336
2744,600728.SH,佳都科技,软件服务,2.34,29.0,5.0,12.33,1977888.6206
1691,300302.SZ,同有科技,软件服务,2.34,29.0,6.0,10.77,265638.7178
1141,002681.SZ,奋达科技,家用电器,2.33,29.0,6.0,5.09,562377.9046
224,000668.SZ,荣丰控股,区域地产,2.33,29.0,10.0,12.62,185120.752
2070,300690.SZ,双一科技,电气设备,2.33,28.0,0.0,26.97,141011.4071
1452,300062.SZ,中能电气,电气设备,2.33,29.0,9.0,6.45,122126.5898
1508,300118.SZ,东方日升,半导体,2.33,30.0,16.0,10.32,704381.894
711,002249.SZ,大洋电机,电气设备,2.33,29.0,2.0,5.43,1245435.7491
3179,603055.SH,台华新材,纺织,2.33,29.0,19.0,12.51,126070.2506
1630,300241.SZ,瑞丰光电,半导体,2.33,28.0,6.0,6.1,257889.9629
2223,600107.SH,美尔雅,服饰,2.33,28.0,8.0,7.9,284400.0
2313,600210.SH,紫江企业,广告包装,2.32,29.0,5.0,4.81,729550.092
1704,300315.SZ,掌趣科技,互联网,2.32,28.0,6.0,4.19,1085153.8092
3368,603533.SH,掌阅科技,互联网,2.32,28.0,6.0,22.02,359259.6801
3372,603555.SH,贵人鸟,服饰,2.32,29.0,9.0,7.02,441278.7044
1859,300472.SZ,新元科技,专用机械,2.32,30.0,0.0,22.91,187704.5212
1144,002684.SZ,猛狮科技,电气设备,2.32,28.0,2.0,8.38,338162.3786
1563,300173.SZ,智慧松德,轻工机械,2.32,28.0,5.0,6.11,236680.7959
1465,300075.SZ,数字政通,软件服务,2.32,29.0,6.0,13.25,398830.9837
1689,300300.SZ,汉鼎宇佑,软件服务,2.32,28.0,5.0,13.57,758718.4566
1166,002707.SZ,众信旅游,旅游服务,2.32,29.0,9.0,7.42,392185.2494
3566,603939.SH,益丰药房,医药商业,2.32,29.0,16.0,56.28,2041245.5352
1937,300552.SZ,万集科技,软件服务,2.32,28.0,5.0,19.45,80238.0964
2107,300730.SZ,科创信息,软件服务,2.32,29.0,7.0,20.65,156416.57
1748,300359.SZ,全通教育,文教休闲,2.32,26.0,3.0,7.22,364418.4606
1203,002747.SZ,埃斯顿,机械基件,2.31,29.0,6.0,11.35,824693.5901
1296,002848.SZ,高斯贝尔,通信设备,2.31,29.0,10.0,16.96,148649.9056
800,002339.SZ,积成电子,电气设备,2.31,29.0,5.0,8.91,294106.7819
1377,002936.SZ,郑州银行,银行,2.31,28.0,9.0,6.29,377400.0
1348,002903.SZ,宇环数控,机床制造,2.31,28.0,9.0,20.06,132396.0
2960,601012.SH,隆基股份,半导体,2.31,29.0,16.0,26.73,7435564.4931
3288,603305.SH,旭升股份,汽车配件,2.31,29.0,5.0,36.2,229013.8555
1315,002868.SZ,绿康生化,农业综合,2.31,29.0,11.0,19.16,73689.36
1973,300590.SZ,移为通信,通信设备,2.3,30.0,3.0,40.94,397118.0
122,000529.SZ,广弘控股,食品,2.3,29.0,6.0,6.44,367005.5388
1594,300205.SZ,天喻信息,元器件,2.3,29.0,6.0,11.4,485627.2183
125,000532.SZ,华金资本,元器件,2.3,28.0,5.0,12.86,441719.7116
1379,002938.SZ,鹏鼎控股,元器件,2.3,29.0,1.0,26.78,619001.1736
1095,002635.SZ,安洁科技,电脑设备,2.3,29.0,6.0,14.7,533077.2558
1388,002948.SZ,青岛银行,银行,2.3,28.0,8.0,8.12,366193.1218
1575,300185.SZ,通裕重工,工程机械,2.3,29.0,9.0,2.25,616821.6771
882,002421.SZ,达实智能,软件服务,2.3,29.0,5.0,4.95,839452.1484
740,002279.SZ,久其软件,软件服务,2.3,30.0,6.0,9.11,545157.6419
60,000100.SZ,TCL集团,家用电器,2.3,30.0,10.0,3.82,4883428.6941
1653,300264.SZ,佳创视讯,通信设备,2.29,29.0,9.0,6.37,202928.9276
410,000933.SZ,神火股份,煤炭开采,2.29,29.0,9.0,5.31,1009148.8532
824,002363.SZ,隆基机械,汽车配件,2.29,29.0,9.0,6.45,268164.0661
632,002170.SZ,芭田股份,农药化肥,2.28,29.0,9.0,4.61,301784.5526
202,000630.SZ,铜陵有色,铜,2.28,29.0,8.0,2.64,2523987.6201
1706,300317.SZ,珈伟新能,半导体,2.28,28.0,2.0,6.97,457375.9584
671,002209.SZ,达意隆,轻工机械,2.28,29.0,6.0,8.3,127609.9378
1299,002851.SZ,麦格米特,电气设备,2.28,30.0,2.0,32.8,557102.6372
2095,300717.SZ,华信新材,塑料,2.27,29.0,15.0,17.05,72455.68
2705,600687.SH,刚泰控股,黄金,2.27,29.0,9.0,4.86,723515.6377
1834,300447.SZ,全信股份,电气设备,2.27,28.0,6.0,11.11,193420.6582
329,000815.SZ,美利云,造纸,2.27,29.0,9.0,8.84,280051.2
2056,300676.SZ,华大基因,医疗保健,2.27,30.0,10.0,77.67,1914923.0072
763,002302.SZ,西部建设,水泥,2.27,29.0,0.0,15.68,1942844.2768
3473,603737.SH,三棵树,染料涂料,2.27,29.0,0.0,62.3,269334.0517
284,000751.SZ,锌业股份,铅锌,2.27,29.0,9.0,3.82,538568.5748
1466,300076.SZ,GQY视讯,电脑设备,2.26,29.0,6.0,5.54,211557.5101
2436,600355.SH,精伦电子,元器件,2.26,29.0,6.0,4.75,233742.37
2201,600082.SH,海泰发展,园区开发,2.26,29.0,5.0,5.48,347351.0067
3328,603369.SH,今世缘,白酒,2.26,30.0,1.0,27.12,3402204.0
2088,300709.SZ,精研科技,元器件,2.26,28.0,0.0,39.55,223779.2788
2849,600844.SH,丹化科技,化工原料,2.26,28.0,9.0,4.06,334028.6374
2348,600249.SH,两面针,日用化工,2.25,28.0,6.0,4.9,269500.0
474,002012.SZ,凯恩股份,造纸,2.25,29.0,2.0,5.26,245628.9789
2695,600677.SH,航天通信,通信设备,2.25,29.0,3.0,17.21,716672.736
2015,300634.SZ,彩讯股份,软件服务,2.25,28.0,9.0,28.96,115868.96
225,000669.SZ,金鸿控股,供气供热,2.25,28.0,2.0,6.81,456226.7647
1891,300504.SZ,天邑股份,通信设备,2.25,28.0,9.0,30.02,200689.704
84,000415.SZ,渤海租赁,多元金融,2.25,29.0,9.0,4.85,1720720.8431
661,002199.SZ,东晶电子,元器件,2.25,28.0,2.0,14.23,321792.0744
2669,600645.SH,中源协和,生物制药,2.25,29.0,9.0,22.32,856584.8826
3365,603520.SH,司太立,化学制药,2.25,29.0,10.0,29.32,351840.0
1484,300094.SZ,国联水产,渔业,2.25,29.0,17.0,6.65,497625.9944
269,000723.SZ,美锦能源,焦炭加工,2.25,29.0,0.0,6.78,733081.7011
688,002226.SZ,江南化工,化工原料,2.25,30.0,5.0,7.2,689971.243
1050,002590.SZ,万安科技,汽车配件,2.25,29.0,5.0,8.6,373649.2293
3073,601688.SH,华泰证券,证券,2.25,30.0,16.0,23.1,12575000.4072
2103,300725.SZ,药石科技,化工原料,2.25,30.0,1.0,102.5,674594.5353
340,000829.SZ,天音控股,其他商业,2.25,29.0,6.0,6.6,613723.3304
676,002214.SZ,大立科技,电器仪表,2.25,28.0,5.0,8.28,295862.12
952,002491.SZ,通鼎互联,通信设备,2.25,29.0,5.0,11.27,1325120.6923
10,000012.SZ,南玻A,玻璃,2.24,28.0,8.0,5.59,992282.2394
3585,603988.SH,中电电机,电气设备,2.24,29.0,6.0,12.58,295881.6
921,002460.SZ,赣锋锂业,小金属,2.24,28.0,2.0,30.0,2401678.419
3552,603912.SH,佳力图,专用机械,2.24,29.0,10.0,17.24,185847.2
27,000034.SZ,神州数码,综合类,2.24,29.0,5.0,14.99,607089.064
319,000801.SZ,四川九洲,通信设备,2.24,29.0,10.0,6.46,660733.0933
2838,600830.SH,香溢融通,多元金融,2.24,29.0,9.0,6.66,302578.9495
492,002030.SZ,达安基因,生物制药,2.24,29.0,6.0,13.04,996009.5714
450,000989.SZ,九芝堂,中成药,2.24,29.0,1.0,13.34,1128274.586
639,002177.SZ,御银股份,电脑设备,2.24,28.0,3.0,4.46,287455.6408
2755,600739.SH,辽宁成大,商贸代理,2.24,29.0,5.0,14.71,2250203.1393
611,002149.SZ,西部材料,小金属,2.24,29.0,0.0,9.98,424488.5955
174,000596.SZ,古井贡酒,白酒,2.24,28.0,1.0,97.5,3740100.0
2409,600321.SH,*ST正源,其他建材,2.24,29.0,0.0,3.22,486397.1
507,002045.SZ,国光电器,元器件,2.24,29.0,6.0,6.03,250658.5223
1660,300271.SZ,华宇软件,软件服务,2.23,30.0,6.0,21.02,1175101.7731
1658,300269.SZ,联建光电,半导体,2.23,28.0,6.0,6.26,245905.5103
1726,300337.SZ,银邦股份,铝,2.23,28.0,3.0,4.9,343342.7927
759,002298.SZ,中电兴发,软件服务,2.23,28.0,6.0,7.92,410677.3963
2279,600171.SH,上海贝岭,半导体,2.23,29.0,5.0,13.42,904250.0314
2982,601111.SH,中国国航,空运,2.23,27.0,16.0,9.82,9278577.2489
2863,600860.SH,京城股份,专用机械,2.23,29.0,1.0,7.26,233772.0
2383,600291.SH,西水股份,保险,2.23,30.0,9.0,14.78,1615549.1507
7,000009.SZ,中国宝安,综合类,2.23,29.0,0.0,6.88,1458414.8774
1865,300478.SZ,杭州高新,橡胶,2.23,29.0,12.0,16.65,210910.545
928,002467.SZ,二六三,电信运营,2.23,29.0,6.0,6.73,431299.7397
1230,002776.SZ,柏堡龙,服饰,2.23,30.0,10.0,24.3,499858.4334
62,000151.SZ,中成股份,商贸代理,2.23,28.0,11.0,13.63,363299.427
171,000592.SZ,平潭发展,林业,2.23,28.0,10.0,4.16,796197.7571
3394,603598.SH,引力传媒,影视音像,2.23,29.0,5.0,11.14,298399.2706
2696,600678.SH,四川金顶,水泥,2.23,28.0,9.0,7.52,262440.48
1111,002651.SZ,利君股份,专用机械,2.22,29.0,10.0,5.55,231947.8256
1498,300108.SZ,吉药控股,中成药,2.22,29.0,0.0,8.25,375478.1003
709,002247.SZ,聚力文化,软件服务,2.22,29.0,6.0,5.15,280264.7927
1552,300162.SZ,雷曼股份,元器件,2.22,28.0,5.0,6.35,145539.9032
1677,300288.SZ,朗玛信息,软件服务,2.22,29.0,6.0,16.76,339981.3381
1744,300355.SZ,蒙草生态,环境保护,2.22,30.0,6.0,5.51,650678.3977
3587,603990.SH,麦迪科技,软件服务,2.22,30.0,6.0,48.49,292258.928
502,002040.SZ,南京港,港口,2.22,29.0,9.0,11.16,342331.6005
2316,600213.SH,亚星客车,汽车整车,2.22,29.0,12.0,8.14,179080.0
1445,300054.SZ,鼎龙股份,化工原料,2.22,29.0,6.0,9.73,665697.4168
307,000788.SZ,北大医药,化学制药,2.21,29.0,0.0,8.67,516719.373
313,000795.SZ,英洛华,矿物制品,2.21,29.0,2.0,5.19,460026.9216
1293,002845.SZ,同兴达,元器件,2.21,29.0,0.0,22.88,168874.9737
2500,600439.SH,瑞贝卡,服饰,2.21,29.0,10.0,3.85,435814.3944
579,002117.SZ,东港股份,广告包装,2.21,29.0,6.0,18.57,675318.0406
3345,603444.SH,吉比特,互联网,2.21,18.0,0.0,207.5,855900.3575
1559,300169.SZ,天晟新材,塑料,2.21,29.0,15.0,5.86,150910.72
959,002498.SZ,汉缆股份,电气设备,2.21,29.0,5.0,3.25,1080912.8727
3144,603008.SH,喜临门,家居用品,2.21,29.0,9.0,10.65,340331.4
1642,300253.SZ,卫宁健康,软件服务,2.21,30.0,6.0,14.65,1926694.4116
1062,002602.SZ,世纪华通,汽车配件,2.21,30.0,19.0,19.82,3250643.7469
1153,002693.SZ,双成药业,化学制药,2.21,29.0,7.0,5.24,211373.3842
1625,300236.SZ,上海新阳,半导体,2.21,29.0,2.0,32.91,626009.2941
1429,300038.SZ,数知科技,通信设备,2.21,29.0,6.0,12.59,862383.5628
67,000158.SZ,常山北明,纺织,2.21,28.0,6.0,6.43,1044352.1433
2575,600538.SH,国发股份,医药商业,2.2,29.0,5.0,5.92,274925.5015
1839,300452.SZ,山河药辅,化学制药,2.2,30.0,15.0,16.78,180476.3554
1905,300518.SZ,盛讯达,软件服务,2.2,29.0,5.0,27.27,127588.708
481,002019.SZ,亿帆医药,化学制药,2.2,29.0,1.0,14.16,1151553.429
2385,600293.SH,三峡新材,玻璃,2.2,28.0,6.0,5.15,266128.2585
2062,300682.SZ,朗新科技,软件服务,2.2,28.0,5.0,23.25,381794.3415
2664,600640.SH,号百控股,酒店餐饮,2.2,29.0,6.0,13.55,798636.6301
1885,300498.SZ,温氏股份,农业综合,2.2,30.0,5.0,38.42,14282781.0844
3116,601929.SH,吉视传媒,影视音像,2.19,29.0,5.0,3.01,936383.3802
2289,600183.SH,生益科技,元器件,2.19,29.0,17.0,11.89,2517696.692
1662,300273.SZ,和佳股份,医疗保健,2.19,29.0,6.0,6.25,351341.3338
198,000626.SZ,远大控股,商贸代理,2.19,28.0,6.0,8.83,357257.385
2280,600172.SH,黄河旋风,矿物制品,2.19,29.0,5.0,4.53,518478.1376
729,002268.SZ,卫士通,软件服务,2.19,29.0,5.0,31.6,2559290.557
976,002515.SZ,金字火腿,食品,2.19,28.0,6.0,6.16,523248.2067
3208,603108.SH,润达医疗,医药商业,2.19,30.0,2.0,10.63,540303.8787
1655,300266.SZ,兴源环境,环境保护,2.19,29.0,6.0,4.41,644742.0225
2400,600311.SH,荣华实业,黄金,2.19,28.0,8.0,3.84,255590.4
2517,600469.SH,风神股份,汽车配件,2.18,28.0,10.0,4.75,267146.2805
633,002171.SZ,楚江新材,铜,2.18,29.0,6.0,6.53,687629.0745
1944,300559.SZ,佳发教育,软件服务,2.18,28.0,14.0,46.95,362215.2639
3406,603612.SH,索通发展,矿物制品,2.18,29.0,9.0,15.09,269902.9542
851,002390.SZ,信邦制药,中成药,2.18,29.0,0.0,5.79,965325.3658
1478,300088.SZ,长信科技,元器件,2.18,29.0,6.0,6.02,1361547.3341
36,000045.SZ,深纺织A,纺织,2.18,29.0,6.0,7.56,345504.5488
2902,600901.SH,江苏租赁,多元金融,2.18,29.0,9.0,7.64,1390823.7756
1695,300306.SZ,远方信息,电器仪表,2.18,29.0,5.0,9.86,144814.8543
2387,600297.SH,广汇汽车,汽车服务,2.17,28.0,17.0,5.2,4217356.91
2707,600689.SH,上海三毛,纺织,2.17,28.0,2.0,12.53,190711.7912
2311,600208.SH,新湖中宝,全国地产,2.17,29.0,9.0,3.8,3267305.33
1521,300131.SZ,英唐智控,元器件,2.17,29.0,6.0,6.26,498171.8348
239,000686.SZ,东北证券,证券,2.17,29.0,5.0,9.53,2230451.628
1692,300303.SZ,聚飞光电,半导体,2.17,29.0,6.0,3.46,391744.7008
697,002235.SZ,安妮股份,互联网,2.17,29.0,0.0,7.74,387252.0376
2542,600501.SH,航天晨光,汽车配件,2.17,29.0,9.0,8.56,360618.7616
1041,002581.SZ,未名医药,生物制药,2.17,28.0,1.0,9.19,368325.7674
1056,002596.SZ,海南瑞泽,其他建材,2.16,28.0,0.0,10.59,913322.327
3142,603006.SH,联明股份,汽车配件,2.16,30.0,0.0,16.0,159933.0976
533,002071.SZ,长城影视,影视音像,2.16,29.0,6.0,5.33,276321.1923
1698,300309.SZ,吉艾科技,多元金融,2.16,30.0,9.0,8.16,609492.4589
1933,300548.SZ,博创科技,元器件,2.16,29.0,0.0,48.0,163728.0
541,002079.SZ,苏州固锝,半导体,2.16,29.0,5.0,7.23,525191.6089
470,002008.SZ,大族激光,电器仪表,2.16,30.0,10.0,42.37,4209011.0136
2750,600734.SH,实达集团,电脑设备,2.16,29.0,6.0,8.44,299353.3289
2028,300648.SZ,星云股份,电器仪表,2.16,28.0,2.0,21.69,130229.6621
105,000506.SZ,中润资源,区域地产,2.16,28.0,9.0,3.55,329678.1912
587,002125.SZ,湘潭电化,化工原料,2.16,30.0,1.0,10.95,378431.9836
965,002504.SZ,弘高创意,装修装饰,2.16,30.0,4.0,4.59,190277.9777
1983,300601.SZ,康泰生物,生物制药,2.15,29.0,0.0,46.48,1163325.1216
2751,600735.SH,新华锦,商贸代理,2.15,29.0,9.0,7.14,268458.4993
830,002369.SZ,卓翼科技,通信设备,2.15,29.0,5.0,10.24,429699.4918
1435,300044.SZ,赛为智能,软件服务,2.15,29.0,6.0,8.62,457923.2727
2040,300660.SZ,江苏雷利,电气设备,2.15,28.0,9.0,24.26,110349.036
750,002289.SZ,宇顺电子,元器件,2.15,28.0,6.0,7.37,191130.0851
838,002377.SZ,国创高新,石油加工,2.14,29.0,0.0,6.75,327955.4386
326,000811.SZ,冰轮环境,工程机械,2.14,28.0,2.0,8.09,528308.8115
2844,600837.SH,海通证券,证券,2.14,30.0,8.0,13.92,11264246.6026
2234,600118.SH,中国卫星,航空,2.14,29.0,5.0,25.66,3034267.1204
333,000820.SZ,神雾节能,环境保护,2.14,29.0,0.0,7.37,212003.15
3551,603909.SH,合诚股份,建筑施工,2.13,28.0,21.0,27.16,67900.0
1052,002592.SZ,八菱科技,汽车配件,2.13,28.0,4.0,22.1,543058.8911
2273,600165.SH,新日恒力,钢加工,2.13,29.0,9.0,5.68,389013.9842
1010,002550.SZ,千红制药,生物制药,2.13,29.0,8.0,4.95,447356.2139
1714,300325.SZ,德威新材,塑料,2.13,29.0,6.0,4.46,354467.0926
1777,300390.SZ,天华超净,元器件,2.13,29.0,0.0,11.35,212139.7503
368,000882.SZ,华联股份,百货,2.13,29.0,10.0,3.02,749610.8517
835,002374.SZ,丽鹏股份,建筑施工,2.13,28.0,8.0,3.4,272434.062
3508,603825.SH,华扬联众,互联网,2.13,29.0,5.0,16.56,152990.1909
789,002328.SZ,新朋股份,汽车配件,2.13,29.0,5.0,7.61,247403.5428
1801,300414.SZ,中光防雷,元器件,2.13,29.0,5.0,19.61,308877.0374
1831,300444.SZ,双杰电气,电气设备,2.13,30.0,6.0,8.82,266175.8271
1908,300521.SZ,爱司凯,专用机械,2.13,29.0,5.0,11.9,87992.2569
1851,300464.SZ,星徽精密,机械基件,2.13,28.0,6.0,9.51,187873.9073
1681,300292.SZ,吴通控股,软件服务,2.12,28.0,9.0,4.45,458179.5049
1985,300603.SZ,立昂技术,通信设备,2.12,29.0,6.0,30.95,149427.6523
1467,300077.SZ,国民技术,半导体,2.12,29.0,5.0,9.84,532286.6328
906,002445.SZ,ST中南,影视音像,2.12,29.0,6.0,2.22,290384.8978
1779,300392.SZ,腾信股份,互联网,2.12,29.0,5.0,8.7,224967.9452
1483,300093.SZ,金刚玻璃,玻璃,2.11,29.0,6.0,7.18,154834.3665
2896,600894.SH,广日股份,运输设备,2.11,29.0,9.0,7.37,633780.8616
1456,300066.SZ,三川智慧,电器仪表,2.11,30.0,7.0,4.8,478104.0547
576,002114.SZ,罗平锌电,铅锌,2.11,29.0,9.0,8.5,274870.8682
839,002378.SZ,章源钨业,小金属,2.11,29.0,6.0,6.85,632404.2615
2315,600212.SH,江泉实业,综合类,2.11,29.0,9.0,5.01,256360.3037
1814,300427.SZ,红相股份,电气设备,2.11,29.0,6.0,13.82,340647.3848
2930,600978.SH,宜华生活,家居用品,2.11,29.0,9.0,4.72,699914.6419
290,000758.SZ,中色股份,铅锌,2.11,29.0,9.0,4.97,978687.8554
477,002015.SZ,霞客环保,化纤,2.11,27.0,1.0,6.75,270475.0819
2245,600130.SH,波导股份,通信设备,2.11,29.0,6.0,4.58,351744.0
521,002059.SZ,云南旅游,旅游景点,2.11,27.0,5.0,6.83,499131.3294
321,000803.SZ,金宇车城,纺织,2.11,24.0,2.0,15.05,192234.994
154,000566.SZ,海南海药,化学制药,2.11,29.0,0.0,8.21,988070.5945
107,000509.SZ,华塑控股,其他建材,2.11,28.0,9.0,3.27,269931.9185
1357,002913.SZ,奥士康,元器件,2.11,30.0,11.0,54.69,196955.097
3045,601555.SH,东吴证券,证券,2.1,30.0,9.0,9.75,2818725.0
2292,600186.SH,莲花健康,食品,2.1,29.0,6.0,2.27,241079.5186
2052,300672.SZ,国科微,半导体,2.1,29.0,7.0,48.1,313135.1751
1352,002908.SZ,德生科技,元器件,2.1,28.0,9.0,20.5,178420.6471
948,002487.SZ,大金重工,钢加工,2.1,30.0,9.0,4.87,262980.0
866,002405.SZ,四维图新,软件服务,2.1,29.0,6.0,22.69,2365337.742
298,000776.SZ,广发证券,证券,2.1,29.0,9.0,16.74,9908893.9107
874,002413.SZ,雷科防务,通信设备,2.09,29.0,6.0,7.32,728553.2675
2716,600698.SH,湖南天雁,汽车配件,2.09,28.0,3.0,4.48,330227.0088
1437,300046.SZ,台基股份,半导体,2.09,30.0,0.0,18.02,384042.24
564,002102.SZ,ST冠福,化学制药,2.09,28.0,8.0,2.06,410255.5481
3237,603177.SH,德创环保,环境保护,2.09,28.0,4.0,12.34,76199.5
3257,603218.SH,日月股份,工程机械,2.09,18.0,0.0,26.34,261896.1177
691,002229.SZ,鸿博股份,广告包装,2.09,28.0,6.0,9.03,371766.8365
1637,300248.SZ,新开普,软件服务,2.09,29.0,6.0,9.06,286871.5854
3026,601326.SH,秦港股份,港口,2.09,29.0,8.0,4.21,696016.0591
2803,600792.SH,云煤能源,焦炭加工,2.09,28.0,9.0,3.9,386070.204
1893,300506.SZ,名家汇,建筑施工,2.09,29.0,2.0,20.3,271960.5778
1156,002696.SZ,百洋股份,渔业,2.09,28.0,9.0,9.17,192810.8941
1493,300103.SZ,达刚路机,工程机械,2.08,28.0,0.0,12.79,321447.0731
3049,601577.SH,长沙银行,银行,2.08,30.0,9.0,11.37,389030.6625
1461,300071.SZ,华谊嘉信,广告包装,2.08,28.0,3.0,4.23,176392.8769
1064,002604.SZ,*ST龙力,食品,2.08,28.0,0.0,2.22,112792.7366
262,000716.SZ,黑芝麻,食品,2.08,29.0,0.0,4.66,288848.0696
2879,600876.SH,洛阳玻璃,玻璃,2.08,28.0,8.0,13.12,343438.14
1439,300048.SZ,合康新能,电气设备,2.08,29.0,3.0,3.14,317303.2134
828,002367.SZ,康力电梯,运输设备,2.08,30.0,5.0,8.92,467626.5694
744,002283.SZ,天润曲轴,汽车配件,2.08,29.0,9.0,4.46,456572.1214
3300,603322.SH,超讯通信,通信设备,2.08,29.0,10.0,35.18,159572.7368
897,002436.SZ,兴森科技,元器件,2.08,30.0,6.0,5.76,726818.7421
863,002402.SZ,和而泰,元器件,2.08,29.0,6.0,9.29,671377.4595
37,000046.SZ,泛海控股,全国地产,2.08,28.0,1.0,7.3,3777902.0831
2685,600664.SH,哈药股份,化学制药,2.08,29.0,9.0,5.1,1278547.0888
172,000593.SZ,大通燃气,供气供热,2.08,28.0,0.0,8.44,236144.7535
914,002453.SZ,华软科技,化工原料,2.07,29.0,5.0,6.66,369443.4015
422,000955.SZ,欣龙控股,纺织,2.07,29.0,0.0,6.11,328957.0538
1946,300561.SZ,汇金科技,软件服务,2.07,28.0,5.0,15.36,103843.4504
1502,300112.SZ,万讯自控,电器仪表,2.07,29.0,6.0,8.95,166892.2431
3078,601718.SH,际华集团,服饰,2.07,28.0,6.0,4.49,1971841.6024
730,002269.SZ,美邦服饰,服饰,2.07,28.0,6.0,3.25,816562.5
647,002185.SZ,华天科技,半导体,2.07,29.0,6.0,5.8,1235654.5713
1842,300455.SZ,康拓红外,运输设备,2.07,29.0,8.0,8.26,413350.7196
796,002335.SZ,科华恒盛,电气设备,2.07,29.0,6.0,19.76,445113.6592
988,002528.SZ,英飞拓,电脑设备,2.07,28.0,6.0,5.02,433809.9133
1002,002542.SZ,中化岩土,建筑施工,2.07,29.0,5.0,5.47,529826.0084
1895,300508.SZ,维宏股份,软件服务,2.07,29.0,6.0,28.77,68338.598
17,000021.SZ,深科技,电脑设备,2.07,29.0,6.0,8.32,1222480.1172
773,002312.SZ,三泰控股,电脑设备,2.07,29.0,9.0,4.02,407821.8022
2853,600848.SH,上海临港,园区开发,2.06,29.0,5.0,29.49,2323890.3992
405,000928.SZ,中钢国际,建筑施工,2.06,28.0,0.0,6.68,496429.7204
1798,300411.SZ,金盾股份,专用机械,2.06,29.0,9.0,9.62,176629.5367
327,000812.SZ,陕西金叶,广告包装,2.06,28.0,9.0,4.79,320572.0974
684,002222.SZ,福晶科技,元器件,2.06,29.0,5.0,13.88,587019.8986
