,ts_code,symbol,name,industry,COL_CHG,COL_ODDS,COL_DELTA_ODDS,COL_CIRC_MV
310,002104.SZ,002104,恒宝股份,元器件,0.63,-0.33,-0.46603480519480506,37.58
311,300586.SZ,300586,美联新材,化工原料,3.58,0.42,-0.4644244155844154,24.25
312,002077.SZ,002077,大港股份,区域地产,31.64,4.69,-0.4627561038961039,46.43
313,600232.SH,600232,金鹰股份,纺织,2.64,0.17,-0.4620761038961039,18.42
314,300543.SZ,300543,朗科智能,电气设备,8.35,-0.04,-0.4611662337662334,26.41
315,300538.SZ,300538,同益股份,批发业,1.81,-0.23,-0.44649896103896103,15.23
316,300693.SZ,300693,盛弘股份,电气设备,7.98,0.32,-0.44498493506493475,26.31
317,002935.SZ,002935,天奥电子,元器件,6.21,0.86,-0.4433958441558442,23.34
318,000100.SZ,000100,TCL科技,元器件,-0.39,-0.97,-0.44267116883116875,989.25
319,603519.SH,603519,立霸股份,家用电器,5.7,0.64,-0.4393677922077919,35.37
320,603688.SH,603688,石英股份,矿物制品,24.47,1.74,-0.43748285714285684,75.46
321,603189.SH,603189,网达软件,软件服务,6.18,0.95,-0.4344919480519476,39.85
322,603773.SH,603773,沃格光电,元器件,7.0,0.74,-0.4317025974025973,24.88
323,300136.SZ,300136,信维通信,通信设备,3.86,0.24,-0.4263298701298702,234.85
324,600293.SH,600293,三峡新材,互联网,-0.62,-0.58,-0.4250405194805195,37.12
325,002845.SZ,002845,同兴达,元器件,4.67,0.59,-0.4242187012987011,39.22
326,300203.SZ,300203,聚光科技,环境保护,3.38,-0.18,-0.42400389610389605,52.57
327,300256.SZ,300256,星星科技,元器件,5.46,0.06,-0.4231532467532467,46.26
328,300548.SZ,300548,博创科技,元器件,8.07,1.0,-0.42124259740259773,39.56
329,300319.SZ,300319,麦捷科技,元器件,9.83,0.9,-0.42081454545454555,58.86
330,002281.SZ,002281,光迅科技,通信设备,4.69,0.13,-0.412328831168831,162.91
331,002192.SZ,002192,融捷股份,小金属,4.98,-0.15,-0.41098753246753245,179.83
332,002347.SZ,002347,泰尔股份,机械基件,5.8,0.64,-0.40699558441558426,13.87
333,600552.SH,600552,凯盛科技,玻璃,1.06,-0.12,-0.4058015584415585,51.03
334,300382.SZ,300382,斯莱克,专用机械,8.35,0.77,-0.40460649350649336,65.94
335,300232.SZ,300232,洲明科技,半导体,1.6,-0.05,-0.40305740259740264,59.7
336,002456.SZ,002456,欧菲光,元器件,1.85,-0.1,-0.3966903896103895,234.79
337,002023.SZ,002023,海特高新,航空,9.15,0.93,-0.3960537662337661,77.46
338,300088.SZ,300088,长信科技,元器件,5.01,0.38,-0.3918451948051948,203.49
339,300799.SZ,300799,左江科技,软件服务,1.25,-0.39,-0.3897631168831168,17.77
340,002057.SZ,002057,中钢天源,元器件,4.08,0.57,-0.38250831168831156,41.08
341,300052.SZ,300052,中青宝,互联网,7.51,1.27,-0.3799454545454546,21.68
342,300139.SZ,300139,晓程科技,元器件,15.25,2.2,-0.37812467532467453,22.13
343,002222.SZ,002222,福晶科技,元器件,5.1,0.31,-0.3771223376623376,62.8
344,300793.SZ,300793,佳禾智能,IT设备,7.12,0.71,-0.37703064935064945,14.41
345,300259.SZ,300259,新天科技,电器仪表,3.07,0.37,-0.37702857142857127,35.58
346,000004.SZ,000004,国华网安,软件服务,14.2,2.3,-0.37343584415584363,20.75
347,600667.SH,600667,太极实业,半导体,5.96,0.86,-0.37094025974025957,175.87
348,300328.SZ,300328,宜安科技,铝,9.78,0.41,-0.36705194805194813,48.07
349,002757.SZ,002757,南兴股份,专用机械,-0.56,-0.45,-0.3659781818181819,34.31
350,603882.SH,603882,金域医学,医疗保健,-0.94,-0.72,-0.3641246753246752,656.15
351,002125.SZ,002125,湘潭电化,化工原料,4.54,0.44,-0.36400831168831166,46.45
352,603933.SH,603933,睿能科技,纺织机械,4.02,-0.28,-0.3596789610389609,27.59
353,002194.SZ,002194,武汉凡谷,通信设备,15.17,2.04,-0.35533116883117,66.85
354,603936.SH,603936,博敏电子,元器件,4.45,0.43,-0.35229610389610383,52.59
355,300603.SZ,300603,立昂技术,通信设备,5.9,0.39,-0.3471309090909089,22.52
356,600444.SH,600444,国机通用,专用机械,1.93,-0.08,-0.33467792207792213,13.95
357,000636.SZ,000636,风华高科,元器件,6.9,0.43,-0.3344106493506493,238.58
358,300868.SZ,300868,杰美特,通信设备,1.04,-0.28,-0.3336561038961038,9.68
359,002129.SZ,002129,中环股份,半导体,8.28,0.42,-0.3288148051948054,849.7
360,002990.SZ,002990,盛视科技,软件服务,0.95,-0.58,-0.3261815584415583,20.07
361,002396.SZ,002396,星网锐捷,通信设备,7.98,0.68,-0.3243044155844155,122.31
362,600105.SH,600105,永鼎股份,通信设备,7.85,1.06,-0.32429220779220747,51.23
363,000801.SZ,000801,四川九洲,通信设备,3.56,0.39,-0.32077844155844154,62.49
364,300167.SZ,300167,迪威迅,通信设备,10.8,0.87,-0.31646519480519475,14.47
365,300303.SZ,300303,聚飞光电,半导体,3.53,0.4,-0.3091446753246752,57.26
366,300134.SZ,300134,大富科技,通信设备,11.18,1.83,-0.3088275324675327,71.53
367,000948.SZ,000948,南天信息,软件服务,3.63,-0.3,-0.30741922077922085,41.01
368,300587.SZ,300587,天铁股份,橡胶,6.38,0.42,-0.30740779220779213,53.14
369,300684.SZ,300684,中石科技,化工原料,4.52,0.35,-0.3066625974025974,33.76
370,000016.SZ,000016,深康佳A,家用电器,0.32,-0.32,-0.3044353246753246,99.47
371,002955.SZ,002955,鸿合科技,IT设备,-0.21,-0.38,-0.30010883116883114,18.92
372,600573.SH,600573,惠泉啤酒,啤酒,25.26,3.7,-0.29411064935064957,32.73
373,000551.SZ,000551,创元科技,专用机械,2.07,0.22,-0.2896470129870129,33.53
374,300200.SZ,300200,高盟新材,化工原料,6.73,0.17,-0.28846545454545447,40.79
375,300579.SZ,300579,数字认证,软件服务,14.05,2.26,-0.28833376623376505,71.09
376,300657.SZ,300657,弘信电子,元器件,5.37,0.71,-0.2829709090909093,53.27
377,002897.SZ,002897,意华股份,元器件,3.3,0.32,-0.2813119480519479,32.48
378,002189.SZ,002189,中光学,元器件,2.4,0.13,-0.27849350649350635,36.91
379,300726.SZ,300726,宏达电子,元器件,2.38,-0.25,-0.2768615584415584,126.72
380,300369.SZ,300369,绿盟科技,软件服务,2.09,-0.61,-0.2754792207792207,118.37
381,600800.SH,600800,渤海化学,化工原料,1.06,-0.05,-0.2716612987012986,29.2
382,300632.SZ,300632,光莆股份,半导体,1.98,-0.74,-0.27043116883116874,28.88
383,002097.SZ,002097,山河智能,工程机械,3.55,0.55,-0.26464753246753236,78.17
384,002768.SZ,002768,国恩股份,塑料,1.14,-0.0,-0.2617277922077923,47.18
385,002429.SZ,002429,兆驰股份,家用电器,2.2,0.08,-0.25967870129870124,250.44
386,600035.SH,600035,楚天高速,路桥,0.33,-0.17,-0.2587566233766234,48.46
387,300218.SZ,300218,安利股份,塑料,-0.84,-0.65,-0.2574238961038958,20.5
388,300691.SZ,300691,联合光电,元器件,2.89,0.2,-0.2562745454545454,27.33
389,002635.SZ,002635,安洁科技,IT设备,3.05,0.3,-0.24594155844155835,52.48
390,002049.SZ,002049,紫光国微,元器件,4.13,0.41,-0.24585610389610374,834.8
391,601766.SH,601766,中国中车,运输设备,0.66,0.01,-0.24381740259740256,1474.26
392,300354.SZ,300354,东华测试,电器仪表,1.6,0.16,-0.2411283116883115,9.69
393,300019.SZ,300019,硅宝科技,化工原料,5.32,0.53,-0.2393768831168832,42.5
394,300231.SZ,300231,银信科技,软件服务,6.86,0.2,-0.23680415584415587,29.1
395,300042.SZ,300042,朗科科技,IT设备,0.89,-1.07,-0.23447922077922068,26.58
396,002506.SZ,002506,协鑫集成,电气设备,0.0,-0.55,-0.2284623376623376,145.65
397,300263.SZ,300263,隆华科技,专用机械,5.04,0.67,-0.22791142857142888,48.91
398,002782.SZ,002782,可立克,电气设备,2.48,0.2,-0.22633506493506483,50.44
399,300707.SZ,300707,威唐工业,专用机械,1.81,-0.07,-0.22457350649350655,16.89
400,300057.SZ,300057,万顺新材,广告包装,6.03,0.75,-0.22091792207792238,25.42
401,300602.SZ,300602,飞荣达,元器件,5.36,0.43,-0.2204270129870129,47.67
402,002368.SZ,002368,太极股份,软件服务,5.24,0.65,-0.21880597402597413,125.85
403,300053.SZ,300053,欧比特,半导体,7.14,0.96,-0.21635506493506507,55.01
404,300686.SZ,300686,智动力,元器件,2.12,0.27,-0.21492961038961034,21.9
405,300389.SZ,300389,艾比森,半导体,7.14,0.76,-0.21322701298701296,13.52
406,002388.SZ,002388,新亚制程,元器件,5.25,0.5,-0.20977428571428575,26.15
407,002383.SZ,002383,合众思壮,通信设备,2.28,-0.14,-0.20894753246753242,41.45
408,300513.SZ,300513,恒实科技,软件服务,3.29,0.2,-0.20745714285714273,23.03
409,601877.SH,601877,正泰电器,电气设备,1.95,-0.24,-0.20188779220779218,664.56
410,600703.SH,600703,三安光电,半导体,20.56,1.66,-0.20112311688311668,1214.96
411,002446.SZ,002446,盛路通信,通信设备,6.59,0.79,-0.19226857142857123,51.21
412,300708.SZ,300708,聚灿光电,半导体,14.63,2.05,-0.18964077922077882,45.98
413,000725.SZ,000725,京东方A,元器件,-0.66,-0.57,-0.18840883116883111,2025.63
414,300661.SZ,300661,圣邦股份,元器件,1.12,-0.31,-0.18618623376623372,392.81
415,002261.SZ,002261,拓维信息,互联网,25.97,2.37,-0.17647402597402628,85.6
416,603602.SH,603602,纵横通信,通信设备,6.23,0.84,-0.1694688311688315,22.24
417,002239.SZ,002239,奥特佳,汽车配件,0.0,-0.51,-0.1679410389610389,117.11
418,300102.SZ,300102,乾照光电,半导体,8.39,0.66,-0.16317454545454557,55.72
419,002962.SZ,002962,五方光电,元器件,2.94,0.38,-0.16016259740259753,22.55
420,002440.SZ,002440,闰土股份,染料涂料,0.1,-0.19,-0.1593485714285714,90.79
421,000988.SZ,000988,华工科技,电器仪表,2.69,0.1,-0.15842805194805198,211.37
422,603712.SH,603712,七一二,通信设备,13.89,1.47,-0.1472800000000003,291.2
423,002938.SZ,002938,鹏鼎控股,元器件,5.04,0.64,-0.14698727272727252,166.02
424,300752.SZ,300752,隆利科技,元器件,6.37,0.07,-0.14098155844155835,8.79
425,000672.SZ,000672,上峰水泥,水泥,0.26,-0.43,-0.13622363636363638,159.31
426,603256.SH,603256,宏和科技,玻璃,3.69,0.03,-0.13609142857142859,12.6
427,002176.SZ,002176,江特电机,电气设备,12.81,1.73,-0.13303532467532442,145.66
428,300456.SZ,300456,赛微电子,元器件,27.86,4.35,-0.13301298701298858,87.84
429,000555.SZ,000555,神州信息,软件服务,7.48,0.95,-0.12173558441558452,148.5
430,300465.SZ,300465,高伟达,软件服务,4.11,-0.29,-0.12010779220779239,50.89
431,300352.SZ,300352,北信源,软件服务,10.19,1.53,-0.11139714285714275,70.23
432,300607.SZ,300607,拓斯达,专用机械,0.15,-0.41,-0.10930441558441562,53.9
433,603928.SH,603928,兴业股份,化工原料,1.24,0.05,-0.10854909090909093,21.47
434,002406.SZ,002406,远东传动,汽车配件,0.0,-0.19,-0.10150025974025975,30.31
435,603327.SH,603327,福蓉科技,元器件,4.77,0.53,-0.09950441558441536,15.75
436,600460.SH,600460,士兰微,半导体,17.6,2.68,-0.09826337662337625,570.75
437,000909.SZ,000909,数源科技,综合类,1.96,0.3,-0.09808025974025986,22.74
438,603283.SH,603283,赛腾股份,专用机械,8.77,0.95,-0.09594103896103923,41.26
439,603068.SH,603068,博通集成,半导体,8.24,1.04,-0.09285896103896119,68.29
440,300120.SZ,300120,经纬辉开,元器件,3.81,0.47,-0.08920077922077913,32.06
441,300032.SZ,300032,金龙机电,元器件,-0.4,-0.33,-0.08791506493506496,40.16
442,300227.SZ,300227,光韵达,元器件,1.6,0.11,-0.08779974025974029,35.02
443,603088.SH,603088,宁波精达,专用机械,0.87,-0.86,-0.07809532467532432,17.89
444,603019.SH,603019,中科曙光,IT设备,3.34,0.5,-0.07755142857142844,404.32
445,002544.SZ,002544,杰赛科技,软件服务,3.57,0.59,-0.07418701298701302,72.35
446,300241.SZ,300241,瑞丰光电,半导体,4.88,0.36,-0.07287844155844136,27.49
447,002334.SZ,002334,英威腾,电气设备,-0.56,-1.01,-0.0712262337662335,33.42
448,300131.SZ,300131,英唐智控,元器件,11.39,1.09,-0.06942493506493475,60.41
449,002866.SZ,002866,传艺科技,IT设备,1.82,0.03,-0.06881480519480523,22.74
450,300666.SZ,300666,江丰电子,元器件,7.83,0.68,-0.06122103896103914,63.79
451,600238.SH,600238,海南椰岛,红黄酒,69.94,6.03,-0.05612545454545437,118.73
452,300541.SZ,300541,先进数通,软件服务,4.87,-0.22,-0.04805740259740246,33.08
453,603421.SH,603421,鼎信通讯,通信设备,3.39,0.52,-0.0479137662337662,49.7
454,002474.SZ,002474,榕基软件,软件服务,5.6,0.34,-0.03565194805194816,33.37
455,002518.SZ,002518,科士达,电气设备,6.4,0.84,-0.03203558441558407,74.23
456,002405.SZ,002405,四维图新,软件服务,7.1,0.52,-0.030549870129870094,271.77
457,300674.SZ,300674,宇信科技,软件服务,0.51,-0.62,-0.029408311688311817,75.63
458,002055.SZ,002055,得润电子,元器件,22.3,2.63,-0.02815740259740407,53.2
459,002929.SZ,002929,润建股份,通信设备,7.81,1.38,-0.020094805194805332,40.18
460,002579.SZ,002579,中京电子,元器件,11.91,0.67,-0.019719220779220836,59.57
461,002237.SZ,002237,恒邦股份,黄金,-0.5,-0.58,-0.017014025974025904,107.79
462,002165.SZ,002165,红宝丽,化工原料,-0.21,-0.23,-0.005287012987012951,28.58
463,000800.SZ,000800,一汽解放,汽车整车,-0.09,-0.13,-0.004330389610389618,83.87
464,002360.SZ,002360,同德化工,化工原料,0.55,-0.41,-0.002530389610389816,22.63
