,ts_code,symbol,name,industry,COL_CHG,COL_ODDS,COL_DELTA_ODDS,COL_MA_20_SLOPE,COL_CIRC_MV
284,300207.SZ,300207,欣旺达,元器件,24.57,3.5,-1.1911475324675318,2.36,485.31
285,603050.SH,603050,科林电气,电气设备,3.79,-0.07,-1.1906189610389608,0.32,20.79
286,300108.SZ,300108,吉药控股,中成药,-1.64,-1.28,-1.1879753246753242,0.82,15.89
287,002186.SZ,002186,全聚德,酒店餐饮,5.7,-0.39,-1.1829672727272726,0.62,36.54
288,300097.SZ,300097,智云股份,电器仪表,8.74,0.78,-1.1813592207792205,0.67,21.34
289,300828.SZ,300828,锐新科技,铝,3.14,-0.21,-1.1762345454545455,0.1,11.76
290,002373.SZ,002373,千方科技,软件服务,7.86,1.3,-1.175965454545455,0.45,202.05
291,002959.SZ,002959,小熊电器,家用电器,-1.21,-0.75,-1.174680779220779,0.1,53.06
292,600887.SH,600887,伊利股份,乳制品,-4.49,-1.52,-1.1695374025974024,0.03,2235.11
293,605177.SH,605177,东亚药业,化学制药,3.58,-0.04,-1.1664576623376623,0.24,9.78
294,002103.SZ,002103,广博股份,文教休闲,0.22,-0.35,-1.1651610389610387,0.22,19.22
295,300220.SZ,300220,金运激光,元器件,39.54,5.28,-1.1625649350649345,2.12,23.78
296,000516.SZ,000516,国际医学,医疗保健,11.66,0.95,-1.1561316883116879,1.52,402.76
297,600392.SH,600392,盛和资源,小金属,20.79,1.74,-1.152094285714286,0.18,331.38
298,002451.SZ,002451,摩恩电气,电气设备,7.49,0.9,-1.1484493506493507,0.79,30.24
299,003036.SZ,003036,泰坦股份,纺织机械,3.17,-1.24,-1.1414997402597404,0.29,9.52
300,300650.SZ,300650,太龙照明,电气设备,7.22,0.32,-1.1405587012987013,0.48,10.6
301,600459.SH,600459,贵研铂业,小金属,12.61,1.56,-1.140504675324675,1.37,147.73
302,600738.SH,600738,丽尚国潮,百货,30.09,1.34,-1.1381467532467529,1.52,70.17
303,300440.SZ,300440,运达科技,软件服务,10.19,0.66,-1.1366584415584415,0.39,36.86
304,002121.SZ,002121,科陆电子,电器仪表,22.45,1.98,-1.1334628571428569,1.5,51.1
305,000514.SZ,000514,渝开发,区域地产,2.61,0.25,-1.125655844155844,0.29,29.87
306,605183.SH,605183,确成股份,化工原料,7.77,0.73,-1.1245836363636361,0.06,8.44
307,300698.SZ,300698,万马科技,通信设备,29.83,1.87,-1.1231111688311692,1.39,23.08
308,003023.SZ,003023,彩虹集团,家用电器,6.71,0.26,-1.1202215584415582,0.26,6.39
309,605077.SH,605077,华康股份,食品,-0.54,-0.59,-1.1170994805194803,0.22,19.68
310,600406.SH,600406,国电南瑞,电气设备,3.92,-0.26,-1.1105683116883118,0.07,1374.74
311,300617.SZ,300617,安靠智电,电气设备,8.7,0.56,-1.110015844155844,0.79,31.35
312,601177.SH,601177,杭齿前进,机械基件,3.64,0.03,-1.1043849350649355,0.13,31.92
313,002887.SZ,002887,绿茵生态,环境保护,-1.5,-1.29,-1.1021599999999996,0.09,18.06
314,600844.SH,600844,丹化科技,化工原料,22.59,-0.06,-1.0999464935064933,1.07,42.86
315,000848.SZ,000848,承德露露,软饮料,15.73,0.0,-1.0998919480519482,1.61,99.24
316,600622.SH,600622,光大嘉宝,区域地产,5.56,-0.03,-1.0993425974025972,0.32,48.44
317,300894.SZ,300894,火星人,家用电器,7.89,0.49,-1.0965774025974024,1.01,23.86
318,300880.SZ,300880,迦南智能,电器仪表,2.66,-0.09,-1.0941241558441557,0.07,9.26
319,300957.SZ,300957,贝泰妮,日用化工,-1.34,-1.78,-1.0791994805194804,0.49,130.13
320,605199.SH,605199,葫芦娃,中成药,-0.65,-1.05,-1.0780129870129866,0.62,12.31
321,300568.SZ,300568,星源材质,化工原料,16.39,0.53,-1.0681161038961038,2.02,169.19
322,603808.SH,603808,歌力思,服饰,6.67,0.37,-1.0657620779220776,0.27,52.11
323,600158.SH,600158,中体产业,文教休闲,-2.65,-1.07,-1.0576441558441556,0.4,76.15
324,603958.SH,603958,哈森股份,服饰,7.38,0.42,-1.0547407792207788,0.48,14.24
325,002399.SZ,002399,海普瑞,化学制药,2.03,-0.03,-1.0536735064935066,0.12,207.16
326,603238.SH,603238,诺邦股份,纺织,2.27,-0.06,-1.0531810389610388,0.26,28.64
327,600643.SH,600643,爱建集团,多元金融,1.58,-0.12,-1.0432553246753244,0.14,114.79
328,002190.SZ,002190,成飞集成,汽车配件,10.69,1.77,-1.0428264935064935,0.6,91.01
329,300802.SZ,300802,矩子科技,IT设备,7.52,0.15,-1.0427992207792203,0.36,28.49
330,002108.SZ,002108,沧州明珠,塑料,18.52,2.05,-1.0426054545454555,1.22,81.67
331,600872.SH,600872,中炬高新,食品,-3.25,-1.21,-1.0388192207792204,0.48,376.65
332,002167.SZ,002167,东方锆业,小金属,4.16,0.1,-1.0370989610389607,0.18,32.73
333,603906.SH,603906,龙蟠科技,化工原料,26.58,1.93,-1.0346296103896095,2.14,144.63
334,600215.SH,600215,长春经开,园区开发,6.51,0.33,-1.0331615584415579,0.3,31.48
335,000625.SZ,000625,长安汽车,汽车整车,6.05,-0.38,-1.0237322077922077,0.97,952.64
336,603767.SH,603767,中马传动,汽车配件,1.04,-0.22,-1.0149418181818182,0.15,20.42
337,603665.SH,603665,康隆达,纺织,12.87,1.95,-1.0144875324675324,0.4,25.26
338,300509.SZ,300509,新美星,专用机械,5.71,0.05,-1.0120285714285713,0.33,10.48
339,300329.SZ,300329,海伦钢琴,文教休闲,3.05,-0.03,-1.0095737662337658,0.15,17.02
340,000815.SZ,000815,美利云,造纸,0.18,-0.32,-1.0074566233766233,0.57,38.45
341,002163.SZ,002163,海南发展,装修装饰,4.13,-0.35,-1.0026831168831167,0.28,147.93
342,600850.SH,600850,华东电脑,软件服务,5.97,0.17,-0.9844368831168827,0.34,117.51
343,000712.SZ,000712,锦龙股份,证券,8.18,0.45,-0.9830161038961038,0.91,127.19
344,600662.SH,600662,强生控股,公共交通,-1.87,-0.72,-0.9805490909090909,0.11,93.96
345,000913.SZ,000913,钱江摩托,摩托车,12.1,0.31,-0.9795059740259741,0.48,91.21
346,300140.SZ,300140,中环装备,环境保护,-0.98,-0.77,-0.9771114285714285,0.16,23.33
347,600520.SH,600520,文一科技,机械基件,12.15,1.62,-0.9752631168831165,0.84,12.58
348,300653.SZ,300653,正海生物,医疗保健,3.74,0.06,-0.9599519480519482,0.73,86.26
349,000526.SZ,000526,学大教育,文教休闲,13.1,1.54,-0.9599444155844148,0.1,31.55
350,300279.SZ,300279,和晶科技,元器件,37.93,4.71,-0.9588431168831173,1.83,31.65
351,003010.SZ,003010,若羽臣,互联网,5.07,-0.26,-0.9583851948051947,0.28,9.08
352,300969.SZ,300969,恒帅股份,汽车配件,1.75,-0.28,-0.955758701298701,0.02,8.14
353,600579.SH,600579,克劳斯,化工机械,13.68,-0.49,-0.9547303896103894,1.61,26.21
354,600993.SH,600993,马应龙,中成药,8.84,0.49,-0.951415584415584,1.04,98.54
355,002580.SZ,002580,圣阳股份,电气设备,6.21,0.14,-0.9505716883116883,0.65,20.86
356,603444.SH,603444,吉比特,互联网,24.55,2.96,-0.948478181818182,1.46,415.05
357,002639.SZ,002639,雪人股份,专用机械,8.63,0.88,-0.9423883116883113,0.54,44.3
358,300407.SZ,300407,凯发电气,电气设备,1.04,-0.31,-0.940867012987013,0.15,13.94
359,601515.SH,601515,东风股份,广告包装,9.46,0.73,-0.9390498701298694,0.31,89.54
360,002412.SZ,002412,汉森制药,中成药,0.16,-0.33,-0.938890909090909,0.16,30.41
361,600008.SH,600008,首创股份,环境保护,5.46,0.38,-0.9339051948051948,0.34,226.82
362,002809.SZ,002809,红墙股份,化工原料,6.44,0.36,-0.9328132467532471,0.1,13.72
363,002817.SZ,002817,黄山胶囊,化学制药,5.64,0.3,-0.932423636363636,0.28,12.28
364,300179.SZ,300179,四方达,矿物制品,12.75,0.85,-0.931577662337662,0.72,20.09
365,002398.SZ,002398,垒知集团,其他建材,2.58,-0.02,-0.9307563636363636,0.14,39.85
366,600288.SH,600288,大恒科技,软件服务,11.71,0.62,-0.9305184415584417,0.49,57.48
367,603995.SH,603995,甬金股份,特种钢,28.67,3.2,-0.9275935064935057,1.27,39.88
368,002602.SZ,002602,世纪华通,互联网,4.56,0.47,-0.9229581818181819,0.3,354.85
369,002564.SZ,002564,天沃科技,建筑工程,-2.12,-1.14,-0.9210529870129868,0.54,32.13
370,002830.SZ,002830,名雕股份,装修装饰,3.84,0.23,-0.9197833766233767,0.21,6.49
371,002226.SZ,002226,江南化工,化工原料,0.6,-0.29,-0.9156051948051946,0.2,67.21
372,002299.SZ,002299,圣农发展,农业综合,5.01,0.35,-0.9155046753246752,0.08,313.06
373,002096.SZ,002096,南岭民爆,化工原料,9.4,0.86,-0.9091348051948052,0.4,29.78
374,002497.SZ,002497,雅化集团,化工原料,16.88,1.75,-0.9025483116883117,1.29,246.7
375,002886.SZ,002886,沃特股份,塑料,6.04,0.04,-0.9007150649350649,0.22,24.11
376,300713.SZ,300713,英可瑞,电气设备,1.18,-0.58,-0.897388051948052,0.32,14.2
377,300876.SZ,300876,蒙泰高新,化纤,3.72,-0.07,-0.8902348051948052,0.26,7.49
378,600305.SH,600305,恒顺醋业,食品,-3.05,-1.62,-0.8888231168831165,1.06,207.11
379,605155.SH,605155,西大门,化工原料,3.04,0.07,-0.8870929870129868,0.18,5.61
380,603815.SH,603815,交建股份,建筑工程,2.35,-0.14,-0.8819631168831168,0.11,14.94
381,605128.SH,605128,上海沿浦,汽车配件,5.5,0.47,-0.8773683116883115,0.07,6.18
382,603335.SH,603335,迪生力,汽车配件,6.12,-0.19,-0.8771563636363634,0.46,19.31
383,600909.SH,600909,华安证券,证券,0.81,-0.35,-0.8756755844155845,0.16,225.23
384,600755.SH,600755,厦门国贸,商贸代理,9.42,0.63,-0.8725735064935063,0.56,141.9
385,300569.SZ,300569,天能重工,专用机械,3.48,0.08,-0.8713680519480518,0.37,38.98
386,000626.SZ,000626,远大控股,商贸代理,0.6,-0.52,-0.8697111688311685,0.22,85.32
387,002792.SZ,002792,通宇通讯,通信设备,-0.87,-0.53,-0.8657067532467531,0.72,27.95
388,603021.SH,603021,山东华鹏,玻璃,6.44,0.59,-0.8636207792207793,0.39,16.93
389,300798.SZ,300798,锦鸡股份,染料涂料,3.12,0.04,-0.8635602597402597,0.22,19.45
390,600857.SH,600857,宁波中百,百货,19.11,1.54,-0.8584555844155843,0.9,28.94
391,000605.SZ,000605,渤海股份,水务,-0.18,-0.45,-0.8571571428571427,0.18,18.26
392,002035.SZ,002035,华帝股份,家用电器,-1.77,-0.63,-0.8548548051948053,0.14,56.42
393,600303.SH,600303,曙光股份,汽车整车,1.61,-0.17,-0.8522766233766234,0.27,25.61
394,002126.SZ,002126,银轮股份,汽车配件,4.76,-0.1,-0.851890909090909,0.29,79.92
395,300559.SZ,300559,佳发教育,软件服务,3.77,-0.14,-0.8509106493506495,0.22,27.15
396,000850.SZ,000850,华茂股份,纺织,1.31,-0.09,-0.850006753246753,0.26,36.51
397,300763.SZ,300763,锦浪科技,电气设备,-2.25,-2.01,-0.8485184415584415,0.08,115.46
398,002309.SZ,002309,中利集团,电气设备,1.77,-0.25,-0.8463376623376624,0.4,36.17
399,600979.SH,600979,广安爱众,水力发电,0.98,-0.19,-0.839428051948052,0.33,37.58
400,300292.SZ,300292,吴通控股,软件服务,19.65,3.38,-0.8345792207792213,1.16,42.8
401,600298.SH,600298,安琪酵母,食品,-1.51,-1.73,-0.8305828571428568,0.08,485.38
402,600919.SH,600919,江苏银行,银行,3.07,-0.15,-0.8288724675324676,0.27,1131.39
403,600906.SH,600906,财达证券,证券,0.66,-1.06,-0.825267792207792,3.62,76.0
404,003002.SZ,003002,壶化股份,化工原料,1.57,-0.21,-0.8244659740259741,0.15,6.63
405,600779.SH,600779,水井坊,白酒,13.85,2.12,-0.8227054545454533,1.85,693.24
406,300618.SZ,300618,寒锐钴业,小金属,11.83,1.34,-0.820938961038961,0.47,182.87
407,002795.SZ,002795,永和智控,机械基件,9.15,1.73,-0.8193768831168826,0.36,21.39
408,002050.SZ,002050,三花智控,机械基件,-0.89,-0.76,-0.8193501298701299,0.19,747.71
409,603992.SH,603992,松霖科技,家居用品,8.57,1.57,-0.8187122077922075,0.12,8.29
410,300803.SZ,300803,指南针,软件服务,8.23,0.39,-0.8186924675324673,0.82,76.97
411,002991.SZ,002991,甘源食品,食品,1.37,-0.08,-0.8129976623376621,0.11,17.03
412,603901.SH,603901,永创智能,专用机械,12.77,0.33,-0.8124872727272724,1.09,71.55
413,600771.SH,600771,广誉远,中成药,29.45,2.86,-0.8084833766233768,1.98,122.41
414,300228.SZ,300228,富瑞特装,化工机械,10.54,1.0,-0.8065864935064935,0.15,29.07
415,300390.SZ,300390,天华超净,元器件,57.72,5.43,-0.8006828571428573,2.62,177.42
416,300205.SZ,300205,天喻信息,元器件,30.04,4.58,-0.8004264935064942,1.78,52.18
417,003003.SZ,003003,天元股份,广告包装,8.6,-0.01,-0.7955563636363636,0.46,6.98
418,002241.SZ,002241,歌尔股份,元器件,-0.93,-0.91,-0.7954758441558438,0.45,1115.57
419,600461.SH,600461,洪城环境,水务,4.08,0.61,-0.7943597402597403,0.27,69.66
420,002494.SZ,002494,华斯股份,服饰,1.1,-0.19,-0.7870345454545453,0.27,10.86
421,002196.SZ,002196,方正电机,纺织机械,3.84,-0.12,-0.7832275324675325,0.78,35.46
422,300951.SZ,300951,博硕科技,元器件,2.7,-0.07,-0.782197142857143,0.24,17.2
423,300748.SZ,300748,金力永磁,元器件,10.24,0.54,-0.7818454545454546,0.64,112.49
424,600133.SH,600133,东湖高新,园区开发,1.35,-0.17,-0.7808423376623375,0.34,46.55
425,603896.SH,603896,寿仙谷,中成药,1.5,-0.19,-0.7771215584415583,0.24,56.09
426,300949.SZ,300949,奥雅设计,建筑工程,2.21,-0.21,-0.7757693506493505,0.17,8.19
427,000031.SZ,000031,大悦城,全国地产,-0.52,-0.38,-0.7741371428571426,0.26,72.79
428,300469.SZ,300469,信息发展,软件服务,12.41,2.03,-0.7710480519480516,0.48,19.88
429,002871.SZ,002871,伟隆股份,机械基件,-0.51,-0.49,-0.7672322077922077,0.21,8.58
430,300877.SZ,300877,金春股份,纺织,5.28,0.3,-0.7657587012987013,0.32,11.67
431,600577.SH,600577,精达股份,电气设备,17.81,1.02,-0.7643841558441558,1.86,109.33
432,600618.SH,600618,氯碱化工,化工原料,10.97,0.73,-0.7611771428571428,0.23,69.81
433,300648.SZ,300648,星云股份,电器仪表,8.28,0.34,-0.7587641558441558,1.04,25.08
434,600097.SH,600097,开创国际,渔业,4.57,-0.14,-0.7532867532467532,0.21,23.18
435,300121.SZ,300121,阳谷华泰,化工原料,6.02,0.44,-0.7471298701298698,0.37,50.15
436,002694.SZ,002694,顾地科技,塑料,0.0,-0.32,-0.7429880519480518,0.41,13.09
437,000426.SZ,000426,兴业矿业,铅锌,15.14,0.76,-0.7427820779220774,0.63,130.12
438,605198.SH,605198,德利股份,软饮料,12.29,1.96,-0.7410625974025975,0.89,5.9
439,600605.SH,600605,汇通能源,房产服务,4.56,0.65,-0.7406420779220779,0.12,17.97
440,603305.SH,603305,旭升股份,汽车配件,7.62,-0.01,-0.7393080519480518,0.51,149.04
441,300680.SZ,300680,隆盛科技,汽车配件,13.02,0.24,-0.7346602597402598,1.04,28.97
442,600051.SH,600051,宁波联合,综合类,4.23,-0.18,-0.7339262337662337,0.29,22.23
443,600423.SH,600423,柳化股份,农药化肥,47.12,5.89,-0.7275023376623375,3.01,36.66
444,603028.SH,603028,赛福天,钢加工,0.5,-0.27,-0.7273111688311686,0.33,26.63
445,600731.SH,600731,湖南海利,农药化肥,9.05,0.77,-0.7268366233766234,0.67,37.21
446,002498.SZ,002498,汉缆股份,电气设备,0.0,-0.35,-0.7241558441558441,0.27,120.43
447,300751.SZ,300751,迈为股份,专用机械,21.66,0.77,-0.7212703896103893,0.86,207.74
448,000538.SZ,000538,云南白药,中成药,8.53,-0.06,-0.7211023376623376,1.02,728.8
449,300257.SZ,300257,开山股份,机械基件,3.7,0.29,-0.7204722077922076,0.42,121.35
450,300700.SZ,300700,岱勒新材,矿物制品,4.21,0.16,-0.7169587012987012,0.59,9.63
451,002434.SZ,002434,万里扬,汽车配件,0.13,-0.27,-0.7154410389610388,0.13,103.24
452,002861.SZ,002861,瀛通通讯,通信设备,1.95,-0.15,-0.7133371428571429,0.14,15.24
453,603499.SH,603499,翔港科技,广告包装,0.76,-0.24,-0.7091833766233766,0.12,15.91
454,002910.SZ,002910,庄园牧场,乳制品,-0.2,-0.36,-0.7067716883116881,0.1,13.04
455,603393.SH,603393,新天然气,供气供热,1.61,-0.2,-0.703802857142857,0.05,71.24
456,002812.SZ,002812,恩捷股份,塑料,18.14,0.88,-0.7029719480519478,1.46,1065.17
457,002212.SZ,002212,天融信,软件服务,7.52,0.11,-0.701244935064935,0.32,227.64
458,300309.SZ,300309,吉艾科技,多元金融,4.07,-0.14,-0.7005587012987009,1.5,23.53
459,000989.SZ,000989,九芝堂,中成药,2.21,-0.57,-0.6983714285714284,0.44,54.59
460,002460.SZ,002460,赣锋锂业,小金属,10.59,0.33,-0.6982612987012985,0.68,1091.51
461,300580.SZ,300580,贝斯特,汽车配件,1.58,-0.52,-0.697991948051948,0.47,35.92
462,300425.SZ,300425,中建环能,环境保护,1.15,-0.15,-0.6960449350649351,0.23,29.48
463,600535.SH,600535,天士力,中成药,-2.53,-0.88,-0.6915345454545453,0.14,209.5
464,300322.SZ,300322,硕贝德,通信设备,17.5,2.46,-0.6912862337662338,0.94,46.78
465,300422.SZ,300422,博世科,环境保护,1.18,-0.07,-0.691187792207792,0.12,32.2
466,603706.SH,603706,东方环宇,供气供热,3.43,0.31,-0.6908449350649349,0.14,8.63
467,002235.SZ,002235,安妮股份,互联网,1.09,-0.73,-0.6907524675324672,0.55,30.43
468,600590.SH,600590,泰豪科技,电气设备,9.3,0.37,-0.6893675324675324,0.92,59.57
469,300201.SZ,300201,海伦哲,专用机械,8.68,1.38,-0.688550649350649,0.35,29.62
470,603813.SH,603813,原尚股份,仓储物流,1.44,-0.19,-0.6882415584415584,0.3,11.92
471,603217.SH,603217,元利科技,化工原料,5.24,0.25,-0.6849488311688313,0.31,13.67
472,002132.SZ,002132,恒星科技,钢加工,11.38,1.42,-0.6830441558441558,0.6,45.37
473,000032.SZ,000032,深桑达A,元器件,-0.3,-0.34,-0.6828064935064935,0.15,81.34
474,600375.SH,600375,汉马科技,汽车整车,0.87,-0.17,-0.6824246753246754,0.14,38.68
475,600763.SH,600763,通策医疗,医疗保健,5.65,0.24,-0.6815327272727272,0.77,1175.47
476,605179.SH,605179,一鸣食品,乳制品,17.12,0.73,-0.6806841558441556,0.9,12.69
477,300902.SZ,300902,国安达,专用机械,1.97,-0.39,-0.6749262337662338,0.17,7.6
478,605100.SH,605100,华丰股份,机械基件,-0.03,-0.31,-0.6744355844155845,0.02,8.78
479,300652.SZ,300652,雷迪克,汽车配件,7.64,0.36,-0.6721374025974026,0.34,15.77
480,600674.SH,600674,川投能源,水力发电,1.65,-0.12,-0.66886025974026,0.08,516.23
481,300135.SZ,300135,宝利国际,化工原料,0.43,-0.2,-0.6667641558441558,0.43,21.47
482,300308.SZ,300308,中际旭创,通信设备,6.86,0.08,-0.6639335064935065,1.18,277.25
483,600606.SH,600606,绿地控股,全国地产,1.56,0.0,-0.6625799999999998,0.17,714.27
484,002803.SZ,002803,吉宏股份,互联网,6.73,0.12,-0.6606815584415584,0.31,72.79
485,300584.SZ,300584,海辰药业,化学制药,-1.82,-0.8,-0.6602231168831167,0.2,12.43
486,300572.SZ,300572,安车检测,电器仪表,2.12,-0.38,-0.6587693506493504,0.42,48.87
487,603408.SH,603408,建霖家居,家居用品,2.52,0.29,-0.6568662337662337,0.2,6.96
488,002511.SZ,002511,中顺洁柔,造纸,2.11,0.04,-0.6565714285714286,0.21,433.47
489,600329.SH,600329,中新药业,中成药,5.43,0.22,-0.6550896103896103,0.28,144.01
490,603727.SH,603727,博迈科,石油开采,5.33,0.36,-0.6526410389610391,0.23,41.69
491,603590.SH,603590,康辰药业,化学制药,6.12,0.62,-0.651771948051948,0.52,31.39
492,002733.SZ,002733,雄韬股份,电气设备,7.61,0.49,-0.6513688311688312,0.45,60.86
493,300560.SZ,300560,中富通,通信设备,9.74,1.52,-0.6495002597402606,0.5,14.69
494,300952.SZ,300952,恒辉安防,纺织,3.29,0.21,-0.649428051948052,0.34,10.29
495,000565.SZ,000565,渝三峡A,染料涂料,6.68,0.87,-0.6493267532467532,0.71,26.32
496,300701.SZ,300701,森霸传感,元器件,5.01,0.23,-0.6479350649350648,0.38,35.71
497,603998.SH,603998,方盛制药,中成药,-2.57,-1.17,-0.6476041558441559,0.3,27.7
498,300438.SZ,300438,鹏辉能源,电气设备,34.06,3.09,-0.6474085714285711,1.75,76.01
499,002193.SZ,002193,如意集团,纺织,4.06,0.32,-0.6408296103896103,0.17,16.05
500,603379.SH,603379,三美股份,化工原料,7.34,0.57,-0.640457922077922,0.37,33.36
501,300811.SZ,300811,铂科新材,元器件,8.9,0.85,-0.6368657142857139,0.71,19.95
502,300316.SZ,300316,晶盛机电,专用机械,4.61,0.11,-0.6354657142857143,0.8,515.28
503,603798.SH,603798,康普顿,石油加工,3.55,0.36,-0.635374805194805,0.29,21.0
504,300346.SZ,300346,南大光电,元器件,27.4,1.95,-0.6348311688311687,1.63,134.0
505,300485.SZ,300485,赛升药业,生物制药,1.42,-0.02,-0.630304935064935,0.45,34.44
506,603200.SH,603200,上海洗霸,环境保护,4.62,-0.03,-0.6291241558441557,0.13,22.9
507,600660.SH,600660,福耀玻璃,汽车配件,5.91,0.89,-0.628847792207792,0.42,1065.59
508,002073.SZ,002073,软控股份,软件服务,4.89,0.37,-0.6266412987012986,0.43,46.04
509,601838.SH,601838,成都银行,银行,4.61,0.45,-0.6211457142857144,0.38,498.56
510,603259.SH,603259,药明康德,化学制药,7.08,0.48,-0.6192633766233766,0.9,3716.12
511,002623.SZ,002623,亚玛顿,玻璃,-0.82,-0.35,-0.619087012987013,0.22,50.44
512,300983.SZ,300983,尤安设计,建筑工程,-0.67,-0.31,-0.6163038961038961,0.04,18.64
513,002091.SZ,002091,江苏国泰,商贸代理,40.63,4.81,-0.6143161038961038,2.12,144.12
514,300432.SZ,300432,富临精工,汽车配件,39.02,5.48,-0.6122542857142861,2.45,104.87
515,600101.SH,600101,明星电力,水力发电,-0.7,-0.5,-0.6091818181818183,0.18,24.02
516,002605.SZ,002605,姚记科技,互联网,13.1,-0.6,-0.6090545454545453,0.81,76.5
517,002227.SZ,002227,奥特迅,电气设备,3.71,0.24,-0.6089568831168835,0.72,36.37
518,600283.SH,600283,钱江水利,水务,0.09,-0.26,-0.6077807792207792,0.36,39.36
519,300498.SZ,300498,温氏股份,农业综合,1.93,0.13,-0.6070290909090907,0.21,687.15
520,002213.SZ,002213,大为股份,汽车配件,0.95,-0.3,-0.5987498701298702,0.26,32.86
521,603029.SH,603029,天鹅股份,农用机械,2.54,0.06,-0.5971955844155843,0.16,11.7
522,000572.SZ,000572,海马汽车,汽车整车,18.94,1.4,-0.5969592207792209,1.62,95.9
523,600167.SH,600167,联美控股,供气供热,1.1,-0.32,-0.5934181818181818,0.11,210.96
524,600388.SH,600388,龙净环保,环境保护,-0.58,-0.3,-0.5917859740259739,0.12,91.83
525,002223.SZ,002223,鱼跃医疗,医疗保健,9.63,1.58,-0.5914709090909087,0.46,276.77
526,002763.SZ,002763,汇洁股份,服饰,5.46,0.15,-0.5908703896103896,0.69,20.46
527,000537.SZ,000537,广宇发展,区域地产,-0.55,-0.4,-0.5886953246753246,0.18,94.71
528,300433.SZ,300433,蓝思科技,元器件,1.11,-0.41,-0.5875127272727272,0.58,1237.96
529,000893.SZ,000893,亚钾国际,农药化肥,1.46,-0.72,-0.5862220779220777,1.06,64.53
530,300511.SZ,300511,雪榕生物,种植业,1.59,0.08,-0.5830314285714284,0.23,27.95
531,002507.SZ,002507,涪陵榨菜,食品,-0.83,-0.72,-0.5818506493506492,0.43,308.39
532,002676.SZ,002676,顺威股份,塑料,2.24,-0.35,-0.5774506493506493,0.57,26.28
533,600064.SH,600064,南京高科,园区开发,0.0,-0.36,-0.576716883116883,0.1,123.47
534,601869.SH,601869,长飞光纤,通信设备,2.29,0.08,-0.5757020779220777,0.29,26.24
535,605389.SH,605389,长龄液压,机械基件,12.39,1.46,-0.5755516883116887,0.69,15.83
536,002783.SZ,002783,凯龙股份,化工原料,2.19,-0.05,-0.5709303896103894,0.11,30.63
537,600736.SH,600736,苏州高新,园区开发,4.88,0.53,-0.5699594805194804,0.44,54.46
538,300039.SZ,300039,上海凯宝,中成药,2.19,-0.28,-0.5681480519480522,0.43,42.69
539,600212.SH,600212,江泉实业,综合类,12.95,2.36,-0.5669999999999988,0.77,22.31
540,601009.SH,601009,南京银行,银行,3.87,0.32,-0.5666911688311689,0.62,866.88
541,300210.SZ,300210,森远股份,专用机械,3.07,-0.03,-0.5610368831168832,0.27,14.51
542,300173.SZ,300173,福能东方,轻工机械,5.27,-0.1,-0.5605937662337662,0.38,34.19
543,600976.SH,600976,健民集团,中成药,7.23,0.1,-0.559308831168831,1.01,66.57
544,601633.SH,601633,长城汽车,汽车整车,8.19,0.48,-0.5588127272727275,0.95,2319.81
545,603121.SH,603121,华培动力,汽车配件,9.44,0.83,-0.5585610389610386,0.5,12.69
546,603681.SH,603681,永冠新材,化工原料,4.22,0.46,-0.558402337662338,0.81,15.99
547,600883.SH,600883,博闻科技,水泥,4.16,0.15,-0.5570199999999998,0.12,20.68
548,600332.SH,600332,白云山,中成药,-0.67,-0.48,-0.5562945454545455,0.19,438.64
549,002898.SZ,002898,赛隆药业,化学制药,-1.61,-0.54,-0.554889090909091,0.31,9.9
550,605169.SH,605169,洪通燃气,供气供热,4.42,0.37,-0.554616623376623,0.27,7.86
551,000413.SZ,000413,东旭光电,元器件,6.63,0.91,-0.5536948051948052,0.5,101.66
552,300515.SZ,300515,三德科技,电器仪表,4.01,0.37,-0.5490376623376623,0.22,16.78
553,000014.SZ,000014,沙河股份,全国地产,1.28,-0.12,-0.5471059740259739,0.13,15.98
554,601886.SH,601886,江河集团,装修装饰,5.15,0.14,-0.5461820779220777,0.58,82.51
555,002015.SZ,002015,协鑫能科,新型电力,-2.79,-1.68,-0.5454737662337659,1.06,39.15
556,600617.SH,600617,国新能源,供气供热,4.4,0.26,-0.5424755844155843,0.24,41.63
557,002101.SZ,002101,广东鸿图,汽车配件,4.16,0.02,-0.5418503896103896,0.14,39.77
558,603266.SH,603266,天龙股份,塑料,8.62,0.49,-0.5397602597402598,0.45,23.33
559,002489.SZ,002489,浙江永强,家居用品,2.0,0.05,-0.5394096103896104,0.29,67.36
560,000715.SZ,000715,中兴商业,百货,-0.59,-0.4,-0.5376483116883117,0.2,20.88
561,603960.SH,603960,克来机电,专用机械,2.24,-0.21,-0.5364114285714285,0.95,77.44
562,300337.SZ,300337,银邦股份,铝,5.17,-0.35,-0.5362768831168829,0.21,34.57
563,600178.SH,600178,东安动力,汽车配件,10.61,1.14,-0.5342545454545453,0.77,39.51
564,603596.SH,603596,伯特利,汽车配件,20.37,1.92,-0.5342132467532474,1.37,150.98
565,300237.SZ,300237,美晨生态,建筑工程,2.5,0.22,-0.5333072727272725,0.41,35.42
566,300127.SZ,300127,银河磁体,元器件,5.39,0.2,-0.5326553246753247,0.19,37.38
567,300217.SZ,300217,东方电热,电器仪表,6.83,0.77,-0.5277844155844155,0.68,27.52
568,600523.SH,600523,贵航股份,汽车配件,4.71,0.56,-0.5229485714285712,0.36,58.38
