,ts_code,name,industry,biggest_jump,last_daily_change,circ_mv
2703,600698.SH,湖南天雁,汽车配件,-0.126,0.07,325804.3257
1285,002835.SZ,同为股份,元器件,-0.126,0.05,61995.3268
3364,603587.SH,地素时尚,服饰,-0.125,0.48,131638.0
86,000416.SZ,民生控股,多元金融,-0.125,0.17,242959.9818
1128,002667.SZ,鞍重股份,工程机械,-0.125,0.01,108368.2234
1025,002564.SZ,天沃科技,化工机械,-0.125,0.01,312364.875
1065,002604.SZ,*ST龙力,食品,-0.124,0.01,97042.3995
3282,603329.SH,上海雅仕,仓储物流,-0.124,0.93,68739.0
2589,600571.SH,信雅达,软件服务,-0.124,0.03,292293.3312
3411,603676.SH,卫信康,化学制药,-0.124,0.07,78192.743
407,000929.SZ,兰州黄河,啤酒,-0.123,0.01,121669.0161
2163,600057.SH,厦门象屿,仓储物流,-0.123,0.02,925556.4528
2577,600558.SH,大西洋,钢加工,-0.123,0.02,299800.0136
755,002293.SZ,罗莱生活,纺织,-0.123,0.02,626776.8754
68,000158.SZ,常山北明,纺织,-0.123,0.1,865691.59
2209,600107.SH,美尔雅,服饰,-0.123,0.07,225360.0
600,002137.SZ,麦达数字,互联网,-0.123,0.15,214454.9218
54,000070.SZ,特发信息,通信设备,-0.123,0.05,379237.9066
2558,600533.SH,栖霞建设,区域地产,-0.123,0.05,336000.0
2640,600626.SH,申达股份,纺织,-0.122,0.02,367905.7787
222,000665.SZ,湖北广电,影视音像,-0.122,0.01,466304.4173
657,002194.SZ,*ST凡谷,通信设备,-0.122,0.04,330946.5363
3352,603559.SH,中通国脉,通信设备,-0.122,0.28,173306.73
3537,603937.SH,丽岛新材,铝,-0.122,0.15,87085.2917
3017,601360.SH,三六零,互联网,-0.122,0.2,869829.5502
1317,002869.SZ,金溢科技,通信设备,-0.122,0.06,72954.1162
1247,002793.SZ,东音股份,专用机械,-0.122,0.05,66164.321
3208,603159.SH,上海亚虹,专用机械,-0.122,0.21,45400.0
3201,603133.SH,碳元科技,元器件,-0.122,0.27,178497.5466
3519,603900.SH,莱绅通灵,服饰,-0.122,0.28,101971.9151
352,000851.SZ,高鸿股份,软件服务,-0.122,0.12,385420.2143
3287,603336.SH,宏辉果蔬,农业综合,-0.121,0.37,113803.3515
2431,600365.SH,通葡股份,红黄药酒,-0.121,0.11,157600.0
1155,002694.SZ,顾地科技,塑料,-0.121,0.14,234351.0268
777,002315.SZ,焦点科技,互联网,-0.121,0.05,159883.2448
3528,603918.SH,金桥信息,软件服务,-0.121,0.22,220304.448
716,002253.SZ,川大智胜,软件服务,-0.121,0.07,294236.8676
3187,603106.SH,恒银金融,电脑设备,-0.12,0.26,154464.75
411,000933.SZ,神火股份,煤炭开采,-0.12,0.04,782993.0838
2683,600678.SH,四川金顶,水泥,-0.12,0.12,224749.56
3367,603590.SH,康辰药业,化学制药,-0.12,0.69,134800.0
753,002291.SZ,星期六,服饰,-0.119,0.16,194393.5149
2326,600239.SH,云南城投,区域地产,-0.119,0.04,510608.4371
622,002159.SZ,三特索道,旅游服务,-0.119,0.22,252436.8446
36,000043.SZ,中航善达,房产服务,-0.119,0.07,499447.9298
597,002134.SZ,天津普林,元器件,-0.119,0.07,150460.058
2769,600768.SH,宁波富邦,铝,-0.119,0.22,133078.464
324,000807.SZ,云铝股份,铝,-0.119,0.02,986430.1198
1318,002870.SZ,香山股份,电器仪表,-0.118,0.1,56591.3479
2215,600113.SH,浙江东日,区域地产,-0.118,0.15,226843.2
2750,600747.SH,ST大控,多元金融,-0.118,0.02,143684.3339
3503,603879.SH,永悦科技,化工原料,-0.118,0.02,77193.0
2770,600769.SH,祥龙电业,建筑施工,-0.118,0.02,159365.31
3034,601577.SH,长沙银行,银行,-0.118,0.07,300412.4201
2869,600880.SH,博瑞传播,广告包装,-0.118,0.02,294812.7762
3202,603136.SH,天目湖,旅游景点,-0.118,0.37,56860.0
865,002403.SZ,爱仕达,家用电器,-0.118,0.05,247317.6365
1144,002683.SZ,宏大爆破,化工原料,-0.118,0.04,529751.8891
2222,600120.SH,浙江东方,商贸代理,-0.117,0.28,881289.8578
3256,603283.SH,赛腾股份,专用机械,-0.117,0.49,68600.0
570,002107.SZ,沃华医药,中成药,-0.117,0.01,245158.0581
3262,603299.SH,井神股份,化工原料,-0.117,0.03,146912.276
2866,600876.SH,洛阳玻璃,玻璃,-0.117,0.18,317523.2194
1380,002938.SZ,鹏鼎控股,元器件,-0.117,0.27,403575.8212
1309,002861.SZ,瀛通通讯,通信设备,-0.117,0.11,97571.3824
3380,603609.SH,禾丰牧业,饲料,-0.117,0.01,616732.94
1295,002846.SZ,英联股份,广告包装,-0.116,0.25,55188.0
221,000663.SZ,永安林业,林业,-0.116,0.01,141066.3864
836,002374.SZ,丽鹏股份,建筑施工,-0.116,0.03,235222.3888
1320,002872.SZ,天圣制药,化学制药,-0.116,0.17,191814.1351
439,000973.SZ,佛塑科技,塑料,-0.116,0.02,337622.5888
3416,603683.SH,晶华新材,化工原料,-0.116,0.25,61546.48
1365,002921.SZ,联诚精密,汽车配件,-0.116,0.26,55520.0
1160,002699.SZ,美盛文化,服饰,-0.116,0.01,489367.4694
2219,600117.SH,西宁特钢,特种钢,-0.116,0.02,271286.2462
1034,002573.SZ,清新环境,环境保护,-0.116,0.08,876933.8525
1348,002902.SZ,铭普光磁,元器件,-0.115,0.16,166377.05
709,002246.SZ,北化股份,化工原料,-0.115,0.06,287925.8291
1096,002635.SZ,安洁科技,电脑设备,-0.115,0.13,426230.1492
2231,600130.SH,波导股份,通信设备,-0.115,0.05,282624.0
309,000789.SZ,万年青,水泥,-0.115,0.09,705965.6474
1360,002916.SZ,深南电路,元器件,-0.115,0.35,645150.6435
1110,002649.SZ,博彦科技,软件服务,-0.115,0.08,314919.027
644,002181.SZ,粤传媒,出版业,-0.115,0.08,453773.0308
2832,600838.SH,上海九百,百货,-0.115,0.04,254960.9399
1279,002828.SZ,贝肯能源,石油开采,-0.114,0.03,127764.1358
1224,002769.SZ,普路通,仓储物流,-0.114,0.54,227561.9628
1146,002685.SZ,华东重机,工程机械,-0.114,0.02,385768.4518
568,002105.SZ,信隆健康,文教休闲,-0.114,0.04,151453.5
225,000668.SZ,荣丰控股,区域地产,-0.114,0.08,154022.8127
2711,600707.SH,彩虹股份,元器件,-0.114,0.01,561553.3809
2509,600478.SH,科力远,元器件,-0.114,0.03,593753.4187
3511,603888.SH,新华网,互联网,-0.114,0.04,238763.8829
2746,600743.SH,华远地产,区域地产,-0.113,0.03,588871.3194
3374,603602.SH,纵横通信,通信设备,-0.113,0.28,165925.76
1378,002936.SZ,郑州银行,银行,-0.113,0.02,312000.0
681,002218.SZ,拓日新能,半导体,-0.113,0.02,352558.0254
102,000502.SZ,绿景控股,医疗保健,-0.113,0.17,136961.5962
3097,601929.SH,吉视传媒,影视音像,-0.113,0.01,659506.4616
1340,002893.SZ,华通热力,供气供热,-0.112,0.08,108795.9744
3275,603319.SH,湘油泵,汽车配件,-0.112,0.21,114550.854
1214,002758.SZ,华通医药,医药商业,-0.112,0.05,133532.5201
727,002265.SZ,西仪股份,汽车配件,-0.112,0.06,270430.6086
3125,603009.SH,北特科技,汽车配件,-0.112,0.06,200736.362
3084,601881.SH,中国银河,证券,-0.112,0.06,894370.4836
3538,603938.SH,三孚股份,化工原料,-0.112,0.09,95428.0214
3440,603725.SH,天安新材,塑料,-0.112,0.12,107693.4293
1021,002560.SZ,通达股份,电气设备,-0.112,0.09,126904.8223
2493,600455.SH,博通股份,软件服务,-0.111,0.04,143278.652
3311,603387.SH,基蛋生物,生物制药,-0.111,0.03,265138.0128
664,002201.SZ,九鼎新材,玻璃,-0.111,0.04,149089.5972
429,000962.SZ,东方钽业,小金属,-0.111,0.1,294034.317
3471,603809.SH,豪能股份,汽车配件,-0.11,0.01,127893.864
942,002480.SZ,新筑股份,机械基件,-0.11,0.04,320791.0108
3462,603790.SH,雅运股份,染料涂料,-0.11,0.92,87216.0
2581,600562.SH,国睿科技,通信设备,-0.11,0.3,830103.2097
3085,601882.SH,海天精工,机床制造,-0.11,0.09,91810.26
2619,600603.SH,广汇物流,仓储物流,-0.11,0.06,227835.2054
1142,002681.SZ,奋达科技,家用电器,-0.11,0.03,428688.8546
166,000585.SZ,*ST东电,电气设备,-0.11,0.03,127978.4054
2508,600477.SH,杭萧钢构,钢加工,-0.11,0.02,651848.1172
3474,603813.SH,原尚股份,仓储物流,-0.11,0.2,92402.94
3501,603877.SH,太平鸟,服饰,-0.109,0.18,365299.6854
3446,603733.SH,仙鹤股份,造纸,-0.109,0.24,92566.0
3396,603648.SH,畅联股份,仓储物流,-0.109,0.4,324273.2135
3550,603977.SH,国泰集团,化工原料,-0.109,0.06,130908.288
2368,600289.SH,*ST信通,软件服务,-0.109,0.02,152799.1247
2878,600889.SH,南京化纤,化纤,-0.109,0.12,146164.9787
3210,603161.SH,科华控股,汽车配件,-0.109,0.15,53941.0
2315,600228.SH,ST昌九,化工原料,-0.109,0.04,197882.4
1347,002901.SZ,大博医疗,医疗保健,-0.109,0.08,128708.802
3013,601330.SH,绿色动力,环境保护,-0.109,0.86,162680.0
2189,600084.SH,中葡股份,红黄药酒,-0.109,0.02,366334.9466
3541,603958.SH,哈森股份,服饰,-0.109,0.13,54515.1707
3185,603103.SH,横店影视,影视音像,-0.109,0.29,113950.0
552,002089.SZ,新海宜,通信设备,-0.109,0.07,419503.3315
1070,002609.SZ,捷顺科技,软件服务,-0.108,0.13,220881.2479
295,000762.SZ,西藏矿业,小金属,-0.108,0.04,348396.2455
3292,603348.SH,文灿股份,汽车配件,-0.108,0.97,124135.0
1310,002862.SZ,实丰文化,文教休闲,-0.108,1.77,68458.52
2763,600761.SH,安徽合力,工程机械,-0.108,0.05,660981.4562
494,002031.SZ,巨轮智能,汽车配件,-0.108,0.01,374341.933
3488,603843.SH,正平股份,建筑施工,-0.108,0.16,163910.8831
2281,600189.SH,吉林森工,林业,-0.108,0.05,165582.9914
3486,603838.SH,四通股份,陶瓷,-0.108,0.02,267746.72
119,000524.SZ,岭南控股,酒店餐饮,-0.107,0.02,200736.6296
384,000901.SZ,航天科技,航空,-0.107,0.05,536955.004
2403,600329.SH,中新药业,中成药,-0.107,0.1,741287.1796
2396,600321.SH,*ST正源,其他建材,-0.107,0.01,276430.65
2303,600215.SH,长春经开,园区开发,-0.107,0.02,331103.4106
3449,603757.SH,大元泵业,专用机械,-0.107,0.05,70875.0
2636,600621.SH,华鑫股份,证券,-0.107,0.35,525615.5255
2244,600148.SH,长春一东,汽车配件,-0.107,0.1,211001.027
1355,002910.SZ,庄园牧场,乳制品,-0.107,0.16,93462.6719
3064,601777.SH,力帆股份,摩托车,-0.107,0.04,505637.9916
2197,600094.SH,大名城,区域地产,-0.107,0.04,869663.0955
3283,603330.SH,上海天洋,塑料,-0.107,0.47,66924.4011
491,002028.SZ,思源电气,电气设备,-0.106,0.36,603985.4799
1373,002930.SZ,宏川智慧,仓储物流,-0.106,0.98,171905.58
2904,600962.SH,国投中鲁,软饮料,-0.106,0.2,210836.6
3173,603081.SH,大丰实业,专用机械,-0.106,0.28,95214.6563
2896,600929.SH,湖南盐业,食品,-0.106,0.14,125550.0
1120,002659.SZ,凯文教育,文教休闲,-0.106,0.02,238221.9785
2247,600151.SH,航天机电,半导体,-0.105,0.1,570753.9438
2446,600381.SH,青海春天,医疗保健,-0.105,0.02,352235.7382
855,002393.SZ,力生制药,化学制药,-0.105,0.51,393372.9628
140,000548.SZ,湖南投资,路桥,-0.105,0.06,224640.4707
10,000012.SZ,南玻A,玻璃,-0.105,0.01,723835.433
2964,601101.SH,昊华能源,煤炭开采,-0.105,0.05,764398.8993
3130,603015.SH,弘讯科技,电气设备,-0.105,0.04,252795.729
3179,603090.SH,宏盛股份,专用机械,-0.105,0.15,53699.316
1031,002570.SZ,*ST因美,乳制品,-0.105,0.03,513114.8904
2617,600601.SH,方正科技,电脑设备,-0.105,0.04,579451.2779
204,000631.SZ,顺发恒业,区域地产,-0.105,0.05,746783.3846
1198,002740.SZ,爱迪尔,服饰,-0.105,0.03,92282.3929
754,002292.SZ,奥飞娱乐,影视音像,-0.105,0.03,467132.8411
327,000811.SZ,冰轮环境,工程机械,-0.105,0.05,354600.3518
1187,002729.SZ,好利来,元器件,-0.105,0.51,142628.52
3481,603825.SH,华扬联众,互联网,-0.105,0.55,142735.4136
3038,601599.SH,鹿港文化,影视音像,-0.104,0.05,284779.2635
326,000810.SZ,创维数字,家用电器,-0.104,0.01,583232.973
2660,600650.SH,锦江投资,公共交通,-0.104,0.07,397980.7164
389,000908.SZ,景峰医药,化学制药,-0.104,0.08,321692.6686
2631,600616.SH,金枫酒业,红黄药酒,-0.104,0.01,253707.2617
2364,600284.SH,浦东建设,建筑施工,-0.104,0.01,502592.608
863,002401.SZ,中远海科,软件服务,-0.104,0.03,273120.7616
2777,600777.SH,新潮能源,综合类,-0.104,0.01,732057.9556
1369,002926.SZ,华西证券,证券,-0.104,0.06,475650.0
2367,600288.SH,大恒科技,软件服务,-0.103,0.08,308817.6
811,002349.SZ,精华制药,中成药,-0.103,0.03,477422.1264
1105,002644.SZ,佛慈制药,中成药,-0.103,0.07,418228.083
810,002348.SZ,高乐股份,文教休闲,-0.103,0.08,251907.6893
2358,600278.SH,东方创业,商贸代理,-0.103,0.22,478895.6747
2725,600722.SH,金牛化工,化工原料,-0.103,0.03,327233.7642
408,000930.SZ,中粮生化,农业综合,-0.103,0.06,760920.3697
3182,603099.SH,长白山,旅游景点,-0.103,0.03,234402.93
2677,600671.SH,天目药业,中成药,-0.102,0.15,196578.6608
3257,603286.SH,日盈电子,汽车配件,-0.102,0.14,66979.464
1186,002728.SZ,特一药业,中成药,-0.102,0.19,156692.7727
215,000655.SZ,*ST金岭,普钢,-0.102,0.03,200034.3173
2674,600666.SH,奥瑞德,元器件,-0.102,0.07,274850.1919
3178,603089.SH,正裕工业,汽车配件,-0.102,0.29,55895.3218
2183,600078.SH,澄星股份,化工原料,-0.102,0.02,215998.7527
128,000534.SZ,万泽股份,区域地产,-0.101,0.03,507580.452
1020,002559.SZ,亚威股份,机床制造,-0.101,0.01,207508.1203
1112,002651.SZ,利君股份,专用机械,-0.101,0.05,178871.4763
660,002197.SZ,证通电子,电器仪表,-0.101,0.02,303328.6832
2652,600641.SH,万业企业,区域地产,-0.101,0.1,742472.2069
2182,600077.SH,宋都股份,全国地产,-0.101,0.01,369873.762
2132,600012.SH,皖通高速,路桥,-0.101,0.03,655067.2
3149,603036.SH,如通股份,专用机械,-0.101,0.01,60906.32
1088,002627.SZ,宜昌交运,公共交通,-0.101,0.05,192733.4135
1003,002542.SZ,中化岩土,建筑施工,-0.101,0.05,375087.1736
3145,603031.SH,安德利,百货,-0.1,0.11,69324.6924
2505,600470.SH,六国化工,农药化肥,-0.1,0.02,202380.8
209,000637.SZ,茂化实华,石油加工,-0.1,0.09,147697.4717
1226,002771.SZ,真视通,软件服务,-0.1,0.05,104230.7784
3260,603297.SH,永新光学,电器仪表,-0.1,0.92,94311.0
3307,603380.SH,易德龙,元器件,-0.1,0.26,68393.7744
3300,603365.SH,水星家纺,纺织,-0.1,0.15,120562.824
2612,600596.SH,新安股份,农药化肥,-0.1,0.01,797362.7591
712,002249.SZ,大洋电机,电气设备,-0.1,0.01,479287.2606
740,002278.SZ,神开股份,化工机械,-0.1,0.01,227024.16
263,000716.SZ,黑芝麻,食品,-0.1,0.04,180350.0404
2473,600418.SH,江淮汽车,汽车整车,-0.1,0.01,950442.6827
2714,600711.SH,盛屯矿业,小金属,-0.099,0.06,761999.6232
1336,002889.SZ,东方嘉盛,仓储物流,-0.099,0.7,97469.054
3516,603897.SH,长城科技,电气设备,-0.099,0.64,98744.4
2533,600506.SH,香梨股份,种植业,-0.099,0.05,141207.7706
3255,603278.SH,大业股份,钢加工,-0.099,0.06,126165.4056
2174,600069.SH,银鸽投资,造纸,-0.098,0.01,524498.3316
2427,600360.SH,华微电子,半导体,-0.098,0.01,392025.618
2529,600501.SH,航天晨光,汽车配件,-0.098,0.02,270464.0712
2789,600791.SH,京能置业,全国地产,-0.098,0.04,178663.9099
3301,603366.SH,日出东方,家用电器,-0.098,0.11,380800.0
885,002423.SZ,中原特钢,特种钢,-0.098,0.07,470292.4495
3484,603829.SH,洛凯股份,电气设备,-0.098,0.08,72182.8
1311,002863.SZ,今飞凯达,汽车配件,-0.098,0.12,126332.304
683,002220.SZ,天宝食品,食品,-0.098,0.07,160308.3745
531,002068.SZ,黑猫股份,化工原料,-0.098,0.09,397584.6535
2817,600822.SH,上海物贸,商贸代理,-0.098,0.11,380698.1396
787,002325.SZ,洪涛股份,装修装饰,-0.097,0.04,282553.0899
1139,002678.SZ,珠江钢琴,文教休闲,-0.097,0.01,799281.4522
3236,603220.SH,贝通信,通信设备,-0.097,0.32,169471.08
3557,603988.SH,中电电机,电气设备,-0.097,0.11,237552.0
1290,002840.SZ,华统股份,食品,-0.097,0.02,201028.4269
2587,600569.SH,安阳钢铁,普钢,-0.097,0.02,780341.1434
2743,600740.SH,山西焦化,焦炭加工,-0.097,0.1,578012.827
2767,600766.SH,园城黄金,黄金,-0.096,0.1,175114.8803
3031,601558.SH,ST锐电,电气设备,-0.096,0.01,644913.5999
768,002306.SZ,*ST云网,酒店餐饮,-0.096,0.07,254098.7222
294,000761.SZ,本钢板材,普钢,-0.096,0.03,982224.0
1200,002742.SZ,三圣股份,其他建材,-0.096,0.02,222380.8394
2373,600295.SH,鄂尔多斯,小金属,-0.096,0.04,483480.0
484,002021.SZ,中捷资源,纺织机械,-0.096,0.18,212428.2424
2372,600293.SH,三峡新材,玻璃,-0.096,0.03,214969.6224
1038,002577.SZ,雷柏科技,电脑设备,-0.096,0.01,291138.7104
2328,600241.SH,时代万恒,商贸代理,-0.096,0.1,153455.9139
759,002297.SZ,博云新材,矿物制品,-0.096,0.11,248496.57
2216,600114.SH,东睦股份,机械基件,-0.095,0.05,418703.0239
2724,600721.SH,百花村,生物制药,-0.095,0.07,172106.6829
2537,600510.SH,黑牡丹,全国地产,-0.095,0.02,484473.3243
450,000987.SZ,越秀金控,多元金融,-0.095,0.27,437681.4687
3079,601869.SH,长飞光纤,通信设备,-0.095,0.15,279515.4009
2539,600512.SH,腾达建设,建筑施工,-0.095,0.06,365901.0608
2265,600171.SH,上海贝岭,半导体,-0.095,0.08,664374.4642
3308,603383.SH,顶点软件,软件服务,-0.095,0.09,173413.1717
3383,603615.SH,茶花股份,家居用品,-0.095,0.1,65729.174
1278,002827.SZ,高争民爆,化工原料,-0.095,0.2,93077.941
419,000950.SZ,重药控股,农药化肥,-0.095,0.07,379678.9902
582,002119.SZ,康强电子,半导体,-0.095,0.06,252163.94
3499,603871.SH,嘉友国际,仓储物流,-0.095,0.35,98112.0
1287,002837.SZ,英维克,专用机械,-0.095,0.1,106941.176
161,000573.SZ,粤宏远A,区域地产,-0.095,0.15,208428.6334
288,000755.SZ,山西路桥,公路,-0.095,0.18,224308.4888
1337,002890.SZ,弘宇股份,农用机械,-0.095,0.36,91602.6501
1072,002611.SZ,东方精工,轻工机械,-0.094,0.01,435739.0883
812,002350.SZ,北京科锐,电气设备,-0.094,0.16,313372.1
3533,603928.SH,兴业股份,化工原料,-0.094,0.18,92085.7905
1111,002650.SZ,加加食品,食品,-0.094,0.15,375049.327
95,000426.SZ,兴业矿业,铅锌,-0.094,0.11,663800.6846
2951,601020.SH,华钰矿业,铅锌,-0.094,0.04,258320.5654
3399,603656.SH,泰禾光电,专用机械,-0.094,0.24,91766.8045
2223,600121.SH,郑州煤电,煤炭开采,-0.094,0.01,312725.7564
702,002239.SZ,奥特佳,汽车配件,-0.094,0.01,668689.4587
1344,002898.SZ,赛隆药业,化学制药,-0.094,0.26,91553.3288
1254,002801.SZ,微光股份,电气设备,-0.094,0.54,66446.08
678,002215.SZ,诺普信,农药化肥,-0.094,0.05,480827.24
741,002279.SZ,久其软件,软件服务,-0.093,0.09,449179.9715
2969,601113.SH,华鼎股份,化纤,-0.093,0.08,656443.4
3422,603693.SH,江苏新能,新型电力,-0.093,0.34,164256.0
2468,600408.SH,*ST安泰,焦炭加工,-0.093,0.01,274856.4
633,002170.SZ,芭田股份,农药化肥,-0.093,0.03,197698.3403
229,000672.SZ,上峰水泥,水泥,-0.093,0.11,709464.4939
3299,603363.SH,傲农生物,饲料,-0.093,0.09,171481.4238
1299,002850.SZ,科达利,机械基件,-0.092,0.28,159227.4
2825,600830.SH,香溢融通,多元金融,-0.092,0.07,236702.1512
3055,601678.SH,滨化股份,化工原料,-0.092,0.06,684169.2
2834,600841.SH,上柴股份,机械基件,-0.092,0.07,380981.5469
3157,603045.SH,福达合金,电气设备,-0.092,2.66,79983.32
2773,600773.SH,西藏城投,区域地产,-0.092,0.1,495865.2908
3477,603818.SH,曲美家居,家居用品,-0.092,0.01,333074.56
3234,603214.SH,爱婴室,百货,-0.092,0.6,97175.0
3271,603313.SH,梦百合,家居用品,-0.091,0.14,159670.9144
2331,600246.SH,万通地产,区域地产,-0.091,0.03,427096.8
718,002255.SZ,海陆重工,专用机械,-0.091,0.14,231045.6302
3442,603727.SH,博迈科,石油开采,-0.091,0.02,120105.42
2422,600354.SH,敦煌种业,种植业,-0.091,0.03,210593.0299
314,000795.SZ,英洛华,矿物制品,-0.091,0.04,336821.2528
65,000155.SZ,川能动力,农药化肥,-0.091,0.02,354261.6
1281,002830.SZ,名雕股份,装修装饰,-0.091,0.1,66732.0
890,002428.SZ,云南锗业,小金属,-0.09,0.04,349772.9711
967,002505.SZ,大康农业,农业综合,-0.09,0.01,828291.2022
1127,002666.SZ,德联集团,化工原料,-0.09,0.09,182846.7152
435,000969.SZ,安泰科技,钢加工,-0.09,0.14,437973.5031
2466,600405.SH,动力源,电气设备,-0.09,0.04,246207.5744
443,000978.SZ,桂林旅游,旅游景点,-0.09,0.02,194068.7961
3074,601828.SH,美凯龙,其他商业,-0.09,0.02,355320.0
2345,600262.SH,北方股份,汽车整车,-0.09,0.15,301920.0
2645,600634.SH,*ST富控,互联网,-0.09,0.12,185385.7301
207,000635.SZ,英力特,化工原料,-0.09,0.07,260655.3377
3353,603566.SH,普莱柯,生物制药,-0.09,0.01,407978.424
2196,600093.SH,易见股份,仓储物流,-0.09,0.08,923774.2925
1327,002880.SZ,卫光生物,生物制药,-0.09,0.16,112509.0
144,000553.SZ,沙隆达A,农药化肥,-0.09,0.06,240552.2547
2320,600233.SH,圆通速递,仓储物流,-0.089,0.11,805302.1755
27,000032.SZ,深桑达A,元器件,-0.089,0.05,206224.6418
2905,600963.SH,岳阳林纸,造纸,-0.089,0.04,436040.5239
2294,600203.SH,福日电子,元器件,-0.089,0.02,163152.2503
2729,600726.SH,华电能源,火力发电,-0.089,0.03,360648.6605
1319,002871.SZ,伟隆股份,机械基件,-0.089,0.39,61614.8
1121,002660.SZ,茂硕电源,电气设备,-0.089,0.42,136490.7864
2402,600328.SH,兰太实业,化工原料,-0.089,0.04,312754.1861
78,000404.SZ,长虹华意,专用机械,-0.089,0.03,275100.385
887,002425.SZ,凯撒文化,互联网,-0.088,0.04,457693.1503
3117,603000.SH,人民网,互联网,-0.088,0.04,840325.2026
15,000019.SZ,深深宝A,软饮料,-0.088,0.1,320701.0244
1218,002762.SZ,金发拉比,服饰,-0.088,0.06,110050.3881
1048,002587.SZ,奥拓电子,元器件,-0.088,0.02,195749.8988
3496,603866.SH,桃李面包,食品,-0.088,0.03,359583.8354
2273,600180.SH,瑞茂通,仓储物流,-0.088,0.05,766424.0079
612,002149.SZ,西部材料,小金属,-0.087,0.04,241167.3684
3176,603086.SH,先达股份,农药化肥,-0.087,0.05,165041.2791
388,000906.SZ,浙商中拓,批发业,-0.087,0.04,340254.3535
1302,002853.SZ,皮阿诺,家居用品,-0.087,0.93,109562.0466
2918,600980.SH,北矿科技,元器件,-0.087,0.07,156319.5468
58,000090.SZ,天健集团,建筑施工,-0.087,0.04,734435.2416
3502,603878.SH,武进不锈,钢加工,-0.087,0.22,120101.0208
981,002519.SZ,银河电子,通信设备,-0.087,0.02,324303.6596
2556,600531.SH,豫光金铅,铅锌,-0.087,0.02,412111.7157
854,002392.SZ,北京利尔,其他建材,-0.086,0.09,252047.1419
106,000506.SZ,中润资源,区域地产,-0.086,0.01,326892.1783
1270,002819.SZ,东方中科,电器仪表,-0.086,0.92,93194.7247
90,000420.SZ,吉林化纤,化纤,-0.086,0.02,319296.5806
1276,002825.SZ,纳尔股份,化工原料,-0.086,0.06,62326.3595
2271,600178.SH,东安动力,汽车配件,-0.086,0.04,210708.48
356,000859.SZ,国风塑业,塑料,-0.086,0.04,220315.119
3075,601838.SH,成都银行,银行,-0.086,0.04,300539.3115
950,002488.SZ,金固股份,汽车配件,-0.086,0.08,548394.8307
116,000520.SZ,长航凤凰,水运,-0.086,0.03,302612.953
3324,603466.SH,风语筑,文教休闲,-0.086,0.04,126544.0
2455,600391.SH,航发科技,航空,-0.086,0.09,383940.4538
2496,600459.SH,贵研铂业,小金属,-0.085,0.12,403054.0252
3391,603633.SH,徕木股份,元器件,-0.085,0.3,116153.0616
2641,600628.SH,新世界,百货,-0.085,0.02,354178.3138
3423,603696.SH,安记食品,食品,-0.085,0.33,194544.0
929,002467.SZ,二六三,电信运营,-0.085,0.14,329402.773
1199,002741.SZ,光华科技,化工原料,-0.085,0.04,620209.6735
2238,600138.SH,中青旅,旅游服务,-0.085,0.01,977907.84
2447,600382.SH,广东明珠,商贸代理,-0.085,0.15,286725.3974
2926,600988.SH,赤峰黄金,黄金,-0.085,0.01,614770.4248
375,000889.SZ,中嘉博创,通信设备,-0.084,0.01,709295.4754
3127,603011.SH,合锻智能,机床制造,-0.084,0.03,192107.1225
569,002106.SZ,莱宝高科,元器件,-0.084,0.06,430758.894
2877,600888.SH,新疆众和,铝,-0.084,0.04,364280.4181
112,000516.SZ,国际医学,百货,-0.084,0.02,950865.3572
2583,600565.SH,迪马股份,全国地产,-0.084,0.03,641938.373
1384,002942.SZ,新农股份,农药化肥,-0.084,0.44,94320.0
287,000753.SZ,漳州发展,汽车服务,-0.084,0.06,268780.5497
3193,603117.SH,万林股份,仓储物流,-0.084,0.08,238463.9269
3129,603013.SH,亚普股份,汽车配件,-0.084,0.7,110400.0
383,000900.SZ,现代投资,路桥,-0.084,0.01,615786.342
3460,603788.SH,宁波高发,汽车配件,-0.083,0.37,352504.3129
3405,603663.SH,三祥新材,矿物制品,-0.083,0.17,77035.033
195,000620.SZ,新华联,全国地产,-0.083,0.06,756775.5873
1052,002591.SZ,恒大高新,化工原料,-0.083,0.56,140232.9
3543,603960.SH,克来机电,专用机械,-0.083,0.01,147705.8282
1152,002691.SZ,冀凯股份,专用机械,-0.083,0.32,272967.5305
1172,002713.SZ,东易日盛,装修装饰,-0.083,0.22,125199.5735
99,000488.SZ,晨鸣纸业,造纸,-0.082,0.03,982638.3145
1190,002732.SZ,燕塘乳业,乳制品,-0.082,0.05,262533.1753
659,002196.SZ,方正电机,纺织机械,-0.082,0.08,170722.1543
3296,603358.SH,华达科技,汽车配件,-0.082,0.18,155327.3642
2458,600395.SH,盘江股份,煤炭开采,-0.082,0.01,867247.1752
2796,600798.SH,宁波海运,水运,-0.082,0.04,348427.6204
96,000428.SZ,华天酒店,酒店餐饮,-0.082,0.02,274079.9171
790,002328.SZ,新朋股份,汽车配件,-0.082,0.48,210991.9833
891,002429.SZ,兆驰股份,家用电器,-0.082,0.01,802532.1909
2758,600756.SH,浪潮软件,软件服务,-0.082,0.08,513372.4248
2259,600165.SH,新日恒力,钢加工,-0.082,0.42,389698.868
251,000701.SZ,厦门信达,综合类,-0.082,0.01,237695.5474
2333,600248.SH,延长化建,建筑施工,-0.081,0.04,253371.6853
