,ts_code,symbol,name,industry,COL_MA,COL_LASTPRICE,COL_MA_CLOSE_GAP,COL_MA_10,COL_MA_20,COL_MA_GAP,concept
181,002179.SZ,002179,中航光电,元器件,40.68,42.51,4.5,40.77,40.68,0.22,"5G, MSCI, 新进指数成份股, 央企改革, 军工研究所, 社保重仓, 大飞机, 回购, 军工, 军民融合, 新能源汽车, "
182,002568.SZ,002568,百润股份,红黄药酒,16.89,17.65,4.5,17.3,16.89,2.43,"社保重仓, 回购, 饮料, "
183,600438.SH,600438,通威股份,饲料,13.61,14.23,4.56,14.09,13.61,3.53,"MSCI, 乡村振兴, 饲料, 业绩预增, 光伏, 举牌股, "
184,603368.SH,603368,柳药股份,医药商业,34.35,35.92,4.57,35.04,34.35,2.01,"医药商业, 回购, 医药, 中药, 互联网医疗, 广西, "
185,300342.SZ,300342,天银机电,元器件,10.2,10.67,4.61,10.33,10.2,1.27,"军工, 军民融合, 太赫兹, 白色家电, 家电, 股权转让, 国资入股, "
186,000688.SZ,000688,国城矿业,铅锌,12.7,13.29,4.65,12.82,12.7,0.94,"有色-锌, 回购, 有色金属, 高质押率, "
187,600186.SH,600186,莲花健康,食品,2.14,2.24,4.67,2.15,2.14,0.47,"调味品, 食品, 低价股, 壳公司, "
188,002138.SZ,002138,顺络电子,元器件,19.21,20.11,4.69,19.68,19.21,2.45,"5G, 被动元件, 华为产业链, 回购, 物联网, 小米概念股, 无线充电, 移动支付, 指纹识别, "
189,300130.SZ,300130,新国都,电脑设备,17.67,18.5,4.7,18.03,17.67,2.04,"业绩预增, 物联网, 网络安全, 互联网金融, 移动支付, 大数据, 区块链, 腾讯概念股, "
190,002882.SZ,002882,金龙羽,电气设备,12.08,12.65,4.72,12.17,12.08,0.75,"业绩预增, 新能源汽车, 充电桩, "
191,000920.SZ,000920,南方汇通,环境保护,8.45,8.85,4.73,8.93,8.45,5.68,"央企改革, 雄安-园林环保, 环保, 雄安新区, 京津冀, 污水处理, "
192,300387.SZ,300387,富邦股份,化工原料,8.81,9.23,4.77,9.27,8.81,5.22,"化肥, "
193,002847.SZ,002847,盐津铺子,食品,28.83,30.21,4.79,29.64,28.83,2.81,"大消费, 高送转-预期, 社保重仓, 食品, 休闲食品, "
194,002791.SZ,002791,坚朗五金,其他建材,15.22,15.95,4.8,15.53,15.22,2.04,"社保重仓, 回购, "
195,002674.SZ,002674,兴业科技,纺织,15.91,16.68,4.84,16.71,15.91,5.03,"业绩预增, 纺织服装, 恒大概念股, 壳公司, "
196,300661.SZ,300661,圣邦股份,元器件,89.47,93.8,4.84,89.52,89.47,0.06,"社保重仓, 半导体, 国产芯片, 共享经济, "
197,002783.SZ,002783,凯龙股份,化工原料,15.81,16.58,4.87,19.09,15.81,20.75,"军工, 军民融合, 化肥, 燃料电池, 民爆, "
198,600863.SH,600863,内蒙华电,火力发电,3.05,3.2,4.92,3.17,3.05,3.93,"火电, MSCI, 内蒙古, 电改, 央企改革, 业绩预增, 风电, 低价股, "
199,002115.SZ,002115,三维通信,通信设备,13.39,14.05,4.93,14.27,13.39,6.57,"5G, 业绩预增, "
200,000922.SZ,000922,佳电股份,电气设备,11.22,11.78,4.99,11.75,11.22,4.72,"电改, 央企改革, 核电, 业绩预增, 工业自动化, 智能制造, ST摘帽, "
201,300488.SZ,300488,恒锋工具,机械基件,26.68,28.01,4.99,26.79,26.68,0.41,
202,300264.SZ,300264,佳创视讯,通信设备,6.78,7.12,5.01,6.83,6.78,0.74,"教育, VR&AR, 游戏, 广电, "
203,002506.SZ,002506,协鑫集成,电气设备,6.96,7.31,5.03,7.32,6.96,5.17,"MSCI, 乡村振兴, 光伏, 储能, 半导体, "
204,002328.SZ,002328,新朋股份,汽车配件,8.54,8.97,5.04,8.66,8.54,1.41,"汽车零部件, 独角兽, 蚂蚁金服概念股, "
205,300560.SZ,300560,中富通,通信设备,21.7,22.8,5.07,22.19,21.7,2.26,"5G, 华为产业链, 军工, 军民融合, 数字中国, "
206,002631.SZ,002631,德尔未来,家居用品,9.39,9.87,5.11,9.89,9.39,5.32,"石墨烯, 家具家居, "
207,600804.SH,600804,鹏博士,电信运营,11.14,11.71,5.12,11.59,11.14,4.04,"5G, 安邦系, 光通信, 新进指数成份股, 教育, 回购, 物联网, 谷歌概念股, 大数据, 云计算, 智慧城市, 智慧安防, "
208,603806.SH,603806,福斯特,塑料,34.64,36.42,5.14,35.47,34.64,2.4,"光伏, "
209,002776.SZ,002776,柏堡龙,服饰,25.58,26.9,5.16,26.27,25.58,2.7,"社保重仓, 纺织服装, 特色小镇, "
210,000698.SZ,000698,沈阳化工,化工原料,4.84,5.09,5.17,4.89,4.84,1.03,"烧碱, 环氧丙烷, 阿里巴巴概念股, 振兴东北, 央企改革, 破净股, 石油化工, "
211,002135.SZ,002135,东南网架,建筑施工,6.53,6.87,5.21,6.71,6.53,2.76,"业绩预增, 大基建, 装配式建筑, 雄安-建材, PPP, 雄安新区, "
212,603028.SH,603028,赛福天,钢加工,9.58,10.09,5.32,9.88,9.58,3.13,"壳公司, "
213,002725.SZ,002725,跃岭股份,汽车配件,10.69,11.26,5.33,10.76,10.69,0.65,"5G, 汽车零部件, 独角兽, "
214,002600.SZ,002600,领益智造,元器件,6.0,6.32,5.33,6.26,6.0,4.33,"OLED, 华为产业链, 稀土磁材, 小米概念股, 苹果产业链, 强势人气股, "
215,600322.SH,600322,天房发展,区域地产,3.83,4.04,5.48,3.84,3.83,0.26,"雄安-地产, 破净股, 房地产, 雄安新区, 京津冀, 自贸区, 天津国企改革, 天津自贸区, "
216,300362.SZ,300362,天翔环境,环境保护,5.83,6.15,5.49,6.0,5.83,2.92,"固废处理, 环保, 污水处理, 股权转让, 资产重组, "
217,603399.SH,603399,吉翔股份,小金属,12.23,12.91,5.56,12.5,12.23,2.21,"有色金属, 有色-钼, 百度概念股, 游戏, 手游, 影视, "
218,300766.SZ,300766,每日互动,互联网,55.68,58.78,5.57,67.41,55.68,21.07,
219,600667.SH,600667,太极实业,半导体,7.67,8.1,5.61,7.68,7.67,0.13,"涤纶, 光伏, 半导体, 国产芯片, "
220,002194.SZ,002194,*ST凡谷,通信设备,18.52,19.56,5.62,20.66,18.52,11.56,"5G, 教育, 华为产业链, 回购, 股权转让, ST股, 壳公司, "
221,600845.SH,600845,宝信软件,软件服务,33.48,35.36,5.62,34.42,33.48,2.81,"央企改革, 业绩预增, 物联网, 无人驾驶, 万达系, 大数据, 云计算, 工业互联网, 国产软件, VR&AR, "
222,002511.SZ,002511,中顺洁柔,造纸,10.11,10.68,5.64,10.48,10.11,3.66,"社保重仓, 回购, 造纸, "
223,601799.SH,601799,星宇股份,汽车配件,67.8,71.64,5.66,70.27,67.8,3.64,"汽车零部件, 无人驾驶, "
224,300267.SZ,300267,尔康制药,化学制药,7.24,7.65,5.66,7.76,7.24,7.18,"高质押率, 医药, 化学药, 工业大麻, "
225,000755.SZ,000755,山西路桥,公路,5.26,5.56,5.7,5.41,5.26,2.85,"高速公路, 山西国企改革, ST摘帽, "
226,000800.SZ,000800,一汽轿车,汽车整车,10.14,10.72,5.72,11.62,10.14,14.6,"新能源整车, 汽车整车, 混改, 央企改革, 百度概念股, 无人驾驶, 铁总混改, 新能源汽车, 共享经济, "
227,603848.SH,603848,好太太,家居用品,20.81,22.0,5.72,21.48,20.81,3.22,"家具家居, "
228,002726.SZ,002726,龙大肉食,食品,10.32,10.91,5.72,11.06,10.32,7.17,"养猪, 股权转让, "
229,002451.SZ,002451,摩恩电气,电气设备,13.81,14.61,5.79,14.41,13.81,4.34,"供应链金融, 债转股-AMC, 新能源汽车, 充电桩, 创投, "
230,300478.SZ,300478,杭州高新,橡胶,16.54,17.5,5.8,17.07,16.54,3.2,"高质押率, 新能源汽车, 区块链, 充电桩, 游戏, "
231,300015.SZ,300015,爱尔眼科,医疗保健,34.06,36.07,5.9,34.28,34.06,0.65,"MSCI, 健康中国, 教育, 民营医院, 创业板人气股, 互联网医疗, 眼科, "
232,002088.SZ,002088,鲁阳节能,矿物制品,13.18,13.97,5.99,13.59,13.18,3.11,"社保重仓, 雄安-建材, 雄安新区, 耐火材料, "
233,600248.SH,600248,延长化建,建筑施工,5.16,5.47,6.01,5.39,5.16,4.46,"中科院系, 大基建, 资产重组, "
234,002124.SZ,002124,天邦股份,饲料,19.78,20.97,6.02,20.87,19.78,5.51,"饲料, 养猪, 动物保健, 强势人气股, "
235,600096.SH,600096,云天化,农药化肥,7.48,7.93,6.02,7.68,7.48,2.67,"甲醇, 煤化工, 化肥, 磷化工, 工业大麻, "
236,603003.SH,603003,龙宇燃油,石油贸易,9.29,9.85,6.03,9.48,9.29,2.05,"油气改革, 回购, 石油化工, 大数据, 云计算, "
237,603277.SH,603277,银都股份,专用机械,11.09,11.76,6.04,11.24,11.09,1.35,
238,000063.SZ,000063,中兴通讯,通信设备,32.22,34.17,6.05,34.38,32.22,6.7,"5G, 光通信, 白马股, MSCI, 物联网, 百度概念股, 互联网金融, 移动支付, 大数据, 云计算, 人工智能, 智慧城市, "
239,300268.SZ,300268,佳沃股份,农业综合,16.47,17.47,6.07,17.2,16.47,4.43,"海底捞概念股, 食品, 区块链, 独角兽, "
240,002740.SZ,002740,爱迪尔,服饰,8.54,9.06,6.09,8.56,8.54,0.23,"业绩预增, 供应链金融, 高质押率, 股权转让, 资产重组, "
241,603611.SH,603611,诺力股份,运输设备,18.83,19.98,6.11,19.16,18.83,1.75,"智慧物流, 机械, 智能制造, "
242,002100.SZ,002100,天康生物,饲料,10.13,10.75,6.12,10.67,10.13,5.33,"转基因, 饲料, 养猪, 新疆, 新疆国企改革, 动物保健, "
243,000997.SZ,000997,新大陆,软件服务,18.41,19.54,6.14,18.54,18.41,0.71,"MSCI, 国家队重仓, 物联网, 数字中国, 互联网金融, 移动支付, 大数据, 药品信息化追溯, 无人商店, 智慧城市, 彩票, 电子发票, "
244,002360.SZ,002360,同德化工,化工原料,6.5,6.9,6.15,6.68,6.5,2.77,"回购, 民爆, "
245,300459.SZ,300459,金科文化,化工原料,8.77,9.31,6.16,8.98,8.77,2.39,"阿里巴巴概念股, 新进指数成份股, 回购, 业绩预增, 谷歌概念股, 高质押率, 大数据, 人工智能, "
246,300345.SZ,300345,红宇新材,钢加工,5.75,6.11,6.26,6.22,5.75,8.17,"军工, 军民融合, 工业自动化, 3D打印, 智能制造, "
247,600261.SH,600261,阳光照明,家用电器,4.09,4.35,6.36,4.17,4.09,1.96,"LED, "
248,002746.SZ,002746,仙坛股份,农业综合,24.98,26.58,6.41,25.94,24.98,3.84,"业绩预增, 养鸡, 高送转, "
249,300229.SZ,300229,拓尔思,软件服务,12.9,13.73,6.43,13.77,12.9,6.74,"网络安全, 互联网金融, 大数据, 云计算, 人工智能, 国产软件, 知识产权, 创投, "
250,300622.SZ,300622,博士眼镜,其他商业,21.55,22.94,6.45,22.09,21.55,2.51,"高送转-预期, 眼科, "
251,002214.SZ,002214,大立科技,电器仪表,8.82,9.39,6.46,8.92,8.82,1.13,"军工, 军民融合, 智能制造, 智慧安防, 机器人, 壳公司, "
252,002808.SZ,002808,恒久科技,元器件,17.78,18.93,6.47,18.78,17.78,5.62,"燃料电池, 3D打印, 智能制造, "
253,600410.SH,600410,华胜天成,软件服务,9.21,9.81,6.51,9.22,9.21,0.11,"阿里巴巴概念股, 国家队重仓, 回购, 军工, 军民融合, 物联网, 智慧物流, 网络安全, 智能制造, 大数据, 云计算, 人工智能, 工业互联网, 智慧城市, 国产软件, 国产芯片, 科创板概念股, 透明工厂, "
254,002773.SZ,002773,康弘药业,中成药,52.62,56.08,6.58,53.92,52.62,2.47,"MSCI, 新进指数成份股, 医药, 中药, 创新药, 化学药, "
255,300319.SZ,300319,麦捷科技,元器件,7.6,8.11,6.71,7.65,7.6,0.66,"5G, 华为产业链, 物联网, 无线充电, 股权转让, VR&AR, 国资入股, "
256,300048.SZ,300048,合康新能,电气设备,3.43,3.66,6.71,3.72,3.43,8.45,"新能源整车, 新能源汽车, 共享经济, 充电桩, "
257,002311.SZ,002311,海大集团,饲料,29.04,31.0,6.75,30.11,29.04,3.68,"MSCI, 新进指数成份股, 社保重仓, 饲料, 养猪, 供应链金融, "
258,000713.SZ,000713,丰乐种业,种植业,6.51,6.95,6.76,6.8,6.51,4.45,"农药, 安徽国企改革, 转基因, 乡村振兴, 业绩预增, 农业种植, "
259,300561.SZ,300561,汇金科技,软件服务,16.4,17.52,6.83,17.48,16.4,6.59,"物联网, 互联网金融, 人工智能, 区块链, 国产软件, 资产重组, 无人银行, "
260,002868.SZ,002868,绿康生化,农业综合,21.53,23.01,6.87,23.08,21.53,7.2,"动物保健, "
261,601555.SH,601555,东吴证券,证券,11.39,12.18,6.94,11.43,11.39,0.35,"MSCI, 券商, 回购, 参股券商, 债转股-AMC, "
262,600355.SH,600355,精伦电子,元器件,4.9,5.24,6.94,4.98,4.9,1.63,"物联网, 举牌股, 工业互联网, 壳公司, "
263,000596.SZ,000596,古井贡酒,白酒,108.23,115.8,6.99,108.94,108.23,0.66,"高价股, MSCI, 安徽国企改革, 白酒, "
264,603012.SH,603012,创力集团,专用机械,9.1,9.74,7.03,9.2,9.1,1.1,"新能源汽车, 充电桩, "
265,300212.SZ,300212,易华录,软件服务,32.68,35.0,7.1,33.73,32.68,3.21,"阿里巴巴概念股, 央企改革, 业绩预增, 物联网, 百度概念股, 无人驾驶, 雄安-智慧城市, 养老产业, 智慧停车, PPP, 小米概念股, 数字中国, 雄安新区, 京津冀, 大数据, 云计算, 智慧城市, 智慧安防, 独角兽, 电子车牌, "
266,300174.SZ,300174,元力股份,化工原料,27.58,29.54,7.11,30.39,27.58,10.19,"业绩预增, 游戏, 手游, "
267,300508.SZ,300508,维宏股份,软件服务,31.08,33.37,7.37,31.82,31.08,2.38,"工业自动化, 智能制造, 工业互联网, "
268,600081.SH,600081,东风科技,汽车配件,13.73,14.75,7.43,16.44,13.73,19.74,"央企改革, 汽车零部件, 无人驾驶, "
269,300628.SZ,300628,亿联网络,通信设备,98.85,106.21,7.45,101.03,98.85,2.21,"MSCI, 云计算, "
270,600153.SH,600153,建发股份,商贸代理,9.65,10.37,7.46,9.9,9.65,2.59,"MSCI, 福建自贸区, 供应链金融, 快递物流, 自贸区, "
271,300325.SZ,300325,德威新材,塑料,5.73,6.16,7.5,6.32,5.73,10.3,"特高压, 供应链金融, 锦纶（尼龙）, 燃料电池, 举牌股, 资产重组, "
272,000637.SZ,000637,茂化实华,石油加工,5.7,6.13,7.54,6.1,5.7,7.02,"油气改革, 石油化工, 燃料电池, "
273,603320.SH,603320,迪贝电气,机械基件,20.86,22.44,7.57,21.66,20.86,3.84,
274,002347.SZ,002347,泰尔股份,机械基件,5.72,6.16,7.69,5.83,5.72,1.92,"回购, 锂电池, 新能源汽车, 透明工厂, "
275,600963.SH,600963,岳阳林纸,造纸,5.83,6.28,7.72,6.49,5.83,11.32,"人民币升值受益, 央企改革, 回购, 破净股, 雄安-园林环保, 特色小镇, 定增破发, 雄安新区, 造纸, "
276,002564.SZ,002564,天沃科技,化工机械,6.29,6.78,7.79,6.41,6.29,1.91,"回购, 风电, 军工, 军民融合, 煤化工, 股权转让, 国资入股, "
277,603318.SH,603318,派思股份,专用机械,22.44,24.19,7.8,24.68,22.44,9.98,"天然气, 物联网, 股权转让, 国资入股, 资产重组, "
278,600365.SH,600365,通葡股份,红黄药酒,5.9,6.36,7.8,6.64,5.9,12.54,"资产重组, "
279,601018.SH,601018,宁波港,港口,4.99,5.38,7.82,5.32,4.99,6.61,"一带一路, 港口, 浙江国企改革, 环杭州湾大湾区, "
280,601588.SH,601588,北辰实业,区域地产,3.68,3.97,7.88,3.72,3.68,1.09,"北京城市规划, 破净股, 房地产, 京津冀, "
281,603499.SH,603499,翔港科技,广告包装,31.55,34.05,7.92,32.97,31.55,4.5,"包装印刷, 化妆品, "
282,002733.SZ,002733,雄韬股份,电气设备,28.74,31.02,7.93,31.42,28.74,9.32,"回购, 业绩预增, 储能, 锂电池, 燃料电池, 新能源汽车, 强势人气股, "
283,002315.SZ,002315,焦点科技,互联网,16.73,18.07,8.01,16.77,16.73,0.24,"教育, 谷歌概念股, 互联网金融, "
284,300299.SZ,300299,富春股份,通信设备,6.48,7.0,8.02,6.98,6.48,7.72,"5G, 数字中国, 大数据, 资产重组, 游戏, 手游, 影视, 动漫, "
285,300012.SZ,300012,华测检测,电器仪表,9.04,9.77,8.08,9.11,9.04,0.77,"新进指数成份股, 北汽新能源, 业绩预增, 雄安-园林环保, 雄安新区, 碳交易, "
286,603283.SH,603283,赛腾股份,专用机械,20.3,21.96,8.18,20.54,20.3,1.18,"工业自动化, 智能制造, 半导体, 苹果产业链, "
287,002688.SZ,002688,金河生物,化学制药,5.96,6.45,8.22,6.06,5.96,1.68,"内蒙古, 业绩预增, 动物保健, "
288,300385.SZ,300385,雪浪环境,环境保护,22.29,24.13,8.25,23.66,22.29,6.15,"固废处理, 定增破发, 高质押率, 大气治理, 环保, "
289,002446.SZ,002446,盛路通信,通信设备,11.18,12.11,8.32,11.59,11.18,3.67,"5G, 华为产业链, 军工, 军民融合, 物联网, 无人驾驶, 北斗导航, "
290,002205.SZ,002205,国统股份,其他建材,19.57,21.22,8.43,20.62,19.57,5.37,"一带一路, 央企改革, 新疆, 地下管廊, 水利, 海绵城市, PPP, 新疆国企改革, 股权转让, 复牌股, "
291,603679.SH,603679,华体科技,电气设备,43.45,47.17,8.56,47.77,43.45,9.94,"华为产业链, 新能源汽车, 智慧城市, 共享经济, LED, 充电桩, "
292,000568.SZ,000568,泸州老窖,白酒,69.47,75.43,8.58,70.45,69.47,1.41,"MSCI, 白酒, "
293,002261.SZ,002261,拓维信息,互联网,6.19,6.73,8.72,6.31,6.19,1.94,"教育, 华为产业链, 回购, 大数据, 云计算, 人工智能, 彩票, 独角兽, 游戏, 手游, "
294,002250.SZ,002250,联化科技,化工原料,10.44,11.35,8.72,10.65,10.44,2.01,"农药, 社保重仓, 业绩预增, 医药, 创新药, "
295,002626.SZ,002626,金达威,食品,14.85,16.2,9.09,15.71,14.85,5.79,"回购, 保健品, 食品, 医药, 化学药, 维生素, "
296,601777.SH,601777,力帆股份,摩托车,6.47,7.06,9.12,7.76,6.47,19.94,"阿里巴巴概念股, 新能源整车, 汽车整车, 破净股, 无人驾驶, 锂电池, 新能源汽车, 共享经济, 独角兽, "
297,300021.SZ,300021,大禹节水,农业综合,7.69,8.4,9.23,8.25,7.69,7.28,"乡村振兴, 农机, 水利, 海绵城市, 土地流转, PPP, "
298,600166.SH,600166,福田汽车,汽车整车,2.69,2.94,9.29,2.9,2.69,7.81,"新能源整车, 汽车整车, 回购, 破净股, 重卡, 百度概念股, 无人驾驶, 燃料电池, 新能源汽车, 低价股, "
299,002316.SZ,002316,亚联发展,软件服务,9.65,10.55,9.33,9.95,9.65,3.11,"华为产业链, 新零售, 互联网金融, 移动支付, 大数据, 智慧城市, 独角兽, 电子车牌, "
300,002274.SZ,002274,华昌化工,农药化肥,12.51,13.68,9.35,13.47,12.51,7.67,"甲醇, 纯碱, 业绩预增, 化肥, 燃料电池, 科创板概念股, "
301,001896.SZ,001896,豫能控股,火力发电,4.28,4.68,9.35,4.51,4.28,5.37,"火电, 电改, 破净股, 风电, 定增破发, "
302,000966.SZ,000966,长源电力,火力发电,5.2,5.69,9.42,5.81,5.2,11.73,"火电, 电改, 央企改革, 创投, "
303,000823.SZ,000823,超声电子,元器件,10.98,12.02,9.47,11.7,10.98,6.56,"PCB板, 小米概念股, 苹果产业链, "
304,000977.SZ,000977,浪潮信息,电脑设备,26.55,29.09,9.57,27.34,26.55,2.98,"MSCI, 美团概念股, 山东国企改革, 数字中国, 云计算, 国产操作系统, 智慧安防, "
305,603589.SH,603589,口子窖,白酒,57.36,62.86,9.59,59.28,57.36,3.35,"MSCI, 白酒, "
306,002515.SZ,002515,金字火腿,食品,6.33,6.94,9.64,6.44,6.33,1.74,"回购, 业绩预增, 食品, 高质押率, 医药, 创新药, 互联网金融, 股权转让, 国资入股, 资产重组, "
307,300366.SZ,300366,创意信息,软件服务,9.31,10.21,9.67,9.44,9.31,1.4,"5G, 华为产业链, 大数据, 智慧城市, 国产软件, "
308,600277.SH,600277,亿利洁能,综合类,8.16,8.95,9.68,8.5,8.16,4.17,"烧碱, PVC, 内蒙古, 光伏, "
309,603160.SH,603160,汇顶科技,元器件,115.8,127.09,9.75,127.8,115.8,10.36,"高价股, 华为产业链, 小米概念股, 人工智能, 指纹识别, 半导体, 3D感应, 国产芯片, 手势识别, 人脸识别, "
310,002810.SZ,002810,山东赫达,化工原料,25.66,28.18,9.82,26.12,25.66,1.79,"业绩预增, 高送转, "
311,002215.SZ,002215,诺普信,农药化肥,8.22,9.03,9.85,9.41,8.22,14.48,"农药, 回购, 供应链金融, "
312,600073.SH,600073,上海梅林,食品,9.43,10.37,9.97,9.8,9.43,3.92,"食品, 休闲食品, 万达系, 上海国企改革, 进口博览会, "
313,000893.SZ,000893,*ST东凌,食品,7.59,8.35,10.01,8.33,7.59,9.75,"化肥, 股权转让, ST股, "
314,600758.SH,600758,红阳能源,煤炭开采,5.46,6.01,10.07,6.59,5.46,20.7,"煤炭, 电改, 风电, 股权转让, "
315,600732.SH,600732,ST新梅,区域地产,6.84,7.53,10.09,7.29,6.84,6.58,"上海国企改革, 资产重组, ST股, 壳公司, "
316,600775.SH,600775,南京熊猫,通信设备,14.31,15.76,10.13,15.99,14.31,11.74,"5G, 央企改革, 军工研究所, 业绩预增, 军工, 工业自动化, 北斗导航, 智能制造, 机器人, "
317,300435.SZ,300435,中泰股份,机械基件,16.51,18.2,10.24,19.04,16.51,15.32,"天然气, 煤化工, 燃料电池, 资产重组, "
318,600110.SH,600110,诺德股份,电气设备,5.26,5.8,10.27,5.48,5.26,4.18,"中科院系, 宁德时代概念股, "
319,002729.SZ,002729,好利来,元器件,32.53,35.9,10.36,34.15,32.53,4.98,
320,600218.SH,600218,全柴动力,农用机械,16.34,18.04,10.4,20.11,16.34,23.07,"燃料电池, 强势人气股, "
321,002385.SZ,002385,大北农,饲料,6.38,7.05,10.5,6.99,6.38,9.56,"MSCI, 新进指数成份股, 转基因, 回购, 饲料, 养猪, 互联网金融, 农业种植, 国资入股, "
322,002148.SZ,002148,北纬科技,互联网,7.5,8.29,10.53,7.65,7.5,2.0,"回购, 物联网, 游戏, 手游, 创投, "
323,600831.SH,600831,广电网络,影视音像,11.67,12.9,10.54,11.73,11.67,0.51,"大数据, 云计算, 智慧城市, 广电, 知识产权, "
324,002780.SZ,002780,三夫户外,其他商业,23.97,26.5,10.55,26.81,23.97,11.85,"主题公园, 纺织服装, 体育产业, "
325,002567.SZ,002567,唐人神,饲料,15.02,16.63,10.72,16.17,15.02,7.66,"回购, 饲料, 养猪, 股权转让, 国资入股, "
326,002359.SZ,002359,北讯集团,通信设备,11.01,12.19,10.72,11.2,11.01,1.73,"特高压, 业绩预增, 物联网, 定增破发, 智慧停车, "
327,000982.SZ,000982,*ST中绒,纺织,1.94,2.15,10.82,2.22,1.94,14.43,"纺织服装, 低价股, ST股, 宁夏, "
328,002866.SZ,002866,传艺科技,电脑设备,13.44,14.91,10.94,13.79,13.44,2.6,"PCB板, "
329,002158.SZ,002158,汉钟精机,工程机械,11.1,12.32,10.99,11.47,11.1,3.33,"雄安-公共服务, 燃料电池, 冷链, 雄安新区, 地热, "
330,000043.SZ,000043,中航善达,房产服务,9.04,10.04,11.06,9.33,9.04,3.21,"央企改革, 军工研究所, 业绩预增, 军工, 房地产, "
331,600727.SH,600727,鲁北化工,农药化肥,7.57,8.41,11.1,7.61,7.57,0.53,"煤化工, 化肥, 山东国企改革, 磷化工, "
332,603886.SH,603886,元祖股份,食品,23.43,26.05,11.18,23.69,23.43,1.11,"食品, 休闲食品, "
333,300238.SZ,300238,冠昊生物,医疗保健,17.92,19.94,11.27,18.77,17.92,4.74,"健康中国, 脑科学, 医药, 创新药, 医疗器械, 创投, "
334,000876.SZ,000876,新希望,饲料,14.63,16.3,11.41,14.7,14.63,0.48,"MSCI, 东盟博览会, 金改, 饲料, 养猪, 独角兽, 蚂蚁金服概念股, "
335,000715.SZ,000715,中兴商业,百货,9.46,10.55,11.52,9.65,9.46,2.01,"新零售, 股权转让, "
336,600731.SH,600731,湖南海利,农药化肥,6.68,7.46,11.68,7.12,6.68,6.59,"农药, 湖南国企改革, "
337,002203.SZ,002203,海亮股份,铜,9.62,10.75,11.75,10.02,9.62,4.16,"有色金属, 有色-钴, 工业自动化, 智能制造, 有色-铜, "
338,603699.SH,603699,纽威股份,专用机械,13.16,14.74,12.01,13.38,13.16,1.67,"核电, 回购, "
339,603168.SH,603168,莎普爱思,化学制药,9.31,10.45,12.24,9.94,9.31,6.77,"医药, 化学药, 眼科, 股权转让, "
340,002157.SZ,002157,正邦科技,饲料,19.58,22.0,12.36,20.42,19.58,4.29,"阿里巴巴概念股, 饲料, 养猪, 土地流转, "
341,300659.SZ,300659,中孚信息,软件服务,33.46,37.62,12.43,33.68,33.46,0.66,"网络安全, 国产软件, 资产重组, "
342,000890.SZ,000890,法尔胜,钢加工,7.19,8.1,12.66,7.45,7.19,3.62,"5G, 供应链金融, 京东金融概念股, 独角兽, "
343,002057.SZ,002057,中钢天源,元器件,9.24,10.42,12.77,10.34,9.24,11.9,"硅锰, 央企改革, 债转股-AMC, 稀土磁材, 锂电池, 新能源汽车, "
344,603959.SH,603959,百利科技,建筑施工,21.76,24.56,12.87,23.22,21.76,6.71,"宁德时代概念股, 煤化工, 高质押率, 锂电池, 新能源汽车, "
345,300341.SZ,300341,麦克奥迪,电气设备,6.95,7.86,13.09,7.22,6.95,3.88,
346,002723.SZ,002723,金莱特,家用电器,12.71,14.39,13.22,13.49,12.71,6.14,"小家电, 家电, 资产重组, "
347,002757.SZ,002757,南兴装备,家居用品,34.23,38.79,13.32,35.41,34.23,3.45,"云计算, 高送转, "
348,300198.SZ,300198,纳川股份,塑料,4.47,5.07,13.42,4.74,4.47,6.04,"核电, 地下管廊, 海绵城市, 锂电池, PPP, 新能源汽车, 共享经济, "
349,002793.SZ,002793,东音股份,专用机械,13.11,14.89,13.58,13.27,13.11,1.22,
350,300050.SZ,300050,世纪鼎利,软件服务,7.08,8.06,13.84,7.38,7.08,4.24,"5G, 阿里巴巴概念股, 教育, 物联网, 定增破发, 大数据, 无人商店, 股权转让, "
351,603637.SH,603637,镇海股份,建筑施工,17.71,20.17,13.89,18.16,17.71,2.54,"大气治理, 环保, 举牌股, 股权争夺, "
352,603617.SH,603617,君禾股份,专用机械,20.54,23.5,14.41,21.13,20.54,2.87,
353,002089.SZ,002089,新海宜,通信设备,5.68,6.5,14.44,6.02,5.68,5.99,"5G, 光通信, 锂电池, 量子通信, 新能源汽车, LED, 创投, "
354,600748.SH,600748,上实发展,全国地产,10.73,12.3,14.63,11.36,10.73,5.87,"养老产业, 房地产, 土地流转, 上海国企改革, "
355,300025.SZ,300025,华星创业,通信设备,6.32,7.26,14.87,6.65,6.32,5.22,"5G, 华为产业链, 物联网, 云计算, 股权转让, "
356,603363.SH,603363,傲农生物,饲料,20.96,24.09,14.93,24.45,20.96,16.65,"饲料, 养猪, 动物保健, "
357,300310.SZ,300310,宜通世纪,通信设备,6.88,7.92,15.12,7.15,6.88,3.92,"混改, 华为产业链, 物联网, 定增破发, 互联网医疗, 工业互联网, "
358,300194.SZ,300194,福安药业,化学制药,7.87,9.07,15.25,9.48,7.87,20.46,"医药, 化学药, 工业大麻, "
359,603226.SH,603226,菲林格尔,家居用品,21.47,24.8,15.51,22.74,21.47,5.92,"家具家居, "
