,ts_code,name,industry,COL_DEEP_INDEX,COL_FALL_P_CHANGE,circ_mv
3177,603060.SH,国检集团,建筑施工,4.0,-1.25,148718.075
173,000595.SZ,宝塔实业,机械基件,8.0,-1.25,275315.1748
3034,601398.SH,工商银行,银行,2.0,-1.25,155566246.635
997,002537.SZ,海联金汇,汽车整车,7.0,-1.25,1332355.3437
936,002475.SZ,立讯精密,元器件,7.0,-1.25,8829337.2714
3119,601969.SH,海南矿业,普钢,7.0,-1.24,1022318.7242
2703,600690.SH,青岛海尔,家用电器,2.0,-1.24,10030227.4859
1027,002567.SZ,唐人神,饲料,8.0,-1.23,695113.4014
1261,002810.SZ,山东赫达,化工原料,9.0,-1.22,121249.5397
871,002410.SZ,广联达,软件服务,7.0,-1.22,2466886.6415
2759,600748.SH,上实发展,全国地产,9.0,-1.21,1248769.0779
2264,600160.SH,巨化股份,化工原料,7.0,-1.21,2068250.8043
2317,600220.SH,江苏阳光,纺织,9.0,-1.21,477935.2074
228,000672.SZ,上峰水泥,水泥,7.0,-1.2,785129.8585
1407,300019.SZ,硅宝科技,化工原料,7.0,-1.18,194462.8012
2149,600022.SH,山东钢铁,普钢,7.0,-1.18,2079844.427
2276,600173.SH,卧龙地产,全国地产,7.0,-1.18,321534.5922
2187,600073.SH,上海梅林,食品,8.0,-1.18,826139.6648
938,002477.SZ,雏鹰农牧,农业综合,9.0,-1.18,488727.7973
134,000543.SZ,皖能电力,火力发电,9.0,-1.17,988298.5799
785,002324.SZ,普利特,塑料,7.0,-1.16,250943.6493
1067,002607.SZ,中公教育,汽车服务,9.0,-1.16,879400.1491
3530,603886.SH,元祖股份,食品,9.0,-1.13,256357.035
2845,600845.SH,宝信软件,软件服务,10.0,-1.12,1889807.1687
2771,600761.SH,安徽合力,工程机械,7.0,-1.12,754244.2372
886,002425.SZ,凯撒文化,互联网,8.0,-1.12,569502.1976
2241,600131.SH,岷江水电,水力发电,8.0,-1.12,541371.0604
3298,603329.SH,上海雅仕,仓储物流,9.0,-1.12,106786.68
330,000816.SZ,*ST慧业,农用机械,9.0,-1.12,260574.107
2038,300661.SZ,圣邦股份,元器件,8.0,-1.12,392142.219
1485,300098.SZ,高新兴,通信设备,10.0,-1.11,1166510.231
3479,603779.SH,威龙股份,红黄药酒,7.0,-1.08,138838.4683
2561,600528.SH,中铁工业,建筑施工,2.0,-1.08,2220000.6652
1529,300142.SZ,沃森生物,生物制药,7.0,-1.08,2946892.2045
2745,600734.SH,实达集团,电脑设备,9.0,-1.08,285875.3354
2812,600808.SH,马钢股份,普钢,7.0,-1.08,2369197.2208
3015,601288.SH,农业银行,银行,2.0,-1.08,111446956.3896
3197,603100.SH,川仪股份,电器仪表,2.0,-1.06,252159.5174
654,002192.SZ,融捷股份,专用机械,7.0,-1.06,710501.2485
732,002271.SZ,东方雨虹,其他建材,7.0,-1.05,1876674.2259
3129,601998.SH,中信银行,银行,7.0,-1.05,20100253.3559
2748,600737.SH,中粮糖业,食品,7.0,-1.04,1711264.7133
3010,601229.SH,上海银行,银行,7.0,-1.04,6354191.2006
2332,600236.SH,桂冠电力,水力发电,2.0,-1.03,3583450.2161
651,002189.SZ,利达光电,元器件,9.0,-1.03,322583.2112
2296,600196.SH,复星医药,化学制药,2.0,-1.03,5420149.1097
2995,601179.SH,中国西电,电气设备,2.0,-1.03,2142618.8231
1834,300450.SZ,先导智能,专用机械,2.0,-1.03,1645682.0597
1788,300404.SZ,博济医药,医疗保健,9.0,-1.02,109961.6472
3344,603486.SH,科沃斯,家用电器,9.0,-1.02,229051.2
3036,601515.SH,东风股份,广告包装,9.0,-1.02,1021928.0
214,000655.SZ,*ST金岭,普钢,9.0,-1.02,255996.2989
455,000997.SZ,新大陆,软件服务,7.0,-1.0,1750800.3712
916,002455.SZ,百川股份,化工原料,9.0,-1.0,198788.7158
2686,600673.SH,东阳光科,铝,2.0,-1.0,2208115.7788
271,000726.SZ,鲁泰A,纺织,2.0,-1.0,574426.8349
3084,601818.SH,光大银行,银行,6.0,-0.99,16600993.4732
1057,002597.SZ,金禾实业,化工原料,7.0,-0.99,986763.5932
3539,603899.SH,晨光文具,文教休闲,4.0,-0.98,2817960.0
3586,603998.SH,方盛制药,中成药,9.0,-0.98,247039.2943
371,000886.SZ,海南高速,路桥,7.0,-0.98,437758.8125
788,002327.SZ,富安娜,纺织,7.0,-0.98,430703.7932
895,002434.SZ,万里扬,汽车配件,7.0,-0.97,685838.3499
3201,603106.SH,恒银金融,电脑设备,9.0,-0.97,166717.65
1116,002656.SZ,摩登大道,服饰,9.0,-0.96,307083.6442
1210,002755.SZ,东方新星,建筑施工,8.0,-0.96,272888.352
991,002531.SZ,天顺风能,电气设备,2.0,-0.96,944637.2226
1320,002873.SZ,新天药业,中成药,7.0,-0.95,117470.7849
166,000586.SZ,汇源通信,通信设备,8.0,-0.95,231354.24
1780,300396.SZ,迪瑞医疗,医疗保健,8.0,-0.95,368923.8533
256,000709.SZ,河钢股份,普钢,2.0,-0.95,3609744.2548
1837,300453.SZ,三鑫医疗,医疗保健,8.0,-0.95,127216.6195
282,000739.SZ,普洛药业,化学制药,7.0,-0.95,998883.7606
1059,002599.SZ,盛通股份,广告包装,7.0,-0.95,213153.1202
2617,600593.SH,大连圣亚,旅游服务,8.0,-0.95,374808.0
1430,300042.SZ,朗科科技,电脑设备,9.0,-0.93,187271.0831
302,000780.SZ,平庄能源,煤炭开采,7.0,-0.91,383407.7905
3490,603806.SH,福斯特,塑料,9.0,-0.9,1718308.8
309,000790.SZ,泰合健康,中成药,9.0,-0.89,276527.3527
480,002018.SZ,*ST华信,农药化肥,8.0,-0.89,289284.0826
2409,600327.SH,大东方,百货,7.0,-0.88,360547.6536
320,000802.SZ,北京文化,影视音像,2.0,-0.88,516956.4024
820,002359.SZ,北讯集团,通信设备,9.0,-0.87,697446.2058
782,002321.SZ,华英农业,农业综合,9.0,-0.87,406252.993
3138,603008.SH,喜临门,家居用品,7.0,-0.85,321796.92
2860,600862.SH,中航高科,航空,8.0,-0.85,1093543.549
421,000953.SZ,ST河化,农药化肥,9.0,-0.84,112330.7049
2598,600572.SH,康恩贝,中成药,7.0,-0.83,2136444.4126
2699,600686.SH,金龙汽车,汽车整车,7.0,-0.82,531502.9356
162,000581.SZ,威孚高科,汽车配件,7.0,-0.82,1758301.9611
765,002304.SZ,洋河股份,白酒,9.0,-0.81,13461884.7009
2197,600083.SH,博信股份,建筑施工,3.0,-0.81,402408.2204
3122,601988.SH,中国银行,银行,2.0,-0.81,80933957.7009
2732,600721.SH,百花村,生物制药,9.0,-0.8,183092.2158
2542,600507.SH,方大特钢,特种钢,10.0,-0.8,1881725.9457
3313,603357.SH,设计总院,建筑施工,7.0,-0.79,317029.3653
1647,300261.SZ,雅本化学,农药化肥,7.0,-0.79,489569.391
2520,600481.SH,双良节能,环境保护,2.0,-0.78,657921.298
704,002242.SZ,九阳股份,家用电器,4.0,-0.78,1347904.6573
3334,603398.SH,邦宝益智,文教休闲,9.0,-0.78,279446.64
357,000861.SZ,海印股份,房产服务,7.0,-0.78,551176.6756
1777,300393.SZ,中来股份,塑料,9.0,-0.77,269491.0813
53,000070.SZ,特发信息,通信设备,9.0,-0.77,859038.7861
2653,600634.SH,*ST富控,互联网,5.0,-0.76,160053.5185
636,002174.SZ,游族网络,互联网,10.0,-0.76,1237638.2169
209,000638.SZ,万方发展,批发业,7.0,-0.76,183164.8
429,000963.SZ,华东医药,化学制药,2.0,-0.75,4561170.2239
1871,300487.SZ,蓝晓科技,化工原料,9.0,-0.75,389186.2993
1974,300595.SZ,欧普康视,医疗保健,9.0,-0.74,633973.6468
1157,002697.SZ,红旗连锁,超市连锁,7.0,-0.74,557329.6165
3116,601965.SH,中国汽研,汽车服务,2.0,-0.73,787206.3111
2799,600793.SH,宜宾纸业,造纸,9.0,-0.73,167216.4
1006,002546.SZ,新联电子,电气设备,7.0,-0.73,343251.7642
872,002411.SZ,延安必康,化学制药,10.0,-0.72,2479594.2315
501,002039.SZ,黔源电力,水力发电,2.0,-0.72,430572.4586
3494,603811.SH,诚意药业,化学制药,9.0,-0.72,140699.286
2893,600896.SH,*ST海投,水运,7.0,-0.71,267787.5187
2419,600338.SH,西藏珠峰,铅锌,7.0,-0.71,1596602.758
920,002459.SZ,天业通联,工程机械,8.0,-0.71,494179.7875
1356,002912.SZ,中新赛克,软件服务,8.0,-0.71,508043.28
278,000735.SZ,罗牛山,农业综合,9.0,-0.7,1418809.6422
3230,603169.SH,兰石重装,专用机械,9.0,-0.7,581537.0669
1881,300497.SZ,富祥股份,化学制药,8.0,-0.7,226836.914
3262,603238.SH,诺邦股份,纺织,7.0,-0.69,56550.0
2837,600835.SH,上海机电,运输设备,3.0,-0.69,1454127.2529
1135,002675.SZ,东诚药业,化学制药,7.0,-0.69,675026.8908
875,002414.SZ,高德红外,电器仪表,6.0,-0.69,1205958.6252
2327,600231.SH,凌钢股份,普钢,10.0,-0.69,922770.5534
2946,601003.SH,柳钢股份,普钢,10.0,-0.69,2029732.2144
772,002311.SZ,海大集团,饲料,8.0,-0.68,4122582.1591
2090,300715.SZ,凯伦股份,其他建材,6.0,-0.68,90828.9
3250,603214.SH,爱婴室,百货,7.0,-0.67,104725.0
2987,601155.SH,新城控股,区域地产,9.0,-0.66,7465651.4343
1635,300249.SZ,依米康,软件服务,10.0,-0.66,197912.65
3202,603108.SH,润达医疗,医药商业,9.0,-0.66,451862.7922
1940,300558.SZ,贝达药业,化学制药,7.0,-0.65,667269.6481
860,002399.SZ,海普瑞,化学制药,8.0,-0.65,2868563.9192
274,000729.SZ,燕京啤酒,啤酒,2.0,-0.65,1641176.0627
674,002212.SZ,南洋股份,电气设备,9.0,-0.65,971392.4983
2637,600614.SH,鹏起科技,综合类,9.0,-0.64,965840.6135
2081,300705.SZ,九典制药,化学制药,9.0,-0.64,134119.7
3379,603583.SH,捷昌驱动,电气设备,7.0,-0.64,194790.0
2868,600870.SH,*ST厦华,家用电器,10.0,-0.63,170563.0908
2365,600277.SH,亿利洁能,综合类,2.0,-0.63,1735429.3002
3161,603033.SH,三维股份,橡胶,9.0,-0.62,119448.0
2250,600143.SH,金发科技,塑料,7.0,-0.62,1346560.0
2969,601098.SH,中南传媒,出版业,2.0,-0.62,2417416.0
2060,300683.SZ,海特生物,生物制药,9.0,-0.62,140810.4734
2315,600218.SH,全柴动力,农用机械,9.0,-0.62,468687.605
2100,300725.SZ,药石科技,化工原料,7.0,-0.62,512033.7058
2460,600388.SH,龙净环保,环境保护,7.0,-0.61,1334174.4
572,002110.SZ,三钢闽光,普钢,10.0,-0.61,994387.1372
834,002373.SZ,千方科技,软件服务,8.0,-0.61,1222002.485
723,002262.SZ,恩华药业,化学制药,2.0,-0.6,959583.2475
2334,600238.SH,*ST椰岛,红黄药酒,9.0,-0.59,370241.3146
184,000608.SZ,阳光股份,区域地产,8.0,-0.59,430386.2671
1993,300615.SZ,欣天科技,元器件,8.0,-0.59,85921.92
967,002506.SZ,协鑫集成,电气设备,7.0,-0.59,2689731.2
3461,603726.SH,朗迪集团,机械基件,8.0,-0.58,64082.816
1874,300490.SZ,华自科技,电气设备,7.0,-0.58,265080.283
1107,002647.SZ,仁东控股,多元金融,10.0,-0.58,825346.6221
575,002113.SZ,天润数娱,互联网,9.0,-0.58,331576.471
1653,300267.SZ,尔康制药,化学制药,9.0,-0.57,537984.7787
305,000785.SZ,武汉中商,百货,8.0,-0.57,274194.3182
1711,300325.SZ,德威新材,塑料,9.0,-0.56,317112.9371
3516,603861.SH,白云电器,电气设备,9.0,-0.56,143728.2653
2494,600438.SH,通威股份,饲料,10.0,-0.55,3862109.1213
3428,603668.SH,天马科技,饲料,10.0,-0.53,155291.8195
1539,300152.SZ,科融环境,环境保护,9.0,-0.52,168202.8699
2740,600729.SH,重庆百货,百货,7.0,-0.51,1248135.674
2258,600153.SH,建发股份,商贸代理,10.0,-0.51,2392909.2473
1055,002595.SZ,豪迈科技,专用机械,2.0,-0.51,933771.4864
255,000708.SZ,大冶特钢,特种钢,7.0,-0.51,496596.3704
138,000547.SZ,航天发展,通信设备,9.0,-0.51,1187917.3657
1847,300463.SZ,迈克生物,医疗保健,9.0,-0.5,693420.7505
1183,002726.SZ,龙大肉食,食品,9.0,-0.5,651901.6344
712,002250.SZ,联化科技,化工原料,7.0,-0.5,908384.772
3156,603028.SH,赛福天,钢加工,9.0,-0.5,98695.6382
2903,600926.SH,杭州银行,银行,7.0,-0.5,1794417.3291
1383,002942.SZ,新农股份,农药化肥,9.0,-0.5,106800.0
2194,600080.SH,金花股份,中成药,9.0,-0.49,238436.076
3021,601328.SH,交通银行,银行,2.0,-0.49,24924298.6495
2947,601005.SH,重庆钢铁,普钢,7.0,-0.49,1868845.9399
971,002510.SZ,天汽模,汽车配件,9.0,-0.49,351721.1351
826,002365.SZ,永安药业,化学制药,9.0,-0.48,280681.299
299,000777.SZ,中核科技,机械基件,10.0,-0.48,549421.5876
1324,002878.SZ,元隆雅图,文教休闲,2.0,-0.47,99280.4107
3380,603585.SH,苏利股份,化工原料,7.0,-0.46,123768.0
2671,600653.SH,申华控股,汽车服务,9.0,-0.46,422624.0367
388,000908.SZ,景峰医药,化学制药,8.0,-0.46,336540.0225
3171,603045.SH,福达合金,电气设备,9.0,-0.46,72560.16
552,002090.SZ,金智科技,软件服务,2.0,-0.45,431917.5116
3166,603039.SH,泛微网络,软件服务,9.0,-0.45,348533.488
2377,600290.SH,华仪电气,电气设备,9.0,-0.44,401988.9573
2468,600397.SH,*ST安煤,煤炭开采,7.0,-0.44,245510.0507
2268,600165.SH,新日恒力,钢加工,9.0,-0.44,347920.9577
276,000732.SZ,泰禾集团,区域地产,10.0,-0.44,1885721.5619
2355,600265.SH,ST景谷,林业,9.0,-0.42,334105.2
2146,600019.SH,宝钢股份,普钢,10.0,-0.42,16885230.4107
225,000669.SZ,金鸿控股,供气供热,9.0,-0.41,375164.4467
103,000504.SZ,南华生物,环境保护,10.0,-0.4,416612.7625
3235,603181.SH,皇马科技,化工原料,9.0,-0.4,187902.0
3467,603737.SH,三棵树,染料涂料,7.0,-0.4,209587.7179
31,000038.SZ,深大通,广告包装,7.0,-0.39,248340.6382
223,000667.SZ,美好置业,全国地产,7.0,-0.39,716256.9693
2994,601177.SH,杭齿前进,机械基件,10.0,-0.39,508476.26
143,000553.SZ,安道麦A,农药化肥,9.0,-0.39,534223.0403
156,000568.SZ,泸州老窖,白酒,9.0,-0.38,7424635.4251
2673,600655.SH,豫园股份,百货,10.0,-0.38,1204475.8159
696,002234.SZ,民和股份,农业综合,9.0,-0.38,513440.3397
726,002265.SZ,西仪股份,汽车配件,9.0,-0.38,269217.9153
716,002254.SZ,泰和新材,化纤,7.0,-0.37,706549.4744
2592,600566.SH,济川药业,中成药,2.0,-0.37,2892601.6067
219,000662.SZ,天夏智慧,软件服务,10.0,-0.37,239155.8941
3209,603121.SH,华培动力,汽车配件,9.0,-0.37,150300.0
1272,002822.SZ,中装建设,装修装饰,7.0,-0.37,175066.32
2133,600000.SH,浦发银行,银行,10.0,-0.37,32740884.9423
3294,603322.SH,超讯通信,通信设备,9.0,-0.36,152768.8964
2818,600815.SH,厦工股份,工程机械,9.0,-0.36,340434.3461
1512,300125.SZ,易世达,电气设备,9.0,-0.36,286070.2298
1994,300616.SZ,尚品宅配,家居用品,10.0,-0.36,534058.4048
751,002290.SZ,中科新材,家用电器,8.0,-0.35,218942.2091
591,002129.SZ,中环股份,半导体,10.0,-0.34,2628371.0472
1029,002569.SZ,步森股份,服饰,2.0,-0.34,163107.5639
1567,300180.SZ,华峰超纤,化纤,8.0,-0.34,880173.2035
1481,300094.SZ,国联水产,渔业,9.0,-0.34,515585.4288
1875,300491.SZ,通合科技,电气设备,9.0,-0.33,86674.7442
178,000600.SZ,建投能源,火力发电,9.0,-0.33,722699.2555
637,002175.SZ,东方网络,电器仪表,9.0,-0.33,216987.4093
1238,002785.SZ,万里石,其他建材,8.0,-0.33,193123.928
675,002213.SZ,特尔佳,汽车配件,9.0,-0.32,196319.4684
94,000426.SZ,兴业矿业,铅锌,10.0,-0.32,887414.0806
127,000534.SZ,万泽股份,区域地产,8.0,-0.32,501192.7019
1867,300483.SZ,沃施股份,专用机械,2.0,-0.32,190711.5
899,002438.SZ,江苏神通,机械基件,9.0,-0.32,245550.9207
3389,603599.SH,广信股份,农药化肥,10.0,-0.3,657520.976
1550,300163.SZ,先锋新材,其他建材,9.0,-0.29,133145.5088
2767,600757.SH,长江传媒,出版业,7.0,-0.29,867650.4286
1085,002625.SZ,光启技术,汽车配件,7.0,-0.29,486804.2501
2407,600325.SH,华发股份,区域地产,7.0,-0.29,1529813.0983
981,002520.SZ,日发精机,机床制造,10.0,-0.28,188293.4466
3512,603856.SH,东宏股份,塑料,10.0,-0.28,110354.803
2607,600582.SH,天地科技,工程机械,7.0,-0.28,1572663.779
3276,603297.SH,永新光学,电器仪表,8.0,-0.28,102081.0
2449,600376.SH,首开股份,区域地产,10.0,-0.27,2051922.8342
1077,002617.SZ,露笑科技,电气设备,9.0,-0.27,455277.3362
354,000858.SZ,五粮液,白酒,9.0,-0.27,26160453.1669
1790,300406.SZ,九强生物,生物制药,9.0,-0.27,407836.1526
1153,002693.SZ,双成药业,化学制药,9.0,-0.25,180716.1758
2443,600369.SH,西南证券,证券,10.0,-0.25,3054004.0361
2381,600295.SH,鄂尔多斯,小金属,10.0,-0.25,542232.0
1589,300203.SZ,聚光科技,环境保护,7.0,-0.24,1194183.4876
1928,300546.SZ,雄帝科技,元器件,10.0,-0.24,195218.595
2761,600750.SH,江中药业,中成药,7.0,-0.23,763980.0
269,000723.SZ,美锦能源,焦炭加工,9.0,-0.23,575220.4498
1180,002723.SZ,金莱特,家用电器,9.0,-0.23,162015.45
3569,603969.SH,银龙股份,其他建材,9.0,-0.22,423864.0
900,002439.SZ,启明星辰,软件服务,9.0,-0.21,1628422.1094
452,000993.SZ,闽东电力,水力发电,9.0,-0.21,200301.0
3223,603159.SH,上海亚虹,专用机械,2.0,-0.21,49350.0
3131,603000.SH,人民网,互联网,9.0,-0.21,1926113.8196
2640,600617.SH,国新能源,供气供热,9.0,-0.21,517679.5167
873,002412.SZ,汉森制药,中成药,9.0,-0.21,444977.45
1184,002727.SZ,一心堂,医药商业,10.0,-0.2,673092.0824
3517,603866.SH,桃李面包,食品,9.0,-0.2,2526790.994
3493,603810.SH,丰山集团,农药化肥,9.0,-0.2,81380.0
3429,603669.SH,灵康药业,化学制药,9.0,-0.19,418600.0
877,002416.SZ,爱施德,电器连锁,7.0,-0.19,685133.5109
3571,603976.SH,正川股份,医疗保健,7.0,-0.18,68556.889
2954,601012.SH,隆基股份,半导体,10.0,-0.17,7966874.9377
1345,002900.SZ,哈三联,化学制药,9.0,-0.17,191211.966
2772,600763.SH,通策医疗,医疗保健,9.0,-0.17,1841756.16
3482,603789.SH,星光农机,农用机械,10.0,-0.16,338520.0
1401,300013.SZ,新宁物流,仓储物流,9.0,-0.16,393488.9788
1912,300529.SZ,健帆生物,医疗保健,9.0,-0.16,516893.3778
2011,300633.SZ,开立医疗,医疗保健,9.0,-0.15,381746.9885
1007,002547.SZ,春兴精工,通信设备,8.0,-0.15,693980.2237
1908,300525.SZ,博思软件,软件服务,10.0,-0.15,250201.6177
525,002063.SZ,远光软件,软件服务,10.0,-0.14,609914.3523
1668,300282.SZ,三盛教育,文教休闲,10.0,-0.14,350099.7919
1626,300240.SZ,飞力达,仓储物流,9.0,-0.14,280712.0719
1715,300329.SZ,海伦钢琴,文教休闲,9.0,-0.13,205474.7167
1528,300141.SZ,和顺电气,电气设备,9.0,-0.12,155447.9862
1945,300563.SZ,神宇股份,通信设备,10.0,-0.12,86121.375
3528,603883.SH,老百姓,医药商业,10.0,-0.1,1588383.0
2026,300649.SZ,杭州园林,建筑施工,10.0,-0.09,82880.0
1660,300274.SZ,阳光电源,电气设备,9.0,-0.08,1301498.2724
3381,603586.SH,金麒麟,汽车配件,10.0,-0.07,146960.1794
3186,603080.SH,新疆火炬,供气供热,9.0,-0.05,183193.5
3560,603939.SH,益丰药房,医药商业,10.0,-0.04,2060105.6574
