,asc,ts_code,symbol,name,industry,COL_FITNESS
3384,884.0,603580.SH,603580,艾艾精工,化工原料,18.14
1151,885.0,002691.SZ,002691,冀凯股份,专用机械,18.14
2113,886.0,300737.SZ,300737,科顺股份,其他建材,18.14
423,887.0,000957.SZ,000957,中通客车,汽车整车,18.13
3315,888.0,603348.SH,603348,文灿股份,汽车配件,18.13
3524,889.0,603868.SH,603868,飞科电器,家用电器,18.13
2670,890.0,600647.SH,600647,同达创业,综合类,18.1
3577,891.0,603976.SH,603976,正川股份,医疗保健,18.08
104,892.0,000505.SZ,000505,京粮控股,食品,18.06
3288,893.0,603305.SH,603305,旭升股份,汽车配件,18.04
1777,894.0,300390.SZ,300390,天华超净,元器件,18.03
1622,895.0,300233.SZ,300233,金城医药,化学制药,18.02
1400,896.0,300009.SZ,300009,安科生物,生物制药,18.02
2959,897.0,601011.SH,601011,宝泰隆,焦炭加工,18.02
403,898.0,000926.SZ,000926,福星股份,区域地产,18.01
62,899.0,000151.SZ,000151,中成股份,商贸代理,18.01
2328,900.0,600227.SH,600227,圣济堂,农药化肥,18.01
2747,901.0,600731.SH,600731,湖南海利,农药化肥,18.0
371,902.0,000886.SZ,000886,海南高速,路桥,17.96
1751,903.0,300363.SZ,300363,博腾股份,化学制药,17.94
653,904.0,002191.SZ,002191,劲嘉股份,广告包装,17.94
2639,905.0,600611.SH,600611,大众交通,公共交通,17.93
932,906.0,002471.SZ,002471,中超控股,电气设备,17.92
489,907.0,002027.SZ,002027,分众传媒,影视音像,17.91
1913,908.0,300527.SZ,300527,中国应急,专用机械,17.89
1507,909.0,300117.SZ,300117,嘉寓股份,装修装饰,17.88
2878,910.0,600875.SH,600875,东方电气,电气设备,17.86
1599,911.0,300210.SZ,300210,森远股份,专用机械,17.84
1633,912.0,300244.SZ,300244,迪安诊断,医疗保健,17.84
1314,913.0,002867.SZ,002867,周大生,服饰,17.83
3338,914.0,603393.SH,603393,新天然气,供气供热,17.81
3122,915.0,601965.SH,601965,中国汽研,汽车服务,17.81
2421,916.0,600335.SH,600335,国机汽车,汽车配件,17.8
2966,917.0,601021.SH,601021,春秋航空,空运,17.78
2495,918.0,600429.SH,600429,三元股份,乳制品,17.77
3509,919.0,603826.SH,603826,坤彩科技,染料涂料,17.77
120,920.0,000526.SZ,000526,紫光学大,文教休闲,17.71
2956,921.0,601008.SH,601008,连云港,港口,17.7
1016,922.0,002556.SZ,002556,辉隆股份,其他商业,17.7
1815,923.0,300428.SZ,300428,四通新材,铝,17.68
3538,924.0,603888.SH,603888,新华网,互联网,17.67
2016,925.0,300635.SZ,300635,达安股份,建筑施工,17.67
2165,926.0,600036.SH,600036,招商银行,银行,17.66
399,927.0,000921.SZ,000921,海信家电,家用电器,17.65
2535,928.0,600493.SH,600493,凤竹纺织,纺织,17.65
3441,929.0,603683.SH,603683,晶华新材,化工原料,17.62
1955,930.0,300571.SZ,300571,平治信息,互联网,17.6
650,931.0,002188.SZ,002188,*ST巴士,广告包装,17.58
412,932.0,000936.SZ,000936,华西股份,化纤,17.56
2536,933.0,600495.SH,600495,晋西车轴,运输设备,17.54
2347,934.0,600248.SH,600248,延长化建,建筑施工,17.54
3211,935.0,603113.SH,603113,金能科技,化工原料,17.53
1318,936.0,002871.SZ,002871,伟隆股份,机械基件,17.53
1206,937.0,002750.SZ,002750,龙津药业,中成药,17.53
2019,938.0,300638.SZ,300638,广和通,通信设备,17.48
1784,939.0,300397.SZ,300397,天和防务,通信设备,17.48
914,940.0,002453.SZ,002453,华软科技,化工原料,17.48
3505,941.0,603819.SH,603819,神力股份,电气设备,17.47
706,942.0,002244.SZ,002244,滨江集团,区域地产,17.46
2084,943.0,300705.SZ,300705,九典制药,化学制药,17.46
392,944.0,000912.SZ,000912,*ST天化,农药化肥,17.46
2339,945.0,600238.SH,600238,*ST椰岛,红黄药酒,17.46
3492,946.0,603799.SH,603799,华友钴业,小金属,17.45
2216,947.0,600099.SH,600099,林海股份,摩托车,17.44
1983,948.0,300601.SZ,300601,康泰生物,生物制药,17.41
442,949.0,000978.SZ,000978,桂林旅游,旅游景点,17.4
405,950.0,000928.SZ,000928,中钢国际,建筑施工,17.38
2887,951.0,600885.SH,600885,宏发股份,电气设备,17.37
3565,952.0,603938.SH,603938,三孚股份,化工原料,17.36
2615,953.0,600585.SH,600585,海螺水泥,水泥,17.35
2270,954.0,600161.SH,600161,天坛生物,生物制药,17.35
3593,955.0,603999.SH,603999,读者传媒,出版业,17.34
2934,956.0,600982.SH,600982,宁波热电,供气供热,17.34
1136,957.0,002676.SZ,002676,顺威股份,塑料,17.3
1832,958.0,300445.SZ,300445,康斯特,电器仪表,17.3
1118,959.0,002658.SZ,002658,雪迪龙,环境保护,17.3
2985,960.0,601117.SH,601117,中国化学,建筑施工,17.27
279,961.0,000736.SZ,000736,中交地产,全国地产,17.23
1908,962.0,300521.SZ,300521,爱司凯,专用机械,17.23
1232,963.0,002778.SZ,002778,高科石化,石油加工,17.21
333,964.0,000820.SZ,000820,神雾节能,环境保护,17.21
666,965.0,002204.SZ,002204,大连重工,专用机械,17.2
2827,966.0,600819.SH,600819,耀皮玻璃,玻璃,17.2
1145,967.0,002685.SZ,002685,华东重机,工程机械,17.19
3222,968.0,603133.SH,603133,碳元科技,元器件,17.18
3045,969.0,601555.SH,601555,东吴证券,证券,17.17
1537,970.0,300147.SZ,300147,香雪制药,中成药,17.17
2692,971.0,600674.SH,600674,川投能源,水力发电,17.15
327,972.0,000812.SZ,000812,陕西金叶,广告包装,17.14
2919,973.0,600963.SH,600963,岳阳林纸,造纸,17.11
1080,974.0,002620.SZ,002620,瑞和股份,装修装饰,17.09
1084,975.0,002624.SZ,002624,完美世界,影视音像,17.09
2415,976.0,600328.SH,600328,兰太实业,化工原料,17.07
309,977.0,000790.SZ,000790,泰合健康,中成药,17.07
286,978.0,000753.SZ,000753,漳州发展,汽车服务,17.04
3502,979.0,603816.SH,603816,顾家家居,家居用品,17.03
2320,980.0,600218.SH,600218,全柴动力,农用机械,17.03
1572,981.0,300182.SZ,300182,捷成股份,软件服务,17.01
1678,982.0,300289.SZ,300289,利德曼,生物制药,17.01
2133,983.0,300759.SZ,300759,康龙化成,化学制药,17.0
1361,984.0,002918.SZ,002918,蒙娜丽莎,其他建材,16.99
1190,985.0,002733.SZ,002733,雄韬股份,电气设备,16.98
1108,986.0,002648.SZ,002648,卫星石化,化工原料,16.97
674,987.0,002212.SZ,002212,南洋股份,电气设备,16.96
2708,988.0,600690.SH,600690,青岛海尔,家用电器,16.95
1771,989.0,300384.SZ,300384,三联虹普,纺织机械,16.93
3085,990.0,601799.SH,601799,星宇股份,汽车配件,16.93
1184,991.0,002727.SZ,002727,一心堂,医药商业,16.93
3100,992.0,601877.SH,601877,正泰电器,电气设备,16.93
2963,993.0,601018.SH,601018,宁波港,港口,16.91
2462,994.0,600385.SH,600385,山东金泰,黄金,16.9
343,995.0,000833.SZ,000833,粤桂股份,造纸,16.9
1982,996.0,300600.SZ,300600,瑞特股份,电气设备,16.89
3518,997.0,603856.SH,603856,东宏股份,塑料,16.87
1410,998.0,300019.SZ,300019,硅宝科技,化工原料,16.86
2758,999.0,600742.SH,600742,一汽富维,汽车配件,16.85
3435,1000.0,603669.SH,603669,灵康药业,化学制药,16.84
2310,1001.0,600207.SH,600207,安彩高科,元器件,16.79
2381,1002.0,600289.SH,600289,*ST信通,软件服务,16.77
3330,1003.0,603378.SH,603378,亚士创能,染料涂料,16.75
2772,1004.0,600757.SH,600757,长江传媒,出版业,16.74
2300,1005.0,600195.SH,600195,中牧股份,饲料,16.73
2558,1006.0,600519.SH,600519,贵州茅台,白酒,16.73
2420,1007.0,600333.SH,600333,长春燃气,供气供热,16.73
2225,1008.0,600109.SH,600109,国金证券,证券,16.7
3116,1009.0,601929.SH,601929,吉视传媒,影视音像,16.68
2325,1010.0,600223.SH,600223,鲁商置业,区域地产,16.67
549,1011.0,002087.SZ,002087,新野纺织,纺织,16.67
1534,1012.0,300144.SZ,300144,宋城演艺,旅游景点,16.66
2182,1013.0,600062.SH,600062,华润双鹤,化学制药,16.66
2645,1014.0,600617.SH,600617,国新能源,供气供热,16.66
683,1015.0,002221.SZ,002221,东华能源,石油贸易,16.66
1807,1016.0,300420.SZ,300420,五洋停车,机械基件,16.65
3229,1017.0,603159.SH,603159,上海亚虹,专用机械,16.65
2063,1018.0,300683.SZ,300683,海特生物,生物制药,16.64
567,1019.0,002105.SZ,002105,信隆健康,文教休闲,16.64
1553,1020.0,300163.SZ,300163,先锋新材,其他建材,16.62
548,1021.0,002086.SZ,002086,ST东海洋,渔业,16.61
2240,1022.0,600125.SH,600125,铁龙物流,铁路,16.6
1268,1023.0,002818.SZ,002818,富森美,房产服务,16.55
678,1024.0,002216.SZ,002216,三全食品,食品,16.55
211,1025.0,000650.SZ,000650,仁和药业,中成药,16.53
981,1026.0,002520.SZ,002520,日发精机,机床制造,16.52
1142,1027.0,002682.SZ,002682,龙洲股份,公路,16.51
1127,1028.0,002667.SZ,002667,鞍重股份,工程机械,16.48
1135,1029.0,002675.SZ,002675,东诚药业,化学制药,16.46
1723,1030.0,300334.SZ,300334,津膜科技,专用机械,16.45
2501,1031.0,600444.SH,600444,国机通用,塑料,16.42
384,1032.0,000902.SZ,000902,新洋丰,农药化肥,16.41
1178,1033.0,002721.SZ,002721,金一文化,服饰,16.4
797,1034.0,002336.SZ,002336,人人乐,超市连锁,16.39
1240,1035.0,002787.SZ,002787,华源控股,广告包装,16.38
729,1036.0,002268.SZ,002268,卫士通,软件服务,16.37
1036,1037.0,002576.SZ,002576,通达动力,电气设备,16.37
3534,1038.0,603883.SH,603883,老百姓,医药商业,16.35
3439,1039.0,603679.SH,603679,华体科技,电气设备,16.33
335,1040.0,000822.SZ,000822,山东海化,化工原料,16.32
3383,1041.0,603579.SH,603579,荣泰健康,医疗保健,16.31
1366,1042.0,002923.SZ,002923,润都股份,化学制药,16.3
2126,1043.0,300751.SZ,300751,迈为股份,专用机械,16.29
964,1044.0,002503.SZ,002503,搜于特,服饰,16.28
2759,1045.0,600743.SH,600743,华远地产,区域地产,16.28
3526,1046.0,603871.SH,603871,嘉友国际,仓储物流,16.27
3262,1047.0,603226.SH,603226,菲林格尔,家居用品,16.26
2237,1048.0,600121.SH,600121,郑州煤电,煤炭开采,16.25
1057,1049.0,002597.SZ,002597,金禾实业,化工原料,16.25
65,1050.0,000156.SZ,000156,华数传媒,影视音像,16.25
2873,1051.0,600870.SH,600870,*ST厦华,家用电器,16.24
1058,1052.0,002598.SZ,002598,山东章鼓,机械基件,16.23
1739,1053.0,300350.SZ,300350,华鹏飞,仓储物流,16.2
263,1054.0,000717.SZ,000717,韶钢松山,普钢,16.19
2410,1055.0,600322.SH,600322,天房发展,区域地产,16.17
2936,1056.0,600984.SH,600984,建设机械,工程机械,16.17
1179,1057.0,002722.SZ,002722,金轮股份,纺织机械,16.17
916,1058.0,002455.SZ,002455,百川股份,化工原料,16.15
975,1059.0,002514.SZ,002514,宝馨科技,机械基件,16.15
3283,1060.0,603298.SH,603298,杭叉集团,专用机械,16.15
3294,1061.0,603315.SH,603315,福鞍股份,机械基件,16.13
3582,1062.0,603985.SH,603985,恒润股份,机械基件,16.11
283,1063.0,000750.SZ,000750,国海证券,证券,16.1
539,1064.0,002077.SZ,002077,大港股份,区域地产,16.1
253,1065.0,000705.SZ,000705,浙江震元,医药商业,16.1
1191,1066.0,002734.SZ,002734,利民股份,农药化肥,16.06
3197,1067.0,603088.SH,603088,宁波精达,专用机械,16.06
634,1068.0,002172.SZ,002172,澳洋健康,化纤,16.05
97,1069.0,000430.SZ,000430,张家界,旅游景点,16.05
2170,1070.0,600050.SH,600050,中国联通,电信运营,16.04
2032,1071.0,300652.SZ,300652,雷迪克,汽车配件,16.03
2086,1072.0,300707.SZ,300707,威唐工业,专用机械,16.02
2153,1073.0,600021.SH,600021,上海电力,火力发电,16.01
1906,1074.0,300519.SZ,300519,新光药业,中成药,16.0
1291,1075.0,002842.SZ,002842,翔鹭钨业,小金属,15.98
71,1076.0,000333.SZ,000333,美的集团,家用电器,15.95
2271,1077.0,600162.SH,600162,香江控股,全国地产,15.94
3467,1078.0,603726.SH,603726,朗迪集团,机械基件,15.93
1175,1079.0,002717.SZ,002717,岭南股份,环境保护,15.92
300,1080.0,000778.SZ,000778,新兴铸管,钢加工,15.91
297,1081.0,000768.SZ,000768,中航飞机,航空,15.87
3305,1082.0,603330.SH,603330,上海天洋,塑料,15.86
3489,1083.0,603790.SH,603790,雅运股份,染料涂料,15.86
1621,1084.0,300232.SZ,300232,洲明科技,半导体,15.85
525,1085.0,002063.SZ,002063,远光软件,软件服务,15.85
2403,1086.0,600315.SH,600315,上海家化,日用化工,15.84
3087,1087.0,601801.SH,601801,皖新传媒,出版业,15.82
2301,1088.0,600196.SH,600196,复星医药,化学制药,15.82
2117,1089.0,300741.SZ,300741,华宝股份,食品,15.8
2695,1090.0,600677.SH,600677,航天通信,通信设备,15.8
2804,1091.0,600793.SH,600793,宜宾纸业,造纸,15.78
531,1092.0,002069.SZ,002069,獐子岛,渔业,15.76
177,1093.0,000599.SZ,000599,青岛双星,汽车配件,15.75
2105,1094.0,300727.SZ,300727,润禾材料,化工原料,15.74
2296,1095.0,600190.SH,600190,锦州港,港口,15.73
690,1096.0,002228.SZ,002228,合兴包装,广告包装,15.71
982,1097.0,002521.SZ,002521,齐峰新材,造纸,15.71
3306,1098.0,603331.SH,603331,百达精工,专用机械,15.71
1541,1099.0,300151.SZ,300151,昌红科技,机械基件,15.71
116,1100.0,000521.SZ,000521,长虹美菱,家用电器,15.7
710,1101.0,002248.SZ,002248,华东数控,机床制造,15.69
847,1102.0,002386.SZ,002386,天原集团,化工原料,15.69
281,1103.0,000738.SZ,000738,航发控制,航空,15.68
2466,1104.0,600389.SH,600389,江山股份,农药化肥,15.68
388,1105.0,000908.SZ,000908,景峰医药,化学制药,15.66
21,1106.0,000027.SZ,000027,深圳能源,火力发电,15.65
1106,1107.0,002646.SZ,002646,青青稞酒,白酒,15.65
2361,1108.0,600266.SH,600266,北京城建,区域地产,15.65
2716,1109.0,600698.SH,600698,湖南天雁,汽车配件,15.65
182,1110.0,000606.SZ,000606,顺利办,互联网,15.64
3462,1111.0,603717.SH,603717,天域生态,环境保护,15.6
2537,1112.0,600496.SH,600496,精工钢构,钢加工,15.6
1617,1113.0,300228.SZ,300228,富瑞特装,化工机械,15.6
3584,1114.0,603987.SH,603987,康德莱,医疗保健,15.59
1519,1115.0,300129.SZ,300129,泰胜风能,电气设备,15.59
2739,1116.0,600723.SH,600723,首商股份,百货,15.59
2183,1117.0,600063.SH,600063,皖维高新,化纤,15.57
1535,1118.0,300145.SZ,300145,中金环境,专用机械,15.56
1065,1119.0,002605.SZ,002605,姚记扑克,文教休闲,15.56
2546,1120.0,600506.SH,600506,香梨股份,种植业,15.54
1791,1121.0,300404.SZ,300404,博济医药,医疗保健,15.54
3086,1122.0,601800.SH,601800,中国交建,建筑施工,15.53
2606,1123.0,600576.SH,600576,祥源文化,影视音像,15.53
1736,1124.0,300347.SZ,300347,泰格医药,医疗保健,15.53
3276,1125.0,603277.SH,603277,银都股份,专用机械,15.52
2239,1126.0,600123.SH,600123,兰花科创,煤炭开采,15.47
334,1127.0,000821.SZ,000821,京山轻机,轻工机械,15.46
1673,1128.0,300284.SZ,300284,苏交科,建筑施工,15.45
3204,1129.0,603101.SH,603101,汇嘉时代,百货,15.43
344,1130.0,000835.SZ,000835,长城动漫,影视音像,15.42
1650,1131.0,300261.SZ,300261,雅本化学,农药化肥,15.42
2735,1132.0,600719.SH,600719,大连热电,供气供热,15.41
273,1133.0,000728.SZ,000728,国元证券,证券,15.4
2393,1134.0,600303.SH,600303,曙光股份,汽车整车,15.38
3566,1135.0,603939.SH,603939,益丰药房,医药商业,15.38
2478,1136.0,600403.SH,600403,大有能源,煤炭开采,15.37
3528,1137.0,603877.SH,603877,太平鸟,服饰,15.36
3002,1138.0,601186.SH,601186,中国铁建,建筑施工,15.36
2738,1139.0,600722.SH,600722,金牛化工,化工原料,15.35
404,1140.0,000927.SZ,000927,一汽夏利,汽车整车,15.33
237,1141.0,000683.SZ,000683,远兴能源,化工原料,15.33
55,1142.0,000088.SZ,000088,盐田港,港口,15.33
958,1143.0,002497.SZ,002497,雅化集团,化工原料,15.33
1623,1144.0,300234.SZ,300234,开尔新材,陶瓷,15.32
3519,1145.0,603858.SH,603858,步长制药,中成药,15.32
1566,1146.0,300176.SZ,300176,派生科技,汽车配件,15.32
2350,1147.0,600251.SH,600251,冠农股份,农业综合,15.28
3370,1148.0,603536.SH,603536,惠发股份,食品,15.27
2163,1149.0,600033.SH,600033,福建高速,路桥,15.27
1301,1150.0,002853.SZ,002853,皮阿诺,家居用品,15.25
1542,1151.0,300152.SZ,300152,科融环境,环境保护,15.25
434,1152.0,000969.SZ,000969,安泰科技,钢加工,15.24
659,1153.0,002197.SZ,002197,证通电子,电器仪表,15.22
1326,1154.0,002880.SZ,002880,卫光生物,生物制药,15.22
247,1155.0,000697.SZ,000697,炼石航空,航空,15.22
1177,1156.0,002719.SZ,002719,麦趣尔,乳制品,15.19
3088,1157.0,601808.SH,601808,中海油服,石油开采,15.18
524,1158.0,002062.SZ,002062,宏润建设,建筑施工,15.17
2458,1159.0,600380.SH,600380,健康元,化学制药,15.17
114,1160.0,000519.SZ,000519,中兵红箭,矿物制品,15.16
2640,1161.0,600612.SH,600612,老凤祥,服饰,15.16
1420,1162.0,300029.SZ,300029,天龙光电,专用机械,15.14
1897,1163.0,300510.SZ,300510,金冠股份,电气设备,15.14
1580,1164.0,300191.SZ,300191,潜能恒信,石油开采,15.14
1977,1165.0,300595.SZ,300595,欧普康视,医疗保健,15.12
508,1166.0,002046.SZ,002046,轴研科技,机械基件,15.11
2187,1167.0,600068.SH,600068,葛洲坝,建筑施工,15.11
87,1168.0,000418.SZ,000418,小天鹅A,家用电器,15.1
875,1169.0,002414.SZ,002414,高德红外,电器仪表,15.1
2822,1170.0,600814.SH,600814,杭州解百,百货,15.09
1871,1171.0,300484.SZ,300484,蓝海华腾,电气设备,15.08
1407,1172.0,300016.SZ,300016,北陆药业,中成药,15.07
1375,1173.0,002933.SZ,002933,新兴装备,航空,15.05
2627,1174.0,600598.SH,600598,北大荒,种植业,15.03
953,1175.0,002492.SZ,002492,恒基达鑫,仓储物流,15.03
1129,1176.0,002669.SZ,002669,康达新材,化工原料,15.02
2468,1177.0,600391.SH,600391,航发科技,航空,15.02
1707,1178.0,300318.SZ,300318,博晖创新,医疗保健,15.0
893,1179.0,002432.SZ,002432,九安医疗,医疗保健,14.99
200,1180.0,000628.SZ,000628,高新发展,园区开发,14.98
2978,1181.0,601101.SH,601101,昊华能源,煤炭开采,14.97
2509,1182.0,600459.SH,600459,贵研铂业,小金属,14.97
3054,1183.0,601599.SH,601599,鹿港文化,影视音像,14.96
1525,1184.0,300135.SZ,300135,宝利国际,化工原料,14.96
2344,1185.0,600243.SH,600243,青海华鼎,机床制造,14.96
497,1186.0,002035.SZ,002035,华帝股份,家用电器,14.96
2830,1187.0,600822.SH,600822,上海物贸,商贸代理,14.95
2807,1188.0,600796.SH,600796,钱江生化,农药化肥,14.95
2946,1189.0,600997.SH,600997,开滦股份,煤炭开采,14.95
547,1190.0,002085.SZ,002085,万丰奥威,汽车配件,14.92
26,1191.0,000032.SZ,000032,深桑达A,元器件,14.92
397,1192.0,000919.SZ,000919,金陵药业,化学制药,14.91
3165,1193.0,603031.SH,603031,安德利,百货,14.91
264,1194.0,000718.SZ,000718,苏宁环球,区域地产,14.89
105,1195.0,000506.SZ,000506,中润资源,区域地产,14.89
3458,1196.0,603711.SH,603711,香飘飘,软饮料,14.88
3319,1197.0,603357.SH,603357,设计总院,建筑施工,14.85
1782,1198.0,300395.SZ,300395,菲利华,玻璃,14.83
3151,1199.0,603016.SH,603016,新宏泰,电气设备,14.83
1303,1200.0,002856.SZ,002856,美芝股份,装修装饰,14.79
2463,1201.0,600386.SH,600386,北巴传媒,公共交通,14.79
3591,1202.0,603997.SH,603997,继峰股份,汽车配件,14.79
2551,1203.0,600511.SH,600511,国药股份,医药商业,14.79
955,1204.0,002494.SZ,002494,华斯股份,服饰,14.78
3531,1205.0,603880.SH,603880,南卫股份,医疗保健,14.77
3336,1206.0,603388.SH,603388,元成股份,建筑施工,14.76
2318,1207.0,600216.SH,600216,浙江医药,化学制药,14.74
3339,1208.0,603396.SH,603396,金辰股份,专用机械,14.73
687,1209.0,002225.SZ,002225,濮耐股份,其他建材,14.73
3177,1210.0,603045.SH,603045,福达合金,电气设备,14.73
563,1211.0,002101.SZ,002101,广东鸿图,机械基件,14.73
1801,1212.0,300414.SZ,300414,中光防雷,元器件,14.72
3581,1213.0,603980.SH,603980,吉华集团,染料涂料,14.71
2384,1214.0,600292.SH,600292,远达环保,环境保护,14.69
409,1215.0,000932.SZ,000932,华菱钢铁,普钢,14.68
3290,1216.0,603308.SH,603308,应流股份,专用机械,14.68
186,1217.0,000610.SZ,000610,西安旅游,旅游服务,14.68
2709,1218.0,600691.SH,600691,阳煤化工,农药化肥,14.68
878,1219.0,002417.SZ,002417,深南股份,多元金融,14.67
3548,1220.0,603903.SH,603903,中持股份,环境保护,14.67
289,1221.0,000757.SZ,000757,浩物股份,汽车配件,14.66
220,1222.0,000663.SZ,000663,永安林业,林业,14.66
1242,1223.0,002789.SZ,002789,建艺集团,装修装饰,14.63
2592,1224.0,600560.SH,600560,金自天正,电气设备,14.63
2889,1225.0,600887.SH,600887,伊利股份,乳制品,14.63
3003,1226.0,601188.SH,601188,龙江交通,路桥,14.6
1962,1227.0,300579.SZ,300579,数字认证,软件服务,14.58
1168,1228.0,002709.SZ,002709,天赐材料,化工原料,14.57
2610,1229.0,600580.SH,600580,卧龙电驱,电气设备,14.57
984,1230.0,002523.SZ,002523,天桥起重,工程机械,14.56
1336,1231.0,002890.SZ,002890,弘宇股份,农用机械,14.56
2836,1232.0,600828.SH,600828,茂业商业,百货,14.56
3387,1233.0,603586.SH,603586,金麒麟,汽车配件,14.56
838,1234.0,002377.SZ,002377,国创高新,石油加工,14.54
478,1235.0,002016.SZ,002016,世荣兆业,区域地产,14.53
758,1236.0,002297.SZ,002297,博云新材,矿物制品,14.52
2407,1237.0,600319.SH,600319,亚星化学,化工原料,14.52
794,1238.0,002333.SZ,002333,罗普斯金,铝,14.5
2802,1239.0,600791.SH,600791,京能置业,全国地产,14.5
3106,1240.0,601888.SH,601888,中国国旅,旅游服务,14.48
3171,1241.0,603038.SH,603038,华立股份,装修装饰,14.46
724,1242.0,002263.SZ,002263,*ST东南,塑料,14.46
20,1243.0,000026.SZ,000026,飞亚达A,其他商业,14.46
2805,1244.0,600794.SH,600794,保税科技,仓储物流,14.45
2693,1245.0,600675.SH,600675,中华企业,区域地产,14.45
3216,1246.0,603123.SH,603123,翠微股份,百货,14.42
3004,1247.0,601198.SH,601198,东兴证券,证券,14.4
3362,1248.0,603517.SH,603517,绝味食品,食品,14.4
1581,1249.0,300192.SZ,300192,科斯伍德,染料涂料,14.39
540,1250.0,002078.SZ,002078,太阳纸业,造纸,14.39
1809,1251.0,300422.SZ,300422,博世科,环境保护,14.38
2862,1252.0,600859.SH,600859,王府井,百货,14.37
529,1253.0,002067.SZ,002067,景兴纸业,造纸,14.37
2481,1254.0,600408.SH,600408,*ST安泰,焦炭加工,14.35
2235,1255.0,600119.SH,600119,长江投资,仓储物流,14.34
2272,1256.0,600163.SH,600163,中闽能源,新型电力,14.34
942,1257.0,002481.SZ,002481,双塔食品,食品,14.33
2852,1258.0,600847.SH,600847,万里股份,电气设备,14.33
3574,1259.0,603968.SH,603968,醋化股份,化工原料,14.32
543,1260.0,002081.SZ,002081,金螳螂,装修装饰,14.31
3198,1261.0,603089.SH,603089,正裕工业,汽车配件,14.27
206,1262.0,000635.SZ,000635,英力特,化工原料,14.26
1547,1263.0,300157.SZ,300157,恒泰艾普,石油开采,14.26
3567,1264.0,603955.SH,603955,大千生态,环境保护,14.25
1579,1265.0,300190.SZ,300190,维尔利,环境保护,14.25
1543,1266.0,300153.SZ,300153,科泰电源,电气设备,14.25
224,1267.0,000668.SZ,000668,荣丰控股,区域地产,14.24
1358,1268.0,002915.SZ,002915,中欣氟材,化工原料,14.24
2727,1269.0,600711.SH,600711,盛屯矿业,小金属,14.23
1259,1270.0,002808.SZ,002808,恒久科技,元器件,14.22
1555,1271.0,300165.SZ,300165,天瑞仪器,电器仪表,14.22
3235,1272.0,603168.SH,603168,莎普爱思,化学制药,14.22
1235,1273.0,002781.SZ,002781,奇信股份,装修装饰,14.2
2284,1274.0,600177.SH,600177,雅戈尔,服饰,14.19
612,1275.0,002150.SZ,002150,通润装备,机械基件,14.19
1294,1276.0,002846.SZ,002846,英联股份,广告包装,14.18
925,1277.0,002464.SZ,002464,众应互联,互联网,14.17
621,1278.0,002159.SZ,002159,三特索道,旅游服务,14.17
808,1279.0,002347.SZ,002347,泰尔股份,机械基件,14.17
1162,1280.0,002702.SZ,002702,海欣食品,食品,14.16
2587,1281.0,600555.SH,600555,海航创新,旅游服务,14.16
366,1282.0,000880.SZ,000880,潍柴重机,机械基件,14.15
2792,1283.0,600779.SH,600779,水井坊,白酒,14.13
754,1284.0,002293.SZ,002293,罗莱生活,纺织,14.13
1472,1285.0,300082.SZ,300082,奥克股份,化工原料,14.13
306,1286.0,000786.SZ,000786,北新建材,其他建材,14.13
1091,1287.0,002631.SZ,002631,德尔未来,家居用品,14.12
861,1288.0,002400.SZ,002400,省广集团,广告包装,14.11
3309,1289.0,603335.SH,603335,迪生力,汽车配件,14.1
2637,1290.0,600609.SH,600609,金杯汽车,汽车配件,14.06
3456,1291.0,603708.SH,603708,家家悦,超市连锁,14.06
2944,1292.0,600995.SH,600995,文山电力,水力发电,14.04
360,1293.0,000868.SZ,000868,安凯客车,汽车整车,14.02
2995,1294.0,601162.SH,601162,天风证券,证券,14.01
682,1295.0,002220.SZ,002220,天宝食品,食品,14.01
2449,1296.0,600370.SH,600370,三房巷,纺织,14.01
2342,1297.0,600241.SH,600241,时代万恒,商贸代理,14.0
2728,1298.0,600712.SH,600712,南宁百货,百货,14.0
1267,1299.0,002817.SZ,002817,黄山胶囊,化学制药,13.99
2480,1300.0,600406.SH,600406,国电南瑞,软件服务,13.98
2445,1301.0,600366.SH,600366,宁波韵升,电器仪表,13.97
1413,1302.0,300022.SZ,300022,吉峰科技,农用机械,13.96
1412,1303.0,300021.SZ,300021,大禹节水,农业综合,13.96
380,1304.0,000898.SZ,000898,鞍钢股份,普钢,13.96
46,1305.0,000061.SZ,000061,农产品,农业综合,13.95
1614,1306.0,300225.SZ,300225,金力泰,染料涂料,13.95
1877,1307.0,300490.SZ,300490,华自科技,电气设备,13.93
1474,1308.0,300084.SZ,300084,海默科技,石油开采,13.93
1964,1309.0,300581.SZ,300581,晨曦航空,航空,13.92
2252,1310.0,600138.SH,600138,中青旅,旅游服务,13.92
391,1311.0,000911.SZ,000911,南宁糖业,食品,13.91
1034,1312.0,002574.SZ,002574,明牌珠宝,服饰,13.91
2909,1313.0,600928.SH,600928,西安银行,银行,13.89
3494,1314.0,603801.SH,603801,志邦家居,家居用品,13.89
530,1315.0,002068.SZ,002068,黑猫股份,化工原料,13.89
1228,1316.0,002774.SZ,002774,快意电梯,运输设备,13.88
3064,1317.0,601619.SH,601619,嘉泽新能,新型电力,13.88
2218,1318.0,600101.SH,600101,明星电力,水力发电,13.87
959,1319.0,002498.SZ,002498,汉缆股份,电气设备,13.87
1882,1320.0,300495.SZ,300495,美尚生态,环境保护,13.87
960,1321.0,002499.SZ,002499,科林环保,环境保护,13.86
