,ts_code,name,industry,biggest_jump,last_daily_p_change,circ_mv
2391,600316.SH,洪都航空,航空,-0.154,-0.009,721417.1991
174,000595.SZ,宝塔实业,机械基件,-0.154,0.017,220252.1398
2301,600212.SH,江泉实业,综合类,-0.154,0.05,213377.7378
205,000632.SZ,三木集团,综合类,-0.153,0.005,183401.2303
3544,603963.SH,大理药业,化学制药,-0.153,-0.006,92795.625
288,000755.SZ,山西路桥,公路,-0.153,-0.02,209761.2856
897,002435.SZ,长江润发,化学制药,-0.153,-0.006,166477.7626
2852,600862.SH,中航高科,航空,-0.153,-0.019,799610.1874
2366,600287.SH,江苏舜天,商贸代理,-0.153,-0.012,217961.2409
508,002045.SZ,国光电器,元器件,-0.153,-0.013,214078.1741
2198,600095.SH,哈高科,区域地产,-0.153,0.0,141976.581
2850,600860.SH,京城股份,专用机械,-0.153,-0.016,155526.0
3400,603657.SH,春光科技,塑料,-0.153,-0.017,73248.0
3021,601375.SH,中原证券,证券,-0.153,-0.009,791404.0356
726,002264.SZ,新华都,超市连锁,-0.152,0.03,373021.1183
310,000790.SZ,泰合健康,中成药,-0.152,0.009,241261.7186
1103,002642.SZ,荣之联,软件服务,-0.152,0.0,346563.3602
217,000657.SZ,中钨高新,小金属,-0.152,-0.021,251367.7956
1012,002551.SZ,尚荣医疗,医疗保健,-0.152,-0.012,191366.4415
1136,002675.SZ,东诚药业,化学制药,-0.152,0.0,551807.5434
1368,002925.SZ,盈趣科技,元器件,-0.152,0.004,319481.5
259,000711.SZ,京蓝科技,软件服务,-0.152,-0.003,251034.2358
850,002388.SZ,新亚制程,元器件,-0.152,-0.015,212587.2
1175,002716.SZ,金贵银业,小金属,-0.152,-0.006,351988.665
2661,600651.SH,飞乐音响,电器仪表,-0.152,0.0,334974.8007
2821,600826.SH,兰生股份,商贸代理,-0.152,-0.003,413491.3691
3339,603518.SH,维格娜丝,服饰,-0.152,-0.007,217488.9385
1167,002707.SZ,众信旅游,旅游服务,-0.151,0.016,340290.7327
907,002445.SZ,ST中南,影视音像,-0.151,0.022,300027.8522
3153,603040.SH,新坐标,机械基件,-0.151,0.02,82642.7361
661,002198.SZ,嘉应制药,中成药,-0.151,-0.004,262442.5454
2510,600479.SH,千金药业,中成药,-0.151,0.017,331039.1295
3151,603038.SH,华立股份,装修装饰,-0.15,-0.013,66809.1227
2419,600351.SH,亚宝药业,中成药,-0.15,0.021,463567.4205
2408,600335.SH,国机汽车,汽车配件,-0.15,-0.017,710518.4175
2737,600734.SH,实达集团,电脑设备,-0.15,-0.005,214938.5276
849,002387.SZ,维信诺,元器件,-0.15,-0.001,376142.6179
852,002390.SZ,信邦制药,中成药,-0.15,0.011,500738.4271
499,002036.SZ,联创电子,元器件,-0.15,-0.006,475234.3138
682,002219.SZ,恒康医疗,中成药,-0.15,0.003,697589.5891
1115,002654.SZ,万润科技,半导体,-0.15,-0.002,240987.8073
1023,002562.SZ,兄弟科技,化学制药,-0.15,0.015,235010.1943
1178,002719.SZ,麦趣尔,乳制品,-0.15,0.042,172964.8143
2610,600594.SH,益佰制药,中成药,-0.15,0.005,448230.9084
2237,600137.SH,浪莎股份,服饰,-0.15,-0.008,128229.9986
3233,603208.SH,江山欧派,家居用品,-0.15,0.011,80984.6083
1328,002881.SZ,美格智能,通信设备,-0.149,-0.003,75852.147
1341,002895.SZ,川恒股份,化工原料,-0.149,-0.012,104535.308
2489,600446.SH,金证股份,软件服务,-0.149,0.0,835009.5
3282,603329.SH,上海雅仕,仓储物流,-0.149,-0.02,66825.0
1305,002857.SZ,三晖电气,电器仪表,-0.149,-0.01,56702.0848
2795,600797.SH,浙大网新,软件服务,-0.149,-0.006,720893.6641
1232,002777.SZ,久远银海,软件服务,-0.149,0.005,135150.04
3314,603393.SH,新天然气,供气供热,-0.149,0.012,323852.9407
987,002526.SZ,山东矿机,工程机械,-0.149,0.005,302012.1862
2338,600255.SH,梦舟股份,铜,-0.149,-0.011,332683.5883
308,000788.SZ,北大医药,化学制药,-0.149,0.008,312296.3685
2688,600683.SH,京投发展,区域地产,-0.148,0.002,314830.4787
3462,603790.SH,雅运股份,染料涂料,-0.148,-0.009,83462.4
966,002504.SZ,弘高创意,装修装饰,-0.148,0.006,145506.6888
1108,002647.SZ,仁东控股,多元金融,-0.148,0.005,747515.4278
3124,603008.SH,喜临门,家居用品,-0.148,-0.004,309973.2
3310,603386.SH,广东骏亚,元器件,-0.148,-0.001,98217.775
1377,002935.SZ,天奥电子,元器件,-0.148,0.007,109186.98
86,000416.SZ,民生控股,多元金融,-0.148,-0.007,236580.2886
1376,002933.SZ,新兴装备,航空,-0.148,0.023,121773.15
330,000815.SZ,美利云,造纸,-0.148,-0.013,219225.6
1268,002817.SZ,黄山胶囊,化学制药,-0.148,-0.004,71490.34
2340,600257.SH,大湖股份,渔业,-0.147,0.007,188329.05
2325,600238.SH,*ST椰岛,红黄药酒,-0.147,-0.019,201585.7157
1210,002753.SZ,永东股份,化工原料,-0.147,-0.004,185037.303
831,002369.SZ,卓翼科技,通信设备,-0.147,0.007,313882.0507
2179,600074.SH,*ST保千,电脑设备,-0.147,0.008,131334.8009
1066,002605.SZ,姚记扑克,文教休闲,-0.147,-0.01,202393.2043
3264,603301.SH,振德医疗,医疗保健,-0.147,0.005,80375.0
394,000913.SZ,钱江摩托,摩托车,-0.147,0.004,441739.681
691,002228.SZ,合兴包装,广告包装,-0.146,-0.019,532607.3313
2957,601068.SH,中铝国际,建筑施工,-0.146,-0.009,171921.7735
2826,600831.SH,广电网络,影视音像,-0.146,0.001,377503.8198
893,002431.SZ,棕榈股份,建筑施工,-0.146,-0.015,520784.8083
1272,002821.SZ,凯莱英,生物制药,-0.146,0.002,780414.5918
290,000757.SZ,浩物股份,汽车配件,-0.146,0.002,231680.8548
2512,600481.SH,双良节能,环境保护,-0.146,0.0,541245.5999
565,002102.SZ,ST冠福,化学制药,-0.146,0.026,396314.8256
270,000723.SZ,美锦能源,焦炭加工,-0.146,-0.003,365459.6091
3077,601858.SH,中国科传,出版业,-0.145,0.004,171069.0
2670,600662.SH,强生控股,公共交通,-0.145,-0.007,441358.758
687,002224.SZ,三力士,橡胶,-0.145,0.007,262163.1077
3517,603898.SH,好莱客,家居用品,-0.145,-0.015,177443.8803
3564,603998.SH,方盛制药,中成药,-0.145,-0.006,210897.5731
2334,600249.SH,两面针,日用化工,-0.145,0.003,207900.0
965,002503.SZ,搜于特,服饰,-0.145,0.008,482687.396
3466,603800.SH,道森股份,专用机械,-0.145,-0.009,242944.0
3464,603798.SH,康普顿,石油加工,-0.145,0.012,93513.0
1361,002917.SZ,金奥博,化工原料,-0.145,0.022,79063.1
2541,600515.SH,海航基础,全国地产,-0.145,-0.002,847388.932
545,002082.SZ,万邦德,铝,-0.145,-0.004,183974.0
804,002342.SZ,巨力索具,机械基件,-0.145,-0.022,317208.825
2838,600846.SH,同济科技,综合类,-0.145,-0.016,474193.9906
415,000938.SZ,紫光股份,软件服务,-0.144,-0.015,946896.384
2736,600733.SH,北汽蓝谷,汽车整车,-0.144,0.013,353241.0
3562,603996.SH,中新科技,家用电器,-0.144,-0.013,80554.5
2705,600701.SH,*ST工新,综合类,-0.144,0.053,216470.1107
456,000996.SZ,中国中期,汽车服务,-0.144,0.0,326370.0
3215,603169.SH,兰石重装,专用机械,-0.144,0.015,421445.7993
304,000782.SZ,美达股份,化纤,-0.144,0.0,199057.3686
903,002441.SZ,众业达,批发业,-0.144,0.001,276121.8113
3106,601969.SH,海南矿业,普钢,-0.144,0.011,908944.946
542,002079.SZ,苏州固锝,半导体,-0.144,-0.004,353033.3636
1130,002669.SZ,康达新材,化工原料,-0.144,0.027,275614.6777
3513,603890.SH,春秋电子,机械基件,-0.144,-0.009,121074.282
2636,600621.SH,华鑫股份,证券,-0.144,-0.028,504205.5245
153,000564.SZ,供销大集,百货,-0.144,0.008,506181.7476
3147,603033.SH,三维股份,橡胶,-0.143,-0.009,58888.34
1113,002652.SZ,扬子新材,其他建材,-0.143,-0.005,214001.172
2904,600962.SH,国投中鲁,软饮料,-0.143,-0.039,201945.9
417,000948.SZ,南天信息,软件服务,-0.143,-0.019,235903.4887
828,002366.SZ,台海核电,专用机械,-0.143,0.009,511078.5826
2268,600175.SH,美都能源,综合类,-0.143,-0.004,556385.5145
1284,002833.SZ,弘亚数控,专用机械,-0.143,-0.002,200592.8766
663,002200.SZ,云投生态,环境保护,-0.143,-0.007,77917.9176
199,000626.SZ,远大控股,商贸代理,-0.143,-0.013,277956.765
722,002260.SZ,*ST德奥,航空,-0.142,0.059,103958.4
753,002291.SZ,星期六,服饰,-0.142,-0.014,189236.1359
2318,600231.SH,凌钢股份,普钢,-0.142,0.007,786987.499
2538,600511.SH,国药股份,医药商业,-0.142,0.008,653850.2682
3536,603936.SH,博敏电子,元器件,-0.142,-0.007,234290.0
2997,601218.SH,吉鑫科技,机械基件,-0.142,-0.004,240005.92
6,000008.SZ,神州高铁,运输设备,-0.142,-0.01,986757.8655
447,000982.SZ,*ST中绒,纺织,-0.142,0.031,240070.7561
32,000038.SZ,深大通,广告包装,-0.142,0.001,238450.1711
1208,002751.SZ,易尚展示,家居用品,-0.142,0.026,192999.3913
978,002516.SZ,旷达科技,纺织,-0.142,0.003,272447.0282
595,002132.SZ,恒星科技,钢加工,-0.142,-0.018,348633.7496
611,002148.SZ,北纬科技,互联网,-0.142,-0.007,255127.6201
3444,603729.SH,龙韵股份,广告包装,-0.142,-0.006,144487.224
3378,603607.SH,京华激光,造纸,-0.142,-0.003,90998.3946
3505,603881.SH,数据港,电信运营,-0.142,0.001,320761.996
3269,603309.SH,维力医疗,医疗保健,-0.141,-0.001,199600.0
2683,600678.SH,四川金顶,水泥,-0.141,-0.011,219514.71
752,002290.SZ,中科新材,家用电器,-0.141,-0.017,200223.807
172,000592.SZ,平潭发展,林业,-0.141,0.022,535902.3365
904,002442.SZ,龙星化工,化工原料,-0.141,0.002,396589.7108
930,002468.SZ,申通快递,仓储物流,-0.141,-0.01,550748.16
368,000881.SZ,中广核技,综合类,-0.141,0.003,213173.6448
2212,600110.SH,诺德股份,电气设备,-0.141,-0.005,484281.3928
1106,002645.SZ,华宏科技,专用机械,-0.141,-0.013,231257.1069
3437,603718.SH,海利生物,生物制药,-0.14,-0.022,873264.0
322,000803.SZ,金宇车城,纺织,-0.14,-0.016,162856.8886
2769,600768.SH,宁波富邦,铝,-0.14,-0.013,130002.2784
3126,603010.SH,万盛股份,化工原料,-0.14,0.008,334559.7775
406,000928.SZ,中钢国际,建筑施工,-0.14,0.002,320301.2118
808,002346.SZ,柘中股份,电气设备,-0.14,0.105,526836.7633
1025,002564.SZ,天沃科技,化工机械,-0.14,-0.008,306948.143
940,002478.SZ,常宝股份,钢加工,-0.14,-0.002,295024.0482
3396,603648.SH,畅联股份,仓储物流,-0.14,-0.021,312799.3509
2611,600595.SH,中孚实业,铝,-0.14,-0.005,353532.7018
3438,603721.SH,中广天择,影视音像,-0.14,-0.003,70403.6477
3479,603822.SH,嘉澳环保,环境保护,-0.139,0.001,91439.2329
2718,600715.SH,文投控股,影视音像,-0.139,-0.006,669067.9916
3350,603557.SH,起步股份,服饰,-0.139,0.012,169211.6
751,002289.SZ,宇顺电子,元器件,-0.139,-0.002,142634.3919
2555,600530.SH,交大昂立,医疗保健,-0.139,0.002,375960.0
2235,600135.SH,乐凯胶片,化工原料,-0.139,-0.01,219319.1402
1359,002915.SZ,中欣氟材,化工原料,-0.139,-0.007,77421.5125
3395,603639.SH,海利尔,农药化肥,-0.139,0.011,149391.5282
1349,002903.SZ,宇环数控,机床制造,-0.139,-0.006,117414.0
3565,603999.SH,读者传媒,出版业,-0.139,0.008,296064.0
644,002181.SZ,粤传媒,出版业,-0.139,-0.02,441294.2725
401,000922.SZ,佳电股份,电气设备,-0.139,0.001,325638.2586
577,002114.SZ,罗平锌电,铅锌,-0.139,0.001,235095.4367
493,002030.SZ,达安基因,生物制药,-0.138,0.017,869980.7529
789,002327.SZ,富安娜,纺织,-0.138,-0.005,374942.2972
478,002015.SZ,霞客环保,化纤,-0.138,-0.008,200351.9125
130,000537.SZ,广宇发展,区域地产,-0.138,-0.005,296746.39
348,000838.SZ,财信发展,区域地产,-0.138,-0.007,190283.6727
2869,600880.SH,博瑞传播,广告包装,-0.138,-0.027,288212.4902
3424,603698.SH,航天工程,专用机械,-0.138,0.008,594536.6
1279,002828.SZ,贝肯能源,石油开采,-0.138,-0.017,124251.3748
43,000056.SZ,皇庭国际,房产服务,-0.138,0.007,487112.1991
387,000905.SZ,厦门港务,港口,-0.138,-0.002,340902.0
3186,603105.SH,芯能科技,电气设备,-0.137,0.038,118976.0
2511,600480.SH,凌云股份,汽车配件,-0.137,-0.006,359394.5303
2615,600599.SH,熊猫金控,多元金融,-0.137,-0.004,174466.0
55,000078.SZ,海王生物,生物制药,-0.137,0.003,571849.6439
3203,603138.SH,海量数据,软件服务,-0.137,-0.004,84294.392
2747,600744.SH,华银电力,火力发电,-0.137,0.0,224288.9229
3017,601360.SH,三六零,互联网,-0.137,-0.007,855530.9822
845,002383.SZ,合众思壮,通信设备,-0.137,-0.01,602299.4933
1090,002629.SZ,仁智股份,石油开采,-0.137,-0.005,141286.1775
1321,002873.SZ,新天药业,中成药,-0.137,0.005,101716.4949
2770,600769.SH,祥龙电业,建筑施工,-0.137,-0.033,155990.5152
1347,002901.SZ,大博医疗,医疗保健,-0.136,-0.021,124819.4706
1203,002746.SZ,仙坛股份,农业综合,-0.136,0.004,338279.9638
570,002107.SZ,沃华医药,中成药,-0.136,-0.004,239919.6381
2841,600850.SH,华东电脑,软件服务,-0.136,0.005,705707.8667
755,002293.SZ,罗莱生活,纺织,-0.136,-0.01,616972.5444
2474,600419.SH,天润乳业,乳制品,-0.136,-0.009,285610.7824
536,002073.SZ,软控股份,软件服务,-0.136,-0.019,380807.751
1034,002573.SZ,清新环境,环境保护,-0.136,-0.007,857518.3429
933,002471.SZ,中超控股,电气设备,-0.136,-0.004,344405.1609
3511,603888.SH,新华网,互联网,-0.136,-0.019,232763.9036
3398,603655.SH,朗博科技,汽车配件,-0.136,-0.002,42930.0
1373,002930.SZ,宏川智慧,仓储物流,-0.136,-0.018,166065.9
2931,600996.SH,贵广网络,影视音像,-0.136,-0.014,182964.2065
3407,603666.SH,亿嘉和,专用机械,-0.136,-0.009,113719.5598
68,000158.SZ,常山北明,纺织,-0.135,-0.013,854322.282
34,000040.SZ,东旭蓝天,新型电力,-0.135,0.018,905507.6129
3013,601330.SH,绿色动力,环境保护,-0.135,-0.019,157915.8
3560,603991.SH,至正股份,塑料,-0.135,-0.003,73983.1313
233,000678.SZ,襄阳轴承,机械基件,-0.135,-0.004,211536.3399
3239,603225.SH,新凤鸣,化纤,-0.135,0.009,228956.0
742,002280.SZ,联络互动,软件服务,-0.135,0.005,701867.4163
1118,002657.SZ,中科金财,软件服务,-0.135,0.004,358760.8619
3214,603168.SH,莎普爱思,化学制药,-0.135,-0.004,203679.6125
506,002043.SZ,兔宝宝,其他建材,-0.135,0.002,369044.8452
864,002402.SZ,和而泰,元器件,-0.135,-0.018,441165.6502
725,002263.SZ,*ST东南,塑料,-0.135,0.006,324956.2973
909,002447.SZ,晨鑫科技,互联网,-0.135,0.031,400889.2356
3527,603917.SH,合力科技,汽车配件,-0.135,-0.003,102007.8062
343,000831.SZ,五矿稀土,小金属,-0.135,0.0,872010.3041
2488,600444.SH,国机通用,塑料,-0.135,0.0,146861.1978
3359,603579.SH,荣泰健康,医疗保健,-0.134,0.004,155082.72
352,000851.SZ,高鸿股份,软件服务,-0.134,-0.007,380392.9941
2598,600581.SH,八一钢铁,普钢,-0.134,0.003,596297.2714
2291,600200.SH,江苏吴中,综合类,-0.134,-0.003,438464.7121
3167,603069.SH,海汽集团,公路,-0.134,0.0,120443.4
2632,600617.SH,国新能源,供气供热,-0.134,0.002,493306.6581
258,000710.SZ,贝瑞基因,医疗保健,-0.134,-0.001,203822.846
2163,600057.SH,厦门象屿,仓储物流,-0.134,-0.007,914868.734
396,000917.SZ,电广传媒,影视音像,-0.134,0.003,818212.449
2493,600455.SH,博通股份,软件服务,-0.134,-0.017,139593.63
2577,600558.SH,大西洋,钢加工,-0.134,-0.012,296209.5942
2543,600517.SH,置信电气,电气设备,-0.134,-0.009,411936.878
465,002002.SZ,鸿达兴业,化工原料,-0.134,0.0,757099.4163
869,002407.SZ,多氟多,化工原料,-0.133,-0.003,654288.6671
1154,002693.SZ,双成药业,化学制药,-0.133,-0.01,165790.9559
328,000812.SZ,陕西金叶,广告包装,-0.133,0.022,249631.2992
2791,600793.SH,宜宾纸业,造纸,-0.133,0.013,161951.4
3236,603220.SH,贝通信,通信设备,-0.133,-0.027,162715.88
2675,600667.SH,太极实业,半导体,-0.133,-0.011,637331.7355
3256,603283.SH,赛腾股份,专用机械,-0.133,-0.015,67320.0
3426,603701.SH,德宏股份,汽车配件,-0.133,0.009,81806.4
492,002029.SZ,七匹狼,服饰,-0.133,-0.005,483534.1875
1304,002856.SZ,美芝股份,装修装饰,-0.132,-0.008,72249.408
2676,600668.SH,尖峰集团,水泥,-0.132,0.004,412900.5936
2558,600533.SH,栖霞建设,区域地产,-0.132,-0.003,332850.0
657,002194.SZ,*ST凡谷,通信设备,-0.132,0.01,327233.9951
3534,603929.SH,亚翔集成,装修装饰,-0.132,0.003,147254.0
2380,600303.SH,曙光股份,汽车整车,-0.132,0.025,256193.9342
2640,600626.SH,申达股份,纺织,-0.132,-0.008,363644.3218
1205,002748.SZ,世龙实业,化工原料,-0.132,0.001,178800.0
2386,600310.SH,桂东电力,水力发电,-0.132,0.011,316210.05
2722,600719.SH,大连热电,供气供热,-0.132,-0.005,159007.6428
1346,002900.SZ,哈三联,化学制药,-0.132,0.014,159343.305
3337,603516.SH,淳中科技,通信设备,-0.132,0.025,72522.1567
1371,002928.SZ,华夏航空,空运,-0.132,0.007,77274.0
3262,603299.SH,井神股份,化工原料,-0.131,-0.004,144677.8688
829,002367.SZ,康力电梯,运输设备,-0.131,0.009,296722.6887
1285,002835.SZ,同为股份,元器件,-0.131,0.001,61654.6932
44,000058.SZ,深赛格,元器件,-0.131,0.052,335718.3685
3411,603676.SH,卫信康,化学制药,-0.131,-0.009,77526.1382
2300,600211.SH,西藏药业,中成药,-0.131,0.033,414928.65
2361,600281.SH,太化股份,化工原料,-0.131,0.014,190843.1513
3528,603918.SH,金桥信息,软件服务,-0.131,-0.017,217656.558
2405,600331.SH,宏达股份,铅锌,-0.131,0.004,459232.0
865,002403.SZ,爱仕达,家用电器,-0.131,-0.012,243801.272
3191,603113.SH,金能科技,化工原料,-0.131,0.0,390605.4051
1247,002793.SZ,东音股份,专用机械,-0.131,-0.01,65520.0725
875,002413.SZ,雷科防务,通信设备,-0.131,0.006,533476.1631
899,002437.SZ,誉衡药业,化学制药,-0.131,-0.015,717302.3198
222,000665.SZ,湖北广电,影视音像,-0.131,-0.003,461851.3055
1365,002921.SZ,联诚精密,汽车配件,-0.131,-0.008,54560.0
2326,600239.SH,云南城投,区域地产,-0.13,0.0,504185.6894
3227,603196.SH,日播时尚,服饰,-0.13,-0.019,62914.8
1003,002542.SZ,中化岩土,建筑施工,-0.13,-0.041,362987.5874
2691,600686.SH,金龙汽车,汽车整车,-0.13,-0.025,445346.0671
3208,603159.SH,上海亚虹,专用机械,-0.13,-0.009,44975.0
54,000070.SZ,特发信息,通信设备,-0.13,-0.006,375987.296
2730,600727.SH,鲁北化工,农药化肥,-0.13,0.005,198975.3862
2267,600173.SH,卧龙地产,全国地产,-0.13,-0.003,287122.7542
3344,603533.SH,掌阅科技,互联网,-0.13,0.001,236051.4761
1336,002889.SZ,东方嘉盛,仓储物流,-0.13,-0.012,94120.8804
3428,603706.SH,东方环宇,供气供热,-0.13,-0.035,113720.0
2797,600800.SH,天津磁卡,综合类,-0.13,-0.011,329916.2654
2498,600461.SH,洪城水业,水务,-0.13,0.004,334422.0
810,002348.SZ,高乐股份,文教休闲,-0.13,-0.027,244476.784
1160,002699.SZ,美盛文化,服饰,-0.13,-0.008,481461.6945
1193,002735.SZ,王子新材,塑料,-0.13,-0.012,90556.95
2454,600390.SH,五矿资本,多元金融,-0.13,0.004,382585.6223
2487,600439.SH,瑞贝卡,服饰,-0.13,-0.004,310164.0106
1146,002685.SZ,华东重机,工程机械,-0.13,-0.009,378779.8929
2509,600478.SH,科力远,元器件,-0.129,-0.007,583465.612
3166,603067.SH,振华股份,化工原料,-0.129,0.0,124487.44
1360,002916.SZ,深南电路,元器件,-0.129,-0.009,635323.004
1214,002758.SZ,华通医药,医药商业,-0.129,0.001,131023.1841
2731,600728.SH,佳都科技,软件服务,-0.129,0.006,999094.9649
1179,002721.SZ,金一文化,服饰,-0.129,0.101,331382.5024
1294,002845.SZ,同兴达,元器件,-0.129,0.01,92832.4163
2945,601011.SH,宝泰隆,焦炭加工,-0.129,0.002,921150.8335
568,002105.SZ,信隆健康,文教休闲,-0.129,-0.005,148874.0
2463,600400.SH,红豆股份,服饰,-0.129,-0.012,996046.5021
2596,600579.SH,天华院,化工机械,-0.129,0.008,327687.5472
3364,603587.SH,地素时尚,服饰,-0.128,0.009,131150.0
3519,603900.SH,莱绅通灵,服饰,-0.128,0.0,101290.9674
1293,002843.SZ,泰嘉股份,钢加工,-0.128,-0.004,104244.0
692,002229.SZ,鸿博股份,广告包装,-0.128,-0.007,277898.798
1366,002922.SZ,伊戈尔,电气设备,-0.128,0.024,54417.0
895,002433.SZ,太安堂,中成药,-0.128,-0.006,331233.29
760,002298.SZ,中电兴发,软件服务,-0.128,0.002,312156.3037
2741,600738.SH,兰州民百,百货,-0.128,-0.011,227479.5106
3201,603133.SH,碳元科技,元器件,-0.128,-0.007,177265.7568
2177,600072.SH,中船科技,船舶,-0.128,0.017,422948.2541
596,002133.SZ,广宇集团,全国地产,-0.128,-0.003,229219.529
2719,600716.SH,凤凰股份,区域地产,-0.128,-0.003,303103.5254
3125,603009.SH,北特科技,汽车配件,-0.128,-0.008,197209.0457
1234,002779.SZ,中坚科技,农用机械,-0.128,-0.014,201432.0
2532,600505.SH,西昌电力,水力发电,-0.128,0.008,176815.2375
2866,600876.SH,洛阳玻璃,玻璃,-0.128,-0.016,313334.9494
807,002345.SZ,潮宏基,服饰,-0.128,0.013,419139.5256
2594,600577.SH,精达股份,电气设备,-0.127,0.003,592463.2465
2437,600371.SH,万向德农,种植业,-0.127,-0.009,141787.8
221,000663.SZ,永安林业,林业,-0.127,-0.011,139283.5569
3367,603590.SH,康辰药业,化学制药,-0.127,-0.002,133600.0
1182,002724.SZ,海洋王,半导体,-0.127,-0.015,177816.6611
3189,603110.SH,东方材料,染料涂料,-0.127,-0.014,58481.6816
2192,600088.SH,中视传媒,影视音像,-0.127,-0.008,331289.4312
2885,600896.SH,*ST海投,水运,-0.127,0.005,222771.5134
263,000716.SZ,黑芝麻,食品,-0.127,-0.02,175028.236
1280,002829.SZ,星网宇达,通信设备,-0.127,0.008,110050.5622
2914,600976.SH,健民集团,中成药,-0.127,0.003,223509.3588
113,000517.SZ,荣安地产,区域地产,-0.127,0.017,731614.5007
3439,603722.SH,阿科力,化工原料,-0.126,0.015,97141.05
844,002382.SZ,蓝帆医疗,医疗保健,-0.126,0.001,767907.9282
3488,603843.SH,正平股份,建筑施工,-0.126,-0.01,160632.6654
411,000933.SZ,神火股份,煤炭开采,-0.126,0.0,777291.6779
3034,601577.SH,长沙银行,银行,-0.126,-0.005,297675.1771
1364,002920.SZ,德赛西威,汽车配件,-0.126,0.006,185100.0
2711,600707.SH,彩虹股份,元器件,-0.126,-0.014,553825.5821
1303,002855.SZ,捷荣技术,塑料,-0.126,0.0,71223.6
1363,002919.SZ,名臣健康,日用化工,-0.126,0.01,64830.859
3006,601258.SH,庞大集团,汽车服务,-0.126,0.0,954617.8467
3029,601519.SH,大智慧,软件服务,-0.126,0.003,691719.6
2189,600084.SH,中葡股份,红黄药酒,-0.126,-0.018,359592.5856
801,002339.SZ,积成电子,电气设备,-0.125,-0.005,203993.2562
2431,600365.SH,通葡股份,红黄药酒,-0.125,0.005,156800.0
2628,600613.SH,神奇制药,中成药,-0.125,-0.014,241577.2689
321,000802.SZ,北京文化,影视音像,-0.125,-0.005,416265.6404
3501,603877.SH,太平鸟,服饰,-0.125,-0.018,358883.8841
2209,600107.SH,美尔雅,服饰,-0.125,0.013,225000.0
653,002190.SZ,成飞集成,汽车配件,-0.125,-0.014,547468.7739
2951,601020.SH,华钰矿业,铅锌,-0.125,-0.03,249510.9531
2589,600571.SH,信雅达,软件服务,-0.125,0.004,291862.2201
3352,603559.SH,中通国脉,通信设备,-0.125,-0.002,172591.2435
1015,002554.SZ,惠博普,石油开采,-0.125,-0.007,220075.6275
1224,002769.SZ,普路通,仓储物流,-0.125,-0.046,224778.3302
2520,600490.SH,鹏欣资源,铜,-0.125,0.002,717348.8276
3036,601588.SH,北辰实业,区域地产,-0.125,0.004,744800.0
625,002162.SZ,悦心健康,医疗保健,-0.125,-0.003,257793.2013
3504,603880.SH,南卫股份,医疗保健,-0.125,-0.031,78308.2625
170,000590.SZ,启迪古汉,中成药,-0.124,-0.014,168096.8789
716,002253.SZ,川大智胜,软件服务,-0.124,0.002,293203.0065
2618,600602.SH,云赛智联,软件服务,-0.124,-0.01,532234.3056
1094,002633.SZ,申科股份,机械基件,-0.124,-0.015,124690.863
3503,603879.SH,永悦科技,化工原料,-0.124,-0.002,76626.0
841,002379.SZ,宏创控股,铝,-0.124,-0.003,268541.7989
1320,002872.SZ,天圣制药,化学制药,-0.124,-0.005,190093.8289
3474,603813.SH,原尚股份,仓储物流,-0.124,0.002,90998.64
1144,002683.SZ,宏大爆破,化工原料,-0.124,-0.012,520185.2635
325,000809.SZ,铁岭新城,区域地产,-0.124,-0.02,203723.4494
2746,600743.SH,华远地产,区域地产,-0.124,-0.008,581833.0168
2995,601212.SH,白银有色,铜,-0.124,-0.003,612978.6265
2311,600223.SH,鲁商置业,区域地产,-0.124,-0.003,317306.856
1088,002627.SZ,宜昌交运,公共交通,-0.124,-0.015,187741.7567
3047,601619.SH,嘉泽新能,新型电力,-0.124,0.023,228200.8737
354,000856.SZ,冀东装备,机械基件,-0.124,-0.042,326426.0
2533,600506.SH,香梨股份,种植业,-0.123,-0.02,137515.0988
2856,600866.SH,星湖科技,食品,-0.123,-0.009,216206.8108
3041,601606.SH,长城军工,专用机械,-0.123,0.042,183964.0
2371,600292.SH,远达环保,环境保护,-0.123,-0.017,395874.1632
2202,600099.SH,林海股份,摩托车,-0.123,-0.007,133224.96
600,002137.SZ,麦达数字,互联网,-0.123,0.011,214454.9218
1071,002610.SZ,爱康科技,电气设备,-0.123,0.012,692542.2801
2674,600666.SH,奥瑞德,元器件,-0.123,-0.006,268420.9477
3301,603366.SH,日出东方,家用电器,-0.123,-0.006,370400.0
268,000721.SZ,西安饮食,酒店餐饮,-0.123,0.044,186956.2459
1295,002846.SZ,英联股份,广告包装,-0.123,0.004,54734.4
1188,002730.SZ,电光科技,电气设备,-0.123,0.012,196958.322
2157,600051.SH,宁波联合,综合类,-0.123,-0.007,170673.12
2443,600378.SH,天科股份,化工原料,-0.123,-0.005,276984.1481
662,002199.SZ,东晶电子,元器件,-0.123,0.005,176612.5159
102,000502.SZ,绿景控股,医疗保健,-0.122,-0.011,135494.8053
1014,002553.SZ,南方轴承,汽车配件,-0.122,-0.004,128393.2221
439,000973.SZ,佛塑科技,塑料,-0.122,0.003,335687.7889
2222,600120.SH,浙江东方,商贸代理,-0.122,0.005,875968.8625
2787,600789.SH,鲁抗医药,化学制药,-0.122,0.01,515275.8709
3243,603229.SH,奥翔药业,化学制药,-0.122,-0.009,62670.78
