code,name,pe,p_change_01,p_change_12,past_average_turnover,stop_mark,sort_key
300084,海默科技,763.3,3.899,-13.729,1.367,,-53.529
000010,美丽生态,235.08,2.545,-21.027,1.72,,-53.514
002388,新亚制程,49.83,5.835,-9.148,2.3,,-53.379
300516,久之洋,132.31,3.788,-14.084,1.167,,-53.35
000920,南方汇通,29.35,3.152,-16.808,0.637,,-52.979
002598,山东章鼓,38.59,3.166,-16.724,0.743,,-52.948
300573,兴齐眼药,30.79,3.115,-16.975,0.977,,-52.877
002531,天顺风能,27.42,6.516,-8.114,0.677,,-52.871
002828,贝肯能源,42.41,5.235,-10.079,6.24,,-52.764
300719,安达维尔,361.54,3.286,-16.021,9.103,,-52.645
600702,舍得酒业,108.16,3.814,-13.79,0.983,,-52.595
002782,可立克,95.32,3.782,-13.874,3.417,,-52.471
002724,海洋王,55.48,3.248,-16.093,0.65,,-52.27
600679,上海凤凰,79.39,3.191,-16.352,1.743,,-52.179
600681,百川能源,25.2,3.437,-15.094,0.59,,-51.878
600338,西藏珠峰,21.92,3.68,-14.092,3.033,,-51.859
300210,森远股份,37.71,4.212,-12.273,0.84,,-51.694
002906,华阳集团,37.45,2.478,-20.85,7.65,,-51.666
300667,必创科技,199.8,5.877,-8.775,6.373,,-51.571
300387,富邦股份,24.23,3.883,-13.243,1.537,,-51.423
000833,贵糖股份,53.96,4.386,-11.711,1.283,,-51.364
002063,远光软件,39.67,2.913,-17.527,4.4,,-51.056
002778,高科石化,58.81,2.089,-24.375,1.253,,-50.919
002135,东南网架,60.97,5.016,-10.136,0.723,,-50.842
002513,蓝丰生化,26.85,5.724,-8.882,0.937,,-50.841
300622,博士眼镜,38.22,3.518,-14.358,2.597,,-50.511
002243,通产丽星,57.8,4.144,-12.157,1.27,,-50.379
000605,渤海股份,48.23,4.196,-12.006,2.167,,-50.377
002869,金溢科技,45.36,6.037,-8.317,6.473,,-50.21
600647,同达创业,144.12,3.5,-14.282,0.833,,-49.987
300196,长海股份,22.68,2.989,-16.657,0.943,,-49.788
000702,正虹科技,75.46,3.987,-12.468,2.243,,-49.71
002152,广电运通,20.71,4.027,-12.343,1.353,,-49.705
300442,普丽盛,1292.37,4.311,-11.483,1.48,,-49.503
600090,同济堂,20.6,3.95,-12.474,0.757,,-49.272
600565,迪马股份,14.42,4.336,-11.333,1.25,,-49.14
600235,民丰特纸,104.82,5.507,-8.897,1.157,,-48.996
002716,金贵银业,44.94,4.054,-12.042,5.917,,-48.818
002277,友阿股份,17.76,2.647,-18.441,0.793,,-48.813
600981,汇鸿集团,25.35,4.118,-11.844,0.84,,-48.774
600995,文山电力,14.28,5.983,-8.151,1.567,,-48.767
002444,巨星科技,24.22,4.171,-11.62,0.93,,-48.467
002307,北新路桥,150.97,4.608,-10.467,3.677,,-48.232
000637,茂化实华,28.73,4.695,-10.269,1.753,,-48.213
601200,上海环境,24.25,3.951,-11.991,2.093,,-47.376
601599,鹿港文化,43.03,5.058,-9.354,1.24,,-47.313
000848,承德露露,21.94,4.38,-10.738,0.713,,-47.032
300018,中元股份,48.1,6.335,-7.391,2.157,,-46.822
600408,安泰集团,201.1,2.02,-22.99,0.757,,-46.44
300565,科信技术,54.99,3.236,-14.351,2.343,,-46.44
600530,交大昂立,34.39,2.21,-20.939,0.83,,-46.275
600969,郴电国际,28.85,2.527,-18.118,0.867,,-45.784
000551,创元科技,28.89,3.258,-13.982,0.633,,-45.553
300229,拓尔思,81.05,5.342,-8.526,2.003,,-45.546
002802,洪汇新材,37.44,3.095,-14.677,2.303,,-45.425
600493,凤竹纺织,93.39,5.549,-8.181,0.643,,-45.396
002125,湘潭电化,73.26,5.942,-7.624,2.62,,-45.302
002743,富煌钢构,45.21,3.309,-13.606,1.3,,-45.022
000958,东方能源,69.79,2.833,-15.823,1.323,,-44.827
300697,电工合金,56.93,2.847,-15.705,11.353,,-44.712
000065,北方国际,17.44,2.863,-15.524,0.877,,-44.445
000887,中鼎股份,17.08,5.54,-8.003,0.627,,-44.337
600573,惠泉啤酒,180.77,3.029,-14.617,0.683,,-44.275
300235,方直科技,116.76,3.72,-11.851,1.957,,-44.086
002829,星网宇达,81.33,5.374,-8.178,1.55,,-43.949
300079,数码科技,46.94,2.691,-16.183,1.637,,-43.548
000153,丰原药业,30.35,4.199,-10.325,0.733,,-43.355
300553,集智股份,71.81,2.865,-15.117,1.557,,-43.31
000980,众泰汽车,34.59,3.123,-13.805,2.29,,-43.113
002843,泰嘉股份,45.04,2.39,-17.852,3.673,,-42.666
000785,武汉中商,51.59,2.808,-15.146,0.963,,-42.53
002787,华源控股,28.08,3.643,-11.66,1.723,,-42.477
000565,渝三峡Ａ,31.68,2.714,-15.641,0.563,,-42.45
300519,新光药业,29.36,3.372,-12.575,0.773,,-42.403
002291,星期六,101.45,2.835,-14.909,1.16,,-42.267
000100,TCL 集团,20.26,4.677,-9.016,1.033,,-42.168
002823,凯中精密,27.56,4.32,-9.737,2.717,,-42.064
002228,合兴包装,35.83,5.501,-7.634,0.667,,-41.995
300304,云意电气,42.67,3.622,-11.593,1.433,,-41.99
002786,银宝山新,48.6,2.231,-18.734,2.193,,-41.796
300286,安科瑞,26.65,5.072,-8.145,0.823,,-41.311
002017,东信和平,67.75,2.549,-16.117,1.117,,-41.082
002295,精艺股份,35.99,1.737,-23.637,0.933,,-41.057
002405,四维图新,146.59,3.49,-11.705,3.467,,-40.85
300164,通源石油,206.05,4.875,-8.364,1.787,,-40.774
600592,龙溪股份,45.52,3.162,-12.819,0.997,,-40.534
300557,理工光科,52.38,3.282,-12.286,2.693,,-40.323
000788,北大医药,120.31,3.264,-12.353,0.953,,-40.32
002900,哈三联,31.11,1.896,-21.081,3.92,,-39.97
300014,亿纬锂能,36.97,4.672,-8.499,2.527,,-39.707
000570,苏常柴Ａ,51.01,3.389,-11.634,0.587,,-39.428
002714,牧原股份,24.35,2.248,-17.526,0.637,,-39.398
002740,爱迪尔,43.61,3.101,-12.666,2.187,,-39.277
300638,广和通,89.09,3.351,-11.672,6.673,,-39.113
002298,中电鑫龙,37.98,3.587,-10.879,0.853,,-39.023
600031,三一重工,26.51,3.075,-12.676,0.773,,-38.979
600689,上海三毛,43.12,2.634,-14.776,2.437,,-38.92
300327,中颖电子,44.62,3.609,-10.658,1.393,,-38.465
600055,万东医疗,89.76,2.559,-15.007,0.8,,-38.403
600668,尖峰集团,13.26,4.322,-8.841,1.43,,-38.211
002890,弘宇股份,36.86,2.261,-16.862,3.727,,-38.125
300005,探路者,42.05,3.015,-12.496,1.943,,-37.675
300396,迪瑞医疗,34.26,3.396,-11.088,0.847,,-37.655
300460,惠伦晶体,125.59,2.493,-15.096,1.01,,-37.634
002824,和胜股份,42.14,1.826,-20.585,1.92,,-37.588
000571,新大洲Ａ,46.07,3.337,-11.259,1.167,,-37.571
601318,中国平安,14.58,4.274,-8.733,0.57,,-37.325
600590,泰豪科技,40.84,3.46,-10.782,0.523,,-37.306
000881,中广核技,41.83,4.495,-8.256,0.9,,-37.111
600477,杭萧钢构,17.68,2.1,-17.577,0.987,,-36.912
600833,第一医药,52.56,2.041,-18.082,0.683,,-36.905
002728,特一药业,34.41,5.606,-6.577,0.693,,-36.871
002811,亚泰国际,37.62,2.631,-13.973,2.103,,-36.763
002043,兔 宝 宝,29.03,4.207,-8.723,0.937,,-36.698
600604,市北高新,123.4,3.741,-9.783,1.623,,-36.598
600178,东安动力,44.98,2.606,-14.033,1.383,,-36.57
600732,ST新梅,33.9,2.765,-13.217,0.963,,-36.545
002403,爱仕达,27.47,5.529,-6.597,0.64,,-36.475
300092,科新机电,257.8,2.662,-13.659,1.457,,-36.36
002791,坚朗五金,22.33,2.863,-12.61,2.46,,-36.102
600546,山煤国际,38.71,4.117,-8.745,0.51,,-36.003
601858,中国科传,36.89,3.51,-10.224,2.757,,-35.886
002855,捷荣技术,58.03,2.392,-14.963,2.1,,-35.791
300683,海特生物,33.78,2.283,-15.646,4.063,,-35.72
600606,绿地控股,10.64,1.99,-17.892,3.2,,-35.605
601789,宁波建工,20.74,2.551,-13.927,0.607,,-35.528
002361,神剑股份,38.15,2.306,-15.311,0.867,,-35.307
300329,海伦钢琴,50.64,2.838,-12.354,1.143,,-35.061
300155,安居宝,400.11,5.209,-6.725,3.227,,-35.031
600162,香江控股,18.23,2.53,-13.767,0.76,,-34.831
002871,伟隆股份,36.5,2.806,-12.384,3.23,,-34.75
600846,同济科技,42.09,2.483,-13.9,2.317,,-34.514
601611,中国核建,37.21,3.101,-11.074,1.157,,-34.34
000557,西部创业,135.77,3.665,-9.338,0.767,,-34.224
300446,乐凯新材,28.35,4.464,-7.659,1.543,,-34.19
300546,雄帝科技,49.01,3.813,-8.916,1.563,,-33.997
002796,世嘉科技,83.06,1.573,-21.444,1.75,,-33.731
600537,亿晶光电,65.68,3.019,-11.144,0.74,,-33.644
300587,天铁股份,36.29,3.348,-9.938,1.483,,-33.272
002383,合众思壮,152.33,4.011,-8.247,2.3,,-33.079
300636,同和药业,32.43,2.044,-16.127,2.62,,-32.964
300206,理邦仪器,45.51,1.762,-18.703,0.773,,-32.955
300380,安硕信息,1202.82,2.452,-13.429,3.28,,-32.928
002546,新联电子,38.23,2.883,-11.395,0.99,,-32.852
300509,新美星,43.1,4.833,-6.722,2.203,,-32.487
002859,洁美科技,42.13,3.649,-8.901,3.533,,-32.48
600557,康缘药业,20.2,3.886,-8.339,0.677,,-32.405
600420,现代制药,22.04,4.687,-6.891,0.613,,-32.298
000652,泰达股份,22.72,5.287,-6.024,1.07,,-31.849
600814,杭州解百,33.01,2.597,-12.158,0.533,,-31.574
300302,同有科技,89.47,2.864,-11.009,6.293,,-31.53
300608,思特奇,261.18,2.726,-11.533,1.497,,-31.439
002149,西部材料,81.6,4.212,-7.416,1.477,,-31.236
600993,马应龙,24.62,1.981,-15.74,0.617,,-31.181
600361,华联综超,35.12,3.893,-7.95,0.997,,-30.949
002774,快意电梯,49.6,2.332,-13.231,2.843,,-30.855
002429,兆驰股份,23.86,4.546,-6.765,0.863,,-30.754
002443,金洲管道,32.0,3.192,-9.608,1.57,,-30.669
300046,台基股份,33.59,1.38,-21.981,2.49,,-30.334
600552,凯盛科技,45.74,4.913,-6.134,1.57,,-30.136
002211,宏达新材,99.37,1.862,-16.178,1.037,,-30.123
002053,云南能投,36.9,3.567,-8.381,0.833,,-29.895
000915,山大华特,23.82,1.392,-21.47,2.06,,-29.886
601008,连云港,653.19,3.231,-9.245,0.963,,-29.871
600319,亚星化学,245.9,1.745,-17.103,0.913,,-29.845
600199,金种子酒,584.16,2.189,-13.605,0.877,,-29.781
600540,*ST新赛,198.13,2.803,-10.607,0.637,,-29.731
600203,福日电子,51.16,1.897,-15.667,0.957,,-29.72
002335,科华恒盛,16.82,2.451,-12.089,0.727,,-29.63
601900,南方传媒,16.12,3.187,-9.219,1.507,,-29.381
002649,博彦科技,27.68,2.576,-11.347,2.513,,-29.23
600699,均胜电子,24.82,2.456,-11.899,0.843,,-29.224
000400,许继电气,29.79,2.59,-11.282,0.593,,-29.22
002087,新野纺织,14.27,3.354,-8.704,0.74,,-29.193
000568,泸州老窖,33.43,1.829,-15.94,0.597,,-29.154
002636,金安国纪,19.14,2.197,-13.243,1.487,,-29.095
002363,隆基机械,40.74,1.883,-15.366,0.597,,-28.934
300171,东富龙,35.72,2.186,-13.235,0.79,,-28.932
300120,经纬电材,150.91,2.637,-10.97,1.08,,-28.928
002697,红旗连锁,44.5,2.425,-11.885,1.92,,-28.821
002634,棒杰股份,53.67,1.405,-20.438,1.267,,-28.715
000671,阳 光 城,41.34,3.434,-8.353,1.003,,-28.684
002643,万润股份,25.23,4.981,-5.742,0.933,,-28.601
000886,海南高速,43.15,2.047,-13.911,2.13,,-28.476
000800,一汽轿车,46.36,3.048,-9.302,1.087,,-28.352
002169,智光电气,34.84,2.727,-10.354,0.74,,-28.235
000965,天保基建,25.45,2.408,-11.713,0.633,,-28.205
300013,新宁物流,41.92,1.666,-16.683,1.18,,-27.794
002731,萃华珠宝,36.32,1.431,-19.404,1.07,,-27.767
002144,宏达高科,23.83,2.666,-10.384,0.85,,-27.684
002561,徐家汇,21.6,3.195,-8.659,0.693,,-27.666
000700,模塑科技,24.06,2.19,-12.597,0.95,,-27.587
600006,东风汽车,69.44,2.3,-11.87,0.537,,-27.301
601717,郑煤机,26.5,4.189,-6.496,0.623,,-27.212
000635,英 力 特,30.16,1.917,-14.111,0.883,,-27.051
600225,*ST松江,7.58,1.865,-14.487,0.573,,-27.018
300051,三五互联,51.16,2.889,-9.219,6.793,,-26.634
002109,兴化股份,28.32,4.799,-5.543,4.01,,-26.601
002504,*ST弘高,25.93,0.86,-30.85,1.363,,-26.531
000066,中国长城,51.96,3.527,-7.484,1.147,,-26.396
000725,京东方Ａ,23.34,3.389,-7.738,1.543,,-26.224
002115,三维通信,157.18,2.752,-9.508,1.28,,-26.166
300205,天喻信息,87.48,2.883,-9.075,1.497,,-26.163
000716,黑芝麻,31.74,2.669,-9.776,0.987,,-26.092
300448,浩云科技,224.65,2.16,-12.065,0.763,,-26.06
600650,锦江投资,30.19,2.259,-11.516,0.743,,-26.015
002785,万里石,110.53,1.783,-14.544,2.16,,-25.932
600755,厦门国贸,8.45,3.089,-8.392,1.187,,-25.923
601011,宝泰隆,63.8,1.428,-18.093,1.777,,-25.837
002407,多氟多,43.42,2.371,-10.828,2.657,,-25.673
300215,电科院,49.95,1.416,-18.124,0.76,,-25.664
002539,云图控股,50.3,2.21,-11.541,0.79,,-25.506
002091,江苏国泰,17.23,3.819,-6.66,1.19,,-25.435
002148,北纬科技,31.56,1.868,-13.581,2.307,,-25.369
300576,容大感光,44.71,2.38,-10.655,2.593,,-25.359
002084,海鸥住工,34.97,2.739,-9.257,1.137,,-25.355
600563,法拉电子,27.15,4.951,-5.113,0.747,,-25.314
000595,*ST宝实,107.95,1.593,-15.806,0.507,,-25.179
300525,博思软件,175.1,3.37,-7.452,1.04,,-25.113
002126,银轮股份,22.98,4.063,-6.172,0.683,,-25.077
002057,中钢天源,27.02,3.444,-7.28,2.457,,-25.072
000979,中弘股份,121.77,1.266,-19.78,1.047,,-25.041
300679,电连技术,28.08,2.181,-11.462,3.077,,-24.999
600242,中昌数据,59.36,3.71,-6.728,0.763,,-24.961
000838,财信发展,29.45,1.172,-21.277,1.077,,-24.937
600375,华菱星马,96.71,2.414,-10.322,0.807,,-24.917
002362,汉王科技,116.73,3.2,-7.734,5.293,,-24.749
000777,中核科技,833.13,1.754,-14.093,0.65,,-24.719
002568,百润股份,52.22,3.644,-6.776,0.86,,-24.692
600101,明星电力,21.65,2.071,-11.872,1.13,,-24.587
002214,大立科技,86.19,1.8,-13.585,1.84,,-24.453
300382,斯莱克,54.02,2.23,-10.95,0.687,,-24.418
000505,京粮控股,38.04,3.061,-7.975,1.55,,-24.411
600624,复旦复华,115.65,2.648,-9.216,0.92,,-24.404
300034,钢研高纳,75.75,1.575,-15.481,1.513,,-24.383
601163,三角轮胎,29.6,1.891,-12.725,1.92,,-24.063
002400,省广股份,39.79,3.982,-5.994,1.087,,-23.868
300016,北陆药业,35.34,2.153,-11.058,2.41,,-23.808
000762,西藏矿业,1249.93,1.857,-12.78,2.983,,-23.732
600850,华东电脑,24.78,2.331,-10.161,0.95,,-23.685
600325,华发股份,15.08,4.169,-5.638,1.61,,-23.505
600781,辅仁药业,667.97,1.701,-13.801,0.547,,-23.476
300136,信维通信,41.42,2.203,-10.65,2.04,,-23.462
300048,合康新能,59.59,1.715,-13.66,0.76,,-23.427
000818,方大化工,34.25,3.258,-7.19,0.987,,-23.425
600936,广西广电,43.13,2.172,-10.77,0.557,,-23.392
600843,上工申贝,22.26,3.964,-5.89,0.65,,-23.348
601222,林洋能源,19.62,1.748,-13.323,0.563,,-23.289
600448,华纺股份,130.89,2.033,-11.392,0.707,,-23.16
002288,超华科技,101.66,2.525,-9.148,1.55,,-23.099
300720,海川智能,61.94,1.272,-18.122,12.223,,-23.051
000513,丽珠集团,7.19,4.649,-4.958,0.983,,-23.05
300399,京天利,686.14,1.297,-17.768,1.76,,-23.045
002079,苏州固锝,50.72,1.243,-18.526,1.85,,-23.028
000877,天山股份,28.3,3.664,-6.283,4.007,,-23.021
002487,大金重工,89.75,2.46,-9.337,0.567,,-22.969
600064,南京高科,14.78,2.913,-7.881,0.603,,-22.957
600525,长园集团,26.55,4.529,-5.04,2.17,,-22.826
002360,同德化工,28.34,2.858,-7.953,0.85,,-22.73
300493,润欣科技,63.1,1.924,-11.631,1.743,,-22.378
002006,精功科技,73.55,2.204,-10.126,0.65,,-22.318
002266,浙富控股,79.94,4.271,-5.22,1.24,,-22.295
601099,太平洋,179.85,1.302,-17.093,1.177,,-22.255
002273,水晶光电,40.17,4.327,-5.132,2.933,,-22.206
300175,朗源股份,42.04,1.325,-16.703,1.597,,-22.131
600610,中毅达,7388.42,4.489,-4.93,4.667,,-22.131
600216,浙江医药,89.36,4.043,-5.453,2.25,,-22.046
000609,中迪投资,17.13,1.092,-20.043,0.877,,-21.887
300548,博创科技,43.18,1.4,-15.6,2.917,,-21.84
600773,西藏城投,118.6,1.363,-15.96,0.83,,-21.753
600267,海正药业,1996.49,2.933,-7.41,0.523,,-21.734
300211,亿通科技,389.0,2.35,-9.248,0.677,,-21.733
300726,宏达电子,46.48,0.899,-24.139,9.987,,-21.701
000617,中油资本,18.87,3.329,-6.503,1.007,,-21.648
600243,青海华鼎,63.88,2.218,-9.749,0.917,,-21.623
600939,重庆建工,48.47,2.486,-8.668,1.22,,-21.549
002889,东方嘉盛,28.81,1.829,-11.78,5.523,,-21.546
002574,明牌珠宝,33.51,2.058,-10.393,0.657,,-21.389
300599,雄塑科技,28.8,1.748,-12.198,1.843,,-21.322
000835,长城动漫,54.15,2.404,-8.864,0.847,,-21.309
600360,华微电子,54.28,1.618,-13.149,1.727,,-21.275
002299,圣农发展,142.44,2.823,-7.522,1.203,,-21.235
300470,日机密封,41.33,2.799,-7.549,0.977,,-21.13
002004,华邦健康,23.31,1.736,-12.107,2.137,,-21.018
002658,雪迪龙,44.9,1.839,-11.372,2.053,,-20.913
600030,中信证券,21.03,3.205,-6.514,0.917,,-20.877
300062,中能电气,123.3,1.526,-13.664,3.163,,-20.851
000759,中百集团,32.49,1.978,-10.425,0.723,,-20.621
300200,高盟新材,36.7,2.043,-10.09,0.693,,-20.614
300582,英飞特,80.99,2.757,-7.395,4.01,,-20.388
600200,江苏吴中,55.25,2.371,-8.569,0.59,,-20.317
600594,益佰制药,18.27,2.113,-9.572,1.02,,-20.226
000990,诚志股份,22.8,2.197,-9.203,0.94,,-20.219
300625,三雄极光,27.78,1.877,-10.745,2.183,,-20.168
300639,凯普生物,54.27,1.174,-17.147,9.48,,-20.131
600118,中国卫星,61.61,1.319,-15.232,0.503,,-20.091
300705,九典制药,45.34,0.926,-21.686,5.107,,-20.081
600230,沧州大化,10.12,2.573,-7.789,2.273,,-20.041
002031,巨轮智能,116.53,4.053,-4.903,1.347,,-19.872
300635,达安股份,40.58,1.127,-17.453,7.58,,-19.67
002587,奥拓电子,33.89,1.432,-13.72,0.9,,-19.647
002642,荣之联,2212.64,1.688,-11.587,2.36,,-19.559
000966,长源电力,49.82,1.455,-13.441,0.623,,-19.557
002156,通富微电,85.07,1.898,-10.216,2.337,,-19.39
601689,拓普集团,21.3,1.351,-14.189,1.653,,-19.169
002197,证通电子,179.41,1.338,-14.281,0.7,,-19.108
000687,华讯方舟,112.84,2.801,-6.815,3.13,,-19.089
300040,九洲电气,21.08,1.135,-16.78,1.637,,-19.045
300077,国民技术,70.23,1.569,-12.126,4.9,,-19.026
300530,达志科技,38.91,1.479,-12.742,0.803,,-18.845
000063,中兴通讯,25.76,1.565,-12.003,1.437,,-18.785
000756,新华制药,26.57,2.041,-9.183,1.887,,-18.743
002534,杭锅股份,15.28,2.148,-8.716,0.587,,-18.722
002131,利欧股份,25.31,1.886,-9.909,1.14,,-18.688
300513,恒泰实达,532.21,4.077,-4.537,0.753,,-18.497
002896,中大力德,46.05,1.594,-11.601,7.527,,-18.492
300030,阳普医疗,124.22,2.029,-8.98,1.183,,-18.22
600176,中国巨石,23.69,3.259,-5.566,0.823,,-18.14
600175,美都能源,459.37,1.067,-16.897,0.94,,-18.029
000012,南 玻Ａ,21.2,2.023,-8.875,1.15,,-17.954
300445,康斯特,53.25,1.569,-11.44,1.58,,-17.949
002342,巨力索具,185.41,1.721,-10.362,1.327,,-17.833
300716,国立科技,47.14,0.986,-18.077,11.663,,-17.824
002775,文科园林,20.12,2.06,-8.638,1.627,,-17.794
600580,卧龙电气,11.99,4.067,-4.373,1.273,,-17.785
002888,惠威科技,66.94,1.315,-13.512,3.14,,-17.768
600827,百联股份,23.37,1.526,-11.532,0.527,,-17.598
600459,贵研铂业,43.34,1.125,-15.638,1.92,,-17.593
002068,黑猫股份,16.42,2.459,-7.15,2.4,,-17.582
300176,鸿特精密,38.68,2.489,-7.055,0.687,,-17.56
002610,爱康科技,52.0,0.832,-21.005,1.067,,-17.476
002544,杰赛科技,212.0,1.688,-10.338,1.297,,-17.451
600706,曲江文旅,30.4,3.099,-5.629,0.53,,-17.444
002565,顺灏股份,79.12,1.585,-11.004,1.62,,-17.441
002300,太阳电缆,41.4,1.572,-11.031,1.143,,-17.341
000632,三木集团,1013.6,2.271,-7.58,0.583,,-17.214
300570,太辰光,40.27,1.383,-12.405,2.963,,-17.156
000880,潍柴重机,66.66,3.576,-4.773,0.82,,-17.068
601636,旗滨集团,16.88,3.427,-4.96,4.43,,-16.998
002873,新天药业,32.18,1.076,-15.642,5.31,,-16.831
300153,科泰电源,123.99,1.037,-16.215,1.303,,-16.815
000058,深 赛 格,88.0,1.087,-15.451,0.68,,-16.795
300549,优德精密,30.99,1.099,-15.269,1.313,,-16.781
600529,山东药玻,22.79,1.926,-8.705,0.737,,-16.766
300332,天壕环境,86.19,1.564,-10.714,0.833,,-16.757
300363,博腾股份,57.62,2.806,-5.95,0.813,,-16.696
000655,金岭矿业,25.11,0.934,-17.812,0.79,,-16.636
600722,金牛化工,129.8,1.707,-9.715,1.417,,-16.584
300508,维宏股份,40.24,1.549,-10.69,5.217,,-16.559
600503,华丽家族,63.27,1.205,-13.674,0.923,,-16.477
600116,三峡水利,30.64,1.454,-11.322,0.543,,-16.462
002314,南山控股,84.48,2.677,-6.115,0.55,,-16.37
300583,赛托生物,68.65,1.896,-8.624,1.037,,-16.351
600212,江泉实业,108.62,0.588,-27.6,1.147,,-16.229
600697,欧亚集团,14.07,3.482,-4.641,0.51,,-16.16
600496,精工钢构,65.17,1.102,-14.659,0.74,,-16.154
300184,力源信息,21.33,3.668,-4.384,1.917,,-16.081
002272,川润股份,1504.37,1.219,-13.051,0.847,,-15.909
000901,航天科技,73.26,1.145,-13.86,1.17,,-15.87
300394,天孚通信,30.86,0.856,-18.525,1.34,,-15.857
002381,双箭股份,29.03,3.232,-4.876,1.123,,-15.759
600095,哈高科,248.63,1.258,-12.383,2.45,,-15.578
002165,红 宝 丽,43.75,1.133,-13.648,0.597,,-15.463
000517,荣安地产,22.82,0.655,-23.544,1.903,,-15.421
300432,富临精工,20.01,1.538,-9.972,1.273,,-15.337
600261,阳光照明,16.12,1.091,-13.949,0.593,,-15.218
600111,北方稀土,105.44,1.444,-10.535,2.52,,-15.213
000099,中信海直,44.98,1.342,-11.291,0.507,,-15.153
000021,深科技,20.73,0.692,-21.868,1.217,,-15.133
300658,延江股份,31.49,1.228,-12.228,1.587,,-15.016
002730,电光科技,70.1,1.095,-13.709,0.53,,-15.011
300449,汉邦高科,1376.3,1.974,-7.537,1.703,,-14.878
002868,绿康生化,26.49,1.082,-13.692,2.457,,-14.815
000625,长安汽车,7.61,1.976,-7.467,0.61,,-14.755
300550,和仁科技,87.33,2.699,-5.436,1.29,,-14.672
601918,新集能源,39.07,1.196,-12.265,0.64,,-14.669
600618,氯碱化工,16.15,2.647,-5.529,0.94,,-14.635
300194,福安药业,20.64,1.852,-7.864,0.517,,-14.564
002157,正邦科技,20.45,0.631,-23.057,0.62,,-14.549
600576,祥源文化,41.57,0.91,-15.985,1.12,,-14.546
300652,雷迪克,29.46,1.081,-13.442,3.947,,-14.531
600559,老白干酒,74.42,0.873,-16.644,1.377,,-14.53
300467,迅游科技,139.49,1.125,-12.79,1.45,,-14.389
000423,东阿阿胶,24.15,2.262,-6.351,0.983,,-14.366
300349,金卡智能,38.45,1.902,-7.455,0.997,,-14.179
600222,太龙药业,718.64,1.064,-13.267,0.58,,-14.116
600155,宝硕股份,56.16,1.467,-9.617,0.667,,-14.108
600110,诺德股份,46.36,1.861,-7.565,1.98,,-14.078
300692,中环环保,81.2,0.734,-19.006,12.503,,-13.95
300621,维业股份,34.02,1.064,-13.081,3.27,,-13.918
002864,盘龙药业,53.76,0.549,-25.191,10.503,,-13.83
300331,苏大维格,44.22,1.475,-9.361,2.4,,-13.807
000548,湖南投资,17.21,2.086,-6.601,0.693,,-13.77
300443,金雷风电,19.89,0.989,-13.84,1.217,,-13.688
002421,达实智能,37.0,1.148,-11.908,0.713,,-13.67
300199,翰宇药业,45.32,1.473,-9.238,0.783,,-13.608
002594,比亚迪,47.08,2.168,-6.264,0.723,,-13.58
600586,金晶科技,26.82,1.48,-9.101,0.82,,-13.469
300234,开尔新材,901.48,1.343,-10.007,2.397,,-13.439
600521,华海药业,46.0,3.09,-4.296,0.63,,-13.275
600562,国睿科技,56.07,1.009,-13.008,0.97,,-13.125
002474,榕基软件,155.04,1.822,-7.181,1.497,,-13.084
300307,慈星股份,22.74,1.719,-7.562,0.723,,-12.999
002902,铭普光磁,59.05,0.573,-22.489,9.427,,-12.886
300447,全信股份,31.21,0.986,-13.062,1.74,,-12.879
002767,先锋电子,70.71,0.883,-14.573,1.797,,-12.868
300352,北信源,179.08,1.982,-6.458,1.76,,-12.8
600861,北京城乡,37.17,1.253,-10.18,0.567,,-12.756
600513,联环药业,34.42,1.268,-10.037,0.56,,-12.727
300012,华测检测,52.71,2.642,-4.815,1.007,,-12.721
300371,汇中股份,49.43,3.105,-4.097,1.28,,-12.721
300555,路通视信,53.17,0.788,-16.103,2.837,,-12.689
300374,恒通科技,57.65,0.94,-13.217,3.337,,-12.424
002441,众业达,20.25,1.508,-8.238,1.877,,-12.423
600684,珠江实业,12.2,1.307,-9.492,0.82,,-12.406
600677,航天通信,607.01,1.115,-11.042,1.597,,-12.312
300478,杭州高新,108.28,1.224,-10.056,3.767,,-12.309
300610,晨化股份,26.36,0.976,-12.602,1.753,,-12.3
001696,宗申动力,24.34,1.217,-10.046,0.55,,-12.226
600367,红星发展,32.12,1.918,-6.332,2.483,,-12.145
300437,清水源,58.75,2.478,-4.86,1.3,,-12.043
300288,朗玛信息,19.92,3.18,-3.753,3.277,,-11.935
002338,奥普光电,63.12,0.744,-15.89,1.06,,-11.822
600133,东湖高新,7.13,1.785,-6.605,1.817,,-11.79
300489,中飞股份,89.14,0.659,-17.833,2.513,,-11.752
000011,深物业A,12.49,1.132,-10.366,1.92,,-11.734
300137,先河环保,52.82,0.887,-13.197,2.97,,-11.706
002899,英派斯,33.81,0.483,-24.22,5.91,,-11.698
300033,同花顺,38.05,2.792,-4.174,2.333,,-11.654
002182,云海金属,27.9,0.764,-15.204,1.857,,-11.616
300165,天瑞仪器,33.14,3.212,-3.56,1.157,,-11.435
002822,中装建设,28.09,1.265,-9.008,1.46,,-11.395
002490,*ST墨龙,266.04,1.798,-6.333,0.997,,-11.387
002365,永安药业,35.94,0.677,-16.736,1.537,,-11.33
601688,华泰证券,19.78,0.886,-12.772,0.63,,-11.316
601015,陕西黑猫,47.28,0.712,-15.875,1.11,,-11.303
600091,ST明科,115.96,0.646,-17.496,0.55,,-11.302
