,ts_code,name,industry,average_turnover_rate,continuously_up,average_p_change,accumulate_p_change,pre_accumulate_p_change,circ_mv
2372,600295.SH,鄂尔多斯,小金属,0.319,2.0,0.757,1.517,-0.753,491436.0
2378,600302.SH,标准股份,纺织机械,0.342,2.0,1.16,2.315,-0.231,152936.3334
2383,600308.SH,华泰股份,造纸,0.482,2.0,0.332,0.664,-3.212,531240.4456
2392,600318.SH,新力金融,多元金融,2.382,2.0,5.141,10.306,-1.374,383328.0
2393,600319.SH,亚星化学,化工原料,1.228,2.0,1.296,2.609,-1.919,148960.368
2399,600326.SH,西藏天路,建筑施工,1.084,2.0,0.799,1.601,-1.857,604038.388
2403,600330.SH,天通股份,元器件,0.602,2.0,0.085,0.169,-1.983,591960.0436
2404,600331.SH,宏达股份,铅锌,0.312,2.0,0.217,0.431,-2.521,473456.0
2407,600335.SH,国机汽车,汽车配件,2.686,2.0,1.113,2.219,1.457,806283.9434
2418,600351.SH,亚宝药业,中成药,0.602,2.0,0.428,0.856,-8.75,407588.0
2456,600393.SH,粤泰股份,全国地产,3.12,2.0,1.763,3.556,-1.747,230251.8936
2420,600353.SH,旭光股份,元器件,0.297,2.0,-0.106,-0.226,-1.996,239780.52
2422,600355.SH,精伦电子,元器件,1.804,2.0,0.288,0.565,-1.939,175183.7552
2423,600356.SH,恒丰纸业,造纸,0.299,2.0,0.691,1.387,-2.534,174757.8561
2425,600359.SH,新农开发,农业综合,1.77,2.0,1.094,2.198,-1.728,177403.4613
2426,600360.SH,华微电子,半导体,1.086,2.0,-0.263,-0.531,-2.586,414912.236
2429,600363.SH,联创光电,元器件,0.513,2.0,0.551,1.104,-4.118,365424.842
2430,600365.SH,通葡股份,红黄药酒,0.967,2.0,0.999,2.005,-2.683,162800.0
2431,600366.SH,宁波韵升,电器仪表,0.724,2.0,0.376,0.748,-0.558,532638.3
2432,600367.SH,红星发展,化工原料,1.389,2.0,0.926,1.818,-1.155,228300.8
2439,600375.SH,华菱星马,汽车整车,0.398,2.0,0.524,1.05,-1.804,213960.1298
2443,600379.SH,宝光股份,电气设备,0.44,2.0,0.148,0.296,-6.897,159676.042
2453,600390.SH,五矿资本,多元金融,0.578,2.0,1.06,2.131,-1.958,393883.4527
2487,600444.SH,国机通用,塑料,0.175,2.0,0.909,1.818,-0.402,147593.3075
2880,600892.SH,大晟文化,影视音像,0.941,2.0,0.227,0.449,0.112,225179.7911
2786,600789.SH,鲁抗医药,化学制药,2.373,2.0,0.976,1.914,-5.229,526325.8049
3283,603331.SH,百达精工,专用机械,2.011,2.0,0.884,1.775,-0.476,47433.6303
3295,603358.SH,华达科技,汽车配件,0.473,2.0,0.84,1.687,-2.426,157668.2908
3299,603365.SH,水星家纺,纺织,1.952,2.0,1.114,2.24,-1.544,121271.496
3300,603366.SH,日出东方,家用电器,2.778,2.0,7.074,14.558,-4.119,384000.0
3301,603367.SH,辰欣药业,化学制药,0.929,2.0,0.186,0.372,-8.414,465178.2366
3302,603368.SH,柳药股份,医药商业,1.698,2.0,1.258,2.52,-9.969,549753.75
3307,603383.SH,顶点软件,软件服务,0.989,2.0,-0.068,-0.135,-2.249,171208.5211
3308,603385.SH,惠达卫浴,家居用品,0.503,2.0,0.228,0.456,-0.453,232607.1496
3310,603387.SH,基蛋生物,生物制药,2.166,2.0,1.655,3.332,-4.389,279873.0187
3311,603388.SH,元成股份,建筑施工,3.165,2.0,5.263,10.803,0.838,102064.2
3314,603396.SH,金辰股份,专用机械,1.55,2.0,0.575,1.154,-0.849,85805.0122
3380,603611.SH,诺力股份,运输设备,0.227,2.0,0.278,0.555,-2.095,287211.3741
3382,603615.SH,茶花股份,家居用品,1.082,2.0,0.734,1.474,-1.342,67001.8346
3385,603618.SH,杭电股份,电气设备,1.13,2.0,1.302,2.569,-1.748,356490.1533
3388,603628.SH,清源股份,电气设备,1.686,2.0,1.3,2.581,-1.774,70596.0
3390,603633.SH,徕木股份,元器件,0.589,2.0,0.485,0.972,-2.557,112158.9507
3392,603637.SH,镇海股份,建筑施工,1.115,2.0,-0.455,-0.908,-3.701,61291.5568
3394,603639.SH,海利尔,农药化肥,0.906,2.0,0.318,0.636,-1.393,154767.6683
3395,603648.SH,畅联股份,仓储物流,0.578,2.0,0.851,1.709,-1.853,308974.73
3397,603655.SH,朗博科技,汽车配件,2.978,2.0,1.423,2.862,-1.773,43804.5
3402,603660.SH,苏州科达,通信设备,0.739,2.0,1.15,2.26,0.316,462224.804
3403,603661.SH,恒林股份,家居用品,0.957,2.0,0.629,1.258,-0.8,90246.25
3404,603663.SH,三祥新材,矿物制品,0.489,2.0,0.541,1.084,-0.127,77771.0365
3406,603666.SH,亿嘉和,专用机械,2.218,2.0,0.436,0.868,-2.798,117035.3569
3407,603667.SH,五洲新春,机械基件,1.275,2.0,0.419,0.836,-1.876,95782.9816
3408,603668.SH,天马科技,饲料,0.308,2.0,0.27,0.54,-2.628,138549.9036
3410,603676.SH,卫信康,化学制药,1.145,2.0,0.207,0.413,-2.104,80992.4832
3412,603678.SH,火炬电子,元器件,0.848,2.0,1.691,3.341,-5.485,795775.7999
3290,603345.SH,安井食品,食品,1.073,2.0,1.032,2.054,-2.477,464002.1838
3282,603330.SH,上海天洋,塑料,1.386,2.0,0.285,0.571,-1.592,66640.6896
3416,603685.SH,晨丰科技,电气设备,1.267,2.0,0.956,1.92,-1.686,65681.2
3281,603329.SH,上海雅仕,仓储物流,2.757,2.0,0.877,1.763,-2.968,64779.0
3215,603177.SH,德创环保,环境保护,1.267,2.0,1.21,2.434,-3.374,59774.0
3217,603179.SH,新泉股份,汽车配件,0.573,2.0,0.152,0.303,-4.398,157287.0796
3218,603180.SH,金牌厨柜,家居用品,4.121,2.0,0.733,1.471,-0.398,116889.3414
3219,603181.SH,皇马科技,化工原料,0.724,2.0,0.065,0.13,-1.596,152757.0
3224,603189.SH,网达软件,软件服务,2.258,2.0,-0.122,-0.25,-0.99,131789.7
3233,603214.SH,爱婴室,百货,3.059,2.0,0.471,0.942,-1.112,96475.0
3238,603225.SH,新凤鸣,化纤,1.225,2.0,0.786,1.575,-0.73,230265.0
3242,603229.SH,奥翔药业,化学制药,0.806,2.0,0.379,0.758,-3.964,64560.08
3243,603232.SH,格尔软件,软件服务,0.743,2.0,0.195,0.38,-2.87,121682.26
3244,603233.SH,大参林,医药商业,1.334,2.0,1.895,3.778,-4.01,299585.9966
3248,603259.SH,药明康德,化学制药,2.238,2.0,0.83,1.664,-0.825,840361.3541
3252,603269.SH,海鸥股份,机械基件,2.027,2.0,1.748,3.522,-2.819,55678.931
3253,603277.SH,银都股份,专用机械,0.604,2.0,1.5,3.014,-2.518,149670.972
3254,603278.SH,大业股份,钢加工,0.958,2.0,1.182,2.373,-1.309,126944.2044
3255,603283.SH,赛腾股份,专用机械,4.419,2.0,0.66,1.267,-3.395,70320.0
3256,603286.SH,日盈电子,汽车配件,1.49,2.0,1.145,2.302,-0.739,69129.761
3258,603289.SH,泰瑞机器,专用机械,0.905,2.0,0.615,1.23,0.247,111741.658
3260,603298.SH,杭叉集团,专用机械,0.346,2.0,0.553,1.109,-1.843,202143.9822
3262,603300.SH,华铁科技,钢加工,0.687,2.0,1.345,2.672,-5.415,218072.92
3263,603301.SH,振德医疗,医疗保健,2.465,2.0,0.292,0.581,-4.799,82300.0
3266,603306.SH,华懋科技,汽车配件,0.135,2.0,1.015,2.041,-1.342,458248.059
3268,603309.SH,维力医疗,医疗保健,0.148,2.0,0.234,0.468,-1.565,214800.0
3269,603311.SH,金海环境,专用机械,0.145,2.0,0.838,1.682,-1.382,228480.0
3272,603316.SH,诚邦股份,建筑施工,1.266,2.0,0.313,0.627,-7.852,84376.5082
3274,603319.SH,湘油泵,汽车配件,0.839,2.0,0.719,1.439,-1.274,115854.5005
3278,603323.SH,吴江银行,银行,4.847,2.0,3.16,6.41,-1.266,403000.1595
3279,603326.SH,我乐家居,家居用品,2.242,2.0,1.89,3.789,0.185,72283.4672
3415,603683.SH,晶华新材,化工原料,1.685,2.0,0.574,1.151,-1.278,62524.82
3421,603693.SH,江苏新能,新型电力,3.42,2.0,0.795,1.595,-4.962,165318.0
2787,600790.SH,轻纺城,商品城,0.268,2.0,0.406,0.809,-2.111,548205.8071
3489,603855.SH,华荣股份,专用机械,0.175,2.0,0.0,-0.0,-1.909,165665.88
3494,603861.SH,白云电器,电气设备,1.458,2.0,1.839,3.707,-1.863,138884.8529
3496,603868.SH,飞科电器,家用电器,1.125,2.0,0.926,1.855,-0.841,167598.4
3498,603871.SH,嘉友国际,仓储物流,1.372,2.0,0.65,1.303,-1.507,100128.0
3501,603878.SH,武进不锈,钢加工,0.677,2.0,0.541,1.085,-1.803,122323.2432
3502,603879.SH,永悦科技,化工原料,1.523,2.0,1.404,2.821,-2.645,79704.0
3504,603881.SH,数据港,电信运营,0.846,2.0,0.76,1.52,-0.904,341472.8144
3512,603890.SH,春秋电子,机械基件,4.103,2.0,1.185,2.383,-0.687,128913.624
3513,603895.SH,天永智能,专用机械,3.614,2.0,0.989,1.985,-3.998,70792.4
3514,603896.SH,寿仙谷,中成药,0.775,2.0,1.136,2.285,-4.164,166745.3015
3515,603897.SH,长城科技,电气设备,2.648,2.0,1.254,2.524,-2.243,99636.4
3523,603909.SH,合诚股份,建筑施工,4.63,2.0,1.551,3.112,1.191,61300.0
3525,603916.SH,苏博特,化工原料,1.139,2.0,1.22,2.454,-1.041,150742.55
3526,603917.SH,合力科技,汽车配件,2.377,2.0,2.305,4.647,-1.732,104816.8331
3531,603926.SH,铁流股份,汽车配件,0.516,2.0,0.903,1.813,-2.449,95035.0821
3532,603928.SH,兴业股份,化工原料,3.051,2.0,0.111,0.201,-2.924,93968.9355
3535,603936.SH,博敏电子,元器件,0.679,2.0,0.363,0.727,-0.851,255208.75
3536,603937.SH,丽岛新材,铝,2.033,2.0,0.39,0.781,-2.041,88071.4491
3543,603963.SH,大理药业,化学制药,0.669,2.0,0.524,1.049,-6.491,95621.5
3545,603968.SH,醋化股份,化工原料,0.314,2.0,0.331,0.662,-1.876,279933.12
3549,603977.SH,国泰集团,化工原料,0.806,2.0,1.585,3.196,-3.964,136362.8
3551,603979.SH,金诚信,建筑施工,0.137,2.0,0.193,0.386,-0.639,456885.0
3553,603985.SH,恒润股份,机械基件,0.991,2.0,2.039,4.115,-3.235,134717.44
3556,603988.SH,中电电机,电气设备,0.975,2.0,2.192,4.399,-1.729,251193.6
3557,603989.SH,艾华集团,元器件,0.097,2.0,0.466,0.929,-0.6,847083.5968
3559,603991.SH,至正股份,塑料,1.009,2.0,0.883,1.758,-2.256,76078.1561
3561,603996.SH,中新科技,家用电器,2.0,2.0,0.37,0.73,-0.121,85511.7
3563,603998.SH,方盛制药,中成药,0.426,2.0,0.689,1.381,-4.34,218551.1141
3490,603856.SH,东宏股份,塑料,2.916,2.0,1.579,3.182,-1.214,130469.183
3487,603843.SH,正平股份,建筑施工,2.801,2.0,1.403,2.812,-0.848,162175.3561
3422,603696.SH,安记食品,食品,0.853,2.0,1.623,3.271,-1.835,185640.0
3486,603839.SH,安正时尚,服饰,0.876,2.0,0.701,1.406,-1.215,121763.4099
3425,603701.SH,德宏股份,汽车配件,1.106,2.0,1.311,2.638,-2.409,85790.016
3429,603708.SH,家家悦,超市连锁,0.855,2.0,0.846,1.699,-4.052,328854.0334
3432,603712.SH,七一二,通信设备,3.767,2.0,1.462,2.939,-2.624,168100.0
3434,603716.SH,塞力斯,医药商业,1.647,2.0,1.245,2.472,-1.44,175298.2706
3438,603722.SH,阿科力,化工原料,2.133,2.0,1.43,2.879,-3.042,97507.62
3439,603725.SH,天安新材,塑料,1.395,2.0,1.17,2.348,-1.793,110606.6023
3442,603728.SH,鸣志电器,电气设备,0.46,2.0,0.077,0.152,-0.828,232003.2
3443,603729.SH,龙韵股份,广告包装,0.764,2.0,0.154,0.302,-1.196,154754.404
3447,603738.SH,泰晶科技,元器件,1.681,2.0,0.799,1.591,-5.346,75042.6407
3451,603767.SH,中马传动,汽车配件,2.636,2.0,2.893,5.866,-0.991,70106.12
3452,603768.SH,常青股份,汽车配件,4.118,2.0,1.596,3.166,-1.983,82256.625
3453,603773.SH,沃格光电,元器件,2.735,2.0,0.462,0.926,0.8,126308.7161
3454,603776.SH,永安行,公共交通,1.428,2.0,0.001,0.0,-2.343,179509.4142
3459,603788.SH,宁波高发,汽车配件,0.425,2.0,0.89,1.787,-4.789,353884.8781
3463,603798.SH,康普顿,石油加工,0.911,2.0,0.18,0.358,0.09,95648.0
3465,603800.SH,道森股份,专用机械,1.238,2.0,0.124,0.246,-4.17,253968.0
3466,603801.SH,志邦家居,家居用品,0.805,2.0,1.461,2.942,-2.092,212557.3217
3470,603809.SH,豪能股份,汽车配件,0.604,2.0,1.183,2.376,-1.331,131017.236
3472,603811.SH,诚意药业,化学制药,1.351,2.0,1.503,3.025,-8.681,133957.278
3473,603813.SH,原尚股份,仓储物流,1.174,2.0,1.321,2.656,-1.437,92262.51
3475,603817.SH,海峡环保,环境保护,0.444,2.0,0.0,-0.0,-1.051,118620.0
3477,603819.SH,神力股份,电气设备,0.85,2.0,0.738,1.477,-3.159,92508.9
3478,603822.SH,嘉澳环保,环境保护,0.418,2.0,0.484,0.968,-2.151,93225.7898
3479,603823.SH,百合花,染料涂料,0.654,2.0,0.001,0.0,-0.709,108398.845
3483,603829.SH,洛凯股份,电气设备,0.844,2.0,0.65,1.304,-0.4,73124.0
3484,603833.SH,欧派家居,家居用品,0.545,2.0,2.903,5.887,-3.692,778590.1328
3485,603838.SH,四通股份,陶瓷,2.121,2.0,3.412,6.511,-6.559,279213.96
3212,603167.SH,渤海轮渡,水运,0.192,2.0,0.353,0.704,-0.351,413041.2
3210,603165.SH,荣晟环保,造纸,1.388,2.0,0.28,0.561,-3.892,71584.128
3209,603161.SH,科华控股,汽车配件,3.213,2.0,1.84,3.704,-2.866,55176.8
2877,600889.SH,南京化纤,化纤,0.331,2.0,0.313,0.624,-4.183,148621.533
2888,600901.SH,江苏租赁,多元金融,1.22,2.0,0.833,1.672,-0.167,389119.8176
2890,600908.SH,无锡银行,银行,0.607,2.0,1.077,2.162,-1.246,456087.5668
2895,600929.SH,湖南盐业,食品,2.389,2.0,1.033,2.073,-1.796,125550.0
2896,600933.SH,爱柯迪,汽车配件,1.05,2.0,1.559,3.14,-1.546,203352.1699
2901,600960.SH,渤海汽车,汽车配件,1.266,2.0,0.0,-0.0,-2.404,276132.1962
2906,600966.SH,博汇纸业,造纸,0.275,2.0,0.154,0.302,-1.194,443832.3036
2908,600969.SH,郴电国际,水力发电,0.648,2.0,1.288,2.593,-1.595,234241.9564
2911,600973.SH,宝胜股份,电气设备,0.159,2.0,0.793,1.592,-1.567,342800.8053
2913,600976.SH,健民集团,中成药,0.334,2.0,-0.067,-0.133,-4.095,229488.0042
2917,600980.SH,北矿科技,元器件,0.464,2.0,0.629,1.254,-2.538,159820.374
2918,600981.SH,汇鸿集团,商贸代理,0.824,2.0,0.52,1.039,-3.023,284301.4984
2920,600983.SH,惠而浦,家用电器,0.219,2.0,0.828,1.664,-1.815,293040.0
2926,600990.SH,四创电子,通信设备,0.365,2.0,0.412,0.826,-1.143,500739.5725
2927,600992.SH,贵绳股份,钢加工,0.263,2.0,0.768,1.541,-2.192,177690.25
2928,600993.SH,马应龙,中成药,0.38,2.0,0.592,1.182,-1.599,589423.6707
2930,600996.SH,贵广网络,影视音像,2.071,2.0,1.041,2.054,-3.799,192499.8003
2941,601008.SH,连云港,港口,0.158,2.0,0.159,0.318,-1.567,319792.7568
2943,601010.SH,文峰股份,超市连锁,0.094,2.0,0.502,1.003,-1.32,558096.0
2944,601011.SH,宝泰隆,焦炭加工,0.473,2.0,-0.167,-0.335,-0.831,951536.0172
2949,601019.SH,山东出版,出版业,0.864,2.0,1.195,2.403,-1.187,327432.3
2950,601020.SH,华钰矿业,铅锌,1.131,2.0,0.992,1.993,-3.423,261730.7378
2958,601086.SH,国芳集团,百货,1.269,2.0,0.464,0.931,-2.717,89972.0
2968,601113.SH,华鼎股份,化纤,0.921,2.0,2.725,5.496,-6.281,655610.35
2969,601116.SH,三江购物,超市连锁,0.316,2.0,0.045,0.087,-1.624,473194.1376
2973,601127.SH,小康股份,汽车配件,0.914,2.0,0.987,1.984,-1.225,354605.4071
2974,601128.SH,常熟银行,银行,1.114,2.0,1.452,2.923,-3.418,667160.4146
2975,601137.SH,博威合金,铜,0.184,2.0,1.371,2.759,-1.495,420126.7854
2186,600082.SH,海泰发展,园区开发,2.499,2.0,1.29,2.592,-0.644,301079.796
2876,600888.SH,新疆众和,铝,0.352,2.0,0.113,0.226,-4.113,370115.5735
3205,603157.SH,拉夏贝尔,服饰,1.034,2.0,0.648,1.3,-2.637,136325.8302
2871,600883.SH,博闻科技,水泥,0.325,2.0,0.002,0.0,-0.893,157234.608
2788,600791.SH,京能置业,全国地产,0.535,2.0,1.269,2.551,-1.754,181830.1058
2789,600792.SH,云煤能源,焦炭加工,0.243,2.0,0.34,0.68,-1.01,293017.3856
2793,600796.SH,钱江生化,农药化肥,0.917,2.0,0.997,1.996,-0.721,169388.0049
2794,600797.SH,浙大网新,软件服务,0.592,2.0,0.317,0.634,-0.879,747244.8685
2795,600798.SH,宁波海运,水运,0.198,2.0,0.592,1.187,-2.319,351520.1733
2796,600800.SH,天津磁卡,综合类,0.432,2.0,0.27,0.541,-3.141,340913.4742
2798,600802.SH,福建水泥,水泥,0.736,2.0,0.642,1.289,-2.144,300152.7015
2801,600805.SH,悦达投资,综合类,0.304,2.0,0.099,0.198,-0.98,430239.3362
2805,600810.SH,神马股份,化纤,1.433,2.0,0.798,1.592,-3.908,508179.72
2809,600815.SH,厦工股份,工程机械,0.107,2.0,0.635,1.266,-1.558,306870.3965
2816,600822.SH,上海物贸,商贸代理,0.604,2.0,0.856,1.719,-3.223,375152.0689
2818,600824.SH,益民集团,百货,0.26,2.0,0.849,1.705,-1.124,377341.6921
2823,600829.SH,人民同泰,医药商业,0.09,2.0,0.334,0.665,-4.897,351412.4898
2827,600834.SH,申通地铁,公共交通,0.1,2.0,0.743,1.488,-1.466,325574.4592
2829,600836.SH,界龙实业,广告包装,0.223,2.0,0.126,0.251,-1.241,264438.4757
2831,600838.SH,上海九百,百货,0.371,2.0,0.232,0.464,-1.374,260172.4057
2834,600843.SH,上工申贝,纺织机械,0.518,2.0,0.139,0.277,-3.481,220258.9496
2835,600844.SH,丹化科技,化工原料,0.445,2.0,-0.138,-0.278,-2.439,295360.2976
2837,600846.SH,同济科技,综合类,2.776,2.0,3.013,6.082,-0.423,468571.137
2840,600850.SH,华东电脑,软件服务,0.209,2.0,0.374,0.749,0.58,739998.4109
2841,600851.SH,海欣股份,纺织,0.098,2.0,0.748,1.501,-2.397,549225.3458
2842,600853.SH,龙建股份,建筑施工,0.377,2.0,0.267,0.533,-2.344,202376.4871
2844,600855.SH,航天长峰,专用机械,0.959,2.0,1.343,2.703,-2.926,326202.4519
2848,600859.SH,王府井,百货,0.831,2.0,0.423,0.846,-2.743,436447.7131
2853,600864.SH,哈投股份,证券,1.565,2.0,1.299,2.614,-1.923,743387.4733
2857,600868.SH,梅雁吉祥,水力发电,1.054,2.0,1.033,2.048,-1.678,567546.455
2868,600880.SH,博瑞传播,广告包装,0.561,2.0,1.224,2.463,-2.871,305079.8878
2985,601177.SH,杭齿前进,机械基件,0.333,2.0,0.173,0.346,-1.253,348052.2
2988,601188.SH,龙江交通,路桥,0.081,2.0,0.327,0.654,-1.29,405290.5999
2991,601200.SH,上海环境,环境保护,0.235,2.0,1.142,2.297,-2.246,898234.6115
2992,601208.SH,东材科技,化工原料,0.283,2.0,1.067,2.139,-3.608,239361.582
3125,603010.SH,万盛股份,化工原料,0.428,2.0,0.801,1.608,-0.279,319660.0
3129,603015.SH,弘讯科技,电气设备,0.195,2.0,0.476,0.949,-2.919,256412.838
3130,603016.SH,新宏泰,电气设备,2.876,2.0,1.954,3.902,-1.501,120063.84
3134,603020.SH,爱普股份,食品,0.2,2.0,0.52,1.04,-2.038,248640.0
3136,603022.SH,新通联,广告包装,0.286,2.0,0.74,1.475,-1.971,151400.0
3139,603026.SH,石大胜华,化工原料,0.989,2.0,0.587,1.178,-1.761,400495.68
3140,603027.SH,千禾味业,食品,1.273,2.0,0.133,0.25,-0.187,213237.6255
3144,603031.SH,安德利,百货,1.189,2.0,0.562,1.124,-1.424,70386.0696
3149,603037.SH,凯众股份,汽车配件,1.478,2.0,0.974,1.943,-1.961,109997.3332
3150,603038.SH,华立股份,装修装饰,0.965,2.0,0.387,0.776,-0.331,68388.179
3151,603039.SH,泛微网络,软件服务,0.579,2.0,0.441,0.88,0.368,274517.504
3152,603040.SH,新坐标,机械基件,2.032,2.0,1.546,3.113,-1.457,84167.2754
3153,603041.SH,美思德,化工原料,0.805,2.0,1.711,3.448,-2.953,71183.25
3155,603043.SH,广州酒家,食品,0.848,2.0,0.341,0.639,-2.492,316278.2045
3157,603050.SH,科林电气,电气设备,3.685,2.0,2.035,4.111,0.993,93566.3925
3159,603056.SH,德邦股份,仓储物流,0.702,2.0,0.438,0.878,-1.672,183900.0
3160,603058.SH,永吉股份,广告包装,0.778,2.0,0.644,1.287,-3.164,233311.518
3166,603069.SH,海汽集团,公路,1.85,2.0,-0.137,-0.274,-2.145,126526.4
3176,603088.SH,宁波精达,专用机械,0.615,2.0,0.631,1.262,-2.461,134848.0
3178,603090.SH,宏盛股份,专用机械,1.043,2.0,0.371,0.743,-1.32,55163.8428
3182,603100.SH,川仪股份,电器仪表,0.343,2.0,1.431,2.875,-2.913,212848.4952
3186,603106.SH,恒银金融,电脑设备,4.605,2.0,1.061,2.024,-1.983,157723.5
3189,603111.SH,康尼机电,运输设备,0.524,2.0,0.594,1.19,-2.098,313812.8813
3191,603116.SH,红蜻蜓,服饰,0.126,2.0,0.422,0.845,-2.473,412559.7728
3195,603126.SH,中材节能,环境保护,0.16,2.0,0.469,0.94,0.188,327838.5
3201,603136.SH,天目湖,旅游景点,1.73,2.0,0.291,0.583,0.103,58660.0
3203,603139.SH,康惠制药,中成药,0.897,2.0,0.195,0.39,-4.588,82858.35
3124,603009.SH,北特科技,汽车配件,0.818,2.0,0.95,1.908,-5.414,205546.3387
3123,603008.SH,喜临门,家居用品,0.748,2.0,0.26,0.495,-1.366,324672.96
3122,603007.SH,花王股份,建筑施工,0.4,2.0,0.36,0.714,-2.209,164624.614
3033,601577.SH,长沙银行,银行,2.973,2.0,0.689,1.378,-1.582,302123.197
2996,601218.SH,吉鑫科技,机械基件,0.635,2.0,1.017,2.041,-1.606,247940.0
2999,601226.SH,华电重工,专用机械,0.143,2.0,0.254,0.508,-1.746,457380.0
3005,601258.SH,庞大集团,汽车服务,0.305,2.0,0.338,0.676,-1.333,974233.2819
3007,601311.SH,骆驼股份,电气设备,0.162,2.0,0.626,1.254,-2.843,822097.4411
3010,601326.SH,秦港股份,港口,0.273,2.0,0.62,1.242,-0.617,538957.8035
3012,601330.SH,绿色动力,环境保护,4.892,2.0,1.677,3.382,-2.838,156289.0
3015,601339.SH,百隆东方,纺织,0.061,2.0,0.668,1.326,-0.938,802500.0
3016,601360.SH,三六零,互联网,0.566,2.0,0.64,1.284,-1.043,877376.0166
3017,601366.SH,利群股份,百货,0.293,2.0,0.074,0.147,-0.872,324444.2442
3020,601375.SH,中原证券,证券,0.454,2.0,0.675,1.354,-1.774,809431.4624
3022,601388.SH,怡球资源,铝,0.305,2.0,0.49,0.98,-3.774,417232.4
3027,601518.SH,吉林高速,路桥,0.105,2.0,0.183,0.366,-1.799,332416.8
3035,601588.SH,北辰实业,区域地产,0.376,2.0,-0.347,-0.694,-1.37,760760.0
3118,603002.SH,宏昌电子,化工原料,0.467,2.0,0.263,0.525,-1.804,233629.3068
3037,601599.SH,鹿港文化,影视音像,0.519,2.0,0.938,1.869,-2.432,291921.0632
3040,601606.SH,长城军工,专用机械,3.897,2.0,0.712,1.427,-3.406,178784.0
3044,601616.SH,广电电气,电气设备,0.812,2.0,1.25,2.41,-2.924,318095.5
3046,601619.SH,嘉泽新能,新型电力,0.693,2.0,0.45,0.901,-1.77,225682.1002
3049,601636.SH,旗滨集团,玻璃,0.342,2.0,0.547,1.096,0.275,960827.7883
3056,601689.SH,拓普集团,汽车配件,0.505,2.0,0.965,1.934,-1.429,361112.4508
3058,601700.SH,风范股份,电气设备,0.174,2.0,0.331,0.662,-2.265,344502.528
3063,601777.SH,力帆股份,摩托车,0.523,2.0,-0.121,-0.243,-7.416,519543.0364
3065,601789.SH,宁波建工,建筑施工,0.622,2.0,0.774,1.515,-0.302,326986.8
3066,601798.SH,*ST蓝科,化工机械,0.52,2.0,1.546,3.093,-0.206,177264.099
3073,601828.SH,美凯龙,其他商业,0.92,2.0,0.307,0.614,-0.956,361305.0
3074,601838.SH,成都银行,银行,1.516,2.0,0.242,0.482,-1.775,301261.7618
2188,600084.SH,中葡股份,红黄药酒,0.518,2.0,0.455,0.906,0.608,375324.7612
1344,002898.SZ,赛隆药业,化学制药,1.956,2.0,0.907,1.823,-2.846,93587.8472
2185,600081.SH,东风科技,汽车配件,0.312,2.0,1.045,2.1,-3.299,243949.68
492,002029.SZ,七匹狼,服饰,0.251,2.0,1.072,2.154,-1.664,501666.7196
450,000987.SZ,越秀金控,多元金融,0.335,2.0,1.142,2.296,-2.366,431759.5792
456,000996.SZ,中国中期,汽车服务,2.232,2.0,0.465,0.931,-2.814,336720.0
461,001896.SZ,豫能控股,火力发电,0.256,2.0,0.46,0.92,-0.61,305809.4062
462,001965.SZ,招商公路,路桥,0.202,2.0,0.497,0.995,-2.071,450524.2856
465,002002.SZ,鸿达兴业,化工原料,0.463,2.0,0.336,0.656,-2.244,782590.9792
466,002003.SZ,伟星股份,服饰,0.175,2.0,0.0,-0.0,-1.808,444620.0063
469,002006.SZ,精功科技,专用机械,0.603,2.0,0.684,1.372,-2.857,235317.72
472,002009.SZ,天奇股份,工程机械,0.711,2.0,0.592,1.183,-1.169,227985.7903
477,002014.SZ,永新股份,塑料,0.353,2.0,0.583,1.167,-1.316,295114.0795
479,002016.SZ,世荣兆业,区域地产,0.936,2.0,1.639,3.304,-2.05,644261.2028
482,002019.SZ,亿帆医药,化学制药,0.888,2.0,-0.58,-1.161,-5.189,969386.7848
483,002020.SZ,京新药业,化学制药,1.273,2.0,0.004,-0.0,-10.5,525793.5287
484,002021.SZ,中捷资源,纺织机械,1.361,2.0,0.17,0.333,-1.316,206928.482
493,002030.SZ,达安基因,生物制药,0.527,2.0,0.394,0.783,-3.199,885256.9733
439,000973.SZ,佛塑科技,塑料,1.063,2.0,1.545,3.099,-2.74,354068.3883
496,002033.SZ,丽江旅游,旅游景点,0.196,2.0,0.429,0.858,-1.52,323094.3464
497,002034.SZ,旺能环境,环境保护,2.166,2.0,2.773,5.597,-8.094,182968.902
500,002037.SZ,久联发展,化工原料,0.29,2.0,1.073,2.156,-1.533,279245.0405
504,002041.SZ,登海种业,种植业,0.49,2.0,0.691,1.379,-0.515,513830.9401
506,002043.SZ,兔宝宝,其他建材,0.878,2.0,0.28,0.558,-2.712,375288.085
511,002048.SZ,宁波华翔,汽车配件,0.432,2.0,1.186,2.379,-2.671,515012.8279
515,002052.SZ,同洲电子,通信设备,3.721,2.0,1.943,3.784,-1.857,286446.0346
518,002055.SZ,得润电子,元器件,0.929,2.0,1.169,2.35,-2.385,463793.4074
519,002056.SZ,横店东磁,元器件,0.596,2.0,0.346,0.692,-0.516,955930.83
520,002057.SZ,中钢天源,元器件,0.511,2.0,0.64,1.276,-1.26,202973.138
521,002058.SZ,威尔泰,电器仪表,1.343,2.0,1.642,3.304,-1.668,165969.7201
