,ts_code,symbol,name,industry,COL_HISTORY_BREAK,COL_LAST_CHG,COL_MIN_MAX_GAP,COL_CIRC_MV,COL_FLOAT_HOLDERS,COL_HOLDERS_COUNT
108,603100.SH,603100,川仪股份,电器仪表,True,-2.4073,66.34199134199133,59.25,,0.0
109,002312.SZ,002312,三泰控股,化工原料,True,9.976,66.36363636363637,121.17,,0.0
110,600970.SH,600970,中材国际,建筑工程,True,5.5907,66.83333333333333,173.94,"招商银行股份有限公司-博时中证央企结构调整交易型开放式指数证券投资基金
交通银行股份有限公司-广发中证基建工程指数型发起式证券投资基金
香港中央结算有限公司(陆股通)
中国银行股份有限公司-华宝先进成长混合型证券投资基金
中央汇金资产管理有限责任公司
中国建设银行股份有限公司-华宝研究精选混合型证券投资基金",6.0
111,600532.SH,600532,未来股份,商贸代理,True,2.6702,67.3558215451578,79.37,,0.0
112,600096.SH,600096,云天化,农药化肥,True,3.7406,68.76267748478703,113.19,"全国社保基金一零七组合
中国长城资产管理股份有限公司",2.0
113,600166.SH,600166,福田汽车,汽车整车,True,-6.1125,69.00826446280992,252.49,中央汇金资产管理有限责任公司,1.0
114,600497.SH,600497,驰宏锌锗,铅锌,True,8.9655,69.89247311827957,321.77,"中国建设银行股份有限公司-国泰国证有色金属行业指数分级证券投资基金
中国工商银行股份有限公司-南方中证申万有色金属交易型开放式指数证券投资基金
中国农业银行股份有限公司-中证500交易型开放式指数证券投资基金
中央汇金资产管理有限责任公司",4.0
115,002541.SZ,002541,鸿路钢构,钢加工,True,-3.4918,70.62874251497007,203.76,"香港中央结算有限公司(陆股通)
中央汇金资产管理有限责任公司
中国光大银行股份有限公司-国投瑞银创新动力混合型证券投资基金
中国银行股份有限公司-长城环保主题灵活配置混合型证券投资基金
交通银行股份有限公司-富国天益价值混合型证券投资基金",5.0
116,002078.SZ,002078,太阳纸业,造纸,True,6.9106,71.19609438567942,549.7,"中国工商银行股份有限公司-中欧消费主题股票型证券投资基金
基本养老保险基金一二零一组合
中国农业银行股份有限公司-中邮核心成长混合型证券投资基金
香港中央结算有限公司(陆股通)
基本养老保险基金一二零六组合
全国社保基金一一八组合
中国光大银行股份有限公司-国投瑞银创新动力混合型证券投资基金
全国社保基金一零八组合
博时基金管理有限公司-社保基金16011组合",9.0
117,601677.SH,601677,明泰铝业,铝,True,0.5714,71.20622568093387,112.73,"上海高毅资产管理合伙企业(有限合伙)-高毅邻山1号远望基金
金鹰基金-浦发银行-云南国际信托-云信富春12号单一资金信托
中科沃土基金-浦发银行-云南信托-云信智兴2017-514号单一资金信托",3.0
118,600997.SH,600997,开滦股份,煤炭开采,True,-6.0787,72.27926078028747,125.12,"中国信达资产管理股份有限公司
华宝标普中国A股红利机会指数证券投资基金(LOF)
招商中证煤炭等权指数分级证券投资基金
中融中证煤炭指数分级证券投资基金
中央汇金资产管理有限责任公司",5.0
119,600230.SH,600230,沧州大化,农药化肥,True,0.1435,73.84806973848073,57.5,"北京磐沣投资管理合伙企业(有限合伙)-磐沣嘉利私募证券投资基金
中央汇金资产管理有限责任公司",2.0
120,000698.SZ,000698,沈阳化工,化工原料,True,10.043,74.71526195899773,60.26,"国泰基金-浦发银行-国泰-禾盈1号资产管理计划
国泰基金-工商银行-国泰基金格物1号资产管理计划
国泰基金-上海银行-国泰基金格物2号集合资产管理计划
易方达资产-工商银行-易方达资产华瑞3号资产管理计划
国泰基金-招商证券股份有限公司-国泰基金-招金1号单一资产管理计划
上海国际信托有限公司",6.0
121,600223.SH,600223,鲁商发展,区域地产,True,-0.1413,75.99502487562191,142.59,"香港中央结算有限公司(陆股通)
中国农业银行股份有限公司-交银施罗德成长混合型证券投资基金",2.0
122,002044.SZ,002044,美年健康,医疗保健,True,4.9417,76.30597014925371,723.94,"中国银行股份有限公司-易方达中小盘混合型证券投资基金
全国社保基金一一七组合
全国社保基金一零二组合
香港中央结算有限公司(陆股通)
上海天亿资产管理有限公司",5.0
123,600916.SH,600916,中国黄金,黄金,True,10.0173,77.19054242002781,22.93,,0.0
124,000831.SZ,000831,五矿稀土,小金属,True,8.4337,77.6824034334764,203.04,"香港中央结算有限公司(陆股通)
中国农业银行股份有限公司-银华内需精选混合型证券投资基金(LOF)
中央汇金资产管理有限责任公司",3.0
125,000659.SZ,000659,珠海中富,广告包装,True,-0.5128,79.72350230414746,49.89,,0.0
126,002164.SZ,002164,宁波东力,电气设备,True,10.049,80.6841046277666,40.86,,0.0
127,300211.SZ,300211,亿通科技,通信设备,True,6.2963,81.64556962025316,34.09,中央汇金资产管理有限责任公司,1.0
128,603008.SH,603008,喜临门,家居用品,True,-6.0471,82.40064882400648,81.86,"中国建设银行-上投摩根阿尔法股票型证券投资基金
上海蓝墨投资管理有限公司-蓝墨专享4号私募投资基金
招商银行股份有限公司-中欧恒利三年定期开放混合型证券投资基金
浙商证券资管-中国银行-证券行业支持民企发展系列之浙商证券1号分级集合资产管理计划
天堂硅谷资产管理集团有限公司-天堂硅谷久盈10号私募投资基金
中国建设银行股份有限公司-中欧价值发现股票型证券投资基金",6.0
129,002597.SZ,002597,金禾实业,食品,True,-3.9276,82.5659050966608,279.03,"荷兰汇盈资产管理公司-荷兰汇盈新兴市场股票基金
全国社保基金一零一组合
交通银行股份有限公司-华安策略优选混合型证券投资基金
中国工商银行-广发稳健增长证券投资基金
基本养老保险基金八零八组合
中国银行股份有限公司-国投瑞银精选收益灵活配置混合型证券投资基金
香港中央结算有限公司(陆股通)
中国光大银行股份有限公司-国投瑞银创新动力混合型证券投资基金",8.0
130,603801.SH,603801,志邦家居,家居用品,True,-9.6315,84.76973684210527,110.55,"全国社保基金一一四组合
香港中央结算有限公司(陆股通)",2.0
131,002532.SZ,002532,天山铝业,铝,True,9.982,85.02269288956126,52.22,"中国工商银行股份有限公司-万家科创板2年定期开放混合型证券投资基金
中国建设银行股份有限公司-万家精选混合型证券投资基金",2.0
132,600810.SH,600810,神马股份,化纤,True,10.0081,85.45953360768175,77.74,陕西省国际信托股份有限公司-陕国投·招商昆吾一期结构化证券投资集合资金信托计划,1.0
133,000703.SZ,000703,恒逸石化,化纤,True,8.7324,85.93448940269748,652.04,"华润深国投信托有限公司-华润信托·华颖6号单一资金信托
汇安基金-浙商银行-汇安基金-湖畔1号资产管理计划
长安国际信托股份有限公司-长安信托-恒逸石化第三期员工持股集合资金信托计划
香港中央结算有限公司(陆股通)
华能贵诚信托有限公司-华能信托·锦溢欣诚集合资金信托计划
南华基金-浙商银行-南华基金鑫华1号资产管理计划
西藏信托有限公司-西藏信托-泓景19号集合资金信托计划",7.0
134,002714.SZ,002714,牧原股份,农业综合,True,-1.5366,86.31625311995303,3173.93,香港中央结算有限公司(陆股通),1.0
135,000960.SZ,000960,锡业股份,小金属,True,10.0198,87.31762065095398,278.52,"农银汇理(上海)资产-农业银行-华宝信托-投资(6)号集合资金信托计划
香港中央结算有限公司(陆股通)
全国社保基金一零九组合
中国银行-易方达积极成长证券投资基金
农银汇理(上海)资产-农业银行-华宝信托-投资【6】号集合资金信托计划",5.0
136,600295.SH,600295,鄂尔多斯,小金属,True,9.9932,91.64705882352939,106.3,香港中央结算有限公司(陆股通),1.0
137,000830.SZ,000830,鲁西化工,农药化肥,True,4.3908,93.13501144164758,247.13,"基本养老保险基金三零三组合
全国社保基金一一七组合
招商银行股份有限公司-汇添富绝对收益策略定期开放混合型发起式证券投资基金
中国农业银行股份有限公司-中证500交易型开放式指数证券投资基金
香港中央结算有限公司(陆股通)
中国工商银行股份有限公司-汇添富民营活力混合型证券投资基金
中央汇金资产管理有限责任公司
基本养老保险基金一二零二组合",8.0
138,601808.SH,601808,中海油服,石油开采,True,8.7682,93.67816091954022,598.61,"中国农业银行股份有限公司-华夏中证央企结构调整交易型开放式指数证券投资基金
招商银行股份有限公司-博时中证央企结构调整交易型开放式指数证券投资基金
香港中央结算有限公司(陆股通)
招商银行股份有限公司-博时中证央企创新驱动交易型开放式指数证券投资基金
国泰君安证券资管-建设银行-国泰君安君得鑫两年持有期混合型集合资产管理计划
中央汇金资产管理有限责任公司",6.0
139,600746.SH,600746,江苏索普,化工原料,True,10.0,95.7627118644068,35.19,,0.0
140,600722.SH,600722,金牛化工,化工原料,True,10.08,96.01139601139602,46.81,,0.0
141,300442.SZ,300442,普丽盛,轻工机械,True,14.2969,96.73378076062637,43.62,,0.0
142,002068.SZ,002068,黑猫股份,化工原料,True,3.4637,99.13978494623655,67.32,"中国工商银行股份有限公司-中欧精选灵活配置定期开放混合型发起式证券投资基金
北方国际信托股份有限公司-北信盈实665组合投资单一资金信托
中国工商银行-融通动力先锋混合型证券投资基金
中国工商银行股份有限公司-中欧匠心两年持有期混合型证券投资基金
中央汇金资产管理有限责任公司",5.0
143,601717.SH,601717,郑煤机,汽车配件,True,5.1903,100.26350461133072,226.36,"河南资产管理有限公司
香港中央结算有限公司(陆股通)
中央汇金资产管理有限责任公司",3.0
144,000933.SZ,000933,神火股份,铝,True,3.6626,102.16450216450217,177.51,"香港中央结算有限公司(陆股通)
南方中证申万有色金属交易型开放式指数证券投资基金
国泰国证有色金属行业指数分级证券投资基金
中央汇金资产管理有限责任公司",4.0
145,000807.SZ,000807,云铝股份,铝,True,1.7224,102.41935483870965,282.53,"全国社保基金四零三组合
香港中央结算有限公司(陆股通)
招商银行股份有限公司-博时中证央企创新驱动交易型开放式指数证券投资基金
中国建设银行股份有限公司-国泰国证有色金属行业指数分级证券投资基金
上海高毅资产管理合伙企业(有限合伙)-高毅晓峰2号致信基金",5.0
146,603993.SH,603993,洛阳钼业,小金属,True,6.5919,104.3010752688172,1342.6,"中国国有企业结构调整基金股份有限公司
香港中央结算有限公司(陆股通)
民生加银基金-宁波银行-嘉兴民琉投资合伙企业(有限合伙)
全国社保基金一零八组合
建信基金-工商银行-陕西省国际信托-陕国投·金玉6号定向投资集合资金信托计划",5.0
147,600219.SH,600219,南山铝业,铝,True,-2.9979,104.82456140350878,541.36,"全国社保基金一一四组合
香港中央结算有限公司(陆股通)
中国工商银行股份有限公司-南方中证申万有色金属交易型开放式指数证券投资基金
中央汇金资产管理有限责任公司",4.0
148,002145.SZ,002145,中核钛白,化工原料,True,4.6557,105.52380952380949,171.68,"香港中央结算有限公司(陆股通)
珠海汇尚创业投资有限公司-橡树湾8号私募证券投资基金",2.0
149,600362.SH,600362,江西铜业,铜,True,9.9852,109.10374029640084,614.9,"中国工商银行股份有限公司-南方中证申万有色金属交易型开放式指数证券投资基金
香港中央结算有限公司(陆股通)
全国社保基金一零九组合
中央汇金资产管理有限责任公司
中国银行-易方达积极成长证券投资基金",5.0
150,000918.SZ,000918,嘉凯城,全国地产,True,10.08,112.34567901234564,124.13,香港中央结算有限公司(陆股通),1.0
151,603113.SH,603113,金能科技,焦炭加工,True,9.9957,115.44303797468358,183.09,"北京国投协力股权投资基金(有限合伙)
香港中央结算有限公司(陆股通)
全国社保基金六零二组合
国投创新(北京)投资基金有限公司",4.0
152,600111.SH,600111,北方稀土,小金属,True,10.0051,115.73705179282871,786.92,"包钢集团-银河证券-20包集EB担保及信托财产专户
香港中央结算有限公司(陆股通)
中国工商银行股份有限公司-南方中证申万有色金属交易型开放式指数证券投资基金
中央汇金资产管理有限责任公司",4.0
153,603128.SH,603128,华贸物流,仓储物流,True,6.777,122.86184210526318,177.43,"珠海回声资产管理有限公司-回声1号私募基金
全国社保基金五零二组合
中国工商银行股份有限公司-富国高新技术产业混合型证券投资基金
香港中央结算有限公司(陆股通)
招商银行股份有限公司-富国科创主题3年封闭运作灵活配置混合型证券投资基金
易方达基金-招商银行-易方达聚祥分级资产管理计划",6.0
154,002064.SZ,002064,华峰化学,化纤,True,2.7638,130.09845288326298,319.74,"上海高毅资产管理合伙企业(有限合伙)-高毅利伟精选唯实基金
平安基金-中国平安人寿保险股份有限公司-分红-个险分红-平安人寿-平安基金权益委托投资2号单一资产管理计划
招商银行股份有限公司-兴全合润分级混合型证券投资基金
中国光大银行股份有限公司-兴全商业模式优选混合型证券投资基金(LOF)
香港中央结算有限公司(陆股通)
中央汇金资产管理有限责任公司
交通银行股份有限公司-易方达高端制造混合型发起式证券投资基金",7.0
155,000488.SZ,000488,晨鸣纸业,造纸,True,-5.9504,133.14065510597302,188.84,"全国社保基金四一八组合
中信证券股份有限公司-社保基金1106组合
基本养老保险基金一二零八组合
中央汇金资产管理有限责任公司",4.0
156,605006.SH,605006,山东玻纤,玻璃,True,-1.4449,137.79385171790236,12.96,,0.0
157,601168.SH,601168,西部矿业,铜,True,0.989,141.20734908136484,438.0,"中国对外经济贸易信托有限公司-外贸信托-高毅晓峰鸿远集合资金信托计划
海通资管-民生-海通海汇系列-星石1号集合资产管理计划
上海高毅资产管理合伙企业(有限合伙)-高毅-晓峰1号睿远证券投资基金
中央汇金资产管理有限责任公司
上海高毅资产管理合伙企业(有限合伙)-高毅晓峰2号致信基金",5.0
158,601899.SH,601899,紫金矿业,黄金,True,7.2581,143.0232558139535,2873.38,"中信信托有限责任公司-中信信托锐进43期高毅晓峰投资集合资金信托计划
全国社保基金一一四组合
香港中央结算有限公司(陆股通)
兴业银行股份有限公司-兴全新视野灵活配置定期开放混合型发起式证券投资基金
兴业银行股份有限公司-兴全趋势投资混合型证券投资基金
全国社保基金一零三组合
上海高毅资产管理合伙企业(有限合伙)-高毅晓峰2号致信基金",7.0
159,002092.SZ,002092,中泰化学,化工原料,True,7.6377,143.37349397590359,260.13,"广州市玄元投资管理有限公司-玄元六度元宝8号私募投资基金
香港中央结算有限公司(陆股通)
中央汇金资产管理有限责任公司",3.0
160,000923.SZ,000923,河钢资源,普钢,True,3.143,154.12156536219817,191.63,"北信瑞丰基金-宁波银行-北信瑞丰点石3号资产管理计划
中国长城资产管理股份有限公司
国泰君安证券资管-宁波银行-国泰君安君享宣工集合资产管理计划",3.0
161,003022.SZ,003022,联泓新科,化工原料,True,6.6759,155.24752475247524,56.98,,0.0
162,600409.SH,600409,三友化工,化工原料,True,6.0417,167.42556917688268,315.23,"中国建设银行股份有限公司-博时主题行业混合型证券投资基金(LOF)
国泰基金管理有限公司-社保基金四二一组合
香港中央结算有限公司(陆股通)
中央汇金资产管理有限责任公司
平安资产-工商银行-平安资产如意28号保险资产管理产品",5.0
163,000301.SZ,000301,东方盛虹,化纤,True,5.098,184.6017699115044,278.48,"陕西省国际信托股份有限公司-陕国投·东方盛虹第一期2号员工持股集合资金信托计划
中国农业银行股份有限公司-中证500交易型开放式指数证券投资基金
国开发展基金有限公司
陕西省国际信托股份有限公司-陕国投·东方盛虹第一期员工持股集合资金信托计划
陕西省国际信托股份有限公司-陕国投·东方盛虹控股股东及其关联企业第一期员工持股集合资金信托计划
香港中央结算有限公司(陆股通)
上海迎水投资管理有限公司-迎水征东2号私募证券投资基金",7.0
164,000615.SZ,000615,奥园美谷,化纤,True,8.881,215.97938144329896,94.87,海通证券资管-中信银行-证券行业支持民企发展系列之海通证券资管7号集合资产管理计划,1.0
165,603799.SH,603799,华友钴业,小金属,True,2.9057,221.48541114058355,1244.89,"中国工商银行股份有限公司-南方中证申万有色金属交易型开放式指数证券投资基金
香港中央结算有限公司(陆股通)
中国工商银行股份有限公司-广发价值优势混合型证券投资基金
兴业银行股份有限公司-广发稳健优选六个月持有期混合型证券投资基金",4.0
166,002612.SZ,002612,朗姿股份,服饰,True,3.5235,255.8246828143022,80.63,"江苏中韩晨晖朗姿股权投资基金(有限合伙)
中原信托有限公司-金融产品投资20160303号单一资金信托
广东逸信基金管理有限公司-逸信汇富1号朗姿股份私募投资基金",3.0
167,600392.SH,600392,盛和资源,小金属,True,-3.1868,276.7477203647416,421.24,香港中央结算有限公司(陆股通),1.0
168,601015.SH,601015,陕西黑猫,焦炭加工,True,-4.6805,301.08303249097474,172.59,长城(天津)股权投资基金管理有限责任公司-长城国泰-高端装备并购契约型私募投资基金,1.0
