,ts_code,symbol,name,industry,COL_LASTPRICE,concept
195,002405.SZ,002405,四维图新,软件服务,22.29,"安邦系, MSCI, 特斯拉, 蔚来汽车概念股, 军工研究所, 回购, 业绩预增, 军工, 物联网, 无人驾驶, 雄安-智慧城市, 北斗导航, 雄安新区, 大数据, 高送转, 国产软件, 腾讯概念股, 国产芯片, 滴滴出行概念股, 共享经济, 国产操作系统, 智慧安防, 独角兽, 手势识别, "
196,600482.SH,600482,中国动力,电气设备,22.65,"南北船合并, MSCI, 海工装备, 混改, 军工混改, 央企改革, 军工研究所, 回购, 航母, 军工, 军民融合, 汽车零部件, 锂电池, 燃料电池, 新能源汽车, 石墨烯, "
197,600118.SH,600118,中国卫星,航空,22.73,"MSCI, 中字头, 央企改革, 军工研究所, 军工, 军民融合, 无人机, 北斗导航, "
198,002151.SZ,002151,北斗星通,通信设备,22.75,"5G, 军工, 军民融合, 汽车零部件, 物联网, 百度概念股, 无人驾驶, 北斗导航, 共享经济, "
199,002189.SZ,002189,利达光电,元器件,23.58,"混改, 军工混改, 央企改革, 华为产业链, 军工研究所, 业绩预增, 军工, 智能制造, 3D感应, VR&AR, 机器视觉, 资产重组, 人脸识别, "
200,600893.SH,600893,航发动力,航空,23.95,"MSCI, 央企改革, 军工研究所, 大飞机, 通用航空, 航母, 军工, 定增破发, "
201,600271.SH,600271,航天信息,电脑设备,24.22,"MSCI, 央企改革, 军工研究所, 军工, 物联网, 谷歌概念股, 网络安全, 数字中国, 移动支付, 大数据, 区块链, 半导体, 无人商店, 智慧城市, 腾讯概念股, 电子发票, 人脸识别, "
202,300446.SZ,300446,乐凯新材,化工原料,24.89,"央企改革, 军工研究所, 军工, 京津冀, 高送转, "
203,300003.SZ,300003,乐普医疗,医疗保健,25.03,"南北船合并, MSCI, PD-1抑制剂, 军工研究所, 社保重仓, 回购, 业绩预增, 军工, 脑科学, 医药, 化学药, 创业板人气股, 基因测序, 医疗器械, 人工智能, 互联网医疗, 体外诊断, "
204,000550.SZ,000550,江铃汽车,汽车整车,25.4,"高股息, 新能源整车, 汽车整车, 军工研究所, 重卡, 军工, 新能源汽车, "
205,002025.SZ,002025,航天电器,元器件,26.2,"央企改革, 军工研究所, 大飞机, 军工, 军民融合, 工业自动化, 北斗导航, 智能制造, "
206,300696.SZ,300696,爱乐达,航空,26.26,"军工, 军民融合, "
207,002268.SZ,002268,卫士通,软件服务,26.44,"MSCI, 央企改革, 军工研究所, 社保重仓, 军工, 网络安全, 数字中国, 互联网金融, 移动支付, 云计算, 区块链, 国产操作系统, "
208,002439.SZ,002439,启明星辰,软件服务,26.71,"MSCI, 美团概念股, 军工, 军民融合, 网络安全, 大数据, 云计算, 人工智能, 工业互联网, 智慧城市, 国产软件, 腾讯概念股, 国资入股, "
209,600764.SH,600764,中国海防,通信设备,27.35,"南北船合并, 中字头, 央企改革, 军工研究所, 回购, 航母, 军工, 量子通信, 资产重组, "
210,300456.SZ,300456,耐威科技,元器件,27.6,"华为产业链, 军工, 军民融合, 物联网, 百度概念股, 无人驾驶, 北斗导航, 高送转, 半导体, 独角兽, 创投, "
211,300667.SZ,300667,必创科技,电器仪表,28.24,"军工, 军民融合, 物联网, 强势人气股, "
212,002415.SZ,002415,海康威视,电器仪表,29.8,"白马股, MSCI, 阿里巴巴概念股, 央企改革, 军工研究所, 军工, 无人机, 物联网, 无人驾驶, 工业自动化, 智能制造, 大数据, 云计算, 人工智能, 智慧城市, 机器视觉, 智慧安防, 机器人, 人脸识别, "
213,600760.SH,600760,中航沈飞,航空,30.09,"MSCI, 新进指数成份股, 央企改革, 军工研究所, 社保重仓, 航母, 军工, 资产重组, "
214,002352.SZ,002352,顺丰控股,仓储物流,31.27,"MSCI, 混改, 回购, 军工, 军民融合, 无人机, 智慧物流, 铁总混改, 小米概念股, 智能制造, 快递物流, 药品信息化追溯, 共享经济, "
215,300722.SZ,300722,新余国科,专用机械,32.52,"高送转-预期, 军工, 军民融合, "
216,002368.SZ,002368,太极股份,软件服务,32.55,"央企改革, 军工研究所, 社保重仓, 军工, 军民融合, 网络安全, 数字中国, 大数据, 云计算, 智慧城市, "
217,300516.SZ,300516,久之洋,电器仪表,33.96,"军工研究所, 军工, 军民融合, 高送转, 智慧安防, "
218,002777.SZ,002777,久远银海,软件服务,34.4,"社保重仓, 军工, 军民融合, 养老产业, 网络安全, 大数据, 药品信息化追溯, 人工智能, 互联网医疗, 智慧城市, 国产软件, 医疗信息化, "
219,300474.SZ,300474,景嘉微,元器件,41.0,"大飞机, 军工, 军民融合, 半导体, 国产芯片, "
220,600038.SH,600038,中直股份,航空,41.72,"MSCI, 央企改革, 军工研究所, 通用航空, 航母, 军工, 军民融合, "
221,002179.SZ,002179,中航光电,元器件,43.1,"5G, MSCI, 新进指数成份股, 央企改革, 军工研究所, 大飞机, 回购, 军工, 军民融合, 新能源汽车, "
222,002935.SZ,002935,天奥电子,元器件,47.66,"高送转-预期, 军工, 军民融合, 北斗导航, 高送转, "
223,600990.SH,600990,四创电子,通信设备,48.94,"央企改革, 军工研究所, 大飞机, 通用航空, 航母, 军工, 军民融合, 定增破发, 北斗导航, 量子通信, 国产芯片, 智慧安防, "
224,600536.SH,600536,中国软件,软件服务,50.41,"中字头, 央企改革, 军工研究所, 军工, 网络安全, 智慧城市, 国产软件, 腾讯概念股, 国产操作系统, "
225,300699.SZ,300699,光威复材,化工原料,55.49,"碳纤维, 业绩预增, 军工, 军民融合, "
226,300762.SZ,300762,上海瀚讯,通信设备,62.4,"次新股, 军工, 军民融合, "
227,603338.SH,603338,浙江鼎力,专用机械,69.03,"高送转-预期, 业绩预增, 军工, 军民融合, 人民币贬值受益, "
