,ts_code,name,industry,COL_WEIGHT_RISE_EFFICIENCY,COL_CURRENT_PRICE,circ_mv
1743,300355.SZ,蒙草生态,环境保护,2.24,5.47,645954.7796
1152,002692.SZ,远程股份,电气设备,2.24,4.98,356261.1822
1216,002761.SZ,多喜爱,纺织,2.24,17.91,363485.9861
1726,300338.SZ,开元股份,电器仪表,2.23,10.41,195830.5392
2050,300671.SZ,富满电子,半导体,2.23,21.65,170207.3703
828,002367.SZ,康力电梯,运输设备,2.23,9.79,513235.8873
1455,300066.SZ,三川智慧,电器仪表,2.23,4.89,487068.5057
14,000018.SZ,神州长城,装修装饰,2.23,3.08,306640.0916
1847,300461.SZ,田中精机,专用机械,2.23,24.52,228094.848
1435,300045.SZ,华力创通,电脑设备,2.23,11.99,488292.5965
449,000988.SZ,华工科技,电器仪表,2.23,16.57,1665707.878
1451,300062.SZ,中能电气,电气设备,2.23,6.58,124588.0559
536,002074.SZ,国轩高科,电气设备,2.23,18.73,1888449.7889
671,002209.SZ,达意隆,轻工机械,2.23,9.09,139755.9439
43,000058.SZ,深赛格,元器件,2.22,7.9,425028.0627
3023,601326.SH,秦港股份,港口,2.22,3.95,653031.6944
2856,600856.SH,中天能源,供气供热,2.22,4.67,627378.1006
2255,600148.SH,长春一东,汽车配件,2.22,19.08,270013.3866
2909,600936.SH,广西广电,影视音像,2.22,4.89,584835.8449
669,002207.SZ,ST准油,石油开采,2.22,6.18,146726.754
1382,002941.SZ,新疆交建,建筑施工,2.22,33.45,217425.0
1441,300051.SZ,三五互联,互联网,2.22,7.58,192564.0134
2866,600866.SH,星湖科技,食品,2.22,4.73,305271.1089
1867,300481.SZ,濮阳惠成,化工原料,2.22,19.46,494955.5646
1632,300244.SZ,迪安诊断,医疗保健,2.21,21.75,908316.3986
2640,600615.SH,丰华股份,小金属,2.21,12.45,233592.5125
1565,300176.SZ,派生科技,汽车配件,2.21,47.34,1767575.1398
575,002113.SZ,天润数娱,互联网,2.21,4.86,400861.1067
317,000799.SZ,酒鬼酒,白酒,2.21,19.54,634911.2269
1443,300053.SZ,欧比特,半导体,2.2,11.9,593642.0363
2841,600837.SH,海通证券,证券,2.2,13.72,11102403.979
1166,002707.SZ,众信旅游,旅游服务,2.2,7.59,401170.6257
824,002363.SZ,隆基机械,汽车配件,2.2,6.44,267748.3078
1884,300498.SZ,温氏股份,农业综合,2.2,40.79,15163837.5958
1570,300181.SZ,佐力药业,中成药,2.2,7.29,340634.6322
976,002515.SZ,金字火腿,食品,2.2,5.91,502012.484
1688,300300.SZ,汉鼎宇佑,软件服务,2.19,14.26,797297.3611
2661,600640.SH,号百控股,酒店餐饮,2.18,13.88,818086.8211
1940,300556.SZ,丝路视觉,软件服务,2.18,23.25,145609.3049
319,000801.SZ,四川九洲,通信设备,2.18,6.61,676075.193
886,002425.SZ,凯撒文化,互联网,2.18,8.66,696594.4959
1734,300346.SZ,南大光电,元器件,2.18,13.91,329598.5072
2185,600069.SH,银鸽投资,造纸,2.18,3.74,607313.8577
2310,600210.SH,紫江企业,广告包装,2.18,4.89,741683.9813
3325,603369.SH,今世缘,白酒,2.18,23.25,2916712.5
1050,002590.SZ,万安科技,汽车配件,2.18,9.14,397110.9251
1030,002570.SZ,*ST因美,乳制品,2.18,6.78,693239.067
1573,300184.SZ,力源信息,元器件,2.18,12.92,399739.8659
27,000034.SZ,神州数码,综合类,2.18,15.9,643943.7036
1288,002839.SZ,张家港行,银行,2.17,6.95,596585.1727
1936,300552.SZ,万集科技,软件服务,2.17,22.0,90757.744
1052,002592.SZ,八菱科技,汽车配件,2.17,23.13,568368.8756
542,002080.SZ,中材科技,化纤,2.17,13.25,848000.0
1077,002617.SZ,露笑科技,电气设备,2.17,4.98,521214.0539
703,002241.SZ,歌尔股份,元器件,2.17,10.01,2768517.755
1676,300288.SZ,朗玛信息,软件服务,2.17,17.15,347892.5983
1819,300433.SZ,蓝思科技,元器件,2.17,8.93,3491936.7205
368,000882.SZ,华联股份,百货,2.17,3.07,762021.6274
342,000831.SZ,五矿稀土,小金属,2.17,12.58,1233958.3381
2539,600501.SH,航天晨光,汽车配件,2.16,8.55,360197.478
3429,603666.SH,亿嘉和,专用机械,2.16,59.8,146877.5308
3086,601811.SH,新华文轩,出版业,2.16,15.89,316360.9619
1751,300364.SZ,中文在线,出版业,2.16,6.16,330529.5316
3132,601998.SH,中信银行,银行,2.16,6.33,20195968.8481
1672,300284.SZ,苏交科,建筑施工,2.16,12.4,674762.1473
8,000010.SZ,美丽生态,建筑施工,2.16,3.87,202080.3117
2497,600439.SH,瑞贝卡,服饰,2.16,3.73,422230.5691
2421,600338.SH,西藏珠峰,铅锌,2.15,24.15,1577012.5401
1805,300419.SZ,浩丰科技,软件服务,2.15,6.59,180925.1702
2530,600490.SH,鹏欣资源,铜,2.15,5.89,878416.7557
972,002511.SZ,中顺洁柔,造纸,2.15,8.07,1015302.9506
740,002279.SZ,久其软件,软件服务,2.15,9.4,562511.7271
125,000532.SZ,华金资本,元器件,2.15,12.94,444467.5791
2800,600792.SH,云煤能源,焦炭加工,2.15,3.68,364291.8848
514,002052.SZ,同洲电子,通信设备,2.15,4.97,370738.7479
2729,600716.SH,凤凰股份,区域地产,2.15,4.45,405048.2547
3176,603055.SH,台华新材,纺织,2.15,12.19,122845.432
729,002268.SZ,卫士通,软件服务,2.14,32.35,2620033.2126
2585,600556.SH,ST慧球,软件服务,2.14,7.18,283461.8823
2820,600815.SH,厦工股份,工程机械,2.14,3.52,337557.4361
3582,603988.SH,中电电机,电气设备,2.14,12.9,303408.0
1369,002927.SZ,泰永长征,电气设备,2.14,35.88,184337.088
2198,600082.SH,海泰发展,园区开发,2.14,5.72,362563.4595
2231,600118.SH,中国卫星,航空,2.14,26.2,3098121.5337
970,002509.SZ,天广中茂,专用机械,2.14,3.02,639390.9179
1393,300003.SZ,乐普医疗,医疗保健,2.14,25.08,3800329.9797
62,000151.SZ,中成股份,商贸代理,2.14,12.91,344108.2614
3505,603825.SH,华扬联众,互联网,2.14,18.1,167217.5396
809,002348.SZ,高乐股份,文教休闲,2.13,4.05,300951.6642
313,000795.SZ,英洛华,矿物制品,2.13,5.22,462686.0368
1428,300038.SZ,数知科技,通信设备,2.13,12.98,889097.5889
3057,601611.SH,中国核建,建筑施工,2.13,8.98,863696.4
913,002452.SZ,长高集团,电气设备,2.13,5.0,212312.668
2313,600213.SH,亚星客车,汽车整车,2.12,7.58,166760.0
1981,300600.SZ,瑞特股份,电气设备,2.12,24.99,165033.96
3391,603598.SH,引力传媒,影视音像,2.12,11.3,302685.077
2719,600705.SH,中航资本,多元金融,2.12,5.79,5197292.6185
2846,600844.SH,丹化科技,化工原料,2.12,3.98,327446.7923
3460,603718.SH,海利生物,生物制药,2.12,13.53,871332.0
639,002177.SZ,御银股份,电脑设备,2.12,4.6,296478.912
2014,300634.SZ,彩讯股份,软件服务,2.11,29.9,119629.9
1348,002903.SZ,宇环数控,机床制造,2.11,20.23,133518.0
1690,300302.SZ,同有科技,软件服务,2.11,10.37,255772.8415
2693,600678.SH,四川金顶,水泥,2.11,7.14,249178.86
2440,600363.SH,联创光电,元器件,2.11,10.99,487380.9483
681,002219.SZ,恒康医疗,中成药,2.11,4.22,787119.8037
2701,600686.SH,金龙汽车,汽车整车,2.11,9.99,606131.7725
3343,603456.SH,九洲药业,化学制药,2.11,9.78,783332.5924
2752,600739.SH,辽宁成大,商贸代理,2.1,15.12,2312921.2418
1916,300531.SZ,优博讯,软件服务,2.1,23.18,282786.728
1153,002693.SZ,双成药业,化学制药,2.1,5.0,201692.1605
1703,300315.SZ,掌趣科技,互联网,2.1,4.29,1111052.4681
3362,603520.SH,司太立,化学制药,2.1,30.96,371520.0
2196,600080.SH,金花股份,中成药,2.1,7.7,235077.8214
1830,300444.SZ,双杰电气,电气设备,2.1,9.2,277643.7198
582,002120.SZ,韵达股份,仓储物流,2.1,37.01,1156084.353
1010,002550.SZ,千红制药,生物制药,2.09,5.16,466334.9623
3216,603128.SH,华贸物流,仓储物流,2.09,7.81,745702.3168
3040,601518.SH,吉林高速,路桥,2.09,3.13,379731.6
3075,601718.SH,际华集团,服饰,2.09,4.64,2037716.0435
2274,600169.SH,太原重工,工程机械,2.09,3.02,774314.41
1629,300241.SZ,瑞丰光电,半导体,2.09,6.14,259581.0446
220,000663.SZ,永安林业,林业,2.09,7.66,170705.9273
759,002298.SZ,中电兴发,软件服务,2.09,8.26,428307.4865
83,000413.SZ,东旭光电,元器件,2.09,6.32,3074146.1584
968,002507.SZ,涪陵榨菜,食品,2.09,26.8,2089789.8471
1702,300314.SZ,戴维医疗,医疗保健,2.09,10.08,190641.6651
842,002381.SZ,双箭股份,橡胶,2.09,8.96,297948.5645
1850,300464.SZ,星徽精密,机械基件,2.08,9.66,190837.2181
327,000812.SZ,陕西金叶,广告包装,2.08,4.81,321910.6031
365,000878.SZ,云南铜业,铜,2.08,10.46,1481545.986
2542,600505.SH,西昌电力,水力发电,2.08,7.18,261759.465
1904,300518.SZ,盛讯达,软件服务,2.08,29.21,136665.4258
1747,300359.SZ,全通教育,文教休闲,2.08,7.47,377036.8284
414,000938.SZ,紫光股份,软件服务,2.08,45.08,1300612.096
1002,002542.SZ,中化岩土,建筑施工,2.08,5.9,571475.9505
1129,002669.SZ,康达新材,化工原料,2.08,14.4,329092.1525
1500,300111.SZ,向日葵,半导体,2.08,3.07,342992.5557
2949,601003.SH,柳钢股份,普钢,2.08,7.69,1970787.9708
2343,600247.SH,*ST成城,商贸代理,2.08,5.81,195472.5696
3403,603612.SH,索通发展,矿物制品,2.07,15.43,275984.2666
829,002368.SZ,太极股份,软件服务,2.07,32.17,1288284.6198
2682,600664.SH,哈药股份,化学制药,2.07,4.76,1193310.6162
633,002171.SZ,楚江新材,铜,2.07,6.54,688682.1053
2685,600667.SH,太极实业,半导体,2.07,7.96,948254.3205
2084,300706.SZ,阿石创,元器件,2.07,30.95,174133.5548
191,000616.SZ,海航投资,全国地产,2.07,3.5,500575.0488
188,000612.SZ,焦作万方,铝,2.07,4.88,580452.6995
2307,600207.SH,安彩高科,元器件,2.07,5.9,407100.0
298,000776.SZ,广发证券,证券,2.07,16.77,9926651.7851
69,000166.SZ,申万宏源,证券,2.07,5.62,12664340.7832
928,002467.SZ,二六三,电信运营,2.07,7.04,451166.4439
238,000685.SZ,中山公用,水务,2.06,8.62,1080284.1807
773,002312.SZ,三泰控股,电脑设备,2.06,4.06,411879.7306
2039,300660.SZ,江苏雷利,电气设备,2.06,25.24,114806.664
268,000722.SZ,湖南发展,水力发电,2.06,8.05,373647.417
171,000592.SZ,平潭发展,林业,2.06,3.98,761746.8926
59,000099.SZ,中信海直,空运,2.06,7.62,461825.66
239,000686.SZ,东北证券,证券,2.06,9.9,2317048.3859
3094,601866.SH,中远海发,水运,2.06,3.04,2411366.0
450,000989.SZ,九芝堂,中成药,2.06,12.96,1096134.8302
789,002328.SZ,新朋股份,汽车配件,2.06,7.88,256181.3295
599,002137.SZ,麦达数字,互联网,2.06,8.22,299901.8576
439,000975.SZ,银泰资源,铅锌,2.06,10.72,1317259.6908
1636,300248.SZ,新开普,软件服务,2.06,9.16,290037.9385
521,002059.SZ,云南旅游,旅游景点,2.06,7.35,537132.5434
496,002034.SZ,旺能环境,环境保护,2.06,17.99,392256.0181
2051,300672.SZ,国科微,半导体,2.06,49.08,319515.0601
1286,002837.SZ,英维克,专用机械,2.05,19.96,136659.6929
1624,300236.SZ,上海新阳,半导体,2.05,35.67,678509.6178
706,002244.SZ,滨江集团,区域地产,2.05,4.5,1216306.7505
3155,603023.SH,威帝股份,汽车配件,2.05,6.08,218880.0
2086,300708.SZ,聚灿光电,半导体,2.05,12.82,146135.18
1934,300550.SZ,和仁科技,软件服务,2.05,60.77,177873.79
2161,600035.SH,楚天高速,路桥,2.05,4.35,664115.8711
1032,002572.SZ,索菲亚,家居用品,2.04,20.68,1319545.6349
3491,603801.SH,志邦家居,家居用品,2.04,29.03,241602.9385
2106,300730.SZ,科创信息,软件服务,2.04,21.25,160961.3614
839,002378.SZ,章源钨业,小金属,2.04,6.96,642559.6584
2449,600373.SH,中文传媒,出版业,2.04,16.58,2284624.5615
616,002154.SZ,报喜鸟,服饰,2.04,3.98,440752.713
1434,300044.SZ,赛为智能,软件服务,2.04,8.81,468016.7091
771,002310.SZ,东方园林,建筑施工,2.03,8.41,1293201.458
3141,603008.SH,喜临门,家居用品,2.03,11.01,351835.56
1220,002766.SZ,索菱股份,汽车配件,2.03,6.91,172156.9721
2893,600894.SH,广日股份,运输设备,2.03,7.33,630341.074
2717,600703.SH,三安光电,半导体,2.03,15.25,6219598.0152
2912,600959.SH,江苏有线,影视音像,2.03,5.75,2233604.6344
825,002364.SZ,中恒电气,电气设备,2.03,11.81,608616.9451
2141,600010.SH,包钢股份,普钢,2.03,1.93,6113701.8363
666,002204.SZ,大连重工,专用机械,2.03,3.75,724263.762
2345,600249.SH,两面针,日用化工,2.03,5.0,275000.0
697,002235.SZ,安妮股份,互联网,2.03,7.2,360234.4536
2466,600392.SH,盛和资源,小金属,2.03,11.97,1716824.0053
2620,600594.SH,益佰制药,中成药,2.03,6.62,524255.9388
2514,600469.SH,风神股份,汽车配件,2.03,4.69,263771.8011
2312,600212.SH,江泉实业,综合类,2.02,4.88,249708.2399
1857,300471.SZ,厚普股份,专用机械,2.02,7.73,211239.6425
1269,002819.SZ,东方中科,电器仪表,2.02,25.4,112560.4378
744,002283.SZ,天润曲轴,汽车配件,2.01,4.54,464761.7558
1526,300137.SZ,先河环保,环境保护,2.01,10.63,503749.8694
2998,601179.SH,中国西电,电气设备,2.01,4.52,2316898.8231
1833,300447.SZ,全信股份,电气设备,2.01,11.29,196554.3863
863,002402.SZ,和而泰,元器件,2.01,9.68,699562.3044
650,002188.SZ,*ST巴士,广告包装,2.01,3.91,86217.9355
1797,300411.SZ,金盾股份,专用机械,2.01,9.65,177180.3565
600,002138.SZ,顺络电子,元器件,2.01,17.65,1233848.5425
105,000506.SZ,中润资源,区域地产,2.01,3.52,326892.1783
2401,600316.SH,洪都航空,航空,2.01,14.5,1039816.0424
906,002445.SZ,ST中南,影视音像,2.01,2.2,287768.8176
1213,002758.SZ,华通医药,医药商业,2.01,10.98,196807.2153
1985,300604.SZ,长川科技,专用机械,2.01,41.0,273420.9845
777,002316.SZ,亚联发展,软件服务,2.0,9.2,269940.5516
948,002487.SZ,大金重工,钢加工,2.0,4.69,253260.0
508,002046.SZ,轴研科技,机械基件,2.0,8.46,334724.8466
1841,300455.SZ,康拓红外,运输设备,2.0,8.01,400840.1046
2003,300623.SZ,捷捷微电,半导体,2.0,37.0,260408.775
198,000626.SZ,远大控股,商贸代理,2.0,8.6,347951.7
1224,002770.SZ,科迪乳业,乳制品,2.0,3.82,222749.0789
3188,603079.SH,圣达生物,食品,2.0,20.84,76090.091
1520,300131.SZ,英唐智控,元器件,1.99,6.24,496580.2315
1984,300603.SZ,立昂技术,通信设备,1.99,30.8,148703.4472
2382,600293.SH,三峡新材,玻璃,1.99,5.2,268712.028
1150,002690.SZ,美亚光电,专用机械,1.99,26.4,864323.9405
1780,300394.SZ,天孚通信,通信设备,1.99,32.0,523670.88
2276,600171.SH,上海贝岭,半导体,1.99,14.18,955459.4221
1816,300430.SZ,诚益通,电器仪表,1.99,10.09,156038.9441
1525,300136.SZ,信维通信,通信设备,1.99,29.29,2372638.3919
2632,600606.SH,绿地控股,全国地产,1.99,7.53,9162620.2519
2732,600719.SH,大连热电,供气供热,1.99,5.5,222529.78
699,002237.SZ,恒邦股份,黄金,1.99,9.75,830383.125
2954,601009.SH,南京银行,银行,1.99,7.74,6565228.9332
2743,600730.SH,中国高科,综合类,1.99,6.44,377806.4653
730,002269.SZ,美邦服饰,服饰,1.99,3.19,801487.5
3371,603557.SH,起步股份,服饰,1.98,10.92,239041.4841
1137,002677.SZ,浙江美大,家用电器,1.98,12.16,347714.4899
2702,600687.SH,刚泰控股,黄金,1.98,5.05,751801.2285
1730,300342.SZ,天银机电,元器件,1.98,9.37,373051.8466
3492,603803.SH,瑞斯康达,通信设备,1.98,13.25,291223.8064
2500,600448.SH,华纺股份,纺织,1.98,7.14,367493.9679
149,000560.SZ,我爱我家,房产服务,1.98,5.73,978687.1395
481,002019.SZ,亿帆医药,化学制药,1.98,13.49,1097066.0845
1442,300052.SZ,中青宝,互联网,1.98,11.82,307368.6476
2429,600351.SH,亚宝药业,中成药,1.97,7.79,599830.0179
1465,300076.SZ,GQY视讯,电脑设备,1.97,5.69,217285.6016
3412,603630.SH,拉芳家化,日用化工,1.97,17.35,140474.7764
3059,601616.SH,广电电气,电气设备,1.97,4.8,449076.0
2962,601020.SH,华钰矿业,铅锌,1.97,10.85,308336.4284
3302,603330.SH,上海天洋,塑料,1.97,23.17,73039.9611
2721,600707.SH,彩虹股份,元器件,1.97,6.34,816570.742
758,002297.SZ,博云新材,矿物制品,1.97,8.65,343919.2529
3027,601336.SH,新华保险,保险,1.97,49.82,10389658.7919
1459,300070.SZ,碧水源,环境保护,1.97,9.8,1975191.765
1882,300496.SZ,中科创达,软件服务,1.97,35.11,838557.5251
2055,300676.SZ,华大基因,医疗保健,1.97,77.26,1904814.6201
2850,600848.SH,上海临港,园区开发,1.96,30.53,2405845.164
2054,300675.SZ,建科院,建筑施工,1.96,26.82,216348.0894
2115,300740.SZ,御家汇,日用化工,1.96,18.63,268799.2495
1890,300504.SZ,天邑股份,通信设备,1.96,30.75,205569.9
942,002481.SZ,双塔食品,食品,1.96,4.12,456136.5918
1660,300272.SZ,开能健康,环境保护,1.96,8.97,239061.7807
2186,600070.SH,浙江富润,纺织,1.95,8.82,354138.9713
1674,300286.SZ,安科瑞,电器仪表,1.95,12.24,214773.6717
443,000980.SZ,众泰汽车,汽车配件,1.95,5.37,669072.3109
1089,002629.SZ,仁智股份,石油开采,1.95,4.27,147144.3849
1906,300520.SZ,科大国创,软件服务,1.95,21.72,249077.0474
1769,300383.SZ,光环新网,电信运营,1.95,18.75,2563647.7444
1771,300385.SZ,雪浪环境,环境保护,1.95,18.54,107384.4939
1462,300073.SZ,当升科技,矿物制品,1.95,30.59,1082347.2673
1318,002871.SZ,伟隆股份,机械基件,1.95,23.92,69128.8
1168,002709.SZ,天赐材料,化工原料,1.95,33.83,1145902.0944
2674,600654.SH,ST中安,软件服务,1.95,2.21,166864.537
1482,300093.SZ,金刚玻璃,玻璃,1.95,7.58,163460.2365
3425,603660.SH,苏州科达,通信设备,1.95,26.7,634193.3333
2258,600151.SH,航天机电,半导体,1.95,5.68,788779.1729
1802,300416.SZ,苏试试验,电器仪表,1.95,20.49,156943.155
3418,603648.SH,畅联股份,仓储物流,1.94,14.2,387925.8325
564,002102.SZ,ST冠福,化学制药,1.94,1.99,396314.8256
192,000617.SZ,中油资本,多元金融,1.94,13.28,381852.0576
1897,300511.SZ,雪榕生物,种植业,1.94,8.84,179075.8191
1907,300521.SZ,爱司凯,专用机械,1.94,11.83,87474.6554
3234,603177.SH,德创环保,环境保护,1.94,13.75,84906.25
622,002160.SZ,常铝股份,铝,1.94,4.24,255264.709
2602,600575.SH,皖江物流,水运,1.94,2.8,875036.9902
207,000636.SZ,风华高科,元器件,1.94,15.46,1383984.0096
959,002498.SZ,汉缆股份,电气设备,1.94,3.52,1170711.7882
2102,300725.SZ,药石科技,化工原料,1.94,89.0,585745.4989
827,002366.SZ,台海核电,专用机械,1.93,13.81,675406.2417
1813,300427.SZ,红相股份,电气设备,1.93,14.2,350013.9554
2988,601138.SH,工业富联,通信设备,1.93,15.32,1712607.0311
1691,300303.SZ,聚飞光电,半导体,1.93,3.6,407595.6425
140,000550.SZ,江铃汽车,汽车整车,1.93,20.58,1066923.0953
1768,300382.SZ,斯莱克,专用机械,1.93,6.92,390642.8002
969,002508.SZ,老板电器,家用电器,1.93,26.15,2444765.5423
1467,300078.SZ,思创医惠,元器件,1.93,10.82,789094.2913
3369,603555.SH,贵人鸟,服饰,1.93,7.12,447564.7258
1657,300269.SZ,联建光电,半导体,1.93,6.54,229923.5093
3365,603533.SH,掌阅科技,互联网,1.93,22.41,365622.5899
2027,300648.SZ,星云股份,电器仪表,1.93,21.43,128668.5873
1203,002747.SZ,埃斯顿,机械基件,1.93,11.54,838231.1831
10,000012.SZ,南玻A,玻璃,1.93,5.68,1008258.1609
551,002089.SZ,新海宜,通信设备,1.93,5.7,533743.0781
1735,300347.SZ,泰格医药,医疗保健,1.93,60.48,2182850.2987
437,000972.SZ,ST中基,食品,1.93,3.8,293087.76
1258,002807.SZ,江阴银行,银行,1.93,6.39,459036.0376
1654,300266.SZ,兴源环境,环境保护,1.93,4.33,633046.0221
1601,300213.SZ,佳讯飞鸿,通信设备,1.93,9.47,365367.8637
1866,300480.SZ,光力科技,电器仪表,1.93,13.9,146715.2673
1951,300568.SZ,星源材质,化工原料,1.92,30.98,398741.4981
611,002149.SZ,西部材料,小金属,1.92,8.7,370045.1684
813,002352.SZ,顺丰控股,仓储物流,1.92,35.44,4010562.6136
2789,600779.SH,水井坊,白酒,1.92,40.8,1993266.4478
1059,002599.SZ,盛通股份,广告包装,1.92,12.49,252640.3447
872,002411.SZ,延安必康,化学制药,1.91,22.0,2631503.7672
607,002145.SZ,中核钛白,化工原料,1.91,4.64,464093.1211
2470,600397.SH,*ST安煤,煤炭开采,1.91,2.65,262339.3687
1394,300004.SZ,南风股份,电气设备,1.91,4.7,209545.544
1414,300024.SZ,机器人,专用机械,1.91,19.35,2928883.9088
2289,600186.SH,莲花健康,食品,1.91,2.33,247451.6645
879,002418.SZ,康盛股份,机械基件,1.91,4.54,455638.1573
2052,300673.SZ,佩蒂股份,饲料,1.91,48.78,185763.996
376,000892.SZ,欢瑞世纪,影视音像,1.91,5.99,322367.5534
402,000925.SZ,众合科技,专用机械,1.91,8.27,378344.9272
2748,600735.SH,新华锦,商贸代理,1.91,6.84,257178.7305
2593,600565.SH,迪马股份,全国地产,1.91,3.52,833809.252
709,002247.SZ,聚力文化,软件服务,1.91,5.36,291639.4658
5,000007.SZ,全新好,酒店餐饮,1.91,7.67,236963.1497
1641,300253.SZ,卫宁健康,软件服务,1.91,14.45,1900391.4162
704,002242.SZ,九阳股份,家用电器,1.91,20.95,1596303.1413
874,002413.SZ,雷科防务,通信设备,1.91,7.6,756421.4252
1551,300162.SZ,雷曼股份,元器件,1.9,6.57,150582.2306
2551,600515.SH,海航基础,全国地产,1.9,6.05,1003268.6964
1661,300273.SZ,和佳股份,医疗保健,1.9,6.33,355838.5028
2724,600711.SH,盛屯矿业,小金属,1.9,6.3,943142.9522
1379,002938.SZ,鹏鼎控股,元器件,1.9,27.52,636105.7617
3534,603887.SH,城地股份,建筑施工,1.9,18.85,156391.8902
1084,002624.SZ,完美世界,影视音像,1.9,33.89,1651925.0504
2608,600581.SH,八一钢铁,普钢,1.9,4.45,682139.5522
1738,300350.SZ,华鹏飞,仓储物流,1.9,7.45,233032.8166
2927,600978.SH,宜华生活,家居用品,1.9,4.99,739952.132
800,002339.SZ,积成电子,电气设备,1.9,9.7,320183.5898
2482,600416.SH,湘电股份,电气设备,1.9,7.31,644333.8184
1894,300508.SZ,维宏股份,软件服务,1.9,27.81,66058.2694
1633,300245.SZ,天玑科技,软件服务,1.89,11.52,299093.1045
2901,600908.SH,无锡银行,银行,1.89,6.52,532156.9877
2934,600985.SH,淮北矿业,煤炭开采,1.89,11.7,307540.0505
937,002476.SZ,宝莫股份,化工原料,1.89,5.97,350023.9895
3067,601669.SH,中国电建,建筑施工,1.89,5.76,6419175.287
527,002065.SZ,东华软件,软件服务,1.89,8.99,2524140.8545
946,002485.SZ,希努尔,服饰,1.89,8.19,445532.8673
676,002214.SZ,大立科技,电器仪表,1.89,8.71,311226.9403
1478,300089.SZ,文化长城,陶瓷,1.89,6.66,184565.6942
2553,600517.SH,置信电气,电气设备,1.89,5.04,627239.2342
1501,300112.SZ,万讯自控,电器仪表,1.88,8.86,165213.9971
835,002374.SZ,丽鹏股份,建筑施工,1.88,3.49,279645.5519
1466,300077.SZ,国民技术,半导体,1.88,10.47,566365.9599
1245,002792.SZ,通宇通讯,通信设备,1.88,33.69,238236.4666
3297,603322.SH,超讯通信,通信设备,1.88,35.3,160117.0441
830,002369.SZ,卓翼科技,通信设备,1.88,10.75,451100.5408
360,000868.SZ,安凯客车,汽车整车,1.88,3.98,276833.4981
1456,300067.SZ,安诺其,染料涂料,1.88,6.59,332280.8199
750,002289.SZ,宇顺电子,元器件,1.88,7.76,201244.1602
2155,600027.SH,华电国际,火力发电,1.88,4.59,3211046.0613
592,002130.SZ,沃尔核材,电气设备,1.87,4.57,432384.7712
2739,600726.SH,华电能源,火力发电,1.87,2.7,414362.2908
2535,600497.SH,驰宏锌锗,铅锌,1.87,5.35,2305795.5295
1537,300148.SZ,天舟文化,出版业,1.87,5.39,431625.5998
1532,300143.SZ,星普医科,医疗保健,1.87,11.18,473857.3114
498,002036.SZ,联创电子,元器件,1.87,13.08,516718.036
460,001896.SZ,豫能控股,火力发电,1.87,3.9,362509.6305
711,002249.SZ,大洋电机,电气设备,1.87,4.84,1110112.1594
3095,601869.SH,长飞光纤,通信设备,1.87,48.87,370388.2224
2140,600009.SH,上海机场,机场,1.87,56.34,6160646.0207
2876,600876.SH,洛阳玻璃,玻璃,1.86,13.13,343699.9069
367,000881.SZ,中广核技,综合类,1.86,9.42,290187.2448
1899,300513.SZ,恒实科技,软件服务,1.86,27.4,168766.5188
2290,600187.SH,国中水务,水务,1.86,3.89,566237.8247
2257,600150.SH,*ST船舶,船舶,1.86,17.58,2422730.7373
914,002453.SZ,华软科技,化工原料,1.86,7.03,389968.0349
686,002224.SZ,三力士,橡胶,1.86,7.16,337768.1742
2758,600745.SH,闻泰科技,通信设备,1.86,28.85,1838513.5265
2040,300661.SZ,圣邦股份,元器件,1.86,99.29,422388.8145
2277,600172.SH,黄河旋风,矿物制品,1.86,4.73,541369.0046
2513,600468.SH,百利电气,电气设备,1.86,6.55,531279.3543
2562,600527.SH,江南高纤,化纤,1.86,2.66,320033.6666
2025,300645.SZ,正元智慧,软件服务,1.86,37.35,169640.3348
795,002334.SZ,英威腾,电气设备,1.86,6.27,360327.5621
266,000720.SZ,*ST新能,火力发电,1.86,4.79,413597.34
492,002030.SZ,达安基因,生物制药,1.86,13.29,1015104.8469
3489,603799.SH,华友钴业,小金属,1.86,38.94,3192617.3616
2618,600592.SH,龙溪股份,机械基件,1.86,8.01,320042.4104
2242,600130.SH,波导股份,通信设备,1.86,4.77,366336.0
2425,600345.SH,长江通信,通信设备,1.85,24.59,486882.0
170,000591.SZ,太阳能,新型电力,1.85,4.14,843358.9566
1941,300557.SZ,理工光科,电器仪表,1.85,30.22,102703.6733
1566,300177.SZ,中海达,通信设备,1.85,13.94,458718.3846
129,000537.SZ,广宇发展,区域地产,1.85,8.75,355202.5873
1214,002759.SZ,天际股份,家用电器,1.85,9.56,179826.8198
3357,603515.SH,欧普照明,电气设备,1.85,32.49,413762.4211
2745,600732.SH,ST新梅,区域地产,1.85,5.8,258902.1864
1725,300337.SZ,银邦股份,铝,1.85,4.49,314614.1101
2200,600084.SH,中葡股份,红黄药酒,1.85,3.5,393304.3905
1663,300275.SZ,梅安森,软件服务,1.85,9.82,115480.2078
2815,600809.SH,山西汾酒,白酒,1.85,52.35,4532715.6725
3543,603900.SH,莱绅通灵,服饰,1.85,14.52,123592.0039
214,000655.SZ,*ST金岭,普钢,1.85,4.86,289335.3518
1397,300007.SZ,汉威科技,电器仪表,1.84,13.11,297486.8629
507,002045.SZ,国光电器,元器件,1.84,6.3,261882.0383
1595,300207.SZ,欣旺达,元器件,1.84,12.87,1466086.2212
